seed,family,structure,optimizer,rate,rule,step,test_nmse,population_nmse,variance,gradient_cosine,field_relative_squared_error,gradient_clipped_steps,parameter_projected_steps,parameter_norm,max_abs_parameter,centered_cut_bound,parameters,edges,depth,elapsed_seconds
127203,matching,compatible,sgd,0.003,exact,0,1.5749385918311365,1.5638692458499572,1.0,1.0,0.0,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.04419957799836993
127203,matching,compatible,sgd,0.003,broadcast,0,1.5749385918311365,1.5638692458499572,1.0,0.7426589602248443,1.3597976601248443,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.04421768104657531
127203,matching,compatible,sgd,0.003,global_projection,0,1.5749385918311365,1.5638692458499572,1.0,0.7775447287022431,0.5245716821862166,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.044229925028048456
127203,matching,compatible,sgd,0.003,subtree_projection,0,1.5749385918311365,1.5638692458499572,1.0,0.8141059763429169,0.5036344692286306,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.04423996002878994
127203,matching,compatible,sgd,0.003,shuffled_projection,0,1.5749385918311365,1.5638692458499572,1.0,0.7869744159309197,0.522550038819764,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.044249281054362655
127203,matching,compatible,sgd,0.01,exact,0,1.5749385918311365,1.5638692458499572,1.0,1.0,0.0,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.04425918799825013
127203,matching,compatible,sgd,0.01,broadcast,0,1.5749385918311365,1.5638692458499572,1.0,0.7426589602248443,1.3597976601248443,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.04426816198974848
127203,matching,compatible,sgd,0.01,global_projection,0,1.5749385918311365,1.5638692458499572,1.0,0.7775447287022431,0.5245716821862166,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.04427683900576085
127203,matching,compatible,sgd,0.01,subtree_projection,0,1.5749385918311365,1.5638692458499572,1.0,0.8141059763429169,0.5036344692286306,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.044285495998337865
127203,matching,compatible,sgd,0.01,shuffled_projection,0,1.5749385918311365,1.5638692458499572,1.0,0.7869744159309197,0.522550038819764,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.0442945109680295
127203,matching,compatible,sgd,0.03,exact,0,1.5749385918311365,1.5638692458499572,1.0,1.0,0.0,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.04430395399685949
127203,matching,compatible,sgd,0.03,broadcast,0,1.5749385918311365,1.5638692458499572,1.0,0.7426589602248443,1.3597976601248443,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.044312824960798025
127203,matching,compatible,sgd,0.03,global_projection,0,1.5749385918311365,1.5638692458499572,1.0,0.7775447287022431,0.5245716821862166,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.04432511795312166
127203,matching,compatible,sgd,0.03,subtree_projection,0,1.5749385918311365,1.5638692458499572,1.0,0.8141059763429169,0.5036344692286306,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.04433404200244695
127203,matching,compatible,sgd,0.03,shuffled_projection,0,1.5749385918311365,1.5638692458499572,1.0,0.7869744159309197,0.522550038819764,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.044342887005768716
127203,matching,compatible,adam,0.003,exact,0,1.5749385918311365,1.5638692458499572,1.0,1.0,0.0,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.044351893942803144
127203,matching,compatible,adam,0.003,broadcast,0,1.5749385918311365,1.5638692458499572,1.0,0.7426589602248443,1.3597976601248443,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.04436079796869308
127203,matching,compatible,adam,0.003,global_projection,0,1.5749385918311365,1.5638692458499572,1.0,0.7775447287022431,0.5245716821862166,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.044369744951836765
127203,matching,compatible,adam,0.003,subtree_projection,0,1.5749385918311365,1.5638692458499572,1.0,0.8141059763429169,0.5036344692286306,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.04437848704401404
127203,matching,compatible,adam,0.003,shuffled_projection,0,1.5749385918311365,1.5638692458499572,1.0,0.7869744159309197,0.522550038819764,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.044387351954355836
127203,matching,compatible,adam,0.01,exact,0,1.5749385918311365,1.5638692458499572,1.0,1.0,0.0,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.04439607204403728
127203,matching,compatible,adam,0.01,broadcast,0,1.5749385918311365,1.5638692458499572,1.0,0.7426589602248443,1.3597976601248443,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.04440478899050504
127203,matching,compatible,adam,0.01,global_projection,0,1.5749385918311365,1.5638692458499572,1.0,0.7775447287022431,0.5245716821862166,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.04441358195617795
127203,matching,compatible,adam,0.01,subtree_projection,0,1.5749385918311365,1.5638692458499572,1.0,0.8141059763429169,0.5036344692286306,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.04442231496796012
127203,matching,compatible,adam,0.01,shuffled_projection,0,1.5749385918311365,1.5638692458499572,1.0,0.7869744159309197,0.522550038819764,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.044431022950448096
127203,matching,compatible,adam,0.03,exact,0,1.5749385918311365,1.5638692458499572,1.0,1.0,0.0,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.04443969496060163
127203,matching,compatible,adam,0.03,broadcast,0,1.5749385918311365,1.5638692458499572,1.0,0.7426589602248443,1.3597976601248443,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.04444888699799776
127203,matching,compatible,adam,0.03,global_projection,0,1.5749385918311365,1.5638692458499572,1.0,0.7775447287022431,0.5245716821862166,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.0444577670423314
127203,matching,compatible,adam,0.03,subtree_projection,0,1.5749385918311365,1.5638692458499572,1.0,0.8141059763429169,0.5036344692286306,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.04446664499118924
127203,matching,compatible,adam,0.03,shuffled_projection,0,1.5749385918311365,1.5638692458499572,1.0,0.7869744159309197,0.522550038819764,0,0,2.587518111575368,1.2920472331785209,0.0,28,14,3,0.04447540896944702
127203,matching,assignment_shuffled,sgd,0.003,exact,0,1.8692061937491589,1.8686310827192594,1.0,1.0,0.0,0,0,2.587518111575368,1.2920472331785209,0.5,28,14,3,0.04448648099787533
127203,matching,assignment_shuffled,sgd,0.003,broadcast,0,1.8692061937491589,1.8686310827192594,1.0,0.855641271307425,1.3597976601248443,0,0,2.587518111575368,1.2920472331785209,0.5,28,14,3,0.04449537594337016
