seed,family,structure,optimizer,rate,rule,step,test_nmse,population_nmse,variance,gradient_cosine,field_relative_squared_error,gradient_clipped_steps,parameter_projected_steps,parameter_norm,max_abs_parameter,centered_cut_bound,parameters,edges,depth,elapsed_seconds
127217,matching,compatible,sgd,0.003,exact,0,1.1190244983661843,1.1010517567028844,1.0,1.0,0.0,0,0,2.5556238024986575,1.16630718371494,0.0,28,14,3,0.04038193495944142
127217,matching,compatible,sgd,0.003,broadcast,0,1.1190244983661843,1.1010517567028844,1.0,0.5136177037622428,4.335001420482817,0,0,2.5556238024986575,1.16630718371494,0.0,28,14,3,0.04040031589102
127217,matching,compatible,sgd,0.003,global_projection,0,1.1190244983661843,1.1010517567028844,1.0,0.9301311257159067,0.14612128903809374,0,0,2.5556238024986575,1.16630718371494,0.0,28,14,3,0.04041311994660646
127217,matching,compatible,sgd,0.003,subtree_projection,0,1.1190244983661843,1.1010517567028844,1.0,0.9565349220010476,0.10821625820632431,0,0,2.5556238024986575,1.16630718371494,0.0,28,14,3,0.04042359790764749
127217,matching,compatible,sgd,0.003,shuffled_projection,0,1.1190244983661843,1.1010517567028844,1.0,0.924767686660179,0.1195038408254635,0,0,2.5556238024986575,1.16630718371494,0.0,28,14,3,0.04043345293030143
127217,matching,compatible,sgd,0.01,exact,0,1.1190244983661843,1.1010517567028844,1.0,1.0,0.0,0,0,2.5556238024986575,1.16630718371494,0.0,28,14,3,0.040443277917802334
127217,matching,compatible,sgd,0.01,broadcast,0,1.1190244983661843,1.1010517567028844,1.0,0.5136177037622428,4.335001420482817,0,0,2.5556238024986575,1.16630718371494,0.0,28,14,3,0.04045280092395842
127217,matching,compatible,sgd,0.01,global_projection,0,1.1190244983661843,1.1010517567028844,1.0,0.9301311257159067,0.14612128903809374,0,0,2.5556238024986575,1.16630718371494,0.0,28,14,3,0.04046209389343858
127217,matching,compatible,sgd,0.01,subtree_projection,0,1.1190244983661843,1.1010517567028844,1.0,0.9565349220010476,0.10821625820632431,0,0,2.5556238024986575,1.16630718371494,0.0,28,14,3,0.04047150700353086
127217,matching,compatible,sgd,0.01,shuffled_projection,0,1.1190244983661843,1.1010517567028844,1.0,0.924767686660179,0.1195038408254635,0,0,2.5556238024986575,1.16630718371494,0.0,28,14,3,0.04048198799137026
127217,matching,compatible,sgd,0.03,exact,0,1.1190244983661843,1.1010517567028844,1.0,1.0,0.0,0,0,2.5556238024986575,1.16630718371494,0.0,28,14,3,0.040491740917786956
127217,matching,compatible,sgd,0.03,broadcast,0,1.1190244983661843,1.1010517567028844,1.0,0.5136177037622428,4.335001420482817,0,0,2.5556238024986575,1.16630718371494,0.0,28,14,3,0.040501114912331104
127217,matching,compatible,sgd,0.03,global_projection,0,1.1190244983661843,1.1010517567028844,1.0,0.9301311257159067,0.14612128903809374,0,0,2.5556238024986575,1.16630718371494,0.0,28,14,3,0.04051512398291379
127217,matching,compatible,sgd,0.03,subtree_projection,0,1.1190244983661843,1.1010517567028844,1.0,0.9565349220010476,0.10821625820632431,0,0,2.5556238024986575,1.16630718371494,0.0,28,14,3,0.04052467190194875
127217,matching,compatible,sgd,0.03,shuffled_projection,0,1.1190244983661843,1.1010517567028844,1.0,0.924767686660179,0.1195038408254635,0,0,2.5556238024986575,1.16630718371494,0.0,28,14,3,0.04053386196028441
