panel,source,series,label,regime,architecture,mechanism,credit,depth,n_seeds,mean,ci_low,ci_high,contrast,mean_pp,ci_low_pp,ci_high_pp,positive_pairs,negative_pairs,alignment_alpha,estimand,n_pairs,arm,metric,epoch,ci95_low,ci95_high,budget,recipe,positive_seeds,negative_seeds,seed,epochs_run,best_validation_loss
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6111999928951264,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,376.0,0.6090299904346466,0.6131799995899201,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6111999928951264,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,377.0,0.6090299904346466,0.6131799995899201,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6111699938774109,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,378.0,0.6089899955689907,0.6131699919700622,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6109499931335449,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,379.0,0.6087700009346009,0.6129899980127811,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6110199928283692,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,380.0,0.6088199912011624,0.6130699874460698,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6109699904918671,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,381.0,0.6087599933147431,0.6130102451145649,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6109099924564362,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,382.0,0.6087399959564209,0.612909990698099,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6108099937438964,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,383.0,0.6086299896240235,0.612859988361597,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6107399880886077,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,384.0,0.6085297352075576,0.6128199934959412,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6106699883937836,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,385.0,0.6083597366511821,0.6128199875354767,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6106699883937836,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,386.0,0.6083597366511821,0.6128199875354767,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6106699883937836,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,387.0,0.6083597366511821,0.6128199875354767,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6107799887657166,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,388.0,0.6084699869155884,0.6129099905490876,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6108499884605407,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,389.0,0.608639735430479,0.6129199802875519,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6108499884605407,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,390.0,0.608639735430479,0.6129199802875519,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6108499884605407,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,391.0,0.608639735430479,0.6129199802875519,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6108499884605407,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,392.0,0.608639735430479,0.6129199802875519,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6108499884605407,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,393.0,0.608639735430479,0.6129199802875519,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6108499884605407,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,394.0,0.608639735430479,0.6129199802875519,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6108499884605407,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,395.0,0.608639735430479,0.6129199802875519,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6108699858188629,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,396.0,0.6086699843406678,0.6128899931907654,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6108699858188629,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,397.0,0.6086699843406678,0.6128899931907654,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6108899891376496,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,398.0,0.6086299896240235,0.6129699945449829,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6109299898147583,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,399.0,0.6086699901521205,0.6130199851095676,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6107599914073945,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,400.0,0.6083699941635131,0.6129499854147434,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6108399927616119,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,401.0,0.6084599912166595,0.6130002491176129,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6108899891376496,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,402.0,0.608489990234375,0.6130499841272832,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6108899891376496,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,403.0,0.608489990234375,0.6130499841272832,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6108999907970428,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,404.0,0.6085000038146973,0.613050245642662,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6108999907970428,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,405.0,0.6085000038146973,0.613050245642662,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6108999907970428,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,406.0,0.6085000038146973,0.613050245642662,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6106999933719635,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,407.0,0.6079699991643429,0.6130499839782715,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6107499957084656,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,408.0,0.6081097488105297,0.6130499839782715,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6107499957084656,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,409.0,0.6081097488105297,0.6130499839782715,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6107499957084656,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,410.0,0.6081097488105297,0.6130499839782715,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6106199979782104,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,411.0,0.608039749264717,0.6129199981689453,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6106199979782104,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,412.0,0.608039749264717,0.6129199981689453,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6106199979782104,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,413.0,0.608039749264717,0.6129199981689453,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6106199979782104,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,414.0,0.608039749264717,0.6129199981689453,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6107399940490723,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,415.0,0.6081597511470317,0.6129802459478377,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6107499957084656,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,416.0,0.6081700025498866,0.6129999876022338,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6106799900531769,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,417.0,0.6080999970436096,0.6129399955272674,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6106799900531769,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,418.0,0.6080999970436096,0.6129399955272674,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6106799900531769,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,419.0,0.6080999970436096,0.6129399955272674,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6106799900531769,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,420.0,0.6080999970436096,0.6129399955272674,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6109799921512604,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,421.0,0.6087499974668026,0.613019996881485,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6107999980449677,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,422.0,0.6084200082719327,0.6129199923574925,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6107999980449677,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,423.0,0.6084200082719327,0.6129199923574925,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6107699990272522,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,424.0,0.6083897419273853,0.6129000008106231,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6107699990272522,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,425.0,0.6083897419273853,0.6129000008106231,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6107699990272522,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,426.0,0.6083897419273853,0.6129000008106231,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.610809999704361,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,427.0,0.6084200024604798,0.6129400014877319,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6110599935054779,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,428.0,0.6087199984490872,0.613099992275238,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6110599935054779,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,429.0,0.6087199984490872,0.613099992275238,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6109699964523315,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,430.0,0.6086000023782254,0.6130599975585938,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6108499884605407,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,431.0,0.6084699986875057,0.612989991903305,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6108799874782562,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,432.0,0.6084997361898422,0.6130202406644821,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.610919988155365,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,433.0,0.608519995212555,0.6130699872970581,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.610919988155365,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,434.0,0.608519995212555,0.6130699872970581,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.611029988527298,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,435.0,0.608629983663559,0.6131299853324891,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6110999882221222,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,436.0,0.6088299870491028,0.6131302408874035,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6110899865627288,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,437.0,0.6088199853897095,0.6131299854815007,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6110599875450134,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,438.0,0.6087899981439114,0.6131099879741669,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6110599875450134,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,439.0,0.6087899981439114,0.6131099879741669,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6110999882221222,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,440.0,0.6088497404754162,0.6131199896335602,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6110799908638,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,441.0,0.6088799953460694,0.6130899846553802,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6110799908638,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,442.0,0.6088799953460694,0.6130899846553802,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6111699938774109,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,443.0,0.6089497391879558,0.6131899896264077,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6111699938774109,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,444.0,0.6089497391879558,0.6131899896264077,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6111699938774109,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,445.0,0.6089497391879558,0.6131899896264077,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6112899899482727,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,446.0,0.6090699850022794,0.6132699908316135,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6113999903202056,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,447.0,0.6091199934482575,0.6133799912035466,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6113999903202056,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,448.0,0.6091199934482575,0.6133799912035466,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6112699925899505,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,449.0,0.608769745081663,0.613379991054535,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6112299919128418,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,450.0,0.6087400019168854,0.6133399903774261,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6112299919128418,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,451.0,0.6087400019168854,0.6133399903774261,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6111599922180175,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,452.0,0.6085300028324128,0.6133399903774261,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6111599922180175,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,453.0,0.6085300028324128,0.6133399903774261,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6111599922180175,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,454.0,0.6085300028324128,0.6133399903774261,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6111599922180175,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,455.0,0.6085300028324128,0.6133399903774261,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6112299919128418,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,456.0,0.6087400019168854,0.6133399903774261,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.610999995470047,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,457.0,0.6084999978542328,0.6131999909877778,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.610999995470047,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,458.0,0.6084999978542328,0.6131999909877778,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6110399961471558,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,459.0,0.6087200045585633,0.6131300033628941,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6111599922180175,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,460.0,0.6087999939918518,0.613299995660782,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6111599922180175,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,461.0,0.6087999939918518,0.613299995660782,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6111599922180175,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,462.0,0.6087999939918518,0.613299995660782,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6113499879837037,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,463.0,0.6090499877929688,0.6133899867534638,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6113499879837037,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,464.0,0.6090499877929688,0.6133899867534638,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6113499879837037,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,465.0,0.6090499877929688,0.6133899867534638,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6114499866962433,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,466.0,0.609169989824295,0.6134399890899659,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6111799895763397,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,467.0,0.6087999880313874,0.6133002454042434,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6111799895763397,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,468.0,0.6087999880313874,0.6133002454042434,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6111799895763397,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,469.0,0.6087999880313874,0.6133002454042434,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6111799895763397,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,470.0,0.6087999880313874,0.6133002454042434,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6111799895763397,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,471.0,0.6087999880313874,0.6133002454042434,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6112699866294861,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,472.0,0.6089399932324887,0.6133402401208878,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6114599883556366,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,473.0,0.609109997600317,0.6134699881076813,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6113299906253815,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,474.0,0.6089099943637848,0.6134299874305725,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6113299906253815,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,475.0,0.6089099943637848,0.6134299874305725,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6116699934005737,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,476.0,0.609389990568161,0.613569986820221,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6116699934005737,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,477.0,0.609389990568161,0.613569986820221,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6117099940776825,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,478.0,0.6094299972057343,0.6135899960994721,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6117099940776825,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,479.0,0.6094299972057343,0.6135899960994721,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6117099940776825,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,480.0,0.6094299972057343,0.6135899960994721,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6117099940776825,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,481.0,0.6094299972057343,0.6135899960994721,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6117099940776825,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,482.0,0.6094299972057343,0.6135899960994721,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6117099940776825,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,483.0,0.6094299972057343,0.6135899960994721,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6117099940776825,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,484.0,0.6094299972057343,0.6135899960994721,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6117099940776825,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,485.0,0.6094299972057343,0.6135899960994721,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6114999949932098,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,486.0,0.6092200039327145,0.6134502464532853,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6114999949932098,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,487.0,0.6092200039327145,0.6134502464532853,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6114999949932098,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,488.0,0.6092200039327145,0.6134502464532853,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.611439996957779,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,489.0,0.6091897490620612,0.6133799853920937,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.611439996957779,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,490.0,0.6091897490620612,0.6133799853920937,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6115199983119964,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,491.0,0.60925000295043,0.6134499907493591,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6115699946880341,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,492.0,0.6092897360026835,0.6134802454710008,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6115699946880341,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,493.0,0.6092897360026835,0.6134802454710008,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6115699946880341,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,494.0,0.6092897360026835,0.6134802454710008,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6115699946880341,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,495.0,0.6092897360026835,0.6134802454710008,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6115699946880341,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,496.0,0.6092897360026835,0.6134802454710008,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6115699946880341,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,497.0,0.6092897360026835,0.6134802454710008,,,,,,,
