unit_index,pre_pt_root_id,nucleus_id,segment_id,major_branch,path_um,depth,x_um,y_um,z_um,n_synapses,contact_size,repeat_reliability,manual_match
0,864691136110073016,258194,6067,4716,151.7148008482344,3.0,639.944,722.072,811.64,1,6308.0,0.01112542340537188,True
1,864691136619096795,264997,5947,5795,161.54508478492966,2.0,648.816,784.528,774.52,1,2044.0,0.22718381756595582,True
2,864691135861102952,333164,6067,4716,151.7148008482344,3.0,663.296,709.104,843.0,1,424.0,0.4925671485139067,True
3,864691135409939145,262453,5542,5445,190.2837884906852,2.0,781.176,761.96,871.76,1,4184.0,0.20960832021373021,False
4,864691135699797013,227940,5873,5795,172.69997040568015,2.0,623.568,785.8000000000001,796.48,1,12940.0,0.2929869758122227,False
5,864691136108611033,197580,5437,5437,193.7143211153901,1.0,603.384,663.6,914.76,1,2856.0,0.11005200133581412,False
6,864691136210847932,194361,4926,4716,399.48043352128434,5.0,658.5360000000001,591.936,845.4,1,288.0,0.1869758122226993,False
7,864691135779161440,230012,6168,6075,119.47758805498071,2.0,684.896,728.368,803.64,1,3044.0,0.28230523352893466,False
8,864691136954123487,267015,5873,5795,172.69997040568015,2.0,660.136,752.688,839.32,5,11792.0,0.35734459233815175,False
