seed,family,family_index,calibration_rows,calibration_noise_sd,alpha_scale,selected_candidate,pilot_candidate,observed_rank995,estimator_seconds,score_seconds,pilot_seconds,coefficient_nonzero,lasso_converged,alpha
720910,matching,0,64,0.0,0.15,balanced_p3,balanced_p3,8,0.002194437081925571,0.045123872929252684,0.06503224710468203,4,True,0.06982873438543304
720910,matching,0,64,0.0,0.35,balanced_p3,balanced_p3,8,0.0018952119862660766,0.044590797973796725,0.06503224710468203,4,True,0.1629337135660104
720910,matching,0,64,0.0,0.65,balanced_p3,balanced_p3,6,0.0018482659943401814,0.0447657520417124,0.06503224710468203,3,True,0.3025911823368765
720910,matching,0,64,0.5,0.15,balanced_p3,balanced_p3,8,0.0023044170811772346,0.04728206305298954,0.06107547401916236,25,True,0.08317458295686089
720910,matching,0,64,0.5,0.35,balanced_p3,balanced_p3,7,0.0020261749159544706,0.04679408995434642,0.06107547401916236,12,True,0.19407402689934208
720910,matching,0,64,0.5,0.65,balanced_p3,balanced_p3,4,0.0018725040135905147,0.044314642902463675,0.06107547401916236,3,True,0.3604231928130639
720910,matching,0,256,0.0,0.15,balanced_p3,balanced_p3,8,0.0035108650336042047,0.046543898060917854,0.07681731495540589,4,True,0.034318809125832475
720910,matching,0,256,0.0,0.35,balanced_p3,balanced_p3,8,0.0023955059004947543,0.0453839770052582,0.07681731495540589,4,True,0.08007722129360911
720910,matching,0,256,0.0,0.65,balanced_p3,balanced_p3,8,0.002427552011795342,0.045224391971714795,0.07681731495540589,4,True,0.14871483954527406
720910,matching,0,256,0.5,0.15,balanced_p3,balanced_p3,8,0.002701460034586489,0.04699640301987529,0.07401599106378853,41,True,0.04153139026361546
720910,matching,0,256,0.5,0.35,balanced_p3,balanced_p3,8,0.002331328112632036,0.04572650894988328,0.07401599106378853,8,True,0.09690657728176941
720910,matching,0,256,0.5,0.65,balanced_p3,balanced_p3,8,0.002365791006013751,0.045602330937981606,0.07401599106378853,4,True,0.17996935780900036
720910,matching,0,1024,0.0,0.15,balanced_p3,balanced_p3,8,0.00726765301078558,0.04541765002068132,0.09934158797841519,4,True,0.018131552028085262
720910,matching,0,1024,0.0,0.35,balanced_p3,balanced_p3,8,0.007449536002241075,0.04394997004419565,0.09934158797841519,4,True,0.04230695473219895
720910,matching,0,1024,0.0,0.65,balanced_p3,balanced_p3,8,0.007121214992366731,0.04268342105206102,0.09934158797841519,4,True,0.07857005878836948
720910,matching,0,1024,0.5,0.15,balanced_p3,balanced_p3,8,0.007240662002004683,0.04455848899669945,0.09564126201439649,54,True,0.020845945340041423
720910,matching,0,1024,0.5,0.35,balanced_p3,balanced_p3,8,0.007668149075470865,0.04397257196251303,0.09564126201439649,7,True,0.04864053912676332
720910,matching,0,1024,0.5,0.65,balanced_p3,balanced_p3,8,0.007615389884449542,0.04185567796230316,0.09564126201439649,4,True,0.09033242980684617
720910,quartet,1,64,0.0,0.15,mixed_p0,comb_p1,8,0.0018506760243326426,0.0429839730495587,0.05879190703853965,2,True,0.06458980449076986
720910,quartet,1,64,0.0,0.35,mixed_p0,comb_p1,8,0.0019035759614780545,0.04247714509256184,0.05879190703853965,2,True,0.15070954381179633
720910,quartet,1,64,0.0,0.65,mixed_p0,comb_p1,8,0.0018840259872376919,0.04394095600582659,0.05879190703853965,2,True,0.2798891527933361
720910,quartet,1,64,0.5,0.15,balanced_p1,comb_p0,8,0.0021156229777261615,0.04504609608557075,0.06286238401662558,17,True,0.0880596349613439
720910,quartet,1,64,0.5,0.35,mixed_p0,comb_p0,8,0.001939669018611312,0.04462301207240671,0.06286238401662558,8,True,0.20547248157646913
720910,quartet,1,64,0.5,0.65,mixed_p0,comb_p0,8,0.0018724460387602448,0.04163117299322039,0.06286238401662558,2,True,0.3815917514991569
720910,quartet,1,256,0.0,0.15,mixed_p0,comb_p0,8,0.0026289470260962844,0.041726989089511335,0.07459446205757558,2,True,0.03507449279046465
720910,quartet,1,256,0.0,0.35,mixed_p0,comb_p0,8,0.0024069809587672353,0.04237947799265385,0.07459446205757558,2,True,0.08184048317775085
720910,quartet,1,256,0.0,0.65,mixed_p0,comb_p0,8,0.002424197969958186,0.041876740055158734,0.07459446205757558,2,True,0.15198946875868016
720910,quartet,1,256,0.5,0.15,mixed_p3,comb_p3,8,0.002990046050399542,0.044383382075466216,0.07299489295110106,51,True,0.039131734339396256
720910,quartet,1,256,0.5,0.35,mixed_p0,comb_p3,8,0.00227137201000005,0.041490669013001025,0.07299489295110106,8,True,0.09130738012525794
720910,quartet,1,256,0.5,0.65,mixed_p0,comb_p3,8,0.0022054220316931605,0.0430834440048784,0.07299489295110106,3,True,0.16957084880405046
720910,quartet,1,1024,0.0,0.15,mixed_p0,mixed_p0,8,0.006946563022211194,0.042376351077109575,0.09840282902587205,2,True,0.01839527911265254
720910,quartet,1,1024,0.0,0.35,mixed_p0,mixed_p0,8,0.007450056029483676,0.041960739996284246,0.09840282902587205,2,True,0.0429223179295226
720910,quartet,1,1024,0.0,0.65,mixed_p0,mixed_p0,8,0.007489808020181954,0.041916409973055124,0.09840282902587205,2,True,0.0797128761548277
720910,quartet,1,1024,0.5,0.15,mixed_p3,comb_p0,8,0.007940388983115554,0.04522208706475794,0.09848245698958635,59,True,0.019708444770031135
720910,quartet,1,1024,0.5,0.35,mixed_p0,comb_p0,8,0.007689391961321235,0.04256150603760034,0.09848245698958635,4,True,0.04598637113007264
720910,quartet,1,1024,0.5,0.65,mixed_p0,comb_p0,8,0.0076753279427066445,0.041297245072200894,0.09848245698958635,2,True,0.08540326067013491
720910,nested_prefix,2,64,0.0,0.15,balanced_p1,comb_p1,8,0.0018283359240740538,0.04252898902632296,0.061131482012569904,4,True,0.06687499708704597
720910,nested_prefix,2,64,0.0,0.35,mixed_p2,comb_p1,8,0.0018873510416597128,0.041908434010110795,0.061131482012569904,4,True,0.15604165986977395
