seed,family,family_index,calibration_rows,calibration_noise_sd,alpha_scale,candidate_id,estimated_max_tail,estimated_sum_tail,pilot_gate_mse,pilot_status
720910,matching,0,64,0.0,0.15,balanced_p0,0.5430523067205019,1.4836841366455602,1.1665149392335004,completed
720910,matching,0,64,0.0,0.15,balanced_p1,0.40478309871354784,1.3454149286386063,0.6444960196939327,completed
720910,matching,0,64,0.0,0.15,balanced_p2,0.6078798855199025,1.7516085022513155,1.923418942832206,completed
720910,matching,0,64,0.0,0.15,balanced_p3,0.06482757879940054,0.12965515759880109,0.5382720294617472,completed
720910,matching,0,64,0.0,0.15,comb_p0,0.6078798855199025,2.366691963280209,0.6421505115104376,completed
720910,matching,0,64,0.0,0.15,comb_p1,0.6078798855199025,1.8150256061515544,2.016884776434418,completed
720910,matching,0,64,0.0,0.15,comb_p2,0.6078798855199025,2.53584873121151,1.9271066317259666,completed
720910,matching,0,64,0.0,0.15,comb_p3,0.33995551991414735,0.8758042511256579,1.1830655776468022,completed
720910,matching,0,64,0.0,0.15,mixed_p0,0.6078798855199025,2.1635951764738546,1.12315401427393,completed
720910,matching,0,64,0.0,0.15,mixed_p1,0.6078798855199025,1.7516085022513155,0.8722937677555562,completed
720910,matching,0,64,0.0,0.15,mixed_p2,0.6078798855199025,1.7516085022513155,1.572669867339871,completed
720910,matching,0,64,0.0,0.15,mixed_p3,0.33995551991414735,0.8758042511256577,0.702441612340172,completed
720910,matching,0,64,0.0,0.35,balanced_p0,0.6044192969006561,1.5535435166851765,1.1665149392335004,completed
720910,matching,0,64,0.0,0.35,balanced_p1,0.38324781860931434,1.3323720383938344,0.6444960196939327,completed
720910,matching,0,64,0.0,0.35,balanced_p2,0.6353026580487867,1.8364817172727792,1.923418942832206,completed
720910,matching,0,64,0.0,0.35,balanced_p3,0.0308833611481306,0.0617667222962612,0.5382720294617472,completed
720910,matching,0,64,0.0,0.35,comb_p0,0.6353026580487867,2.5103272710470166,0.6421505115104376,completed
720910,matching,0,64,0.0,0.35,comb_p1,0.6353026580487867,1.7465032181512796,2.016884776434418,completed
720910,matching,0,64,0.0,0.35,comb_p2,0.6353026580487867,2.5658764011752058,1.9271066317259666,completed
720910,matching,0,64,0.0,0.35,comb_p3,0.3523644574611837,0.9182408586363897,1.1830655776468022,completed
720910,matching,0,64,0.0,0.35,mixed_p0,0.6353026580487867,2.2582724316075438,1.12315401427393,completed
720910,matching,0,64,0.0,0.35,mixed_p1,0.6353026580487867,1.8364817172727799,0.8722937677555562,completed
720910,matching,0,64,0.0,0.35,mixed_p2,0.6353026580487867,1.8364817172727799,1.572669867339871,completed
720910,matching,0,64,0.0,0.35,mixed_p3,0.3523644574611837,0.9182408586363899,0.702441612340172,completed
720910,matching,0,64,0.0,0.65,balanced_p0,0.6111184098219249,1.476769213486886,1.1665149392335004,completed
720910,matching,0,64,0.0,0.65,balanced_p1,0.25453239384303633,1.0181295753721453,0.6444960196939327,completed
720910,matching,0,64,0.0,0.65,balanced_p2,0.6111184098219249,1.9354088516016268,1.923418942832206,completed
720910,matching,0,64,0.0,0.65,balanced_p3,0.0,0.0,0.5382720294617472,completed
720910,matching,0,64,0.0,0.65,comb_p0,0.6111184098219249,2.5465272614235515,0.6421505115104376,completed
720910,matching,0,64,0.0,0.65,comb_p1,0.6111184098219249,1.5090647876860728,2.016884776434418,completed
720910,matching,0,64,0.0,0.65,comb_p2,0.6111184098219249,2.4444736392876996,1.9271066317259666,completed
720910,matching,0,64,0.0,0.65,comb_p3,0.3888815901780753,1.0322955741991868,1.1830655776468022,completed
720910,matching,0,64,0.0,0.65,mixed_p0,0.6111184098219249,2.0878876233088106,1.12315401427393,completed
720910,matching,0,64,0.0,0.65,mixed_p1,0.6111184098219249,1.731301607329922,0.8722937677555562,completed
720910,matching,0,64,0.0,0.65,mixed_p2,0.6111184098219249,1.8333552294657747,1.572669867339871,completed
720910,matching,0,64,0.0,0.65,mixed_p3,0.3888815901780753,1.0000000000000002,0.702441612340172,completed
720910,matching,0,64,0.5,0.15,balanced_p0,0.39922487705852555,1.1231763204027287,1.8268861560931453,completed
720910,matching,0,64,0.5,0.15,balanced_p1,0.3981545325611335,1.1282584161247722,1.8012014675557833,completed
720910,matching,0,64,0.5,0.15,balanced_p2,0.37686050689559014,1.0854120838643502,1.7439338864189338,completed
720910,matching,0,64,0.5,0.15,balanced_p3,0.16748112618725253,0.5797120006518959,0.7574850266129123,completed
720910,matching,0,64,0.5,0.15,comb_p0,0.42447451396271696,1.75669567165637,1.68771447078565,completed
720910,matching,0,64,0.5,0.15,comb_p1,0.447414410606544,1.56108517271446,1.555352003084601,completed
720910,matching,0,64,0.5,0.15,comb_p2,0.37546185939314886,1.7491771554057418,1.6223710611342268,completed
720910,matching,0,64,0.5,0.15,comb_p3,0.38955410461415546,1.0854175526265852,1.7390060704793089,completed
720910,matching,0,64,0.5,0.15,mixed_p0,0.42447451396271696,1.6168082788934968,1.2087165237085398,completed
720910,matching,0,64,0.5,0.15,mixed_p1,0.447414410606544,1.2556783521383315,1.6870469855342416,completed
720910,matching,0,64,0.5,0.15,mixed_p2,0.37489953379701424,1.1524885127903373,2.3722727419809395,completed
720910,matching,0,64,0.5,0.15,mixed_p3,0.38955410461415546,0.9585040895315982,1.4927038147398928,completed
720910,matching,0,64,0.5,0.35,balanced_p0,0.32249927084351493,0.713960102726066,1.8268861560931453,completed
720910,matching,0,64,0.5,0.35,balanced_p1,0.29453115892172405,0.6864944644410734,1.8012014675557833,completed
720910,matching,0,64,0.5,0.35,balanced_p2,0.31073683551698444,0.7143757963600009,1.7439338864189338,completed
720910,matching,0,64,0.5,0.35,balanced_p3,0.021998985709695922,0.08879098827876077,0.7574850266129123,completed
720910,matching,0,64,0.5,0.35,comb_p0,0.32288863899879744,1.31006809262025,1.68771447078565,completed
720910,matching,0,64,0.5,0.35,comb_p1,0.3228886389987974,0.968782060852502,1.555352003084601,completed
720910,matching,0,64,0.5,0.35,comb_p2,0.31073683551698444,1.3349209006209823,1.6223710611342268,completed
720910,matching,0,64,0.5,0.35,comb_p3,0.2935234672647746,0.43474969774635425,1.7390060704793089,completed
720910,matching,0,64,0.5,0.35,mixed_p0,0.32288863899879744,1.2676125183063731,1.2087165237085398,completed
720910,matching,0,64,0.5,0.35,mixed_p1,0.3228886389987974,0.7346618747671063,1.6870469855342416,completed
720910,matching,0,64,0.5,0.35,mixed_p2,0.3107368355169842,0.7286838915599991,2.3722727419809395,completed
720910,matching,0,64,0.5,0.35,mixed_p3,0.2935234672647746,0.4157907558648351,1.4927038147398928,completed
720910,matching,0,64,0.5,0.65,balanced_p0,0.1726365135246986,0.3453087517034051,1.8268861560931453,completed
720910,matching,0,64,0.5,0.65,balanced_p1,0.1726007888706907,0.3452730270493971,1.8012014675557833,completed
720910,matching,0,64,0.5,0.65,balanced_p2,0.1726365135246986,0.345344476357413,1.7439338864189338,completed
720910,matching,0,64,0.5,0.65,balanced_p3,0.0,0.0,0.7574850266129123,completed
