root_id,mapping_threshold_um,label_mode,radius_log_sd,axial_mode,selected_nominal_jaccard,fixed_nominal_field_capture,selected_rank
864691135060651419,2,direct_only,0,mean_radius,0.142857142857,0.11409395442,4
864691135060651419,2,direct_only,0,series_resistance,0.142857142857,0.11409395442,4
864691135060651419,2,direct_only,0.25,mean_radius,0.161904761905,0.109241391228,4
864691135060651419,2,direct_only,0.25,series_resistance,0.12380952381,0.106630695981,4
864691135060651419,2,direct_only,0.5,mean_radius,0.152380952381,0.110219915953,4
864691135060651419,2,direct_only,0.5,series_resistance,0.152380952381,0.110219915953,4
864691135060651419,2,hybrid,0,mean_radius,0.6,0.146010153656,4
864691135060651419,2,hybrid,0,series_resistance,0.6,0.146010153656,4
864691135060651419,2,hybrid,0.25,mean_radius,0.310476190476,0.143764489363,4
864691135060651419,2,hybrid,0.25,series_resistance,0.310476190476,0.143764489363,4
864691135060651419,2,hybrid,0.5,mean_radius,0.219047619048,0.137031432064,4
864691135060651419,2,hybrid,0.5,series_resistance,0.219047619048,0.137031432064,4
864691135060651419,5,direct_only,0,mean_radius,0.333333333333,0.110597685193,4
864691135060651419,5,direct_only,0,series_resistance,0.333333333333,0.110597685193,4
864691135060651419,5,direct_only,0.25,mean_radius,0.257142857143,0.108312401462,4
864691135060651419,5,direct_only,0.25,series_resistance,0.257142857143,0.108312401462,4
864691135060651419,5,direct_only,0.5,mean_radius,0.152380952381,0.0998819113038,4
864691135060651419,5,direct_only,0.5,series_resistance,0.152380952381,0.0995343573883,4
864691135060651419,5,hybrid,0,mean_radius,1,0.163943284628,4
864691135060651419,5,hybrid,0,series_resistance,1,0.163943284628,4
864691135060651419,5,hybrid,0.25,mean_radius,0.455238095238,0.13585803024,4
864691135060651419,5,hybrid,0.25,series_resistance,0.401904761905,0.142753125529,4
864691135060651419,5,hybrid,0.5,mean_radius,0.257142857143,0.139970353286,4
864691135060651419,5,hybrid,0.5,series_resistance,0.257142857143,0.139970353286,4
864691135060651419,10,direct_only,0,mean_radius,0.333333333333,0.115063944928,4
864691135060651419,10,direct_only,0,series_resistance,0.333333333333,0.115063944928,4
864691135060651419,10,direct_only,0.25,mean_radius,0.219047619048,0.100092172804,4
864691135060651419,10,direct_only,0.25,series_resistance,0.219047619048,0.100092172804,4
864691135060651419,10,direct_only,0.5,mean_radius,0.152380952381,0.0922457384797,4
864691135060651419,10,direct_only,0.5,series_resistance,0.152380952381,0.0910111680394,4
864691135060651419,10,hybrid,0,mean_radius,0.333333333333,0.104414262951,4
864691135060651419,10,hybrid,0,series_resistance,0.333333333333,0.104414262951,4
864691135060651419,10,hybrid,0.25,mean_radius,0.348571428571,0.104961573496,4
864691135060651419,10,hybrid,0.25,series_resistance,0.348571428571,0.104961573496,4
864691135060651419,10,hybrid,0.5,mean_radius,0.190476190476,0.108396108043,4
864691135060651419,10,hybrid,0.5,series_resistance,0.190476190476,0.10517102274,4
864691135196576298,2,direct_only,0,mean_radius,0.142857142857,0.348117420673,4
864691135196576298,2,direct_only,0,series_resistance,0.142857142857,0.348117420673,4
864691135196576298,2,direct_only,0.25,mean_radius,0.142857142857,0.36445219566,4
864691135196576298,2,direct_only,0.25,series_resistance,0.142857142857,0.36445219566,4
864691135196576298,2,direct_only,0.5,mean_radius,0.142857142857,0.352694103799,4
864691135196576298,2,direct_only,0.5,series_resistance,0.142857142857,0.352694103799,4
864691135196576298,2,hybrid,0,mean_radius,1,0.478456438229,4
864691135196576298,2,hybrid,0,series_resistance,1,0.478456438229,4
864691135196576298,2,hybrid,0.25,mean_radius,0.76,0.460888961046,4
864691135196576298,2,hybrid,0.25,series_resistance,0.76,0.460888961046,4
864691135196576298,2,hybrid,0.5,mean_radius,0.573333333333,0.443307141605,4
864691135196576298,2,hybrid,0.5,series_resistance,0.573333333333,0.443307141605,4
