root_id,mapping_threshold_um,label_mode,radius_log_sd,replicate,axial_mode,n_mapped_classified,n_candidate_routes,selected_rank,selected_route_ids,selected_nominal_jaccard,fixed_nominal_field_capture
864691135060651419,10,direct_only,0.25,3,series_resistance,371,97,4,0;6618;6625;5228,0.142857142857,0.0917716552233
864691135060651419,10,direct_only,0.25,4,mean_radius,371,97,4,0;5228;6625;6618,0.142857142857,0.0917716552233
864691135060651419,10,direct_only,0.25,4,series_resistance,371,97,4,0;5228;6625;6618,0.142857142857,0.0917716552233
864691135060651419,10,direct_only,0.5,0,mean_radius,371,97,4,0;6618;7356;7844,0.142857142857,0.0828535709593
864691135060651419,10,direct_only,0.5,0,series_resistance,371,97,4,0;6618;7356;7844,0.142857142857,0.0828535709593
864691135060651419,10,direct_only,0.5,1,mean_radius,371,97,4,0;6618;6738;6855,0.333333333333,0.104414262951
864691135060651419,10,direct_only,0.5,1,series_resistance,371,97,4,0;6618;6738;6855,0.333333333333,0.104414262951
864691135060651419,10,direct_only,0.5,2,mean_radius,371,97,4,5228;6618;0;6625,0.142857142857,0.0917716552233
864691135060651419,10,direct_only,0.5,2,series_resistance,371,97,4,0;5228;6618;6625,0.142857142857,0.0917716552233
864691135060651419,10,direct_only,0.5,3,mean_radius,371,97,4,6618;0;6625;7163,0.142857142857,0.0830206546148
864691135060651419,10,direct_only,0.5,3,series_resistance,371,97,4,0;6618;6625;7787,0.142857142857,0.0768478024134
864691135060651419,10,direct_only,0.5,4,mean_radius,371,97,4,0;5228;6625;7844,0,0.0991685486504
864691135060651419,10,direct_only,0.5,4,series_resistance,371,97,4,0;5228;6625;7844,0,0.0991685486504
864691135277186789,2,hybrid,0,0,mean_radius,3806,98,4,1533;1647;3097;2634,0.6,0.446425285744
864691135277186789,2,hybrid,0,0,series_resistance,3806,98,4,1533;1647;3097;2634,0.6,0.446425285744
864691135277186789,2,hybrid,0.25,0,mean_radius,3806,98,4,1533;1647;1502;2634,0.333333333333,0.332648435523
864691135277186789,2,hybrid,0.25,0,series_resistance,3806,98,4,1533;1647;1502;2634,0.333333333333,0.332648435523
864691135277186789,2,hybrid,0.25,1,mean_radius,3806,98,4,1533;3097;1647;4009,0.6,0.430506357679
864691135277186789,2,hybrid,0.25,1,series_resistance,3806,98,4,1533;3097;1647;4009,0.6,0.430506357679
864691135277186789,2,hybrid,0.25,2,mean_radius,3806,98,4,1533;1507;1647;3097,0.6,0.417985664343
864691135277186789,2,hybrid,0.25,2,series_resistance,3806,98,4,1533;1507;1647;3097,0.6,0.417985664343
864691135277186789,2,hybrid,0.25,3,mean_radius,3806,98,4,1533;4271;3758;3097,0.333333333333,0.435627218732
864691135277186789,2,hybrid,0.25,3,series_resistance,3806,98,4,1533;4271;3758;3097,0.333333333333,0.435627218732
864691135277186789,2,hybrid,0.25,4,mean_radius,3806,98,4,1533;1502;3097;1647,0.6,0.41835687988
864691135277186789,2,hybrid,0.25,4,series_resistance,3806,98,4,1533;1502;1647;3097,0.6,0.41835687988
864691135277186789,2,hybrid,0.5,0,mean_radius,3806,98,4,1533;1647;1558;4009,0.333333333333,0.309687005538
864691135277186789,2,hybrid,0.5,0,series_resistance,3806,98,4,1533;1647;1558;4009,0.333333333333,0.309687005538
864691135277186789,2,hybrid,0.5,1,mean_radius,3806,98,4,4009;1533;3097;1558,0.333333333333,0.419193156012
864691135277186789,2,hybrid,0.5,1,series_resistance,3806,98,4,4009;1533;3097;1558,0.333333333333,0.419193156012
864691135277186789,2,hybrid,0.5,2,mean_radius,3806,98,4,1533;1507;2692;1647,0.333333333333,0.321718427438
864691135277186789,2,hybrid,0.5,2,series_resistance,3806,98,4,1533;1507;2692;1647,0.333333333333,0.321718427438
864691135277186789,2,hybrid,0.5,3,mean_radius,3806,98,4,4271;1533;3758;3097,0.333333333333,0.435627218732
864691135277186789,2,hybrid,0.5,3,series_resistance,3806,98,4,4271;1533;3758;3097,0.333333333333,0.435627218732
864691135277186789,2,hybrid,0.5,4,mean_radius,3806,98,4,1533;1502;3097;1647,0.6,0.41835687988
864691135277186789,2,hybrid,0.5,4,series_resistance,3806,98,4,1533;1502;3097;1647,0.6,0.41835687988
864691135277186789,2,direct_only,0,0,mean_radius,278,69,4,2634;4271;3097;1533,0.333333333333,0.432822970087
864691135277186789,2,direct_only,0,0,series_resistance,278,69,4,2634;4271;3097;1533,0.333333333333,0.432822970087
864691135277186789,2,direct_only,0.25,0,mean_radius,278,69,4,2634;4271;3097;3039,0.142857142857,0.220430455297
864691135277186789,2,direct_only,0.25,0,series_resistance,278,69,4,2634;4271;3097;3039,0.142857142857,0.220430455297
864691135277186789,2,direct_only,0.25,1,mean_radius,278,69,4,2634;3097;4271;3688,0.142857142857,0.209132286413
864691135277186789,2,direct_only,0.25,1,series_resistance,278,69,4,2634;3097;4271;3688,0.142857142857,0.209132286413
864691135277186789,2,direct_only,0.25,2,mean_radius,278,69,4,2634;3491;1533;3097,0.333333333333,0.430395361919
864691135277186789,2,direct_only,0.25,2,series_resistance,278,69,4,2634;3491;1533;3097,0.333333333333,0.430395361919
864691135277186789,2,direct_only,0.25,3,mean_radius,278,69,4,4271;3097;2634;3758,0.142857142857,0.237297520691
864691135277186789,2,direct_only,0.25,3,series_resistance,278,69,4,4271;3097;2634;3758,0.142857142857,0.237297520691
864691135277186789,2,direct_only,0.25,4,mean_radius,278,69,4,4271;3097;2634;1533,0.333333333333,0.432822970087
864691135277186789,2,direct_only,0.25,4,series_resistance,278,69,4,4271;3097;2634;1533,0.333333333333,0.432822970087
864691135277186789,2,direct_only,0.5,0,mean_radius,278,69,4,2634;3094;4271;3039,0,0.110879165262
864691135277186789,2,direct_only,0.5,0,series_resistance,278,69,4,2634;3094;4271;3039,0,0.110879165262
864691135277186789,2,direct_only,0.5,1,mean_radius,278,69,4,2634;3097;3688;4271,0.142857142857,0.209132286413
864691135277186789,2,direct_only,0.5,1,series_resistance,278,69,4,2634;3097;3688;4271,0.142857142857,0.209132286413
864691135277186789,2,direct_only,0.5,2,mean_radius,278,69,4,3491;1533;3097;2634,0.333333333333,0.430395361919
864691135277186789,2,direct_only,0.5,2,series_resistance,278,69,4,3491;1533;3097;2634,0.333333333333,0.430395361919
864691135277186789,2,direct_only,0.5,3,mean_radius,278,69,4,4271;3097;3758;3039,0.142857142857,0.223234703942
864691135277186789,2,direct_only,0.5,3,series_resistance,278,69,4,4271;3097;3758;3039,0.142857142857,0.223234703942
864691135277186789,2,direct_only,0.5,4,mean_radius,278,69,4,1502;3097;4271;1533,0.333333333333,0.404754564223
864691135277186789,2,direct_only,0.5,4,series_resistance,278,69,4,1502;3097;4271;1533,0.333333333333,0.404754564223
864691135277186789,5,hybrid,0,0,mean_radius,4763,101,4,1533;3097;1647;1489,1,0.429343692621
864691135277186789,5,hybrid,0,0,series_resistance,4763,101,4,1533;3097;1647;1489,1,0.429343692621
864691135277186789,5,hybrid,0.25,0,mean_radius,4763,101,4,1533;3097;1647;1502,0.6,0.41835687988
864691135277186789,5,hybrid,0.25,0,series_resistance,4763,101,4,1533;3097;1647;1489,1,0.429343692621
864691135277186789,5,hybrid,0.25,1,mean_radius,4763,101,4,1533;3097;4009;3758,0.333333333333,0.420608370129
864691135277186789,5,hybrid,0.25,1,series_resistance,4763,101,4,1533;3097;4009;3758,0.333333333333,0.420608370129
864691135277186789,5,hybrid,0.25,2,mean_radius,4763,101,4,1533;3097;1507;1647,0.6,0.417985664343
864691135277186789,5,hybrid,0.25,2,series_resistance,4763,101,4,1533;3097;1507;1647,0.6,0.417985664343
864691135277186789,5,hybrid,0.25,3,mean_radius,4763,101,4,1533;3097;3758;4271,0.333333333333,0.435627218732
864691135277186789,5,hybrid,0.25,3,series_resistance,4763,101,4,1533;3097;3758;4271,0.333333333333,0.435627218732
864691135277186789,5,hybrid,0.25,4,mean_radius,4763,101,4,1533;3097;1502;1647,0.6,0.41835687988
864691135277186789,5,hybrid,0.25,4,series_resistance,4763,101,4,1533;3097;1502;1647,0.6,0.41835687988
864691135277186789,5,hybrid,0.5,0,mean_radius,4763,101,4,1533;1558;1647;1489,0.6,0.308524340479
864691135277186789,5,hybrid,0.5,0,series_resistance,4763,101,4,1533;1558;1647;1489,0.6,0.308524340479
864691135277186789,5,hybrid,0.5,1,mean_radius,4763,101,4,3097;4009;1533;1558,0.333333333333,0.419193156012
864691135277186789,5,hybrid,0.5,1,series_resistance,4763,101,4,3097;4009;1533;1558,0.333333333333,0.419193156012
864691135277186789,5,hybrid,0.5,2,mean_radius,4763,101,4,1533;1507;3097;3491,0.333333333333,0.401955740518
864691135277186789,5,hybrid,0.5,2,series_resistance,4763,101,4,1533;1507;3097;3491,0.333333333333,0.401955740518
864691135277186789,5,hybrid,0.5,3,mean_radius,4763,101,4,1533;3097;4271;3758,0.333333333333,0.435627218732
864691135277186789,5,hybrid,0.5,3,series_resistance,4763,101,4,1533;3097;4271;3758,0.333333333333,0.435627218732
864691135277186789,5,hybrid,0.5,4,mean_radius,4763,101,4,1533;1502;3097;1647,0.6,0.41835687988
864691135277186789,5,hybrid,0.5,4,series_resistance,4763,101,4,1533;1502;3097;1507,0.333333333333,0.372597631601
864691135277186789,5,direct_only,0,0,mean_radius,326,73,4,3097;2634;4271;1533,0.333333333333,0.432822970087
864691135277186789,5,direct_only,0,0,series_resistance,326,73,4,3097;2634;4271;1533,0.333333333333,0.432822970087
864691135277186789,5,direct_only,0.25,0,mean_radius,326,73,4,3097;2634;4271;3094,0.142857142857,0.218226547723
864691135277186789,5,direct_only,0.25,0,series_resistance,326,73,4,3097;2634;4271;3094,0.142857142857,0.218226547723
864691135277186789,5,direct_only,0.25,1,mean_radius,326,73,4,3097;2634;4271;3688,0.142857142857,0.209132286413
864691135277186789,5,direct_only,0.25,1,series_resistance,326,73,4,3097;2634;4271;3688,0.142857142857,0.209132286413
864691135277186789,5,direct_only,0.25,2,mean_radius,326,73,4,3097;3491;2634;1533,0.333333333333,0.430395361919
864691135277186789,5,direct_only,0.25,2,series_resistance,326,73,4,3097;3491;2634;1533,0.333333333333,0.430395361919
864691135277186789,5,direct_only,0.25,3,mean_radius,326,73,4,3097;4271;2634;3758,0.142857142857,0.237297520691
864691135277186789,5,direct_only,0.25,3,series_resistance,326,73,4,3097;4271;2634;3758,0.142857142857,0.237297520691
864691135277186789,5,direct_only,0.25,4,mean_radius,326,73,4,3097;4271;2634;1533,0.333333333333,0.432822970087
864691135277186789,5,direct_only,0.25,4,series_resistance,326,73,4,3097;4271;2634;1533,0.333333333333,0.432822970087
864691135277186789,5,direct_only,0.5,0,mean_radius,326,73,4,3097;2634;3094;4271,0.142857142857,0.218226547723
864691135277186789,5,direct_only,0.5,0,series_resistance,326,73,4,3097;2634;3094;4271,0.142857142857,0.218226547723
864691135277186789,5,direct_only,0.5,1,mean_radius,326,73,4,3097;2634;3688;3385,0.142857142857,0.180235260276
864691135277186789,5,direct_only,0.5,1,series_resistance,326,73,4,3097;2634;3688;3385,0.142857142857,0.180235260276
864691135277186789,5,direct_only,0.5,2,mean_radius,326,73,4,3097;3491;1533;2634,0.333333333333,0.430395361919
864691135277186789,5,direct_only,0.5,2,series_resistance,326,73,4,3097;3491;1533;2634,0.333333333333,0.430395361919
864691135277186789,5,direct_only,0.5,3,mean_radius,326,73,4,3097;4271;3758;3491,0.142857142857,0.223918715476
864691135277186789,5,direct_only,0.5,3,series_resistance,326,73,4,3097;4271;3758;3491,0.142857142857,0.223918715476
864691135277186789,5,direct_only,0.5,4,mean_radius,326,73,4,3097;1502;4271;1533,0.333333333333,0.404754564223
864691135277186789,5,direct_only,0.5,4,series_resistance,326,73,4,3097;1502;4271;1533,0.333333333333,0.404754564223
864691135277186789,10,hybrid,0,0,mean_radius,4836,101,4,1533;3097;1647;1489,1,0.429343692621
864691135277186789,10,hybrid,0,0,series_resistance,4836,101,4,1533;0;3097;1647,0.6,0.428432012071
864691135277186789,10,hybrid,0.25,0,mean_radius,4836,101,4,1533;3097;1647;1489,1,0.429343692621
864691135277186789,10,hybrid,0.25,0,series_resistance,4836,101,4,1533;0;3097;1647,0.6,0.428432012071
864691135277186789,10,hybrid,0.25,1,mean_radius,4836,101,4,1533;3097;4009;3688,0.333333333333,0.392443135851
864691135277186789,10,hybrid,0.25,1,series_resistance,4836,101,4,1533;3097;0;4009,0.333333333333,0.399631874209
864691135277186789,10,hybrid,0.25,2,mean_radius,4836,101,4,1533;3097;1507;0,0.333333333333,0.387664068244
864691135277186789,10,hybrid,0.25,2,series_resistance,4836,101,4,1533;0;3097;1507,0.333333333333,0.387664068244
864691135277186789,10,hybrid,0.25,3,mean_radius,4836,101,4,1533;3097;4271;3758,0.333333333333,0.435627218732
864691135277186789,10,hybrid,0.25,3,series_resistance,4836,101,4,1533;3097;4271;0,0.333333333333,0.413782095965
864691135277186789,10,hybrid,0.25,4,mean_radius,4836,101,4,1533;3097;1502;4271,0.333333333333,0.404754564223
864691135277186789,10,hybrid,0.25,4,series_resistance,4836,101,4,1533;3097;0;1502,0.333333333333,0.388324352184
864691135277186789,10,hybrid,0.5,0,mean_radius,4836,101,4,1533;0;1489;1558,0.333333333333,0.321127687057
864691135277186789,10,hybrid,0.5,0,series_resistance,4836,101,4,0;1533;1489;1558,0.333333333333,0.321127687057
864691135277186789,10,hybrid,0.5,1,mean_radius,4836,101,4,3097;4009;1533;1558,0.333333333333,0.419193156012
864691135277186789,10,hybrid,0.5,1,series_resistance,4836,101,4,3097;4009;1533;0,0.333333333333,0.399631874209
864691135277186789,10,hybrid,0.5,2,mean_radius,4836,101,4,1533;1507;3491;3097,0.333333333333,0.401955740518
864691135277186789,10,hybrid,0.5,2,series_resistance,4836,101,4,1533;1507;0;3491,0.142857142857,0.303775613664
864691135277186789,10,hybrid,0.5,3,mean_radius,4836,101,4,1533;4271;3097;3758,0.333333333333,0.435627218732
864691135277186789,10,hybrid,0.5,3,series_resistance,4836,101,4,1533;4271;3097;3758,0.333333333333,0.435627218732
