root_id,mapping_threshold_um,label_mode,radius_log_sd,replicate,axial_mode,n_mapped_classified,n_candidate_routes,selected_rank,selected_route_ids,selected_nominal_jaccard,fixed_nominal_field_capture
864691135060651419,2,hybrid,0,0,mean_radius,4874,136,4,6738;6037;5579;6068,0.6,0.146010153656
864691135060651419,2,hybrid,0,0,series_resistance,4874,136,4,6738;6037;5579;6068,0.6,0.146010153656
864691135060651419,2,hybrid,0.25,0,mean_radius,4874,136,4,5579;5984;6738;6068,0.333333333333,0.176446255239
864691135060651419,2,hybrid,0.25,0,series_resistance,4874,136,4,5579;5984;6738;6068,0.333333333333,0.176446255239
864691135060651419,2,hybrid,0.25,1,mean_radius,4874,136,4,6037;6738;6952;6068,0.333333333333,0.11142208084
864691135060651419,2,hybrid,0.25,1,series_resistance,4874,136,4,6037;6738;6952;6068,0.333333333333,0.11142208084
864691135060651419,2,hybrid,0.25,2,mean_radius,4874,136,4,6738;6037;6625;5579,0.6,0.167439553855
864691135060651419,2,hybrid,0.25,2,series_resistance,4874,136,4,6738;6037;6625;5579,0.6,0.167439553855
864691135060651419,2,hybrid,0.25,3,mean_radius,4874,136,4,6068;5984;6037;5553,0.142857142857,0.132899384179
864691135060651419,2,hybrid,0.25,3,series_resistance,4874,136,4,6068;5984;6037;5553,0.142857142857,0.132899384179
864691135060651419,2,hybrid,0.25,4,mean_radius,4874,136,4,6068;6625;6037;5280,0.142857142857,0.130615172704
864691135060651419,2,hybrid,0.25,4,series_resistance,4874,136,4,6068;6625;6037;5280,0.142857142857,0.130615172704
864691135060651419,2,hybrid,0.5,0,mean_radius,4874,136,4,5579;5984;6738;7844,0.333333333333,0.160226367457
864691135060651419,2,hybrid,0.5,0,series_resistance,4874,136,4,5579;5984;6738;7844,0.333333333333,0.160226367457
864691135060651419,2,hybrid,0.5,1,mean_radius,4874,136,4,6037;6952;5267;6738,0.333333333333,0.140666071612
864691135060651419,2,hybrid,0.5,1,series_resistance,4874,136,4,6037;6952;5267;6738,0.333333333333,0.140666071612
864691135060651419,2,hybrid,0.5,2,mean_radius,4874,136,4,6625;6738;5228;6503,0.142857142857,0.120750164366
864691135060651419,2,hybrid,0.5,2,series_resistance,4874,136,4,6625;6738;5228;6503,0.142857142857,0.120750164366
864691135060651419,2,hybrid,0.5,3,mean_radius,4874,136,4,6068;5984;5553;6037,0.142857142857,0.132899384179
864691135060651419,2,hybrid,0.5,3,series_resistance,4874,136,4,6068;5984;5553;6037,0.142857142857,0.132899384179
864691135060651419,2,hybrid,0.5,4,mean_radius,4874,136,4,6625;6068;5280;6037,0.142857142857,0.130615172704
864691135060651419,2,hybrid,0.5,4,series_resistance,4874,136,4,6625;6068;5280;6037,0.142857142857,0.130615172704
864691135060651419,2,direct_only,0,0,mean_radius,294,89,4,5228;6738;7787;6625,0.142857142857,0.11409395442
864691135060651419,2,direct_only,0,0,series_resistance,294,89,4,5228;6738;7787;6625,0.142857142857,0.11409395442
864691135060651419,2,direct_only,0.25,0,mean_radius,294,89,4,5228;6738;7844;7300,0.142857142857,0.119176468419
864691135060651419,2,direct_only,0.25,0,series_resistance,294,89,4,5228;6738;7844;7300,0.142857142857,0.119176468419
864691135060651419,2,direct_only,0.25,1,mean_radius,294,89,4,6738;5228;7844;6618,0.333333333333,0.12049600997
864691135060651419,2,direct_only,0.25,1,series_resistance,294,89,4,6738;5228;7844;7787,0.142857142857,0.107442533737
864691135060651419,2,direct_only,0.25,2,mean_radius,294,89,4,5228;6625;6738;6618,0.333333333333,0.116060871619
864691135060651419,2,direct_only,0.25,2,series_resistance,294,89,4,5228;6625;6738;6618,0.333333333333,0.116060871619
864691135060651419,2,direct_only,0.25,3,mean_radius,294,89,4,5228;6625;7787;7844,0,0.0952368030659
864691135060651419,2,direct_only,0.25,3,series_resistance,294,89,4,5228;6625;7787;7844,0,0.0952368030659
864691135060651419,2,direct_only,0.25,4,mean_radius,294,89,4,5228;6625;7844;7787,0,0.0952368030659
864691135060651419,2,direct_only,0.25,4,series_resistance,294,89,4,5228;6625;7844;7787,0,0.0952368030659
864691135060651419,2,direct_only,0.5,0,mean_radius,294,89,4,7844;5228;6738;7300,0.142857142857,0.119176468419
864691135060651419,2,direct_only,0.5,0,series_resistance,294,89,4,7844;5228;6738;7300,0.142857142857,0.119176468419
864691135060651419,2,direct_only,0.5,1,mean_radius,294,89,4,6738;5228;7844;6618,0.333333333333,0.12049600997
864691135060651419,2,direct_only,0.5,1,series_resistance,294,89,4,6738;5228;7844;6618,0.333333333333,0.12049600997
864691135060651419,2,direct_only,0.5,2,mean_radius,294,89,4,5228;6625;7207;6738,0.142857142857,0.116274905953
864691135060651419,2,direct_only,0.5,2,series_resistance,294,89,4,5228;6625;7207;6738,0.142857142857,0.116274905953
864691135060651419,2,direct_only,0.5,3,mean_radius,294,89,4,6625;6618;5228;7787,0.142857142857,0.0873053954881
864691135060651419,2,direct_only,0.5,3,series_resistance,294,89,4,6625;6618;7787;5228,0.142857142857,0.0873053954881
864691135060651419,2,direct_only,0.5,4,mean_radius,294,89,4,5228;6625;7844;7558,0,0.107846799938
864691135060651419,2,direct_only,0.5,4,series_resistance,294,89,4,5228;6625;7844;7558,0,0.107846799938
864691135060651419,5,hybrid,0,0,mean_radius,6039,138,4,6738;6037;6618;5579,1,0.163943284628
864691135060651419,5,hybrid,0,0,series_resistance,6039,138,4,6738;6037;6618;5579,1,0.163943284628
864691135060651419,5,hybrid,0.25,0,mean_radius,6039,138,4,6738;5579;5984;6618,0.6,0.163381518913
864691135060651419,5,hybrid,0.25,0,series_resistance,6039,138,4,6738;5579;5984;6618,0.6,0.163381518913
864691135060651419,5,hybrid,0.25,1,mean_radius,6039,138,4,6037;6738;6952;6618,0.6,0.129355211811
864691135060651419,5,hybrid,0.25,1,series_resistance,6039,138,4,6037;6738;6952;5280,0.333333333333,0.16383068826
864691135060651419,5,hybrid,0.25,2,mean_radius,6039,138,4,6618;6738;6037;6625,0.6,0.119692572755
864691135060651419,5,hybrid,0.25,2,series_resistance,6039,138,4,6618;6738;6037;6625,0.6,0.119692572755
864691135060651419,5,hybrid,0.25,3,mean_radius,6039,138,4,6618;6037;5553;6068,0.333333333333,0.121828221485
864691135060651419,5,hybrid,0.25,3,series_resistance,6039,138,4,6618;6037;5553;6068,0.333333333333,0.121828221485
864691135060651419,5,hybrid,0.25,4,mean_radius,6039,138,4,6625;6037;5280;5894,0.142857142857,0.145032626234
864691135060651419,5,hybrid,0.25,4,series_resistance,6039,138,4,6625;6037;5280;5894,0.142857142857,0.145032626234
864691135060651419,5,hybrid,0.5,0,mean_radius,6039,138,4,5579;6738;5984;7844,0.333333333333,0.160226367457
864691135060651419,5,hybrid,0.5,0,series_resistance,6039,138,4,5579;6738;5984;7844,0.333333333333,0.160226367457
864691135060651419,5,hybrid,0.5,1,mean_radius,6039,138,4,6037;6952;6738;5267,0.333333333333,0.140666071612
864691135060651419,5,hybrid,0.5,1,series_resistance,6039,138,4,6037;6952;6738;5267,0.333333333333,0.140666071612
864691135060651419,5,hybrid,0.5,2,mean_radius,6039,138,4,6625;6618;6738;6503,0.333333333333,0.101662378058
864691135060651419,5,hybrid,0.5,2,series_resistance,6039,138,4,6625;6618;6738;6503,0.333333333333,0.101662378058
864691135060651419,5,hybrid,0.5,3,mean_radius,6039,138,4,6618;6068;5553;5984,0.142857142857,0.152264323067
864691135060651419,5,hybrid,0.5,3,series_resistance,6039,138,4,6618;6068;5553;5984,0.142857142857,0.152264323067
864691135060651419,5,hybrid,0.5,4,mean_radius,6039,138,4,6625;5280;6037;5894,0.142857142857,0.145032626234
864691135060651419,5,hybrid,0.5,4,series_resistance,6039,138,4,6625;5280;6037;5894,0.142857142857,0.145032626234
864691135060651419,5,direct_only,0,0,mean_radius,344,96,4,6618;5228;6738;7787,0.333333333333,0.110597685193
864691135060651419,5,direct_only,0,0,series_resistance,344,96,4,6618;5228;6738;7787,0.333333333333,0.110597685193
864691135060651419,5,direct_only,0.25,0,mean_radius,344,96,4,6618;5228;6738;7844,0.333333333333,0.12049600997
864691135060651419,5,direct_only,0.25,0,series_resistance,344,96,4,6618;5228;6738;7844,0.333333333333,0.12049600997
864691135060651419,5,direct_only,0.25,1,mean_radius,344,96,4,6618;6738;7844;5228,0.333333333333,0.12049600997
864691135060651419,5,direct_only,0.25,1,series_resistance,344,96,4,6618;6738;7844;5228,0.333333333333,0.12049600997
864691135060651419,5,direct_only,0.25,2,mean_radius,344,96,4,6618;5228;6625;6738,0.333333333333,0.116060871619
864691135060651419,5,direct_only,0.25,2,series_resistance,344,96,4,6618;5228;6625;6738,0.333333333333,0.116060871619
864691135060651419,5,direct_only,0.25,3,mean_radius,344,96,4,6618;6625;5228;7787,0.142857142857,0.0873053954881
864691135060651419,5,direct_only,0.25,3,series_resistance,344,96,4,6618;6625;5228;7787,0.142857142857,0.0873053954881
864691135060651419,5,direct_only,0.25,4,mean_radius,344,96,4,5228;6625;7844;6618,0.142857142857,0.0972037202645
864691135060651419,5,direct_only,0.25,4,series_resistance,344,96,4,5228;6625;7844;6618,0.142857142857,0.0972037202645
864691135060651419,5,direct_only,0.5,0,mean_radius,344,96,4,6618;7844;5228;7300,0.142857142857,0.0995072162412
864691135060651419,5,direct_only,0.5,0,series_resistance,344,96,4,6618;7844;5228;7300,0.142857142857,0.0995072162412
864691135060651419,5,direct_only,0.5,1,mean_radius,344,96,4,6618;6738;7844;5228,0.333333333333,0.12049600997
864691135060651419,5,direct_only,0.5,1,series_resistance,344,96,4,6618;6738;7844;5228,0.333333333333,0.12049600997
864691135060651419,5,direct_only,0.5,2,mean_radius,344,96,4,5228;6618;6625;7207,0.142857142857,0.0894863470207
864691135060651419,5,direct_only,0.5,2,series_resistance,344,96,4,5228;6618;6625;7207,0.142857142857,0.0894863470207
864691135060651419,5,direct_only,0.5,3,mean_radius,344,96,4,6618;6625;7163;7166,0.142857142857,0.0820731833501
864691135060651419,5,direct_only,0.5,3,series_resistance,344,96,4,6618;6625;7787;7166,0.142857142857,0.0803354137725
864691135060651419,5,direct_only,0.5,4,mean_radius,344,96,4,5228;6625;7844;7558,0,0.107846799938
864691135060651419,5,direct_only,0.5,4,series_resistance,344,96,4,5228;6625;7844;7558,0,0.107846799938
864691135060651419,10,hybrid,0,0,mean_radius,6118,138,4,0;6618;6738;6855,0.333333333333,0.104414262951
864691135060651419,10,hybrid,0,0,series_resistance,6118,138,4,0;6618;6738;6855,0.333333333333,0.104414262951
864691135060651419,10,hybrid,0.25,0,mean_radius,6118,138,4,0;6618;7356;6738,0.333333333333,0.10187372736
864691135060651419,10,hybrid,0.25,0,series_resistance,6118,138,4,0;7356;6618;6738,0.333333333333,0.10187372736
864691135060651419,10,hybrid,0.25,1,mean_radius,6118,138,4,0;6037;6618;6855,0.333333333333,0.098835947903
864691135060651419,10,hybrid,0.25,1,series_resistance,6118,138,4,0;6037;6618;6855,0.333333333333,0.098835947903
864691135060651419,10,hybrid,0.25,2,mean_radius,6118,138,4,0;6618;6738;6037,0.6,0.12357481501
864691135060651419,10,hybrid,0.25,2,series_resistance,6118,138,4,0;6618;6738;6037,0.6,0.12357481501
864691135060651419,10,hybrid,0.25,3,mean_radius,6118,138,4,0;6618;6037;6855,0.333333333333,0.098835947903
864691135060651419,10,hybrid,0.25,3,series_resistance,6118,138,4,0;6618;6037;6855,0.333333333333,0.098835947903
864691135060651419,10,hybrid,0.25,4,mean_radius,6118,138,4,0;6855;6625;6037,0.142857142857,0.101687429304
864691135060651419,10,hybrid,0.25,4,series_resistance,6118,138,4,0;6855;6625;6037,0.142857142857,0.101687429304
864691135060651419,10,hybrid,0.5,0,mean_radius,6118,138,4,0;7356;5579;6855,0.142857142857,0.111499037078
864691135060651419,10,hybrid,0.5,0,series_resistance,6118,138,4,0;7356;5579;6855,0.142857142857,0.111499037078
864691135060651419,10,hybrid,0.5,1,mean_radius,6118,138,4,0;6037;6952;6618,0.333333333333,0.109343051878
864691135060651419,10,hybrid,0.5,1,series_resistance,6118,138,4,0;6037;6952;6618,0.333333333333,0.109343051878
864691135060651419,10,hybrid,0.5,2,mean_radius,6118,138,4,0;6618;6625;6738,0.333333333333,0.105650069451
864691135060651419,10,hybrid,0.5,2,series_resistance,6118,138,4,0;6618;6625;6738,0.333333333333,0.105650069451
864691135060651419,10,hybrid,0.5,3,mean_radius,6118,138,4,0;6618;6068;5553,0.142857142857,0.135482045129
864691135060651419,10,hybrid,0.5,3,series_resistance,6118,138,4,0;6618;6068;5984,0.142857142857,0.119356618615
864691135060651419,10,hybrid,0.5,4,mean_radius,6118,138,4,0;6625;7356;6855,0,0.0800063366795
864691135060651419,10,hybrid,0.5,4,series_resistance,6118,138,4,0;6625;7356;6855,0,0.0800063366795
864691135060651419,10,direct_only,0,0,mean_radius,371,97,4,0;6618;5228;6738,0.333333333333,0.115063944928
864691135060651419,10,direct_only,0,0,series_resistance,371,97,4,0;6618;5228;6738,0.333333333333,0.115063944928
864691135060651419,10,direct_only,0.25,0,mean_radius,371,97,4,0;6618;5228;6738,0.333333333333,0.115063944928
864691135060651419,10,direct_only,0.25,0,series_resistance,371,97,4,0;6618;5228;6738,0.333333333333,0.115063944928
864691135060651419,10,direct_only,0.25,1,mean_radius,371,97,4,0;6618;6738;7844,0.333333333333,0.110081953421
864691135060651419,10,direct_only,0.25,1,series_resistance,371,97,4,0;6618;6738;7844,0.333333333333,0.110081953421
864691135060651419,10,direct_only,0.25,2,mean_radius,371,97,4,0;6618;5228;6625,0.142857142857,0.0917716552233
864691135060651419,10,direct_only,0.25,2,series_resistance,371,97,4,0;6618;5228;6625,0.142857142857,0.0917716552233
864691135060651419,10,direct_only,0.25,3,mean_radius,371,97,4,0;6618;6625;5228,0.142857142857,0.0917716552233
