task_id,arm,method,seconds,calibration_fitting_shared_seconds,regime,pilot_update_seconds,pilot_evaluation_seconds
s6102_r1_n000_a000,feedback_only,gaussian_plugin_fullbatch,0.000515646068379283,0.0023887089919298887,,,
s6102_r1_n000_a000,feedback_only,gaussian_plugin_sgd,0.02617346402257681,0.0023887089919298887,,,
s6102_r1_n000_a000,feedback_only,gaussian_oracle_fullbatch,0.000503718969412148,0.0,,,
s6102_r1_n000_a000,feedback_only,gaussian_oracle_sgd,0.02614632493350655,0.0,,,
s6102_r1_n000_a000,feedback_only,empirical_split_fullbatch,0.010031895013526082,,,,
s6102_r1_n000_a000,feedback_only,original_scalar,0.031084322021342814,,,,
s6102_r1_n000_a000,joint_forward_feedback,gaussian_plugin_fullbatch,0.0005441060056909919,0.002688289969228208,,,
s6102_r1_n000_a000,joint_forward_feedback,gaussian_plugin_sgd,0.026157045969739556,0.002688289969228208,,,
s6102_r1_n000_a000,joint_forward_feedback,gaussian_oracle_fullbatch,0.0004921690560877323,0.0,,,
s6102_r1_n000_a000,joint_forward_feedback,gaussian_oracle_sgd,0.02635465597268194,0.0,,,
s6102_r1_n000_a000,joint_forward_feedback,empirical_split_fullbatch,0.01011525304056704,,,,
s6102_r1_n000_a000,joint_forward_feedback,original_scalar,0.028830811963416636,,,,
s6102_r1_n000_a250,feedback_only,gaussian_plugin_fullbatch,0.0004759420407935977,0.0024802469415590167,,,
s6102_r1_n000_a250,feedback_only,gaussian_plugin_sgd,0.02629135292954743,0.0024802469415590167,,,
s6102_r1_n000_a250,feedback_only,gaussian_oracle_fullbatch,0.0005096369422972202,0.0,,,
s6102_r1_n000_a250,feedback_only,gaussian_oracle_sgd,0.026174335042014718,0.0,,,
s6102_r1_n000_a250,feedback_only,empirical_split_fullbatch,0.010008664918132126,,,,
s6102_r1_n000_a250,feedback_only,original_scalar,0.028586448985151947,,,,
s6102_r1_n000_a250,joint_forward_feedback,gaussian_plugin_fullbatch,0.0004753370303660631,0.002298531006090343,,,
s6102_r1_n000_a250,joint_forward_feedback,gaussian_plugin_sgd,0.026171679026447237,0.002298531006090343,,,
s6102_r1_n000_a250,joint_forward_feedback,gaussian_oracle_fullbatch,0.0004962750244885683,0.0,,,
s6102_r1_n000_a250,joint_forward_feedback,gaussian_oracle_sgd,0.026139305089600384,0.0,,,
s6102_r1_n000_a250,joint_forward_feedback,empirical_split_fullbatch,0.009952228982001543,,,,
s6102_r1_n000_a250,joint_forward_feedback,original_scalar,0.02932893903926015,,,,
s6102_r1_n000_a500,feedback_only,gaussian_plugin_fullbatch,0.00046939507592469454,0.002372846007347107,,,
s6102_r1_n000_a500,feedback_only,gaussian_plugin_sgd,0.026109040016308427,0.002372846007347107,,,
s6102_r1_n000_a500,feedback_only,gaussian_oracle_fullbatch,0.0005033509805798531,0.0,,,
s6102_r1_n000_a500,feedback_only,gaussian_oracle_sgd,0.02616152400150895,0.0,,,
s6102_r1_n000_a500,feedback_only,empirical_split_fullbatch,0.010076078004203737,,,,
s6102_r1_n000_a500,feedback_only,original_scalar,0.028978774906136096,,,,
s6102_r1_n000_a500,joint_forward_feedback,gaussian_plugin_fullbatch,0.0004831370897591114,0.0023551739286631346,,,
s6102_r1_n000_a500,joint_forward_feedback,gaussian_plugin_sgd,0.026142756920307875,0.0023551739286631346,,,
s6102_r1_n000_a500,joint_forward_feedback,gaussian_oracle_fullbatch,0.0004956950433552265,0.0,,,
s6102_r1_n000_a500,joint_forward_feedback,gaussian_oracle_sgd,0.026223469991236925,0.0,,,
