task_id,arm,method,seconds,calibration_fitting_shared_seconds,regime,pilot_update_seconds,pilot_evaluation_seconds
s6101_r1_n000_a000,feedback_only,gaussian_plugin_fullbatch,0.010053167003206909,0.05416811106260866,,,
s6101_r1_n000_a000,feedback_only,gaussian_plugin_sgd,0.026311087072826922,0.05416811106260866,,,
s6101_r1_n000_a000,feedback_only,gaussian_oracle_fullbatch,0.000502512906678021,0.0,,,
s6101_r1_n000_a000,feedback_only,gaussian_oracle_sgd,0.028434518026188016,0.0,,,
s6101_r1_n000_a000,feedback_only,empirical_split_fullbatch,0.010693412041291595,,,,
s6101_r1_n000_a000,feedback_only,original_scalar,0.029219618998467922,,,,
s6101_r1_n000_a000,joint_forward_feedback,gaussian_plugin_fullbatch,0.0005244540516287088,0.0025333500234410167,,,
s6101_r1_n000_a000,joint_forward_feedback,gaussian_plugin_sgd,0.02672704600263387,0.0025333500234410167,,,
s6101_r1_n000_a000,joint_forward_feedback,gaussian_oracle_fullbatch,0.000510235084220767,0.0,,,
s6101_r1_n000_a000,joint_forward_feedback,gaussian_oracle_sgd,0.026416794979013503,0.0,,,
s6101_r1_n000_a000,joint_forward_feedback,empirical_split_fullbatch,0.010097710997797549,,,,
s6101_r1_n000_a000,joint_forward_feedback,original_scalar,0.02930394804570824,,,,
s6101_r1_n000_a250,feedback_only,gaussian_plugin_fullbatch,0.0004851339617744088,0.04399598902091384,,,
s6101_r1_n000_a250,feedback_only,gaussian_plugin_sgd,0.02639925794210285,0.04399598902091384,,,
s6101_r1_n000_a250,feedback_only,gaussian_oracle_fullbatch,0.0005335920723155141,0.0,,,
s6101_r1_n000_a250,feedback_only,gaussian_oracle_sgd,0.02640727802645415,0.0,,,
s6101_r1_n000_a250,feedback_only,empirical_split_fullbatch,0.010042280075140297,,,,
s6101_r1_n000_a250,feedback_only,original_scalar,0.028644104953855276,,,,
s6101_r1_n000_a250,joint_forward_feedback,gaussian_plugin_fullbatch,0.00048087688628584146,0.0023769140243530273,,,
s6101_r1_n000_a250,joint_forward_feedback,gaussian_plugin_sgd,0.02631477708928287,0.0023769140243530273,,,
s6101_r1_n000_a250,joint_forward_feedback,gaussian_oracle_fullbatch,0.0005140539724379778,0.0,,,
s6101_r1_n000_a250,joint_forward_feedback,gaussian_oracle_sgd,0.02629626204725355,0.0,,,
s6101_r1_n000_a250,joint_forward_feedback,empirical_split_fullbatch,0.010015100007876754,,,,
s6101_r1_n000_a250,joint_forward_feedback,original_scalar,0.028751117060892284,,,,
s6101_r1_n000_a500,feedback_only,gaussian_plugin_fullbatch,0.00047916604671627283,0.002331538940779865,,,
s6101_r1_n000_a500,feedback_only,gaussian_plugin_sgd,0.026363737997598946,0.002331538940779865,,,
s6101_r1_n000_a500,feedback_only,gaussian_oracle_fullbatch,0.0005162199959158897,0.0,,,
s6101_r1_n000_a500,feedback_only,gaussian_oracle_sgd,0.026380068040452898,0.0,,,
s6101_r1_n000_a500,feedback_only,empirical_split_fullbatch,0.010031168931163847,,,,
s6101_r1_n000_a500,feedback_only,original_scalar,0.028328655986115336,,,,
s6101_r1_n000_a500,joint_forward_feedback,gaussian_plugin_fullbatch,0.0005007489817216992,0.0023653589887544513,,,
s6101_r1_n000_a500,joint_forward_feedback,gaussian_plugin_sgd,0.02645718597341329,0.0023653589887544513,,,
s6101_r1_n000_a500,joint_forward_feedback,gaussian_oracle_fullbatch,0.0005116680404171348,0.0,,,
s6101_r1_n000_a500,joint_forward_feedback,gaussian_oracle_sgd,0.026735584950074553,0.0,,,
s6101_r1_n000_a500,joint_forward_feedback,empirical_split_fullbatch,0.010022909031249583,,,,
s6101_r1_n000_a500,joint_forward_feedback,original_scalar,0.028657004004344344,,,,
s6101_r1_n750_a000,feedback_only,gaussian_plugin_fullbatch,0.000468518934212625,0.0023509050952270627,,,
s6101_r1_n750_a000,feedback_only,gaussian_plugin_sgd,0.02630548703018576,0.0023509050952270627,,,
s6101_r1_n750_a000,feedback_only,gaussian_oracle_fullbatch,0.0004999840166419744,0.0,,,
s6101_r1_n750_a000,feedback_only,gaussian_oracle_sgd,0.026429842109791934,0.0,,,
s6101_r1_n750_a000,feedback_only,empirical_split_fullbatch,0.010095141013152897,,,,
s6101_r1_n750_a000,feedback_only,original_scalar,0.028709320002235472,,,,
s6101_r1_n750_a000,joint_forward_feedback,gaussian_plugin_fullbatch,0.00047502503730356693,0.002277655992656946,,,
s6101_r1_n750_a000,joint_forward_feedback,gaussian_plugin_sgd,0.02632211591117084,0.002277655992656946,,,
s6101_r1_n750_a000,joint_forward_feedback,gaussian_oracle_fullbatch,0.0005076871020719409,0.0,,,
s6101_r1_n750_a000,joint_forward_feedback,gaussian_oracle_sgd,0.026374937035143375,0.0,,,
s6101_r1_n750_a000,joint_forward_feedback,empirical_split_fullbatch,0.010066409013234079,,,,
s6101_r1_n750_a000,joint_forward_feedback,original_scalar,0.028900673962198198,,,,
s6101_r1_n750_a250,feedback_only,gaussian_plugin_fullbatch,0.000482079922221601,0.0023955670185387135,,,
s6101_r1_n750_a250,feedback_only,gaussian_plugin_sgd,0.026113027008250356,0.0023955670185387135,,,
s6101_r1_n750_a250,feedback_only,gaussian_oracle_fullbatch,0.0005227150395512581,0.0,,,
s6101_r1_n750_a250,feedback_only,gaussian_oracle_sgd,0.026495727011933923,0.0,,,
s6101_r1_n750_a250,feedback_only,empirical_split_fullbatch,0.009990753955207765,,,,
s6101_r1_n750_a250,feedback_only,original_scalar,0.029394190991297364,,,,
s6101_r1_n750_a250,joint_forward_feedback,gaussian_plugin_fullbatch,0.0004902000073343515,0.0023521529510617256,,,
s6101_r1_n750_a250,joint_forward_feedback,gaussian_plugin_sgd,0.02633959800004959,0.0023521529510617256,,,
s6101_r1_n750_a250,joint_forward_feedback,gaussian_oracle_fullbatch,0.0005200069863349199,0.0,,,
s6101_r1_n750_a250,joint_forward_feedback,gaussian_oracle_sgd,0.026410304941236973,0.0,,,
s6101_r1_n750_a250,joint_forward_feedback,empirical_split_fullbatch,0.010206532082520425,,,,
s6101_r1_n750_a250,joint_forward_feedback,original_scalar,0.029170243069529533,,,,
s6101_r1_n750_a500,feedback_only,gaussian_plugin_fullbatch,0.0004838040331378579,0.0024945809273049235,,,
s6101_r1_n750_a500,feedback_only,gaussian_plugin_sgd,0.026411387021653354,0.0024945809273049235,,,
s6101_r1_n750_a500,feedback_only,gaussian_oracle_fullbatch,0.0005272619891911745,0.0,,,
s6101_r1_n750_a500,feedback_only,gaussian_oracle_sgd,0.02644349599722773,0.0,,,
s6101_r1_n750_a500,feedback_only,empirical_split_fullbatch,0.010149616980925202,,,,
s6101_r1_n750_a500,feedback_only,original_scalar,0.029277581023052335,,,,
s6101_r1_n750_a500,joint_forward_feedback,gaussian_plugin_fullbatch,0.00048457703087478876,0.002427804982289672,,,
s6101_r1_n750_a500,joint_forward_feedback,gaussian_plugin_sgd,0.02634781796950847,0.002427804982289672,,,
s6101_r1_n750_a500,joint_forward_feedback,gaussian_oracle_fullbatch,0.0005150849465280771,0.0,,,
s6101_r1_n750_a500,joint_forward_feedback,gaussian_oracle_sgd,0.026296606985852122,0.0,,,
s6101_r1_n750_a500,joint_forward_feedback,empirical_split_fullbatch,0.010125829954631627,,,,
s6101_r1_n750_a500,joint_forward_feedback,original_scalar,0.029331377940252423,,,,
s6101_r2_n000_a000,feedback_only,gaussian_plugin_fullbatch,0.0005967180477455258,0.0032006449764594436,,,
s6101_r2_n000_a000,feedback_only,gaussian_plugin_sgd,0.036910278955474496,0.0032006449764594436,,,
s6101_r2_n000_a000,feedback_only,gaussian_oracle_fullbatch,0.0005817679921165109,0.0,,,
s6101_r2_n000_a000,feedback_only,gaussian_oracle_sgd,0.03660410805605352,0.0,,,
s6101_r2_n000_a000,feedback_only,empirical_split_fullbatch,0.018037748988717794,,,,
s6101_r2_n000_a000,feedback_only,original_scalar,0.02908772008959204,,,,
s6101_r2_n000_a000,joint_forward_feedback,gaussian_plugin_fullbatch,0.0005951429484412074,0.0030535729601979256,,,
s6101_r2_n000_a000,joint_forward_feedback,gaussian_plugin_sgd,0.036814447958022356,0.0030535729601979256,,,
s6101_r2_n000_a000,joint_forward_feedback,gaussian_oracle_fullbatch,0.000596302910707891,0.0,,,
s6101_r2_n000_a000,joint_forward_feedback,gaussian_oracle_sgd,0.0368969029514119,0.0,,,
s6101_r2_n000_a000,joint_forward_feedback,empirical_split_fullbatch,0.010305298957973719,,,,
s6101_r2_n000_a000,joint_forward_feedback,original_scalar,0.029115021927282214,,,,
s6101_r2_n000_a250,feedback_only,gaussian_plugin_fullbatch,0.0005693250568583608,0.002874201047234237,,,
s6101_r2_n000_a250,feedback_only,gaussian_plugin_sgd,0.0364796610083431,0.002874201047234237,,,
s6101_r2_n000_a250,feedback_only,gaussian_oracle_fullbatch,0.000596136087551713,0.0,,,
s6101_r2_n000_a250,feedback_only,gaussian_oracle_sgd,0.03654446196742356,0.0,,,
s6101_r2_n000_a250,feedback_only,empirical_split_fullbatch,0.010334279970265925,,,,
s6101_r2_n000_a250,feedback_only,original_scalar,0.028980406001210213,,,,
s6101_r2_n000_a250,joint_forward_feedback,gaussian_plugin_fullbatch,0.0005684839561581612,0.0027816559886559844,,,
s6101_r2_n000_a250,joint_forward_feedback,gaussian_plugin_sgd,0.036619935068301857,0.0027816559886559844,,,
s6101_r2_n000_a250,joint_forward_feedback,gaussian_oracle_fullbatch,0.0005952169885858893,0.0,,,
s6101_r2_n000_a250,joint_forward_feedback,gaussian_oracle_sgd,0.03663158998824656,0.0,,,
s6101_r2_n000_a250,joint_forward_feedback,empirical_split_fullbatch,0.010275812936015427,,,,
s6101_r2_n000_a250,joint_forward_feedback,original_scalar,0.028614080976694822,,,,
s6101_r2_n000_a500,feedback_only,gaussian_plugin_fullbatch,0.0005596550181508064,0.0029483570251613855,,,
s6101_r2_n000_a500,feedback_only,gaussian_plugin_sgd,0.036581670050509274,0.0029483570251613855,,,
s6101_r2_n000_a500,feedback_only,gaussian_oracle_fullbatch,0.0005899949464946985,0.0,,,
s6101_r2_n000_a500,feedback_only,gaussian_oracle_sgd,0.03668798599392176,0.0,,,
s6101_r2_n000_a500,feedback_only,empirical_split_fullbatch,0.01023458200506866,,,,
s6101_r2_n000_a500,feedback_only,original_scalar,0.028634162968955934,,,,
s6101_r2_n000_a500,joint_forward_feedback,gaussian_plugin_fullbatch,0.0005685169016942382,0.0028129559941589832,,,
s6101_r2_n000_a500,joint_forward_feedback,gaussian_plugin_sgd,0.037195456912741065,0.0028129559941589832,,,
s6101_r2_n000_a500,joint_forward_feedback,gaussian_oracle_fullbatch,0.0005921239499002695,0.0,,,
s6101_r2_n000_a500,joint_forward_feedback,gaussian_oracle_sgd,0.03687840804923326,0.0,,,
s6101_r2_n000_a500,joint_forward_feedback,empirical_split_fullbatch,0.01018967607524246,,,,
s6101_r2_n000_a500,joint_forward_feedback,original_scalar,0.028421945055015385,,,,
s6101_r2_n750_a000,feedback_only,gaussian_plugin_fullbatch,0.0005741290515288711,0.0031252630287781358,,,
s6101_r2_n750_a000,feedback_only,gaussian_plugin_sgd,0.03682041901629418,0.0031252630287781358,,,
s6101_r2_n750_a000,feedback_only,gaussian_oracle_fullbatch,0.000591050018556416,0.0,,,
s6101_r2_n750_a000,feedback_only,gaussian_oracle_sgd,0.03649544797372073,0.0,,,
s6101_r2_n750_a000,feedback_only,empirical_split_fullbatch,0.010075809084810317,,,,
s6101_r2_n750_a000,feedback_only,original_scalar,0.028562910039909184,,,,
s6101_r2_n750_a000,joint_forward_feedback,gaussian_plugin_fullbatch,0.0005714719882234931,0.0037638730136677623,,,
s6101_r2_n750_a000,joint_forward_feedback,gaussian_plugin_sgd,0.03642756410408765,0.0037638730136677623,,,
s6101_r2_n750_a000,joint_forward_feedback,gaussian_oracle_fullbatch,0.0005975229432806373,0.0,,,
s6101_r2_n750_a000,joint_forward_feedback,gaussian_oracle_sgd,0.036719769006595016,0.0,,,
s6101_r2_n750_a000,joint_forward_feedback,empirical_split_fullbatch,0.01013541198335588,,,,
s6101_r2_n750_a000,joint_forward_feedback,original_scalar,0.028142036055214703,,,,
s6101_r2_n750_a250,feedback_only,gaussian_plugin_fullbatch,0.0014605340547859669,0.00283991196192801,,,
s6101_r2_n750_a250,feedback_only,gaussian_plugin_sgd,0.036689633037894964,0.00283991196192801,,,
s6101_r2_n750_a250,feedback_only,gaussian_oracle_fullbatch,0.0007581569952890277,0.0,,,
s6101_r2_n750_a250,feedback_only,gaussian_oracle_sgd,0.036577019025571644,0.0,,,
s6101_r2_n750_a250,feedback_only,empirical_split_fullbatch,0.010450921021401882,,,,
s6101_r2_n750_a250,feedback_only,original_scalar,0.028476743027567863,,,,
s6101_r2_n750_a250,joint_forward_feedback,gaussian_plugin_fullbatch,0.0005670000100508332,0.0031212250469252467,,,
s6101_r2_n750_a250,joint_forward_feedback,gaussian_plugin_sgd,0.03670842293649912,0.0031212250469252467,,,
s6101_r2_n750_a250,joint_forward_feedback,gaussian_oracle_fullbatch,0.0005837659118697047,0.0,,,
s6101_r2_n750_a250,joint_forward_feedback,gaussian_oracle_sgd,0.03647907404229045,0.0,,,
s6101_r2_n750_a250,joint_forward_feedback,empirical_split_fullbatch,0.010243910946883261,,,,
s6101_r2_n750_a250,joint_forward_feedback,original_scalar,0.028376580914482474,,,,
s6101_r2_n750_a500,feedback_only,gaussian_plugin_fullbatch,0.0005684179486706853,0.0028318449622020125,,,
s6101_r2_n750_a500,feedback_only,gaussian_plugin_sgd,0.03656717098783702,0.0028318449622020125,,,
s6101_r2_n750_a500,feedback_only,gaussian_oracle_fullbatch,0.0005891449982300401,0.0,,,
s6101_r2_n750_a500,feedback_only,gaussian_oracle_sgd,0.03679434896912426,0.0,,,
s6101_r2_n750_a500,feedback_only,empirical_split_fullbatch,0.01027650199830532,,,,
