index,arm,depth,seed,budget,epochs_run,full_run_epochs,best_epoch,best_validation_loss,test_accuracy,test_loss,ordinary_stopping_reached
0,broadcast_autograd_bp_recipe,3,10200,180,180,3810,180,0.4362542863845825,0.91239994764328,0.43899062275886536,True
0,broadcast_autograd_bp_recipe,3,10200,600,600,3810,600,0.17845846395492554,0.9896000027656555,0.1778668612241745,True
0,broadcast_autograd_bp_recipe,3,10200,6000,3810,3810,3780,0.023996370661258697,0.998199999332428,0.02387196011841297,True
0,broadcast_autograd_bp_recipe,3,10200,9674,3810,3810,3780,0.023996370661258697,0.998199999332428,0.02387196011841297,True
1,broadcast_autograd_bp_recipe,3,10201,180,180,4555,180,0.43483135118484495,0.9079999923706055,0.43516823649406433,True
1,broadcast_autograd_bp_recipe,3,10201,600,600,4555,598,0.15033756647109986,0.9900999665260315,0.15172812342643738,True
1,broadcast_autograd_bp_recipe,3,10201,6000,4555,4555,4525,0.009422732047736644,0.9984999895095825,0.010573900304734707,True
1,broadcast_autograd_bp_recipe,3,10201,9674,4555,4555,4525,0.009422732047736644,0.9984999895095825,0.010573900304734707,True
2,broadcast_autograd_bp_recipe,3,10202,180,180,3426,180,0.4403665358543396,0.9056999683380127,0.44130808115005493,True
2,broadcast_autograd_bp_recipe,3,10202,600,600,3426,599,0.15721469256877899,0.9883999824523926,0.15895290672779083,True
2,broadcast_autograd_bp_recipe,3,10202,6000,3426,3426,3396,0.012372121746838093,0.9985999464988708,0.012599164620041847,True
2,broadcast_autograd_bp_recipe,3,10202,9674,3426,3426,3396,0.012372121746838093,0.9985999464988708,0.012599164620041847,True
3,broadcast_autograd_bp_recipe,3,10203,180,180,5918,179,0.4346391592979431,0.9127999544143677,0.43687987327575684,True
3,broadcast_autograd_bp_recipe,3,10203,600,600,5918,600,0.17339816992282867,0.9893999695777893,0.17431321740150452,True
3,broadcast_autograd_bp_recipe,3,10203,6000,5918,5918,5888,0.011507379796355962,0.9990999698638916,0.01084338128566742,True
3,broadcast_autograd_bp_recipe,3,10203,9674,5918,5918,5888,0.011507379796355962,0.9990999698638916,0.01084338128566742,True
4,broadcast_autograd_bp_recipe,3,10204,180,180,5993,179,0.43666798548698427,0.9101999998092651,0.44066718220710754,True
4,broadcast_autograd_bp_recipe,3,10204,600,600,5993,599,0.17041874442100524,0.9873999953269958,0.17495694756507874,True
4,broadcast_autograd_bp_recipe,3,10204,6000,5993,5993,5963,0.008340333533287048,0.9988999962806702,0.010017434135079384,True
4,broadcast_autograd_bp_recipe,3,10204,9674,5993,5993,5963,0.008340333533287048,0.9988999962806702,0.010017434135079384,True
5,broadcast_autograd_bp_recipe,3,10205,180,180,4288,180,0.4440709972381592,0.913100004196167,0.4434261620044708,True
5,broadcast_autograd_bp_recipe,3,10205,600,600,4288,599,0.16785709719657899,0.9881999492645264,0.16815632581710815,True
5,broadcast_autograd_bp_recipe,3,10205,6000,4288,4288,4258,0.012572328066825867,0.9985999464988708,0.012396013364195824,True
5,broadcast_autograd_bp_recipe,3,10205,9674,4288,4288,4258,0.012572328066825867,0.9985999464988708,0.012396013364195824,True
6,broadcast_autograd_bp_recipe,3,10206,180,180,3363,180,0.4457276084899902,0.9138000011444092,0.4428769052028656,True
6,broadcast_autograd_bp_recipe,3,10206,600,600,3363,600,0.17004975862503052,0.9873999953269958,0.16672220826148987,True
6,broadcast_autograd_bp_recipe,3,10206,6000,3363,3363,3333,0.019299705189466478,0.9979999661445618,0.0180619265884161,True
6,broadcast_autograd_bp_recipe,3,10206,9674,3363,3363,3333,0.019299705189466478,0.9979999661445618,0.0180619265884161,True
7,broadcast_autograd_bp_recipe,3,10207,180,180,7217,180,0.42944361939430237,0.9199999570846558,0.43100935220718384,True
7,broadcast_autograd_bp_recipe,3,10207,600,600,7217,600,0.15559867866039276,0.9904999732971191,0.1564856469631195,True
7,broadcast_autograd_bp_recipe,3,10207,6000,6000,7217,5992,0.008334976528584958,0.9985999464988708,0.008678249083459377,True
7,broadcast_autograd_bp_recipe,3,10207,9674,7217,7217,7187,0.005966207601130009,0.9989999532699585,0.006126985885202885,True
8,broadcast_autograd_bp_recipe,3,10208,180,180,5491,180,0.4364740683555603,0.9091999530792236,0.43570560216903687,True
8,broadcast_autograd_bp_recipe,3,10208,600,600,5491,600,0.1561705403804779,0.990399956703186,0.15678028762340546,True
8,broadcast_autograd_bp_recipe,3,10208,6000,5491,5491,5461,0.005186401619017124,0.9996999502182007,0.004050714895129204,True
8,broadcast_autograd_bp_recipe,3,10208,9674,5491,5491,5461,0.005186401619017124,0.9996999502182007,0.004050714895129204,True
9,broadcast_autograd_bp_recipe,3,10209,180,180,3082,180,0.45153173446655276,0.9091999530792236,0.45140358805656433,True
9,broadcast_autograd_bp_recipe,3,10209,600,600,3082,599,0.17713831796646118,0.9893999695777893,0.17728263139724731,True
9,broadcast_autograd_bp_recipe,3,10209,6000,3082,3082,3052,0.02258543518781662,0.9975999593734741,0.024006875231862068,True
9,broadcast_autograd_bp_recipe,3,10209,9674,3082,3082,3052,0.02258543518781662,0.9975999593734741,0.024006875231862068,True
10,broadcast_autograd_localca_recipe,3,10200,180,180,5579,180,0.5566115006446838,0.7738999724388123,0.5590431690216064,True
10,broadcast_autograd_localca_recipe,3,10200,600,600,5579,600,0.27952203068733217,0.9729999899864197,0.28080886602401733,True
10,broadcast_autograd_localca_recipe,3,10200,6000,5579,5579,5549,0.013433044086396694,0.9983999729156494,0.01393220480531454,True
10,broadcast_autograd_localca_recipe,3,10200,9674,5579,5579,5549,0.013433044086396694,0.9983999729156494,0.01393220480531454,True
11,broadcast_autograd_localca_recipe,3,10201,180,180,6001,180,0.5584173686981201,0.785099983215332,0.5583022236824036,True
11,broadcast_autograd_localca_recipe,3,10201,600,600,6001,598,0.27486412386894227,0.972599983215332,0.27552440762519836,True
11,broadcast_autograd_localca_recipe,3,10201,6000,6000,6001,5971,0.011369630566239358,0.9977999925613403,0.012651080265641212,True
11,broadcast_autograd_localca_recipe,3,10201,9674,6001,6001,5971,0.011369630566239358,0.9977999925613403,0.012651080265641212,True
12,broadcast_autograd_localca_recipe,3,10202,180,180,6764,180,0.553656476688385,0.785099983215332,0.5530545115470886,True
12,broadcast_autograd_localca_recipe,3,10202,600,600,6764,600,0.2840436398744583,0.9697999954223633,0.2852860689163208,True
12,broadcast_autograd_localca_recipe,3,10202,6000,6000,6764,6000,0.011494534222781658,0.9984999895095825,0.011665315367281437,True
12,broadcast_autograd_localca_recipe,3,10202,9674,6764,6764,6734,0.010013302212953568,0.9983999729156494,0.010194482281804085,True
13,broadcast_autograd_localca_recipe,3,10203,180,180,5621,180,0.5518288328170776,0.7705000042915344,0.5557724237442017,True
13,broadcast_autograd_localca_recipe,3,10203,600,600,5621,600,0.2738111488342285,0.973800003528595,0.27486929297447205,True
13,broadcast_autograd_localca_recipe,3,10203,6000,5621,5621,5591,0.014798010379821062,0.9983999729156494,0.014407778158783913,True
13,broadcast_autograd_localca_recipe,3,10203,9674,5621,5621,5591,0.014798010379821062,0.9983999729156494,0.014407778158783913,True
14,broadcast_autograd_localca_recipe,3,10204,180,180,6782,180,0.5597105483055115,0.7645999789237976,0.5636246800422668,True
14,broadcast_autograd_localca_recipe,3,10204,600,600,6782,599,0.27470985851287844,0.9721999764442444,0.2792242467403412,True
14,broadcast_autograd_localca_recipe,3,10204,6000,6000,6782,6000,0.01282595491707325,0.9975000023841858,0.015522307716310024,True
14,broadcast_autograd_localca_recipe,3,10204,9674,6782,6782,6752,0.010998030611872673,0.9977999925613403,0.013747263699769974,True
15,broadcast_autograd_localca_recipe,3,10205,180,180,5115,180,0.5618073054313659,0.7827999591827393,0.5580177903175354,True
15,broadcast_autograd_localca_recipe,3,10205,600,600,5115,600,0.2927107990264893,0.9696999788284302,0.2932019829750061,True
15,broadcast_autograd_localca_recipe,3,10205,6000,5115,5115,5085,0.01706943750679493,0.9979999661445618,0.016893234103918076,True
15,broadcast_autograd_localca_recipe,3,10205,9674,5115,5115,5085,0.01706943750679493,0.9979999661445618,0.016893234103918076,True
16,broadcast_autograd_localca_recipe,3,10206,180,180,5892,180,0.5644090643405915,0.7863999605178833,0.5631555914878845,True
16,broadcast_autograd_localca_recipe,3,10206,600,600,5892,600,0.2869551725387573,0.9747999906539917,0.2835627496242523,True
16,broadcast_autograd_localca_recipe,3,10206,6000,5892,5892,5862,0.014635174244642257,0.998199999332428,0.012572580017149448,True
16,broadcast_autograd_localca_recipe,3,10206,9674,5892,5892,5862,0.014635174244642257,0.998199999332428,0.012572580017149448,True
17,broadcast_autograd_localca_recipe,3,10207,180,180,6639,180,0.5504709011077881,0.7893999814987183,0.5526838302612305,True
17,broadcast_autograd_localca_recipe,3,10207,600,600,6639,600,0.2612562999725342,0.9782999753952026,0.26210013031959534,True
17,broadcast_autograd_localca_recipe,3,10207,6000,6000,6639,5992,0.011201163485646247,0.9984999895095825,0.01119228359311819,True
17,broadcast_autograd_localca_recipe,3,10207,9674,6639,6639,6609,0.009798190459609031,0.9984999895095825,0.00970996543765068,True
18,broadcast_autograd_localca_recipe,3,10208,180,180,6776,178,0.5648834182739257,0.7603999972343445,0.5643830895423889,True
18,broadcast_autograd_localca_recipe,3,10208,600,600,6776,600,0.26473240327835085,0.975600004196167,0.26506584882736206,True
18,broadcast_autograd_localca_recipe,3,10208,6000,6000,6776,5990,0.009882169897854329,0.9993999600410461,0.008234802633523941,True
18,broadcast_autograd_localca_recipe,3,10208,9674,6776,6776,6746,0.008166753075271845,0.9995999932289124,0.006775674410164356,True
19,broadcast_autograd_localca_recipe,3,10209,180,180,7891,180,0.5657303715705871,0.7712999582290649,0.5661495923995972,True
19,broadcast_autograd_localca_recipe,3,10209,600,600,7891,600,0.2748320077896118,0.9731999635696411,0.27450689673423767,True
19,broadcast_autograd_localca_recipe,3,10209,6000,6000,7891,5999,0.009641110742092132,0.9980999827384949,0.011160665191709995,True
19,broadcast_autograd_localca_recipe,3,10209,9674,7891,7891,7861,0.00549300679564476,0.9987999796867371,0.007006184197962284,True
20,exact_autograd_bp_recipe,1,10200,180,180,558,179,0.6526201465606689,0.6064000129699707,0.6570517420768738,True
20,exact_autograd_bp_recipe,1,10200,600,558,558,528,0.650362868309021,0.6107999682426453,0.6551780104637146,True
20,exact_autograd_bp_recipe,1,10200,6000,558,558,528,0.650362868309021,0.6107999682426453,0.6551780104637146,True
20,exact_autograd_bp_recipe,1,10200,9674,558,558,528,0.650362868309021,0.6107999682426453,0.6551780104637146,True
21,exact_autograd_bp_recipe,1,10201,180,180,414,175,0.6555148810386657,0.6128999590873718,0.6555994749069214,True
21,exact_autograd_bp_recipe,1,10201,600,414,414,384,0.6538226037025452,0.6144999861717224,0.6543487310409546,True
21,exact_autograd_bp_recipe,1,10201,6000,414,414,384,0.6538226037025452,0.6144999861717224,0.6543487310409546,True
21,exact_autograd_bp_recipe,1,10201,9674,414,414,384,0.6538226037025452,0.6144999861717224,0.6543487310409546,True
22,exact_autograd_bp_recipe,1,10202,180,180,438,179,0.655203049659729,0.6169999837875366,0.6553328037261963,True
22,exact_autograd_bp_recipe,1,10202,600,438,438,408,0.653961172580719,0.6176999807357788,0.6539639234542847,True
22,exact_autograd_bp_recipe,1,10202,6000,438,438,408,0.653961172580719,0.6176999807357788,0.6539639234542847,True
22,exact_autograd_bp_recipe,1,10202,9674,438,438,408,0.653961172580719,0.6176999807357788,0.6539639234542847,True
23,exact_autograd_bp_recipe,1,10203,180,180,484,175,0.6535053813934326,0.611299991607666,0.6569125652313232,True
23,exact_autograd_bp_recipe,1,10203,600,484,484,454,0.651938451385498,0.6134999990463257,0.6550301313400269,True
23,exact_autograd_bp_recipe,1,10203,6000,484,484,454,0.651938451385498,0.6134999990463257,0.6550301313400269,True
23,exact_autograd_bp_recipe,1,10203,9674,484,484,454,0.651938451385498,0.6134999990463257,0.6550301313400269,True
24,exact_autograd_bp_recipe,1,10204,180,180,746,178,0.6558936962127686,0.6006999611854553,0.6603495478630066,True
24,exact_autograd_bp_recipe,1,10204,600,600,746,594,0.6536877823829651,0.6031999588012695,0.6583873629570007,True
24,exact_autograd_bp_recipe,1,10204,6000,746,746,716,0.6533844882965087,0.6031999588012695,0.658201277256012,True
24,exact_autograd_bp_recipe,1,10204,9674,746,746,716,0.6533844882965087,0.6031999588012695,0.658201277256012,True
25,exact_autograd_bp_recipe,1,10205,180,118,118,88,0.6604077916145324,0.6085999608039856,0.6555317044258118,True
25,exact_autograd_bp_recipe,1,10205,600,118,118,88,0.6604077916145324,0.6085999608039856,0.6555317044258118,True
25,exact_autograd_bp_recipe,1,10205,6000,118,118,88,0.6604077916145324,0.6085999608039856,0.6555317044258118,True
25,exact_autograd_bp_recipe,1,10205,9674,118,118,88,0.6604077916145324,0.6085999608039856,0.6555317044258118,True
26,exact_autograd_bp_recipe,1,10206,180,180,511,180,0.6564923259735107,0.6100999712944031,0.6551908850669861,True
26,exact_autograd_bp_recipe,1,10206,600,511,511,481,0.6549992033958435,0.6132999658584595,0.653393566608429,True
26,exact_autograd_bp_recipe,1,10206,6000,511,511,481,0.6549992033958435,0.6132999658584595,0.653393566608429,True
26,exact_autograd_bp_recipe,1,10206,9674,511,511,481,0.6549992033958435,0.6132999658584595,0.653393566608429,True
27,exact_autograd_bp_recipe,1,10207,180,180,551,175,0.6520206777572631,0.6089999675750732,0.6587949991226196,True
27,exact_autograd_bp_recipe,1,10207,600,551,551,521,0.6500685762405396,0.6100000143051147,0.6575652360916138,True
27,exact_autograd_bp_recipe,1,10207,6000,551,551,521,0.6500685762405396,0.6100000143051147,0.6575652360916138,True
27,exact_autograd_bp_recipe,1,10207,9674,551,551,521,0.6500685762405396,0.6100000143051147,0.6575652360916138,True
28,exact_autograd_bp_recipe,1,10208,180,110,110,80,0.6590249260902404,0.6132999658584595,0.6564734578132629,True
28,exact_autograd_bp_recipe,1,10208,600,110,110,80,0.6590249260902404,0.6132999658584595,0.6564734578132629,True
28,exact_autograd_bp_recipe,1,10208,6000,110,110,80,0.6590249260902404,0.6132999658584595,0.6564734578132629,True
28,exact_autograd_bp_recipe,1,10208,9674,110,110,80,0.6590249260902404,0.6132999658584595,0.6564734578132629,True
29,exact_autograd_bp_recipe,1,10209,180,180,409,178,0.6563522873878479,0.6069999933242798,0.6565108895301819,True
29,exact_autograd_bp_recipe,1,10209,600,409,409,379,0.6548045871734619,0.6079999804496765,0.655358076095581,True
29,exact_autograd_bp_recipe,1,10209,6000,409,409,379,0.6548045871734619,0.6079999804496765,0.655358076095581,True
29,exact_autograd_bp_recipe,1,10209,9674,409,409,379,0.6548045871734619,0.6079999804496765,0.655358076095581,True
30,exact_autograd_bp_recipe,3,10200,180,180,4327,180,0.35930392541885375,0.9126999974250793,0.3570205569267273,True
30,exact_autograd_bp_recipe,3,10200,600,600,4327,600,0.08519016443490982,0.9941999912261963,0.08345828205347061,True
30,exact_autograd_bp_recipe,3,10200,6000,4327,4327,4297,0.0009728008067701011,1.0,0.0007808285299688578,True
30,exact_autograd_bp_recipe,3,10200,9674,4327,4327,4297,0.0009728008067701011,1.0,0.0007808285299688578,True
31,exact_autograd_bp_recipe,3,10201,180,180,5039,180,0.37291057696342467,0.9185999631881714,0.37433016300201416,True
31,exact_autograd_bp_recipe,3,10201,600,600,5039,598,0.09777832310199737,0.9921999573707581,0.09813285619020462,True
31,exact_autograd_bp_recipe,3,10201,6000,5039,5039,5009,0.0007050978362560272,0.9998999834060669,0.0008414022158831358,True
31,exact_autograd_bp_recipe,3,10201,9674,5039,5039,5009,0.0007050978362560272,0.9998999834060669,0.0008414022158831358,True
32,exact_autograd_bp_recipe,3,10202,180,180,5673,180,0.3571770506381989,0.9139999747276306,0.3610892593860626,True
32,exact_autograd_bp_recipe,3,10202,600,600,5673,600,0.08702018016576767,0.9941999912261963,0.08834648877382278,True
32,exact_autograd_bp_recipe,3,10202,6000,5673,5673,5643,0.0004556959391804412,1.0,0.00035563562414608896,True
32,exact_autograd_bp_recipe,3,10202,9674,5673,5673,5643,0.0004556959391804412,1.0,0.00035563562414608896,True
33,exact_autograd_bp_recipe,3,10203,180,180,5569,180,0.363621107006073,0.9186999797821045,0.3596254289150238,True
33,exact_autograd_bp_recipe,3,10203,600,600,5569,600,0.08833435966968536,0.9958999752998352,0.08787921071052551,True
33,exact_autograd_bp_recipe,3,10203,6000,5569,5569,5539,0.00047944009292405097,1.0,0.00044655680540017784,True
33,exact_autograd_bp_recipe,3,10203,9674,5569,5569,5539,0.00047944009292405097,1.0,0.00044655680540017784,True
34,exact_autograd_bp_recipe,3,10204,180,180,8763,179,0.36243428721427917,0.9086999893188477,0.3715652823448181,True
34,exact_autograd_bp_recipe,3,10204,600,600,8763,599,0.08845305297374725,0.9922999739646912,0.09371604025363922,True
34,exact_autograd_bp_recipe,3,10204,6000,6000,8763,6000,0.0002780015335418284,1.0,0.0003850865177810192,True
34,exact_autograd_bp_recipe,3,10204,9674,8763,8763,8733,9.131597883533687e-05,1.0,0.00015089800581336021,True
35,exact_autograd_bp_recipe,3,10205,180,180,5767,179,0.3693107292175293,0.9187999963760376,0.3763287663459778,True
35,exact_autograd_bp_recipe,3,10205,600,600,5767,600,0.09791770582199097,0.9926999807357788,0.09857453405857086,True
35,exact_autograd_bp_recipe,3,10205,6000,5767,5767,5737,0.00040412232575472444,0.9998999834060669,0.0007917213370092213,True
35,exact_autograd_bp_recipe,3,10205,9674,5767,5767,5737,0.00040412232575472444,0.9998999834060669,0.0007917213370092213,True
36,exact_autograd_bp_recipe,3,10206,180,180,4455,180,0.39424902782440185,0.911799967288971,0.3853231966495514,True
36,exact_autograd_bp_recipe,3,10206,600,600,4455,599,0.1049454932808876,0.9927999973297119,0.10283255577087402,True
36,exact_autograd_bp_recipe,3,10206,6000,4455,4455,4425,0.0013681224355474115,1.0,0.0009326948784291744,True
36,exact_autograd_bp_recipe,3,10206,9674,4455,4455,4425,0.0013681224355474115,1.0,0.0009326948784291744,True
37,exact_autograd_bp_recipe,3,10207,180,180,5984,180,0.37350123748779296,0.9213999509811401,0.3728283643722534,True
37,exact_autograd_bp_recipe,3,10207,600,600,5984,600,0.09370960409641266,0.9941999912261963,0.0933995321393013,True
37,exact_autograd_bp_recipe,3,10207,6000,5984,5984,5954,0.00032606142573058603,1.0,0.0003959326131734997,True
37,exact_autograd_bp_recipe,3,10207,9674,5984,5984,5954,0.00032606142573058603,1.0,0.0003959326131734997,True
38,exact_autograd_bp_recipe,3,10208,180,180,5499,180,0.368802143573761,0.9256999492645264,0.365609735250473,True
38,exact_autograd_bp_recipe,3,10208,600,600,5499,600,0.093851664686203,0.9940999746322632,0.09224539250135422,True
38,exact_autograd_bp_recipe,3,10208,6000,5499,5499,5469,0.0004683969602221623,1.0,0.00041687220800668,True
38,exact_autograd_bp_recipe,3,10208,9674,5499,5499,5469,0.0004683969602221623,1.0,0.00041687220800668,True
39,exact_autograd_bp_recipe,3,10209,180,180,4727,180,0.3424059013366699,0.9314000010490417,0.34474918246269226,True
39,exact_autograd_bp_recipe,3,10209,600,600,4727,599,0.08099627783298492,0.9939999580383301,0.08286630362272263,True
39,exact_autograd_bp_recipe,3,10209,6000,4727,4727,4697,0.000607694642804563,1.0,0.0006225748220458627,True
39,exact_autograd_bp_recipe,3,10209,9674,4727,4727,4697,0.000607694642804563,1.0,0.0006225748220458627,True
40,path_transport,3,10200,180,180,5648,179,0.47648621101379396,0.8894999623298645,0.47526970505714417,True
40,path_transport,3,10200,600,600,5648,600,0.23950667643547058,0.9630999565124512,0.23774036765098572,True
40,path_transport,3,10200,6000,5648,5648,5618,0.002095773309003562,1.0,0.001800927915610373,True
40,path_transport,3,10200,9674,5648,5648,5618,0.002095773309003562,1.0,0.001800927915610373,True
41,path_transport,3,10201,180,180,8255,180,0.4924616590499878,0.8921999931335449,0.4928523898124695,True
41,path_transport,3,10201,600,600,8255,600,0.2609685110330582,0.9563999772071838,0.26196321845054626,True
41,path_transport,3,10201,6000,6000,8255,5998,0.0020857975652441383,0.9998999834060669,0.0023538002278655767,True
41,path_transport,3,10201,9674,8255,8255,8225,0.0008725386765785515,0.9998999834060669,0.0010104397078976035,True
42,path_transport,3,10202,180,180,7667,180,0.4677975619316101,0.8914999961853027,0.4687933623790741,True
42,path_transport,3,10202,600,600,7667,599,0.25006072852611544,0.9523999691009521,0.25499916076660156,True
42,path_transport,3,10202,6000,6000,7667,6000,0.0017532244691625238,1.0,0.0015392019413411617,True
42,path_transport,3,10202,9674,7667,7667,7637,0.000889244102453813,1.0,0.0007469545817002654,True
43,path_transport,3,10203,180,180,9674,180,0.4783819498062134,0.8698999881744385,0.48005276918411255,True
43,path_transport,3,10203,600,600,9674,600,0.23496769261360168,0.9674999713897705,0.23097294569015503,True
43,path_transport,3,10203,6000,6000,9674,5989,0.0017881246395409108,1.0,0.0017026555724442005,True
43,path_transport,3,10203,9674,9674,9674,9644,0.000454961804067716,1.0,0.0004301477747503668,True
44,path_transport,3,10204,180,180,8615,179,0.4820562385559082,0.8884999752044678,0.4871346950531006,True
44,path_transport,3,10204,600,600,8615,600,0.23686420965194702,0.9630999565124512,0.24474750459194183,True
44,path_transport,3,10204,6000,6000,8615,5997,0.00149912977386266,0.9998999834060669,0.001822711550630629,True
44,path_transport,3,10204,9674,8615,8615,8585,0.0005120423678308725,1.0,0.0006699871155433357,True
45,path_transport,3,10205,180,180,6728,180,0.4889318509578705,0.8960999846458435,0.4888564348220825,True
45,path_transport,3,10205,600,600,6728,599,0.2620526719331741,0.9490999579429626,0.27091184258461,True
45,path_transport,3,10205,6000,6000,6728,5998,0.001770949581079185,0.9998999834060669,0.0021179683972150087,True
45,path_transport,3,10205,9674,6728,6728,6698,0.0012742382910102606,0.9998999834060669,0.0016628573648631573,True
