index,arm,depth,seed,budget,epochs_run,full_run_epochs,best_epoch,best_validation_loss,test_accuracy,test_loss,ordinary_stopping_reached
46,path_transport,3,10206,180,180,7996,180,0.51065644364357,0.8851000070571899,0.5082920789718628,True
46,path_transport,3,10206,600,600,7996,600,0.29586614615917206,0.9494999647140503,0.28526225686073303,True
46,path_transport,3,10206,6000,6000,7996,5996,0.002619609446078539,1.0,0.002033807337284088,True
46,path_transport,3,10206,9674,7996,7996,7966,0.001410660851188004,1.0,0.0009151821141131222,True
47,path_transport,3,10207,180,180,9555,180,0.492315941619873,0.8873999714851379,0.4911080002784729,True
47,path_transport,3,10207,600,600,9555,600,0.2522491111755371,0.9642999768257141,0.2515457272529602,True
47,path_transport,3,10207,6000,6000,9555,5998,0.001619157206825912,1.0,0.0017772361170500517,True
47,path_transport,3,10207,9674,9555,9555,9525,0.00042149408446857706,1.0,0.0005068544414825737,True
48,path_transport,3,10208,180,180,7198,180,0.4934283700942993,0.8738999962806702,0.4929705560207367,True
48,path_transport,3,10208,600,600,7198,600,0.2607224818468094,0.9585999846458435,0.25757184624671936,True
48,path_transport,3,10208,6000,6000,7198,6000,0.0018296322038397193,1.0,0.0016649982426315546,True
48,path_transport,3,10208,9674,7198,7198,7168,0.0011145740130916238,1.0,0.000999776995740831,True
49,path_transport,3,10209,180,180,7435,180,0.4814585863113403,0.8991999626159668,0.4813835918903351,True
49,path_transport,3,10209,600,600,7435,598,0.2460012888908386,0.9615999460220337,0.24838446080684662,True
49,path_transport,3,10209,6000,6000,7435,5993,0.0017764350324869155,1.0,0.0018213886069133878,True
49,path_transport,3,10209,9674,7435,7435,7405,0.0009872304180637002,1.0,0.0010188365122303367,True
50,per_soma_shared,3,10200,180,180,5579,180,0.5576111427307129,0.7716999650001526,0.56010901927948,True
50,per_soma_shared,3,10200,600,600,5579,600,0.2740589329719543,0.9750999808311462,0.2749039828777313,True
50,per_soma_shared,3,10200,6000,5579,5579,5549,0.01255794835537672,0.9984999895095825,0.013204536400735378,True
50,per_soma_shared,3,10200,9674,5579,5579,5549,0.01255794835537672,0.9984999895095825,0.013204536400735378,True
51,per_soma_shared,3,10201,180,180,6370,180,0.5584751001358033,0.7851999998092651,0.5578694343566895,True
51,per_soma_shared,3,10201,600,600,6370,598,0.2768041378974915,0.9717999696731567,0.2774021327495575,True
51,per_soma_shared,3,10201,6000,6000,6370,5999,0.011079647266864777,0.9979999661445618,0.01235873717814684,True
51,per_soma_shared,3,10201,9674,6370,6370,6340,0.010350566478818655,0.9980999827384949,0.011609082110226154,True
52,per_soma_shared,3,10202,180,180,6912,180,0.5523152976989746,0.7881999611854553,0.5522886514663696,True
52,per_soma_shared,3,10202,600,600,6912,600,0.2744472036361694,0.9716999530792236,0.2756418287754059,True
52,per_soma_shared,3,10202,6000,6000,6912,6000,0.011396327337622643,0.9984999895095825,0.011679650284349918,True
52,per_soma_shared,3,10202,9674,6912,6912,6882,0.009509774294495583,0.9985999464988708,0.009730322286486626,True
53,per_soma_shared,3,10203,180,180,6050,180,0.5511731927871704,0.7712000012397766,0.5553173422813416,True
53,per_soma_shared,3,10203,600,600,6050,600,0.27427577157020566,0.974399983882904,0.2753092646598816,True
53,per_soma_shared,3,10203,6000,6000,6050,5996,0.012905945877730847,0.9984999895095825,0.01234526839107275,True
53,per_soma_shared,3,10203,9674,6050,6050,6020,0.012778897151350974,0.9984999895095825,0.012276940979063511,True
54,per_soma_shared,3,10204,180,180,7310,180,0.5601009019851685,0.7637999653816223,0.5638625025749207,True
54,per_soma_shared,3,10204,600,600,7310,599,0.2651903491973877,0.9745000004768372,0.2699471712112427,True
54,per_soma_shared,3,10204,6000,6000,7310,6000,0.011957174989581107,0.9975999593734741,0.014387008734047413,True
54,per_soma_shared,3,10204,9674,7310,7310,7280,0.00911243802383542,0.9976999759674072,0.01157712284475565,True
55,per_soma_shared,3,10205,180,180,5038,180,0.5605816895484924,0.7820999622344971,0.5569777488708496,True
55,per_soma_shared,3,10205,600,600,5038,600,0.2953141284942627,0.968999981880188,0.29573139548301697,True
55,per_soma_shared,3,10205,6000,5038,5038,5008,0.019443698525428772,0.9977999925613403,0.01942484639585018,True
55,per_soma_shared,3,10205,9674,5038,5038,5008,0.019443698525428772,0.9977999925613403,0.01942484639585018,True
56,per_soma_shared,3,10206,180,180,5899,180,0.5637216722488403,0.7892999649047852,0.562501847743988,True
56,per_soma_shared,3,10206,600,600,5899,600,0.29465169081687925,0.9734999537467957,0.2911444902420044,True
56,per_soma_shared,3,10206,6000,5899,5899,5869,0.01354119434952736,0.9984999895095825,0.011354750953614712,True
56,per_soma_shared,3,10206,9674,5899,5899,5869,0.01354119434952736,0.9984999895095825,0.011354750953614712,True
57,per_soma_shared,3,10207,180,180,6871,180,0.5506050982475281,0.7892999649047852,0.5527452230453491,True
57,per_soma_shared,3,10207,600,600,6871,600,0.2580140570640564,0.9801999926567078,0.25867414474487305,True
57,per_soma_shared,3,10207,6000,6000,6871,5992,0.011338797269389033,0.998199999332428,0.011146779172122478,True
57,per_soma_shared,3,10207,9674,6871,6871,6841,0.008830254281312228,0.9987999796867371,0.008593459613621235,True
58,per_soma_shared,3,10208,180,180,6563,178,0.5647005109786988,0.7605999708175659,0.5644813776016235,True
58,per_soma_shared,3,10208,600,600,6563,600,0.2645747972488403,0.9761999845504761,0.26483675837516785,True
58,per_soma_shared,3,10208,6000,6000,6563,6000,0.009982175670564175,0.9993000030517578,0.008470370434224606,True
58,per_soma_shared,3,10208,9674,6563,6563,6533,0.008892940339446067,0.9993999600410461,0.00742773711681366,True
59,per_soma_shared,3,10209,180,180,7638,180,0.5646528776168823,0.776199996471405,0.5644024014472961,True
59,per_soma_shared,3,10209,600,600,7638,600,0.2769986934661865,0.972599983215332,0.2769436538219452,True
59,per_soma_shared,3,10209,6000,6000,7638,5999,0.009354242298007012,0.9983999729156494,0.010799161158502102,True
59,per_soma_shared,3,10209,9674,7638,7638,7608,0.005732691510021686,0.9988999962806702,0.006968533154577017,True
