index,arm,depth,seed,epochs,best_epoch,cap,ordinary_stopping_reached,restored_epoch,final_equals_best,private_loader_rng_saved,checkpoint_sha256,execution_sha256,config_sha256,training_summary_sha256
10,broadcast_autograd_localca_recipe,3,10200,5579,5549,6000,True,0,True,True,b6984ce8c29a375cd5bc9de3d9d96254b76401da2be8731813eaffb29051c39f,501d454080ab19ea1ff19c801a9104f1b8a936975c9e77c4c3c001ab1b1b3d84,fce945240d38722c1ba64e9211e9f8ceb3c513e0de36536726270498ec3579d3,ab5638b930588899787c4d44f1c9c4700c60b4e1894591376055fc3649ceb006
11,broadcast_autograd_localca_recipe,3,10201,6001,5971,24000,True,5100,True,True,02d45876606cd1c9b43e99b731173e929deea53209d829e634190ba1fe4b7e69,96b9e20ab2502c7e9a3e292e6860ef03d4f3bc9de7812cd302c2ff193417d674,8ca9cf38e6501ce6c657ab2f340cff4fafb950dc65269811b206fe7f0a90477a,a47f53e13c8223da534d1c80c3e2239bf89d41323fe644af219f0a3660dc362f
12,broadcast_autograd_localca_recipe,3,10202,6764,6734,24000,True,5100,True,True,649d18f1e6a0aeff9e2dc16f05aa1ac32fea79337dd622cbfe5fc6d60e323ea7,d0f52d73887574c38dd548f7cce4eedf7686765bd81cdde35ad1ef9d631e0340,9b3f7b1f101c3074e2a58befffb830f2da28c34d2fd9b5d76df0c45b1053b7c3,e83d349191938e303f0049a20550276d79dad8b4794b49f0e125bd6d148f6152
13,broadcast_autograd_localca_recipe,3,10203,5621,5591,24000,True,3600,True,True,3720dc3966414574a9bb62b16bff6749653651e809b6982cdd6e184c3d32896b,e6e41827783c4e6f626120fd11ef209fd7a8c0c49a8e3c126df92d11a428e115,f86c437166544dd71b3a27a11072238dac916ffc88cd23be60b7b16efe108fbd,13ae6c84460fad0da5a02035ebcd129eecf539739ef1d510199c5c82cfc78e9f
14,broadcast_autograd_localca_recipe,3,10204,6782,6752,24000,True,3600,True,True,54398f08985270ef6063c57a7b5fd8d1e29819cf256f150dd93d1bd826827c41,837083a4a75ad74d34c8d4e6607d1938ed86b237bed472d850114e0546fee48e,2dcc05feaaa2f5980ffb049706852454c344c4b343dba3b9ae3a20f41db01f9a,6870e5bad5af3966286904da856b22ac9159b0f35adf299aa7434ae5864a5c27
15,broadcast_autograd_localca_recipe,3,10205,5115,5085,24000,True,3600,True,True,a72f1e373bd2027fe7b40715f1ad35e03165631e070f08d2ef008d8827f9e1a2,3dac3b8aff0f6a4c3a8fb6287b31bb75d80002c43a916c99127a3302510c51ec,d23e920006343cf9a464450315b43453053d793eb97fd7bb87409d4ea88479b5,99971b66559ee4867d03c68f35550719eeebf45eea1952bb97ff86b9992e912b
16,broadcast_autograd_localca_recipe,3,10206,5892,5862,24000,True,1800,True,True,346f7fc618e007e1c208761369b1998c6d34f51be4b60428665cecce7a537e68,672c3cbb136602a028c7f7ade6ab2607bac43c142170e69f886c782c76929f80,091f2cc371a0b9a27b9c3c9470e8b4302444d9e40a96f3b050d75806dce13038,f9794a08965da25e178643d3bc7ef6912d85888fb47cc715928f21056d99ae24
17,broadcast_autograd_localca_recipe,3,10207,6639,6609,24000,True,0,True,True,2ad17159a2c758a6829d81e078e0567a00ea61773e4b4156c0217d163190df74,d765427c9ddb996123ebc561934d2b1c9cff2ef44147b1788593fb1da20a7eb3,6e7077ec2228d5b67b6bff957fe4935a3ba491dcdb60656b26e92b2add51b6ea,5c4b1b145feb2670652b4c163f008f8086e9dc8fe07dc2f5aa83c362f9589a8c
18,broadcast_autograd_localca_recipe,3,10208,6776,6746,24000,True,0,True,True,7cb7003f500c3d01a4b89820dcb7e312a0140509635d45f471e361c498a70d84,1bf37725e33b581f5e777cc655fa00ee3bc65584d4a623c3d136d81c2efa91a8,b13ddd7d1b7b4f03fe699a0393c54c52361e28414607a55071240ce8e1f10fe6,68f17b8389e051d189ba6ca6296f166dab73a1d3527c633873ae02d210417913
19,broadcast_autograd_localca_recipe,3,10209,7891,7861,24000,True,0,True,True,6000a2c6c0b939560470acc401f0dc3744503db900fe3a6f63c6e49f3341c5fc,c8eb778350ebf10bdf4ff6d34e02c38e65c367f79b4b65726cf77daabda5ac0f,51bbfce521abc6a2c5d34ef0cd50e6e1acb8547d1a302823525cadf0c76810e9,6468522bbf05d2e46fd395c387ec09b17dd3f883e8744db3e5d816b7c08d3a94
20,exact_autograd_bp_recipe,1,10200,558,528,24000,True,0,True,True,e969ac94530c8259fa07298cbf3619c82be7d6b789fe3098cf5193fd6317dd43,5b84ceb8b1d63b1c12b42c203871533b539f47cad88597beb8385aa5a883b03f,0db4f8565054997c56c9f78b9f3fe84ed8178537fbaf46f12ec890ec422fd3ee,278907ce2f9e30e6c12b815d7b952a1b740aea299a384202a52d3c95bb7536bc
21,exact_autograd_bp_recipe,1,10201,414,384,24000,True,0,True,True,5b3089ac2a8c30e22e8dcb86fe53ad6dd6a05ff5802b68dd207dbc1a12561cc9,940dc794a5bd7b15f563924dd73c754eb0898f6ab6c55334d4d76c7640c3a08c,e7ff5ce2de0079d4291fe7b16286a4717108f7fae29a0e9f786f6f6db799078a,e4967490c9c4b29ec23fdf3d336685e19603afcf1ed0e52434e97cd83ce8e9a4
22,exact_autograd_bp_recipe,1,10202,438,408,24000,True,0,True,True,0cb83c08c4ec77dc6dbe1c034eae4790d0b7e4b93341f6250378ff54224dbabc,b0fbf2df4c4013daaedc57c0e8e3273686f2631ae9cb6413dcd047e789efbc3d,8806bc65c8abbe8d7387bff7cfd7affc5d891f9c0da80aa1419297b62be4307d,56b5e6151deb597633f3d5658554d9df3e0ea243e907087be5221927e9629a6d
23,exact_autograd_bp_recipe,1,10203,484,454,24000,True,0,True,True,4dbfd58b10c1e76e009b4ed91e727825bd8630d3bb5dd8065a48bd409d57412c,b90d0861b65dfecf9d678e908142d7e6c1a77d2213dd7ad91ee24fc075b20e80,4d7ce09326ac4470df8927eddcd8c65aa3a098b7b4b7b9b4726b295ea8f2d779,19c9804db9e6d4cada38b1ef83bcc416c985e26d6ecc08e739642b042e365715
24,exact_autograd_bp_recipe,1,10204,746,716,24000,True,0,True,True,30f56aa8da45cf8c538bbd95f909fc62433b2ad38a244607aaa34bc171dc1e2f,a2a6f901322b76769ce8d06efc3e49082020e8673a0333ade469edeb2f9d3130,d2954bd54cfe4116e3ee6379a9859213b6005c94c231c76f11204f0a49455a31,6b1696a88277145016c3123ff9d4759f51577cf717aab113b6c3df6c0441e910
25,exact_autograd_bp_recipe,1,10205,118,88,24000,True,0,True,True,1f91cf288efacfd03c4f4778ff024b2f4219d517b53cfe59fdecbe7e6dd157a2,e7b5713894e829181c3bf63c993879f6fb3a907e03bbb26d327177475503b3e2,8e19a9a318e75541a70fedd90214c7ebfa67eac3fe6edc3fadefba8c57d551ae,9b1c3d50c7a859249ea86b2a13efaa2ff8ecc01d45049d4cd86c30c71668a180
26,exact_autograd_bp_recipe,1,10206,511,481,24000,True,0,True,True,f4187e2c4d84c1eb2bfd6f46edd8d7f97deb2dff7bfd17254ecc63a4cb98ec65,7a7556061fdf7bf489892b76b4e431dae2f230789783b7229e90cab70dfbc753,80ab59d2f696a22610b29e9b7beceed6a97693fc667b7253cbd55fd770eab3af,aff0535c95a414d788935267ebb59993feafb7dc071aa50bfed9991ada2044c3
27,exact_autograd_bp_recipe,1,10207,551,521,24000,True,0,True,True,bc65a873e2af9cfa8b453719cc39ab95eff3c670092186b5e0ee039777196e8f,4220fda6ca8ab85681eac436323b4883995d80cd8797affee2fc0fe3ad892e8c,01908720736dc684588bd062a1005b1fe2bb1bc59842d521d80336acec90a474,754dbbb0232a6f668b90d5d80c91ac511dd057e93f34e3ca204d372f49397f40
28,exact_autograd_bp_recipe,1,10208,110,80,24000,True,0,True,True,08fb741eb90f38a26c49a98fc240238f11d534420a622e2b765edeeaad457621,f998c1bd5ac9266fc5be06a4345ab696ff4ae92cf517763880b2cfdab9677a87,3d93c70602336b495bd290387a55895b07f5d46a97a5d210ab9fe430eed71163,487e5a97efefbae157c7bd4fd3b26c7c43b97f99676e8e2b530849c8c11620c4
29,exact_autograd_bp_recipe,1,10209,409,379,24000,True,0,True,True,79c1a00feecf10b6006e402c3719a436133092728dd3a4583ceeac7f4e83835a,b0a1a26b3e11309fb67ff55d8f5c4bdf1b3f58b5614e2eb560ba0b0757c46c86,34c49e3f16095dda118d85e6d53925a21a77dd99d626363416a4158921092af2,5c0aab0d299b39213bdf4fabd75c4ff417d48f0beea46d0700af483568df6604
30,exact_autograd_bp_recipe,3,10200,4327,4297,24000,True,0,True,True,30d70dde3bdceb998c0f6271c783411468bce13edea1441939403d37a4039a90,a23eaf823c51770d49724e16875713a4ea8a12e2228a49ab73907c46957938f2,433964e94e44042b8721bfc650a14b3ec8a01c48d16052d98584fbbc337006bf,7047cf19bca49cab223ea9a27524f635a1108817742560c23112c5527335970c
31,exact_autograd_bp_recipe,3,10201,5039,5009,24000,True,0,True,True,d2394f0eeb2624f3cd7a907079c713af28ac58183865d03fa55170d4129f3f97,a504cb573ca710f73646c24760a9fcbb537017184735c96ed522c3afc1add204,a71079896d0ac099078f1d606aa830b82c6f3c050d853d888628b38039ee52aa,b641593c7e250761d0ae5ccb920f7cbb62a07ea96556a69627a36bdc54a5ba7e
32,exact_autograd_bp_recipe,3,10202,5673,5643,24000,True,0,True,True,8a0ff1fa02777421e12370d752b7a5c368e5029475424a4bb46b572a97eb59de,c8ac59a9cfe0027bddcb46cb150769f6529f0dd5fe69231ec4f7882ad59d86f5,89380209a55fad96c0d544fccd4be356ccf2a9e1db86ccce034169a197c1dc96,113a174f077c53b3dafe72f779b354da3a0d9e07d8e9a967db9d3c3b5373c39b
33,exact_autograd_bp_recipe,3,10203,5569,5539,24000,True,0,True,True,0311e71c3bbe92080e1167cf674829f066c22d21394157f835d600a90d87e83f,b96f7b95a209bf2497225f2b3825a5be341adb6c9989dc693d3f23e61c5910e7,d788f6432a6f023961089360a78c8f704eee63be669712db1802c8082ef00fe4,fa8d5187b28d9bfb92b8a64f14336a8a3935a1d745d5e634d5029804e661958e
34,exact_autograd_bp_recipe,3,10204,8763,8733,24000,True,0,True,True,f4ffcb3e36b3e50d60fc28fedd20335da8ae950544d6d96144205acab31c87c6,35bb28d0130863e4aebf8335ceccc49961e876cad8298772fd85a8e136acda07,5b2d8d6eaa3c5e65a778b0ddeb2c076ed9a9a04a0dfd8e8490e5af129b677c19,8ddea4278b2dbf16e91dcfab320e8bd7771a5ed6b3edce04cd5b3ae8063110df
35,exact_autograd_bp_recipe,3,10205,5767,5737,24000,True,0,True,True,f7a44f67c5e1104aa48e8af0410c0efcba20c6e28acc563d27628375e0b04635,c70d2b70ff1d98a5b9fd709aadbde0e1efdc673b637b5b35f80ecbaec6d55224,801d4a48238d9429057d96751fddf3ebbb824870ebb31ce89620de500b430ab8,0ab90e3848fe54e743bc337001a5dc169604e7dbf52a1befa551c4884ca88285
36,exact_autograd_bp_recipe,3,10206,4455,4425,24000,True,0,True,True,4c6bfd129f88db03820b4d8eb005fe29a9e193907b2d5a09c67b605579a611dc,aeb60b5dc36d17f12968cebeef54979f716c0819502adca9b264baaca9bbd32b,eb719586967c3675ceedaeeac81e6e00dce63e1ea5e1630948470c7e2ffbf264,80f15d3d0348c33c0f79ac4434c67bed5f7647305455be6cbea2ab4b02121403
37,exact_autograd_bp_recipe,3,10207,5984,5954,24000,True,0,True,True,fea657cc9f1bc03c594cfc4a8249561d9dfc9c27549d737c62508c791b9555ec,8b6dec0c4ad63decdac9f73c0a4c9fec9031fd934073c160b01a9d81fba1e155,074fcf22ab3b9363f1f5eb7c3dc8d8403b20e3dde3ca21a93aaa328322568d69,6ddf87d19ee2428fc8aa0f84c8488b69b7d0b30e5b65ce0c5f8d87952bd84ec0
38,exact_autograd_bp_recipe,3,10208,5499,5469,24000,True,0,True,True,d325f0127c033fefa55b6bd5e30d00f4984c328ee6ae667a9916e2e1e15cadbc,bfb9799767cdc93f33b96c253edc081b03f5b1d50fc0ba6166ec407c17895827,ffc7edfc6d73e93a6e7bf0c255fd463a80db4009b099e5aa3bda58d40aa8e1b5,137c6272da82b613fe03a4706bff892f83a13194fdada86b5cadbb68da9d9902
39,exact_autograd_bp_recipe,3,10209,4727,4697,24000,True,0,True,True,b3865fe4bbd57aa26e6752f58fbbde27db0ce33a1f8a13231ede6f00db164c9d,b6baea99da7ca2061da50f19fe19454d75a7c1a0b29f870045f9ae35a52e94b6,194780fad73098abcae2d1c3b00cecb44f8b8737551c57c4d8975c6e1cede263,9035f77d4f750f50fc8469c1f16ead7dbdbf9c9cc848c4e1b1cfeaa7915dbc97
40,path_transport,3,10200,5648,5618,24000,True,0,True,True,036406d44c9cb7648a7779da301a4c69cf99126ba9a358f9a692b0af3869ecb8,1f32dd615410eba471e6ebcbdbe90cb099b2fe1ac1728058520467710e6fe976,19361fa68476c02826c647383c863f748a9946ffc2c8537daf1eb2c8b9b84fc7,3b01ad5599e16b1216952938db32977f77b59efd84ff7bbd05243a65a213d404
41,path_transport,3,10201,8255,8225,24000,True,0,True,True,9b2586afecbd2de0584a97fbffe6eb3b694069ae137a402391622fe883c43571,2694491a30289bee3684789fcaeea779f3ac76d2205c4d85b7940d27c083f131,710c6bc21a87247b59914c14b1b895c645e744453005704234b65f5ab3b23256,0d09e28d93d96331a0c9a05de0f424b78c3759750b34905c3547caf8f8fc6114
42,path_transport,3,10202,7667,7637,24000,True,0,True,True,808184f7f3a23d2bfde847b3816024bed9f937f435b744ea535b1dbfaa3c373e,bd776fdef65329581a1ec1734f5e9369b6da305d6d31c0201fef0caca11d2ca6,739016b4f2edf6e86e9aecf055bd7b70a011c0b91f18290935d92ea9242362e2,6c8062b08aa0f0e844a20735ba6007cd4bdf44d85ab0311468044c9f131c1046
43,path_transport,3,10203,9674,9644,24000,True,0,True,True,c0a3731c97174e1e5bba5214e182ea24f2ad9491e4cdc7753623587a3b7483cc,a28f349d3030e1b0e5690006b76afe52e5267cb57f9d5398a37d43e2f53254db,2a4a0a0974bf1cf9e5f1573a1cf209667f320f33c6e33fa8b1a30bfc4bbd97ea,950ad8c6221c1385ce502219f91bf288300e796e60d4deea5408d2c0fbc0d925
44,path_transport,3,10204,8615,8585,24000,True,0,True,True,ab378c1489299e5c24a994a1784abe25ea0b8d9461a0e3c469d72057ada3fca4,5747d44505a42169076c723629682edfacd81aec8de86ece1bf5935d935f8b88,7382f4c29108aaee7f73f1a5f17e21e3b8f9cd931b7fc9c4c3b5a2dfae5a14be,5efa5e59567141e27facb809fcf87a7138bfc3a39a027947ade1e1b739cbe9c9
45,path_transport,3,10205,6728,6698,24000,True,0,True,True,a1e9790a4270f0c93091317c330825df086bf94d7a4863ef0bfc680e315f748e,392f4efb842b356a883fa9031e1e136eed33431f8af9d75a9b6ca669048efd92,0a022b06d784f81bd74751ff08ba3ad98e08cc37100ed44074077457be0d27da,b43b7204941c1400c33707b19c1adce8cfce6468775e152567c18f85d3b21b91
46,path_transport,3,10206,7996,7966,24000,True,0,True,True,0521473c2d40233d95395c97a5f52799d78ce5be9ff99fb778627d612d4e9bac,d762e5c2d6f225bdc437c66d22d2bfe5231f98c232f33cf907aa07e933439ad2,24249041e9a99aa2acac02ec95b764c91374adf41bea881918e93c4e0e67f893,42838ad2321485aa35bb829794d69a27086db31e2dc5604bddd816109729ec09
47,path_transport,3,10207,9555,9525,24000,True,0,True,True,bb84f982639786e2230e6d91e2129d625c61c85294a950dd12ae0578fd9fb3a7,34f2d8fd4bc8a4f225bf90ca82c6aaf523f9cefd1bb86122331397f6aac25ee1,11d1d7b97affbe7f5b97864c791a1ec95a4af58d6c0cdec6e05da6e35b4d5b09,a80a1bd640661e723cdb7228e15880671d7a4d029c8a9483d53f15dfd9b9376c
48,path_transport,3,10208,7198,7168,24000,True,0,True,True,f4143424d4983a82fb8ae632a03ca9178dd23410793c7e1fcf1e15549e5bd4b7,76dd9de7e7236899aa3adf4e9e7f781227adca6557177bdf946eb12eba428168,ff03f0c5e0e6146eafe6bb7564e6989430769e0f17b85f60e74c85000db8e9cb,a494138992b96b609b336f52d309c5fe8834ae26cfd837d617e8fae2d391d7ca
49,path_transport,3,10209,7435,7405,24000,True,0,True,True,04eb91ed468ed9921544a7dae17fc296b0cb8759f589453a32ac118053a1914e,ad24549b01fea4dcad796794804f58a7f32b799a3cdeedc10e1194480f560cf6,0a35533c8d2bbe308671e0aac3c94cd9474427f3d770aa8307a1a2cc444517d3,1fa36c3f21fcc7197a5d86ddf18e40027794f6a9ee3c6171317e0064f27672ca
50,per_soma_shared,3,10200,5579,5549,24000,True,0,True,True,07bc18ddc2accaf6710e5e74118396aaa6463c87a7105b7afac370d3c933f899,7addf05b0f8df8a2d49506e9b54e0ea27e302bb85a78c3566911c10a2be58af7,39471ae9f3691fec5124a22558ff7eb622d1e813a4c30333371c46d0338e7e82,6a6acf36fb516aedc96d447d8bdad93e068d4bfc543ec44777e0ff97b26a2f35
51,per_soma_shared,3,10201,6370,6340,24000,True,0,True,True,63140cffec7449ab466ae257ebd350b88f53885224852a5c972aba71a1fe92c6,6fef7bef1b8a012e538a0f9a8fb2b790769e71d5d98b4b3df1b80a9e530e87a3,777eda8877175b96b29ff97b87c8683f54a1597999e4ccab846f64074d081e04,4497bf710a74aecb1204d56a23840047e4931523f7784675e5aca774f2c81329
52,per_soma_shared,3,10202,6912,6882,24000,True,0,True,True,7f6320e6615cea3fe462d09d2e0cf2578968cecbea1014a214711e52d978dc91,1b1b04db20c22e3b471f9a8d12e6d03572c5b4b95d37339ff4ba91cbce21c1c2,c170a86bac0782a58fcba4e6f079f32e1c0cf931a6edc3c965bc5f653dfd269a,c34433057eb4eaebaa5acbc3596a006be0b6d61b31c605bfe0bdb9b42f138fa7
53,per_soma_shared,3,10203,6050,6020,24000,True,0,True,True,d1c430123a23cb2dd06ca1eabc6094e71fb78ef5c8d6dc72f6755c2785c139fa,795fc0201e5825493a4d8183bf622da6b0f77d0cad6e99e77f388d766405c963,5a7e04b96af31bb9e1687b81e606c8affd7fb8814e835b5c6c1d2a1b8a891540,ea3f32622320c36cba14b6e5c34119912739a2f96e0734d485cfab108ee3c3d3
54,per_soma_shared,3,10204,7310,7280,24000,True,0,True,True,0221b2a8cb29f599d4e12c2aadd82ca54bebab19a982cd09d0a30a11c9dae629,01ea7751af7ae68ff25b3c3f65e0f966de92842899b35eaaf538db59e45b761a,52ab2843628b62e521ddc77753c22ca28173a9f1971ddaec63baf5aa7f81c98c,03592a3e455b2d9df7e759e897b41cedd4b5739be7b10ffba61c8c730ae74cc1
55,per_soma_shared,3,10205,5038,5008,24000,True,0,True,True,7ad46dec4475286637425da0fdf60547a3bd95e715ef487f51d95c7559f09075,07c735dd4631c7adf3af7faf747da6f811bd3fc7b0352ba6141b6fcf38e61704,e53575a78d23c2391f2173caf5e7bff9693d72b44e0225462097c0a017e806d7,087a41e668a8327c7c06407ed46cf1e1ef9d0153654de109d1345d36b91c43c5
56,per_soma_shared,3,10206,5899,5869,24000,True,0,True,True,b9e3c062d296cff08de3c57c50098dc4493567103e1b379d82101c3434de3d8a,426de8a23fac8af3fb1d2e07c5a1f71ff5793b38c8b7f58bead33d344fa2458e,a80bb1db350e547e045ebe278a5e24410fa51edd871fa38ced445bf0a06b8e38,b918dfc75c8c0fd01567fba0f5aaa69a87398d21bd20700d60d11b17caecba00
57,per_soma_shared,3,10207,6871,6841,24000,True,0,True,True,90c29db7920dab0700a7cb53f39516273e2dc73f42dc74248c0f6dca780b1dcd,be49fec241ea3a3b6b074811ba5d9d70fedb62e7fe6e928f55b8324e5cf9ac48,f67b2cb6115ef0d77977055407cdeff59319ec696dd798fae229c9232e2df938,61fac23891917cc6e70dec293c1b234444fa32dee829e8db284b60c75a096246
58,per_soma_shared,3,10208,6563,6533,24000,True,0,True,True,fd6700079937133ecfa275042b0fa7a8dae1672412765066876f679492ef5343,d33f098c2cef7f62074ea93e6ae3d6007f885cc83af5ab6823d4d6893014c7a8,17e5058184923b32a6edced109fa653cf084452f81d01056c945503502d64c30,3a0f25644ba4554457387b5edb8047c9fbee6104d4427aee4d412cc844fe0824
59,per_soma_shared,3,10209,7638,7608,24000,True,0,True,True,674f3cfc352eb062f384c81ff7ec57ba93e23cd24f6cb577b21e961349f895bf,d81f01620fc9d0ea3bc34ae7719c71d036b499ce980d5cc21079c3369190b53c,3651ec8925834aa4e19dc828051d5eae068bf951d608d824e32e4e72358a2ce2,3679652ff0c5eb45ef12bf6985da9b255e98dd8dd12d0960322e0b56bd4c5f31
