run_dir,factorization_weighted_cosine,factorization_weighted_relative_l2,factorization_weighted_scaled_relative_l2,factorization_weighted_scale_mismatch,factorization_weighted_r2,path_factor_scalar_weighted_cosine,path_factor_scalar_weighted_relative_l2,path_factor_scalar_weighted_scaled_relative_l2,path_factor_scalar_weighted_scale_mismatch,path_factor_scalar_weighted_r2,path_transport_weighted_cosine,path_transport_weighted_relative_l2,path_transport_weighted_scaled_relative_l2,path_transport_weighted_scale_mismatch,path_transport_weighted_r2,per_soma_weighted_cosine,per_soma_weighted_relative_l2,per_soma_weighted_scaled_relative_l2,per_soma_weighted_scale_mismatch,per_soma_weighted_r2,scalar_weighted_cosine,scalar_weighted_relative_l2,scalar_weighted_scaled_relative_l2,scalar_weighted_scale_mismatch,scalar_weighted_r2,path_gain_cv_mean,path_gain_mean
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_50,1.0000006250515105,5.7395567271496874e-08,1.1589444665393414e-07,0.0,0.9999999999999966,0.04214475848353826,16.670232489245855,0.9991045012526223,1.1631871319335727,-325.47389718238605,0.6532543714229877,396.41106803170595,0.7563099592066818,2.5444895359253152,-183234.03208394654,0.08492499761856519,298.6842198990624,0.9797657393816686,2.2766968657245013,-117954.29540377496,0.03734678259262672,289.4777412221463,0.9992942247153237,2.1711556224194988,-116753.2989095783,0.5227933071069553,0.1689954626445587
