task_id,candidate_id,shape,restart,normalized_mse,centered_cut_bound
nested_prefix_000,balanced_p0,balanced,0,0.750000097872227,0.75
nested_prefix_000,balanced_p0,balanced,1,0.75,0.75
nested_prefix_000,balanced_p0,balanced,2,0.750004308643575,0.75
nested_prefix_000,balanced_p0,balanced,3,0.7500000000535834,0.75
nested_prefix_000,balanced_p1,balanced,0,0.7500000978722271,0.75
nested_prefix_000,balanced_p1,balanced,1,0.75,0.75
nested_prefix_000,balanced_p1,balanced,2,0.750004308643575,0.75
nested_prefix_000,balanced_p1,balanced,3,0.7500000000535834,0.75
nested_prefix_000,balanced_p2,balanced,0,0.7499990415913597,0.3454915028125263
nested_prefix_000,balanced_p2,balanced,1,0.7495666500405012,0.3454915028125263
nested_prefix_000,balanced_p2,balanced,2,0.5,0.3454915028125263
nested_prefix_000,balanced_p2,balanced,3,0.7495469037006224,0.3454915028125263
nested_prefix_000,balanced_p3,balanced,0,0.5000000020831727,0.5000000000000001
nested_prefix_000,balanced_p3,balanced,1,0.5000000000189895,0.5000000000000001
nested_prefix_000,balanced_p3,balanced,2,0.75,0.5000000000000001
nested_prefix_000,balanced_p3,balanced,3,0.5000000000068536,0.5000000000000001
nested_prefix_000,comb_p0,comb,0,0.7500000019505186,0.75
nested_prefix_000,comb_p0,comb,1,0.7500000000000001,0.75
nested_prefix_000,comb_p0,comb,2,0.7500000000000007,0.75
nested_prefix_000,comb_p0,comb,3,0.75,0.75
nested_prefix_000,comb_p1,comb,0,0.7500000019505186,0.75
nested_prefix_000,comb_p1,comb,1,0.75,0.75
nested_prefix_000,comb_p1,comb,2,0.7500000000000007,0.75
nested_prefix_000,comb_p1,comb,3,0.75,0.75
nested_prefix_000,comb_p2,comb,0,0.75,0.5000000000000001
nested_prefix_000,comb_p2,comb,1,0.75,0.5000000000000001
nested_prefix_000,comb_p2,comb,2,0.75,0.5000000000000001
nested_prefix_000,comb_p2,comb,3,0.5,0.5000000000000001
nested_prefix_000,comb_p3,comb,0,0.75,0.5000000000000001
nested_prefix_000,comb_p3,comb,1,0.7500000759116057,0.5000000000000001
nested_prefix_000,comb_p3,comb,2,0.75,0.5000000000000001
nested_prefix_000,comb_p3,comb,3,0.75,0.5000000000000001
nested_prefix_000,mixed_p0,mixed,0,0.7500000001666287,0.5
nested_prefix_000,mixed_p0,mixed,1,0.75,0.5
nested_prefix_000,mixed_p0,mixed,2,0.7500003695144275,0.5
nested_prefix_000,mixed_p0,mixed,3,0.75,0.5
nested_prefix_000,mixed_p1,mixed,0,0.7500000001666287,0.5
nested_prefix_000,mixed_p1,mixed,1,0.75,0.5
nested_prefix_000,mixed_p1,mixed,2,0.7500003695144275,0.5
nested_prefix_000,mixed_p1,mixed,3,0.75,0.5
nested_prefix_000,mixed_p2,mixed,0,0.34549150281256413,0.3454915028125263
nested_prefix_000,mixed_p2,mixed,1,0.34549150281252816,0.3454915028125263
nested_prefix_000,mixed_p2,mixed,2,0.3454915028125264,0.3454915028125263
nested_prefix_000,mixed_p2,mixed,3,0.3454915028125286,0.3454915028125263
nested_prefix_000,mixed_p3,mixed,0,0.5000000000004778,0.5000000000000001
nested_prefix_000,mixed_p3,mixed,1,0.5000000000246598,0.5000000000000001
nested_prefix_000,mixed_p3,mixed,2,0.75,0.5000000000000001
nested_prefix_000,mixed_p3,mixed,3,0.5000000000031875,0.5000000000000001
nested_prefix_001,balanced_p0,balanced,0,0.5,0.3454915028125263
nested_prefix_001,balanced_p0,balanced,1,0.5000000000000009,0.3454915028125263
nested_prefix_001,balanced_p0,balanced,2,0.5,0.3454915028125263
nested_prefix_001,balanced_p0,balanced,3,0.5000000000000338,0.3454915028125263
nested_prefix_001,balanced_p1,balanced,0,0.75,0.5
nested_prefix_001,balanced_p1,balanced,1,0.75,0.5
nested_prefix_001,balanced_p1,balanced,2,0.75,0.5
nested_prefix_001,balanced_p1,balanced,3,0.7500000000003244,0.5
nested_prefix_001,balanced_p2,balanced,0,0.75,0.5000000000000001
nested_prefix_001,balanced_p2,balanced,1,0.75,0.5000000000000001
nested_prefix_001,balanced_p2,balanced,2,0.75,0.5000000000000001
nested_prefix_001,balanced_p2,balanced,3,0.75,0.5000000000000001
nested_prefix_001,balanced_p3,balanced,0,0.5000000000000115,0.5000000000000001
nested_prefix_001,balanced_p3,balanced,1,0.500000000983033,0.5000000000000001
nested_prefix_001,balanced_p3,balanced,2,0.5000000000030473,0.5000000000000001
nested_prefix_001,balanced_p3,balanced,3,0.5000000000039178,0.5000000000000001
nested_prefix_001,comb_p0,comb,0,0.5000000003211904,0.5
nested_prefix_001,comb_p0,comb,1,0.5000000001255381,0.5
nested_prefix_001,comb_p0,comb,2,0.5000000000000002,0.5
nested_prefix_001,comb_p0,comb,3,0.5000000002553284,0.5
nested_prefix_001,comb_p1,comb,0,0.49999999999999994,0.5
nested_prefix_001,comb_p1,comb,1,0.49999999999999994,0.5
nested_prefix_001,comb_p1,comb,2,0.5000237882548372,0.5
nested_prefix_001,comb_p1,comb,3,0.5000000000000008,0.5
nested_prefix_001,comb_p2,comb,0,0.75,0.25
nested_prefix_001,comb_p2,comb,1,0.75,0.25
nested_prefix_001,comb_p2,comb,2,0.75,0.25
nested_prefix_001,comb_p2,comb,3,0.75,0.25
nested_prefix_001,comb_p3,comb,0,0.5000000000001232,0.5000000000000001
nested_prefix_001,comb_p3,comb,1,0.5000000000974143,0.5000000000000001
nested_prefix_001,comb_p3,comb,2,0.75,0.5000000000000001
nested_prefix_001,comb_p3,comb,3,0.5000000001484186,0.5000000000000001
nested_prefix_001,mixed_p0,mixed,0,0.5000000613361606,0.5
nested_prefix_001,mixed_p0,mixed,1,0.5000000013275621,0.5
nested_prefix_001,mixed_p0,mixed,2,0.5000000001449649,0.5
nested_prefix_001,mixed_p0,mixed,3,0.5000000086811345,0.5
nested_prefix_001,mixed_p1,mixed,0,0.75,0.5
nested_prefix_001,mixed_p1,mixed,1,0.75,0.5
nested_prefix_001,mixed_p1,mixed,2,0.75,0.5
nested_prefix_001,mixed_p1,mixed,3,0.75,0.5
nested_prefix_001,mixed_p2,mixed,0,0.75,0.25
nested_prefix_001,mixed_p2,mixed,1,0.75,0.25
nested_prefix_001,mixed_p2,mixed,2,0.75,0.25
nested_prefix_001,mixed_p2,mixed,3,0.75,0.25
nested_prefix_001,mixed_p3,mixed,0,0.5,0.5000000000000001
nested_prefix_001,mixed_p3,mixed,1,0.5,0.5000000000000001
nested_prefix_001,mixed_p3,mixed,2,0.75,0.5000000000000001
nested_prefix_001,mixed_p3,mixed,3,0.5000000000323185,0.5000000000000001
nested_prefix_002,balanced_p0,balanced,0,0.75,0.5000000000000001
nested_prefix_002,balanced_p0,balanced,1,0.75,0.5000000000000001
nested_prefix_002,balanced_p0,balanced,2,0.75,0.5000000000000001
nested_prefix_002,balanced_p0,balanced,3,0.75,0.5000000000000001
nested_prefix_002,balanced_p1,balanced,0,0.75,0.5000000000000001
nested_prefix_002,balanced_p1,balanced,1,0.75,0.5000000000000001
nested_prefix_002,balanced_p1,balanced,2,0.75,0.5000000000000001
nested_prefix_002,balanced_p1,balanced,3,0.75,0.5000000000000001
nested_prefix_002,balanced_p2,balanced,0,0.5000000000000058,0.5000000000000001
nested_prefix_002,balanced_p2,balanced,1,0.5000000000000018,0.5000000000000001
nested_prefix_002,balanced_p2,balanced,2,0.5000000000002327,0.5000000000000001
nested_prefix_002,balanced_p2,balanced,3,0.5000000000000502,0.5000000000000001
