task_id,candidate_id,shape,restart,normalized_mse,centered_cut_bound
nested_prefix_002,balanced_p3,balanced,0,0.75,0.5000000000000001
nested_prefix_002,balanced_p3,balanced,1,0.5,0.5000000000000001
nested_prefix_002,balanced_p3,balanced,2,0.7500026218167204,0.5000000000000001
nested_prefix_002,balanced_p3,balanced,3,0.5000000000000009,0.5000000000000001
nested_prefix_002,comb_p0,comb,0,0.75,0.5000000000000001
nested_prefix_002,comb_p0,comb,1,0.75,0.5000000000000001
nested_prefix_002,comb_p0,comb,2,0.75,0.5000000000000001
nested_prefix_002,comb_p0,comb,3,0.75,0.5000000000000001
nested_prefix_002,comb_p1,comb,0,0.7500010260210184,0.5000000000000001
nested_prefix_002,comb_p1,comb,1,0.75,0.5000000000000001
nested_prefix_002,comb_p1,comb,2,0.75,0.5000000000000001
nested_prefix_002,comb_p1,comb,3,0.75,0.5000000000000001
nested_prefix_002,comb_p2,comb,0,0.5000000002588614,0.5
nested_prefix_002,comb_p2,comb,1,0.5000000002987499,0.5
nested_prefix_002,comb_p2,comb,2,0.5000000014561892,0.5
nested_prefix_002,comb_p2,comb,3,0.5000000000786453,0.5
nested_prefix_002,comb_p3,comb,0,0.5,0.5000000000000001
nested_prefix_002,comb_p3,comb,1,0.5,0.5000000000000001
nested_prefix_002,comb_p3,comb,2,0.5,0.5000000000000001
nested_prefix_002,comb_p3,comb,3,0.75,0.5000000000000001
nested_prefix_002,mixed_p0,mixed,0,0.7500000000048499,0.5000000000000001
nested_prefix_002,mixed_p0,mixed,1,0.750008087211038,0.5000000000000001
nested_prefix_002,mixed_p0,mixed,2,0.7501575016587727,0.5000000000000001
nested_prefix_002,mixed_p0,mixed,3,0.75,0.5000000000000001
nested_prefix_002,mixed_p1,mixed,0,0.7500000055809058,0.5
nested_prefix_002,mixed_p1,mixed,1,0.75,0.5
nested_prefix_002,mixed_p1,mixed,2,0.75,0.5
nested_prefix_002,mixed_p1,mixed,3,0.75,0.5
nested_prefix_002,mixed_p2,mixed,0,0.5000000000000793,0.5000000000000001
nested_prefix_002,mixed_p2,mixed,1,0.5000000000022544,0.5000000000000001
nested_prefix_002,mixed_p2,mixed,2,0.5000000000640579,0.5000000000000001
nested_prefix_002,mixed_p2,mixed,3,0.5000000000051026,0.5000000000000001
nested_prefix_002,mixed_p3,mixed,0,0.75,0.5000000000000001
nested_prefix_002,mixed_p3,mixed,1,0.75,0.5000000000000001
nested_prefix_002,mixed_p3,mixed,2,0.75,0.5000000000000001
nested_prefix_002,mixed_p3,mixed,3,0.75,0.5000000000000001
nested_prefix_003,balanced_p0,balanced,0,0.75,0.5000000000000001
nested_prefix_003,balanced_p0,balanced,1,0.7500000148496313,0.5000000000000001
nested_prefix_003,balanced_p0,balanced,2,0.7500000000266445,0.5000000000000001
nested_prefix_003,balanced_p0,balanced,3,0.75,0.5000000000000001
nested_prefix_003,balanced_p1,balanced,0,0.75,0.75
nested_prefix_003,balanced_p1,balanced,1,0.7500257474958614,0.75
nested_prefix_003,balanced_p1,balanced,2,0.7500000348400018,0.75
nested_prefix_003,balanced_p1,balanced,3,0.75,0.75
nested_prefix_003,balanced_p2,balanced,0,0.75,0.75
nested_prefix_003,balanced_p2,balanced,1,0.7500000000002716,0.75
nested_prefix_003,balanced_p2,balanced,2,0.75,0.75
nested_prefix_003,balanced_p2,balanced,3,0.75,0.75
nested_prefix_003,balanced_p3,balanced,0,0.7500000000000001,0.4999999999999999
nested_prefix_003,balanced_p3,balanced,1,0.7500000000000079,0.4999999999999999
nested_prefix_003,balanced_p3,balanced,2,0.7500000000000004,0.4999999999999999
nested_prefix_003,balanced_p3,balanced,3,0.75,0.4999999999999999
nested_prefix_003,comb_p0,comb,0,0.7499999999999999,0.5
nested_prefix_003,comb_p0,comb,1,0.75,0.5
nested_prefix_003,comb_p0,comb,2,0.75,0.5
nested_prefix_003,comb_p0,comb,3,0.7499999999999999,0.5
nested_prefix_003,comb_p1,comb,0,0.7500231083920208,0.75
nested_prefix_003,comb_p1,comb,1,0.75,0.75
nested_prefix_003,comb_p1,comb,2,0.75,0.75
nested_prefix_003,comb_p1,comb,3,0.7500258538782296,0.75
nested_prefix_003,comb_p2,comb,0,0.7500056634732604,0.75
nested_prefix_003,comb_p2,comb,1,0.7500000000160182,0.75
nested_prefix_003,comb_p2,comb,2,0.75,0.75
nested_prefix_003,comb_p2,comb,3,0.75,0.75
nested_prefix_003,comb_p3,comb,0,0.7500365892592495,0.5
nested_prefix_003,comb_p3,comb,1,0.75,0.5
nested_prefix_003,comb_p3,comb,2,0.7500000000000001,0.5
nested_prefix_003,comb_p3,comb,3,0.7500000000001183,0.5
nested_prefix_003,mixed_p0,mixed,0,0.7500000000000001,0.5
nested_prefix_003,mixed_p0,mixed,1,0.75,0.5
nested_prefix_003,mixed_p0,mixed,2,0.7499999999999999,0.5
nested_prefix_003,mixed_p0,mixed,3,0.75,0.5
nested_prefix_003,mixed_p1,mixed,0,0.75,0.5000000000000001
nested_prefix_003,mixed_p1,mixed,1,0.7500000028650513,0.5000000000000001
nested_prefix_003,mixed_p1,mixed,2,0.7499999999999998,0.5000000000000001
nested_prefix_003,mixed_p1,mixed,3,0.75,0.5000000000000001
nested_prefix_003,mixed_p2,mixed,0,0.5,0.5000000000000001
nested_prefix_003,mixed_p2,mixed,1,0.5,0.5000000000000001
nested_prefix_003,mixed_p2,mixed,2,0.7500000000000216,0.5000000000000001
nested_prefix_003,mixed_p2,mixed,3,0.750000000000001,0.5000000000000001
nested_prefix_003,mixed_p3,mixed,0,0.75,0.5
nested_prefix_003,mixed_p3,mixed,1,0.75,0.5
nested_prefix_003,mixed_p3,mixed,2,0.75,0.5
nested_prefix_003,mixed_p3,mixed,3,0.75,0.5
nested_prefix_004,balanced_p0,balanced,0,0.75,0.5000000000000001
nested_prefix_004,balanced_p0,balanced,1,0.75,0.5000000000000001
nested_prefix_004,balanced_p0,balanced,2,0.75,0.5000000000000001
nested_prefix_004,balanced_p0,balanced,3,0.75,0.5000000000000001
nested_prefix_004,balanced_p1,balanced,0,0.75,0.5000000000000001
nested_prefix_004,balanced_p1,balanced,1,0.5000000000000251,0.5000000000000001
nested_prefix_004,balanced_p1,balanced,2,0.7500001451588092,0.5000000000000001
nested_prefix_004,balanced_p1,balanced,3,0.75,0.5000000000000001
nested_prefix_004,balanced_p2,balanced,0,0.7500000010660892,0.5000000000000001
nested_prefix_004,balanced_p2,balanced,1,0.75,0.5000000000000001
nested_prefix_004,balanced_p2,balanced,2,0.75,0.5000000000000001
nested_prefix_004,balanced_p2,balanced,3,0.75,0.5000000000000001
nested_prefix_004,balanced_p3,balanced,0,0.75,0.5000000000000001
nested_prefix_004,balanced_p3,balanced,1,0.75,0.5000000000000001
nested_prefix_004,balanced_p3,balanced,2,0.75,0.5000000000000001
nested_prefix_004,balanced_p3,balanced,3,0.7501536220743334,0.5000000000000001
nested_prefix_004,comb_p0,comb,0,0.7500000000025859,0.5
nested_prefix_004,comb_p0,comb,1,0.75,0.5
nested_prefix_004,comb_p0,comb,2,0.75,0.5
nested_prefix_004,comb_p0,comb,3,0.7500000718961813,0.5
nested_prefix_004,comb_p1,comb,0,0.75,0.5000000000000001
nested_prefix_004,comb_p1,comb,1,0.75,0.5000000000000001
nested_prefix_004,comb_p1,comb,2,0.7500652525455028,0.5000000000000001
nested_prefix_004,comb_p1,comb,3,0.75,0.5000000000000001
nested_prefix_004,comb_p2,comb,0,0.75,0.5
nested_prefix_004,comb_p2,comb,1,0.75,0.5
nested_prefix_004,comb_p2,comb,2,0.75,0.5
nested_prefix_004,comb_p2,comb,3,0.75,0.5
nested_prefix_004,comb_p3,comb,0,0.7500014906072041,0.75
nested_prefix_004,comb_p3,comb,1,0.75,0.75
nested_prefix_004,comb_p3,comb,2,0.75,0.75
nested_prefix_004,comb_p3,comb,3,0.75,0.75
nested_prefix_004,mixed_p0,mixed,0,0.7500000000000002,0.5000000000000001
nested_prefix_004,mixed_p0,mixed,1,0.75,0.5000000000000001
nested_prefix_004,mixed_p0,mixed,2,0.7500027515777202,0.5000000000000001
nested_prefix_004,mixed_p0,mixed,3,0.7500074520904847,0.5000000000000001
nested_prefix_004,mixed_p1,mixed,0,0.75,0.5000000000000001
nested_prefix_004,mixed_p1,mixed,1,0.75,0.5000000000000001
nested_prefix_004,mixed_p1,mixed,2,0.75,0.5000000000000001
nested_prefix_004,mixed_p1,mixed,3,0.7500001508761622,0.5000000000000001
nested_prefix_004,mixed_p2,mixed,0,0.5000000000000455,0.3454915028125263
nested_prefix_004,mixed_p2,mixed,1,0.7499999999999997,0.3454915028125263
nested_prefix_004,mixed_p2,mixed,2,0.5000000000000036,0.3454915028125263
nested_prefix_004,mixed_p2,mixed,3,0.49999999999999994,0.3454915028125263
nested_prefix_004,mixed_p3,mixed,0,0.75,0.75
nested_prefix_004,mixed_p3,mixed,1,0.7500000000000002,0.75
nested_prefix_004,mixed_p3,mixed,2,0.75,0.75
nested_prefix_004,mixed_p3,mixed,3,0.75,0.75
nested_prefix_005,balanced_p0,balanced,0,0.75,0.75
nested_prefix_005,balanced_p0,balanced,1,0.75,0.75
nested_prefix_005,balanced_p0,balanced,2,0.750006575426075,0.75
nested_prefix_005,balanced_p0,balanced,3,0.75,0.75
nested_prefix_005,balanced_p1,balanced,0,0.75,0.5000000000000001
nested_prefix_005,balanced_p1,balanced,1,0.5000000000000653,0.5000000000000001
nested_prefix_005,balanced_p1,balanced,2,0.5000000000000004,0.5000000000000001
nested_prefix_005,balanced_p1,balanced,3,0.5000000000019079,0.5000000000000001
nested_prefix_005,balanced_p2,balanced,0,0.7500123108272578,0.75
nested_prefix_005,balanced_p2,balanced,1,0.750000000005262,0.75
nested_prefix_005,balanced_p2,balanced,2,0.75,0.75
nested_prefix_005,balanced_p2,balanced,3,0.7499999999999999,0.75
nested_prefix_005,balanced_p3,balanced,0,0.5000000000002442,0.5
nested_prefix_005,balanced_p3,balanced,1,0.5000090461423199,0.5
nested_prefix_005,balanced_p3,balanced,2,0.500006850083738,0.5
nested_prefix_005,balanced_p3,balanced,3,0.5000000000009043,0.5
nested_prefix_005,comb_p0,comb,0,0.7500287393366805,0.75
nested_prefix_005,comb_p0,comb,1,0.7500002382551709,0.75
nested_prefix_005,comb_p0,comb,2,0.75,0.75
nested_prefix_005,comb_p0,comb,3,0.7500000079358973,0.75
nested_prefix_005,comb_p1,comb,0,0.5000000000011038,0.5
nested_prefix_005,comb_p1,comb,1,0.5000000004418588,0.5
nested_prefix_005,comb_p1,comb,2,0.7500000003439657,0.5
nested_prefix_005,comb_p1,comb,3,0.5000000114390891,0.5
nested_prefix_005,comb_p2,comb,0,0.7500000000011193,0.75
nested_prefix_005,comb_p2,comb,1,0.75,0.75
nested_prefix_005,comb_p2,comb,2,0.75,0.75
nested_prefix_005,comb_p2,comb,3,0.75,0.75
nested_prefix_005,comb_p3,comb,0,0.2500000092490562,0.25
nested_prefix_005,comb_p3,comb,1,0.2500000000073922,0.25
nested_prefix_005,comb_p3,comb,2,0.2500000000042115,0.25
nested_prefix_005,comb_p3,comb,3,0.2500000000081096,0.25
nested_prefix_005,mixed_p0,mixed,0,0.7500000018800004,0.5
nested_prefix_005,mixed_p0,mixed,1,0.7500000000000001,0.5
nested_prefix_005,mixed_p0,mixed,2,0.75,0.5
nested_prefix_005,mixed_p0,mixed,3,0.7500412061734387,0.5
nested_prefix_005,mixed_p1,mixed,0,0.5000000000000737,0.5
nested_prefix_005,mixed_p1,mixed,1,0.5000000000076791,0.5
nested_prefix_005,mixed_p1,mixed,2,0.5000000000000595,0.5
nested_prefix_005,mixed_p1,mixed,3,0.5000000000000304,0.5
nested_prefix_005,mixed_p2,mixed,0,0.7499999999999999,0.5
nested_prefix_005,mixed_p2,mixed,1,0.75,0.5
nested_prefix_005,mixed_p2,mixed,2,0.75,0.5
nested_prefix_005,mixed_p2,mixed,3,0.7500000000000007,0.5
nested_prefix_005,mixed_p3,mixed,0,0.5000000000002773,0.25
nested_prefix_005,mixed_p3,mixed,1,0.5000018847861543,0.25
nested_prefix_005,mixed_p3,mixed,2,0.5000014869460213,0.25
nested_prefix_005,mixed_p3,mixed,3,0.500000000000066,0.25
nested_prefix_006,balanced_p0,balanced,0,0.75,0.5000000000000001
nested_prefix_006,balanced_p0,balanced,1,0.75,0.5000000000000001
nested_prefix_006,balanced_p0,balanced,2,0.7500000823770057,0.5000000000000001
nested_prefix_006,balanced_p0,balanced,3,0.75,0.5000000000000001
nested_prefix_006,balanced_p1,balanced,0,0.75,0.5000000000000001
nested_prefix_006,balanced_p1,balanced,1,0.75,0.5000000000000001
nested_prefix_006,balanced_p1,balanced,2,0.7500000216657245,0.5000000000000001
nested_prefix_006,balanced_p1,balanced,3,0.7501001175941966,0.5000000000000001
nested_prefix_006,balanced_p2,balanced,0,0.75,0.75
nested_prefix_006,balanced_p2,balanced,1,0.75,0.75
nested_prefix_006,balanced_p2,balanced,2,0.75,0.75
nested_prefix_006,balanced_p2,balanced,3,0.75,0.75
nested_prefix_006,balanced_p3,balanced,0,0.3454915028125263,0.25
nested_prefix_006,balanced_p3,balanced,1,0.3454915028125263,0.25
nested_prefix_006,balanced_p3,balanced,2,0.3454915028125263,0.25
nested_prefix_006,balanced_p3,balanced,3,0.3454915028125263,0.25
nested_prefix_006,comb_p0,comb,0,0.75,0.5000000000000001
nested_prefix_006,comb_p0,comb,1,0.75,0.5000000000000001
nested_prefix_006,comb_p0,comb,2,0.7500000169034613,0.5000000000000001
nested_prefix_006,comb_p0,comb,3,0.7500107970884149,0.5000000000000001
nested_prefix_006,comb_p1,comb,0,0.7500000000000038,0.75
nested_prefix_006,comb_p1,comb,1,0.7501232725652855,0.75
nested_prefix_006,comb_p1,comb,2,0.75,0.75
nested_prefix_006,comb_p1,comb,3,0.7500006312796155,0.75
nested_prefix_006,comb_p2,comb,0,0.750000240831066,0.75
nested_prefix_006,comb_p2,comb,1,0.75,0.75
nested_prefix_006,comb_p2,comb,2,0.75,0.75
nested_prefix_006,comb_p2,comb,3,0.75,0.75
nested_prefix_006,comb_p3,comb,0,0.5,0.5000000000000001
nested_prefix_006,comb_p3,comb,1,0.5,0.5000000000000001
nested_prefix_006,comb_p3,comb,2,0.75,0.5000000000000001
nested_prefix_006,comb_p3,comb,3,0.75,0.5000000000000001
nested_prefix_006,mixed_p0,mixed,0,0.7500000247298994,0.5
nested_prefix_006,mixed_p0,mixed,1,0.7500000000159224,0.5
nested_prefix_006,mixed_p0,mixed,2,0.7500000207259281,0.5
nested_prefix_006,mixed_p0,mixed,3,0.7500002060755947,0.5
nested_prefix_006,mixed_p1,mixed,0,0.75,0.75
nested_prefix_006,mixed_p1,mixed,1,0.75,0.75
nested_prefix_006,mixed_p1,mixed,2,0.7500000000045652,0.75
nested_prefix_006,mixed_p1,mixed,3,0.7500000000000001,0.75
nested_prefix_006,mixed_p2,mixed,0,0.75,0.75
nested_prefix_006,mixed_p2,mixed,1,0.75,0.75
nested_prefix_006,mixed_p2,mixed,2,0.7500000000000001,0.75
nested_prefix_006,mixed_p2,mixed,3,0.75,0.75
nested_prefix_006,mixed_p3,mixed,0,0.3454915028125263,0.3454915028125263
nested_prefix_006,mixed_p3,mixed,1,0.3454915028125263,0.3454915028125263
nested_prefix_006,mixed_p3,mixed,2,0.3454915028125263,0.3454915028125263
nested_prefix_006,mixed_p3,mixed,3,0.3454915028125263,0.3454915028125263
nested_prefix_007,balanced_p0,balanced,0,0.7500000000000171,0.5000000000000001
nested_prefix_007,balanced_p0,balanced,1,0.75,0.5000000000000001
nested_prefix_007,balanced_p0,balanced,2,0.7500000000000001,0.5000000000000001
nested_prefix_007,balanced_p0,balanced,3,0.75,0.5000000000000001
nested_prefix_007,balanced_p1,balanced,0,0.49999999999999994,0.25
nested_prefix_007,balanced_p1,balanced,1,0.5,0.25
nested_prefix_007,balanced_p1,balanced,2,0.5,0.25
nested_prefix_007,balanced_p1,balanced,3,0.5,0.25
nested_prefix_007,balanced_p2,balanced,0,0.75,0.5000000000000001
nested_prefix_007,balanced_p2,balanced,1,0.75,0.5000000000000001
nested_prefix_007,balanced_p2,balanced,2,0.7500015400264436,0.5000000000000001
nested_prefix_007,balanced_p2,balanced,3,0.75,0.5000000000000001
nested_prefix_007,balanced_p3,balanced,0,0.75,0.5000000000000001
nested_prefix_007,balanced_p3,balanced,1,0.75,0.5000000000000001
nested_prefix_007,balanced_p3,balanced,2,0.7500000000433271,0.5000000000000001
nested_prefix_007,balanced_p3,balanced,3,0.75,0.5000000000000001
nested_prefix_007,comb_p0,comb,0,0.5,0.5
nested_prefix_007,comb_p0,comb,1,0.75,0.5
nested_prefix_007,comb_p0,comb,2,0.7499999999999999,0.5
nested_prefix_007,comb_p0,comb,3,0.5,0.5
nested_prefix_007,comb_p1,comb,0,0.5,0.25
nested_prefix_007,comb_p1,comb,1,0.5000000225856878,0.25
nested_prefix_007,comb_p1,comb,2,0.5000000004147043,0.25
nested_prefix_007,comb_p1,comb,3,0.5,0.25
nested_prefix_007,comb_p2,comb,0,0.5000000000001334,0.5
nested_prefix_007,comb_p2,comb,1,0.5000000000034563,0.5
nested_prefix_007,comb_p2,comb,2,0.5000000000780044,0.5
nested_prefix_007,comb_p2,comb,3,0.5673529635427753,0.5
nested_prefix_007,comb_p3,comb,0,0.75,0.5
nested_prefix_007,comb_p3,comb,1,0.75,0.5
nested_prefix_007,comb_p3,comb,2,0.7500000000000001,0.5
nested_prefix_007,comb_p3,comb,3,0.7499999999999999,0.5
nested_prefix_007,mixed_p0,mixed,0,0.5,0.5000000000000001
nested_prefix_007,mixed_p0,mixed,1,0.5,0.5000000000000001
nested_prefix_007,mixed_p0,mixed,2,0.5,0.5000000000000001
nested_prefix_007,mixed_p0,mixed,3,0.5,0.5000000000000001
nested_prefix_007,mixed_p1,mixed,0,0.5,0.25
nested_prefix_007,mixed_p1,mixed,1,0.5,0.25
nested_prefix_007,mixed_p1,mixed,2,0.5,0.25
nested_prefix_007,mixed_p1,mixed,3,0.5,0.25
nested_prefix_007,mixed_p2,mixed,0,0.5000000017254448,0.5
nested_prefix_007,mixed_p2,mixed,1,0.5000000000000001,0.5
nested_prefix_007,mixed_p2,mixed,2,0.5000000000000853,0.5
nested_prefix_007,mixed_p2,mixed,3,0.49999999999999994,0.5
nested_prefix_007,mixed_p3,mixed,0,0.75,0.5
nested_prefix_007,mixed_p3,mixed,1,0.750000028383778,0.5
nested_prefix_007,mixed_p3,mixed,2,0.75,0.5
nested_prefix_007,mixed_p3,mixed,3,0.75,0.5
nested_prefix_008,balanced_p0,balanced,0,0.7500000000001132,0.5000000000000001
nested_prefix_008,balanced_p0,balanced,1,0.7500000000000001,0.5000000000000001
nested_prefix_008,balanced_p0,balanced,2,0.75,0.5000000000000001
nested_prefix_008,balanced_p0,balanced,3,0.7500000000000212,0.5000000000000001
nested_prefix_008,balanced_p1,balanced,0,0.7500000000000001,0.25
nested_prefix_008,balanced_p1,balanced,1,0.3454915028125263,0.25
nested_prefix_008,balanced_p1,balanced,2,0.3454915028125263,0.25
nested_prefix_008,balanced_p1,balanced,3,0.34549150281252633,0.25
nested_prefix_008,balanced_p2,balanced,0,0.49999999999999994,0.25
nested_prefix_008,balanced_p2,balanced,1,0.5000000000000001,0.25
nested_prefix_008,balanced_p2,balanced,2,0.49999999999999994,0.25
nested_prefix_008,balanced_p2,balanced,3,0.5000002391209604,0.25
nested_prefix_008,balanced_p3,balanced,0,0.75,0.5000000000000001
nested_prefix_008,balanced_p3,balanced,1,0.75,0.5000000000000001
nested_prefix_008,balanced_p3,balanced,2,0.75,0.5000000000000001
nested_prefix_008,balanced_p3,balanced,3,0.7500000084673626,0.5000000000000001
nested_prefix_008,comb_p0,comb,0,0.7501130236957942,0.5000000000000001
nested_prefix_008,comb_p0,comb,1,0.75,0.5000000000000001
nested_prefix_008,comb_p0,comb,2,0.7500000000000001,0.5000000000000001
nested_prefix_008,comb_p0,comb,3,0.7500012413998367,0.5000000000000001
nested_prefix_008,comb_p1,comb,0,0.5,0.5000000000000001
nested_prefix_008,comb_p1,comb,1,0.75,0.5000000000000001
nested_prefix_008,comb_p1,comb,2,0.5,0.5000000000000001
nested_prefix_008,comb_p1,comb,3,0.5,0.5000000000000001
