seed,depth,config_index,record_index_distal_to_soma,is_soma_stage,module_name,component,mean,std,min,q05,q50,q95,max,n
10204,2,14,2,True,core_network.layers.0.populations.e.branch_layers.2,branch_voltage,0.3665000405,0.1850422466,0.1542036831,0.1842643768,0.2297014445,0.5957364142,0.6146678329,8192
10204,2,14,2,True,core_network.layers.0.populations.e.branch_layers.2,total_conductance,33.06704348,0.05795987741,32.99341583,32.9956665,33.10708046,33.12876129,33.1322403,8192
10204,2,14,2,True,core_network.layers.0.populations.e.branch_layers.2,input_resistance,0.03024168377,5.303413331e-05,0.03018208221,0.03018525243,0.03020501882,0.03030700982,0.03030907735,8192
10204,2,14,2,True,core_network.layers.0.populations.e.branch_layers.2,activation_derivative,1,0,1,1,1,1,1,8192
10204,2,14,2,True,core_network.layers.0.populations.e.branch_layers.2,path_gain,1,0,1,1,1,1,1,8192
10205,2,15,0,False,core_network.layers.0.populations.e.branch_layers.0,branch_voltage,0.4968096886,0.3498186528,0.0001162569824,0.001223184913,0.4983364344,0.9674810499,0.9835652709,49152
10205,2,15,0,False,core_network.layers.0.populations.e.branch_layers.0,total_conductance,86.64340854,66.94280422,6.442839622,9.794865322,68.61951828,222.0217072,415.5773621,49152
10205,2,15,0,False,core_network.layers.0.populations.e.branch_layers.0,input_resistance,0.02774866219,0.03290134085,0.002406290732,0.004504063982,0.01457311306,0.1020943094,0.1552110612,49152
10205,2,15,0,False,core_network.layers.0.populations.e.branch_layers.0,activation_derivative,1,0,1,1,1,1,1,49152
10205,2,15,0,False,core_network.layers.0.populations.e.branch_layers.0,path_gain,0.1147490818,0.02731952632,0.06013548374,0.07626084574,0.1034208275,0.1495547034,0.1556624919,49152
10205,2,15,1,False,core_network.layers.0.populations.e.branch_layers.1,branch_voltage,0.3845180938,0.2692037113,0.1107614562,0.1471497871,0.2976106405,0.8917823225,0.9134367108,16384
10205,2,15,1,False,core_network.layers.0.populations.e.branch_layers.1,total_conductance,71.06596008,13.96416916,52.11040497,53.71047382,71.65485764,96.15754623,120.9907455,16384
10205,2,15,1,False,core_network.layers.0.populations.e.branch_layers.1,input_resistance,0.01460338504,0.002751652308,0.008265094832,0.01039960016,0.01395578776,0.01861834265,0.01919002458,16384
10205,2,15,1,False,core_network.layers.0.populations.e.branch_layers.1,activation_derivative,1,0,1,1,1,1,1,16384
10205,2,15,1,False,core_network.layers.0.populations.e.branch_layers.1,path_gain,0.4848880363,0.009839293458,0.4711730182,0.4728214443,0.4849273115,0.4970143437,0.4986441433,16384
10205,2,15,2,True,core_network.layers.0.populations.e.branch_layers.2,branch_voltage,0.3757809931,0.1826850366,0.1599756181,0.1903963357,0.2372404039,0.5929564267,0.6078668237,8192
10205,2,15,2,True,core_network.layers.0.populations.e.branch_layers.2,total_conductance,33.08655286,0.07750673135,32.99377441,32.99603271,33.13693237,33.16890717,33.18282318,8192
10205,2,15,2,True,core_network.layers.0.populations.e.branch_layers.2,input_resistance,0.03022392484,7.083581834e-05,0.03013607301,0.03014871664,0.03017780837,0.03030667454,0.03030874766,8192
10205,2,15,2,True,core_network.layers.0.populations.e.branch_layers.2,activation_derivative,1,0,1,1,1,1,1,8192
10205,2,15,2,True,core_network.layers.0.populations.e.branch_layers.2,path_gain,1,0,1,1,1,1,1,8192
10206,2,16,0,False,core_network.layers.0.populations.e.branch_layers.0,branch_voltage,0.5243504167,0.3700309339,0.0001913924207,0.001206835697,0.5413746238,0.9720965892,0.9859068394,49152
10206,2,16,0,False,core_network.layers.0.populations.e.branch_layers.0,total_conductance,95.09721502,71.77954712,7.051334858,9.427780628,71.94290924,244.3291985,404.674469,49152
10206,2,16,0,False,core_network.layers.0.populations.e.branch_layers.0,input_resistance,0.02576859987,0.03258935196,0.002471121959,0.004092838685,0.01389991026,0.1060694993,0.1418171227,49152
10206,2,16,0,False,core_network.layers.0.populations.e.branch_layers.0,activation_derivative,1,0,1,1,1,1,1,49152
10206,2,16,0,False,core_network.layers.0.populations.e.branch_layers.0,path_gain,0.1191939485,0.02605596165,0.06669186056,0.0802741982,0.1364736259,0.1477017485,0.1542092264,49152
10206,2,16,1,False,core_network.layers.0.populations.e.branch_layers.1,branch_voltage,0.4197912374,0.2769151052,0.1239631847,0.1551847413,0.3068068922,0.8921446949,0.9194425344,16384
10206,2,16,1,False,core_network.layers.0.populations.e.branch_layers.1,total_conductance,68.51207694,12.73202318,52.06558228,54.01113186,62.77057648,91.9711586,109.0116882,16384
10206,2,16,1,False,core_network.layers.0.populations.e.branch_layers.1,input_resistance,0.01507128413,0.002590963048,0.009173328057,0.01087297425,0.01593103074,0.01851470247,0.01920654625,16384
10206,2,16,1,False,core_network.layers.0.populations.e.branch_layers.1,activation_derivative,1,0,1,1,1,1,1,16384
10206,2,16,1,False,core_network.layers.0.populations.e.branch_layers.1,path_gain,0.4848808087,0.01007957701,0.4673592448,0.4705553055,0.4848528653,0.4992709458,0.5024612546,16384
10206,2,16,2,True,core_network.layers.0.populations.e.branch_layers.2,branch_voltage,0.4093028353,0.1754976697,0.1699939817,0.2040748306,0.5596830547,0.5912221014,0.6073942184,8192
10206,2,16,2,True,core_network.layers.0.populations.e.branch_layers.2,total_conductance,33.0706954,0.06899689449,32.99598694,32.99971771,33.01301003,33.15414047,33.16763306,8192
10206,2,16,2,True,core_network.layers.0.populations.e.branch_layers.2,input_resistance,0.03023838287,6.307653262e-05,0.03014987521,0.03016214445,0.03029108886,0.03030329011,0.03030671552,8192
10206,2,16,2,True,core_network.layers.0.populations.e.branch_layers.2,activation_derivative,1,0,1,1,1,1,1,8192
10206,2,16,2,True,core_network.layers.0.populations.e.branch_layers.2,path_gain,1,0,1,1,1,1,1,8192
10207,2,17,0,False,core_network.layers.0.populations.e.branch_layers.0,branch_voltage,0.4957933942,0.3540963842,0.0003741494729,0.001827904367,0.4843252301,0.9618640393,0.984669745,49152
10207,2,17,0,False,core_network.layers.0.populations.e.branch_layers.0,total_conductance,82.42896172,60.91953353,6.845806599,9.803884983,65.3313942,202.027655,475.4844971,49152
10207,2,17,0,False,core_network.layers.0.populations.e.branch_layers.0,input_resistance,0.02762408866,0.0321926733,0.002103117993,0.004949817271,0.01530657662,0.1020003803,0.1460748315,49152
10207,2,17,0,False,core_network.layers.0.populations.e.branch_layers.0,activation_derivative,1,0,1,1,1,1,1,49152
10207,2,17,0,False,core_network.layers.0.populations.e.branch_layers.0,path_gain,0.1162390873,0.02816003521,0.06136421859,0.07657173946,0.1066666208,0.1497210614,0.1540736258,49152
10207,2,17,1,False,core_network.layers.0.populations.e.branch_layers.1,branch_voltage,0.3906655075,0.2746385378,0.1071250737,0.1425311409,0.2961161584,0.8875112593,0.913850069,16384
10207,2,17,1,False,core_network.layers.0.populations.e.branch_layers.1,total_conductance,70.13747457,13.77674968,52.05924225,53.53537617,69.65416718,94.15817795,114.4308777,16384
10207,2,17,1,False,core_network.layers.0.populations.e.branch_layers.1,input_resistance,0.01479311501,0.002764090851,0.008738899603,0.01062042657,0.01435664296,0.01867923746,0.01920888573,16384
10207,2,17,1,False,core_network.layers.0.populations.e.branch_layers.1,activation_derivative,1,0,1,1,1,1,1,16384
10207,2,17,1,False,core_network.layers.0.populations.e.branch_layers.1,path_gain,0.4848785615,0.01321879223,0.4635345042,0.4662040472,0.4848494083,0.5035948157,0.5062630773,16384
10207,2,17,2,True,core_network.layers.0.populations.e.branch_layers.2,branch_voltage,0.3818030785,0.1839415168,0.1627708077,0.1891021214,0.2338020802,0.589052096,0.605684638,8192
10207,2,17,2,True,core_network.layers.0.populations.e.branch_layers.2,total_conductance,33.06575495,0.0625685332,32.99488831,32.99655151,33.1038208,33.13694,33.14245605,8192
10207,2,17,2,True,core_network.layers.0.populations.e.branch_layers.2,input_resistance,0.0302428776,5.72349377e-05,0.03017277829,0.03017780185,0.03020799346,0.0303061977,0.03030772507,8192
10207,2,17,2,True,core_network.layers.0.populations.e.branch_layers.2,activation_derivative,1,0,1,1,1,1,1,8192
10207,2,17,2,True,core_network.layers.0.populations.e.branch_layers.2,path_gain,1,0,1,1,1,1,1,8192
10208,2,18,0,False,core_network.layers.0.populations.e.branch_layers.0,branch_voltage,0.5049480272,0.3590256423,0.0002584011236,0.001383491408,0.5136788189,0.9672315091,0.9830392599,49152
10208,2,18,0,False,core_network.layers.0.populations.e.branch_layers.0,total_conductance,89.0986378,66.8223903,6.928222179,10.16264052,68.83977509,221.5240463,474.2391663,49152
10208,2,18,0,False,core_network.layers.0.populations.e.branch_layers.0,input_resistance,0.02635247808,0.03133236835,0.002108640736,0.004514182685,0.01452648547,0.09839962162,0.1443371773,49152
10208,2,18,0,False,core_network.layers.0.populations.e.branch_layers.0,activation_derivative,1,0,1,1,1,1,1,49152
10208,2,18,0,False,core_network.layers.0.populations.e.branch_layers.0,path_gain,0.1166109323,0.02753562013,0.06083477288,0.07930908278,0.1053490452,0.1498296738,0.1551547199,49152
10208,2,18,1,False,core_network.layers.0.populations.e.branch_layers.1,branch_voltage,0.3969685605,0.2742510989,0.111783728,0.1463165022,0.2995683104,0.8910742551,0.909376204,16384
10208,2,18,1,False,core_network.layers.0.populations.e.branch_layers.1,total_conductance,70.00153712,13.35949787,51.87973404,53.71777725,70.39277649,92.13611336,118.6871414,16384
10208,2,18,1,False,core_network.layers.0.populations.e.branch_layers.1,input_resistance,0.01479915737,0.002725093513,0.008425512351,0.01085350779,0.01420600293,0.0186158116,0.01927534863,16384
10208,2,18,1,False,core_network.layers.0.populations.e.branch_layers.1,activation_derivative,1,0,1,1,1,1,1,16384
10208,2,18,1,False,core_network.layers.0.populations.e.branch_layers.1,path_gain,0.4848798087,0.01190361782,0.466408968,0.4688694179,0.4848497659,0.5009248853,0.5033969879,16384
10208,2,18,2,True,core_network.layers.0.populations.e.branch_layers.2,branch_voltage,0.3881273225,0.1810157489,0.1712313592,0.1965528838,0.2449146807,0.5906650335,0.6015575528,8192
10208,2,18,2,True,core_network.layers.0.populations.e.branch_layers.2,total_conductance,33.06849903,0.06758848523,32.99109268,32.99331665,33.11306953,33.14329147,33.16394424,8192
10208,2,18,2,True,core_network.layers.0.populations.e.branch_layers.2,input_resistance,0.03024038597,6.18182293e-05,0.03015322797,0.03017201833,0.03019955568,0.03030916862,0.03031121194,8192
10208,2,18,2,True,core_network.layers.0.populations.e.branch_layers.2,activation_derivative,1,0,1,1,1,1,1,8192
10208,2,18,2,True,core_network.layers.0.populations.e.branch_layers.2,path_gain,1,0,1,1,1,1,1,8192
10209,2,19,0,False,core_network.layers.0.populations.e.branch_layers.0,branch_voltage,0.5030467855,0.3562690096,0.0002809949219,0.002028683643,0.5216847658,0.9674768567,0.9835864305,49152
10209,2,19,0,False,core_network.layers.0.populations.e.branch_layers.0,total_conductance,84.52854807,63.45861379,6.450712204,10.49761691,66.72029114,215.6682999,370.3195496,49152
10209,2,19,0,False,core_network.layers.0.populations.e.branch_layers.0,input_resistance,0.02677474264,0.0303821846,0.002700370504,0.004636749905,0.01498794416,0.09525971822,0.1550216377,49152
10209,2,19,0,False,core_network.layers.0.populations.e.branch_layers.0,activation_derivative,1,0,1,1,1,1,1,49152
10209,2,19,0,False,core_network.layers.0.populations.e.branch_layers.0,path_gain,0.1158775321,0.02758945312,0.05978548154,0.07814630941,0.1047666334,0.149492617,0.1541952193,49152
10209,2,19,1,False,core_network.layers.0.populations.e.branch_layers.1,branch_voltage,0.3925457255,0.2716553726,0.109363392,0.145707006,0.302061528,0.8930627465,0.9188152552,16384
10209,2,19,1,False,core_network.layers.0.populations.e.branch_layers.1,total_conductance,70.15790322,13.51266942,52.00101471,53.70230999,70.55571747,93.27752914,122.9614182,16384
10209,2,19,1,False,core_network.layers.0.populations.e.branch_layers.1,input_resistance,0.01476867029,0.002716500097,0.00813263189,0.01072069593,0.0141731957,0.01862117276,0.01923039369,16384
10209,2,19,1,False,core_network.layers.0.populations.e.branch_layers.1,activation_derivative,1,0,1,1,1,1,1,16384
10209,2,19,1,False,core_network.layers.0.populations.e.branch_layers.1,path_gain,0.4848725479,0.01355044629,0.4645271599,0.4660213292,0.484850347,0.5037640929,0.5052527189,16384
10209,2,19,2,True,core_network.layers.0.populations.e.branch_layers.2,branch_voltage,0.3836613329,0.1801570826,0.1491155326,0.195946826,0.2456277236,0.591861859,0.60615623,8192
10209,2,19,2,True,core_network.layers.0.populations.e.branch_layers.2,total_conductance,33.05256939,0.04862130866,32.99485397,32.9962616,33.08848,33.10546112,33.10725784,8192
10209,2,19,2,True,core_network.layers.0.populations.e.branch_layers.2,input_resistance,0.03025489952,4.451686883e-05,0.03020485677,0.0302064959,0.03022199869,0.03030646406,0.03030775674,8192
10209,2,19,2,True,core_network.layers.0.populations.e.branch_layers.2,activation_derivative,1,0,1,1,1,1,1,8192
10209,2,19,2,True,core_network.layers.0.populations.e.branch_layers.2,path_gain,1,0,1,1,1,1,1,8192
10200,3,20,0,False,core_network.layers.0.populations.e.branch_layers.0,branch_voltage,0.7358147985,0.207291143,0.2999940813,0.4627482563,0.65495345,0.9930395544,0.9973825812,32768
10200,3,20,0,False,core_network.layers.0.populations.e.branch_layers.0,total_conductance,148.1798104,117.7111664,40.27645874,51.29265175,81.61785126,379.6921188,823.5296021,32768
10200,3,20,0,False,core_network.layers.0.populations.e.branch_layers.0,input_resistance,0.01082222615,0.00588003712,0.001214285381,0.002633712767,0.01225222135,0.01949597029,0.0248283986,32768
10200,3,20,0,False,core_network.layers.0.populations.e.branch_layers.0,activation_derivative,1,0,1,1,1,1,1,32768
10200,3,20,0,False,core_network.layers.0.populations.e.branch_layers.0,path_gain,0.1154660664,0.05649644293,0.03933183476,0.06575517319,0.08735842258,0.2342051536,0.3182514608,32768
10200,3,20,1,False,core_network.layers.0.populations.e.branch_layers.1,branch_voltage,0.5777122043,0.286367654,0.2164743692,0.2972892135,0.3937583119,0.9521549046,0.9616854787,16384
10200,3,20,1,False,core_network.layers.0.populations.e.branch_layers.1,total_conductance,49.8404168,5.86581094,40.81741333,42.32511349,50.52106857,59.35861588,70.30262756,16384
10200,3,20,1,False,core_network.layers.0.populations.e.branch_layers.1,input_resistance,0.02034134902,0.002369148175,0.01422421914,0.0168467545,0.01979372185,0.02362663429,0.02449934743,16384
10200,3,20,1,False,core_network.layers.0.populations.e.branch_layers.1,activation_derivative,1,0,1,1,1,1,1,16384
10200,3,20,1,False,core_network.layers.0.populations.e.branch_layers.1,path_gain,0.31150669,0.09666952816,0.09736754,0.1899326637,0.284274742,0.521939078,0.6960805058,16384
10200,3,20,2,False,core_network.layers.0.populations.e.branch_layers.2,branch_voltage,0.4431120137,0.3173669405,0.1505246311,0.1825940982,0.2059569731,0.8723865002,0.8966323733,16384
10200,3,20,2,False,core_network.layers.0.populations.e.branch_layers.2,total_conductance,28.52746131,4.670700804,21.28165436,22.74678535,28.61116123,36.73482876,49.67537689,16384
10200,3,20,2,False,core_network.layers.0.populations.e.branch_layers.2,input_resistance,0.03596616223,0.005644951484,0.02013069764,0.0272221216,0.03495139629,0.04396225773,0.04698882997,16384
10200,3,20,2,False,core_network.layers.0.populations.e.branch_layers.2,activation_derivative,1,0,1,1,1,1,1,16384
10200,3,20,2,False,core_network.layers.0.populations.e.branch_layers.2,path_gain,0.4858999916,0.09330585144,0.1384180933,0.3178701103,0.4872658551,0.6463840008,0.8173710704,16384
10200,3,20,3,True,core_network.layers.0.populations.e.branch_layers.3,branch_voltage,0.4306289289,0.3076437485,0.1476028562,0.1790897854,0.2004163563,0.8439139724,0.8654786944,8192
10200,3,20,3,True,core_network.layers.0.populations.e.branch_layers.3,total_conductance,36.25950307,4.753823327,22.61889076,24.70142746,39.11044884,39.74716187,40.15458679,8192
10200,3,20,3,True,core_network.layers.0.populations.e.branch_layers.3,input_resistance,0.02820001991,0.004790493341,0.02490375564,0.02515902929,0.02556861471,0.04048348963,0.04421083257,8192
10200,3,20,3,True,core_network.layers.0.populations.e.branch_layers.3,activation_derivative,1,0,1,1,1,1,1,8192
10200,3,20,3,True,core_network.layers.0.populations.e.branch_layers.3,path_gain,1,0,1,1,1,1,1,8192
10201,3,21,0,False,core_network.layers.0.populations.e.branch_layers.0,branch_voltage,0.784484036,0.2022763354,0.3190025389,0.488467209,0.7328342795,0.9941397011,0.9970122576,32768
10201,3,21,0,False,core_network.layers.0.populations.e.branch_layers.0,total_conductance,171.2479408,127.5859639,36.48568726,50.54223251,98.04999161,417.366304,694.5658569,32768
10201,3,21,0,False,core_network.layers.0.populations.e.branch_layers.0,input_resistance,0.009824001941,0.006143736162,0.001439748332,0.002395976766,0.01019887906,0.0197854341,0.02740800753,32768
10201,3,21,0,False,core_network.layers.0.populations.e.branch_layers.0,activation_derivative,1,0,1,1,1,1,1,32768
10201,3,21,0,False,core_network.layers.0.populations.e.branch_layers.0,path_gain,0.1256605985,0.0704032759,0.01192294527,0.05364825558,0.09172701463,0.2906325147,0.3625452518,32768
10201,3,21,1,False,core_network.layers.0.populations.e.branch_layers.1,branch_voltage,0.6407120416,0.285948407,0.2329900414,0.317241168,0.4419681877,0.9524753183,0.962425828,16384
10201,3,21,1,False,core_network.layers.0.populations.e.branch_layers.1,total_conductance,48.7125603,5.915867471,40.78705215,42.09599457,48.79946518,58.44561768,77.9649353,16384
10201,3,21,1,False,core_network.layers.0.populations.e.branch_layers.1,input_resistance,0.02082060196,0.002418583406,0.01282627881,0.01710992306,0.02049202751,0.02375522954,0.02451758459,16384
10201,3,21,1,False,core_network.layers.0.populations.e.branch_layers.1,activation_derivative,1,0,1,1,1,1,1,16384
10201,3,21,1,False,core_network.layers.0.populations.e.branch_layers.1,path_gain,0.326407765,0.1332171408,0.02715135366,0.1205973834,0.2975695133,0.6458197415,0.8063677549,16384
10201,3,21,2,False,core_network.layers.0.populations.e.branch_layers.2,branch_voltage,0.5098009212,0.3167768705,0.1645391434,0.1991219155,0.2278748602,0.8712711751,0.8988153934,16384
10201,3,21,2,False,core_network.layers.0.populations.e.branch_layers.2,total_conductance,27.48002039,4.416865047,21.32892609,22.6382513,26.66264915,35.58429565,46.78606415,16384
10201,3,21,2,False,core_network.layers.0.populations.e.branch_layers.2,input_resistance,0.037265154,0.0055074226,0.02137388662,0.0281022842,0.03750564903,0.04417302273,0.04688468575,16384
10201,3,21,2,False,core_network.layers.0.populations.e.branch_layers.2,activation_derivative,1,0,1,1,1,1,1,16384
10201,3,21,2,False,core_network.layers.0.populations.e.branch_layers.2,path_gain,0.4849948542,0.147266056,0.03793242574,0.154085651,0.4872905016,0.8021179438,0.9126948714,16384
10201,3,21,3,True,core_network.layers.0.populations.e.branch_layers.3,branch_voltage,0.4958032134,0.3073850043,0.1631367654,0.1946491905,0.2209106684,0.8405535251,0.8573977351,8192
10201,3,21,3,True,core_network.layers.0.populations.e.branch_layers.3,total_conductance,34.82378942,6.310001737,20.25411987,21.53498268,38.99261284,40.0150032,40.73001099,8192
10201,3,21,3,True,core_network.layers.0.populations.e.branch_layers.3,input_resistance,0.03001028905,0.007245578375,0.02455192059,0.02499062568,0.02564593311,0.0464360714,0.04937266931,8192
10201,3,21,3,True,core_network.layers.0.populations.e.branch_layers.3,activation_derivative,1,0,1,1,1,1,1,8192
10201,3,21,3,True,core_network.layers.0.populations.e.branch_layers.3,path_gain,1,0,1,1,1,1,1,8192
10202,3,22,0,False,core_network.layers.0.populations.e.branch_layers.0,branch_voltage,0.7594284602,0.1987535145,0.3845740855,0.4923518434,0.6816173196,0.9935887247,0.9965272546,32768
10202,3,22,0,False,core_network.layers.0.populations.e.branch_layers.0,total_conductance,158.2697457,121.4520804,38.53381348,51.61189232,88.82394409,402.021347,660.532959,32768
10202,3,22,0,False,core_network.layers.0.populations.e.branch_layers.0,input_resistance,0.01031558626,0.005925240599,0.00151392899,0.002487430011,0.01125822542,0.01937537929,0.02595123462,32768
10202,3,22,0,False,core_network.layers.0.populations.e.branch_layers.0,activation_derivative,1,0,1,1,1,1,1,32768
10202,3,22,0,False,core_network.layers.0.populations.e.branch_layers.0,path_gain,0.1190169931,0.06914821525,0.01284263097,0.04769338667,0.08714941889,0.2968794793,0.3605343401,32768
10202,3,22,1,False,core_network.layers.0.populations.e.branch_layers.1,branch_voltage,0.6028242698,0.2851108642,0.2558843791,0.3115803137,0.4091970772,0.9539050221,0.9626482725,16384
10202,3,22,1,False,core_network.layers.0.populations.e.branch_layers.1,total_conductance,49.70206702,5.926561079,40.55673218,42.2530859,50.83260918,59.15428543,72.33699036,16384
10202,3,22,1,False,core_network.layers.0.populations.e.branch_layers.1,input_resistance,0.02040575656,0.002409498022,0.01382418629,0.01690494576,0.01967241149,0.02366690999,0.02465681918,16384
10202,3,22,1,False,core_network.layers.0.populations.e.branch_layers.1,activation_derivative,1,0,1,1,1,1,1,16384
10202,3,22,1,False,core_network.layers.0.populations.e.branch_layers.1,path_gain,0.3176156021,0.1298530968,0.02969075181,0.1068806335,0.2859513164,0.6619971007,0.7882070541,16384
10202,3,22,2,False,core_network.layers.0.populations.e.branch_layers.2,branch_voltage,0.468624879,0.3191967733,0.1713502109,0.1928261459,0.2143862545,0.8763473988,0.8965010643,16384
10202,3,22,2,False,core_network.layers.0.populations.e.branch_layers.2,total_conductance,28.26262895,4.746739023,21.43155098,22.63631239,28.16372871,36.6846365,43.59645081,16384
10202,3,22,2,False,core_network.layers.0.populations.e.branch_layers.2,input_resistance,0.03635105322,0.00583122309,0.02293764614,0.02725936789,0.03550666198,0.04417680595,0.04666017741,16384
10202,3,22,2,False,core_network.layers.0.populations.e.branch_layers.2,activation_derivative,1,0,1,1,1,1,1,16384
10202,3,22,2,False,core_network.layers.0.populations.e.branch_layers.2,path_gain,0.4853402724,0.1387694821,0.04321365431,0.1353933364,0.4870368242,0.8206130266,0.9073250294,16384
10202,3,22,3,True,core_network.layers.0.populations.e.branch_layers.3,branch_voltage,0.4556549347,0.3096214354,0.1692749113,0.1887168743,0.2084038779,0.846844846,0.8651522398,8192
10202,3,22,3,True,core_network.layers.0.populations.e.branch_layers.3,total_conductance,35.50477293,6.05386345,20.21782875,21.45690727,39.21868515,39.95775986,40.48965073,8192
10202,3,22,3,True,core_network.layers.0.populations.e.branch_layers.3,input_resistance,0.02931945332,0.006864293611,0.02469766885,0.02502642758,0.02549805027,0.04660503939,0.04946129397,8192
10202,3,22,3,True,core_network.layers.0.populations.e.branch_layers.3,activation_derivative,1,0,1,1,1,1,1,8192
10202,3,22,3,True,core_network.layers.0.populations.e.branch_layers.3,path_gain,1,0,1,1,1,1,1,8192
10203,3,23,0,False,core_network.layers.0.populations.e.branch_layers.0,branch_voltage,0.7644701633,0.2018843607,0.3215003014,0.4725514129,0.6886252463,0.9937506914,0.9963236451,32768
10203,3,23,0,False,core_network.layers.0.populations.e.branch_layers.0,total_conductance,156.9473327,117.4397296,36.31274796,49.49046421,88.8778038,388.9791977,575.8672485,32768
10203,3,23,0,False,core_network.layers.0.populations.e.branch_layers.0,input_resistance,0.01033610939,0.006032272195,0.00173651136,0.002570831636,0.01125140302,0.02020591199,0.02753853798,32768
10203,3,23,0,False,core_network.layers.0.populations.e.branch_layers.0,activation_derivative,1,0,1,1,1,1,1,32768
10203,3,23,0,False,core_network.layers.0.populations.e.branch_layers.0,path_gain,0.119452557,0.06279926406,0.009613326751,0.0604566507,0.08899164945,0.2637995049,0.3686149418,32768
10203,3,23,1,False,core_network.layers.0.populations.e.branch_layers.1,branch_voltage,0.6142501253,0.2842940814,0.2318517417,0.3058179691,0.4205226451,0.9543500811,0.9636541009,16384
10203,3,23,1,False,core_network.layers.0.populations.e.branch_layers.1,total_conductance,49.11769306,5.444229549,41.05836487,42.41760559,49.56891823,57.77546558,64.8374176,16384
10203,3,23,1,False,core_network.layers.0.populations.e.branch_layers.1,input_resistance,0.0206067712,0.002241847622,0.01542319264,0.0173083852,0.02017393149,0.02357511707,0.02435557358,16384
10203,3,23,1,False,core_network.layers.0.populations.e.branch_layers.1,activation_derivative,1,0,1,1,1,1,1,16384
10203,3,23,1,False,core_network.layers.0.populations.e.branch_layers.1,path_gain,0.3157819705,0.1162469288,0.02169288509,0.1700688273,0.285115391,0.5943883449,0.8018593788,16384
10203,3,23,2,False,core_network.layers.0.populations.e.branch_layers.2,branch_voltage,0.476408382,0.3179167037,0.1601225436,0.1908886105,0.216114372,0.873477152,0.8988972902,16384
10203,3,23,2,False,core_network.layers.0.populations.e.branch_layers.2,total_conductance,28.38374169,4.82043621,21.52301979,22.72250738,27.93231487,36.79085236,44.11597061,16384
10203,3,23,2,False,core_network.layers.0.populations.e.branch_layers.2,input_resistance,0.03621211466,0.005836715609,0.0226675272,0.02718067048,0.03580082953,0.04400922749,0.04646188021,16384
10203,3,23,2,False,core_network.layers.0.populations.e.branch_layers.2,activation_derivative,1,0,1,1,1,1,1,16384
10203,3,23,2,False,core_network.layers.0.populations.e.branch_layers.2,path_gain,0.4854649052,0.1219213029,0.03073500656,0.2232888341,0.4873333424,0.7364828587,0.9193783402,16384
10203,3,23,3,True,core_network.layers.0.populations.e.branch_layers.3,branch_voltage,0.463056774,0.308224173,0.1601694226,0.1867052577,0.2102274597,0.8442656934,0.865222156,8192
10203,3,23,3,True,core_network.layers.0.populations.e.branch_layers.3,total_conductance,35.56755939,5.63601685,20.04544258,23.1032753,39.25048065,39.93543243,40.2124176,8192
10203,3,23,3,True,core_network.layers.0.populations.e.branch_layers.3,input_resistance,0.02907019519,0.006124037186,0.02486794069,0.02504041977,0.02547742147,0.04328390583,0.04988665134,8192
10203,3,23,3,True,core_network.layers.0.populations.e.branch_layers.3,activation_derivative,1,0,1,1,1,1,1,8192
10203,3,23,3,True,core_network.layers.0.populations.e.branch_layers.3,path_gain,1,0,1,1,1,1,1,8192
10204,3,24,0,False,core_network.layers.0.populations.e.branch_layers.0,branch_voltage,0.7610808014,0.2019007582,0.3109621108,0.4843451381,0.6876130104,0.9920920432,0.9958264232,32768
10204,3,24,0,False,core_network.layers.0.populations.e.branch_layers.0,total_conductance,150.9993754,111.659295,36.92232513,50.25981865,91.91168976,378.7357849,627.0657959,32768
10204,3,24,0,False,core_network.layers.0.populations.e.branch_layers.0,input_resistance,0.01040684754,0.005892866949,0.001594729023,0.002640363318,0.01088000927,0.01989660934,0.02708388492,32768
10204,3,24,0,False,core_network.layers.0.populations.e.branch_layers.0,activation_derivative,1,0,1,1,1,1,1,32768
10204,3,24,0,False,core_network.layers.0.populations.e.branch_layers.0,path_gain,0.119728989,0.06680570526,0.02407348156,0.05513435211,0.08781164885,0.2838157684,0.3426796496,32768
10204,3,24,1,False,core_network.layers.0.populations.e.branch_layers.1,branch_voltage,0.6098748934,0.2845744982,0.2197926491,0.3148202717,0.4107137173,0.9513003767,0.960283041,16384
10204,3,24,1,False,core_network.layers.0.populations.e.branch_layers.1,total_conductance,49.1913556,5.766884142,40.166996,42.16307716,49.2246933,59.33645363,67.86595154,16384
10204,3,24,1,False,core_network.layers.0.populations.e.branch_layers.1,input_resistance,0.02060197533,0.00234267143,0.01473492943,0.01685304586,0.02031500638,0.02371743415,0.02489606105,16384
10204,3,24,1,False,core_network.layers.0.populations.e.branch_layers.1,activation_derivative,1,0,1,1,1,1,1,16384
10204,3,24,1,False,core_network.layers.0.populations.e.branch_layers.1,path_gain,0.317084335,0.1267536456,0.05595551804,0.1344006471,0.2840188146,0.6368818372,0.7738175988,16384
10204,3,24,2,False,core_network.layers.0.populations.e.branch_layers.2,branch_voltage,0.4753725128,0.3185527659,0.154851228,0.189749714,0.2148040533,0.8718892962,0.8902039528,16384
10204,3,24,2,False,core_network.layers.0.populations.e.branch_layers.2,total_conductance,28.21003751,4.704031133,20.87630463,22.61723604,28.45244217,35.8989666,46.42344666,16384
