cohort,run_dir,config_index,seed,regime,mechanism,method,transport,depth,branch_factors,signal_delta,train_gain_sigma,test_gain_sigma,total_parameters,trainable_parameters,active_synapses,candidate_synapse_slots,persistent_state_scalars,config_sha256,final_sha256,fallback_mentions,nonfinite_alert,train_accuracy,valid_accuracy,test_accuracy,train_auc,valid_auc,test_auc,train_categorical_loglikelihood,valid_categorical_loglikelihood,test_categorical_loglikelihood
aligned_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127,20,10200,aligned,shunting,bp,backpropagation,3,2x1x2,0.8,0.25,0.25,66178,66178,14336,21760,2944,3c19535bd188718d9263162c57387ecfc83769b5e05218bbc1440b593785b157,6eeb2bfe4611b383a3baa6fcb8fa7549186fb22bb52add1d7cb3f911c6aed9ac,0,False,0.9220999479,0.9143999815,0.9126999974,0.9571205378,0.9525619149,0.9526788592,-0.3542637229,-0.3593039215,-0.3570205569
aligned_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127,21,10201,aligned,shunting,bp,backpropagation,3,2x1x2,0.8,0.25,0.25,66178,66178,14336,21760,2944,ca4563c81e301c74ab9572d36b4f3968fcf7023002c3e4fd6563ef2d81424884,e5764e4b5924345f3b6ff9e6f392eb834381890c458e8fb913ef910ab608e191,0,False,0.9190999866,0.9167000055,0.9185999632,0.9509332776,0.949765265,0.950054884,-0.3717467785,-0.3729105592,-0.374330163
aligned_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127,22,10202,aligned,shunting,bp,backpropagation,3,2x1x2,0.8,0.25,0.25,66178,66178,14336,21760,2944,ff224c0abbbc0b1752b2defd849c002c07d8434dabc1ebc536887f61a8a6787e,60ecbf0ce76bb9f1657bd16b46de24ed6996a0fe4b1d37762f91d9edf11a51e2,0,False,0.9202999473,0.9169999957,0.9139999747,0.9533745646,0.9515362978,0.948964417,-0.3515412509,-0.3571770489,-0.3610892594
aligned_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127,23,10203,aligned,shunting,bp,backpropagation,3,2x1x2,0.8,0.25,0.25,66178,66178,14336,21760,2944,63329d3dea9d2a67137e250953d16cb2de736b2f1c0b348ca6afc458c0416053,d2ac0c2f1982c6cdc04bb17b0a24f52459fe52203270cc5a4a74af4b2b7536a2,0,False,0.9207999706,0.9187999964,0.9186999798,0.9536433816,0.950196147,0.9540513754,-0.3570444882,-0.3636210859,-0.3596254289
aligned_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127,24,10204,aligned,shunting,bp,backpropagation,3,2x1x2,0.8,0.25,0.25,66178,66178,14336,21760,2944,c49372c0308ef24e2a6b4cc4662c6ffdd65b2fea022f84a0ca0083df5f501aec,ab53d3cf4f30e3af39c258a14a416194a2ceb1939ea370759289df86309410b1,0,False,0.9186999798,0.9161999822,0.9086999893,0.9517360926,0.9537451267,0.9457327724,-0.3624585271,-0.362434268,-0.3715652823
aligned_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127,25,10205,aligned,shunting,bp,backpropagation,3,2x1x2,0.8,0.25,0.25,66178,66178,14336,21760,2944,c0bf767652133a116358b25b3160e278550c1c0b97344c07db272bf7c775bb36,5a6c39c4387ede32832e4eeaeb69b833ef491b211b3341286234e4a937168e70,0,False,0.9283999801,0.9164999723,0.9187999964,0.9570332766,0.947712779,0.9451858401,-0.3561679721,-0.3693107367,-0.3763287663
aligned_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127,26,10206,aligned,shunting,bp,backpropagation,3,2x1x2,0.8,0.25,0.25,66178,66178,14336,21760,2944,9c18604ea487f54630b0b507dc9b6fa604f8dff550a098d740edcec0b330b5fc,1f6b6cd8d05a0a225c27d42ccea3927d2260eb20baa9b2c91a67f2e06709695b,0,False,0.9111999869,0.9090999961,0.9117999673,0.9475748539,0.9414637089,0.9480231404,-0.3819437027,-0.394249022,-0.3853231966
aligned_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127,27,10207,aligned,shunting,bp,backpropagation,3,2x1x2,0.8,0.25,0.25,66178,66178,14336,21760,2944,470134612a56e9a08a902fcc0ac04104ef832b7ea1c21c21f96e09b6ba35d304,752e93b2ae2d3d2fae298acd70974f0ad7b7cec8f23cae868ad9ea67d16c1e50,0,False,0.9195999503,0.9223999977,0.921399951,0.9467092752,0.9518510103,0.9506470561,-0.379963994,-0.3735012114,-0.3728283644
aligned_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127,28,10208,aligned,shunting,bp,backpropagation,3,2x1x2,0.8,0.25,0.25,66178,66178,14336,21760,2944,cb02483d018dcd794a404d18852bb7cb3810af8e5abd6f96190a40a528054378,cb0f74933473252cd59557b0e2a006e565a726f159233cfc8905ebe138830590,0,False,0.9275999665,0.9218999743,0.9256999493,0.954470396,0.9526054263,0.9564318657,-0.366638571,-0.3688021302,-0.3656097353
aligned_shunting_bp,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_bp_20260812005127,29,10209,aligned,shunting,bp,backpropagation,3,2x1x2,0.8,0.25,0.25,66178,66178,14336,21760,2944,fbe03c27898555518f60614357d71916501ade38615951890fee3b543ea16088,991c563c483daf155b36ac4f38d8fc5e21f14feeae068772557a0049fc3b1bfa,0,False,0.9341999888,0.9316999912,0.931400001,0.9612895846,0.963301897,0.9602648616,-0.3424557447,-0.3424058855,-0.3447491825
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,0,10200,aligned,shunting,local3f,per_soma_shared,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,2bba0bb786b74d0ae7b9b731816e7a058f753173ad1a5436000594c1251e85d2,ecc849c795ec5506459ac4aa27aae71ecc4ffabdcc5a55e73615db140aa64650,0,False,0.6085000038,0.6082999706,0.603399992,0.6564772129,0.6567498446,0.6490445733,-0.6537899375,-0.6536283493,-0.6576789618
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,1,10201,aligned,shunting,local3f,per_soma_shared,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,2684a5216f6d72860f81129909abd166ffd328956af568ccc2a0ef2c0585609f,c379de7f82c9ad8049d4c18e91027802999c0c6d78881387eecc8d476f1d7b30,0,False,0.6201999784,0.6100999713,0.6104999781,0.6689053774,0.6528094411,0.6539222002,-0.6475607753,-0.6563253999,-0.6558644772
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,2,10202,aligned,shunting,local3f,per_soma_shared,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,f999075e8af2df92bbe30fabdab91b6f60d4aeda2ce373e044ba9410ae2829c9,8537cefab58a0635475814e163435763b54f96359612b838cbd5d565002e6cca,0,False,0.6100000143,0.6122999787,0.6183999777,0.6593214273,0.6540450454,0.655923903,-0.6524353027,-0.6556370258,-0.6553088427
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,3,10203,aligned,shunting,local3f,per_soma_shared,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,b0e441c3d3ca81cc83ebd03d23e69dc63c868e26f0790556de60ea743e490b8c,77bb82a58115e7478f30ba0b66c983a1cf6db99e765a6693744c1344522daf96,0,False,0.6200999618,0.6140999794,0.6079999804,0.6624417305,0.6584675908,0.6492946148,-0.6514068246,-0.6540203691,-0.6578005552
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,4,10204,aligned,shunting,local3f,per_soma_shared,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,8d03de1d1a1aebb0c81b798256dfcd1e78c341fb2ee8821f5b12c044e5d6a1a9,633751cde25ec40eb2900524653aa136044cfd7e7f74698faa2fbc4c060c95c4,0,False,0.6245999932,0.6103000045,0.5976999998,0.6670248508,0.6511965394,0.6419187784,-0.6497881413,-0.6570487022,-0.6611279845
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,5,10205,aligned,shunting,local3f,per_soma_shared,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,518cc7a08975744f0a2125064645fee0b662dfa7cc077a4be62927ab80bd8c7e,ee58092ebc522e9422ca1da7310f24ea3a2f7fa56596d931c1b5f780d9f85355,0,False,0.6140999794,0.601000011,0.6082000136,0.6591032743,0.6433923841,0.6543434262,-0.6528514624,-0.6603743434,-0.6555451751
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,6,10206,aligned,shunting,local3f,per_soma_shared,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,9df4ff63445d47760efe75502d4b60892104b50ae975b7cb3e9dae7efc60b50f,b9027ffecf9a63ab92e5ec254bfed13f7d383a941bd3c9fb8998f5279ab06455,0,False,0.6076999903,0.6094999909,0.6078999639,0.654073,0.6507237554,0.6531391144,-0.654956162,-0.6570799351,-0.6557809114
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,7,10207,aligned,shunting,local3f,per_soma_shared,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,da6ad7a69ba82b81e6b8db6eb67a6aa05d6efbd5a1944d7fa583f0720d5224ff,a09f21475dd456e253ec31c057b2d1ec67a272e1767dca45633014cf3e64428f,0,False,0.6144999862,0.6090999842,0.6110000014,0.6584646106,0.6574754119,0.6472170949,-0.6531612873,-0.6532524824,-0.6592227221
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,8,10208,aligned,shunting,local3f,per_soma_shared,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,cfd013c1d9efd196e6a7fa7ba94f39153df46f4de54b99fa2b843b56438bcc66,4ad2bb5d0d17aeb66a40bedebd43a37e2134d01095c87c7a8d5bc2a0970ff1d0,0,False,0.613499999,0.6110000014,0.6119999886,0.6632356048,0.6479079723,0.6522943974,-0.6504608989,-0.6591593027,-0.656413734
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,9,10209,aligned,shunting,local3f,per_soma_shared,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,91fea1ef6bead9aaa8ec6a4c95166761b24634f037b5a508285e8f57ad71dd05,4f258a295c3a6a6b349275cb2c97634c1d3d0dc6510c5868a3d3d7157eca5fec,0,False,0.6164999604,0.6082999706,0.605799973,0.6535865068,0.6488784552,0.6496187449,-0.6560413837,-0.65776366,-0.6572674513
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,10,10200,aligned,shunting,local3f,path_transport,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,253481de8fa73a7b64e60a6c693983c3b8a365be8ad02491ed14194c83871496,cc291acdd869291101ebaf27f7453f1b96ab2b167e76a47ae9356d373c9081d3,0,False,0.6092999578,0.6085999608,0.6035000086,0.6564962864,0.656678617,0.6490066648,-0.6537944078,-0.6536260247,-0.6576930285
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,11,10201,aligned,shunting,local3f,path_transport,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,f139442e48b5a69578294be5507b29fd263606bce96a9d0ce762c469a0b43708,ae895f09d5929612dda7c0d0de57bed238951c9074d80821224e441d7635af01,0,False,0.6216999888,0.6110000014,0.6110999584,0.6689238548,0.6527616382,0.6540158391,-0.6475311518,-0.6563534737,-0.655762732
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,12,10202,aligned,shunting,local3f,path_transport,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,2ccca3478d671e89a73ec820f7a92d08ac52ccfe757ade34f535c488d9569b59,8d5d1eab306c49e418ccd53b0aa470587010efbf3f1584a2815c731262bea199,0,False,0.6121000051,0.6110999584,0.6179000139,0.6609341502,0.6539357305,0.6553010345,-0.6513602138,-0.6556388736,-0.6556473374
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,13,10203,aligned,shunting,local3f,path_transport,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,d591d0c9c742dd8445946262bd576216eff2012cb9683460b109d13838b0bb3a,2b019963424cca213a641cbf84d039f44425bd651a91fbd6132a09bc17ff7774,0,False,0.6194999814,0.6133999825,0.6074999571,0.6624086499,0.6584973335,0.6493268609,-0.6514328122,-0.6539983153,-0.6577872038
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,14,10204,aligned,shunting,local3f,path_transport,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,139a3213ddebc968cad4c6a0c1a87d3ea53470e7aba2b49729fef3425bbff8ee,d653dcf0024d0253b4a7b50b9549792ac292afdd02322239ad203afe9418fdd6,0,False,0.6247999668,0.6101999879,0.59799999,0.6670009494,0.6512565017,0.6419655085,-0.6497917771,-0.6570007801,-0.6611052752
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,15,10205,aligned,shunting,local3f,path_transport,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,7d748b90b1a7bba353ab030db1dec7582c4b7e70e09513d5d529fb6c7f0f33e9,7f9ce7394b0b4b13312bfa4f3491f1b0946e8110a4cafd64e63b1d3e0fe9dfa5,0,False,0.6132000089,0.6013000011,0.6082000136,0.659191668,0.643353045,0.654274404,-0.6527850628,-0.6603714228,-0.6555799842
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,16,10206,aligned,shunting,local3f,path_transport,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,febab72d4f9aaa6ec350b120a719552a74ab4d79787009e1ff4684cfeaf41348,ec0addc7c35633a77431d4bd923621848243dc8e9c7406c31db6e351dc41c29b,0,False,0.608099997,0.6092999578,0.6078000069,0.6541125774,0.6507043839,0.6530439854,-0.6549471021,-0.657065928,-0.6558062434
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,17,10207,aligned,shunting,local3f,path_transport,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,a1b2e9adc78909c5a78721658eea5aa45eee9f9a7d11d7fefd8fde4ed53d0909,3d2bf33ac6d577d6bc611d2516f3089e86aca79857d9529725baa0e7ef5e3c33,0,False,0.6143999696,0.6100000143,0.6115999818,0.6584886312,0.6574119925,0.6471720934,-0.6531672478,-0.6532616019,-0.6592150331
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,18,10208,aligned,shunting,local3f,path_transport,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,cfab114c8dcca631c07146011f9603e8b50f8dae3da7f70b5d1789c9fc75c9c2,f7c26b283f0cdb39befece362064c65285195006b7e6f60fd0496db7867f466f,0,False,0.6139999628,0.6107000113,0.611899972,0.663238883,0.6478534937,0.6522530913,-0.6504689455,-0.6591868997,-0.6564467549
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,19,10209,aligned,shunting,local3f,path_transport,1,8,0.8,0.25,0.25,66178,66178,14336,21760,2944,2da134e258a8ea8279b68625baec725be3f7fefb61696cedc9f6fe62308399aa,84c3e30390e86e8634d57944e97643bf4a7f00bfa1369f8cd2877acbe2324d0d,0,False,0.6161000133,0.6085000038,0.6053000093,0.6535659432,0.6488363743,0.6496363878,-0.6560515761,-0.6577569842,-0.6572307348
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,20,10200,aligned,shunting,local3f,per_soma_shared,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,704ff875005605cc84630d37c00516e6c487f9c51e691214c5e5ed7c92061e9d,18cce77ee42d071aed262f91db94844a7efe7d0f3e1a2e040f98c5308864f7b3,0,False,0.681400001,0.6768000126,0.6714999676,0.7435724735,0.7390044928,0.7354981303,-0.6012077928,-0.6036831141,-0.6064317822
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,21,10201,aligned,shunting,local3f,per_soma_shared,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,2c12809c1dd89b4746f1d4f07f25ddcb318db5ad990528cd316abc9300c13bca,8ce4855b8b29d9f119d12410926e75fc2e5db7333544d77de96b5bf4ad9e81a3,0,False,0.6779999733,0.6687999964,0.6672999859,0.7435566187,0.7342379093,0.7321721315,-0.6007373333,-0.6070944071,-0.6085569263
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,22,10202,aligned,shunting,local3f,per_soma_shared,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,679758e43d1014ae7f02ddc2d7da6e032e4285bed2638f429be1969be348dba5,622aaf60de551a3e86ee8af919c070d67a776ee5b4cc9838ecfcfa02c6ab771f,0,False,0.6856999993,0.6694999933,0.6757000089,0.7458372712,0.7357601523,0.7349156737,-0.5984841585,-0.605039835,-0.6060906053
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,23,10203,aligned,shunting,local3f,per_soma_shared,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,30693dc85dd8ca937deb69b94d2aceb91ed7af2676121af7bd798202db1b5c2c,a00c14610e4928f203cb1d7b11d9dc817b23c587ff025e9f72e6669aabdfd56e,0,False,0.6765999794,0.6750999689,0.663599968,0.7423190475,0.735591948,0.7295358181,-0.6012368202,-0.6056224704,-0.6081627011
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,24,10204,aligned,shunting,local3f,per_soma_shared,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,52d5e2c8d6555b38e420b4b1c90c70716f1a494780bdcfb3912d7235caeac8b9,30e7264409b808458be1316538d32fb9a63d29cec9604892a08fb555a2c9c31a,0,False,0.679799974,0.665899992,0.6624999642,0.7431910634,0.7308163047,0.7205784917,-0.6011832952,-0.6081705689,-0.615291059
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,25,10205,aligned,shunting,local3f,per_soma_shared,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,d0971a442fa0bbbfa05c324bd604560b3e548d79969edf73170c9762ad651cdc,7080a0a27cba36987fdcdd78da766c4dd5e1698b0b15c97b62a39ee5bdcbf492,0,False,0.6710999608,0.6653000116,0.6765999794,0.7399733067,0.7229192257,0.7386391163,-0.602219522,-0.6143921018,-0.60426718
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,26,10206,aligned,shunting,local3f,per_soma_shared,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,5d8ee3475801c8243ca99874450f406a958a310f23369d4c48be03a37e8e26bf,c471d37a85d63428daec5b4129a0e794394283122331e1ec0e2adacd8e7de8ba,0,False,0.6696000099,0.6703999639,0.6680999994,0.7310275435,0.7332611084,0.7288472056,-0.6103813052,-0.608656466,-0.6123504043
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,27,10207,aligned,shunting,local3f,per_soma_shared,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,a251ea4e3b0fb048deabc0b70dbe68cc72fd3061462429c8a35b6d428182d479,d49f5e21bbce975a34e3b56a64b8fcbca9317d7851b1817e7a74076efdc5c54b,0,False,0.681499958,0.6735000014,0.6656000018,0.7420943975,0.7342159748,0.7258620858,-0.6026329994,-0.6085755825,-0.61323452
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,28,10208,aligned,shunting,local3f,per_soma_shared,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,037879cde18c48146b9bd66735e7f9af62eda8ba93b727e2527d1cc14b362747,581aad79bcd77ddbc197e941cee55e9433f3814b3040fc8e4a568ee685aa5747,0,False,0.6782999635,0.6595999599,0.6664999723,0.7366475463,0.7213998437,0.7287949324,-0.6066920757,-0.6157192588,-0.6114147902
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,29,10209,aligned,shunting,local3f,per_soma_shared,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,c463b282cf6c8310d1801772c67704d37088f58374e87f9d148b0c38446da103,fb9e0d381e8dfdb7810f266c900f20ec49234b5b65dbdc28b17305e2c432b6f4,0,False,0.6699999571,0.6683999896,0.6654999852,0.7322475314,0.727863133,0.7314116955,-0.6098530293,-0.6123792529,-0.6097365022
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,30,10200,aligned,shunting,local3f,path_transport,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,20e74aca8efa111c31fbf38aef78c742922524e11c5e6cca5d1928e792e4cc49,edc2a73fc73cce8f0e687469f784e3fe3b8478e0bab40cd6b9b3a53b14806e3a,0,False,0.6845999956,0.6771999598,0.675999999,0.7456995845,0.7410284877,0.7402345538,-0.5975469947,-0.6009243131,-0.6014993191
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,31,10201,aligned,shunting,local3f,path_transport,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,8a2391b9fb279ef39d3509fcf6539ab997bec07631d63fe6abbfa1ac24afa63d,a5c043cb6f01e8e27c45dca1d87751c8cc0face1f483cd6294e8895f7d4d1a29,0,False,0.6816999912,0.6780999899,0.6721000075,0.7485755086,0.7403960228,0.7367448807,-0.595608294,-0.601364553,-0.603199482
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,32,10202,aligned,shunting,local3f,path_transport,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,6bf3311c0e441950100855795f55e50d6e7e2d80738b57ef7b64dba777500670,bdc76e7c115a4d633cc992d0139e09080db72f7eadc74e7ee96ec188908f73f9,0,False,0.6865999699,0.6711999774,0.6762999892,0.7490481734,0.7366031408,0.7369030118,-0.5942212939,-0.6026032567,-0.6035682559
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,33,10203,aligned,shunting,local3f,path_transport,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,9cbd92d6da80366591a6a8b3f19787cb390c12875e643de66e3a302fcf2355eb,f5609a0ad3204831787a42d53dd1672d927af8837765dbeaf12de48a094a21bb,0,False,0.6779999733,0.6789999604,0.6638000011,0.7447751164,0.7388072014,0.733653307,-0.5974755287,-0.6020826697,-0.6041947007
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,34,10204,aligned,shunting,local3f,path_transport,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,45677d2d482d9011b7dfc6e5f9005467e74595ac84d4c67f25efc8d1e385fab1,ed1a88b273c0e13d4b83f88689d01b508993f0cbf6e8c6cc6b8c37e2203dcc3e,0,False,0.6847999692,0.6663999557,0.665199995,0.7466314435,0.7356188893,0.7260739803,-0.5974053741,-0.6035977602,-0.6111822128
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,35,10205,aligned,shunting,local3f,path_transport,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,8185163d5cfef5f92785d8a0825d85637596163222ff91ba286869bb9e2b3897,ca4bc65adc2dcd68c398a1891805dc3fcab2f134f9ed3c5a735f16827c2f78df,0,False,0.6725999713,0.6701999903,0.6784999967,0.7428782582,0.7269228697,0.740952611,-0.5987085104,-0.6109521985,-0.601487875
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,36,10206,aligned,shunting,local3f,path_transport,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,5be4478105fac4bd2939bfa58e0b9ee3ce2f223daf327edf83d5ebd6d3ff1671,91f41e2d2ecee93ff4c211e3605dad51d384404af6ee261ab6c6f00b01ea8b47,0,False,0.6754999757,0.6746000051,0.6739000082,0.735001266,0.7364067435,0.7322603464,-0.6066596508,-0.6055470705,-0.6094683409
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,37,10207,aligned,shunting,local3f,path_transport,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,af1c26e607e8f8f91ab0c18767136b6c7e343fd3b72677d335bacd08ffefed08,91bde80636f20d3144d1864a4cf094f04be3d8243c8775046d8603ffd176a30a,0,False,0.6794999838,0.6793000102,0.6714000106,0.7447215319,0.7374484539,0.7319052815,-0.598303318,-0.6048628092,-0.6080005765
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,38,10208,aligned,shunting,local3f,path_transport,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,609350d742763fb2a9629e4d8034ffcf3687e8dfd2f272b8b92aa45829b67659,5cd311fbd19b4287e3935544d8d3293fe494d1097ac44c711e1ebee97e0b1a47,0,False,0.6826999784,0.6671999693,0.6737999916,0.7406246662,0.7291879058,0.7350660563,-0.6028937101,-0.6101602316,-0.6054413915
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,39,10209,aligned,shunting,local3f,path_transport,2,2x3,0.8,0.25,0.25,66178,66178,14336,21760,2944,abd8720d8e7a4331c9d5bfa26773b0c435eeed65e51bee9d906511adf29ad05e,4969173784cc7454de1ee5beb375c20fd09e7ecafad921b4a21cd1576b0486b5,0,False,0.6714999676,0.6719999909,0.66899997,0.7363387346,0.7319657803,0.7345350385,-0.6059378982,-0.6073886752,-0.6056373715
aligned_shunting_local3f,nonlinear_physical_depth_runs/journal_confirmatory_physical_depth_aligned_shunting_local3f_20260812005129,40,10200,aligned,shunting,local3f,per_soma_shared,3,2x1x2,0.8,0.25,0.25,66178,66178,14336,21760,2944,dbda86f64aa7a854bf3bb600b2810a7ef69e585e09ea6b9f202fad2153bd3b8b,b3ed8391e04dfc6f12e614519039cc2f5346ab88a56bf45ecdf6956a18e34d6d,0,False,0.7756999731,0.7721999884,0.771699965,0.8638481498,0.8617396951,0.8575928807,-0.5572713614,-0.5576111078,-0.5601090193
