root_id,inherited_qc_included,n_e_sites,n_i_sites,focus_budget_eligible
648518346349531254,True,12,12,True
648518346349538251,False,5,8,False
648518346349538278,True,11,17,True
648518346349538332,True,5,11,False
648518346349538440,True,13,21,True
648518346349538466,True,10,12,True
648518346349539095,False,2,14,False
648518346349539333,True,9,12,True
648518346349539366,True,9,16,True
648518346349539785,True,11,9,True
648518346349539825,True,12,4,False
648518346349539864,True,10,10,True
