cohort,root_id,channels,method,total_capture,residual_capture,dictionary_rank,nonzero_coefficients,wiring_density,coverage,incremental_total_capture
pinky,648518346349538278,8,common-constrained SVD,0.9999909404395154,0.9999877254586894,8.0,88.0,1.0,1.0,0.7380682547369419
pinky,648518346349538332,1,common + ancestry,0.465381820622941,5.5366135982342464e-33,1.0,5.0,1.0,1.0,1.6653345369377348e-16
pinky,648518346349538332,1,common + depth bins,0.465381820622941,5.5366135982342464e-33,1.0,5.0,1.0,1.0,1.6653345369377348e-16
pinky,648518346349538332,1,common + random routes,0.465381820622941,5.5366135982342464e-33,1.0,5.0,1.0,1.0,1.6653345369377348e-16
pinky,648518346349538332,1,common + shuffled routes,0.465381820622941,5.5366135982342464e-33,1.0,5.0,1.0,1.0,1.6653345369377348e-16
pinky,648518346349538332,1,common + surrogate ancestry,0.465381820622941,5.5366135982342464e-33,1.0,5.0,1.0,1.0,1.6653345369377348e-16
pinky,648518346349538332,1,common-constrained SVD,0.465381820622941,5.5366135982342464e-33,1.0,5.0,1.0,1.0,1.6653345369377348e-16
pinky,648518346349538332,2,common + ancestry,0.7539131180514544,0.5396960084011967,2.0,7.0,0.7,1.0,0.2885312974285136
pinky,648518346349538332,2,common + depth bins,0.5036167979658399,0.0715182887859344,2.0,7.0,0.7,1.0,0.0382349773428991
pinky,648518346349538332,2,common + random routes,0.5512366279282732,0.16059088638805913,1.315,5.56,0.556,1.0,0.08585480730533238
pinky,648518346349538332,2,common + shuffled routes,0.5923742955761733,0.237538639447699,2.0,7.0,0.7,1.0,0.12699247495323251
pinky,648518346349538332,2,common + surrogate ancestry,0.6474170645040143,0.3404957985027409,1.99,6.595,0.6595,1.0,0.18203524388107337
pinky,648518346349538332,2,common-constrained SVD,0.8378939216823136,0.6967815824995441,2.0,10.0,1.0,1.0,0.3725121010593727
pinky,648518346349538332,4,common + ancestry,0.999991997323051,0.999985031042232,4.0,10.0,0.5,1.0,0.5346101767001101
pinky,648518346349538332,4,common + depth bins,0.7129090569109898,0.46299816548788,4.0,8.0,0.4,1.0,0.247527236288049
pinky,648518346349538332,4,common + random routes,0.660249861095521,0.36449946520644283,1.765,6.3,0.315,1.0,0.1948680404725802
pinky,648518346349538332,4,common + shuffled routes,0.8359608806673138,0.6931658412292946,3.8,10.0,0.5,1.0,0.3705790600443731
pinky,648518346349538332,4,common + surrogate ancestry,0.8434445522421266,0.7071640026527102,3.425,8.865,0.44325000000000003,1.0,0.37806273161918574
pinky,648518346349538332,4,common-constrained SVD,0.9999999579661936,0.9999999213760248,4.0,20.0,1.0,1.0,0.5346181373432526
pinky,648518346349538440,1,common + ancestry,0.2127715181874587,4.003183464938954e-33,1.0,13.0,1.0,1.0,-2.775557561562892e-17
pinky,648518346349538440,1,common + depth bins,0.2127715181874587,4.003183464938954e-33,1.0,13.0,1.0,1.0,-2.775557561562892e-17
pinky,648518346349538440,1,common + random routes,0.2127715181874587,4.003183464938954e-33,1.0,13.0,1.0,1.0,-2.775557561562892e-17
pinky,648518346349538440,1,common + shuffled routes,0.2127715181874587,4.003183464938954e-33,1.0,13.0,1.0,1.0,-2.775557561562892e-17
pinky,648518346349538440,1,common + surrogate ancestry,0.2127715181874587,4.003183464938954e-33,1.0,13.0,1.0,1.0,-2.775557561562892e-17
pinky,648518346349538440,1,common-constrained SVD,0.2127715181874587,4.003183464938954e-33,1.0,13.0,1.0,1.0,-2.775557561562892e-17
pinky,648518346349538440,2,common + ancestry,0.3254690886485752,0.1431573845011778,2.0,15.0,0.5769230769230769,1.0,0.1126975704611164
pinky,648518346349538440,2,common + depth bins,0.2632425789345157,0.0641123408427128,2.0,19.0,0.7307692307692307,1.0,0.0504710607470569
pinky,648518346349538440,2,common + random routes,0.25416241207568274,0.052577993358324984,1.27,13.475,0.5182692307692307,1.0,0.04139089388822402
pinky,648518346349538440,2,common + shuffled routes,0.2851829892209227,0.09198278861397563,2.0,15.0,0.5769230769230769,1.0,0.07241147103346389
pinky,648518346349538440,2,common + surrogate ancestry,0.29424707038323905,0.10349670277196812,2.0,15.95,0.6134615384615385,1.0,0.08147555219578023
pinky,648518346349538440,2,common-constrained SVD,0.5249381419301928,0.3965387825196457,2.0,26.0,1.0,1.0,0.3121666237427341
pinky,648518346349538440,4,common + ancestry,0.5866316245984392,0.4749067329858193,4.0,19.0,0.3653846153846153,1.0,0.3738601064109804
pinky,648518346349538440,4,common + depth bins,0.3868032080414162,0.2210688432578827,4.0,22.0,0.4230769230769231,1.0,0.1740316898539574
pinky,648518346349538440,4,common + random routes,0.34183468606499795,0.16394626319970004,1.8,14.25,0.2740384615384615,1.0,0.12906316787753913
pinky,648518346349538440,4,common + shuffled routes,0.40685111692858805,0.24653528578421594,3.995,19.0,0.3653846153846153,1.0,0.19407959874112923
pinky,648518346349538440,4,common + surrogate ancestry,0.43512330581688474,0.28244886048517426,3.785,20.075,0.38605769230769227,1.0,0.22235178762942595
