cohort,regime,root_id,focal_segment_id,dose,perturbation,category,n_sites,median_abs_log_gradient_change,mean_abs_log_gradient_change,synapse_weighted_median_abs_log_gradient_change,median_signed_log_gradient_change,gradient_sign_flip_fraction
original_eight,Ra150_Rm300,864691136043380566,2254,1.0,focal shunt,descendant,16,0.050273003818562666,0.04899600784223214,0.05111728299459825,-0.050273003818562666,0.0
original_eight,Ra150_Rm300,864691136043380566,2254,1.0,focal shunt,depth-matched unrelated,16,0.005659659967678936,0.005785823345275843,0.005659659967678936,-0.005659659967678936,0.0
original_eight,Ra150_Rm300,864691136043380566,2266,1.0,matched additive,descendant,14,0.015700767826983014,0.018315457455723477,0.00592398594120097,0.015700767826983014,0.0
original_eight,Ra150_Rm300,864691136043380566,2266,1.0,matched additive,depth-matched unrelated,14,2.2204460492503128e-16,0.00021927001779609138,2.2204460492503128e-16,2.2204460492503128e-16,0.0
original_eight,Ra150_Rm300,864691136043380566,2266,1.0,focal shunt,descendant,14,0.10871894780691296,0.10638292141631975,0.11740727605125069,-0.10871894780691296,0.0
original_eight,Ra150_Rm300,864691136043380566,2266,1.0,focal shunt,depth-matched unrelated,14,0.0034064826941452788,0.0045727289379273355,0.003406482694141547,-0.0034064826941452788,0.0
original_eight,Ra150_Rm300,864691136043380566,2267,1.0,matched additive,descendant,12,0.0019059068343165952,0.001865695834514001,0.0003893569466769101,0.0019059068343165952,0.0
original_eight,Ra150_Rm300,864691136043380566,2267,1.0,matched additive,depth-matched unrelated,12,1.6653345369377348e-16,1.879749586107542e-05,2.2204460492503128e-16,1.1102230246251564e-16,0.0
original_eight,Ra150_Rm300,864691136043380566,2267,1.0,focal shunt,descendant,12,0.012716570423007906,0.012756202975320671,0.014211725390395915,-0.012716570423007906,0.0
original_eight,Ra150_Rm300,864691136043380566,2267,1.0,focal shunt,depth-matched unrelated,12,0.0003710395822438024,0.0004714922895595064,0.0003710395822436358,-0.0003710395822438024,0.0
original_eight,Ra150_Rm300,864691136043380566,2281,1.0,matched additive,descendant,3,0.10451239964569858,0.08895263756995268,0.013744635829092017,0.10451239964569858,0.0
original_eight,Ra150_Rm300,864691136043380566,2281,1.0,matched additive,depth-matched unrelated,3,2.2204460492503128e-16,8.501255932336619e-05,2.2204460492503128e-16,2.2204460492503128e-16,0.0
original_eight,Ra150_Rm300,864691136043380566,2281,1.0,focal shunt,descendant,3,0.16809516498175572,0.1802146947560674,0.23973898468849533,-0.16809516498175572,0.0
original_eight,Ra150_Rm300,864691136043380566,2281,1.0,focal shunt,depth-matched unrelated,3,0.0011616193984315642,0.0012515762131517384,0.0011616193984315642,-0.0011616193984315642,0.0
original_eight,Ra150_Rm300,864691136043380566,2382,1.0,matched additive,descendant,9,0.045898102797131746,0.043691151410669773,0.019936422591895556,0.045898102797131746,0.0
original_eight,Ra150_Rm300,864691136043380566,2382,1.0,matched additive,depth-matched unrelated,9,0.0,0.0009437975709831975,0.0,0.0,0.0
original_eight,Ra150_Rm300,864691136043380566,2382,1.0,focal shunt,descendant,9,0.14532810887323896,0.14712919354207465,0.16706954481502578,-0.14532810887323896,0.0
original_eight,Ra150_Rm300,864691136043380566,2382,1.0,focal shunt,depth-matched unrelated,9,0.0008786878488532415,0.0035259570015206856,0.0008786878488532415,-0.0008786878488532415,0.0
original_eight,Ra150_Rm300,864691136043380566,2390,1.0,matched additive,descendant,7,0.039318622996274796,0.04167492452956721,0.02329417233487202,0.039318622996274796,0.0
original_eight,Ra150_Rm300,864691136043380566,2390,1.0,matched additive,depth-matched unrelated,7,1.1102230246251565e-16,0.0005397414258123341,1.1102230246251565e-16,0.0,0.0
original_eight,Ra150_Rm300,864691136043380566,2390,1.0,focal shunt,descendant,7,0.10421152478042504,0.10211242140716646,0.11822168581619621,-0.10421152478042504,0.0
original_eight,Ra150_Rm300,864691136043380566,2390,1.0,focal shunt,depth-matched unrelated,7,0.00021567738560887648,0.0019420299709926407,0.00021567738560887648,-0.00021567738560887648,0.0
original_eight,Ra150_Rm300,864691136043380566,2398,1.0,matched additive,descendant,3,0.04842316909286282,0.07930836051331247,0.03456168893103782,0.04842316909286282,0.0
original_eight,Ra150_Rm300,864691136043380566,2398,1.0,matched additive,depth-matched unrelated,3,0.0005734173433624194,0.004262115317577076,0.0005734173433624194,0.0005734173433624194,0.0
original_eight,Ra150_Rm300,864691136043380566,2398,1.0,focal shunt,descendant,3,0.23192880672577415,0.20773234392794918,0.2426227309884751,-0.23192880672577415,0.0
original_eight,Ra150_Rm300,864691136043380566,2398,1.0,focal shunt,depth-matched unrelated,3,0.002158111374221496,0.0018815525628936502,0.002158111374221496,-0.002158111374221496,0.0
original_eight,Ra150_Rm300,864691136043380566,2488,1.0,matched additive,descendant,5,0.0017877712729067483,0.0019254449162115685,0.00031363215111789136,0.0017877712729067483,0.0
original_eight,Ra150_Rm300,864691136043380566,2488,1.0,matched additive,depth-matched unrelated,5,0.0,0.0,0.0,0.0,0.0
original_eight,Ra150_Rm300,864691136043380566,2488,1.0,focal shunt,descendant,5,0.014033363323158903,0.013897181544734672,0.015491374603927315,-0.014033363323158903,0.0
original_eight,Ra150_Rm300,864691136043380566,2488,1.0,focal shunt,depth-matched unrelated,5,0.0047892697762001515,0.004789269776189844,0.004789269776179848,-0.0047892697762001515,0.0
original_eight,Ra150_Rm300,864691136043380566,2622,1.0,matched additive,descendant,3,0.06958477117613522,0.06390950600867513,0.012553694903175318,0.06958477117613522,0.0
original_eight,Ra150_Rm300,864691136043380566,2622,1.0,matched additive,depth-matched unrelated,3,0.0,7.401486830834377e-17,0.0,0.0,0.0
original_eight,Ra150_Rm300,864691136043380566,2622,1.0,focal shunt,descendant,3,0.16874399926064737,0.1732513163917365,0.21501908031618341,-0.16874399926064737,0.0
original_eight,Ra150_Rm300,864691136043380566,2622,1.0,focal shunt,depth-matched unrelated,3,0.008285736599892308,0.008285736599881636,0.008285736599892308,-0.008285736599892308,0.0
original_eight,Ra150_Rm300,864691136043380566,2958,1.0,matched additive,descendant,3,0.009945704393910657,0.015081089685269375,0.005303998832162993,0.009945704393910657,0.0
original_eight,Ra150_Rm300,864691136043380566,2958,1.0,matched additive,depth-matched unrelated,3,0.0,0.0,0.0,0.0,0.0
original_eight,Ra150_Rm300,864691136043380566,2958,1.0,focal shunt,descendant,3,0.05733920596980032,0.052507617200449413,0.06170213806960574,-0.05733920596980032,0.0
original_eight,Ra150_Rm300,864691136043380566,2958,1.0,focal shunt,depth-matched unrelated,3,0.004289016140694582,0.004289016140695215,0.004289016140694582,-0.004289016140694582,0.0
original_eight,Ra150_Rm300,864691136043380566,3165,1.0,matched additive,descendant,3,0.0013673740906336644,0.0028008230379737383,0.0013673740906336644,0.0013673740906336644,0.0
original_eight,Ra150_Rm300,864691136043380566,3165,1.0,matched additive,depth-matched unrelated,3,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0
original_eight,Ra150_Rm300,864691136043380566,3165,1.0,focal shunt,descendant,3,0.01651299726635652,0.015099665764865976,0.01651299726635652,-0.01651299726635652,0.0
original_eight,Ra150_Rm300,864691136043380566,3165,1.0,focal shunt,depth-matched unrelated,3,0.00367485436632593,0.003674854366326896,0.00367485436632593,-0.00367485436632593,0.0
original_eight,Ra150_Rm300,864691136043380566,3235,1.0,matched additive,descendant,5,0.003469271930116513,0.006829123077072582,0.0030966719796628192,0.003469271930116513,0.0
original_eight,Ra150_Rm300,864691136043380566,3235,1.0,matched additive,depth-matched unrelated,5,0.0,6.661338147750939e-17,1.1102230246251565e-16,0.0,0.0
original_eight,Ra150_Rm300,864691136043380566,3235,1.0,focal shunt,descendant,5,0.03186647171526517,0.028603928528729776,0.03222822717166061,-0.03186647171526517,0.0
original_eight,Ra150_Rm300,864691136043380566,3235,1.0,focal shunt,depth-matched unrelated,5,0.005602039411556599,0.005602039411556242,0.005602039411554255,-0.005602039411556599,0.0
original_eight,Ra150_Rm300,864691136043380566,3589,1.0,matched additive,descendant,3,0.0026122532559308595,0.004677919926134011,0.0023315898624305057,0.0026122532559308595,0.0
original_eight,Ra150_Rm300,864691136043380566,3589,1.0,matched additive,depth-matched unrelated,3,1.1102230246251565e-16,1.4802973661668753e-16,2.2204460492503128e-16,-1.1102230246251565e-16,0.0
original_eight,Ra150_Rm300,864691136043380566,3589,1.0,focal shunt,descendant,3,0.019053928997890757,0.01702813764909432,0.019329155715485644,-0.019053928997890757,0.0
original_eight,Ra150_Rm300,864691136043380566,3589,1.0,focal shunt,depth-matched unrelated,3,0.0020067040265560197,0.002006704026555834,0.002006704026554685,-0.0020067040265560197,0.0
original_eight,Ra150_Rm300,864691136043380566,3638,1.0,matched additive,descendant,3,0.007083272022844799,0.01371640996160173,0.007083272022844799,0.007083272022844799,0.0
original_eight,Ra150_Rm300,864691136043380566,3638,1.0,matched additive,depth-matched unrelated,3,0.0,7.401486830834377e-17,2.2204460492503128e-16,0.0,0.0
original_eight,Ra150_Rm300,864691136043380566,3638,1.0,focal shunt,descendant,3,0.05919043010515467,0.05294139942944235,0.05919043010515467,-0.05919043010515467,0.0
original_eight,Ra150_Rm300,864691136043380566,3638,1.0,focal shunt,depth-matched unrelated,3,0.0051935038230108335,0.005193503823010424,0.005193503823007931,-0.0051935038230108335,0.0
original_eight,Ra150_Rm300,864691136043380566,3914,1.0,matched additive,descendant,3,0.0061992630527346725,0.011047940644674398,0.00612543494090025,0.0061992630527346725,0.0
original_eight,Ra150_Rm300,864691136043380566,3914,1.0,matched additive,depth-matched unrelated,3,3.33066907387547e-16,2.2204460492503136e-16,3.33066907387547e-16,-3.33066907387547e-16,0.0
original_eight,Ra150_Rm300,864691136043380566,3914,1.0,focal shunt,descendant,3,0.04648968722430655,0.0418612539474672,0.046560138106848344,-0.04648968722430655,0.0
original_eight,Ra150_Rm300,864691136043380566,3914,1.0,focal shunt,depth-matched unrelated,3,0.005298001272945493,0.0052980012729464225,0.005298001272945493,-0.005298001272945493,0.0
original_eight,Ra150_Rm15000,864691135060651419,5224,1.0,matched additive,descendant,62,1.2878259832259884e-05,1.299115031537938e-05,1.3018028609962664e-05,1.2878259832259884e-05,0.0
original_eight,Ra150_Rm15000,864691135060651419,5224,1.0,matched additive,depth-matched unrelated,62,1.1102230246251565e-16,1.1281298476029816e-16,1.1102230246251565e-16,0.0,0.0
original_eight,Ra150_Rm15000,864691135060651419,5224,1.0,focal shunt,descendant,62,0.0008040133366752109,0.0008039004488589808,0.0008038735711999895,-0.0008040133366752109,0.0
original_eight,Ra150_Rm15000,864691135060651419,5224,1.0,focal shunt,depth-matched unrelated,62,0.0007932642446901955,0.0007932642446903601,0.0007932642446901955,-0.0007932642446901955,0.0
original_eight,Ra150_Rm15000,864691135060651419,5233,1.0,matched additive,descendant,51,0.00018646773792828185,0.0001880980835066951,0.00018830987658190223,0.00018646773792828185,0.0
original_eight,Ra150_Rm15000,864691135060651419,5233,1.0,matched additive,depth-matched unrelated,51,9.581261475284396e-06,5.982857328868178e-06,9.581261475284396e-06,9.581261475284396e-06,0.0
original_eight,Ra150_Rm15000,864691135060651419,5233,1.0,focal shunt,descendant,51,0.0021144267937601535,0.0021127969966361093,0.0021125852748417983,-0.0021144267937601535,0.0
original_eight,Ra150_Rm15000,864691135060651419,5233,1.0,focal shunt,depth-matched unrelated,51,0.001970407408234429,0.0019680751192561823,0.001970407408234429,-0.001970407408234429,0.0
original_eight,Ra150_Rm15000,864691135060651419,5527,1.0,matched additive,descendant,20,0.00022119424463576328,0.0002245188474883693,0.00022652925038201642,0.00022119424463576328,0.0
original_eight,Ra150_Rm15000,864691135060651419,5527,1.0,matched additive,depth-matched unrelated,20,7.815426961973593e-06,6.169442433270494e-06,7.815426961973593e-06,7.815426961973593e-06,0.0
original_eight,Ra150_Rm15000,864691135060651419,5527,1.0,focal shunt,descendant,20,0.0017608845169627269,0.0017575612210857297,0.0017555516085663637,-0.0017608845169627269,0.0
original_eight,Ra150_Rm15000,864691135060651419,5527,1.0,focal shunt,depth-matched unrelated,20,0.001593574585855447,0.001592510783207312,0.001593574585855447,-0.001593574585855447,0.0
original_eight,Ra150_Rm15000,864691135060651419,5579,1.0,matched additive,descendant,7,0.012886471772696861,0.012907159506111545,0.013079168897688802,0.012886471772696861,0.0
original_eight,Ra150_Rm15000,864691135060651419,5579,1.0,matched additive,depth-matched unrelated,7,0.0007143617700659941,0.0006499050683128044,0.0006939976076346101,0.0007143617700659941,0.0
original_eight,Ra150_Rm15000,864691135060651419,5579,1.0,focal shunt,descendant,7,0.015582601865275792,0.015562338143408206,0.015393867825158376,-0.015582601865275792,0.0
original_eight,Ra150_Rm15000,864691135060651419,5579,1.0,focal shunt,depth-matched unrelated,7,0.007637380591621479,0.007600573500849422,0.007626754180146849,-0.007637380591621479,0.0
original_eight,Ra150_Rm15000,864691135060651419,5894,1.0,matched additive,descendant,9,0.0011267262340098891,0.0011087655009215768,0.0011267262340098891,0.0011267262340098891,0.0
original_eight,Ra150_Rm15000,864691135060651419,5894,1.0,matched additive,depth-matched unrelated,9,0.00016852004210807283,0.00012987173876061956,9.496627960607538e-06,0.00016852004210807283,0.0
original_eight,Ra150_Rm15000,864691135060651419,5894,1.0,focal shunt,descendant,9,0.002418201940985522,0.0024361298406796886,0.002418201940985522,-0.002418201940985522,0.0
original_eight,Ra150_Rm15000,864691135060651419,5894,1.0,focal shunt,depth-matched unrelated,9,0.0018271787301116602,0.0018048224184459378,0.0017154073672140454,-0.0018271787301116602,0.0
original_eight,Ra150_Rm15000,864691135060651419,6068,1.0,matched additive,descendant,7,0.019274113241783002,0.019259474819673685,0.019274113241783002,0.019274113241783002,0.0
original_eight,Ra150_Rm15000,864691135060651419,6068,1.0,matched additive,depth-matched unrelated,7,0.0010452743910981251,0.0008957820331399469,0.001007516076170354,0.0010452743910981251,0.0
original_eight,Ra150_Rm15000,864691135060651419,6068,1.0,focal shunt,descendant,7,0.02169270487066268,0.02170690660994021,0.02169270487066268,-0.02169270487066268,0.0
original_eight,Ra150_Rm15000,864691135060651419,6068,1.0,focal shunt,depth-matched unrelated,7,0.010334982362653433,0.010241901959782128,0.010330721040215419,-0.010334982362653433,0.0
original_eight,Ra150_Rm15000,864691135060651419,6117,1.0,matched additive,descendant,5,0.009929597553591761,0.009922159584351855,0.009946766206462435,0.009929597553591761,0.0
original_eight,Ra150_Rm15000,864691135060651419,6117,1.0,matched additive,depth-matched unrelated,5,0.0003848416837901409,0.0003875366877815209,0.00040718983108511253,0.0003848416837901409,0.0
original_eight,Ra150_Rm15000,864691135060651419,6117,1.0,focal shunt,descendant,5,0.009405073627169452,0.009412397437433929,0.00938816832274669,-0.009405073627169452,0.0
original_eight,Ra150_Rm15000,864691135060651419,6117,1.0,focal shunt,depth-matched unrelated,5,0.003804104920626762,0.0038014516447985153,0.003782102805371836,-0.003804104920626762,0.0
original_eight,Ra150_Rm15000,864691135060651419,6262,1.0,matched additive,descendant,3,0.04724551691813727,0.047278231982686915,0.047348824183134394,0.04724551691813727,0.0
original_eight,Ra150_Rm15000,864691135060651419,6262,1.0,matched additive,depth-matched unrelated,3,0.0010553796069705716,0.0014446849094974425,0.0022232955145511843,0.0010553796069705716,0.0
original_eight,Ra150_Rm15000,864691135060651419,6262,1.0,focal shunt,descendant,3,0.03815304089943972,0.038122534778520685,0.03805670903049203,-0.03815304089943972,0.0
original_eight,Ra150_Rm15000,864691135060651419,6262,1.0,focal shunt,depth-matched unrelated,3,0.009524767786112956,0.009802942760354023,0.010359292708836156,-0.009524767786112956,0.0
original_eight,Ra150_Rm15000,864691135060651419,6446,1.0,matched additive,descendant,3,0.007131907066977731,0.007129996013953228,0.007131907066977731,0.007131907066977731,0.0
original_eight,Ra150_Rm15000,864691135060651419,6446,1.0,matched additive,depth-matched unrelated,3,0.0003283279023048038,0.00022053226395985848,2.2204460492503128e-16,0.0003283279023048038,0.0
original_eight,Ra150_Rm15000,864691135060651419,6446,1.0,focal shunt,descendant,3,0.00731537273157886,0.007317262396314708,0.00731537273157886,-0.00731537273157886,0.0
original_eight,Ra150_Rm15000,864691135060651419,6446,1.0,focal shunt,depth-matched unrelated,3,0.0032330230083855386,0.0031707006375489926,0.003041170536660231,-0.0032330230083855386,0.0
original_eight,Ra150_Rm15000,864691135060651419,6886,1.0,matched additive,descendant,3,0.015133989790158604,0.015263963034375978,0.015133989790158604,0.015133989790158604,0.0
original_eight,Ra150_Rm15000,864691135060651419,6886,1.0,matched additive,depth-matched unrelated,3,2.2204460492503128e-16,1.4802973661668753e-16,2.2204460492503128e-16,2.2204460492503128e-16,0.0
original_eight,Ra150_Rm15000,864691135060651419,6886,1.0,focal shunt,descendant,3,0.017270361239786213,0.01714335492069413,0.017270361239786213,-0.017270361239786213,0.0
original_eight,Ra150_Rm15000,864691135060651419,6886,1.0,focal shunt,depth-matched unrelated,3,0.008611840145315052,0.008611840145314903,0.008611840145315052,-0.008611840145315052,0.0
original_eight,Ra150_Rm15000,864691135060651419,6962,1.0,matched additive,descendant,3,0.00359321768491912,0.0036332526223814246,0.00359321768491912,0.00359321768491912,0.0
original_eight,Ra150_Rm15000,864691135060651419,6962,1.0,matched additive,depth-matched unrelated,3,2.2204460492503128e-16,2.2204460492503128e-16,2.2204460492503128e-16,2.2204460492503128e-16,0.0
original_eight,Ra150_Rm15000,864691135060651419,6962,1.0,focal shunt,descendant,3,0.005809351225480859,0.005769541613088809,0.005809351225480859,-0.005809351225480859,0.0
original_eight,Ra150_Rm15000,864691135060651419,6962,1.0,focal shunt,depth-matched unrelated,3,0.0037174705739210353,0.0037174705739210358,0.0037174705739210353,-0.0037174705739210353,0.0
original_eight,Ra150_Rm15000,864691135060651419,7803,1.0,matched additive,descendant,3,0.0049838543265347595,0.004958023287448835,0.004877109524413458,0.0049838543265347595,0.0
original_eight,Ra150_Rm15000,864691135060651419,7803,1.0,matched additive,depth-matched unrelated,3,1.1102230246251565e-16,1.1102230246251565e-16,2.2204460492503128e-16,0.0,0.0
original_eight,Ra150_Rm15000,864691135060651419,7803,1.0,focal shunt,descendant,3,0.007092158419439977,0.0071177930276049295,0.00719809150641252,-0.007092158419439977,0.0
original_eight,Ra150_Rm15000,864691135060651419,7803,1.0,focal shunt,depth-matched unrelated,3,0.004367118785593813,0.004367118785593776,0.004367118785593813,-0.004367118785593813,0.0
original_eight,Ra150_Rm15000,864691135060651419,7968,1.0,matched additive,descendant,3,0.0010581435558156753,0.0010651741689669402,0.0010581435558156753,0.0010581435558156753,0.0
original_eight,Ra150_Rm15000,864691135060651419,7968,1.0,matched additive,depth-matched unrelated,3,2.2204460492503128e-16,1.4802973661668753e-16,2.2204460492503128e-16,2.2204460492503128e-16,0.0
original_eight,Ra150_Rm15000,864691135060651419,7968,1.0,focal shunt,descendant,3,0.002151080103613815,0.0021440612558454807,0.002151080103613815,-0.002151080103613815,0.0
original_eight,Ra150_Rm15000,864691135060651419,7968,1.0,focal shunt,depth-matched unrelated,3,0.0015307640514394959,0.001530764051439125,0.0015307640514394959,-0.0015307640514394959,0.0
original_eight,Ra150_Rm15000,864691135060651419,8277,1.0,matched additive,descendant,4,0.013680338249609639,0.013675960659578348,0.013694028943790171,0.013680338249609639,0.0
original_eight,Ra150_Rm15000,864691135060651419,8277,1.0,matched additive,depth-matched unrelated,4,2.2204460492503128e-16,9.536294828328719e-06,2.2204460492503128e-16,2.2204460492503128e-16,0.0
original_eight,Ra150_Rm15000,864691135060651419,8277,1.0,focal shunt,descendant,4,0.014732785575613739,0.01473707351439789,0.014719375250247736,-0.014732785575613739,0.0
original_eight,Ra150_Rm15000,864691135060651419,8277,1.0,focal shunt,depth-matched unrelated,4,0.007157510586335471,0.0071625055130575856,0.007157510586335471,-0.007157510586335471,0.0
original_eight,Ra150_Rm15000,864691135060651419,8304,1.0,matched additive,descendant,3,0.017502884514484,0.017503854118072423,0.01751353448399894,0.017502884514484,0.0
original_eight,Ra150_Rm15000,864691135060651419,8304,1.0,matched additive,depth-matched unrelated,3,0.0,7.401486830834377e-17,0.0,0.0,0.0
original_eight,Ra150_Rm15000,864691135060651419,8304,1.0,focal shunt,descendant,3,0.0166903262364357,0.01668938159054213,0.016679950404756266,-0.0166903262364357,0.0
original_eight,Ra150_Rm15000,864691135060651419,8304,1.0,focal shunt,depth-matched unrelated,3,0.0072064650662681745,0.007206465066268063,0.0072064650662681745,-0.0072064650662681745,0.0
original_eight,Ra150_Rm15000,864691135060651419,8390,1.0,matched additive,descendant,3,0.0030143893526857657,0.003024433219996689,0.003009000763448856,0.0030143893526857657,0.0
original_eight,Ra150_Rm15000,864691135060651419,8390,1.0,matched additive,depth-matched unrelated,3,0.0,7.401486830834377e-17,0.0,0.0,0.0
original_eight,Ra150_Rm15000,864691135060651419,8390,1.0,focal shunt,descendant,3,0.004920035225448615,0.004910037833293028,0.004925398879914252,-0.004920035225448615,0.0
original_eight,Ra150_Rm15000,864691135060651419,8390,1.0,focal shunt,depth-matched unrelated,3,0.003268430628774225,0.0032684306287741882,0.003268430628774448,-0.003268430628774225,0.0
original_eight,Ra150_Rm15000,864691135196576298,4720,1.0,matched additive,descendant,6,0.000134324239690629,0.00012940534253492786,0.0001176634596197151,0.000134324239690629,0.0
original_eight,Ra150_Rm15000,864691135196576298,4720,1.0,matched additive,depth-matched unrelated,6,0.0,0.0,0.0,0.0,0.0
original_eight,Ra150_Rm15000,864691135196576298,4720,1.0,focal shunt,descendant,6,0.004796783067834559,0.004801700386552665,0.004813438501898314,-0.004796783067834559,0.0
original_eight,Ra150_Rm15000,864691135196576298,4720,1.0,focal shunt,depth-matched unrelated,6,0.004610098277358858,0.004610098277358858,0.00461009827735897,-0.004610098277358858,0.0
original_eight,Ra150_Rm15000,864691135196576298,4724,1.0,matched additive,descendant,5,0.0002511424521401855,0.0002477709229289969,0.00022887418190386505,0.0002511424521401855,0.0
original_eight,Ra150_Rm15000,864691135196576298,4724,1.0,matched additive,depth-matched unrelated,5,2.2204460492503128e-16,3.4289633812940836e-06,0.0,2.2204460492503128e-16,0.0
original_eight,Ra150_Rm15000,864691135196576298,4724,1.0,focal shunt,descendant,5,0.004752064490865271,0.004755433947659022,0.004774319078907057,-0.004752064490865271,0.0
original_eight,Ra150_Rm15000,864691135196576298,4724,1.0,focal shunt,depth-matched unrelated,5,0.004388290769347548,0.00439225572498241,0.004388290769347548,-0.004388290769347548,0.0
original_eight,Ra150_Rm15000,864691135196576298,4737,1.0,matched additive,descendant,3,0.0019119484426780623,0.0019025367935587457,0.0013090421282354076,0.0019119484426780623,0.0
original_eight,Ra150_Rm15000,864691135196576298,4737,1.0,matched additive,depth-matched unrelated,3,0.0,1.1981054390911484e-05,0.0,0.0,0.0
original_eight,Ra150_Rm15000,864691135196576298,4737,1.0,focal shunt,descendant,3,0.019649572832008994,0.01965893702647181,0.02024947503173612,-0.019649572832008994,0.0
original_eight,Ra150_Rm15000,864691135196576298,4737,1.0,focal shunt,depth-matched unrelated,3,0.01654877993522446,0.016560230716341977,0.01654877993522446,-0.01654877993522446,0.0
original_eight,Ra150_Rm15000,864691135196576298,5647,1.0,matched additive,descendant,3,0.0023969079702169404,0.0025174329846893964,0.0023969079702169404,0.0023969079702169404,0.0
original_eight,Ra150_Rm15000,864691135196576298,5647,1.0,matched additive,depth-matched unrelated,3,0.0,0.0,0.0,0.0,0.0
original_eight,Ra150_Rm15000,864691135196576298,5647,1.0,focal shunt,descendant,3,0.027097737203717658,0.02697788057233279,0.027097737203717658,-0.027097737203717658,0.0
original_eight,Ra150_Rm15000,864691135196576298,5647,1.0,focal shunt,depth-matched unrelated,3,0.023905945090666084,0.023905945090666198,0.023905945090666084,-0.023905945090666084,0.0
original_eight,Ra150_Rm15000,864691135277186789,1502,1.0,matched additive,descendant,27,0.0007748675757018768,0.0007999899758993023,0.0007748675757018768,0.0007748675757018768,0.0
original_eight,Ra150_Rm15000,864691135277186789,1502,1.0,matched additive,depth-matched unrelated,27,0.00010812189741798075,8.205295712075123e-05,0.00010812189741798075,0.00010812189741798075,0.0
original_eight,Ra150_Rm15000,864691135277186789,1502,1.0,focal shunt,descendant,27,0.004990134579637579,0.004965051954103907,0.004990134579637579,-0.004990134579637579,0.0
original_eight,Ra150_Rm15000,864691135277186789,1502,1.0,focal shunt,depth-matched unrelated,27,0.004262964438150554,0.004241958291058644,0.004262964438150554,-0.004262964438150554,0.0
original_eight,Ra150_Rm15000,864691135277186789,1507,1.0,matched additive,descendant,22,0.0006556649875506417,0.0006782889512162659,0.0006641679486957394,0.0006556649875506417,0.0
original_eight,Ra150_Rm15000,864691135277186789,1507,1.0,matched additive,depth-matched unrelated,22,6.071421533918207e-05,4.8859785662317615e-05,6.071421533918207e-05,6.071421533918207e-05,0.0
original_eight,Ra150_Rm15000,864691135277186789,1507,1.0,focal shunt,descendant,22,0.002973058956788183,0.0029504654052289543,0.002964567426579643,-0.002973058956788183,0.0
original_eight,Ra150_Rm15000,864691135277186789,1507,1.0,focal shunt,depth-matched unrelated,22,0.0023264074165100725,0.002317710729120249,0.0023264074165100725,-0.0023264074165100725,0.0
original_eight,Ra150_Rm15000,864691135277186789,1558,1.0,matched additive,descendant,11,0.01103109249112826,0.011007595776296923,0.010794625136989243,0.01103109249112826,0.0
original_eight,Ra150_Rm15000,864691135277186789,1558,1.0,matched additive,depth-matched unrelated,11,0.00229228743007746,0.002294232154204575,0.00229228743007746,0.00229228743007746,0.0
original_eight,Ra150_Rm15000,864691135277186789,1558,1.0,focal shunt,descendant,11,0.015057698301695656,0.015080737914876163,0.015289573432707086,-0.015057698301695656,0.0
original_eight,Ra150_Rm15000,864691135277186789,1558,1.0,focal shunt,depth-matched unrelated,11,0.007381429851852328,0.007379523214665864,0.007381429851852328,-0.007381429851852328,0.0
original_eight,Ra150_Rm15000,864691135277186789,1573,1.0,matched additive,descendant,5,0.006572062810964891,0.00652135008804206,0.006572062810964891,0.006572062810964891,0.0
original_eight,Ra150_Rm15000,864691135277186789,1573,1.0,matched additive,depth-matched unrelated,5,0.002346868368021821,0.0020517413764412577,0.0022645030298941273,0.002346868368021821,0.0
original_eight,Ra150_Rm15000,864691135277186789,1573,1.0,focal shunt,descendant,5,0.007625615978976165,0.007675745603562016,0.007625615978976165,-0.007625615978976165,0.0
original_eight,Ra150_Rm15000,864691135277186789,1573,1.0,focal shunt,depth-matched unrelated,5,0.004289279557637452,0.004049338739350104,0.004289279557637452,-0.004289279557637452,0.0
original_eight,Ra150_Rm15000,864691135277186789,1584,1.0,matched additive,descendant,3,0.010465719425051864,0.010331308601210043,0.009981059843100916,0.010465719425051864,0.0
original_eight,Ra150_Rm15000,864691135277186789,1584,1.0,matched additive,depth-matched unrelated,3,0.002876431092087391,0.0037637258198776878,0.0027755060786699235,0.002876431092087391,0.0
original_eight,Ra150_Rm15000,864691135277186789,1584,1.0,focal shunt,descendant,3,0.011079512807857956,0.011211500649122304,0.011555436070889786,-0.011079512807857956,0.0
original_eight,Ra150_Rm15000,864691135277186789,1584,1.0,focal shunt,depth-matched unrelated,3,0.005205756084476031,0.00581959982376043,0.005205756084476031,-0.005205756084476031,0.0
original_eight,Ra150_Rm15000,864691135277186789,1647,1.0,matched additive,descendant,3,0.01388664382695078,0.01401581670688607,0.01388664382695078,0.01388664382695078,0.0
original_eight,Ra150_Rm15000,864691135277186789,1647,1.0,matched additive,depth-matched unrelated,3,0.002323940007360146,0.002323940007360146,0.002323940007360146,0.002323940007360146,0.0
original_eight,Ra150_Rm15000,864691135277186789,1647,1.0,focal shunt,descendant,3,0.017910324815196513,0.01778433002987174,0.017910324815196513,-0.017910324815196513,0.0
original_eight,Ra150_Rm15000,864691135277186789,1647,1.0,focal shunt,depth-matched unrelated,3,0.007548032160432319,0.007548032160432319,0.007548032160432319,-0.007548032160432319,0.0
