cohort,regime,root_id,perturbation,category,signed_log_change,absolute_log_change,sign_flip_fraction,n_focal_sites
original_eight,Ra150_Rm300,864691135277186789,focal shunt,descendant,-0.09735505279547164,0.09735505279547164,0.0,16
original_eight,Ra150_Rm300,864691135277186789,matched additive,depth-matched unrelated,0.0004550454690901949,0.00045504546909020185,0.0,16
original_eight,Ra150_Rm300,864691135277186789,matched additive,descendant,0.03333208909785625,0.03333208909785625,0.0,16
original_eight,Ra150_Rm300,864691135324623260,focal shunt,depth-matched unrelated,-0.009025094932435602,0.009031145224122366,0.0,10
original_eight,Ra150_Rm300,864691135324623260,focal shunt,descendant,-0.16706739513095986,0.16706739513095986,0.0,10
original_eight,Ra150_Rm300,864691135324623260,matched additive,depth-matched unrelated,0.00021076996509515811,0.00021076996509518031,0.0,10
original_eight,Ra150_Rm300,864691135324623260,matched additive,descendant,0.025613103729172842,0.025613103729172842,0.0,10
original_eight,Ra150_Rm300,864691135409937097,focal shunt,depth-matched unrelated,-0.002412633169411035,0.002412633169411035,0.0,15
original_eight,Ra150_Rm300,864691135409937097,focal shunt,descendant,-0.11041039910947692,0.11041039910947692,0.0,15
original_eight,Ra150_Rm300,864691135409937097,matched additive,depth-matched unrelated,2.2362190509483345e-05,2.2362190509546256e-05,0.0,15
original_eight,Ra150_Rm300,864691135409937097,matched additive,descendant,0.05425266686284003,0.05425266686284003,0.0,15
original_eight,Ra150_Rm300,864691135739661169,focal shunt,depth-matched unrelated,-0.011357686468507445,0.011383881120960004,0.0,8
original_eight,Ra150_Rm300,864691135739661169,focal shunt,descendant,-0.15561496335077232,0.15561496335077232,0.0,8
original_eight,Ra150_Rm300,864691135739661169,matched additive,depth-matched unrelated,0.00028149501751242157,0.0002814950175124493,0.0,8
original_eight,Ra150_Rm300,864691135739661169,matched additive,descendant,0.08011634628816175,0.08011634628816175,0.0,8
original_eight,Ra150_Rm300,864691135810666525,focal shunt,depth-matched unrelated,-0.0016430782204183117,0.0016430782204183117,0.0,16
original_eight,Ra150_Rm300,864691135810666525,focal shunt,descendant,-0.07478522133146565,0.07478522133146565,0.0,16
original_eight,Ra150_Rm300,864691135810666525,matched additive,depth-matched unrelated,0.00014665152346520746,0.00014665152346523522,0.0,16
original_eight,Ra150_Rm300,864691135810666525,matched additive,descendant,0.035331488913115654,0.035331488913115654,0.0,16
original_eight,Ra150_Rm300,864691136043380566,focal shunt,depth-matched unrelated,-0.003581078221242679,0.003581078221242679,0.0,16
original_eight,Ra150_Rm300,864691136043380566,focal shunt,descendant,-0.07786780055230448,0.07786780055230448,0.0,16
original_eight,Ra150_Rm300,864691136043380566,matched additive,depth-matched unrelated,3.5838583960158154e-05,3.583858396023101e-05,0.0,16
original_eight,Ra150_Rm300,864691136043380566,matched additive,descendant,0.022620083655301496,0.022620083655301496,0.0,16
v661_disjoint,Ra150_Rm15000,864691134941194851,focal shunt,depth-matched unrelated,-0.005545445091986288,0.005545445091986288,0.0,14
v661_disjoint,Ra150_Rm15000,864691134941194851,focal shunt,descendant,-0.008709837497585343,0.008709837497585343,0.0,14
v661_disjoint,Ra150_Rm15000,864691134941194851,matched additive,depth-matched unrelated,2.2995595048751588e-05,2.2995595048751588e-05,0.0,14
v661_disjoint,Ra150_Rm15000,864691134941194851,matched additive,descendant,0.0011904806487652447,0.0011904806487652447,0.0,14
v661_disjoint,Ra150_Rm15000,864691135082534135,focal shunt,depth-matched unrelated,-0.007422063235772651,0.007422063235772651,0.0,1
v661_disjoint,Ra150_Rm15000,864691135082534135,focal shunt,descendant,-0.021704181861793216,0.021704181861793216,0.0,1
v661_disjoint,Ra150_Rm15000,864691135082534135,matched additive,depth-matched unrelated,0.0,0.0,0.0,1
v661_disjoint,Ra150_Rm15000,864691135082534135,matched additive,descendant,0.005333133687036351,0.005333133687036351,0.0,1
v661_disjoint,Ra150_Rm15000,864691135334986985,focal shunt,depth-matched unrelated,-0.005447705689997002,0.005447705689997002,0.0,14
v661_disjoint,Ra150_Rm15000,864691135334986985,focal shunt,descendant,-0.009740588183131477,0.009740588183131477,0.0,14
v661_disjoint,Ra150_Rm15000,864691135334986985,matched additive,depth-matched unrelated,2.2610508098880026e-05,2.2610508098880026e-05,0.0,14
v661_disjoint,Ra150_Rm15000,864691135334986985,matched additive,descendant,0.001475527255091105,0.001475527255091105,0.0,14
v661_disjoint,Ra150_Rm15000,864691135342193329,focal shunt,depth-matched unrelated,-0.01481475125185343,0.01481475125185343,0.0,3
v661_disjoint,Ra150_Rm15000,864691135342193329,focal shunt,descendant,-0.018838036892484103,0.018838036892484103,0.0,3
v661_disjoint,Ra150_Rm15000,864691135342193329,matched additive,depth-matched unrelated,7.401486830834377e-17,7.401486830834377e-17,0.0,3
v661_disjoint,Ra150_Rm15000,864691135342193329,matched additive,descendant,0.0028357198764934945,0.0028357198764934945,0.0,3
v661_disjoint,Ra150_Rm15000,864691135367232761,focal shunt,depth-matched unrelated,-0.014172654781867085,0.014172654781867085,0.0,3
v661_disjoint,Ra150_Rm15000,864691135367232761,focal shunt,descendant,-0.02263499592885394,0.02263499592885394,0.0,3
v661_disjoint,Ra150_Rm15000,864691135367232761,matched additive,depth-matched unrelated,0.0,0.0,0.0,3
v661_disjoint,Ra150_Rm15000,864691135367232761,matched additive,descendant,0.003745260707962727,0.003745260707962727,0.0,3
v661_disjoint,Ra150_Rm15000,864691135404231406,focal shunt,depth-matched unrelated,-0.005128668875807872,0.005128668875807872,0.0,8
v661_disjoint,Ra150_Rm15000,864691135404231406,focal shunt,descendant,-0.007865573974114767,0.007865573974114767,0.0,8
v661_disjoint,Ra150_Rm15000,864691135404231406,matched additive,depth-matched unrelated,3.897408928507505e-06,3.897408928521383e-06,0.0,8
v661_disjoint,Ra150_Rm15000,864691135404231406,matched additive,descendant,0.0010510470765647327,0.0010510470765647327,0.0,8
v661_disjoint,Ra150_Rm15000,864691135404277230,focal shunt,depth-matched unrelated,-0.005516329076965186,0.005516329076965186,0.0,5
v661_disjoint,Ra150_Rm15000,864691135404277230,focal shunt,descendant,-0.008558396974547734,0.008558396974547734,0.0,5
v661_disjoint,Ra150_Rm15000,864691135404277230,matched additive,depth-matched unrelated,4.3445503568000825e-06,4.3445503568000825e-06,0.0,5
v661_disjoint,Ra150_Rm15000,864691135404277230,matched additive,descendant,0.0011539096972066234,0.0011539096972066234,0.0,5
v661_disjoint,Ra150_Rm15000,864691135416557754,focal shunt,depth-matched unrelated,-0.005967835375979196,0.005967835375979196,0.0,3
v661_disjoint,Ra150_Rm15000,864691135416557754,focal shunt,descendant,-0.007809932174663375,0.007809932174663375,0.0,3
v661_disjoint,Ra150_Rm15000,864691135416557754,matched additive,depth-matched unrelated,0.0,0.0,0.0,3
v661_disjoint,Ra150_Rm15000,864691135416557754,matched additive,descendant,0.0005945948756974855,0.0005945948756974855,0.0,3
v661_disjoint,Ra150_Rm15000,864691135455195242,focal shunt,depth-matched unrelated,-0.0055322782881931975,0.0055322782881931975,0.0,3
v661_disjoint,Ra150_Rm15000,864691135455195242,focal shunt,descendant,-0.009696100202523351,0.009696100202523351,0.0,3
v661_disjoint,Ra150_Rm15000,864691135455195242,matched additive,depth-matched unrelated,-3.700743415417188e-17,3.700743415417188e-17,0.0,3
v661_disjoint,Ra150_Rm15000,864691135455195242,matched additive,descendant,0.001266341143620731,0.001266341143620731,0.0,3
v661_disjoint,Ra150_Rm15000,864691135468547212,focal shunt,depth-matched unrelated,-0.0059632324490811045,0.0059632324490811045,0.0,3
v661_disjoint,Ra150_Rm15000,864691135468547212,focal shunt,descendant,-0.009357213556268484,0.009357213556268484,0.0,3
v661_disjoint,Ra150_Rm15000,864691135468547212,matched additive,depth-matched unrelated,6.313293176993339e-05,6.313293176993339e-05,0.0,3
v661_disjoint,Ra150_Rm15000,864691135468547212,matched additive,descendant,0.0015409829371672932,0.0015409829371672932,0.0,3
v661_disjoint,Ra150_Rm15000,864691135495249040,focal shunt,depth-matched unrelated,-0.007254231422539889,0.007254231422539889,0.0,3
v661_disjoint,Ra150_Rm15000,864691135495249040,focal shunt,descendant,-0.012712944474998258,0.012712944474998258,0.0,3
v661_disjoint,Ra150_Rm15000,864691135495249040,matched additive,depth-matched unrelated,0.0,0.0,0.0,3
v661_disjoint,Ra150_Rm15000,864691135495249040,matched additive,descendant,0.002035034739117056,0.002035034739117056,0.0,3
v661_disjoint,Ra150_Rm15000,864691135502788957,focal shunt,depth-matched unrelated,-0.004442344088571729,0.004442344088571729,0.0,2
v661_disjoint,Ra150_Rm15000,864691135502788957,focal shunt,descendant,-0.009758217332478846,0.009758217332478846,0.0,2
v661_disjoint,Ra150_Rm15000,864691135502788957,matched additive,depth-matched unrelated,0.0,0.0,0.0,2
v661_disjoint,Ra150_Rm15000,864691135502788957,matched additive,descendant,0.0023490399992186894,0.0023490399992186894,0.0,2
v661_disjoint,Ra150_Rm15000,864691135516884435,focal shunt,depth-matched unrelated,-0.002255427633548298,0.002255427633548298,0.0,1
v661_disjoint,Ra150_Rm15000,864691135516884435,focal shunt,descendant,-0.002470748883342604,0.002470748883342604,0.0,1
v661_disjoint,Ra150_Rm15000,864691135516884435,matched additive,depth-matched unrelated,3.512141369656202e-05,3.512141369656202e-05,0.0,1
v661_disjoint,Ra150_Rm15000,864691135516884435,matched additive,descendant,0.00011129571808986238,0.00011129571808986238,0.0,1
v661_disjoint,Ra150_Rm15000,864691135572379429,focal shunt,depth-matched unrelated,-0.0052828271027950974,0.0052828271027950974,0.0,4
v661_disjoint,Ra150_Rm15000,864691135572379429,focal shunt,descendant,-0.0075790812565867775,0.0075790812565867775,0.0,4
v661_disjoint,Ra150_Rm15000,864691135572379429,matched additive,depth-matched unrelated,5.551115123125782e-17,5.551115123125782e-17,0.0,4
v661_disjoint,Ra150_Rm15000,864691135572379429,matched additive,descendant,0.0012139953083241078,0.0012139953083241078,0.0,4
v661_disjoint,Ra150_Rm15000,864691135573814980,focal shunt,depth-matched unrelated,-0.00430816346429115,0.00430816346429115,0.0,13
v661_disjoint,Ra150_Rm15000,864691135573814980,focal shunt,descendant,-0.00713319732652981,0.00713319732652981,0.0,13
v661_disjoint,Ra150_Rm15000,864691135573814980,matched additive,depth-matched unrelated,4.649472990165139e-05,4.649472990165139e-05,0.0,13
v661_disjoint,Ra150_Rm15000,864691135573814980,matched additive,descendant,0.001366580072162974,0.001366580072162974,0.0,13
v661_disjoint,Ra150_Rm15000,864691135658994050,focal shunt,depth-matched unrelated,-0.005375917543293077,0.005375917543293077,0.0,11
v661_disjoint,Ra150_Rm15000,864691135658994050,focal shunt,descendant,-0.007948630502158573,0.007948630502158573,0.0,11
v661_disjoint,Ra150_Rm15000,864691135658994050,matched additive,depth-matched unrelated,-1.0092936587501423e-17,1.0092936587501423e-17,0.0,11
v661_disjoint,Ra150_Rm15000,864691135658994050,matched additive,descendant,0.0011506012444064456,0.0011506012444064456,0.0,11
v661_disjoint,Ra150_Rm15000,864691135687601120,focal shunt,depth-matched unrelated,-0.0048657500355547365,0.0048657500355547365,0.0,3
v661_disjoint,Ra150_Rm15000,864691135687601120,focal shunt,descendant,-0.008996179028467615,0.008996179028467615,0.0,3
v661_disjoint,Ra150_Rm15000,864691135687601120,matched additive,depth-matched unrelated,-7.401486830834377e-17,7.401486830834377e-17,0.0,3
v661_disjoint,Ra150_Rm15000,864691135687601120,matched additive,descendant,0.0017864204576010813,0.0017864204576010813,0.0,3
v661_disjoint,Ra150_Rm15000,864691135716106266,focal shunt,depth-matched unrelated,-0.0060388837845326395,0.0060388837845326395,0.0,5
v661_disjoint,Ra150_Rm15000,864691135716106266,focal shunt,descendant,-0.00708466689283299,0.00708466689283299,0.0,5
v661_disjoint,Ra150_Rm15000,864691135716106266,matched additive,depth-matched unrelated,-2.2204460492503132e-17,2.2204460492503132e-17,0.0,5
v661_disjoint,Ra150_Rm15000,864691135716106266,matched additive,descendant,0.0007802066511256197,0.0007802066511256197,0.0,5
v661_disjoint,Ra150_Rm15000,864691135716174106,focal shunt,depth-matched unrelated,-0.006114770540264461,0.006114770540264461,0.0,5
v661_disjoint,Ra150_Rm15000,864691135716174106,focal shunt,descendant,-0.012341517075228264,0.012341517075228264,0.0,5
v661_disjoint,Ra150_Rm15000,864691135716174106,matched additive,depth-matched unrelated,0.0,0.0,0.0,5
v661_disjoint,Ra150_Rm15000,864691135716174106,matched additive,descendant,0.001990312533292244,0.001990312533292244,0.0,5
v661_disjoint,Ra150_Rm15000,864691135740320660,focal shunt,depth-matched unrelated,-0.0037253238323622126,0.0037253238323622126,0.0,2
v661_disjoint,Ra150_Rm15000,864691135740320660,focal shunt,descendant,-0.004944590277242334,0.004944590277242334,0.0,2
v661_disjoint,Ra150_Rm15000,864691135740320660,matched additive,depth-matched unrelated,0.0,0.0,0.0,2
v661_disjoint,Ra150_Rm15000,864691135740320660,matched additive,descendant,0.0003563196632025922,0.0003563196632025922,0.0,2
v661_disjoint,Ra150_Rm15000,864691135762339894,focal shunt,depth-matched unrelated,-0.012515931797020277,0.012515931797020277,0.0,5
v661_disjoint,Ra150_Rm15000,864691135762339894,focal shunt,descendant,-0.022958848170201482,0.022958848170201482,0.0,5
v661_disjoint,Ra150_Rm15000,864691135762339894,matched additive,depth-matched unrelated,0.0,0.0,0.0,5
v661_disjoint,Ra150_Rm15000,864691135762339894,matched additive,descendant,0.004350730378275205,0.004350730378275205,0.0,5
v661_disjoint,Ra150_Rm15000,864691135856802606,focal shunt,depth-matched unrelated,-0.007844191194621484,0.007844191194621484,0.0,6
v661_disjoint,Ra150_Rm15000,864691135856802606,focal shunt,descendant,-0.0114239375491368,0.0114239375491368,0.0,6
v661_disjoint,Ra150_Rm15000,864691135856802606,matched additive,depth-matched unrelated,9.874246372885059e-05,9.874246372885059e-05,0.0,6
v661_disjoint,Ra150_Rm15000,864691135856802606,matched additive,descendant,0.0013133946740328823,0.0013133946740328823,0.0,6
v661_disjoint,Ra150_Rm15000,864691135856845358,focal shunt,depth-matched unrelated,-0.006553251683320347,0.006553251683320347,0.0,7
v661_disjoint,Ra150_Rm15000,864691135856845358,focal shunt,descendant,-0.00939303801537054,0.00939303801537054,0.0,7
v661_disjoint,Ra150_Rm15000,864691135856845358,matched additive,depth-matched unrelated,5.924507391353469e-06,5.924507391353469e-06,0.0,7
v661_disjoint,Ra150_Rm15000,864691135856845358,matched additive,descendant,0.001118829641758673,0.001118829641758673,0.0,7
v661_disjoint,Ra150_Rm15000,864691135867632406,focal shunt,depth-matched unrelated,-0.00480220031778643,0.00480220031778643,0.0,10
v661_disjoint,Ra150_Rm15000,864691135867632406,focal shunt,descendant,-0.0073439408018782255,0.0073439408018782255,0.0,10
v661_disjoint,Ra150_Rm15000,864691135867632406,matched additive,depth-matched unrelated,0.0,1.1102230246251566e-17,0.0,10
v661_disjoint,Ra150_Rm15000,864691135867632406,matched additive,descendant,0.0009267160160195264,0.0009267160160195264,0.0,10
v661_disjoint,Ra150_Rm15000,864691135919106224,focal shunt,depth-matched unrelated,-0.006876119803697645,0.006876119803697645,0.0,2
v661_disjoint,Ra150_Rm15000,864691135919106224,focal shunt,descendant,-0.012815031933414857,0.012815031933414857,0.0,2
v661_disjoint,Ra150_Rm15000,864691135919106224,matched additive,depth-matched unrelated,0.0,0.0,0.0,2
v661_disjoint,Ra150_Rm15000,864691135919106224,matched additive,descendant,0.0014719291068975126,0.0014719291068975126,0.0,2
v661_disjoint,Ra150_Rm15000,864691135938349828,focal shunt,depth-matched unrelated,-0.003718441278737969,0.003718441278737969,0.0,2
v661_disjoint,Ra150_Rm15000,864691135938349828,focal shunt,descendant,-0.0048702138702737905,0.0048702138702737905,0.0,2
v661_disjoint,Ra150_Rm15000,864691135938349828,matched additive,depth-matched unrelated,0.0,0.0,0.0,2
v661_disjoint,Ra150_Rm15000,864691135938349828,matched additive,descendant,0.0003373379699117977,0.0003373379699117977,0.0,2
v661_disjoint,Ra150_Rm15000,864691135947212897,focal shunt,depth-matched unrelated,-0.0049122656982085525,0.0049122656982085525,0.0,8
v661_disjoint,Ra150_Rm15000,864691135947212897,focal shunt,descendant,-0.00869381794233915,0.00869381794233915,0.0,8
v661_disjoint,Ra150_Rm15000,864691135947212897,matched additive,depth-matched unrelated,0.00017897350201360115,0.0001789735020138232,0.0,8
v661_disjoint,Ra150_Rm15000,864691135947212897,matched additive,descendant,0.0016052256664564925,0.0016052256664564925,0.0,8
v661_disjoint,Ra150_Rm15000,864691135952698659,focal shunt,depth-matched unrelated,-0.007748280548112544,0.007748280548112544,0.0,3
v661_disjoint,Ra150_Rm15000,864691135952698659,focal shunt,descendant,-0.015557507260925606,0.015557507260925606,0.0,3
v661_disjoint,Ra150_Rm15000,864691135952698659,matched additive,depth-matched unrelated,0.00026507138090306573,0.00026507138090306573,0.0,3
v661_disjoint,Ra150_Rm15000,864691135952698659,matched additive,descendant,0.0030139782881488456,0.0030139782881488456,0.0,3
v661_disjoint,Ra150_Rm15000,864691135992368833,focal shunt,depth-matched unrelated,-0.003472022058066993,0.003472022058066993,0.0,1
v661_disjoint,Ra150_Rm15000,864691135992368833,focal shunt,descendant,-0.003702137252906821,0.003702137252906821,0.0,1
v661_disjoint,Ra150_Rm15000,864691135992368833,matched additive,depth-matched unrelated,0.0,0.0,0.0,1
v661_disjoint,Ra150_Rm15000,864691135992368833,matched additive,descendant,7.154493233961704e-05,7.154493233961704e-05,0.0,1
v661_disjoint,Ra150_Rm15000,864691136024229689,focal shunt,depth-matched unrelated,-0.01236186201417173,0.01236186201417173,0.0,4
v661_disjoint,Ra150_Rm15000,864691136024229689,focal shunt,descendant,-0.02421831326432316,0.02421831326432316,0.0,4
v661_disjoint,Ra150_Rm15000,864691136024229689,matched additive,depth-matched unrelated,0.00016364847375915497,0.00016364847375915497,0.0,4
v661_disjoint,Ra150_Rm15000,864691136024229689,matched additive,descendant,0.003401927703574172,0.003401927703574172,0.0,4
v661_disjoint,Ra150_Rm15000,864691136066506392,focal shunt,depth-matched unrelated,-0.004368476776803307,0.004368476776803307,0.0,2
v661_disjoint,Ra150_Rm15000,864691136066506392,focal shunt,descendant,-0.004705501683822732,0.004705501683822732,0.0,2
v661_disjoint,Ra150_Rm15000,864691136066506392,matched additive,depth-matched unrelated,0.0,0.0,0.0,2
v661_disjoint,Ra150_Rm15000,864691136066506392,matched additive,descendant,0.00010871866662683053,0.00010871866662683053,0.0,2
v661_disjoint,Ra150_Rm15000,864691136066697624,focal shunt,depth-matched unrelated,-0.007956870776054855,0.007956870776054855,0.0,11
v661_disjoint,Ra150_Rm15000,864691136066697624,focal shunt,descendant,-0.013890052726193241,0.013890052726193241,0.0,11
v661_disjoint,Ra150_Rm15000,864691136066697624,matched additive,depth-matched unrelated,5.046468293750711e-17,5.046468293750711e-17,0.0,11
v661_disjoint,Ra150_Rm15000,864691136066697624,matched additive,descendant,0.0025141703991468614,0.0025141703991468614,0.0,11
v661_disjoint,Ra150_Rm15000,864691136066733720,focal shunt,depth-matched unrelated,-0.004350136783095515,0.004350136783095515,0.0,2
v661_disjoint,Ra150_Rm15000,864691136066733720,focal shunt,descendant,-0.006200426957561716,0.006200426957561716,0.0,2
v661_disjoint,Ra150_Rm15000,864691136066733720,matched additive,depth-matched unrelated,0.0,0.0,0.0,2
v661_disjoint,Ra150_Rm15000,864691136066733720,matched additive,descendant,0.0006185928516666248,0.0006185928516666248,0.0,2
v661_disjoint,Ra150_Rm15000,864691136100511093,focal shunt,depth-matched unrelated,-0.004768930474078017,0.004768930474078017,0.0,4
v661_disjoint,Ra150_Rm15000,864691136100511093,focal shunt,descendant,-0.008292895211136336,0.008292895211136336,0.0,4
v661_disjoint,Ra150_Rm15000,864691136100511093,matched additive,depth-matched unrelated,0.0,0.0,0.0,4
v661_disjoint,Ra150_Rm15000,864691136100511093,matched additive,descendant,0.0011107963291121952,0.0011107963291121952,0.0,4
v661_disjoint,Ra150_Rm15000,864691136109892792,focal shunt,depth-matched unrelated,-0.009784630700156262,0.009784630700156262,0.0,2
v661_disjoint,Ra150_Rm15000,864691136109892792,focal shunt,descendant,-0.013179244724466011,0.013179244724466011,0.0,2
v661_disjoint,Ra150_Rm15000,864691136109892792,matched additive,depth-matched unrelated,0.0,0.0,0.0,2
v661_disjoint,Ra150_Rm15000,864691136109892792,matched additive,descendant,0.0012227776257730172,0.0012227776257730172,0.0,2
v661_disjoint,Ra150_Rm15000,864691136137737085,focal shunt,depth-matched unrelated,-0.006368646455874696,0.006368646455874696,0.0,1
v661_disjoint,Ra150_Rm15000,864691136137737085,focal shunt,descendant,-0.00796805478614596,0.00796805478614596,0.0,1
v661_disjoint,Ra150_Rm15000,864691136137737085,matched additive,depth-matched unrelated,0.0,0.0,0.0,1
v661_disjoint,Ra150_Rm15000,864691136137737085,matched additive,descendant,0.0005412019291885003,0.0005412019291885003,0.0,1
v661_disjoint,Ra150_Rm15000,864691136195348812,focal shunt,depth-matched unrelated,-0.004419312363693473,0.004419312363693473,0.0,16
v661_disjoint,Ra150_Rm15000,864691136195348812,focal shunt,descendant,-0.01439665388358727,0.01439665388358727,0.0,16
v661_disjoint,Ra150_Rm15000,864691136195348812,matched additive,depth-matched unrelated,0.00022049726634333625,0.0002204972663433432,0.0,16
v661_disjoint,Ra150_Rm15000,864691136195348812,matched additive,descendant,0.00420550348506051,0.00420550348506051,0.0,16
v661_disjoint,Ra150_Rm15000,864691136275165965,focal shunt,depth-matched unrelated,-0.0064910754437477085,0.0064910754437477085,0.0,6
v661_disjoint,Ra150_Rm15000,864691136275165965,focal shunt,descendant,-0.0075027604903933455,0.0075027604903933455,0.0,6
v661_disjoint,Ra150_Rm15000,864691136275165965,matched additive,depth-matched unrelated,0.0,0.0,0.0,6
v661_disjoint,Ra150_Rm15000,864691136275165965,matched additive,descendant,0.0005776950109398804,0.0005776950109398804,0.0,6
v661_disjoint,Ra150_Rm15000,864691136371808392,focal shunt,depth-matched unrelated,-0.006524412590366067,0.006524412590366067,0.0,8
v661_disjoint,Ra150_Rm15000,864691136371808392,focal shunt,descendant,-0.008338506820383285,0.008338506820383285,0.0,8
v661_disjoint,Ra150_Rm15000,864691136371808392,matched additive,depth-matched unrelated,4.1633363423443364e-17,6.938893903907228e-17,0.0,8
v661_disjoint,Ra150_Rm15000,864691136371808392,matched additive,descendant,0.0016606239261453052,0.0016606239261453052,0.0,8
v661_disjoint,Ra150_Rm15000,864691136389026167,focal shunt,depth-matched unrelated,-0.003436834361566703,0.003436834361566703,0.0,4
v661_disjoint,Ra150_Rm15000,864691136389026167,focal shunt,descendant,-0.00446005472498074,0.00446005472498074,0.0,4
v661_disjoint,Ra150_Rm15000,864691136389026167,matched additive,depth-matched unrelated,4.607183850918918e-06,4.607183850918918e-06,0.0,4
