cohort,regime,root_id,focal_segment_id,dose,perturbation,delta_conductance,soma_clamp_current,localization_index,descendant_change,matched_unrelated_change
original_eight,Ra150_Rm300,864691135324623260,5677,1.0,matched additive,7.234115893555717,1.1053167059307392,0.010292157444734802,0.011882294945801666,0.001590137501066864
original_eight,Ra150_Rm300,864691135324623260,5677,1.0,focal shunt,7.234115893555717,0.7987315772657784,0.30510258152622816,0.3229103769912589,0.01780779546503073
original_eight,Ra150_Rm300,864691135324623260,5785,1.0,matched additive,28.70955831839796,0.2571352379511859,0.09823145218599577,0.09860159941566979,0.0003701472296740187
original_eight,Ra150_Rm300,864691135324623260,5785,1.0,focal shunt,28.70955831839796,0.13820209496137964,0.5667141130407526,0.5667443644991864,3.0251458433818676e-05
original_eight,Ra150_Rm300,864691135324623260,6518,1.0,matched additive,1.3878599554052649,0.365220067176796,0.004936728804563784,0.004936728804564006,2.2204460492503128e-16
original_eight,Ra150_Rm300,864691135324623260,6518,1.0,focal shunt,1.3878599554052649,0.35620992979994337,0.02016461785144976,0.027773212081280665,0.007608594229830905
original_eight,Ra150_Rm300,864691135324623260,6526,1.0,matched additive,2.0805573194851315,0.4746942202614586,0.026597978382460988,0.02674539330267113,0.0001474149202101435
original_eight,Ra150_Rm300,864691135324623260,6526,1.0,focal shunt,2.0805573194851315,0.4303636829664559,0.07327908144615528,0.08059977320956081,0.007320691763405541
original_eight,Ra150_Rm300,864691135324623260,6686,1.0,matched additive,6.414737772431833,0.878730550657275,0.05582079216611554,0.05582079216611565,1.1102230246251565e-16
original_eight,Ra150_Rm300,864691135324623260,6686,1.0,focal shunt,6.414737772431833,0.5968832426688605,0.3485030235686676,0.3531295366637882,0.00462651309512062
original_eight,Ra150_Rm300,864691135324623260,6880,1.0,matched additive,3.3032134574101923,0.8126891673579726,0.02194614632323281,0.02194614632323281,0.0
original_eight,Ra150_Rm300,864691135324623260,6880,1.0,focal shunt,3.3032134574101923,0.7155826402307774,0.10790257314573004,0.12290692235314919,0.01500434920741915
original_eight,Ra150_Rm300,864691135324623260,6979,1.0,matched additive,1.4671495226452242,0.3935206106245497,0.005249482387772239,0.005249482387772239,0.0
original_eight,Ra150_Rm300,864691135324623260,6979,1.0,focal shunt,1.4671495226452242,0.3696652198020114,0.05760361958085302,0.06595316999376358,0.008349550412910559
original_eight,Ra150_Rm300,864691135324623260,7255,1.0,matched additive,1.608753690607866,0.4214833635488848,0.0277006662861485,0.0277006662861485,0.0
original_eight,Ra150_Rm300,864691135324623260,7255,1.0,focal shunt,1.608753690607866,0.3898748383339121,0.05230484457355557,0.06200515288435831,0.009700308310802742
original_eight,Ra150_Rm300,864691135409937097,4216,1.0,matched additive,1.2955036802985307,0.35069440914361294,0.0007761240062376122,0.0007761240062376677,5.551115123125783e-17
original_eight,Ra150_Rm300,864691135409937097,4216,1.0,focal shunt,1.2955036802985307,0.34666023221767833,0.010802873259366446,0.015587816642153265,0.00478494338278682
original_eight,Ra150_Rm300,864691135409937097,4220,1.0,matched additive,1.0947317026559789,0.27919633224623885,0.0007963225654426135,0.0007963225654426135,0.0
original_eight,Ra150_Rm300,864691135409937097,4220,1.0,focal shunt,1.0947317026559789,0.27576297343212086,0.01158699551211572,0.015039300680876182,0.003452305168760461
original_eight,Ra150_Rm300,864691135409937097,4227,1.0,matched additive,1.6455657806936328,0.35555880585067196,0.0019791007131979626,0.0019791007131980736,1.1102230246251565e-16
original_eight,Ra150_Rm300,864691135409937097,4227,1.0,focal shunt,1.6455657806936328,0.3449746489424575,0.02829947583443277,0.03168931784967089,0.0033898420152381195
original_eight,Ra150_Rm300,864691135409937097,4239,1.0,matched additive,3.3089551532412163,0.5412270768342394,0.006655702578051058,0.006655702578051169,1.1102230246251565e-16
original_eight,Ra150_Rm300,864691135409937097,4239,1.0,focal shunt,3.3089551532412163,0.49875856356569764,0.07558174045062976,0.0788182772888838,0.0032365368382540408
original_eight,Ra150_Rm300,864691135409937097,4250,1.0,matched additive,5.282725977569852,0.5103080419371072,0.027255185964089875,0.027255185964089986,1.1102230246251565e-16
original_eight,Ra150_Rm300,864691135409937097,4250,1.0,focal shunt,5.282725977569852,0.42672630606936934,0.15603000326506028,0.1574177259563845,0.0013877226913242245
original_eight,Ra150_Rm300,864691135409937097,4285,1.0,matched additive,9.330205725536453,0.31922815655986064,0.1746609282417878,0.17466092824178803,2.2204460492503128e-16
original_eight,Ra150_Rm300,864691135409937097,4285,1.0,focal shunt,9.330205725536453,0.22106029788339251,0.24334746649112082,0.24356407732908336,0.00021661083796253478
original_eight,Ra150_Rm300,864691135409937097,4298,1.0,matched additive,2.6959282166631655,0.06015881947651764,0.05782062624170181,0.05810005433723888,0.00027942809553706835
original_eight,Ra150_Rm300,864691135409937097,4298,1.0,focal shunt,2.6959282166631655,0.050205859154151836,0.13152580326440022,0.13217351773956196,0.0006477144751617436
original_eight,Ra150_Rm300,864691135409937097,4396,1.0,matched additive,5.236812181511567,0.5258814398655641,0.03846226074268274,0.03846226074268285,1.1102230246251565e-16
original_eight,Ra150_Rm300,864691135409937097,4396,1.0,focal shunt,5.236812181511567,0.41974824822320767,0.1946026010391119,0.19598138019233358,0.001378779153221694
original_eight,Ra150_Rm300,864691135409937097,4465,1.0,matched additive,2.515256874520534,0.20379717165450922,0.03981557585585531,0.03981557585585575,4.440892098500625e-16
original_eight,Ra150_Rm300,864691135409937097,4465,1.0,focal shunt,2.515256874520534,0.17974810123105925,0.09037000236254042,0.09084497592132698,0.0004749735587865652
original_eight,Ra150_Rm300,864691135409937097,4637,1.0,matched additive,3.710797027613978,0.19646974533361575,0.08229277425835091,0.08234877902045543,5.6004762104515686e-05
original_eight,Ra150_Rm300,864691135409937097,4637,1.0,focal shunt,3.710797027613978,0.15565480358293562,0.16706606678111327,0.16731943814110145,0.0002533713599881765
original_eight,Ra150_Rm300,864691135409937097,4828,1.0,matched additive,10.837337003834861,0.9624693316554533,0.3071944648930709,0.3071944648930711,2.220446049250313e-16
original_eight,Ra150_Rm300,864691135409937097,4828,1.0,focal shunt,10.837337003834861,0.609738626438857,0.25123538573622156,0.25278950568992614,0.0015541199537045759
original_eight,Ra150_Rm300,864691135409937097,4996,1.0,matched additive,3.696200543410021,0.6115180596296825,0.04384783431188006,0.04384783431188006,0.0
original_eight,Ra150_Rm300,864691135409937097,4996,1.0,focal shunt,3.696200543410021,0.5038009769912208,0.15750082800202048,0.16076669619243109,0.0032658681904106164
original_eight,Ra150_Rm300,864691135409937097,5448,1.0,matched additive,1.880152719319948,0.45820922852267465,0.02745126703611317,0.02745126703611339,2.2204460492503128e-16
original_eight,Ra150_Rm300,864691135409937097,5448,1.0,focal shunt,1.880152719319948,0.41319222287470575,0.07862555604909384,0.08282504448231025,0.004199488433216403
original_eight,Ra150_Rm300,864691135409937097,5571,1.0,matched additive,0.5064387092094463,0.1432610476731474,0.002343785666458135,0.002343785666458135,0.0
original_eight,Ra150_Rm300,864691135409937097,5571,1.0,focal shunt,0.5064387092094463,0.14107609904349083,0.013060939338192946,0.014988086394807715,0.0019271470566147697
original_eight,Ra150_Rm300,864691135409937097,5963,1.0,matched additive,1.1265366920369855,0.35571052350463284,0.0021026170100372377,0.0021026170100372377,0.0
original_eight,Ra150_Rm300,864691135409937097,5963,1.0,focal shunt,1.1265366920369855,0.351324323425045,0.010330751715567908,0.016350826141302687,0.006020074425734779
original_eight,Ra150_Rm300,864691135739661169,15,1.0,matched additive,1.69814772742221,0.4847567110513162,0.0014524712895702988,0.0014524712895702988,0.0
original_eight,Ra150_Rm300,864691135739661169,15,1.0,focal shunt,1.69814772742221,0.46751532833127873,0.0348141512945367,0.04481572103495647,0.010001569740419772
original_eight,Ra150_Rm300,864691135739661169,18,1.0,matched additive,1.1929493664723727,0.3264884579691847,0.002138667665705464,0.002138667665705464,0.0
original_eight,Ra150_Rm300,864691135739661169,18,1.0,focal shunt,1.1929493664723727,0.31538160842536167,0.03254524920331181,0.038339225078682156,0.005793975875370342
original_eight,Ra150_Rm300,864691135739661169,31,1.0,matched additive,3.822553787585143,0.8862322282790248,0.0009693287918301171,0.0027703607233235915,0.0018010319314934744
original_eight,Ra150_Rm300,864691135739661169,31,1.0,focal shunt,3.822553787585143,0.7323154723823128,0.15636572493048329,0.19777276657804346,0.041407041647560185
original_eight,Ra150_Rm300,864691135739661169,199,1.0,matched additive,40.125619491789074,0.22173809111306364,0.3893032684499639,0.38975419665856953,0.00045092820860567615
original_eight,Ra150_Rm300,864691135739661169,199,1.0,focal shunt,40.125619491789074,0.1157228649909227,0.4280860255131809,0.42819080412299115,0.00010477860981023558
original_eight,Ra150_Rm300,864691135739661169,433,1.0,matched additive,1.1625070534754338,0.3583837368034488,0.0009629901828034967,0.0009629901828034967,0.0
original_eight,Ra150_Rm300,864691135739661169,433,1.0,focal shunt,1.1625070534754338,0.3505582120427041,0.02113555469083599,0.030781346680699064,0.009645791989863074
original_eight,Ra150_Rm300,864691135739661169,729,1.0,matched additive,4.041413330848775,0.9524356804909421,0.018735804132289438,0.01873580413228966,2.2204460492503128e-16
original_eight,Ra150_Rm300,864691135739661169,729,1.0,focal shunt,4.041413330848775,0.8114711283880504,0.1441889092633391,0.15545536557969702,0.011266456316357906
original_eight,Ra150_Rm300,864691135739661169,878,1.0,matched additive,9.708756949308812,0.8365789885630839,0.2173771089389608,0.21737710893896103,2.2204460492503128e-16
original_eight,Ra150_Rm300,864691135739661169,878,1.0,focal shunt,9.708756949308812,0.5475581406303393,0.27635867053449,0.27816642107546147,0.0018077505409715118
original_eight,Ra150_Rm300,864691135739661169,920,1.0,matched additive,2.0908938643268264,0.5976990513028,0.007739170714070982,0.007739170714070982,0.0
original_eight,Ra150_Rm300,864691135739661169,920,1.0,focal shunt,2.0908938643268264,0.558635834186468,0.06035437240832085,0.07139805665564786,0.011043684247327
original_eight,Ra150_Rm300,864691135810666525,7777,1.0,matched additive,1.9082969184624021,0.18407922419046396,0.005677431290837619,0.005677431290837619,0.0
original_eight,Ra150_Rm300,864691135810666525,7777,1.0,focal shunt,1.9082969184624021,0.17570339106473498,0.04114913599796888,0.04157135341464481,0.0004222174166759308
original_eight,Ra150_Rm300,864691135810666525,7784,1.0,matched additive,3.0435449497601095,0.24101343029448596,0.010250895792079624,0.010250895792079624,0.0
original_eight,Ra150_Rm300,864691135810666525,7784,1.0,focal shunt,3.0435449497601095,0.2216163569404501,0.07447512675831833,0.07490107440925801,0.00042594765093969313
original_eight,Ra150_Rm300,864691135810666525,7806,1.0,matched additive,4.697461107806944,0.1005226567805396,0.04164882923554797,0.04164882923554808,1.1102230246251565e-16
original_eight,Ra150_Rm300,864691135810666525,7806,1.0,focal shunt,4.697461107806944,0.08070344542098704,0.1860284634985057,0.18607137742010713,4.291392160143445e-05
original_eight,Ra150_Rm300,864691135810666525,7831,1.0,matched additive,5.757955204928792,0.04070112760047975,0.1537826159875984,0.15378664042693807,4.02443933967802e-06
original_eight,Ra150_Rm300,864691135810666525,7831,1.0,focal shunt,5.757955204928792,0.028991865215343304,0.227327077453066,0.22733356359667678,6.486143610794596e-06
original_eight,Ra150_Rm300,864691135810666525,8108,1.0,matched additive,1.1154790209944392,0.21226624466896152,0.003381403561200437,0.003381403561200437,0.0
original_eight,Ra150_Rm300,864691135810666525,8108,1.0,focal shunt,1.1154790209944392,0.2058138302019018,0.027590549665616856,0.028707270783765042,0.001116721118148188
original_eight,Ra150_Rm300,864691135810666525,8269,1.0,matched additive,1.7324848218409243,0.519632867302748,0.0022101936121290485,0.0022101936121291595,1.1102230246251565e-16
original_eight,Ra150_Rm300,864691135810666525,8269,1.0,focal shunt,1.7324848218409243,0.51010493537488,0.01633635893058777,0.0212467753132521,0.004910416382664333
original_eight,Ra150_Rm300,864691135810666525,8471,1.0,matched additive,2.8143508109973645,0.207222692000783,0.024466575122580353,0.024466575122580353,0.0
original_eight,Ra150_Rm300,864691135810666525,8471,1.0,focal shunt,2.8143508109973645,0.18340791327004702,0.10039627345944901,0.10071328574790785,0.00031701228845883324
original_eight,Ra150_Rm300,864691135810666525,8788,1.0,matched additive,2.0814835394172433,0.3435768788526502,0.019210532198168966,0.019210532198168966,0.0
original_eight,Ra150_Rm300,864691135810666525,8788,1.0,focal shunt,2.0814835394172433,0.3143384187220763,0.07135072221659669,0.07275801149502074,0.0014072892784240585
original_eight,Ra150_Rm300,864691135810666525,8971,1.0,matched additive,5.242312533284355,0.762606953725861,0.04611634497446974,0.0484587449105736,0.0023423999361038635
original_eight,Ra150_Rm300,864691135810666525,8971,1.0,focal shunt,5.242312533284355,0.618900574168852,0.16464703194245198,0.17143100268288977,0.006783970740437793
original_eight,Ra150_Rm300,864691135810666525,9682,1.0,matched additive,3.5111297062947324,0.7748736487157614,0.07885779241363508,0.07885779241363508,0.0
original_eight,Ra150_Rm300,864691135810666525,9682,1.0,focal shunt,3.5111297062947324,0.6685988392103801,0.07911237864822657,0.08279236274817481,0.00367998409994824
original_eight,Ra150_Rm300,864691135810666525,9723,1.0,matched additive,5.892961929202592,0.5563590045367057,0.13638529053830134,0.13638529053830134,0.0
original_eight,Ra150_Rm300,864691135810666525,9723,1.0,focal shunt,5.892961929202592,0.434663559560434,0.13873979012466348,0.13959130662895203,0.0008515165042885583
original_eight,Ra150_Rm300,864691135810666525,9800,1.0,matched additive,0.46680909176515445,0.04244093217752157,0.012929955105229428,0.012929955105229428,0.0
original_eight,Ra150_Rm300,864691135810666525,9800,1.0,focal shunt,0.46680909176515445,0.04145057638738519,0.010981358096388552,0.011059195802166749,7.783770577819764e-05
original_eight,Ra150_Rm300,864691135810666525,9803,1.0,matched additive,0.6998174863513719,0.05969267134255639,0.025647482534781448,0.025647482534781448,0.0
original_eight,Ra150_Rm300,864691135810666525,9803,1.0,focal shunt,0.6998174863513719,0.057159520740639916,0.018790933302592655,0.018890300318820444,9.936701622779061e-05
original_eight,Ra150_Rm300,864691135810666525,9818,1.0,matched additive,0.42516193593084917,0.1443382215040561,0.00020598329397181333,0.00020598329397181333,0.0
original_eight,Ra150_Rm300,864691135810666525,9818,1.0,focal shunt,0.42516193593084917,0.1441332849808164,0.0012151535068251585,0.002853794230190053,0.0016386407233648945
original_eight,Ra150_Rm300,864691135810666525,9820,1.0,matched additive,0.7697574769688489,0.25414069112552945,0.000864991722076074,0.000864991722076074,0.0
original_eight,Ra150_Rm300,864691135810666525,9820,1.0,focal shunt,0.7697574769688489,0.2528427423834978,0.004259715835364729,0.0069656303819822015,0.002705914546617473
original_eight,Ra150_Rm300,864691135810666525,9822,1.0,matched additive,0.6062782966796497,0.18971912772134142,0.0013210808517993473,0.0013210808517993473,0.0
original_eight,Ra150_Rm300,864691135810666525,9822,1.0,focal shunt,0.6062782966796497,0.18798486804141373,0.007874220340135017,0.009677236329641792,0.0018030159895067745
original_eight,Ra150_Rm300,864691136043380566,2245,1.0,matched additive,0.6922758360879901,0.19816943368828435,0.0003855216201404029,0.0003855216201404029,0.0
original_eight,Ra150_Rm300,864691136043380566,2245,1.0,focal shunt,0.6922758360879901,0.19669690355195155,0.00707574969309613,0.011382597564613881,0.004306847871517751
original_eight,Ra150_Rm300,864691136043380566,2254,1.0,matched additive,1.8285303808365494,0.3987726921010002,0.0037271664762028346,0.0037271664762028346,0.0
original_eight,Ra150_Rm300,864691136043380566,2254,1.0,focal shunt,1.8285303808365494,0.380020806658808,0.04461334385088373,0.050273003818562666,0.005659659967678936
original_eight,Ra150_Rm300,864691136043380566,2266,1.0,matched additive,3.5169661559672245,0.4794447029026603,0.015700767826982792,0.015700767826983014,2.2204460492503128e-16
original_eight,Ra150_Rm300,864691136043380566,2266,1.0,focal shunt,3.5169661559672245,0.425543864840723,0.10531246511276768,0.10871894780691296,0.0034064826941452788
