cohort,regime,root_id,focal_segment_id,dose,perturbation,delta_conductance,soma_clamp_current,localization_index,descendant_change,matched_unrelated_change
original_eight,Ra150_Rm300,864691135060651419,5224,1.0,matched additive,0.5769169867737398,0.19699230921337696,6.740635641794675e-05,6.740635641794675e-05,0.0
original_eight,Ra150_Rm300,864691135060651419,5224,1.0,focal shunt,0.5769169867737398,0.1967764428324215,0.001029079557165961,0.003319456571161193,0.002290377013995232
original_eight,Ra150_Rm300,864691135060651419,5233,1.0,matched additive,1.5533405072058362,0.39920155051321654,0.0008267307699298544,0.0008630808630817897,3.635009315193542e-05
original_eight,Ra150_Rm300,864691135060651419,5233,1.0,focal shunt,1.5533405072058362,0.3944319395460632,0.010821158661915012,0.014322786035808402,0.0035016273738933904
original_eight,Ra150_Rm300,864691135060651419,5527,1.0,matched additive,1.2783429699823854,0.3058716526786334,0.0007738472719093977,0.0008016991434692303,2.785187155983262e-05
original_eight,Ra150_Rm300,864691135060651419,5527,1.0,focal shunt,1.2783429699823854,0.30163642015192776,0.012914751115136259,0.015346569956027307,0.0024318188408910483
original_eight,Ra150_Rm300,864691135060651419,5579,1.0,matched additive,7.359655728645147,0.40544081596720954,0.06589807143770852,0.06622625089526069,0.00032817945755216613
original_eight,Ra150_Rm300,864691135060651419,5579,1.0,focal shunt,7.359655728645147,0.3104661800028776,0.2145127574948764,0.21621405877077643,0.001701301275900054
original_eight,Ra150_Rm300,864691135060651419,5894,1.0,matched additive,1.559837430148755,0.20902304962760918,0.008630529620253999,0.00881653458364556,0.00018600496339156049
original_eight,Ra150_Rm300,864691135060651419,5894,1.0,focal shunt,1.559837430148755,0.1992603385070235,0.03736422837059593,0.040084195893092214,0.0027199675224962865
original_eight,Ra150_Rm300,864691135060651419,6068,1.0,matched additive,10.048830774832656,0.6557993231622068,0.08555646781110272,0.0861623021419179,0.0006058343308151748
original_eight,Ra150_Rm300,864691135060651419,6068,1.0,focal shunt,10.048830774832656,0.46546454890920863,0.2787178042018483,0.2816005477566625,0.0028827435548142116
original_eight,Ra150_Rm300,864691135060651419,6117,1.0,matched additive,3.7704062003791,0.15302981860197745,0.06775202554975811,0.06789342894432683,0.00014140339456871674
original_eight,Ra150_Rm300,864691135060651419,6117,1.0,focal shunt,3.7704062003791,0.12726988642896914,0.1272040897534438,0.12766031467369396,0.0004562249202501665
original_eight,Ra150_Rm300,864691135060651419,6262,1.0,matched additive,10.75794945112561,0.20207997886781057,0.2958656068467359,0.29604543388136095,0.0001798270346250697
original_eight,Ra150_Rm300,864691135060651419,6262,1.0,focal shunt,10.75794945112561,0.11950127591603317,0.3397862877625527,0.33996139248988166,0.0001751047273289425
original_eight,Ra150_Rm300,864691135060651419,6446,1.0,matched additive,3.262418386387825,0.14417842418401988,0.08150019512163666,0.08166350564693242,0.00016331052529577027
original_eight,Ra150_Rm300,864691135060651419,6446,1.0,focal shunt,3.262418386387825,0.11813822879527099,0.1314774519408735,0.1319333992575378,0.00045594731666429673
original_eight,Ra150_Rm300,864691135060651419,6886,1.0,matched additive,7.233555520263273,1.0756898531267225,0.1091474425595512,0.1091474425595512,0.0
original_eight,Ra150_Rm300,864691135060651419,6886,1.0,focal shunt,7.233555520263273,0.7701669043621663,0.25477136678678236,0.2571042397628966,0.0023328729761142503
original_eight,Ra150_Rm300,864691135060651419,6962,1.0,matched additive,2.9511808571754994,0.6491079872737863,0.03310949843755983,0.03310949843756005,2.2204460492503128e-16
original_eight,Ra150_Rm300,864691135060651419,6962,1.0,focal shunt,2.9511808571754994,0.5622081531798833,0.11498694948472911,0.11769077884095903,0.002703829356229926
original_eight,Ra150_Rm300,864691135060651419,7803,1.0,matched additive,3.3878573300242953,0.6908113321276589,0.08967528327741446,0.08967528327741446,0.0
original_eight,Ra150_Rm300,864691135060651419,7803,1.0,focal shunt,3.3878573300242953,0.5743445753761544,0.10952817778825846,0.11231895201295186,0.0027907742246934004
original_eight,Ra150_Rm300,864691135060651419,7968,1.0,matched additive,1.1608484030944646,0.3081668259711226,0.012015954640837906,0.012015954640837906,0.0
original_eight,Ra150_Rm300,864691135060651419,7968,1.0,focal shunt,1.1608484030944646,0.290988703609041,0.04600689543568896,0.04810298571948446,0.0020960902837954955
original_eight,Ra150_Rm300,864691135060651419,8277,1.0,matched additive,5.84984073199997,0.7722402858848181,0.22227784169363085,0.22227784169363096,1.1102230246251565e-16
original_eight,Ra150_Rm300,864691135060651419,8277,1.0,focal shunt,5.84984073199997,0.5403835502311701,0.19644373296242335,0.19809347930087556,0.0016497463384522082
original_eight,Ra150_Rm300,864691135060651419,8304,1.0,matched additive,5.8958364985916,0.7384629563845838,0.2809430126872484,0.2809430126872484,0.0
original_eight,Ra150_Rm300,864691135060651419,8304,1.0,focal shunt,5.8958364985916,0.5029660567973011,0.18443254266796386,0.18563310366661948,0.0012005609986556218
original_eight,Ra150_Rm300,864691135060651419,8390,1.0,matched additive,2.5171188711696852,0.5315053087309731,0.05001469570864281,0.05001469570864303,2.220446049250313e-16
original_eight,Ra150_Rm300,864691135060651419,8390,1.0,focal shunt,2.5171188711696852,0.47182044677901613,0.07459326001337338,0.07674658048501891,0.0021533204716455245
original_eight,Ra150_Rm300,864691135196576298,4720,1.0,matched additive,0.99241618685226,0.26379495158681693,0.0005545467734805086,0.0005545467734805086,0.0
original_eight,Ra150_Rm300,864691135196576298,4720,1.0,focal shunt,0.99241618685226,0.26006843052781226,0.013680596915256249,0.02504548501445953,0.011364888099203281
original_eight,Ra150_Rm300,864691135196576298,4724,1.0,matched additive,0.9720498139495949,0.24474830900119537,0.0008765410830810062,0.0008765410830810062,0.0
original_eight,Ra150_Rm300,864691135196576298,4724,1.0,focal shunt,0.9720498139495949,0.2386414414621876,0.02441351248737101,0.03339189595490285,0.008978383467531837
original_eight,Ra150_Rm300,864691135196576298,4737,1.0,matched additive,3.8792612646779334,0.8880139712592794,0.0050225745175683945,0.0050225745175683945,0.0
original_eight,Ra150_Rm300,864691135196576298,4737,1.0,focal shunt,3.8792612646779334,0.7487674248856976,0.16632238822218806,0.1878896399621473,0.02156725173995924
original_eight,Ra150_Rm300,864691135196576298,5647,1.0,matched additive,5.323149508620186,1.1945106566269361,0.009198882007067734,0.009198882007067734,0.0
original_eight,Ra150_Rm300,864691135196576298,5647,1.0,focal shunt,5.323149508620186,0.9935600135620898,0.1765401449082273,0.2092133409373473,0.03267319602911999
original_eight,Ra150_Rm300,864691135277186789,1502,1.0,matched additive,2.755665768409479,0.5565666827793535,0.0026662298023245176,0.0030606923212303815,0.000394462518905864
original_eight,Ra150_Rm300,864691135277186789,1502,1.0,focal shunt,2.755665768409479,0.5291086259846629,0.04441590968747341,0.052073325821670007,0.0076574161341966
original_eight,Ra150_Rm300,864691135277186789,1507,1.0,matched additive,1.5910754984870907,0.2652697431668652,0.0021348685116550276,0.0023228958873122815,0.00018802737565725404
original_eight,Ra150_Rm300,864691135277186789,1507,1.0,focal shunt,1.5910754984870907,0.2553968766484102,0.03452658246988147,0.03731880172296491,0.002792219253083439
original_eight,Ra150_Rm300,864691135277186789,1558,1.0,matched additive,5.993954693691239,0.1660244022980934,0.0394058801829323,0.041268204459634916,0.0018623242767026205
original_eight,Ra150_Rm300,864691135277186789,1558,1.0,focal shunt,5.993954693691239,0.13457673068641035,0.17475340986976612,0.17655797686429517,0.0018045669945290482
original_eight,Ra150_Rm300,864691135277186789,1573,1.0,matched additive,2.5616344886309523,0.04250025326955311,0.04165947063643812,0.042739353796481014,0.0010798831600428943
original_eight,Ra150_Rm300,864691135277186789,1573,1.0,focal shunt,2.5616344886309523,0.037102508450014664,0.09526591674270007,0.09843698993279582,0.003171073190095744
original_eight,Ra150_Rm300,864691135277186789,1584,1.0,matched additive,3.198125104846087,0.03604838746041321,0.0773255654468414,0.07824158908427742,0.0009160236374360239
original_eight,Ra150_Rm300,864691135277186789,1584,1.0,focal shunt,3.198125104846087,0.029206110729795585,0.144976387637245,0.14664251653380328,0.0016661288965582818
original_eight,Ra150_Rm300,864691135277186789,1647,1.0,matched additive,5.948482402267382,0.20365303668869625,0.047732527587069994,0.050016457052445146,0.0022839294653751543
original_eight,Ra150_Rm300,864691135277186789,1647,1.0,focal shunt,5.948482402267382,0.14595807303725558,0.2949517606526588,0.29716033410488024,0.002208573452221443
original_eight,Ra150_Rm300,864691135277186789,2152,1.0,matched additive,0.593731205110702,0.015192381357950332,0.0045050671254420575,0.0048912222153443255,0.0003861550899022677
original_eight,Ra150_Rm300,864691135277186789,2152,1.0,focal shunt,0.593731205110702,0.014800380147896013,0.01929109382575997,0.021389723086314757,0.002098629260554789
original_eight,Ra150_Rm300,864691135277186789,2484,1.0,matched additive,1.8838555400087225,0.23972441326837213,0.018311039886786885,0.018480961868207926,0.00016992198142104048
original_eight,Ra150_Rm300,864691135277186789,2484,1.0,focal shunt,1.8838555400087225,0.22142612247366456,0.06177652541643667,0.06316190765351802,0.0013853822370813531
original_eight,Ra150_Rm300,864691135277186789,2634,1.0,matched additive,3.045845361431926,0.6908083427796798,0.018862771688296084,0.018862771688296195,1.1102230246251565e-16
original_eight,Ra150_Rm300,864691135277186789,2634,1.0,focal shunt,3.045845361431926,0.6111588571033424,0.10579952953289218,0.11123569608666488,0.005436166553772697
original_eight,Ra150_Rm300,864691135277186789,2737,1.0,matched additive,3.7335674518590865,0.47223369931267006,0.13061328737024352,0.13061328737024352,0.0
original_eight,Ra150_Rm300,864691135277186789,2737,1.0,focal shunt,3.7335674518590865,0.37150656575934393,0.13575824080009208,0.13723331714410064,0.00147507634400855
original_eight,Ra150_Rm300,864691135277186789,3172,1.0,matched additive,1.0869060409797349,0.3191846629725936,0.0029539761121907433,0.0029539761121907433,0.0
original_eight,Ra150_Rm300,864691135277186789,3172,1.0,focal shunt,1.0869060409797349,0.3102139041023141,0.025636670331749427,0.029728698254511805,0.004092027922762377
original_eight,Ra150_Rm300,864691135277186789,3520,1.0,matched additive,5.9810604474668185,0.6960597637270509,0.11922754936581731,0.11922754936581731,0.0
original_eight,Ra150_Rm300,864691135277186789,3520,1.0,focal shunt,5.9810604474668185,0.4822266637436535,0.2829319637980282,0.2848166010373385,0.001884637239310334
original_eight,Ra150_Rm300,864691135277186789,3758,1.0,matched additive,1.790014794383623,0.49147073109772993,0.006049498051585336,0.006049498051585336,0.0
original_eight,Ra150_Rm300,864691135277186789,3758,1.0,focal shunt,1.790014794383623,0.4668073828644381,0.045738883211010176,0.05131154070662807,0.005572657495617898
original_eight,Ra150_Rm300,864691135277186789,3909,1.0,matched additive,0.5134149943402273,0.15580351973974954,0.0012783332162851822,0.0012783332162851822,0.0
original_eight,Ra150_Rm300,864691135277186789,3909,1.0,focal shunt,0.5134149943402273,0.1541666792331415,0.009296462988254726,0.011469413994132321,0.0021729510058775946
original_eight,Ra150_Rm300,864691135277186789,3960,1.0,matched additive,1.1141549218781077,0.24864714497590765,0.01244676852149122,0.01244676852149122,0.0
original_eight,Ra150_Rm300,864691135277186789,3960,1.0,focal shunt,1.1141549218781077,0.23898707423731205,0.02765924867112116,0.029438705794006363,0.0017794571228852021
original_eight,Ra150_Rm300,864691135277186789,4009,1.0,matched additive,0.5024357172801356,0.14707896648066907,0.0008598645548571663,0.0008598645548571663,0.0
original_eight,Ra150_Rm300,864691135277186789,4009,1.0,focal shunt,0.5024357172801356,0.14582829714366172,0.007687190917683908,0.009705295989921496,0.002018105072237588
original_eight,Ra150_Rm300,864691135324623260,5647,1.0,matched additive,2.10794339929629,0.5708020290606599,0.002062742468799187,0.0020627424687994092,2.2204460492503128e-16
original_eight,Ra150_Rm300,864691135324623260,5647,1.0,focal shunt,2.10794339929629,0.5571185549313415,0.02225103420566818,0.03523892860305472,0.012987894397386542
original_eight,Ra150_Rm300,864691135324623260,5652,1.0,matched additive,1.3387723492785248,0.34316167917809304,0.0011851911909530075,0.0011851911909532295,2.2204460492503128e-16
original_eight,Ra150_Rm300,864691135324623260,5652,1.0,focal shunt,1.3387723492785248,0.3337899328604463,0.026537010129314757,0.03341251403019781,0.006875503900883049
