overlap,leakage,step_size,exact_forgetting,numerical_forgetting,absolute_verification_error
0.88,0.0,0.2,0.07040000000000002,0.07040000000000003,1.3877787807814457e-17
0.89,0.0,0.2,0.07120000000000001,0.07120000000000004,2.7755575615628914e-17
0.9,0.0,0.2,0.07200000000000002,0.07200000000000002,0.0
0.91,0.0,0.2,0.07280000000000002,0.07280000000000005,2.7755575615628914e-17
0.92,0.0,0.2,0.07360000000000001,0.07360000000000004,2.7755575615628914e-17
0.93,0.0,0.2,0.07440000000000002,0.07440000000000004,1.3877787807814457e-17
0.9400000000000001,0.0,0.2,0.07520000000000002,0.07520000000000004,2.7755575615628914e-17
0.9500000000000001,0.0,0.2,0.07600000000000003,0.07600000000000004,1.3877787807814457e-17
0.96,0.0,0.2,0.07680000000000001,0.07680000000000003,2.7755575615628914e-17
0.97,0.0,0.2,0.07760000000000002,0.07760000000000003,1.3877787807814457e-17
0.98,0.0,0.2,0.07840000000000001,0.07840000000000004,2.7755575615628914e-17
0.99,0.0,0.2,0.07920000000000002,0.07920000000000005,2.7755575615628914e-17
1.0,0.0,0.2,0.08000000000000002,0.08000000000000004,2.7755575615628914e-17
0.0,0.01,0.2,2.0000000000000003e-06,2.000000000000004e-06,3.8116482626443515e-21
0.01,0.01,0.2,0.0008019800000000002,0.0008019800000000004,2.168404344971009e-19
0.02,0.01,0.2,0.0016019600000000004,0.0016019600000000006,2.168404344971009e-19
0.03,0.01,0.2,0.0024019400000000004,0.002401940000000001,4.336808689942018e-19
0.04,0.01,0.2,0.003201920000000001,0.003201920000000001,0.0
0.05,0.01,0.2,0.004001900000000001,0.0040019,8.673617379884035e-19
0.06,0.01,0.2,0.0048018800000000006,0.004801879999999998,2.6020852139652106e-18
0.07,0.01,0.2,0.005601860000000002,0.0056018599999999984,3.469446951953614e-18
0.08,0.01,0.2,0.006401840000000001,0.00640184,8.673617379884035e-19
0.09,0.01,0.2,0.007201820000000001,0.007201820000000001,0.0
0.1,0.01,0.2,0.008001800000000002,0.008001800000000005,3.469446951953614e-18
0.11,0.01,0.2,0.008801780000000002,0.008801780000000004,1.734723475976807e-18
0.12,0.01,0.2,0.00960176,0.009601760000000006,5.204170427930421e-18
0.13,0.01,0.2,0.010401740000000001,0.010401740000000005,3.469446951953614e-18
0.14,0.01,0.2,0.011201720000000004,0.011201720000000005,1.734723475976807e-18
0.15,0.01,0.2,0.012001700000000002,0.012001700000000008,5.204170427930421e-18
0.16,0.01,0.2,0.012801680000000003,0.012801680000000006,3.469446951953614e-18
0.17,0.01,0.2,0.013601660000000005,0.013601660000000007,1.734723475976807e-18
0.18,0.01,0.2,0.014401640000000002,0.014401640000000002,0.0
0.19,0.01,0.2,0.015201620000000002,0.015201620000000004,1.734723475976807e-18
0.2,0.01,0.2,0.016001600000000005,0.016001600000000005,0.0
0.21,0.01,0.2,0.016801580000000003,0.01680158,3.469446951953614e-18
0.22,0.01,0.2,0.017601560000000006,0.017601560000000006,0.0
0.23,0.01,0.2,0.018401540000000004,0.018401540000000008,3.469446951953614e-18
0.24,0.01,0.2,0.019201520000000003,0.01920152000000001,6.938893903907228e-18
0.25,0.01,0.2,0.020001500000000005,0.020001500000000012,6.938893903907228e-18
0.26,0.01,0.2,0.020801480000000004,0.020801480000000008,3.469446951953614e-18
0.27,0.01,0.2,0.021601460000000006,0.02160146000000001,3.469446951953614e-18
0.28,0.01,0.2,0.02240144000000001,0.02240144000000001,0.0
0.29,0.01,0.2,0.02320142,0.02320142000000001,1.0408340855860843e-17
0.3,0.01,0.2,0.024001400000000003,0.024001400000000006,3.469446951953614e-18
0.31,0.01,0.2,0.02480138000000001,0.02480138000000001,0.0
0.32,0.01,0.2,0.025601360000000004,0.025601360000000007,3.469446951953614e-18
0.33,0.01,0.2,0.026401340000000006,0.026401340000000013,6.938893903907228e-18
0.34,0.01,0.2,0.027201320000000005,0.027201320000000008,3.469446951953614e-18
0.35000000000000003,0.01,0.2,0.028001300000000007,0.028001300000000014,6.938893903907228e-18
0.36,0.01,0.2,0.028801280000000005,0.028801280000000012,6.938893903907228e-18
0.37,0.01,0.2,0.029601260000000004,0.029601260000000015,1.0408340855860843e-17
0.38,0.01,0.2,0.030401240000000006,0.030401240000000017,1.0408340855860843e-17
0.39,0.01,0.2,0.03120122000000001,0.031201220000000012,3.469446951953614e-18
0.4,0.01,0.2,0.03200120000000001,0.032001200000000014,6.938893903907228e-18
0.41000000000000003,0.01,0.2,0.032801180000000006,0.03280118000000001,6.938893903907228e-18
0.42,0.01,0.2,0.033601160000000005,0.03360116000000001,6.938893903907228e-18
0.43,0.01,0.2,0.034401140000000004,0.03440114000000001,6.938893903907228e-18
0.44,0.01,0.2,0.03520112000000001,0.035201120000000016,6.938893903907228e-18
0.45,0.01,0.2,0.03600110000000001,0.036001100000000015,6.938893903907228e-18
0.46,0.01,0.2,0.03680108000000001,0.036801080000000014,6.938893903907228e-18
0.47000000000000003,0.01,0.2,0.03760106000000001,0.03760106000000002,6.938893903907228e-18
0.48,0.01,0.2,0.038401040000000004,0.038401040000000025,2.0816681711721685e-17
0.49,0.01,0.2,0.03920102000000001,0.039201020000000024,1.3877787807814457e-17
0.5,0.01,0.2,0.04000100000000001,0.040001000000000016,6.938893903907228e-18
0.51,0.01,0.2,0.040800980000000014,0.04080098000000002,6.938893903907228e-18
0.52,0.01,0.2,0.04160096000000001,0.04160096000000002,6.938893903907228e-18
0.53,0.01,0.2,0.04240094000000001,0.04240094000000002,6.938893903907228e-18
0.54,0.01,0.2,0.04320092000000002,0.043200920000000025,6.938893903907228e-18
0.55,0.01,0.2,0.044000900000000016,0.044000900000000016,0.0
0.56,0.01,0.2,0.04480088000000001,0.04480088000000002,1.3877787807814457e-17
0.5700000000000001,0.01,0.2,0.04560086000000001,0.04560086000000002,1.3877787807814457e-17
0.58,0.01,0.2,0.046400840000000006,0.046400840000000027,2.0816681711721685e-17
0.59,0.01,0.2,0.047200820000000004,0.04720082000000002,1.3877787807814457e-17
0.6,0.01,0.2,0.0480008,0.048000800000000024,2.0816681711721685e-17
0.61,0.01,0.2,0.04880078000000001,0.04880078000000003,2.0816681711721685e-17
0.62,0.01,0.2,0.04960076000000001,0.04960076000000002,1.3877787807814457e-17
0.63,0.01,0.2,0.050400740000000006,0.05040074000000003,2.0816681711721685e-17
0.64,0.01,0.2,0.05120072000000001,0.051200720000000026,1.3877787807814457e-17
0.65,0.01,0.2,0.05200070000000001,0.052000700000000025,1.3877787807814457e-17
0.66,0.01,0.2,0.05280068000000001,0.05280068000000003,2.0816681711721685e-17
0.67,0.01,0.2,0.053600660000000015,0.05360066000000003,1.3877787807814457e-17
0.68,0.01,0.2,0.054400640000000014,0.05440064000000002,6.938893903907228e-18
0.6900000000000001,0.01,0.2,0.05520062000000001,0.05520062000000003,1.3877787807814457e-17
0.7000000000000001,0.01,0.2,0.05600060000000002,0.056000600000000025,6.938893903907228e-18
0.71,0.01,0.2,0.05680058000000001,0.056800580000000024,1.3877787807814457e-17
0.72,0.01,0.2,0.05760056000000001,0.05760056000000003,2.0816681711721685e-17
0.73,0.01,0.2,0.058400540000000015,0.058400540000000035,2.0816681711721685e-17
0.74,0.01,0.2,0.05920052000000001,0.059200520000000034,2.0816681711721685e-17
0.75,0.01,0.2,0.06000050000000001,0.06000050000000003,2.0816681711721685e-17
0.76,0.01,0.2,0.06080048000000001,0.06080048000000004,2.7755575615628914e-17
0.77,0.01,0.2,0.06160046000000002,0.06160046000000003,1.3877787807814457e-17
0.78,0.01,0.2,0.062400440000000015,0.06240044000000003,1.3877787807814457e-17
0.79,0.01,0.2,0.06320042000000001,0.06320042000000003,2.7755575615628914e-17
0.8,0.01,0.2,0.06400040000000001,0.06400040000000003,1.3877787807814457e-17
0.81,0.01,0.2,0.06480038000000002,0.06480038000000003,1.3877787807814457e-17
0.8200000000000001,0.01,0.2,0.06560036000000001,0.06560036000000002,1.3877787807814457e-17
0.8300000000000001,0.01,0.2,0.06640034000000002,0.06640034000000003,1.3877787807814457e-17
0.84,0.01,0.2,0.06720032000000001,0.06720032000000004,2.7755575615628914e-17
0.85,0.01,0.2,0.06800030000000001,0.06800030000000004,2.7755575615628914e-17
0.86,0.01,0.2,0.06880028000000002,0.06880028000000005,2.7755575615628914e-17
0.87,0.01,0.2,0.06960026000000001,0.06960026000000004,2.7755575615628914e-17
0.88,0.01,0.2,0.07040024000000002,0.07040024000000004,2.7755575615628914e-17
0.89,0.01,0.2,0.07120022000000002,0.07120022000000004,1.3877787807814457e-17
0.9,0.01,0.2,0.07200020000000001,0.07200020000000004,2.7755575615628914e-17
0.91,0.01,0.2,0.07280018000000002,0.07280018000000003,1.3877787807814457e-17
0.92,0.01,0.2,0.07360016000000001,0.07360016000000004,2.7755575615628914e-17
0.93,0.01,0.2,0.07440014000000002,0.07440014000000003,1.3877787807814457e-17
0.9400000000000001,0.01,0.2,0.07520012000000002,0.07520012000000002,0.0
0.9500000000000001,0.01,0.2,0.07600010000000001,0.07600010000000003,1.3877787807814457e-17
0.96,0.01,0.2,0.07680008000000002,0.07680008000000003,1.3877787807814457e-17
0.97,0.01,0.2,0.07760006000000001,0.07760006000000004,2.7755575615628914e-17
0.98,0.01,0.2,0.07840004,0.07840004000000005,4.163336342344337e-17
0.99,0.01,0.2,0.07920002000000002,0.07920002000000004,1.3877787807814457e-17
1.0,0.01,0.2,0.08000000000000002,0.08000000000000004,2.7755575615628914e-17
0.0,0.02,0.2,8.000000000000001e-06,8.000000000000017e-06,1.5246593050577406e-20
0.01,0.02,0.2,0.0008079200000000002,0.0008079199999999998,3.2526065174565133e-19
0.02,0.02,0.2,0.0016078400000000004,0.001607840000000001,6.505213034913027e-19
0.03,0.02,0.2,0.0024077600000000005,0.0024077600000000014,8.673617379884035e-19
0.04,0.02,0.2,0.0032076800000000005,0.003207680000000002,1.3010426069826053e-18
0.05,0.02,0.2,0.004007600000000001,0.004007600000000002,8.673617379884035e-19
0.06,0.02,0.2,0.004807520000000001,0.004807520000000001,0.0
0.07,0.02,0.2,0.005607440000000001,0.005607440000000003,1.734723475976807e-18
0.08,0.02,0.2,0.006407360000000001,0.006407360000000003,1.734723475976807e-18
0.09,0.02,0.2,0.007207280000000001,0.0072072800000000025,1.734723475976807e-18
0.1,0.02,0.2,0.008007200000000003,0.008007200000000004,1.734723475976807e-18
0.11,0.02,0.2,0.008807120000000002,0.008807120000000005,3.469446951953614e-18
0.12,0.02,0.2,0.009607040000000002,0.009607040000000004,1.734723475976807e-18
0.13,0.02,0.2,0.010406960000000003,0.010406960000000005,1.734723475976807e-18
0.14,0.02,0.2,0.011206880000000004,0.011206880000000008,3.469446951953614e-18
0.15,0.02,0.2,0.012006800000000001,0.012006800000000007,5.204170427930421e-18
0.16,0.02,0.2,0.012806720000000002,0.012806720000000008,5.204170427930421e-18
0.17,0.02,0.2,0.013606640000000003,0.013606640000000008,5.204170427930421e-18
0.18,0.02,0.2,0.014406560000000002,0.014406560000000007,5.204170427930421e-18
0.19,0.02,0.2,0.015206480000000003,0.015206480000000008,5.204170427930421e-18
0.2,0.02,0.2,0.016006400000000004,0.016006400000000007,3.469446951953614e-18
0.21,0.02,0.2,0.016806320000000003,0.016806320000000007,3.469446951953614e-18
0.22,0.02,0.2,0.017606240000000002,0.017606240000000006,3.469446951953614e-18
0.23,0.02,0.2,0.018406160000000005,0.01840616000000001,6.938893903907228e-18
0.24,0.02,0.2,0.019206080000000004,0.01920608000000001,6.938893903907228e-18
0.25,0.02,0.2,0.020006000000000003,0.020006000000000006,3.469446951953614e-18
0.26,0.02,0.2,0.020805920000000006,0.020805920000000012,6.938893903907228e-18
0.27,0.02,0.2,0.021605840000000005,0.02160584000000001,6.938893903907228e-18
0.28,0.02,0.2,0.022405760000000007,0.02240576000000001,3.469446951953614e-18
0.29,0.02,0.2,0.023205680000000003,0.023205680000000013,1.0408340855860843e-17
0.3,0.02,0.2,0.024005600000000005,0.024005600000000012,6.938893903907228e-18
0.31,0.02,0.2,0.024805520000000005,0.02480552000000001,6.938893903907228e-18
0.32,0.02,0.2,0.025605440000000007,0.02560544000000001,3.469446951953614e-18
0.33,0.02,0.2,0.026405360000000006,0.026405360000000013,6.938893903907228e-18
0.34,0.02,0.2,0.02720528000000001,0.027205280000000012,3.469446951953614e-18
0.35000000000000003,0.02,0.2,0.028005200000000008,0.02800520000000001,3.469446951953614e-18
0.36,0.02,0.2,0.028805120000000003,0.028805120000000014,1.0408340855860843e-17
0.37,0.02,0.2,0.029605040000000003,0.029605040000000013,1.0408340855860843e-17
0.38,0.02,0.2,0.030404960000000005,0.030404960000000012,6.938893903907228e-18
0.39,0.02,0.2,0.031204880000000004,0.031204880000000015,1.0408340855860843e-17
0.4,0.02,0.2,0.03200480000000001,0.032004800000000014,6.938893903907228e-18
0.41000000000000003,0.02,0.2,0.03280472000000001,0.032804720000000016,6.938893903907228e-18
0.42,0.02,0.2,0.033604640000000005,0.03360464000000002,1.3877787807814457e-17
0.43,0.02,0.2,0.03440456,0.034404560000000015,1.3877787807814457e-17
0.44,0.02,0.2,0.03520448000000001,0.03520448000000002,6.938893903907228e-18
0.45,0.02,0.2,0.03600440000000001,0.03600440000000002,6.938893903907228e-18
0.46,0.02,0.2,0.03680432000000001,0.03680432000000002,1.3877787807814457e-17
0.47000000000000003,0.02,0.2,0.03760424000000001,0.037604240000000025,1.3877787807814457e-17
0.48,0.02,0.2,0.03840416000000001,0.03840416000000003,2.0816681711721685e-17
0.49,0.02,0.2,0.03920408000000001,0.03920408000000002,1.3877787807814457e-17
0.5,0.02,0.2,0.040004000000000005,0.04000400000000002,1.3877787807814457e-17
0.51,0.02,0.2,0.04080392000000001,0.04080392000000002,1.3877787807814457e-17
0.52,0.02,0.2,0.04160384000000001,0.04160384000000002,6.938893903907228e-18
0.53,0.02,0.2,0.04240376000000001,0.04240376000000002,6.938893903907228e-18
0.54,0.02,0.2,0.04320368000000001,0.04320368000000002,1.3877787807814457e-17
0.55,0.02,0.2,0.04400360000000001,0.04400360000000002,6.938893903907228e-18
0.56,0.02,0.2,0.04480352000000001,0.04480352000000002,6.938893903907228e-18
0.5700000000000001,0.02,0.2,0.045603440000000016,0.04560344000000002,6.938893903907228e-18
0.58,0.02,0.2,0.046403360000000005,0.04640336000000002,1.3877787807814457e-17
0.59,0.02,0.2,0.04720328,0.04720328000000003,2.7755575615628914e-17
0.6,0.02,0.2,0.04800320000000001,0.048003200000000024,1.3877787807814457e-17
0.61,0.02,0.2,0.04880312000000001,0.04880312000000002,6.938893903907228e-18
0.62,0.02,0.2,0.04960304000000001,0.04960304000000003,2.0816681711721685e-17
0.63,0.02,0.2,0.050402960000000004,0.05040296000000003,2.7755575615628914e-17
0.64,0.02,0.2,0.05120288000000001,0.05120288000000003,1.3877787807814457e-17
0.65,0.02,0.2,0.052002800000000016,0.05200280000000003,1.3877787807814457e-17
0.66,0.02,0.2,0.05280272000000001,0.05280272000000003,2.0816681711721685e-17
0.67,0.02,0.2,0.05360264000000001,0.05360264000000003,2.0816681711721685e-17
0.68,0.02,0.2,0.054402560000000016,0.05440256000000003,1.3877787807814457e-17
0.6900000000000001,0.02,0.2,0.05520248000000002,0.05520248000000003,1.3877787807814457e-17
0.7000000000000001,0.02,0.2,0.056002400000000015,0.05600240000000002,6.938893903907228e-18
0.71,0.02,0.2,0.05680232,0.056802320000000024,2.0816681711721685e-17
0.72,0.02,0.2,0.05760224000000001,0.05760224000000002,6.938893903907228e-18
0.73,0.02,0.2,0.05840216000000001,0.05840216000000002,1.3877787807814457e-17
0.74,0.02,0.2,0.05920208000000001,0.05920208000000003,2.0816681711721685e-17
0.75,0.02,0.2,0.060002000000000014,0.06000200000000003,1.3877787807814457e-17
0.76,0.02,0.2,0.060801920000000016,0.06080192000000003,1.3877787807814457e-17
0.77,0.02,0.2,0.06160184000000001,0.06160184000000003,2.0816681711721685e-17
0.78,0.02,0.2,0.062401760000000014,0.06240176000000003,1.3877787807814457e-17
0.79,0.02,0.2,0.06320168000000002,0.06320168000000004,1.3877787807814457e-17
0.8,0.02,0.2,0.06400160000000002,0.06400160000000002,0.0
0.81,0.02,0.2,0.06480152000000002,0.06480152000000004,2.7755575615628914e-17
0.8200000000000001,0.02,0.2,0.06560144000000001,0.06560144000000002,1.3877787807814457e-17
0.8300000000000001,0.02,0.2,0.06640136000000002,0.06640136000000003,1.3877787807814457e-17
0.84,0.02,0.2,0.06720128000000002,0.06720128000000004,2.7755575615628914e-17
0.85,0.02,0.2,0.06800120000000001,0.06800120000000004,2.7755575615628914e-17
0.86,0.02,0.2,0.06880112000000001,0.06880112000000002,1.3877787807814457e-17
0.87,0.02,0.2,0.06960104000000002,0.06960104000000004,2.7755575615628914e-17
0.88,0.02,0.2,0.07040096000000001,0.07040096000000004,2.7755575615628914e-17
0.89,0.02,0.2,0.07120088000000001,0.07120088000000004,2.7755575615628914e-17
0.9,0.02,0.2,0.07200080000000002,0.07200080000000005,2.7755575615628914e-17
0.91,0.02,0.2,0.07280072000000001,0.07280072000000004,2.7755575615628914e-17
0.92,0.02,0.2,0.07360064000000002,0.07360064000000004,1.3877787807814457e-17
0.93,0.02,0.2,0.07440056000000002,0.07440056000000005,2.7755575615628914e-17
0.9400000000000001,0.02,0.2,0.07520048000000001,0.07520048000000004,2.7755575615628914e-17
0.9500000000000001,0.02,0.2,0.07600040000000002,0.07600040000000004,1.3877787807814457e-17
0.96,0.02,0.2,0.07680032000000002,0.07680032000000005,2.7755575615628914e-17
0.97,0.02,0.2,0.07760024000000001,0.07760024000000004,2.7755575615628914e-17
0.98,0.02,0.2,0.07840016000000001,0.07840016000000004,2.7755575615628914e-17
0.99,0.02,0.2,0.07920008000000002,0.07920008000000005,2.7755575615628914e-17
1.0,0.02,0.2,0.08000000000000002,0.08000000000000004,2.7755575615628914e-17
0.0,0.03,0.2,1.8000000000000004e-05,1.800000000000003e-05,2.710505431213761e-20
0.01,0.03,0.2,0.0008178200000000002,0.0008178200000000002,0.0
0.02,0.03,0.2,0.0016176400000000003,0.0016176399999999996,6.505213034913027e-19
0.03,0.03,0.2,0.00241746,0.0024174600000000015,1.3010426069826053e-18
0.04,0.03,0.2,0.0032172800000000007,0.0032172800000000025,1.734723475976807e-18
0.05,0.03,0.2,0.004017100000000001,0.0040171,8.673617379884035e-19
0.06,0.03,0.2,0.0048169200000000014,0.004816919999999998,3.469446951953614e-18
0.07,0.03,0.2,0.005616740000000001,0.0056167399999999985,2.6020852139652106e-18
0.08,0.03,0.2,0.006416560000000002,0.00641656,1.734723475976807e-18
0.09,0.03,0.2,0.007216380000000001,0.0072163800000000005,8.673617379884035e-19
0.1,0.03,0.2,0.008016200000000001,0.008016200000000005,3.469446951953614e-18
0.11,0.03,0.2,0.008816020000000003,0.008816020000000006,3.469446951953614e-18
0.12,0.03,0.2,0.009615840000000002,0.009615840000000006,3.469446951953614e-18
0.13,0.03,0.2,0.010415660000000002,0.010415660000000005,3.469446951953614e-18
0.14,0.03,0.2,0.011215480000000005,0.011215480000000005,0.0
0.15,0.03,0.2,0.012015300000000003,0.012015300000000007,3.469446951953614e-18
0.16,0.03,0.2,0.012815120000000003,0.012815120000000008,5.204170427930421e-18
0.17,0.03,0.2,0.013614940000000004,0.013614940000000006,1.734723475976807e-18
0.18,0.03,0.2,0.014414760000000002,0.014414760000000002,0.0
0.19,0.03,0.2,0.015214580000000004,0.015214580000000005,1.734723475976807e-18
0.2,0.03,0.2,0.016014400000000005,0.016014400000000005,0.0
0.21,0.03,0.2,0.016814220000000005,0.01681422,3.469446951953614e-18
0.22,0.03,0.2,0.017614040000000004,0.017614040000000008,3.469446951953614e-18
0.23,0.03,0.2,0.018413860000000004,0.01841386000000001,6.938893903907228e-18
0.24,0.03,0.2,0.019213680000000004,0.019213680000000007,3.469446951953614e-18
0.25,0.03,0.2,0.020013500000000004,0.02001350000000001,6.938893903907228e-18
0.26,0.03,0.2,0.020813320000000007,0.02081332000000001,3.469446951953614e-18
0.27,0.03,0.2,0.021613140000000003,0.02161314000000001,6.938893903907228e-18
0.28,0.03,0.2,0.022412960000000006,0.022412960000000013,6.938893903907228e-18
0.29,0.03,0.2,0.023212780000000002,0.023212780000000013,1.0408340855860843e-17
0.3,0.03,0.2,0.024012600000000002,0.02401260000000001,6.938893903907228e-18
0.31,0.03,0.2,0.024812420000000005,0.02481242000000001,3.469446951953614e-18
0.32,0.03,0.2,0.02561224000000001,0.025612240000000012,3.469446951953614e-18
