partner_index,pre_pt_root_id,recording_id,session,scan_idx,field,unit_id,dandi_asset_id,dandi_path
0,864691135941120001,ses6_scan4_field2_unit1783,6,4,2,1783,dc68c26d-54de-433a-9310-ee95ae4daddd,sub-17797/sub-17797_ses-6-scan-4_behavior+image+ophys.nwb
1,864691134887635962,ses6_scan4_field2_unit1639,6,4,2,1639,dc68c26d-54de-433a-9310-ee95ae4daddd,sub-17797/sub-17797_ses-6-scan-4_behavior+image+ophys.nwb
2,864691136603811281,ses6_scan4_field2_unit1604,6,4,2,1604,dc68c26d-54de-433a-9310-ee95ae4daddd,sub-17797/sub-17797_ses-6-scan-4_behavior+image+ophys.nwb
3,864691135774429435,ses6_scan4_field2_unit1641,6,4,2,1641,dc68c26d-54de-433a-9310-ee95ae4daddd,sub-17797/sub-17797_ses-6-scan-4_behavior+image+ophys.nwb
4,864691136144827444,ses6_scan4_field2_unit1571,6,4,2,1571,dc68c26d-54de-433a-9310-ee95ae4daddd,sub-17797/sub-17797_ses-6-scan-4_behavior+image+ophys.nwb
5,864691135572346349,ses6_scan4_field6_unit6877,6,4,6,6877,dc68c26d-54de-433a-9310-ee95ae4daddd,sub-17797/sub-17797_ses-6-scan-4_behavior+image+ophys.nwb
6,864691135750642473,ses6_scan4_field8_unit8804,6,4,8,8804,dc68c26d-54de-433a-9310-ee95ae4daddd,sub-17797/sub-17797_ses-6-scan-4_behavior+image+ophys.nwb
7,864691135496369296,ses6_scan4_field2_unit1567,6,4,2,1567,dc68c26d-54de-433a-9310-ee95ae4daddd,sub-17797/sub-17797_ses-6-scan-4_behavior+image+ophys.nwb
8,864691135739689073,ses6_scan4_field2_unit2268,6,4,2,2268,dc68c26d-54de-433a-9310-ee95ae4daddd,sub-17797/sub-17797_ses-6-scan-4_behavior+image+ophys.nwb
