panel,task,series,x_name,x_label,unit,mean,signed_mean,n_seeds,interval,endpoint,drop_radius_pt,record,x,ci95_low,ci95_high,seed,value,noise,common_rate,ci_low,ci_high,positive_seeds
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,11776.0,,,211201.0,0.04688681592551423,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,12032.0,,,211201.0,0.0486720355019637,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,12288.0,,,211201.0,0.04786151356328024,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,12544.0,,,211201.0,0.04710703634832064,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,12800.0,,,211201.0,0.04788249262239122,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,13056.0,,,211201.0,0.04835865525993548,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,13312.0,,,211201.0,0.04699506995057799,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,13568.0,,,211201.0,0.04783209527269662,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,13824.0,,,211201.0,0.04720398650431991,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,14080.0,,,211201.0,0.047536209527723056,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,14336.0,,,211201.0,0.04749721801083056,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,14592.0,,,211201.0,0.04804700869300665,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,14848.0,,,211201.0,0.04744768398900722,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,15104.0,,,211201.0,0.04822377046312413,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,15360.0,,,211201.0,0.04684790273032101,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,15616.0,,,211201.0,0.047441090163606724,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,15872.0,,,211201.0,0.04734385792605784,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,16128.0,,,211201.0,0.047535986963855734,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,16384.0,,,211201.0,0.04749156848232418,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,64.0,,,211202.0,1.3180427506607615,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,256.0,,,211202.0,1.073640667684953,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,512.0,,,211202.0,1.0505904246024005,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,1024.0,,,211202.0,0.623792880208917,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,1280.0,,,211202.0,0.08464338500657988,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,1536.0,,,211202.0,0.04965463761867786,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,1792.0,,,211202.0,0.04624187008677095,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,2048.0,,,211202.0,0.044745424207077146,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,2304.0,,,211202.0,0.0438715676320345,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,2560.0,,,211202.0,0.04448350444050756,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,2816.0,,,211202.0,0.04477999866364605,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,3072.0,,,211202.0,0.04479413569786104,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,3328.0,,,211202.0,0.04423891027535086,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,3584.0,,,211202.0,0.04520192679274468,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,3840.0,,,211202.0,0.044537190293114884,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,4096.0,,,211202.0,0.04432550247683987,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,4352.0,,,211202.0,0.045330203293057876,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,4608.0,,,211202.0,0.04493297906620965,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,4864.0,,,211202.0,0.04501519025246227,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,5120.0,,,211202.0,0.0473233004823652,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,5376.0,,,211202.0,0.04455321919096304,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,5632.0,,,211202.0,0.04547392594718033,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,5888.0,,,211202.0,0.04515195713285848,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,6144.0,,,211202.0,0.04407437858817226,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,6400.0,,,211202.0,0.04489479865998072,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,6656.0,,,211202.0,0.04549474903133778,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,6912.0,,,211202.0,0.04468373889706607,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,7168.0,,,211202.0,0.04548916380346233,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,7424.0,,,211202.0,0.04550987068292124,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,7680.0,,,211202.0,0.04509073505884646,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,7936.0,,,211202.0,0.04428272372227221,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,8192.0,,,211202.0,0.04437996708542256,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,8448.0,,,211202.0,0.044010291866592235,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,8704.0,,,211202.0,0.04429885289817928,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,8960.0,,,211202.0,0.04423212111874425,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,9216.0,,,211202.0,0.04492389697026433,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,9472.0,,,211202.0,0.04410138232238585,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,9728.0,,,211202.0,0.04514980556350518,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,9984.0,,,211202.0,0.04558427031271818,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,10240.0,,,211202.0,0.04721790525931948,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,10496.0,,,211202.0,0.04530376614805358,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,10752.0,,,211202.0,0.04489025120237115,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,11008.0,,,211202.0,0.04612773162576053,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,11264.0,,,211202.0,0.04558774998660049,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,11520.0,,,211202.0,0.044187176570006086,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,11776.0,,,211202.0,0.04459706084691327,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,12032.0,,,211202.0,0.04528722539332839,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,12288.0,,,211202.0,0.04486232044767882,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,12544.0,,,211202.0,0.04498409590155614,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,12800.0,,,211202.0,0.044619764678153026,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,13056.0,,,211202.0,0.04455187756556114,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,13312.0,,,211202.0,0.045865336880697494,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,13568.0,,,211202.0,0.044042425898396076,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,13824.0,,,211202.0,0.04432043901404649,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,14080.0,,,211202.0,0.04440546370605229,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,14336.0,,,211202.0,0.0445010658737856,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,14592.0,,,211202.0,0.04432935231466846,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,14848.0,,,211202.0,0.04532643723373492,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,15104.0,,,211202.0,0.04406929985546766,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,15360.0,,,211202.0,0.04592086845017689,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,15616.0,,,211202.0,0.04489725271369828,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,15872.0,,,211202.0,0.04507813016711462,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,16128.0,,,211202.0,0.044479781572345556,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,16384.0,,,211202.0,0.04452589115561861,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,64.0,,,211203.0,1.0435902210988408,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,256.0,,,211203.0,0.5532174152636167,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,512.0,,,211203.0,0.07164529953249474,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,1024.0,,,211203.0,0.047108851995324365,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,1280.0,,,211203.0,0.04691759391158677,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,1536.0,,,211203.0,0.0471410052703154,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,1792.0,,,211203.0,0.04762184525895028,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,2048.0,,,211203.0,0.04687625610966658,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,2304.0,,,211203.0,0.047268208056228014,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,2560.0,,,211203.0,0.04674465042924844,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,2816.0,,,211203.0,0.04656467164976713,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,3072.0,,,211203.0,0.04737763704941489,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,3328.0,,,211203.0,0.047775783673392885,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,3584.0,,,211203.0,0.04696960110075868,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,3840.0,,,211203.0,0.04717349890801118,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,4096.0,,,211203.0,0.04697227120805916,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,4352.0,,,211203.0,0.04803147850599765,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,4608.0,,,211203.0,0.04739558104828429,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,4864.0,,,211203.0,0.04661865683106564,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,5120.0,,,211203.0,0.04665624313048242,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,5376.0,,,211203.0,0.046846421992709594,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,5632.0,,,211203.0,0.04700638118372476,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,5888.0,,,211203.0,0.046547129972610075,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,6144.0,,,211203.0,0.04716716859532316,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,6400.0,,,211203.0,0.046665230536797525,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,6656.0,,,211203.0,0.04835441262852609,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,6912.0,,,211203.0,0.0465744881471017,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,7168.0,,,211203.0,0.046295891627351364,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,7424.0,,,211203.0,0.04707687410985669,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,7680.0,,,211203.0,0.046585557030646894,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,7936.0,,,211203.0,0.046778700912471785,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,8192.0,,,211203.0,0.04697366636862023,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,8448.0,,,211203.0,0.04682802329572064,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,8704.0,,,211203.0,0.046531753963811595,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,8960.0,,,211203.0,0.04669295152957498,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,9216.0,,,211203.0,0.047264339189934515,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,9472.0,,,211203.0,0.04641459423108409,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,9728.0,,,211203.0,0.046562864126842365,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,9984.0,,,211203.0,0.0464344271989376,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,10240.0,,,211203.0,0.04715158932251153,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,10496.0,,,211203.0,0.04686183468040869,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,10752.0,,,211203.0,0.04775293876931634,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,11008.0,,,211203.0,0.04645006240453639,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,11264.0,,,211203.0,0.04666315927071764,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,11520.0,,,211203.0,0.04654684305067678,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,11776.0,,,211203.0,0.04663180311655275,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,12032.0,,,211203.0,0.047087156068997785,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,12288.0,,,211203.0,0.04682316586775198,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,12544.0,,,211203.0,0.04648211314223458,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,12800.0,,,211203.0,0.04716196422731915,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,13056.0,,,211203.0,0.04640224599167328,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,13312.0,,,211203.0,0.0470637599356862,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,13568.0,,,211203.0,0.04709465428052084,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,13824.0,,,211203.0,0.04716355204746546,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,14080.0,,,211203.0,0.04729446874151049,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,14336.0,,,211203.0,0.04722435217801757,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,14592.0,,,211203.0,0.04650715628539693,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,14848.0,,,211203.0,0.047517013406865365,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,15104.0,,,211203.0,0.047599469428357626,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,15360.0,,,211203.0,0.04643316387395101,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,15616.0,,,211203.0,0.04738737309993106,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,15872.0,,,211203.0,0.047117835039660744,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,16128.0,,,211203.0,0.04646542733572337,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,16384.0,,,211203.0,0.04745037960324885,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,64.0,,,211204.0,1.0219385535434768,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,256.0,,,211204.0,0.548753395452247,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,512.0,,,211204.0,0.04597882148055774,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,1024.0,,,211204.0,0.04505437697529093,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,1280.0,,,211204.0,0.04576586239404896,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,1536.0,,,211204.0,0.04547890074054837,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,1792.0,,,211204.0,0.045189326577969986,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,2048.0,,,211204.0,0.0449613747148145,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,2304.0,,,211204.0,0.04528789700954945,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,2560.0,,,211204.0,0.04645998602107265,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,2816.0,,,211204.0,0.04567451003772396,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,3072.0,,,211204.0,0.04602817961417294,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,3328.0,,,211204.0,0.045756238373080516,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,3584.0,,,211204.0,0.04589100256393497,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,3840.0,,,211204.0,0.046195689564793335,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,4096.0,,,211204.0,0.0457142620655613,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,4352.0,,,211204.0,0.04577262878736506,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,4608.0,,,211204.0,0.04506529581337558,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,4864.0,,,211204.0,0.0460125302295641,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,5120.0,,,211204.0,0.04605389300989442,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,5376.0,,,211204.0,0.04555802552403221,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,5632.0,,,211204.0,0.045858828076848025,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,5888.0,,,211204.0,0.04611291838479553,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,6144.0,,,211204.0,0.04587386287463176,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,6400.0,,,211204.0,0.046897944077335586,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,6656.0,,,211204.0,0.045275262351420514,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,6912.0,,,211204.0,0.04598765960671826,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,7168.0,,,211204.0,0.04602505323450001,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,7424.0,,,211204.0,0.046273416768774445,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,7680.0,,,211204.0,0.04603753259273664,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,7936.0,,,211204.0,0.046012267158024714,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,8192.0,,,211204.0,0.04586913410257046,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,8448.0,,,211204.0,0.04504533827903531,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,8704.0,,,211204.0,0.04612925206780237,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,8960.0,,,211204.0,0.045368538131928746,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,9216.0,,,211204.0,0.04531074881311144,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,9472.0,,,211204.0,0.04532273773036492,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,9728.0,,,211204.0,0.04599873612560487,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,9984.0,,,211204.0,0.04548406091384055,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,10240.0,,,211204.0,0.04509017124486908,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,10496.0,,,211204.0,0.04519609216092828,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,10752.0,,,211204.0,0.045802474962094455,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,11008.0,,,211204.0,0.04534716860158684,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,11264.0,,,211204.0,0.04571237032894812,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,11520.0,,,211204.0,0.045787239230495186,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,11776.0,,,211204.0,0.045569431890281446,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,12032.0,,,211204.0,0.04557900751714006,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,12288.0,,,211204.0,0.04579068350601724,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,12544.0,,,211204.0,0.045788757286751254,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,12800.0,,,211204.0,0.0454410563775811,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,13056.0,,,211204.0,0.04558462808294114,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,13312.0,,,211204.0,0.04563500637615115,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,13568.0,,,211204.0,0.045147328011145696,,,,,
D,Quartic,exact path,training updates,,test NMSE,,,,,fixed checkpoint,,seed trajectory,13824.0,,,211204.0,0.04536853281188789,,,,,
