hierarchy,cohort,run_dir,config_index,seed,regime,architecture,mechanism,credit,depth,branch_factors,total_parameters,trainable_parameters,active_synapses,candidate_synapse_slots,persistent_state_scalars,config_sha256,final_sha256,fallback_mentions,nonfinite_alert,train_accuracy,valid_accuracy,test_accuracy,train_auc,valid_auc,test_auc,train_categorical_loglikelihood,valid_categorical_loglikelihood,test_categorical_loglikelihood
3,journal_remaining_h3_aligned_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_aligned_grouped_point_bp_20260819214647,10,10200,aligned,grouped_point,shunting,full_bp,2,2x3,66178,66178,14336,21760,2944,24261a9195c8caa95d7a875240c38900392ebe5941510c582e52b1e3648bca90,bd20d3b7ef9ea62462d0af5ad8d5334ea1d43545a3c11fc1b83e3108f28342fa,0,False,0.6101999878883362,0.6096999645233154,0.6062999963760376,0.6602110266685486,0.6586542129516602,0.6502737402915955,-0.6521417498588562,-0.6525593996047974,-0.6569753885269165
3,journal_remaining_h3_aligned_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_aligned_grouped_point_bp_20260819214647,11,10201,aligned,grouped_point,shunting,full_bp,2,2x3,66178,66178,14336,21760,2944,875bdab6ac54074bfec358cd7e4c054483074ed93d9194b87c52247d9afbacff,7f2e6d133aaf900fc9005ed2fd4d2a83b1049b38c13d3be7de6b289f44b98fc6,0,False,0.6211999654769897,0.6104999780654907,0.6126999855041504,0.6719873547554016,0.6544527411460876,0.654782772064209,-0.6457287669181824,-0.6555571556091309,-0.6555960774421692
3,journal_remaining_h3_aligned_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_aligned_grouped_point_bp_20260819214647,12,10202,aligned,grouped_point,shunting,full_bp,2,2x3,66178,66178,14336,21760,2944,9879569b042df7797f39489567099461753246f39adddc5c54c80510742d57a8,405132933b24001953cd84581cc04aefc99c96e48f83b8f3d5e437f0ed83e881,0,False,0.611299991607666,0.6107000112533569,0.6172999739646912,0.6591388583183289,0.6541146636009216,0.6561465859413147,-0.6526755690574646,-0.6557188034057617,-0.6553047299385071
3,journal_remaining_h3_aligned_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_aligned_grouped_point_bp_20260819214647,13,10203,aligned,grouped_point,shunting,full_bp,2,2x3,66178,66178,14336,21760,2944,8bb3cb830529e0f49512dd29023c1af5e4096036b7f70fa5f7375dd04069ddaf,85ca8f8d8d4ee090cd5e2a8f70726c8e46e693c183df3d11ba8e6493091e3e45,0,False,0.6223999857902527,0.6137999892234802,0.6108999848365784,0.6650740504264832,0.6595602035522461,0.6513862609863281,-0.6500182747840881,-0.6535595655441284,-0.6570327281951904
3,journal_remaining_h3_aligned_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_aligned_grouped_point_bp_20260819214647,14,10204,aligned,grouped_point,shunting,full_bp,2,2x3,66178,66178,14336,21760,2944,d1264cdbdd1040fdab2bae516d58275f32a770e32172ca7148f1b587203e52ad,768af37ca64f4e744c67c03836c4605ec4d145e31c2ec83224056b0d4ae7c51a,0,False,0.6244999766349792,0.6118999719619751,0.6010000109672546,0.6696615815162659,0.6538593769073486,0.6443179249763489,-0.6484262347221375,-0.655823826789856,-0.6602872610092163
3,journal_remaining_h3_aligned_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_aligned_grouped_point_bp_20260819214647,15,10205,aligned,grouped_point,shunting,full_bp,2,2x3,66178,66178,14336,21760,2944,38753195f0d82aedce0bc6132359df904542dcd456d8628dfc94e1a821e2f96d,2c4df79bd94c43486da77a43de48a032aa747a7e1eba1ae2ff90c3d686183849,0,False,0.6132000088691711,0.6024999618530273,0.6104999780654907,0.6621566414833069,0.6447945237159729,0.6558092832565308,-0.6513064503669739,-0.6598772406578064,-0.6548424363136292
3,journal_remaining_h3_aligned_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_aligned_grouped_point_bp_20260819214647,16,10206,aligned,grouped_point,shunting,full_bp,2,2x3,66178,66178,14336,21760,2944,a3a701858a6877f318d2c692e89dba749dc24dd8333b9a42e45c88062c538efa,faab537472175e20e4ce9e69a8b4fa817390dac2fccff809645414fab5c5cb4d,0,False,0.6092000007629395,0.6104999780654907,0.6098999977111816,0.6568606495857239,0.6518799066543579,0.653999388217926,-0.6534290909767151,-0.6564247012138367,-0.6551828980445862
3,journal_remaining_h3_aligned_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_aligned_grouped_point_bp_20260819214647,17,10207,aligned,grouped_point,shunting,full_bp,2,2x3,66178,66178,14336,21760,2944,4d2f9fd2efbfd871599e4e5b9156d8362a312df5ea5448121689787225c74247,c082c5ccea68dc0bbaac90a1e4a626780359aa709f423addd1489ef18937b22d,0,False,0.6202999949455261,0.6168999671936035,0.6090999841690063,0.6616078615188599,0.6595590114593506,0.6488933563232422,-0.6514924764633179,-0.6520042419433594,-0.6587579846382141
3,journal_remaining_h3_aligned_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_aligned_grouped_point_bp_20260819214647,18,10208,aligned,grouped_point,shunting,full_bp,2,2x3,66178,66178,14336,21760,2944,f1c025e3effaf3960d2910cd105ca7116fb5356932fd98f4f04ecdd6e263f2ac,b15ef42c687ee05a037e47c3b185b7dac1c79b827f18b46c1f4e33badfd430e8,0,False,0.6175000071525574,0.6110999584197998,0.6168000102043152,0.6667311191558838,0.6501302719116211,0.6569222211837769,-0.6487311124801636,-0.658717930316925,-0.654569149017334
3,journal_remaining_h3_aligned_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_aligned_grouped_point_bp_20260819214647,19,10209,aligned,grouped_point,shunting,full_bp,2,2x3,66178,66178,14336,21760,2944,f17885a78a23f8bff3b76fbe05eb619ce85282b38727ed9b4523e2366fef4c8b,a19b3c748e55859aa5fd276d5aa493e2b1949474a96ef5fc7152305c92111e92,0,False,0.6169999837875366,0.611799955368042,0.6071000099182129,0.6566082835197449,0.6522088050842285,0.6512258648872375,-0.654735267162323,-0.6563752889633179,-0.6564369797706604
3,journal_remaining_h3_aligned_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_aligned_grouped_point_bp_20260819214647,20,10200,aligned,grouped_point,shunting,full_bp,3,2x1x2,66178,66178,14336,21760,2944,b5a813c4f1e8c723fcbfbef30ffdfea9f39e23c2e3116f544c8aa700d56fcf5b,99d2fb9733fe5c88f74d33d32887b2399847cef04b8f430a02dead5c3388d18c,0,False,0.6110999584197998,0.6093999743461609,0.6071000099182129,0.6601797342300415,0.6584799885749817,0.6500478982925415,-0.6521579623222351,-0.6526067852973938,-0.6570978164672852
3,journal_remaining_h3_aligned_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_aligned_grouped_point_bp_20260819214647,21,10201,aligned,grouped_point,shunting,full_bp,3,2x1x2,66178,66178,14336,21760,2944,de89787c7fe346d404ef3940d629cf21f3b09ef48fa39cca25808bc0caae81aa,ab91f612645df2436f9c78b54aeb8a6177a4588614b170bca0f8642fe8ad3ed2,0,False,0.621999979019165,0.6108999848365784,0.6129999756813049,0.6720271110534668,0.6543716192245483,0.654801070690155,-0.6457122564315796,-0.6556288003921509,-0.6556262373924255
3,journal_remaining_h3_aligned_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_aligned_grouped_point_bp_20260819214647,22,10202,aligned,grouped_point,shunting,full_bp,3,2x1x2,66178,66178,14336,21760,2944,71336e0b586ca3ca4e9e721c2fadafb75bd443f675c1f50e7b9000dc68099fe7,0644f223f8efaf1d54cdbdbf8d1a4412cb571ceee41428e910d55a09e04226e2,0,False,0.6152999997138977,0.6119999885559082,0.6157999634742737,0.661765456199646,0.6539826989173889,0.6549419164657593,-0.6509786248207092,-0.6556277871131897,-0.6557331681251526
3,journal_remaining_h3_aligned_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_aligned_grouped_point_bp_20260819214647,23,10203,aligned,grouped_point,shunting,full_bp,3,2x1x2,66178,66178,14336,21760,2944,0939c54003546a90d7dedfda636edfda1d20f0244d1fd5b70f52fe1dd84c9c72,3282c76c6f12ecf229ed190d8dd1f8a3044672b80649bb3fc4e5700b0ece98a8,0,False,0.6205999851226807,0.6137999892234802,0.6115999817848206,0.6651183366775513,0.6596625447273254,0.6514124274253845,-0.6499809622764587,-0.6535115838050842,-0.6570261120796204
3,journal_remaining_h3_aligned_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_aligned_grouped_point_bp_20260819214647,24,10204,aligned,grouped_point,shunting,full_bp,3,2x1x2,66178,66178,14336,21760,2944,48c1a243d79f50df73b5eef3252b810ea9041c3415db9106955609e058b95403,8974331007d66a35c13375b4bafa25cb12547df747ff2ae19cd971a19f757870,0,False,0.6240999698638916,0.6121000051498413,0.6006999611854553,0.669628381729126,0.6537781953811646,0.6442933678627014,-0.6484352350234985,-0.6558520197868347,-0.6603317260742188
3,journal_remaining_h3_aligned_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_aligned_grouped_point_bp_20260819214647,25,10205,aligned,grouped_point,shunting,full_bp,3,2x1x2,66178,66178,14336,21760,2944,59e2b81d721affca84c80f81d6bf3a21f155e5685703d64def8f615246d7a0bd,8ca17dbda625c4534209eb5bbf206faf84aa63be4817199fb0933f59c3fe5a7a,0,False,0.611299991607666,0.5999999642372131,0.6074999570846558,0.6593239307403564,0.6434109807014465,0.6544791460037231,-0.6529080867767334,-0.6603108048439026,-0.6554867625236511
3,journal_remaining_h3_aligned_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_aligned_grouped_point_bp_20260819214647,26,10206,aligned,grouped_point,shunting,full_bp,3,2x1x2,66178,66178,14336,21760,2944,5484ad2d0b09db4e6e15ee9d489103b51963bda21bb6c964aed43d6096c7e2d0,712101ff2dc4521ddf15b6d1ad785564f5f46e3ceaaaf425238a9d69092fdbde,0,False,0.6103000044822693,0.6096000075340271,0.6100999712944031,0.6568244695663452,0.6517665386199951,0.6539650559425354,-0.6534342765808105,-0.6564639210700989,-0.6551824808120728
3,journal_remaining_h3_aligned_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_aligned_grouped_point_bp_20260819214647,27,10207,aligned,grouped_point,shunting,full_bp,3,2x1x2,66178,66178,14336,21760,2944,5b095a8597c7536cb5532d8fee3ac085ba5734a61b741c889bada6dfa37293b2,b40abde3460f355a59e75ce40ead1a5946094a3c2b0b23ae0a3ff9ed22717e04,0,False,0.6197999715805054,0.6164999604225159,0.6086999773979187,0.6615069508552551,0.6595035195350647,0.6488533616065979,-0.6515119075775146,-0.6520453691482544,-0.658775269985199
3,journal_remaining_h3_aligned_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_aligned_grouped_point_bp_20260819214647,28,10208,aligned,grouped_point,shunting,full_bp,3,2x1x2,66178,66178,14336,21760,2944,fd84c7d774a17a1a25ec946bfceabdcea244df9bf8af4c702a5517e53c930ead,de0c5feb82f3f18f0d0a694eca96a4cd9971165f8bb97890c125a82f0512fd39,0,False,0.6140999794006348,0.6101999878883362,0.614799976348877,0.6631025671958923,0.6479647755622864,0.6521753072738647,-0.650602400302887,-0.6590166091918945,-0.6564889550209045
3,journal_remaining_h3_aligned_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_aligned_grouped_point_bp_20260819214647,29,10209,aligned,grouped_point,shunting,full_bp,3,2x1x2,66178,66178,14336,21760,2944,e8a618f4e407991df3aa063f4ad920dd56d490efde604134f6fb4f657c86ac7d,ef789f0e650750221de8ef72cc1c9402a975d2bea02ac161a065e33d74c66b35,0,False,0.6171000003814697,0.6116999983787537,0.6069999933242798,0.656721830368042,0.6521660089492798,0.6510787010192871,-0.6547110676765442,-0.6563969850540161,-0.6565042734146118
3,journal_remaining_h3_rewired_tree_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260819214650,0,10200,rewired_tree,grouped_point,shunting,full_bp,1,8,66178,66178,14336,21760,2944,61288796fe7b6102671546edf28a4651c712b4f5ffa612737948f8189cce3e7a,0bb560a102d16208b7fe888333fc7f9032248bde3a990ecb7b3d0ba631cb9f92,0,False,0.6134999990463257,0.6111999750137329,0.6083999872207642,0.662875771522522,0.6614176630973816,0.6525120139122009,-0.6507149934768677,-0.6511727571487427,-0.6557772159576416
3,journal_remaining_h3_rewired_tree_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260819214650,1,10201,rewired_tree,grouped_point,shunting,full_bp,1,8,66178,66178,14336,21760,2944,e150ca506968c0a13141f50d81af6e77593c3cb45bd6c9586d04986f619ae061,52ef255475a03f814db5774c3cb9b928886cec0ddb35956f3d0a5b9851f28f8d,0,False,0.6229000091552734,0.6108999848365784,0.6144999861717224,0.6748537421226501,0.6578947305679321,0.6582543849945068,-0.6440726518630981,-0.653639018535614,-0.6539263725280762
3,journal_remaining_h3_rewired_tree_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260819214650,2,10202,rewired_tree,grouped_point,shunting,full_bp,1,8,66178,66178,14336,21760,2944,ca6b62797b8d98dac3491a86375b39d54e9836bb8bed6de7ed00a980acc26aa7,561e1668396f43bc027e5c42051181cab3f0d994085b2e4dcf471bdcb556c4c1,0,False,0.616599977016449,0.6129999756813049,0.6166999936103821,0.6668527722358704,0.6575914621353149,0.6588292717933655,-0.6479646563529968,-0.654033362865448,-0.6542222499847412
3,journal_remaining_h3_rewired_tree_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260819214650,3,10203,rewired_tree,grouped_point,shunting,full_bp,1,8,66178,66178,14336,21760,2944,b3edc68bba7456bcab9421cef15fbc0a0df1895b085c8ed6aa354e8f2e7ab6ef,829e2103df7d3e300038fd7c75ebf7d7e2c78fde9b440954d4f1f0540a70a3df,0,False,0.6247000098228455,0.620199978351593,0.6137999892234802,0.6679788827896118,0.6625688076019287,0.6545024514198303,-0.6485095024108887,-0.6521074175834656,-0.6555187106132507
3,journal_remaining_h3_rewired_tree_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260819214650,4,10204,rewired_tree,grouped_point,shunting,full_bp,1,8,66178,66178,14336,21760,2944,ad3125e7ae9d546b0bba5dcf6abd2d393146c4e60d213799b4bd80551e7b7f5d,c80951bd123737ba29dc82a88a45675949b60df1ece9adf335d01975137172c9,0,False,0.6272000074386597,0.6132000088691711,0.6010000109672546,0.6724996566772461,0.6571539044380188,0.6470304131507874,-0.6470096707344055,-0.6540282964706421,-0.6590772867202759
3,journal_remaining_h3_rewired_tree_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260819214650,5,10205,rewired_tree,grouped_point,shunting,full_bp,1,8,66178,66178,14336,21760,2944,311b44267d7a8883fa9bea889dde2d70ef893c75ac106e9efe8c56256abf1c51,86debb170d3bca9f24c79364e6d3a63d351afca1a9e9f52bebac0cd3048dc575,0,False,0.6158999800682068,0.6054999828338623,0.6128000020980835,0.6649267673492432,0.647406816482544,0.6582984924316406,-0.6496053338050842,-0.6587114334106445,-0.6535485982894897
3,journal_remaining_h3_rewired_tree_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260819214650,6,10206,rewired_tree,grouped_point,shunting,full_bp,1,8,66178,66178,14336,21760,2944,5418467136026433ec6837629f6ffb95384d79594d253573f67dde265ea07a21,070d94c0179c44b41dc60b4dfee2e359de80430366a547f101792c0bd26b7e66,0,False,0.6126999855041504,0.6107000112533569,0.6107000112533569,0.6591519117355347,0.6541350483894348,0.6570828557014465,-0.6523087620735168,-0.6554153561592102,-0.653927206993103
3,journal_remaining_h3_rewired_tree_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260819214650,7,10207,rewired_tree,grouped_point,shunting,full_bp,1,8,66178,66178,14336,21760,2944,7c4b67233b82f46ca934afcddef5ad460ce36ddbdd6c8806d5cc5fb16b605084,92f505b875ada19c304e2d405f69b62d922db22cd27d242a0f9cea2ac79ea894,0,False,0.6237999796867371,0.618399977684021,0.6103000044822693,0.6644961833953857,0.6625752449035645,0.6516472697257996,-0.649911105632782,-0.6504186391830444,-0.657373309135437
3,journal_remaining_h3_rewired_tree_grouped_point_bp,/n/holylabs/kempner_dev/Users/hsafaai/Code/.dendritic-modeling-journal-runtimes/h4-a99c3a7/remaining_physical_experiment_runs/journal_remaining_h3_rewired_tree_grouped_point_bp_20260819214650,8,10208,rewired_tree,grouped_point,shunting,full_bp,1,8,66178,66178,14336,21760,2944,04af907d9ba1637ebb8f20eea1eed5f79045cbc667584c377ed9b1352ddab30d,f176c03ca12d07de533c0c7d4c8f9f72fdb2372d0a590b8de80d8a03d2168762,0,False,0.6189999580383301,0.6110000014305115,0.614799976348877,0.6671914458274841,0.6511812210083008,0.6559850573539734,-0.6489630937576294,-0.6574639081954956,-0.6548369526863098
