cohort,seed,family,step,structure,common_rate,model,optimizer,rate,rule,selected_rate,field,dimensions,total_energy,effective_rank,rank95,rank99,leading_fraction
matched_fresh_algebraic,211200,matching,16,compatible,False,algebraic,adam,0.01,sign_broadcast,True,parameter_gradient_nonroot,24,1.0500544287900841,7.805215605629844,11,14,0.21729956570847983
matched_fresh_algebraic,211200,matching,64,compatible,True,algebraic,sgd,0.03,exact,True,path_q,6,0.9266266097588312,1.2850005030317766,2,3,0.876136304062077
matched_fresh_algebraic,211200,matching,64,compatible,True,algebraic,sgd,0.03,exact,True,loss_credit,6,0.26995163627267627,1.3566733591910212,2,3,0.8496518445238351
matched_fresh_algebraic,211200,matching,64,compatible,True,algebraic,sgd,0.03,exact,True,parameter_jacobian_nonroot,24,4.310095033746363,8.954129703556823,12,15,0.2073028641347919
matched_fresh_algebraic,211200,matching,64,compatible,True,algebraic,sgd,0.03,exact,True,parameter_gradient_nonroot,24,1.1558734639262582,8.601793860953416,12,15,0.20962632532641343
matched_fresh_algebraic,211200,matching,64,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,path_q,6,0.5760084588282858,1.9934655169731728,3,4,0.644050365999614
matched_fresh_algebraic,211200,matching,64,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,loss_credit,6,0.4493479418429363,2.1439371654952497,3,4,0.592937092393725
matched_fresh_algebraic,211200,matching,64,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,parameter_jacobian_nonroot,24,2.70367848491978,8.744869001253795,11,14,0.1922586834255019
matched_fresh_algebraic,211200,matching,64,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,parameter_gradient_nonroot,24,2.078462521812659,7.618624648671832,11,14,0.22439544294262453
matched_fresh_algebraic,211200,matching,64,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,path_q,6,0.4535093232115212,1.7249315859538217,2,3,0.7133628731999423
matched_fresh_algebraic,211200,matching,64,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,loss_credit,6,0.2818620403474234,1.7495776199884892,2,3,0.7047842861102295
matched_fresh_algebraic,211200,matching,64,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,parameter_jacobian_nonroot,24,2.452007763741281,8.444688469323358,11,14,0.1806564275951624
matched_fresh_algebraic,211200,matching,64,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,parameter_gradient_nonroot,24,1.5746720331828055,7.673512328954969,11,14,0.23547315407570021
matched_fresh_algebraic,211200,matching,64,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,path_q,6,0.8113878198477329,1.3901714373034628,2,3,0.8379993577470609
