cohort,seed,family,step,structure,common_rate,model,optimizer,rate,rule,selected_rate,field,dimensions,total_energy,effective_rank,rank95,rank99,leading_fraction
matched_fresh_algebraic,211204,nested,0,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,parameter_gradient_nonroot,24,1.5951842330793775,2.466005372047705,6,12,0.6110997287653137
matched_fresh_algebraic,211204,nested,0,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,path_q,6,0.7988371550945034,1.1132130300029768,2,2,0.9466142511541689
matched_fresh_algebraic,211204,nested,0,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,loss_credit,6,0.8889881054999732,1.0863202875992095,1,3,0.9589264184648726
matched_fresh_algebraic,211204,nested,0,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,parameter_jacobian_nonroot,24,1.3380577687689463,2.623371046371752,7,13,0.5687842417684755
matched_fresh_algebraic,211204,nested,0,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,parameter_gradient_nonroot,24,1.5951842330793775,2.466005372047705,6,12,0.6110997287653137
matched_fresh_algebraic,211204,nested,0,compatible,True,algebraic,adam,0.003,exact,True,path_q,6,0.7988371550945034,1.1132130300029768,2,2,0.9466142511541689
matched_fresh_algebraic,211204,nested,0,compatible,True,algebraic,adam,0.003,exact,True,loss_credit,6,0.8889881054999732,1.0863202875992095,1,3,0.9589264184648726
matched_fresh_algebraic,211204,nested,0,compatible,True,algebraic,adam,0.003,exact,True,parameter_jacobian_nonroot,24,1.3380577687689463,2.623371046371752,7,13,0.5687842417684755
matched_fresh_algebraic,211204,nested,0,compatible,True,algebraic,adam,0.003,exact,True,parameter_gradient_nonroot,24,1.5951842330793775,2.466005372047705,6,12,0.6110997287653137
matched_fresh_algebraic,211204,nested,0,compatible,True,algebraic,adam,0.003,unit_broadcast,True,path_q,6,0.7988371550945034,1.1132130300029768,2,2,0.9466142511541689
matched_fresh_algebraic,211204,nested,0,compatible,True,algebraic,adam,0.003,unit_broadcast,True,loss_credit,6,0.8889881054999732,1.0863202875992095,1,3,0.9589264184648726
matched_fresh_algebraic,211204,nested,0,compatible,True,algebraic,adam,0.003,unit_broadcast,True,parameter_jacobian_nonroot,24,1.3380577687689463,2.623371046371752,7,13,0.5687842417684755
matched_fresh_algebraic,211204,nested,0,compatible,True,algebraic,adam,0.003,unit_broadcast,True,parameter_gradient_nonroot,24,1.5951842330793775,2.466005372047705,6,12,0.6110997287653137
matched_fresh_algebraic,211204,nested,0,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,path_q,6,0.7988371550945034,1.1132130300029768,2,2,0.9466142511541689
matched_fresh_algebraic,211204,nested,0,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,loss_credit,6,0.8889881054999732,1.0863202875992095,1,3,0.9589264184648726
matched_fresh_algebraic,211204,nested,0,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,parameter_jacobian_nonroot,24,1.3380577687689463,2.623371046371752,7,13,0.5687842417684755
matched_fresh_algebraic,211204,nested,0,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,parameter_gradient_nonroot,24,1.5951842330793775,2.466005372047705,6,12,0.6110997287653137
matched_fresh_algebraic,211204,nested,0,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,path_q,6,0.7988371550945034,1.1132130300029768,2,2,0.9466142511541689
matched_fresh_algebraic,211204,nested,0,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,loss_credit,6,0.8889881054999732,1.0863202875992095,1,3,0.9589264184648726
matched_fresh_algebraic,211204,nested,0,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,parameter_jacobian_nonroot,24,1.3380577687689463,2.623371046371752,7,13,0.5687842417684755
matched_fresh_algebraic,211204,nested,0,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,parameter_gradient_nonroot,24,1.5951842330793775,2.466005372047705,6,12,0.6110997287653137
matched_fresh_algebraic,211204,nested,0,compatible,True,algebraic,adam,0.003,sign_broadcast,False,path_q,6,0.7988371550945034,1.1132130300029768,2,2,0.9466142511541689
matched_fresh_algebraic,211204,nested,0,compatible,True,algebraic,adam,0.003,sign_broadcast,False,loss_credit,6,0.8889881054999732,1.0863202875992095,1,3,0.9589264184648726
matched_fresh_algebraic,211204,nested,0,compatible,True,algebraic,adam,0.003,sign_broadcast,False,parameter_jacobian_nonroot,24,1.3380577687689463,2.623371046371752,7,13,0.5687842417684755
matched_fresh_algebraic,211204,nested,0,compatible,True,algebraic,adam,0.003,sign_broadcast,False,parameter_gradient_nonroot,24,1.5951842330793775,2.466005372047705,6,12,0.6110997287653137
matched_fresh_algebraic,211204,nested,0,compatible,False,algebraic,adam,0.01,sign_broadcast,True,path_q,6,0.7988371550945034,1.1132130300029768,2,2,0.9466142511541689
matched_fresh_algebraic,211204,nested,0,compatible,False,algebraic,adam,0.01,sign_broadcast,True,loss_credit,6,0.8889881054999732,1.0863202875992095,1,3,0.9589264184648726
matched_fresh_algebraic,211204,nested,0,compatible,False,algebraic,adam,0.01,sign_broadcast,True,parameter_jacobian_nonroot,24,1.3380577687689463,2.623371046371752,7,13,0.5687842417684755
matched_fresh_algebraic,211204,nested,0,compatible,False,algebraic,adam,0.01,sign_broadcast,True,parameter_gradient_nonroot,24,1.5951842330793775,2.466005372047705,6,12,0.6110997287653137
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,sgd,0.03,exact,True,path_q,6,0.7950487716442899,1.1124441970437509,2,2,0.9469553739728351
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,sgd,0.03,exact,True,loss_credit,6,0.8823360168970292,1.0857468208131038,1,3,0.9591843881032954
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,sgd,0.03,exact,True,parameter_jacobian_nonroot,24,1.3290969652741458,2.618832934546488,7,13,0.5699975004290297
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,sgd,0.03,exact,True,parameter_gradient_nonroot,24,1.579427715210994,2.464692550639437,6,12,0.6114274751846414
matched_fresh_algebraic,211204,nested,1,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,path_q,6,0.7979547584439954,1.1139814858099568,2,2,0.9462698413945348
matched_fresh_algebraic,211204,nested,1,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,loss_credit,6,0.887935228903383,1.0868605160223666,1,3,0.9586798506292761
matched_fresh_algebraic,211204,nested,1,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,parameter_jacobian_nonroot,24,1.3389873634835696,2.6299390996205205,7,13,0.5676622131771802
matched_fresh_algebraic,211204,nested,1,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,parameter_gradient_nonroot,24,1.5968763793444567,2.472413055289973,6,12,0.6101030264879528
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,path_q,6,0.7962369321563059,1.1155269894223172,2,2,0.9455777989658362
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,loss_credit,6,0.885962914899258,1.0879411434790522,1,3,0.9581869407489664
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,parameter_jacobian_nonroot,24,1.341048499094682,2.6434032873120126,7,13,0.5653787422773344
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,parameter_gradient_nonroot,24,1.6006321679691673,2.4854581771925486,6,12,0.6080873598846858
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,path_q,6,0.7954358691641785,1.112612096827713,2,2,0.9468821362390029
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,loss_credit,6,0.883134809104831,1.0859470016705994,1,3,0.9590950332742774
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,parameter_jacobian_nonroot,24,1.3310164908035955,2.622813563349771,7,13,0.5694272362121582
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,parameter_gradient_nonroot,24,1.5828978369131028,2.4682159103854233,6,12,0.6109120066275516
matched_fresh_algebraic,211204,nested,1,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,path_q,6,0.7973376339929725,1.1123773626790912,2,2,0.9469885634164871
matched_fresh_algebraic,211204,nested,1,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,loss_credit,6,0.8860701097742484,1.0857771650886536,1,3,0.9591737650908131
matched_fresh_algebraic,211204,nested,1,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,parameter_jacobian_nonroot,24,1.333734680819555,2.621039701601265,7,13,0.5696551412970186
matched_fresh_algebraic,211204,nested,1,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,parameter_gradient_nonroot,24,1.5883878350528147,2.4683719764543004,6,12,0.6108455524595252
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,path_q,6,0.794391238383983,1.1107206033418706,2,2,0.9477314724226459
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,loss_credit,6,0.8802451982984304,1.0847075917497675,1,3,0.9596612418798787
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,parameter_jacobian_nonroot,24,1.3253067278182997,2.6165430792608046,7,13,0.5713644085530791
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,parameter_gradient_nonroot,24,1.5749677416283352,2.473338792738704,6,12,0.6103034138725563
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,adam,0.003,exact,True,path_q,6,0.7910630557442327,1.1100228875703253,2,2,0.9480357561157552
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,adam,0.003,exact,True,loss_credit,6,0.8769040410866471,1.083848282986094,1,2,0.9600446376963638
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,adam,0.003,exact,True,parameter_jacobian_nonroot,24,1.319175990246631,2.6079367117803742,7,13,0.5717400477733604
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,adam,0.003,exact,True,parameter_gradient_nonroot,24,1.5619373215189605,2.4540690615222984,6,12,0.6130550139670871
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,adam,0.003,unit_broadcast,True,path_q,6,0.7936361150083476,1.1124805224759489,2,2,0.9469441500330495
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,adam,0.003,unit_broadcast,True,loss_credit,6,0.8820446996157608,1.0861262461818784,1,3,0.9590154121786519
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,adam,0.003,unit_broadcast,True,parameter_jacobian_nonroot,24,1.3346917787867567,2.638734631552342,7,13,0.5670363857984264
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,adam,0.003,unit_broadcast,True,parameter_gradient_nonroot,24,1.5930327440435337,2.4862904954317435,6,12,0.6080904239122515
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,path_q,6,0.7928105326545428,1.110517484834306,2,2,0.9478238701982619
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,loss_credit,6,0.8793682823208492,1.0847038411462915,1,3,0.9596635476714922
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,parameter_jacobian_nonroot,24,1.3271957525743017,2.6271703990548154,7,13,0.5694140710631769
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,parameter_gradient_nonroot,24,1.5781601090295365,2.4838036314645437,6,12,0.6086059550646963
matched_fresh_algebraic,211204,nested,1,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,path_q,6,0.7791045390212041,1.104428384431914,1,2,0.950566075065006
matched_fresh_algebraic,211204,nested,1,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,loss_credit,6,0.8580506297801268,1.0810123073682498,1,3,0.9613508402131253
matched_fresh_algebraic,211204,nested,1,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,parameter_jacobian_nonroot,24,1.3035921013438243,2.638337159199654,8,13,0.5705462294479015
matched_fresh_algebraic,211204,nested,1,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,parameter_gradient_nonroot,24,1.541648463733532,2.5275206332758158,6,12,0.6025776085632256
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,adam,0.003,sign_broadcast,False,path_q,6,0.7928105370140397,1.1105174842437886,2,2,0.9478238704810563
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,adam,0.003,sign_broadcast,False,loss_credit,6,0.8793682897912486,1.0847038416521448,1,3,0.9596635474576697
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,adam,0.003,sign_broadcast,False,parameter_jacobian_nonroot,24,1.3271957667878118,2.627170428327968,7,13,0.5694140679992475
matched_fresh_algebraic,211204,nested,1,compatible,True,algebraic,adam,0.003,sign_broadcast,False,parameter_gradient_nonroot,24,1.5781601425118414,2.4838036810264894,6,12,0.6086059474889974
matched_fresh_algebraic,211204,nested,1,compatible,False,algebraic,adam,0.01,sign_broadcast,True,path_q,6,0.7791045533551795,1.1044283827275019,1,2,0.9505660758892874
matched_fresh_algebraic,211204,nested,1,compatible,False,algebraic,adam,0.01,sign_broadcast,True,loss_credit,6,0.8580506543386376,1.0810123092038102,1,3,0.9613508394252266
matched_fresh_algebraic,211204,nested,1,compatible,False,algebraic,adam,0.01,sign_broadcast,True,parameter_jacobian_nonroot,24,1.3035921510967294,2.63833726469272,8,13,0.5705462181559593
matched_fresh_algebraic,211204,nested,1,compatible,False,algebraic,adam,0.01,sign_broadcast,True,parameter_gradient_nonroot,24,1.5416485758666816,2.527520806430929,6,12,0.6025775824630811
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,sgd,0.03,exact,True,path_q,6,0.7649793443903437,1.1070455211665682,2,2,0.9493560660845235
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,sgd,0.03,exact,True,loss_credit,6,0.8264427252176286,1.0830270884133684,1,2,0.9604025377088214
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,sgd,0.03,exact,True,parameter_jacobian_nonroot,24,1.2690395323271964,2.618920764556824,9,12,0.5750950223469431
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,sgd,0.03,exact,True,parameter_gradient_nonroot,24,1.4583053067658147,2.4920923598557234,7,11,0.6091000703808815
matched_fresh_algebraic,211204,nested,16,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,path_q,6,0.7867699551491226,1.1199479172066096,2,2,0.9435797670594873
matched_fresh_algebraic,211204,nested,16,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,loss_credit,6,0.8754128739735431,1.0889702868491908,1,2,0.957698336615659
matched_fresh_algebraic,211204,nested,16,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,parameter_jacobian_nonroot,24,1.3289049620969895,2.6385977431525354,8,12,0.5634931782870193
matched_fresh_algebraic,211204,nested,16,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,parameter_gradient_nonroot,24,1.5780117848338708,2.455572411589052,6,12,0.6127215190823231
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,path_q,6,0.764367745799976,1.1337635921104534,2,2,0.9374008945118887
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,loss_credit,6,0.8607969156183429,1.093609249218461,1,2,0.9555464955683171
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,parameter_jacobian_nonroot,24,1.3105823960260086,2.6419138886209885,8,12,0.5549251265431474
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,parameter_gradient_nonroot,24,1.566283717470103,2.40970903240764,6,11,0.6192008956847176
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,path_q,6,0.7667960963923887,1.1074879851841106,2,2,0.9491642946352803
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,loss_credit,6,0.8306546653696923,1.0834727566191087,1,2,0.9602056557664008
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,parameter_jacobian_nonroot,24,1.279693154361686,2.645921216353219,9,12,0.5715115189227324
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,parameter_gradient_nonroot,24,1.477956650564566,2.5105851615742742,7,11,0.6065567015249734
matched_fresh_algebraic,211204,nested,16,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,path_q,6,0.7829916317732362,1.1045007268141325,1,2,0.9505107539985507
matched_fresh_algebraic,211204,nested,16,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,loss_credit,6,0.8538333733490455,1.0812056040955387,1,2,0.9612439578911357
matched_fresh_algebraic,211204,nested,16,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,parameter_jacobian_nonroot,24,1.2857470876150305,2.5660092708045266,8,12,0.5813741235179665
matched_fresh_algebraic,211204,nested,16,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,parameter_gradient_nonroot,24,1.4974719157690446,2.4470244481652776,6,12,0.6149806572061506
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,path_q,6,0.7662482333881158,1.088977611484757,1,2,0.9575387359292704
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,loss_credit,6,0.7918714965351459,1.0726332617471024,1,2,0.9651588077449869
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,parameter_jacobian_nonroot,24,1.2367704242079935,2.538708386073827,8,12,0.594594202920928
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,parameter_gradient_nonroot,24,1.3542313532067716,2.4864871508347783,8,11,0.6123078225576308
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,adam,0.003,exact,True,path_q,6,0.7007540352197315,1.0898283966889974,1,2,0.9571002032648428
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,adam,0.003,exact,True,loss_credit,6,0.7459251972979727,1.0680589325374477,1,2,0.9672359113969092
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,adam,0.003,exact,True,parameter_jacobian_nonroot,24,1.1312266812722278,2.4842905523905423,8,12,0.5946488830757836
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,adam,0.003,exact,True,parameter_gradient_nonroot,24,1.2602219376597221,2.349420391136902,7,11,0.6312403722175749
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,adam,0.003,unit_broadcast,True,path_q,6,0.7154674128619177,1.1087660074687309,2,2,0.9485110561369229
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,adam,0.003,unit_broadcast,True,loss_credit,6,0.7802820623665342,1.080071088950424,1,2,0.9616944311811696
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,adam,0.003,unit_broadcast,True,parameter_jacobian_nonroot,24,1.22261210332157,2.6711743369597296,8,12,0.5595008763959012
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,adam,0.003,unit_broadcast,True,parameter_gradient_nonroot,24,1.4172952462848154,2.4785068879719163,7,11,0.6104769863730446
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,path_q,6,0.7087126427528564,1.08994700058739,1,2,0.9570635866679194
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,loss_credit,6,0.7573050105771169,1.06864486106968,1,2,0.9669805318619936
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,parameter_jacobian_nonroot,24,1.1630943674413599,2.5601499812768354,8,12,0.5850260429498374
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,parameter_gradient_nonroot,24,1.3204630082566529,2.4412495956298335,7,11,0.6177549313341245
matched_fresh_algebraic,211204,nested,16,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,path_q,6,0.5777109033250719,1.0494420293323354,1,2,0.9758997460938479
matched_fresh_algebraic,211204,nested,16,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,loss_credit,6,0.5659449221986792,1.0386772897047511,1,2,0.9810632039317566
matched_fresh_algebraic,211204,nested,16,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,parameter_jacobian_nonroot,24,0.987524279515029,2.7729695112634305,7,11,0.5713197093638528
matched_fresh_algebraic,211204,nested,16,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,parameter_gradient_nonroot,24,1.0100616709567019,2.717825072603374,7,10,0.5856114669431167
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,adam,0.003,sign_broadcast,False,path_q,6,0.7087126433845704,1.089946995396165,1,2,0.9570635890337762
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,adam,0.003,sign_broadcast,False,loss_credit,6,0.7573050101132821,1.0686448572696585,1,2,0.9669805336203593
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,adam,0.003,sign_broadcast,False,parameter_jacobian_nonroot,24,1.1630943612285676,2.560149956102105,8,12,0.5850260476345404
matched_fresh_algebraic,211204,nested,16,compatible,True,algebraic,adam,0.003,sign_broadcast,False,parameter_gradient_nonroot,24,1.3204630026854387,2.44124959327829,7,11,0.6177549320453606
matched_fresh_algebraic,211204,nested,16,compatible,False,algebraic,adam,0.01,sign_broadcast,True,path_q,6,0.577710906600067,1.0494420199023684,1,2,0.9758997505802117
matched_fresh_algebraic,211204,nested,16,compatible,False,algebraic,adam,0.01,sign_broadcast,True,loss_credit,6,0.5659449218101122,1.038677282858646,1,2,0.981063207218182
matched_fresh_algebraic,211204,nested,16,compatible,False,algebraic,adam,0.01,sign_broadcast,True,parameter_jacobian_nonroot,24,0.9875242741177036,2.7729694558484246,7,11,0.5713197182537477
matched_fresh_algebraic,211204,nested,16,compatible,False,algebraic,adam,0.01,sign_broadcast,True,parameter_gradient_nonroot,24,1.010061664414417,2.717825067312456,7,10,0.5856114680344727
matched_fresh_algebraic,211204,nested,64,compatible,True,algebraic,sgd,0.03,exact,True,path_q,6,0.7727163846229982,1.0967667350778552,1,2,0.9539846375908551
matched_fresh_algebraic,211204,nested,64,compatible,True,algebraic,sgd,0.03,exact,True,loss_credit,6,0.770040216340449,1.078789915939149,1,2,0.9623157817774561
matched_fresh_algebraic,211204,nested,64,compatible,True,algebraic,sgd,0.03,exact,True,parameter_jacobian_nonroot,24,1.3855601080517859,3.0433910430408377,7,12,0.5348669771928475
matched_fresh_algebraic,211204,nested,64,compatible,True,algebraic,sgd,0.03,exact,True,parameter_gradient_nonroot,24,1.441571426338569,2.930207642339621,7,11,0.557655288297495
matched_fresh_algebraic,211204,nested,64,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,path_q,6,0.763955401551293,1.1417844683976401,2,2,0.9338978665016365
matched_fresh_algebraic,211204,nested,64,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,loss_credit,6,0.8651064748618112,1.0985359226224634,1,2,0.9533332803137768
matched_fresh_algebraic,211204,nested,64,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,parameter_jacobian_nonroot,24,1.3182842700492046,2.6529575319645233,8,13,0.549228955178359
matched_fresh_algebraic,211204,nested,64,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,parameter_gradient_nonroot,24,1.5827347971862273,2.415304907680376,6,12,0.6169057712381941
matched_fresh_algebraic,211204,nested,64,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,path_q,6,0.7532933867457197,1.1902444734739275,2,2,0.9129186712793084
matched_fresh_algebraic,211204,nested,64,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,loss_credit,6,0.750342519623878,1.12929914999669,2,2,0.9394983888090828
matched_fresh_algebraic,211204,nested,64,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,parameter_jacobian_nonroot,24,1.3940283946369794,2.7137452370918758,7,11,0.5126767609778285
matched_fresh_algebraic,211204,nested,64,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,parameter_gradient_nonroot,24,1.449686136616384,2.4995774660421426,6,11,0.598888474544478
matched_fresh_algebraic,211204,nested,64,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,path_q,6,0.7637139700232931,1.0940595440039906,1,2,0.9552238084165895
matched_fresh_algebraic,211204,nested,64,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,loss_credit,6,0.7807102198057261,1.076009806342396,1,2,0.9636054310529933
matched_fresh_algebraic,211204,nested,64,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,parameter_jacobian_nonroot,24,1.3551079013258094,3.0067418673892927,7,12,0.5400695590092348
matched_fresh_algebraic,211204,nested,64,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,parameter_gradient_nonroot,24,1.4560619615338428,2.8740493083929315,8,11,0.5649250969019296
matched_fresh_algebraic,211204,nested,64,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,path_q,6,0.7725335926115299,1.0864411431263588,1,2,0.9587178839228705
matched_fresh_algebraic,211204,nested,64,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,loss_credit,6,0.7881962083281062,1.0716147980063837,1,2,0.9656436725559325
matched_fresh_algebraic,211204,nested,64,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,parameter_jacobian_nonroot,24,1.2576786297791926,2.590627595727925,8,12,0.5903816701893909
matched_fresh_algebraic,211204,nested,64,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,parameter_gradient_nonroot,24,1.3623034155193823,2.5336248094211045,8,11,0.6065067455734278
matched_fresh_algebraic,211204,nested,64,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,path_q,6,0.8372239555446201,1.0524687776862753,1,2,0.9745280072850453
matched_fresh_algebraic,211204,nested,64,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,loss_credit,6,0.6953755783811457,1.0527132848809433,1,2,0.9744437243888526
matched_fresh_algebraic,211204,nested,64,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,parameter_jacobian_nonroot,24,1.5459967701983381,3.148529164390437,7,11,0.5288725824464982
matched_fresh_algebraic,211204,nested,64,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,parameter_gradient_nonroot,24,1.3253639031334963,3.230256975324506,7,10,0.523836603744219
matched_fresh_algebraic,211204,nested,64,compatible,True,algebraic,adam,0.003,exact,True,path_q,6,0.6115739107619931,1.0855131894220431,1,2,0.9590268048821015
matched_fresh_algebraic,211204,nested,64,compatible,True,algebraic,adam,0.003,exact,True,loss_credit,6,0.5928001007339563,1.0666759200872422,1,2,0.9678154140424297
matched_fresh_algebraic,211204,nested,64,compatible,True,algebraic,adam,0.003,exact,True,parameter_jacobian_nonroot,24,1.0597321326477886,2.866115744051906,6,11,0.5570979701859378
matched_fresh_algebraic,211204,nested,64,compatible,True,algebraic,adam,0.003,exact,True,parameter_gradient_nonroot,24,1.0502762764793574,2.768175639547462,7,10,0.5769830486890882
matched_fresh_algebraic,211204,nested,64,compatible,True,algebraic,adam,0.003,unit_broadcast,True,path_q,6,0.5930814522556894,1.146181314143328,2,2,0.9317515592920553
matched_fresh_algebraic,211204,nested,64,compatible,True,algebraic,adam,0.003,unit_broadcast,True,loss_credit,6,0.6536768230059887,1.0956258182140697,1,2,0.9544535810368527
