cohort,seed,task_group,optimizer,step,field,total_energy,effective_rank,rank95,rank99,leading_fraction
saved_conductance,15401,2,adam,1000,path_q,0.5166406344490817,1.0185084939170432,1,1,0.9908503492428826
saved_conductance,15401,2,adam,1000,loss_credit,1.1656983971418297e-06,1.0182514017177273,1,1,0.9909735339349977
saved_conductance,15402,0,sgd,0,path_q,0.5075844087311348,1.015320980193894,1,1,0.9924115991470153
saved_conductance,15402,0,sgd,0,loss_credit,0.00036296712627289195,1.0243146147801576,1,2,0.9880175650801335
saved_conductance,15402,0,sgd,1000,path_q,0.49450845646507385,1.0185964379743635,1,1,0.9908052527582142
saved_conductance,15402,0,sgd,1000,loss_credit,7.76468888217235e-07,1.0173125929711389,1,1,0.9914308927885326
saved_conductance,15402,0,adam,0,path_q,0.5075844087311348,1.015320980193894,1,1,0.9924115991470153
saved_conductance,15402,0,adam,0,loss_credit,0.00036296712627289195,1.0243146147801576,1,2,0.9880175650801335
saved_conductance,15402,0,adam,1000,path_q,0.5005129151350638,1.0183558355376585,1,1,0.9909232434632015
saved_conductance,15402,0,adam,1000,loss_credit,1.7522124512179056e-12,1.0166962290400108,1,1,0.9917330029521123
saved_conductance,15402,1,sgd,0,path_q,0.5075844087311345,1.015320980193894,1,1,0.9924115991470153
saved_conductance,15402,1,sgd,0,loss_credit,0.00018567294691533516,1.0198664582505126,1,1,0.9901863076170343
saved_conductance,15402,1,sgd,1000,path_q,0.49012467341130156,1.0184663234265032,1,1,0.990869476213623
saved_conductance,15402,1,sgd,1000,loss_credit,1.7602946981007026e-06,1.0149015942195942,1,1,0.9926155695469278
saved_conductance,15402,1,adam,0,path_q,0.5075844087311345,1.015320980193894,1,1,0.9924115991470153
saved_conductance,15402,1,adam,0,loss_credit,0.00018567294691533516,1.0198664582505126,1,1,0.9901863076170343
saved_conductance,15402,1,adam,1000,path_q,0.4988031134907566,1.0184131407357064,1,1,0.9908952185109307
saved_conductance,15402,1,adam,1000,loss_credit,6.501732245316998e-15,1.0170866419668203,1,1,0.9915428105650677
saved_conductance,15402,2,sgd,0,path_q,0.5075844087311345,1.015320980193894,1,1,0.9924115991470153
saved_conductance,15402,2,sgd,0,loss_credit,0.0003446679565992761,1.0263745461594285,1,2,0.9870172660744182
saved_conductance,15402,2,sgd,1000,path_q,0.4858939815006484,1.018481452747111,1,1,0.990861596475211
saved_conductance,15402,2,sgd,1000,loss_credit,1.7620084483444156e-06,1.016057983725143,1,1,0.992049909598667
saved_conductance,15402,2,adam,0,path_q,0.5075844087311345,1.015320980193894,1,1,0.9924115991470153
saved_conductance,15402,2,adam,0,loss_credit,0.0003446679565992761,1.0263745461594285,1,2,0.9870172660744182
saved_conductance,15402,2,adam,1000,path_q,0.49965644912445195,1.018376443355761,1,1,0.9909131638523653
saved_conductance,15402,2,adam,1000,loss_credit,7.755726239287382e-11,1.0180573593191253,1,1,0.991068035946821
saved_conductance,15403,0,sgd,0,path_q,0.5396687702327545,1.0195608882023697,1,1,0.990335167148152
saved_conductance,15403,0,sgd,0,loss_credit,0.00040185117351893083,1.016410820400157,1,1,0.9918756323079494
saved_conductance,15403,0,sgd,1000,path_q,0.519337674536321,1.0184408087694594,1,1,0.9908788736006137
saved_conductance,15403,0,sgd,1000,loss_credit,7.924926328134064e-07,1.0161402370698884,1,1,0.9920048698519381
saved_conductance,15403,0,adam,0,path_q,0.5396687702327545,1.0195608882023697,1,1,0.990335167148152
saved_conductance,15403,0,adam,0,loss_credit,0.00040185117351893083,1.016410820400157,1,1,0.9918756323079494
saved_conductance,15403,0,adam,1000,path_q,0.5147052931782776,1.0186649359733089,1,1,0.9907688286992652
saved_conductance,15403,0,adam,1000,loss_credit,1.2110021701023334e-11,1.0184127516953552,1,1,0.9908880428223501
saved_conductance,15403,1,sgd,0,path_q,0.5396687702327545,1.0195608882023692,1,1,0.9903351671481522
saved_conductance,15403,1,sgd,0,loss_credit,0.00037869086284095775,1.0179918415637752,1,1,0.9911005754314424
saved_conductance,15403,1,sgd,1000,path_q,0.5198792114263813,1.0184424877470517,1,1,0.9908778332604875
saved_conductance,15403,1,sgd,1000,loss_credit,8.332194407639173e-07,1.015368147126525,1,1,0.9923827294661337
saved_conductance,15403,1,adam,0,path_q,0.5396687702327545,1.0195608882023692,1,1,0.9903351671481522
saved_conductance,15403,1,adam,0,loss_credit,0.00037869086284095775,1.0179918415637752,1,1,0.9911005754314424
saved_conductance,15403,1,adam,1000,path_q,0.5136966107795292,1.018697769791543,1,1,0.9907527656084887
saved_conductance,15403,1,adam,1000,loss_credit,6.692846110739199e-12,1.018046555967978,1,1,0.9910673952642638
saved_conductance,15403,2,sgd,0,path_q,0.5396687702327545,1.0195608882023697,1,1,0.990335167148152
saved_conductance,15403,2,sgd,0,loss_credit,0.0005599516700581679,1.0216878857457992,1,2,0.98929255236355
saved_conductance,15403,2,sgd,1000,path_q,0.5216267320056474,1.0184238893105444,1,1,0.9908862958994831
saved_conductance,15403,2,sgd,1000,loss_credit,4.4231648661366416e-07,1.024332371866427,1,2,0.9879995567039188
saved_conductance,15403,2,adam,0,path_q,0.5396687702327545,1.0195608882023697,1,1,0.990335167148152
saved_conductance,15403,2,adam,0,loss_credit,0.0005599516700581679,1.0216878857457992,1,2,0.98929255236355
saved_conductance,15403,2,adam,1000,path_q,0.5154463954163753,1.01863488740249,1,1,0.9907835144931869
saved_conductance,15403,2,adam,1000,loss_credit,4.843240666532978e-10,1.0202574400933344,1,2,0.9899843435613696
saved_conductance,15404,0,sgd,0,path_q,0.4038208477567801,1.0236412159117154,1,2,0.9883469904967153
saved_conductance,15404,0,sgd,0,loss_credit,0.001072601365509696,1.0192144317596377,1,1,0.9905062514134277
saved_conductance,15404,0,sgd,1000,path_q,0.49411207955818515,1.020285007454118,1,2,0.9899772135698214
saved_conductance,15404,0,sgd,1000,loss_credit,2.9581991736216165e-06,1.017890456891666,1,1,0.991147933752996
saved_conductance,15404,0,adam,0,path_q,0.4038208477567801,1.0236412159117154,1,2,0.9883469904967153
saved_conductance,15404,0,adam,0,loss_credit,0.001072601365509696,1.0192144317596377,1,1,0.9905062514134277
saved_conductance,15404,0,adam,1000,path_q,0.5065630870069305,1.0202359034922432,1,1,0.990001344478705
saved_conductance,15404,0,adam,1000,loss_credit,4.929555617517606e-07,1.021869147993143,1,2,0.9892041059701949
saved_conductance,15404,1,sgd,0,path_q,0.4038208477567801,1.0236412159117156,1,2,0.9883469904967151
saved_conductance,15404,1,sgd,0,loss_credit,0.0010024308809844398,1.0192610328210523,1,1,0.9904835134465442
saved_conductance,15404,1,sgd,1000,path_q,0.49406783502339113,1.020299095605135,1,2,0.9899701427012941
saved_conductance,15404,1,sgd,1000,loss_credit,3.168148711656427e-06,1.0190111250685328,1,1,0.9905983215855056
saved_conductance,15404,1,adam,0,path_q,0.4038208477567801,1.0236412159117156,1,2,0.9883469904967151
saved_conductance,15404,1,adam,0,loss_credit,0.0010024308809844398,1.0192610328210523,1,1,0.9904835134465442
saved_conductance,15404,1,adam,1000,path_q,0.5041249565238506,1.0202943725574651,1,2,0.989972756971111
saved_conductance,15404,1,adam,1000,loss_credit,5.59450449698094e-07,1.0223882169947311,1,2,0.9889491239230777
saved_conductance,15404,2,sgd,0,path_q,0.4038208477567801,1.0236412159117156,1,2,0.9883469904967151
saved_conductance,15404,2,sgd,0,loss_credit,0.0009827207640626964,1.019247690103501,1,1,0.9904900060147929
saved_conductance,15404,2,sgd,1000,path_q,0.49447241462749314,1.0203912267816546,1,2,0.9899248539564545
saved_conductance,15404,2,sgd,1000,loss_credit,2.255557098105141e-06,1.0194254878702385,1,1,0.9903965616254375
saved_conductance,15404,2,adam,0,path_q,0.4038208477567801,1.0236412159117156,1,2,0.9883469904967151
saved_conductance,15404,2,adam,0,loss_credit,0.0009827207640626964,1.019247690103501,1,1,0.9904900060147929
saved_conductance,15404,2,adam,1000,path_q,0.5020301241641928,1.0203136013310554,1,2,0.9899633042551927
saved_conductance,15404,2,adam,1000,loss_credit,5.284506047549717e-07,1.0235597010533313,1,2,0.9883782180713929
saved_conductance,15405,0,sgd,0,path_q,0.47120022783646237,1.0161924982542752,1,1,0.9919817469538511
saved_conductance,15405,0,sgd,0,loss_credit,0.0005613608386916001,1.021507354055488,1,2,0.9893835015779613
saved_conductance,15405,0,sgd,1000,path_q,0.5382073834676252,1.016561319665024,1,1,0.9918003554273582
saved_conductance,15405,0,sgd,1000,loss_credit,4.697608630935019e-07,1.0160220861266829,1,1,0.9920636341226183
saved_conductance,15405,0,adam,0,path_q,0.47120022783646237,1.0161924982542752,1,1,0.9919817469538511
saved_conductance,15405,0,adam,0,loss_credit,0.0005613608386916001,1.021507354055488,1,2,0.9893835015779613
saved_conductance,15405,0,adam,1000,path_q,0.5313754299549793,1.0168039015926713,1,1,0.9916811916345549
saved_conductance,15405,0,adam,1000,loss_credit,4.302495380956111e-10,1.014934709353133,1,1,0.9925943875349211
saved_conductance,15405,1,sgd,0,path_q,0.4712002278364627,1.0161924982542756,1,1,0.9919817469538509
saved_conductance,15405,1,sgd,0,loss_credit,0.0005236631668343512,1.0198237199425728,1,1,0.9902054623919722
saved_conductance,15405,1,sgd,1000,path_q,0.5384416415536896,1.0165479547423875,1,1,0.9918069766903544
saved_conductance,15405,1,sgd,1000,loss_credit,5.375719877497904e-07,1.018145285453828,1,1,0.9910230279672957
saved_conductance,15405,1,adam,0,path_q,0.4712002278364627,1.0161924982542756,1,1,0.9919817469538509
saved_conductance,15405,1,adam,0,loss_credit,0.0005236631668343512,1.0198237199425728,1,1,0.9902054623919722
saved_conductance,15405,1,adam,1000,path_q,0.5312774265593555,1.016805218394506,1,1,0.9916805409287412
saved_conductance,15405,1,adam,1000,loss_credit,1.7362593107412274e-09,1.014896485435451,1,1,0.9926132630464167
saved_conductance,15405,2,sgd,0,path_q,0.4712002278364627,1.0161924982542756,1,1,0.9919817469538509
saved_conductance,15405,2,sgd,0,loss_credit,0.0005080723288897381,1.0197205435226588,1,1,0.9902558331520105
saved_conductance,15405,2,sgd,1000,path_q,0.5382754516861424,1.0165453194512744,1,1,0.9918083051429756
saved_conductance,15405,2,sgd,1000,loss_credit,7.028637836848647e-07,1.017702243500825,1,1,0.9912399679855517
saved_conductance,15405,2,adam,0,path_q,0.4712002278364627,1.0161924982542756,1,1,0.9919817469538509
saved_conductance,15405,2,adam,0,loss_credit,0.0005080723288897381,1.0197205435226588,1,1,0.9902558331520105
saved_conductance,15405,2,adam,1000,path_q,0.5313332356295563,1.0168036394913214,1,1,0.991681314576265
saved_conductance,15405,2,adam,1000,loss_credit,1.795741887380229e-09,1.0149348854820048,1,1,0.9925944725352877
saved_conductance,15406,0,sgd,0,path_q,0.568358017001025,1.0156074339207766,1,1,0.9922693202103301
saved_conductance,15406,0,sgd,0,loss_credit,0.0006262851455742457,1.0114647969887147,1,1,0.9943079103369048
saved_conductance,15406,0,sgd,1000,path_q,0.6067519992638791,1.0159924235492808,1,1,0.9920809322977472
saved_conductance,15406,0,sgd,1000,loss_credit,2.665613751023111e-06,1.0126943128673966,1,1,0.9937011311715396
saved_conductance,15406,0,adam,0,path_q,0.568358017001025,1.0156074339207766,1,1,0.9922693202103301
saved_conductance,15406,0,adam,0,loss_credit,0.0006262851455742457,1.0114647969887147,1,1,0.9943079103369048
saved_conductance,15406,0,adam,1000,path_q,0.6179603023885868,1.0161833764305084,1,1,0.9919873444635543
saved_conductance,15406,0,adam,1000,loss_credit,1.6803357303990747e-07,1.0127619705520117,1,1,0.993668284359606
saved_conductance,15406,1,sgd,0,path_q,0.5683580170010247,1.0156074339207761,1,1,0.9922693202103303
saved_conductance,15406,1,sgd,0,loss_credit,0.0006044142849350353,1.0114963717208623,1,1,0.9942921573717353
saved_conductance,15406,1,sgd,1000,path_q,0.6069811367374376,1.0159869409507696,1,1,0.9920836537384718
saved_conductance,15406,1,sgd,1000,loss_credit,2.1604548071490274e-06,1.0125478006566615,1,1,0.9937734970259955
saved_conductance,15406,1,adam,0,path_q,0.5683580170010247,1.0156074339207761,1,1,0.9922693202103303
saved_conductance,15406,1,adam,0,loss_credit,0.0006044142849350353,1.0114963717208623,1,1,0.9942921573717353
saved_conductance,15406,1,adam,1000,path_q,0.6178325469356751,1.0161982115107189,1,1,0.9919800750436096
saved_conductance,15406,1,adam,1000,loss_credit,1.4182047318044446e-07,1.0128007017879035,1,1,0.9936492406479958
saved_conductance,15406,2,sgd,0,path_q,0.5683580170010247,1.0156074339207761,1,1,0.9922693202103303
saved_conductance,15406,2,sgd,0,loss_credit,0.0005217671712825372,1.013195524661386,1,1,0.9934529854519026
saved_conductance,15406,2,sgd,1000,path_q,0.6074878659366458,1.0161147945571485,1,1,0.992021178999501
saved_conductance,15406,2,sgd,1000,loss_credit,9.784303492355566e-07,1.0119797916624123,1,1,0.9940544995827086
saved_conductance,15406,2,adam,0,path_q,0.5683580170010247,1.0156074339207761,1,1,0.9922693202103303
saved_conductance,15406,2,adam,0,loss_credit,0.0005217671712825372,1.013195524661386,1,1,0.9934529854519026
saved_conductance,15406,2,adam,1000,path_q,0.6197626156455418,1.0162363458905856,1,1,0.9919614116244246
saved_conductance,15406,2,adam,1000,loss_credit,3.930276325510627e-08,1.0131981173699616,1,1,0.9934542207661227
saved_conductance,15407,0,sgd,0,path_q,0.5514072497083392,1.01798966119011,1,1,0.99109753906679
saved_conductance,15407,0,sgd,0,loss_credit,0.0006187027645767645,1.0219771149813515,1,2,0.9891429960013033
saved_conductance,15407,0,sgd,1000,path_q,0.5070182787288864,1.0175272051529205,1,1,0.9913306152216557
saved_conductance,15407,0,sgd,1000,loss_credit,1.6290313690740298e-06,1.0138401501274616,1,1,0.9931373399234189
saved_conductance,15407,0,adam,0,path_q,0.5514072497083392,1.01798966119011,1,1,0.99109753906679
saved_conductance,15407,0,adam,0,loss_credit,0.0006187027645767645,1.0219771149813515,1,2,0.9891429960013033
saved_conductance,15407,0,adam,1000,path_q,0.508032800336509,1.0177632221141708,1,1,0.991215222323366
saved_conductance,15407,0,adam,1000,loss_credit,1.255160271547551e-09,1.0137968631064262,1,1,0.9931586635693125
saved_conductance,15407,1,sgd,0,path_q,0.5514072497083392,1.01798966119011,1,1,0.99109753906679
saved_conductance,15407,1,sgd,0,loss_credit,0.0006662976691466726,1.0256582309798867,1,2,0.9873514596730788
saved_conductance,15407,1,sgd,1000,path_q,0.5094034501813101,1.017549057500168,1,1,0.9913199484810037
saved_conductance,15407,1,sgd,1000,loss_credit,9.306981442942497e-07,1.0140161840386854,1,1,0.9930515072798469
saved_conductance,15407,1,adam,0,path_q,0.5514072497083392,1.01798966119011,1,1,0.99109753906679
saved_conductance,15407,1,adam,0,loss_credit,0.0006662976691466726,1.0256582309798867,1,2,0.9873514596730788
saved_conductance,15407,1,adam,1000,path_q,0.5092224310584679,1.0177832088009813,1,1,0.9912054509163528
saved_conductance,15407,1,adam,1000,loss_credit,5.462220851237836e-10,1.0140644271772339,1,1,0.9930283846915319
saved_conductance,15407,2,sgd,0,path_q,0.5514072497083392,1.01798966119011,1,1,0.99109753906679
saved_conductance,15407,2,sgd,0,loss_credit,0.0006565473197595575,1.0271422999574074,1,2,0.9866314951860106
saved_conductance,15407,2,sgd,1000,path_q,0.509667832134321,1.0175373175115,1,1,0.991325719394372
saved_conductance,15407,2,sgd,1000,loss_credit,6.973757969480893e-07,1.0137492740033647,1,1,0.9931826509749249
saved_conductance,15407,2,adam,0,path_q,0.5514072497083392,1.01798966119011,1,1,0.99109753906679
saved_conductance,15407,2,adam,0,loss_credit,0.0006565473197595575,1.0271422999574074,1,2,0.9866314951860106
saved_conductance,15407,2,adam,1000,path_q,0.5098085485389592,1.017784506193339,1,1,0.9912048177567493
saved_conductance,15407,2,adam,1000,loss_credit,1.6742531561102809e-09,1.0142793202882505,1,1,0.9929226522765972
saved_conductance,15408,0,sgd,0,path_q,0.4779900101817118,1.0227300717300434,1,2,0.9887898992304742
saved_conductance,15408,0,sgd,0,loss_credit,0.0005734933384183027,1.0213005745089652,1,2,0.9894858059405234
saved_conductance,15408,0,sgd,1000,path_q,0.4699078130667997,1.0174742641445256,1,1,0.9913564204347053
saved_conductance,15408,0,sgd,1000,loss_credit,4.0639092360239743e-07,1.01292499650612,1,1,0.993588852150309
saved_conductance,15408,0,adam,0,path_q,0.4779900101817118,1.0227300717300434,1,2,0.9887898992304742
saved_conductance,15408,0,adam,0,loss_credit,0.0005734933384183027,1.0213005745089652,1,2,0.9894858059405234
saved_conductance,15408,0,adam,1000,path_q,0.47657110139436026,1.0171656601215942,1,1,0.9915074360241543
saved_conductance,15408,0,adam,1000,loss_credit,2.2159195719973573e-09,1.0130993083201976,1,1,0.9935030838491936
saved_conductance,15408,1,sgd,0,path_q,0.47799001018171144,1.0227300717300434,1,2,0.9887898992304742
saved_conductance,15408,1,sgd,0,loss_credit,0.0007000277039196474,1.018531999097153,1,1,0.990839357190832
saved_conductance,15408,1,sgd,1000,path_q,0.4600017251452446,1.0172808332762175,1,1,0.991450719019922
saved_conductance,15408,1,sgd,1000,loss_credit,1.9930008397177384e-06,1.0140922340139453,1,1,0.9930136857019338
saved_conductance,15408,1,adam,0,path_q,0.47799001018171144,1.0227300717300434,1,2,0.9887898992304742
saved_conductance,15408,1,adam,0,loss_credit,0.0007000277039196474,1.018531999097153,1,1,0.990839357190832
saved_conductance,15408,1,adam,1000,path_q,0.4641957164367478,1.0173852464727147,1,1,0.991399884995015
saved_conductance,15408,1,adam,1000,loss_credit,4.6345328499789204e-08,1.0153838878311359,1,1,0.9923791125993489
saved_conductance,15408,2,sgd,0,path_q,0.47799001018171144,1.0227300717300434,1,2,0.9887898992304742
saved_conductance,15408,2,sgd,0,loss_credit,0.0006092730281823917,1.01975218722213,1,1,0.9902427591240985
saved_conductance,15408,2,sgd,1000,path_q,0.4657708273183186,1.0173921437856763,1,1,0.9913965091288988
saved_conductance,15408,2,sgd,1000,loss_credit,2.7313598972108446e-06,1.0129765271898965,1,1,0.9935620155543314
saved_conductance,15408,2,adam,0,path_q,0.47799001018171144,1.0227300717300434,1,2,0.9887898992304742
saved_conductance,15408,2,adam,0,loss_credit,0.0006092730281823917,1.01975218722213,1,1,0.9902427591240985
saved_conductance,15408,2,adam,1000,path_q,0.4703112586782515,1.0173010144326708,1,1,0.9914411519428896
saved_conductance,15408,2,adam,1000,loss_credit,4.486031880393019e-08,1.0128982608076282,1,1,0.9936006849219555
saved_conductance,15409,0,sgd,0,path_q,0.5956310558410667,1.0149118400580825,1,1,0.992604330248027
saved_conductance,15409,0,sgd,0,loss_credit,0.002344451333577647,1.0078297531599472,1,1,0.9961024140845601
saved_conductance,15409,0,sgd,1000,path_q,0.5472085038208511,1.0165909349038202,1,1,0.9917832485473606
saved_conductance,15409,0,sgd,1000,loss_credit,9.090947259583384e-07,1.0178490794051491,1,1,0.991164491004197
saved_conductance,15409,0,adam,0,path_q,0.5956310558410667,1.0149118400580825,1,1,0.992604330248027
saved_conductance,15409,0,adam,0,loss_credit,0.002344451333577647,1.0078297531599472,1,1,0.9961024140845601
saved_conductance,15409,0,adam,1000,path_q,0.5533746856829402,1.016737548336529,1,1,0.9917114408276987
saved_conductance,15409,0,adam,1000,loss_credit,8.061421408735448e-07,1.0173240888939141,1,1,0.9914246515253194
saved_conductance,15409,1,sgd,0,path_q,0.5956310558410663,1.014911840058082,1,1,0.9926043302480272
saved_conductance,15409,1,sgd,0,loss_credit,0.0016842481042743452,1.0083110429404594,1,1,0.9958636216910228
saved_conductance,15409,1,sgd,1000,path_q,0.5449164061451445,1.0166451832079575,1,1,0.9917570884748007
saved_conductance,15409,1,sgd,1000,loss_credit,5.591279606590337e-07,1.0153993733142266,1,1,0.992367756693685
saved_conductance,15409,1,adam,0,path_q,0.5956310558410663,1.014911840058082,1,1,0.9926043302480272
saved_conductance,15409,1,adam,0,loss_credit,0.0016842481042743452,1.0083110429404594,1,1,0.9958636216910228
saved_conductance,15409,1,adam,1000,path_q,0.5481125871920504,1.016742027258356,1,1,0.9917099251952828
saved_conductance,15409,1,adam,1000,loss_credit,2.672838267092511e-07,1.0123613899653834,1,1,0.9938644321159759
saved_conductance,15409,2,sgd,0,path_q,0.5956310558410667,1.014911840058082,1,1,0.9926043302480272
saved_conductance,15409,2,sgd,0,loss_credit,0.0016065255281052244,1.0085301207312103,1,1,0.9957549855558824
saved_conductance,15409,2,sgd,1000,path_q,0.5451095465161818,1.0166618990780234,1,1,0.9917489658106106
saved_conductance,15409,2,sgd,1000,loss_credit,5.412326158689902e-07,1.0141862794733154,1,1,0.9929641640883016
saved_conductance,15409,2,adam,0,path_q,0.5956310558410667,1.014911840058082,1,1,0.9926043302480272
saved_conductance,15409,2,adam,0,loss_credit,0.0016065255281052244,1.0085301207312103,1,1,0.9957549855558824
saved_conductance,15409,2,adam,1000,path_q,0.5499693755164738,1.0167018031539778,1,1,0.9917296942789247
saved_conductance,15409,2,adam,1000,loss_credit,2.4090409959471283e-07,1.012613315371813,1,1,0.9937397704911379
saved_conductance,15410,0,sgd,0,path_q,0.5209734948126727,1.0243003520307645,1,2,0.9880272323536158
saved_conductance,15410,0,sgd,0,loss_credit,0.0010289092363333615,1.0315803772909025,1,2,0.9844934068046491
saved_conductance,15410,0,sgd,1000,path_q,0.4824736527006955,1.0189462638490348,1,1,0.9906370241378016
saved_conductance,15410,0,sgd,1000,loss_credit,9.096853431194495e-07,1.017907756336373,1,1,0.9911435603385679
saved_conductance,15410,0,adam,0,path_q,0.5209734948126727,1.0243003520307645,1,2,0.9880272323536158
saved_conductance,15410,0,adam,0,loss_credit,0.0010289092363333615,1.0315803772909025,1,2,0.9844934068046491
saved_conductance,15410,0,adam,1000,path_q,0.4890175708360468,1.0185244050162683,1,1,0.9908431647377283
saved_conductance,15410,0,adam,1000,loss_credit,8.567105271633732e-08,1.0159124178559917,1,1,0.9921207569983622
saved_conductance,15410,1,sgd,0,path_q,0.5209734948126719,1.0243003520307647,1,2,0.9880272323536157
saved_conductance,15410,1,sgd,0,loss_credit,0.0016932976611936503,1.0251530501447852,1,2,0.987606262772246
saved_conductance,15410,1,sgd,1000,path_q,0.48862060147946196,1.0190203185513476,1,1,0.9906008656551037
saved_conductance,15410,1,sgd,1000,loss_credit,1.1287569411192462e-06,1.0160135615909411,1,1,0.9920718313421494
saved_conductance,15410,1,adam,0,path_q,0.5209734948126719,1.0243003520307647,1,2,0.9880272323536157
saved_conductance,15410,1,adam,0,loss_credit,0.0016932976611936503,1.0251530501447852,1,2,0.987606262772246
saved_conductance,15410,1,adam,1000,path_q,0.4953793297331161,1.0185912220806617,1,1,0.9908105014948568
