seed,family,step,common_rate,model,optimizer,rate,rule,selected_rate,metric,difference
211200,matching,0,False,algebraic,sgd,0.01,sign_broadcast,True,path_best_rank_one_capture,6.661338147750939e-16
211200,matching,0,False,algebraic,sgd,0.01,sign_broadcast,True,credit_best_rank_one_capture,5.551115123125783e-16
211200,matching,0,True,algebraic,sgd,0.03,sign_broadcast,False,path_uniform_oracle_capture,1.0408340855860843e-16
211200,matching,0,True,algebraic,sgd,0.03,sign_broadcast,False,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,0,True,algebraic,sgd,0.03,sign_broadcast,False,path_best_rank_one_capture,6.661338147750939e-16
211200,matching,0,True,algebraic,sgd,0.03,sign_broadcast,False,credit_best_rank_one_capture,5.551115123125783e-16
211200,matching,0,True,algebraic,adam,0.003,exact,True,path_uniform_oracle_capture,1.0408340855860843e-16
211200,matching,0,True,algebraic,adam,0.003,exact,True,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,0,True,algebraic,adam,0.003,exact,True,path_best_rank_one_capture,6.661338147750939e-16
211200,matching,0,True,algebraic,adam,0.003,exact,True,credit_best_rank_one_capture,5.551115123125783e-16
211200,matching,0,True,algebraic,adam,0.003,unit_broadcast,True,path_uniform_oracle_capture,1.0408340855860843e-16
211200,matching,0,True,algebraic,adam,0.003,unit_broadcast,True,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,0,True,algebraic,adam,0.003,unit_broadcast,True,path_best_rank_one_capture,6.661338147750939e-16
211200,matching,0,True,algebraic,adam,0.003,unit_broadcast,True,credit_best_rank_one_capture,5.551115123125783e-16
211200,matching,0,True,algebraic,adam,0.003,calibrated_broadcast,False,path_uniform_oracle_capture,1.0408340855860843e-16
211200,matching,0,True,algebraic,adam,0.003,calibrated_broadcast,False,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,0,True,algebraic,adam,0.003,calibrated_broadcast,False,path_best_rank_one_capture,6.661338147750939e-16
211200,matching,0,True,algebraic,adam,0.003,calibrated_broadcast,False,credit_best_rank_one_capture,5.551115123125783e-16
211200,matching,0,False,algebraic,adam,0.01,calibrated_broadcast,True,path_uniform_oracle_capture,1.0408340855860843e-16
211200,matching,0,False,algebraic,adam,0.01,calibrated_broadcast,True,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,0,False,algebraic,adam,0.01,calibrated_broadcast,True,path_best_rank_one_capture,6.661338147750939e-16
211200,matching,0,False,algebraic,adam,0.01,calibrated_broadcast,True,credit_best_rank_one_capture,5.551115123125783e-16
211200,matching,0,True,algebraic,adam,0.003,sign_broadcast,False,path_uniform_oracle_capture,1.0408340855860843e-16
211200,matching,0,True,algebraic,adam,0.003,sign_broadcast,False,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,0,True,algebraic,adam,0.003,sign_broadcast,False,path_best_rank_one_capture,6.661338147750939e-16
211200,matching,0,True,algebraic,adam,0.003,sign_broadcast,False,credit_best_rank_one_capture,5.551115123125783e-16
211200,matching,0,False,algebraic,adam,0.01,sign_broadcast,True,path_uniform_oracle_capture,1.0408340855860843e-16
211200,matching,0,False,algebraic,adam,0.01,sign_broadcast,True,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,0,False,algebraic,adam,0.01,sign_broadcast,True,path_best_rank_one_capture,6.661338147750939e-16
211200,matching,0,False,algebraic,adam,0.01,sign_broadcast,True,credit_best_rank_one_capture,5.551115123125783e-16
211200,matching,1,True,algebraic,sgd,0.03,exact,True,path_uniform_oracle_capture,9.020562075079397e-17
211200,matching,1,True,algebraic,sgd,0.03,exact,True,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,1,True,algebraic,sgd,0.03,exact,True,path_best_rank_one_capture,2.220446049250313e-16
211200,matching,1,True,algebraic,sgd,0.03,exact,True,credit_best_rank_one_capture,0.0
211200,matching,1,False,algebraic,sgd,0.01,unit_broadcast,True,path_uniform_oracle_capture,0.0
211200,matching,1,False,algebraic,sgd,0.01,unit_broadcast,True,path_calibrated_oracle_capture,0.0
211200,matching,1,False,algebraic,sgd,0.01,unit_broadcast,True,path_best_rank_one_capture,2.220446049250313e-16
211200,matching,1,False,algebraic,sgd,0.01,unit_broadcast,True,credit_best_rank_one_capture,4.440892098500626e-16
211200,matching,1,True,algebraic,sgd,0.03,unit_broadcast,False,path_uniform_oracle_capture,1.8735013540549517e-16
211200,matching,1,True,algebraic,sgd,0.03,unit_broadcast,False,path_calibrated_oracle_capture,0.0
211200,matching,1,True,algebraic,sgd,0.03,unit_broadcast,False,path_best_rank_one_capture,3.3306690738754696e-16
211200,matching,1,True,algebraic,sgd,0.03,unit_broadcast,False,credit_best_rank_one_capture,2.220446049250313e-16
211200,matching,1,True,algebraic,sgd,0.03,calibrated_broadcast,True,path_uniform_oracle_capture,9.020562075079397e-17
211200,matching,1,True,algebraic,sgd,0.03,calibrated_broadcast,True,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,1,True,algebraic,sgd,0.03,calibrated_broadcast,True,path_best_rank_one_capture,4.440892098500626e-16
211200,matching,1,True,algebraic,sgd,0.03,calibrated_broadcast,True,credit_best_rank_one_capture,2.220446049250313e-16
211200,matching,1,False,algebraic,sgd,0.01,sign_broadcast,True,path_uniform_oracle_capture,6.938893903907228e-17
211200,matching,1,False,algebraic,sgd,0.01,sign_broadcast,True,path_calibrated_oracle_capture,2.220446049250313e-16
211200,matching,1,False,algebraic,sgd,0.01,sign_broadcast,True,path_best_rank_one_capture,3.3306690738754696e-16
211200,matching,1,False,algebraic,sgd,0.01,sign_broadcast,True,credit_best_rank_one_capture,4.440892098500626e-16
211200,matching,1,True,algebraic,sgd,0.03,sign_broadcast,False,path_uniform_oracle_capture,2.0816681711721685e-17
211200,matching,1,True,algebraic,sgd,0.03,sign_broadcast,False,path_calibrated_oracle_capture,2.220446049250313e-16
211200,matching,1,True,algebraic,sgd,0.03,sign_broadcast,False,path_best_rank_one_capture,2.220446049250313e-16
211200,matching,1,True,algebraic,sgd,0.03,sign_broadcast,False,credit_best_rank_one_capture,1.1102230246251565e-16
211200,matching,1,True,algebraic,adam,0.003,exact,True,path_uniform_oracle_capture,1.942890293094024e-16
211200,matching,1,True,algebraic,adam,0.003,exact,True,path_calibrated_oracle_capture,2.220446049250313e-16
211200,matching,1,True,algebraic,adam,0.003,exact,True,path_best_rank_one_capture,1.1102230246251565e-16
211200,matching,1,True,algebraic,adam,0.003,exact,True,credit_best_rank_one_capture,6.661338147750939e-16
211200,matching,1,True,algebraic,adam,0.003,unit_broadcast,True,path_uniform_oracle_capture,8.326672684688674e-17
211200,matching,1,True,algebraic,adam,0.003,unit_broadcast,True,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,1,True,algebraic,adam,0.003,unit_broadcast,True,path_best_rank_one_capture,3.3306690738754696e-16
211200,matching,1,True,algebraic,adam,0.003,unit_broadcast,True,credit_best_rank_one_capture,0.0
211200,matching,1,True,algebraic,adam,0.003,calibrated_broadcast,False,path_uniform_oracle_capture,1.8735013540549517e-16
211200,matching,1,True,algebraic,adam,0.003,calibrated_broadcast,False,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,1,True,algebraic,adam,0.003,calibrated_broadcast,False,path_best_rank_one_capture,1.1102230246251565e-16
211200,matching,1,True,algebraic,adam,0.003,calibrated_broadcast,False,credit_best_rank_one_capture,4.440892098500626e-16
211200,matching,1,False,algebraic,adam,0.01,calibrated_broadcast,True,path_uniform_oracle_capture,1.249000902703301e-16
211200,matching,1,False,algebraic,adam,0.01,calibrated_broadcast,True,path_calibrated_oracle_capture,0.0
211200,matching,1,False,algebraic,adam,0.01,calibrated_broadcast,True,path_best_rank_one_capture,4.440892098500626e-16
211200,matching,1,False,algebraic,adam,0.01,calibrated_broadcast,True,credit_best_rank_one_capture,2.220446049250313e-16
211200,matching,1,True,algebraic,adam,0.003,sign_broadcast,False,path_uniform_oracle_capture,2.5673907444456745e-16
211200,matching,1,True,algebraic,adam,0.003,sign_broadcast,False,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,1,True,algebraic,adam,0.003,sign_broadcast,False,path_best_rank_one_capture,4.440892098500626e-16
211200,matching,1,True,algebraic,adam,0.003,sign_broadcast,False,credit_best_rank_one_capture,0.0
211200,matching,1,False,algebraic,adam,0.01,sign_broadcast,True,path_uniform_oracle_capture,6.245004513516506e-17
211200,matching,1,False,algebraic,adam,0.01,sign_broadcast,True,path_calibrated_oracle_capture,0.0
211200,matching,1,False,algebraic,adam,0.01,sign_broadcast,True,path_best_rank_one_capture,3.3306690738754696e-16
211200,matching,1,False,algebraic,adam,0.01,sign_broadcast,True,credit_best_rank_one_capture,0.0
211200,matching,16,True,algebraic,sgd,0.03,exact,True,path_uniform_oracle_capture,9.71445146547012e-17
211200,matching,16,True,algebraic,sgd,0.03,exact,True,path_calibrated_oracle_capture,0.0
211200,matching,16,True,algebraic,sgd,0.03,exact,True,path_best_rank_one_capture,2.220446049250313e-16
211200,matching,16,True,algebraic,sgd,0.03,exact,True,credit_best_rank_one_capture,1.1102230246251565e-16
211200,matching,16,False,algebraic,sgd,0.01,unit_broadcast,True,path_uniform_oracle_capture,5.551115123125783e-17
211200,matching,16,False,algebraic,sgd,0.01,unit_broadcast,True,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,16,False,algebraic,sgd,0.01,unit_broadcast,True,path_best_rank_one_capture,1.1102230246251565e-16
211200,matching,16,False,algebraic,sgd,0.01,unit_broadcast,True,credit_best_rank_one_capture,4.440892098500626e-16
211200,matching,16,True,algebraic,sgd,0.03,unit_broadcast,False,path_uniform_oracle_capture,0.0
211200,matching,16,True,algebraic,sgd,0.03,unit_broadcast,False,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,16,True,algebraic,sgd,0.03,unit_broadcast,False,path_best_rank_one_capture,1.1102230246251565e-16
211200,matching,16,True,algebraic,sgd,0.03,unit_broadcast,False,credit_best_rank_one_capture,1.1102230246251565e-16
211200,matching,16,True,algebraic,sgd,0.03,calibrated_broadcast,True,path_uniform_oracle_capture,6.245004513516506e-17
211200,matching,16,True,algebraic,sgd,0.03,calibrated_broadcast,True,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,16,True,algebraic,sgd,0.03,calibrated_broadcast,True,path_best_rank_one_capture,1.1102230246251565e-16
211200,matching,16,True,algebraic,sgd,0.03,calibrated_broadcast,True,credit_best_rank_one_capture,1.1102230246251565e-16
211200,matching,16,False,algebraic,sgd,0.01,sign_broadcast,True,path_uniform_oracle_capture,5.551115123125783e-17
211200,matching,16,False,algebraic,sgd,0.01,sign_broadcast,True,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,16,False,algebraic,sgd,0.01,sign_broadcast,True,path_best_rank_one_capture,5.551115123125783e-16
211200,matching,16,False,algebraic,sgd,0.01,sign_broadcast,True,credit_best_rank_one_capture,1.1102230246251565e-16
211200,matching,16,True,algebraic,sgd,0.03,sign_broadcast,False,path_uniform_oracle_capture,9.71445146547012e-17
211200,matching,16,True,algebraic,sgd,0.03,sign_broadcast,False,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,16,True,algebraic,sgd,0.03,sign_broadcast,False,path_best_rank_one_capture,1.1102230246251565e-16
211200,matching,16,True,algebraic,sgd,0.03,sign_broadcast,False,credit_best_rank_one_capture,1.1102230246251565e-16
211200,matching,16,True,algebraic,adam,0.003,exact,True,path_uniform_oracle_capture,2.7755575615628914e-17
211200,matching,16,True,algebraic,adam,0.003,exact,True,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,16,True,algebraic,adam,0.003,exact,True,path_best_rank_one_capture,1.1102230246251565e-16
211200,matching,16,True,algebraic,adam,0.003,exact,True,credit_best_rank_one_capture,4.440892098500626e-16
211200,matching,16,True,algebraic,adam,0.003,unit_broadcast,True,path_uniform_oracle_capture,6.938893903907228e-18
211200,matching,16,True,algebraic,adam,0.003,unit_broadcast,True,path_calibrated_oracle_capture,0.0
211200,matching,16,True,algebraic,adam,0.003,unit_broadcast,True,path_best_rank_one_capture,4.440892098500626e-16
211200,matching,16,True,algebraic,adam,0.003,unit_broadcast,True,credit_best_rank_one_capture,2.220446049250313e-16
211200,matching,16,True,algebraic,adam,0.003,calibrated_broadcast,False,path_uniform_oracle_capture,7.632783294297951e-17
211200,matching,16,True,algebraic,adam,0.003,calibrated_broadcast,False,path_calibrated_oracle_capture,0.0
211200,matching,16,True,algebraic,adam,0.003,calibrated_broadcast,False,path_best_rank_one_capture,0.0
211200,matching,16,True,algebraic,adam,0.003,calibrated_broadcast,False,credit_best_rank_one_capture,2.220446049250313e-16
211200,matching,16,False,algebraic,adam,0.01,calibrated_broadcast,True,path_uniform_oracle_capture,6.938893903907228e-17
211200,matching,16,False,algebraic,adam,0.01,calibrated_broadcast,True,path_calibrated_oracle_capture,0.0
211200,matching,16,False,algebraic,adam,0.01,calibrated_broadcast,True,path_best_rank_one_capture,0.0
211200,matching,16,False,algebraic,adam,0.01,calibrated_broadcast,True,credit_best_rank_one_capture,5.551115123125783e-16
211200,matching,16,True,algebraic,adam,0.003,sign_broadcast,False,path_uniform_oracle_capture,9.71445146547012e-17
211200,matching,16,True,algebraic,adam,0.003,sign_broadcast,False,path_calibrated_oracle_capture,0.0
211200,matching,16,True,algebraic,adam,0.003,sign_broadcast,False,path_best_rank_one_capture,0.0
211200,matching,16,True,algebraic,adam,0.003,sign_broadcast,False,credit_best_rank_one_capture,0.0
211200,matching,16,False,algebraic,adam,0.01,sign_broadcast,True,path_uniform_oracle_capture,1.734723475976807e-16
211200,matching,16,False,algebraic,adam,0.01,sign_broadcast,True,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,16,False,algebraic,adam,0.01,sign_broadcast,True,path_best_rank_one_capture,4.440892098500626e-16
211200,matching,16,False,algebraic,adam,0.01,sign_broadcast,True,credit_best_rank_one_capture,3.3306690738754696e-16
211200,matching,64,True,algebraic,sgd,0.03,exact,True,path_uniform_oracle_capture,1.6653345369377348e-16
211200,matching,64,True,algebraic,sgd,0.03,exact,True,path_calibrated_oracle_capture,2.220446049250313e-16
211200,matching,64,True,algebraic,sgd,0.03,exact,True,path_best_rank_one_capture,0.0
211200,matching,64,True,algebraic,sgd,0.03,exact,True,credit_best_rank_one_capture,4.440892098500626e-16
211200,matching,64,False,algebraic,sgd,0.01,unit_broadcast,True,path_uniform_oracle_capture,9.71445146547012e-17
211200,matching,64,False,algebraic,sgd,0.01,unit_broadcast,True,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,64,False,algebraic,sgd,0.01,unit_broadcast,True,path_best_rank_one_capture,2.220446049250313e-16
211200,matching,64,False,algebraic,sgd,0.01,unit_broadcast,True,credit_best_rank_one_capture,1.1102230246251565e-16
211200,matching,64,True,algebraic,sgd,0.03,unit_broadcast,False,path_uniform_oracle_capture,1.6653345369377348e-16
211200,matching,64,True,algebraic,sgd,0.03,unit_broadcast,False,path_calibrated_oracle_capture,2.7755575615628914e-17
211200,matching,64,True,algebraic,sgd,0.03,unit_broadcast,False,path_best_rank_one_capture,3.3306690738754696e-16
211200,matching,64,True,algebraic,sgd,0.03,unit_broadcast,False,credit_best_rank_one_capture,2.220446049250313e-16
211200,matching,64,True,algebraic,sgd,0.03,calibrated_broadcast,True,path_uniform_oracle_capture,2.42861286636753e-17
211200,matching,64,True,algebraic,sgd,0.03,calibrated_broadcast,True,path_calibrated_oracle_capture,2.220446049250313e-16
211200,matching,64,True,algebraic,sgd,0.03,calibrated_broadcast,True,path_best_rank_one_capture,1.1102230246251565e-16
211200,matching,64,True,algebraic,sgd,0.03,calibrated_broadcast,True,credit_best_rank_one_capture,4.440892098500626e-16
211200,matching,64,False,algebraic,sgd,0.01,sign_broadcast,True,path_uniform_oracle_capture,6.591949208711867e-17
211200,matching,64,False,algebraic,sgd,0.01,sign_broadcast,True,path_calibrated_oracle_capture,0.0
211200,matching,64,False,algebraic,sgd,0.01,sign_broadcast,True,path_best_rank_one_capture,1.1102230246251565e-16
211200,matching,64,False,algebraic,sgd,0.01,sign_broadcast,True,credit_best_rank_one_capture,0.0
211200,matching,64,True,algebraic,sgd,0.03,sign_broadcast,False,path_uniform_oracle_capture,2.7538735181131813e-17
211200,matching,64,True,algebraic,sgd,0.03,sign_broadcast,False,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,64,True,algebraic,sgd,0.03,sign_broadcast,False,path_best_rank_one_capture,3.3306690738754696e-16
211200,matching,64,True,algebraic,sgd,0.03,sign_broadcast,False,credit_best_rank_one_capture,3.3306690738754696e-16
211200,matching,64,True,algebraic,adam,0.003,exact,True,path_uniform_oracle_capture,1.1102230246251565e-16
211200,matching,64,True,algebraic,adam,0.003,exact,True,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,64,True,algebraic,adam,0.003,exact,True,path_best_rank_one_capture,3.3306690738754696e-16
211200,matching,64,True,algebraic,adam,0.003,exact,True,credit_best_rank_one_capture,0.0
211200,matching,64,True,algebraic,adam,0.003,unit_broadcast,True,path_uniform_oracle_capture,9.71445146547012e-17
211200,matching,64,True,algebraic,adam,0.003,unit_broadcast,True,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,64,True,algebraic,adam,0.003,unit_broadcast,True,path_best_rank_one_capture,4.440892098500626e-16
211200,matching,64,True,algebraic,adam,0.003,unit_broadcast,True,credit_best_rank_one_capture,1.1102230246251565e-16
211200,matching,64,True,algebraic,adam,0.003,calibrated_broadcast,False,path_uniform_oracle_capture,1.3877787807814457e-17
211200,matching,64,True,algebraic,adam,0.003,calibrated_broadcast,False,path_calibrated_oracle_capture,0.0
211200,matching,64,True,algebraic,adam,0.003,calibrated_broadcast,False,path_best_rank_one_capture,3.3306690738754696e-16
211200,matching,64,True,algebraic,adam,0.003,calibrated_broadcast,False,credit_best_rank_one_capture,3.3306690738754696e-16
211200,matching,64,False,algebraic,adam,0.01,calibrated_broadcast,True,path_uniform_oracle_capture,5.811323644522304e-17
211200,matching,64,False,algebraic,adam,0.01,calibrated_broadcast,True,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,64,False,algebraic,adam,0.01,calibrated_broadcast,True,path_best_rank_one_capture,1.1102230246251565e-16
211200,matching,64,False,algebraic,adam,0.01,calibrated_broadcast,True,credit_best_rank_one_capture,3.3306690738754696e-16
211200,matching,64,True,algebraic,adam,0.003,sign_broadcast,False,path_uniform_oracle_capture,0.0
211200,matching,64,True,algebraic,adam,0.003,sign_broadcast,False,path_calibrated_oracle_capture,0.0
211200,matching,64,True,algebraic,adam,0.003,sign_broadcast,False,path_best_rank_one_capture,6.661338147750939e-16
211200,matching,64,True,algebraic,adam,0.003,sign_broadcast,False,credit_best_rank_one_capture,1.1102230246251565e-16
211200,matching,64,False,algebraic,adam,0.01,sign_broadcast,True,path_uniform_oracle_capture,1.1535911115245767e-16
211200,matching,64,False,algebraic,adam,0.01,sign_broadcast,True,path_calibrated_oracle_capture,0.0
211200,matching,64,False,algebraic,adam,0.01,sign_broadcast,True,path_best_rank_one_capture,5.551115123125783e-16
211200,matching,64,False,algebraic,adam,0.01,sign_broadcast,True,credit_best_rank_one_capture,3.3306690738754696e-16
211200,matching,256,True,algebraic,sgd,0.03,exact,True,path_uniform_oracle_capture,5.377642775528102e-17
211200,matching,256,True,algebraic,sgd,0.03,exact,True,path_calibrated_oracle_capture,2.220446049250313e-16
211200,matching,256,True,algebraic,sgd,0.03,exact,True,path_best_rank_one_capture,1.1102230246251565e-16
211200,matching,256,True,algebraic,sgd,0.03,exact,True,credit_best_rank_one_capture,0.0
211200,matching,256,False,algebraic,sgd,0.01,unit_broadcast,True,path_uniform_oracle_capture,0.0
211200,matching,256,False,algebraic,sgd,0.01,unit_broadcast,True,path_calibrated_oracle_capture,8.326672684688674e-17
211200,matching,256,False,algebraic,sgd,0.01,unit_broadcast,True,path_best_rank_one_capture,5.551115123125783e-16
211200,matching,256,False,algebraic,sgd,0.01,unit_broadcast,True,credit_best_rank_one_capture,3.3306690738754696e-16
211200,matching,256,True,algebraic,sgd,0.03,unit_broadcast,False,path_uniform_oracle_capture,1.1102230246251565e-16
211200,matching,256,True,algebraic,sgd,0.03,unit_broadcast,False,path_calibrated_oracle_capture,9.8879238130678e-17
211200,matching,256,True,algebraic,sgd,0.03,unit_broadcast,False,path_best_rank_one_capture,1.1102230246251565e-16
211200,matching,256,True,algebraic,sgd,0.03,unit_broadcast,False,credit_best_rank_one_capture,1.1102230246251565e-16
211200,matching,256,True,algebraic,sgd,0.03,calibrated_broadcast,True,path_uniform_oracle_capture,5.898059818321144e-17
211200,matching,256,True,algebraic,sgd,0.03,calibrated_broadcast,True,path_calibrated_oracle_capture,2.220446049250313e-16
211200,matching,256,True,algebraic,sgd,0.03,calibrated_broadcast,True,path_best_rank_one_capture,1.1102230246251565e-16
211200,matching,256,True,algebraic,sgd,0.03,calibrated_broadcast,True,credit_best_rank_one_capture,2.220446049250313e-16
211200,matching,256,False,algebraic,sgd,0.01,sign_broadcast,True,path_uniform_oracle_capture,1.115644035487584e-16
211200,matching,256,False,algebraic,sgd,0.01,sign_broadcast,True,path_calibrated_oracle_capture,0.0
211200,matching,256,False,algebraic,sgd,0.01,sign_broadcast,True,path_best_rank_one_capture,7.771561172376096e-16
211200,matching,256,False,algebraic,sgd,0.01,sign_broadcast,True,credit_best_rank_one_capture,1.1102230246251565e-16
211200,matching,256,True,algebraic,sgd,0.03,sign_broadcast,False,path_uniform_oracle_capture,1.8496489062602706e-16
211200,matching,256,True,algebraic,sgd,0.03,sign_broadcast,False,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,256,True,algebraic,sgd,0.03,sign_broadcast,False,path_best_rank_one_capture,0.0
211200,matching,256,True,algebraic,sgd,0.03,sign_broadcast,False,credit_best_rank_one_capture,5.551115123125783e-16
211200,matching,256,True,algebraic,adam,0.003,exact,True,path_uniform_oracle_capture,1.8821749714348357e-16
211200,matching,256,True,algebraic,adam,0.003,exact,True,path_calibrated_oracle_capture,2.220446049250313e-16
211200,matching,256,True,algebraic,adam,0.003,exact,True,path_best_rank_one_capture,1.1102230246251565e-16
211200,matching,256,True,algebraic,adam,0.003,exact,True,credit_best_rank_one_capture,2.220446049250313e-16
211200,matching,256,True,algebraic,adam,0.003,unit_broadcast,True,path_uniform_oracle_capture,0.0
211200,matching,256,True,algebraic,adam,0.003,unit_broadcast,True,path_calibrated_oracle_capture,1.1102230246251565e-16
211200,matching,256,True,algebraic,adam,0.003,unit_broadcast,True,path_best_rank_one_capture,1.2212453270876722e-15
211200,matching,256,True,algebraic,adam,0.003,unit_broadcast,True,credit_best_rank_one_capture,1.1102230246251565e-16
211200,matching,256,True,algebraic,adam,0.003,calibrated_broadcast,False,path_uniform_oracle_capture,2.3635607360183997e-17
211200,matching,256,True,algebraic,adam,0.003,calibrated_broadcast,False,path_calibrated_oracle_capture,0.0
211200,matching,256,True,algebraic,adam,0.003,calibrated_broadcast,False,path_best_rank_one_capture,1.1102230246251565e-16
211200,matching,256,True,algebraic,adam,0.003,calibrated_broadcast,False,credit_best_rank_one_capture,4.440892098500626e-16
211200,matching,256,False,algebraic,adam,0.01,calibrated_broadcast,True,path_uniform_oracle_capture,4.369334755116583e-17
211200,matching,256,False,algebraic,adam,0.01,calibrated_broadcast,True,path_calibrated_oracle_capture,2.220446049250313e-16
211200,matching,256,False,algebraic,adam,0.01,calibrated_broadcast,True,path_best_rank_one_capture,2.220446049250313e-16
211200,matching,256,False,algebraic,adam,0.01,calibrated_broadcast,True,credit_best_rank_one_capture,4.440892098500626e-16
211200,matching,256,True,algebraic,adam,0.003,sign_broadcast,False,path_uniform_oracle_capture,5.355958732078392e-17
211200,matching,256,True,algebraic,adam,0.003,sign_broadcast,False,path_calibrated_oracle_capture,0.0
211200,matching,256,True,algebraic,adam,0.003,sign_broadcast,False,path_best_rank_one_capture,4.440892098500626e-16
211200,matching,256,True,algebraic,adam,0.003,sign_broadcast,False,credit_best_rank_one_capture,2.220446049250313e-16
211200,matching,256,False,algebraic,adam,0.01,sign_broadcast,True,path_uniform_oracle_capture,2.309892728480367e-16
211200,matching,256,False,algebraic,adam,0.01,sign_broadcast,True,path_calibrated_oracle_capture,0.0
211200,matching,256,False,algebraic,adam,0.01,sign_broadcast,True,path_best_rank_one_capture,3.3306690738754696e-16
211200,matching,256,False,algebraic,adam,0.01,sign_broadcast,True,credit_best_rank_one_capture,2.220446049250313e-16
211200,matching,512,True,algebraic,sgd,0.03,exact,True,path_uniform_oracle_capture,1.682681771697503e-16
211200,matching,512,True,algebraic,sgd,0.03,exact,True,path_calibrated_oracle_capture,2.220446049250313e-16
211200,matching,512,True,algebraic,sgd,0.03,exact,True,path_best_rank_one_capture,0.0
211200,matching,512,True,algebraic,sgd,0.03,exact,True,credit_best_rank_one_capture,1.1102230246251565e-16
211200,matching,512,False,algebraic,sgd,0.01,unit_broadcast,True,path_uniform_oracle_capture,3.3306690738754696e-16
211200,matching,512,False,algebraic,sgd,0.01,unit_broadcast,True,path_calibrated_oracle_capture,1.0061396160665481e-16
211200,matching,512,False,algebraic,sgd,0.01,unit_broadcast,True,path_best_rank_one_capture,6.661338147750939e-16
211200,matching,512,False,algebraic,sgd,0.01,unit_broadcast,True,credit_best_rank_one_capture,1.1102230246251565e-16
211200,matching,512,True,algebraic,sgd,0.03,unit_broadcast,False,path_uniform_oracle_capture,2.220446049250313e-16
211200,matching,512,True,algebraic,sgd,0.03,unit_broadcast,False,path_calibrated_oracle_capture,1.0625181290357943e-16
