optimizer,rule,step,dictionary,metric,contrast,mean,ci95_low,ci95_high,n_seeds,status
adam,shuffled_projection,0,ancestry_K5,mean_per_example_fidelity,quartet_minus_matching,0.015099644267852602,-0.10650306483148952,0.14092581978535373,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,ancestry_K5,error_weighted_energy_fidelity,quartet_minus_matching,0.018242216127506955,-0.10876567572240912,0.14373023490259118,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,ancestry_K5,eligibility_weighted_update_fidelity,quartet_minus_matching,0.0008337353266896219,-0.1272630612577682,0.13361211477257945,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,ancestry_K5,population_gradient_cosine_nonroot,quartet_minus_matching,0.046603850686772544,-0.06114772537314217,0.15626086751463666,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,ancestry_K5,population_gradient_cosine_full,quartet_minus_matching,0.025338771179983666,-0.04231622978546869,0.1017163948059149,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,ancestry_K5,population_nmse,quartet_minus_matching,0.30945669375190377,-0.16846259946242417,0.8876762546289232,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,ancestry_K6,field_energy_fidelity,quartet_minus_matching,0.0,0.0,0.0,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,ancestry_K6,mean_per_example_fidelity,quartet_minus_matching,0.0,0.0,0.0,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,ancestry_K6,error_weighted_energy_fidelity,quartet_minus_matching,0.0,0.0,0.0,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,ancestry_K6,eligibility_weighted_update_fidelity,quartet_minus_matching,0.0,0.0,0.0,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,ancestry_K6,population_gradient_cosine_nonroot,quartet_minus_matching,4.4408920985006264e-17,-5.551115123125783e-17,1.554312234475219e-16,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,ancestry_K6,population_gradient_cosine_full,quartet_minus_matching,-1.1102230246251566e-17,-1.1102230246251565e-16,8.881784197001253e-17,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,ancestry_K6,population_nmse,quartet_minus_matching,0.30945669375190377,-0.1614297880890978,0.8684068472358963,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,best_fixed_rank1_error,field_energy_fidelity,quartet_minus_matching,0.11505620063268807,-0.006036232034143242,0.228782661920521,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,best_fixed_rank1_error,mean_per_example_fidelity,quartet_minus_matching,0.08469160146883345,-0.04445809210089319,0.20514551700365458,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,best_fixed_rank1_error,error_weighted_energy_fidelity,quartet_minus_matching,0.10723536298652037,0.006635433981383524,0.20539715246421764,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,best_fixed_rank1_error,eligibility_weighted_update_fidelity,quartet_minus_matching,0.08626607948922838,-0.026722540383501737,0.20215341370174383,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,best_fixed_rank1_error,population_gradient_cosine_nonroot,quartet_minus_matching,0.03145708605978341,-0.02844873526697458,0.10016093319897301,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,best_fixed_rank1_error,population_gradient_cosine_full,quartet_minus_matching,-0.008117404171331295,-0.038055646338699255,0.024714100934868838,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,best_fixed_rank1_error,population_nmse,quartet_minus_matching,0.30945669375190377,-0.16871476719852438,0.8754589272228782,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,best_fixed_rank1_q,field_energy_fidelity,quartet_minus_matching,0.09951757712658045,-0.012366952365429756,0.20500952799096556,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,best_fixed_rank1_q,mean_per_example_fidelity,quartet_minus_matching,0.09502663959139272,-0.022166891406292726,0.20239173893426132,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,best_fixed_rank1_q,error_weighted_energy_fidelity,quartet_minus_matching,0.11934885996043583,-0.002537221128207566,0.23060917336000258,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,best_fixed_rank1_q,eligibility_weighted_update_fidelity,quartet_minus_matching,0.1032559055331375,-0.02945030712684419,0.23763412512245308,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,best_fixed_rank1_q,population_gradient_cosine_nonroot,quartet_minus_matching,0.05748830794045821,-0.029081775534669084,0.16469418630752838,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,best_fixed_rank1_q,population_gradient_cosine_full,quartet_minus_matching,0.005932585495766365,-0.044278760277301744,0.06280261311658811,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,best_fixed_rank1_q,population_nmse,quartet_minus_matching,0.30945669375190377,-0.15898426247885375,0.8792840993943686,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,initial_mean_fixed,field_energy_fidelity,quartet_minus_matching,0.037825716303687903,-0.13218794390707875,0.2032838165051931,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,initial_mean_fixed,mean_per_example_fidelity,quartet_minus_matching,0.07348514809175297,-0.8089449972953708,1.1121593438247006,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,initial_mean_fixed,error_weighted_energy_fidelity,quartet_minus_matching,0.04624568424281626,-0.1306784193341295,0.21430947198592276,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,initial_mean_fixed,eligibility_weighted_update_fidelity,quartet_minus_matching,0.013740071654586017,-0.14513413720303486,0.17425335528849947,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,initial_mean_fixed,population_gradient_cosine_nonroot,quartet_minus_matching,0.004440257437085979,-0.1169637038852888,0.1331370713554995,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,initial_mean_fixed,population_gradient_cosine_full,quartet_minus_matching,-0.09098341192124176,-0.1575878309810588,-0.026167448679253705,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,initial_mean_fixed,population_nmse,quartet_minus_matching,0.30945669375190377,-0.16705304963428594,0.8825159812111573,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,initial_mean_projection,field_energy_fidelity,quartet_minus_matching,0.08111343480405474,-0.04870445188679644,0.20086756528477884,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,initial_mean_projection,mean_per_example_fidelity,quartet_minus_matching,0.0751265577070821,-0.04394176743305674,0.18407733490084457,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,initial_mean_projection,error_weighted_energy_fidelity,quartet_minus_matching,0.08841094791101209,-0.05364579696447378,0.21911257129846334,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,initial_mean_projection,eligibility_weighted_update_fidelity,quartet_minus_matching,0.05572755920075062,-0.07624708734152748,0.18323907673728668,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,initial_mean_projection,population_gradient_cosine_nonroot,quartet_minus_matching,-0.015949295905399112,-0.10138432263515625,0.06987888990144309,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,initial_mean_projection,population_gradient_cosine_full,quartet_minus_matching,-0.038572021230807864,-0.08987332460536364,0.00986760126685521,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,initial_mean_projection,population_nmse,quartet_minus_matching,0.30945669375190377,-0.16651285962248988,0.8751829542059782,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,uniform_projection,field_energy_fidelity,quartet_minus_matching,-0.016890204854152307,-0.073578302287049,0.034055731317339744,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,uniform_projection,mean_per_example_fidelity,quartet_minus_matching,-0.011135322230638647,-0.0730493147210907,0.0501552650577753,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,uniform_projection,error_weighted_energy_fidelity,quartet_minus_matching,-0.025927816830832617,-0.07715754100276241,0.020368542154552697,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,uniform_projection,eligibility_weighted_update_fidelity,quartet_minus_matching,-0.022310050575831783,-0.0784179531086145,0.03131806186668773,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,uniform_projection,population_gradient_cosine_nonroot,quartet_minus_matching,0.21087695826389824,0.0803595318700271,0.3320407868675298,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,uniform_projection,population_gradient_cosine_full,quartet_minus_matching,-0.04285965607087915,-0.1401928516855428,0.05725015676480617,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,uniform_projection,population_nmse,quartet_minus_matching,0.30945669375190377,-0.1680315484250892,0.8624293190353547,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,unit_broadcast_fixed,field_energy_fidelity,quartet_minus_matching,2.9266821335865765,-2.544226448967175,8.885586216760396,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,unit_broadcast_fixed,mean_per_example_fidelity,quartet_minus_matching,27.949022661707847,-23.49320013299056,87.80224614330731,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,unit_broadcast_fixed,error_weighted_energy_fidelity,quartet_minus_matching,2.7702468585874596,-2.736340080302412,8.56440239143712,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,unit_broadcast_fixed,eligibility_weighted_update_fidelity,quartet_minus_matching,1.2673455905757744,-5.4544721521181625,8.481249870743362,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,unit_broadcast_fixed,population_gradient_cosine_nonroot,quartet_minus_matching,-0.06790534600500794,-0.2595471655533864,0.12400792429097154,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,unit_broadcast_fixed,population_gradient_cosine_full,quartet_minus_matching,-0.019256873388331208,-0.1831940085659955,0.14447781246981153,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,0,unit_broadcast_fixed,population_nmse,quartet_minus_matching,0.30945669375190377,-0.16402087798181597,0.8775162853529022,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K2,field_energy_fidelity,quartet_minus_matching,0.07176234721770328,-0.02758383075912382,0.1781961905481503,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K2,mean_per_example_fidelity,quartet_minus_matching,0.07514801198370316,-0.024488359778133836,0.1806243573251854,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K2,error_weighted_energy_fidelity,quartet_minus_matching,0.07547688252289747,-0.027284423287858094,0.18701163829851833,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K2,eligibility_weighted_update_fidelity,quartet_minus_matching,0.08087004729230292,-0.03302041185127179,0.20143517980334413,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K2,population_gradient_cosine_nonroot,quartet_minus_matching,0.32923111697590046,0.18195843252040458,0.48453734425819794,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K2,population_gradient_cosine_full,quartet_minus_matching,0.091423767812439,0.012369222822513744,0.17689278866408223,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K2,population_nmse,quartet_minus_matching,0.2728494555094394,-0.16194345609415478,0.8126496392302591,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K3,field_energy_fidelity,quartet_minus_matching,0.0251030068632744,-0.07993440189578088,0.1341322010557474,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K3,mean_per_example_fidelity,quartet_minus_matching,0.03500313272887768,-0.06804719550761228,0.13980250523023555,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K3,error_weighted_energy_fidelity,quartet_minus_matching,0.028177040518308015,-0.084012590032717,0.14603875591743096,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K3,eligibility_weighted_update_fidelity,quartet_minus_matching,0.025181254210856225,-0.08946481689171164,0.14738339923854518,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K3,population_gradient_cosine_nonroot,quartet_minus_matching,0.18648192993063858,0.06596592359588585,0.3096448937903463,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K3,population_gradient_cosine_full,quartet_minus_matching,0.048880262211516166,-0.011021150184539249,0.11703555902973779,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K3,population_nmse,quartet_minus_matching,0.2728494555094394,-0.1592450119321696,0.7949806273323483,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K4,field_energy_fidelity,quartet_minus_matching,0.05202114466455755,-0.08479447397187226,0.19002506768616256,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K4,mean_per_example_fidelity,quartet_minus_matching,0.042716410573993134,-0.08911396834034607,0.16990001871245217,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K4,error_weighted_energy_fidelity,quartet_minus_matching,0.051354385920859655,-0.09356587949679017,0.18914800739906745,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K4,eligibility_weighted_update_fidelity,quartet_minus_matching,0.030798750326208584,-0.12123809021627384,0.1803311346074445,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K4,population_gradient_cosine_nonroot,quartet_minus_matching,0.07774735397173442,-0.02795968715106308,0.18943971051573583,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K4,population_gradient_cosine_full,quartet_minus_matching,0.022472909205713643,-0.03933575117932367,0.08993746664216393,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K4,population_nmse,quartet_minus_matching,0.2728494555094394,-0.17245645703163912,0.7924894108713467,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K5,field_energy_fidelity,quartet_minus_matching,0.018428633232197046,-0.10424038545488296,0.1444889389266515,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K5,mean_per_example_fidelity,quartet_minus_matching,0.014189938053105,-0.10783444125411944,0.13802857887186584,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K5,error_weighted_energy_fidelity,quartet_minus_matching,0.01583184841223874,-0.11185649227531855,0.13682846454713565,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K5,eligibility_weighted_update_fidelity,quartet_minus_matching,-0.001546759041546919,-0.13005983329332518,0.12526984201528338,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K5,population_gradient_cosine_nonroot,quartet_minus_matching,0.04856191375960336,-0.06150449460567435,0.16585855093803487,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K5,population_gradient_cosine_full,quartet_minus_matching,0.02775388217697051,-0.04029551768583142,0.10702634637259864,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K5,population_nmse,quartet_minus_matching,0.2728494555094394,-0.16395907394089504,0.7895089974219068,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K6,field_energy_fidelity,quartet_minus_matching,0.0,0.0,0.0,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K6,mean_per_example_fidelity,quartet_minus_matching,0.0,0.0,0.0,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K6,error_weighted_energy_fidelity,quartet_minus_matching,0.0,0.0,0.0,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K6,eligibility_weighted_update_fidelity,quartet_minus_matching,0.0,0.0,0.0,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K6,population_gradient_cosine_nonroot,quartet_minus_matching,5.551115123125783e-17,-4.4408920985006264e-17,1.554312234475219e-16,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K6,population_gradient_cosine_full,quartet_minus_matching,0.0,-8.881784197001253e-17,8.881784197001253e-17,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,ancestry_K6,population_nmse,quartet_minus_matching,0.2728494555094394,-0.17230767586445359,0.8132799054057522,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,best_fixed_rank1_error,field_energy_fidelity,quartet_minus_matching,0.11277331408418316,-0.00921985897767217,0.22347909678430017,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,best_fixed_rank1_error,mean_per_example_fidelity,quartet_minus_matching,0.08379933917107123,-0.047962740401341256,0.20270435855206903,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,best_fixed_rank1_error,error_weighted_energy_fidelity,quartet_minus_matching,0.11100910910656644,0.006026185716482714,0.2096694651117231,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,best_fixed_rank1_error,eligibility_weighted_update_fidelity,quartet_minus_matching,0.09610623238719147,-0.01656161977880547,0.21002174404851456,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,best_fixed_rank1_error,population_gradient_cosine_nonroot,quartet_minus_matching,0.0392332638203234,-0.021559039019575437,0.11198656752265836,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,best_fixed_rank1_error,population_gradient_cosine_full,quartet_minus_matching,-0.0030701702934119225,-0.03338847556494306,0.02907547354119027,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,best_fixed_rank1_error,population_nmse,quartet_minus_matching,0.2728494555094394,-0.17110415498641074,0.7949487022923988,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,best_fixed_rank1_q,field_energy_fidelity,quartet_minus_matching,0.10262357950025316,-0.0073966374031149635,0.20564004551649473,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,best_fixed_rank1_q,mean_per_example_fidelity,quartet_minus_matching,0.09633082917967087,-0.024026420369309902,0.20157461585860525,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,best_fixed_rank1_q,error_weighted_energy_fidelity,quartet_minus_matching,0.11976240871091573,0.005609201855772449,0.22994282233737,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,best_fixed_rank1_q,eligibility_weighted_update_fidelity,quartet_minus_matching,0.10429025734054231,-0.022036148138546367,0.2335975242578372,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,best_fixed_rank1_q,population_gradient_cosine_nonroot,quartet_minus_matching,0.05983440870074082,-0.024779957196651534,0.16586189775816,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,best_fixed_rank1_q,population_gradient_cosine_full,quartet_minus_matching,0.008161659493313642,-0.04020572845638091,0.06195630153468406,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,best_fixed_rank1_q,population_nmse,quartet_minus_matching,0.2728494555094394,-0.1754470576618473,0.8205811122473582,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,initial_mean_fixed,field_energy_fidelity,quartet_minus_matching,0.03771160444164505,-0.1339600033399349,0.20776820861655595,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,initial_mean_fixed,mean_per_example_fidelity,quartet_minus_matching,0.018952747004881206,-0.6954757728155567,0.7407371273426828,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,initial_mean_fixed,error_weighted_energy_fidelity,quartet_minus_matching,0.04574072154735835,-0.12787762082248846,0.21306699299603898,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,initial_mean_fixed,eligibility_weighted_update_fidelity,quartet_minus_matching,0.014451709040385886,-0.14737598589707698,0.17388623765702502,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,initial_mean_fixed,population_gradient_cosine_nonroot,quartet_minus_matching,-0.001702138545729767,-0.12260576313914522,0.12431832856711254,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,initial_mean_fixed,population_gradient_cosine_full,quartet_minus_matching,-0.0891630339184959,-0.1549209016434965,-0.025059167240540522,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,initial_mean_fixed,population_nmse,quartet_minus_matching,0.2728494555094394,-0.17320856906184862,0.796455467963376,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,initial_mean_projection,field_energy_fidelity,quartet_minus_matching,0.08027284361446592,-0.052180386018115275,0.2053732582989578,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,initial_mean_projection,mean_per_example_fidelity,quartet_minus_matching,0.07263055683541578,-0.04617992921143687,0.1841151662772964,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,initial_mean_projection,error_weighted_energy_fidelity,quartet_minus_matching,0.08589115959121432,-0.055456998507044344,0.21758008029542789,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,initial_mean_projection,eligibility_weighted_update_fidelity,quartet_minus_matching,0.054560413454386,-0.07501375192521006,0.18331034435082186,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,initial_mean_projection,population_gradient_cosine_nonroot,quartet_minus_matching,-0.01633117505221223,-0.09778557217145763,0.06843555118348975,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,initial_mean_projection,population_gradient_cosine_full,quartet_minus_matching,-0.03748800185267745,-0.0877422594156987,0.011764586995392368,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,initial_mean_projection,population_nmse,quartet_minus_matching,0.2728494555094394,-0.17557607989324914,0.8021503044832107,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,uniform_projection,field_energy_fidelity,quartet_minus_matching,-0.016945324400944983,-0.07204696809920445,0.034572281616269816,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,uniform_projection,mean_per_example_fidelity,quartet_minus_matching,-0.011497948937123257,-0.07344051029272138,0.049259122025671113,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,uniform_projection,error_weighted_energy_fidelity,quartet_minus_matching,-0.023587830322270822,-0.07372530083565734,0.02336110132648882,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,uniform_projection,eligibility_weighted_update_fidelity,quartet_minus_matching,-0.02238479487800589,-0.07422811917244827,0.02976838340837837,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,uniform_projection,population_gradient_cosine_nonroot,quartet_minus_matching,0.20711200458591103,0.07685814324763829,0.3296080260211178,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,uniform_projection,population_gradient_cosine_full,quartet_minus_matching,-0.03462012063767144,-0.137156745604135,0.06709252277942698,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,uniform_projection,population_nmse,quartet_minus_matching,0.2728494555094394,-0.17430773272074185,0.8025141263813022,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,unit_broadcast_fixed,field_energy_fidelity,quartet_minus_matching,3.0805259140998515,-3.009601318192826,9.524533178216254,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,unit_broadcast_fixed,mean_per_example_fidelity,quartet_minus_matching,29.424137363608047,-19.27546131476895,97.25807521487036,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,unit_broadcast_fixed,error_weighted_energy_fidelity,quartet_minus_matching,2.961560978329487,-3.066985577045341,9.297843475759624,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,unit_broadcast_fixed,eligibility_weighted_update_fidelity,quartet_minus_matching,1.3392074376405045,-5.932565628911424,9.195646795456158,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,unit_broadcast_fixed,population_gradient_cosine_nonroot,quartet_minus_matching,-0.07085135504029919,-0.261365782595061,0.11578437692814073,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,unit_broadcast_fixed,population_gradient_cosine_full,quartet_minus_matching,-0.014851373589665281,-0.17363404559078846,0.15052606541031305,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,1,unit_broadcast_fixed,population_nmse,quartet_minus_matching,0.2728494555094394,-0.16967527082766817,0.8068980087108716,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,16,ancestry_K2,field_energy_fidelity,quartet_minus_matching,0.06463735103683406,-0.018276404725585907,0.15231674682222174,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,16,ancestry_K2,mean_per_example_fidelity,quartet_minus_matching,0.05648602710627373,-0.028207078053462314,0.1436840208717974,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,16,ancestry_K2,error_weighted_energy_fidelity,quartet_minus_matching,0.06876430733411198,-0.017517968287591862,0.15864374302995274,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,16,ancestry_K2,eligibility_weighted_update_fidelity,quartet_minus_matching,0.016735249181979793,-0.08037425095637248,0.12134497645009647,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,16,ancestry_K2,population_gradient_cosine_nonroot,quartet_minus_matching,0.4037290415605431,0.2679231294868922,0.5416689433866589,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,16,ancestry_K2,population_gradient_cosine_full,quartet_minus_matching,0.1696001064512083,0.08235362899820703,0.2574448054094277,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,16,ancestry_K2,population_nmse,quartet_minus_matching,0.0906809717251501,-0.12268353134114969,0.3277263813744995,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,16,ancestry_K3,field_energy_fidelity,quartet_minus_matching,-0.0012526836247604227,-0.08961422185169726,0.09214980441715803,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,16,ancestry_K3,mean_per_example_fidelity,quartet_minus_matching,0.009480010690818694,-0.07866510349770997,0.1025727154492263,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,16,ancestry_K3,error_weighted_energy_fidelity,quartet_minus_matching,0.0011838417517978568,-0.08871675204297423,0.09204814960531825,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,16,ancestry_K3,eligibility_weighted_update_fidelity,quartet_minus_matching,-0.03792699960561076,-0.14685058735529696,0.06865452691404864,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,16,ancestry_K3,population_gradient_cosine_nonroot,quartet_minus_matching,0.24167084765399208,0.11781305892881033,0.3716093615293103,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,16,ancestry_K3,population_gradient_cosine_full,quartet_minus_matching,0.08587225489412209,0.019209686137232517,0.15541832909839393,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,16,ancestry_K3,population_nmse,quartet_minus_matching,0.0906809717251501,-0.11957533909294285,0.33781943964526795,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,16,ancestry_K4,field_energy_fidelity,quartet_minus_matching,0.04334127002888581,-0.08862829087440585,0.1830883917759017,20,posthoc descriptive; no multiplicity adjustment
adam,shuffled_projection,16,ancestry_K4,mean_per_example_fidelity,quartet_minus_matching,0.050910539959384125,-0.0775654971167341,0.18363534913079763,20,posthoc descriptive; no multiplicity adjustment
