family,optimizer,rule,step,dictionary,field_energy_fidelity_mean,field_energy_fidelity_std,field_energy_fidelity_count,mean_per_example_fidelity_mean,mean_per_example_fidelity_std,mean_per_example_fidelity_count,error_weighted_energy_fidelity_mean,error_weighted_energy_fidelity_std,error_weighted_energy_fidelity_count,eligibility_weighted_update_fidelity_mean,eligibility_weighted_update_fidelity_std,eligibility_weighted_update_fidelity_count,population_gradient_cosine_nonroot_mean,population_gradient_cosine_nonroot_std,population_gradient_cosine_nonroot_count,population_gradient_cosine_full_mean,population_gradient_cosine_full_std,population_gradient_cosine_full_count,population_nmse_mean,population_nmse_std,population_nmse_count
matching,adam,broadcast,0,unit_broadcast_fixed,-10.045478180452614,9.604402835754891,20,-54.40925237059027,113.83961792738369,20,-9.408216912656423,9.365713959268524,20,-9.7283679125838,11.01218603141585,20,0.10457695182087709,0.38977562819978545,20,0.2758688418579904,0.3185312731954011,20,1.4186700506404941,0.4662106803515907,20
matching,adam,broadcast,1,ancestry_K2,0.2638289604875176,0.18285747991320747,20,0.26754149656720516,0.18805115676085157,20,0.268191216970403,0.20016830480524841,20,0.20105570956944785,0.23661374404200766,20,0.3865850024775755,0.3486875817931077,20,0.6998089781788075,0.22748889956861623,20,1.4142584719176425,0.4650372927608509,20
matching,adam,broadcast,1,ancestry_K3,0.4576591095075272,0.2200572259244874,20,0.4476307516843524,0.21667388168540005,20,0.4634745603850322,0.2371932997213922,20,0.42167596797782103,0.23730803402950906,20,0.6196757588676146,0.2750359244123636,20,0.8125046917670227,0.16603198265962094,20,1.4142584719176425,0.4650372927608509,20
matching,adam,broadcast,1,ancestry_K4,0.6567989556646927,0.24539949141368805,20,0.6574610625040025,0.23843104419979474,20,0.6651242818898816,0.25242359326151353,20,0.652525436839889,0.26371564233694467,20,0.7878961069326028,0.22022888581858993,20,0.8886854135296296,0.1482970737906302,20,1.4142584719176425,0.4650372927608509,20
matching,adam,broadcast,1,ancestry_K5,0.7981927748214074,0.21838894215933796,20,0.7960646903786043,0.21718482929197122,20,0.8078612694756917,0.2087360506214209,20,0.8041247790484661,0.20999835811969275,20,0.8673839701414444,0.19617130077150727,20,0.9199982761152172,0.14256077891652186,20,1.4142584719176425,0.4650372927608509,20
matching,adam,broadcast,1,ancestry_K6,1.0,0.0,20,1.0,0.0,20,1.0,0.0,20,1.0,0.0,20,1.0,1.3234736877071766e-16,20,1.0,8.823157918047844e-17,20,1.4142584719176425,0.4650372927608509,20
matching,adam,broadcast,1,best_fixed_rank1_error,0.6547064935441066,0.2100913801618752,20,0.6245036743802704,0.22412013883356777,20,0.7106164828659367,0.18316334658365419,20,0.6982948557237701,0.20182518372537916,20,0.8706555034349612,0.1304328717557536,20,0.935979907435217,0.05969810125948404,20,1.4142584719176425,0.4650372927608509,20
matching,adam,broadcast,1,best_fixed_rank1_q,0.6868612520952546,0.18724000585572767,20,0.6508141613170431,0.213229965663998,20,0.6772119431097625,0.20713450549437282,20,0.6535487335954465,0.2426319257558905,20,0.8203680335255246,0.22867980204258573,20,0.9040530590108793,0.1379221294876178,20,1.4142584719176425,0.4650372927608509,20
matching,adam,broadcast,1,initial_mean_fixed,0.5603741704742975,0.28838373762136676,20,-0.07486397310392817,1.8823780619495973,20,0.5449224303398061,0.2950441316671595,20,0.5670157622916255,0.29142160588516,20,0.7841688930656917,0.24742154721507095,20,0.9102433860040022,0.08347836912865346,20,1.4142584719176425,0.4650372927608509,20
matching,adam,broadcast,1,initial_mean_projection,0.6709712549977359,0.2034224375017885,20,0.6639296511874186,0.20102248755318813,20,0.6618630637911003,0.21782069596975517,20,0.6635726877183573,0.21557333014668817,20,0.8537163874705463,0.15394738017602977,20,0.9216699605857356,0.09036382359765276,20,1.4142584719176425,0.4650372927608509,20
matching,adam,broadcast,1,uniform_projection,0.15030030933415714,0.12383522434246219,20,0.1519678693190398,0.12546390515931885,20,0.1508997875869314,0.13299493286972286,20,0.12388132625260047,0.13670234222759464,20,0.30714518649510647,0.3290052656649743,20,0.6757187417209881,0.22597316453574434,20,1.4142584719176425,0.4650372927608509,20
matching,adam,broadcast,1,unit_broadcast_fixed,-10.206107408129444,9.796565066872198,20,-63.768127540276836,149.7005025114663,20,-9.576876469996012,9.538721207051362,20,-9.885708886084869,11.140131217004015,20,0.10357232035273896,0.3897780446949654,20,0.27504293802746377,0.31615622534111043,20,1.4142584719176425,0.4650372927608509,20
matching,adam,broadcast,16,ancestry_K2,0.27340050390664916,0.1878797654910249,20,0.2752161082868944,0.19183146290988468,20,0.28129885383172165,0.21037333652942072,20,0.21428797520073534,0.2564243178865667,20,0.39332284113950855,0.34182131289548207,20,0.7097617453864579,0.22813852372905044,20,1.351853699884877,0.43786029786351577,20
matching,adam,broadcast,16,ancestry_K3,0.4600518462249468,0.22301390589601744,20,0.4460547546185724,0.22380930393372098,20,0.4697476773575281,0.24229328353592394,20,0.4294331253676046,0.24062270369535693,20,0.6148392959384592,0.2701159799983086,20,0.8156897657589074,0.16775843212409178,20,1.351853699884877,0.43786029786351577,20
matching,adam,broadcast,16,ancestry_K4,0.6543868921916043,0.2438853266502595,20,0.6478503404734436,0.24323766595485022,20,0.6656593625528747,0.25514769263072506,20,0.656636837778503,0.2604388475724085,20,0.780952736612665,0.2197047959701575,20,0.8870635187978531,0.1534960674302194,20,1.351853699884877,0.43786029786351577,20
matching,adam,broadcast,16,ancestry_K5,0.7959113956531152,0.22100206054865065,20,0.7882960026811197,0.2266897336445719,20,0.8067146911791951,0.21362480030643552,20,0.8054894484057662,0.21104903747216544,20,0.861615012253031,0.20232891452961604,20,0.9190924025849047,0.148102982983643,20,1.351853699884877,0.43786029786351577,20
matching,adam,broadcast,16,ancestry_K6,1.0,0.0,20,1.0,0.0,20,1.0,0.0,20,1.0,0.0,20,1.0,2.220446049250313e-16,20,1.0,1.6895061133507964e-16,20,1.351853699884877,0.43786029786351577,20
matching,adam,broadcast,16,best_fixed_rank1_error,0.6552191019324107,0.21200857349441274,20,0.6322492918099634,0.2240316531566495,20,0.7073836948070198,0.1825938511023351,20,0.6886041761661501,0.21293669509996152,20,0.8534402938617507,0.1704027028395789,20,0.9339423262257103,0.06329781786648721,20,1.351853699884877,0.43786029786351577,20
matching,adam,broadcast,16,best_fixed_rank1_q,0.6889571181412733,0.1837163656506802,20,0.6610324502442787,0.20790450237302208,20,0.6789222507559839,0.20051636036696602,20,0.6520483639050628,0.23703587872144413,20,0.8160219863795934,0.23175985751691597,20,0.9078667242952674,0.1255016029844495,20,1.351853699884877,0.43786029786351577,20
matching,adam,broadcast,16,initial_mean_fixed,0.5482147971433137,0.29062382420132127,20,0.24165847310312852,0.88556012489128,20,0.5382151617331454,0.29405260047977305,20,0.5595273043262179,0.29009882179219865,20,0.7923606370233586,0.223471702813634,20,0.9117344084719766,0.08753887017665549,20,1.351853699884877,0.43786029786351577,20
matching,adam,broadcast,16,initial_mean_projection,0.6675271770352095,0.20115660456998444,20,0.6677091614680062,0.19278088265041202,20,0.6566248258249483,0.21906093240777266,20,0.6552140682219598,0.22080374169178757,20,0.8473838720987625,0.15928977087357526,20,0.9205698472273314,0.09611568233695388,20,1.351853699884877,0.43786029786351577,20
matching,adam,broadcast,16,uniform_projection,0.15710131065348085,0.12709598316374288,20,0.15673321190530506,0.12801501526713596,20,0.16250940760030666,0.142019910551532,20,0.13658199871290505,0.14827793873958675,20,0.30753364120270443,0.3265317343937966,20,0.6868704264456694,0.23063404783552716,20,1.351853699884877,0.43786029786351577,20
matching,adam,broadcast,16,unit_broadcast_fixed,-13.09235015254078,13.656703082495504,20,-39.25890782355553,61.33259578850135,20,-12.748415972092905,13.858081138228433,20,-12.874895280222612,14.971090722887332,20,0.09727464297940164,0.3950806204932705,20,0.2656432366964313,0.28566915824247624,20,1.351853699884877,0.43786029786351577,20
matching,adam,broadcast,64,ancestry_K2,0.2918418326600861,0.1949924549337711,20,0.28432942285846496,0.18789605464694914,20,0.30310469232069126,0.22176448148454414,20,0.2502974512172719,0.2753020779361323,20,0.36609033210605657,0.3555624696150231,20,0.6992678980341689,0.22547610119861902,20,1.2179146769006928,0.3436765320618135,20
matching,adam,broadcast,64,ancestry_K3,0.46873523114951493,0.22297222973686162,20,0.45285374602076944,0.22434989782034837,20,0.48145783326536346,0.24273689929939374,20,0.4482141008391395,0.24016021247610678,20,0.5866979972879623,0.2807337453830415,20,0.791611007106937,0.19333505940859005,20,1.2179146769006928,0.3436765320618135,20
matching,adam,broadcast,64,ancestry_K4,0.6549946924048913,0.23227798409427106,20,0.6389633099175172,0.23749908220552343,20,0.6660948898162373,0.24868077196582372,20,0.6633936428427394,0.24660094187432752,20,0.774933121857349,0.21858852156712957,20,0.863187811660086,0.18097440086491223,20,1.2179146769006928,0.3436765320618135,20
matching,adam,broadcast,64,ancestry_K5,0.7898647360141771,0.22291694404707402,20,0.7830103858322357,0.22381208048949958,20,0.7983273260937539,0.22241924358252957,20,0.8023471588043215,0.21056290708513464,20,0.8597320143718988,0.18983195163765137,20,0.9118514206135776,0.14449522219619215,20,1.2179146769006928,0.3436765320618135,20
matching,adam,broadcast,64,ancestry_K6,1.0,0.0,20,1.0,0.0,20,1.0,0.0,20,1.0,0.0,20,1.0,1.9060199535990743e-16,20,1.0,1.7646315836095689e-16,20,1.2179146769006928,0.3436765320618135,20
matching,adam,broadcast,64,best_fixed_rank1_error,0.6726114571286359,0.2105418909535236,20,0.6364581151348623,0.2416971493581408,20,0.7209849279003048,0.17819124692138474,20,0.690088154785633,0.21754683198411653,20,0.849407654684461,0.15949091986095582,20,0.9236642858270259,0.09193589647022697,20,1.2179146769006928,0.3436765320618135,20
matching,adam,broadcast,64,best_fixed_rank1_q,0.702022552442233,0.18579579914730582,20,0.6837250327206638,0.19581819855786378,20,0.690278849696866,0.20448577614801494,20,0.6523771881580192,0.24474404643105055,20,0.8097765906346674,0.20686095669113072,20,0.9093450135152119,0.10017652681311717,20,1.2179146769006928,0.3436765320618135,20
matching,adam,broadcast,64,initial_mean_fixed,0.32862529322957884,0.4226386376797836,20,-0.7015774689187221,3.8951024260449625,20,0.32160651967121484,0.4194776954292275,20,0.34816187758843514,0.4056542324462378,20,0.7092084480305778,0.29758287268424155,20,0.854546466491457,0.1217042088355553,20,1.2179146769006928,0.3436765320618135,20
matching,adam,broadcast,64,initial_mean_projection,0.5932390148833122,0.21883038548108538,20,0.6012335886192954,0.21514561321384948,20,0.5762579794064907,0.2379216812884648,20,0.5749248629252992,0.24604434053652216,20,0.7591310943640244,0.189450771323403,20,0.874408514335532,0.12155679152526434,20,1.2179146769006928,0.3436765320618135,20
matching,adam,broadcast,64,uniform_projection,0.17488621590228137,0.14934307074135497,20,0.16543561574083002,0.1417447617457962,20,0.18942825117144774,0.18290403428464072,20,0.17286070431905493,0.19191687360382895,20,0.27036357236741393,0.34053359188447074,20,0.6661817965246475,0.23794290889388922,20,1.2179146769006928,0.3436765320618135,20
matching,adam,broadcast,64,unit_broadcast_fixed,-26.864816234216363,36.80834672890062,20,-88.94870913226691,232.00304455775463,20,-27.192189531283454,39.669493801356225,20,-27.4572060297054,41.33664895321186,20,0.05823498207680293,0.4187975970202718,20,0.22660950389256654,0.2673560033119143,20,1.2179146769006928,0.3436765320618135,20
matching,adam,broadcast,256,ancestry_K2,0.532635557679989,0.2761741183369842,20,0.530200917892343,0.2737877304008985,20,0.5312484838190873,0.27411171323561223,20,0.5510910926241215,0.2480870406961665,20,0.5667089748278973,0.33197331406107267,20,0.73549563381694,0.23590571131417878,20,0.7438220529130735,0.2171288626846276,20
matching,adam,broadcast,256,ancestry_K3,0.6481324898750744,0.25029055757125157,20,0.6476737207976317,0.24789861453035872,20,0.6464248211630699,0.24793344830868583,20,0.6627175116764046,0.21854230335978383,20,0.6847038560638448,0.27349678535041655,20,0.7894133245696644,0.22797524706677672,20,0.7438220529130735,0.2171288626846276,20
matching,adam,broadcast,256,ancestry_K4,0.7501916635690515,0.23299715938096605,20,0.7545405343130187,0.22910863019547803,20,0.7500754920493311,0.22970625557758315,20,0.7748158359022818,0.18283401787296416,20,0.8213594952275995,0.1809847490327253,20,0.8824384591235048,0.12400023548646011,20,0.7438220529130735,0.2171288626846276,20
matching,adam,broadcast,256,ancestry_K5,0.8546603345369798,0.19556060271532702,20,0.8523782461297932,0.19532869124980703,20,0.857415150647855,0.19029268194859306,20,0.8652626587134614,0.16197101203151817,20,0.9013952218222568,0.11629200671895215,20,0.9259187980390802,0.1065335287525038,20,0.7438220529130735,0.2171288626846276,20
matching,adam,broadcast,256,ancestry_K6,1.0,0.0,20,1.0,0.0,20,1.0,0.0,20,1.0,0.0,20,1.0000000000000002,1.5282157797262503e-16,20,1.0,1.1390647892519134e-16,20,0.7438220529130735,0.2171288626846276,20
matching,adam,broadcast,256,best_fixed_rank1_error,0.8823360501986668,0.15629139740491713,20,0.8693945020442893,0.17708936250435148,20,0.8860286097893418,0.14753516878811146,20,0.8851831298805954,0.1567866919444717,20,0.9384802627269533,0.1141694629531244,20,0.9805831475282801,0.022264282542102103,20,0.7438220529130735,0.2171288626846276,20
matching,adam,broadcast,256,best_fixed_rank1_q,0.8838866745495302,0.15414785019227792,20,0.8715763821400314,0.17271070900942814,20,0.8843213321295865,0.15008159381994654,20,0.8836943681279463,0.15868712668467053,20,0.9353707423918888,0.12043455498606319,20,0.97998537986477,0.02302126474172415,20,0.7438220529130735,0.2171288626846276,20
matching,adam,broadcast,256,initial_mean_fixed,-0.9424981349048585,1.9921612051218762,20,-1.351316011089672,2.820583318732071,20,-0.9911934344284179,2.059531263695483,20,-1.6185125340505313,3.972310396568475,20,0.3327386162580113,0.49370242750368126,20,0.6214339726831583,0.2035647566435402,20,0.7438220529130735,0.2171288626846276,20
matching,adam,broadcast,256,initial_mean_projection,0.33648974625175376,0.2708525188085548,20,0.3419733947522535,0.2713119913424136,20,0.33934469682778645,0.2711999503889529,20,0.3509470293198149,0.3089298832259886,20,0.5166763366834463,0.30053766135507254,20,0.7762172296964961,0.1357325700330173,20,0.7438220529130735,0.2171288626846276,20
matching,adam,broadcast,256,uniform_projection,0.36360675550138577,0.24469913131196605,20,0.36105699122133184,0.24243096206091524,20,0.3589145544597814,0.24251974898138023,20,0.36111520203781067,0.25884356093422767,20,0.41883193321634415,0.3398799490791444,20,0.6874657476899744,0.22927622658466235,20,0.7438220529130735,0.2171288626846276,20
matching,adam,broadcast,256,unit_broadcast_fixed,-17.488223409507988,20.764788904520042,20,-22.9168547916969,29.962531015314152,20,-18.018254556617627,21.100250314782723,20,-17.685305025793355,20.744563775581245,20,0.4066153655190128,0.33583698475994295,20,0.4402582963133133,0.24667681629051333,20,0.7438220529130735,0.2171288626846276,20
matching,adam,broadcast,1024,ancestry_K2,0.9446318207479191,0.04008151305939858,20,0.9445327912355317,0.0401139710159333,20,0.9443037151907687,0.04029170381074576,20,0.944274209067067,0.03950982294270098,20,0.94684109611987,0.125316014110434,20,0.9764945634074873,0.029440320717494157,20,0.019913900746131894,0.07130725431636667,20
matching,adam,broadcast,1024,ancestry_K3,0.9556490021546175,0.035016566021937354,20,0.9555484395418341,0.03508067609341763,20,0.955290863795191,0.03524116746975955,20,0.9561328411730864,0.033585260788821195,20,0.9534558845412457,0.12589611732688294,20,0.9818043318977991,0.027506301488060707,20,0.019913900746131894,0.07130725431636667,20
matching,adam,broadcast,1024,ancestry_K4,0.9687315180809349,0.03369961205548768,20,0.9686353589709252,0.0337773558667236,20,0.96842452984345,0.0339898258168715,20,0.9701361767906121,0.03182994007580957,20,0.9602893971441219,0.12692528335524983,20,0.9863805460034678,0.02813682838265876,20,0.019913900746131894,0.07130725431636667,20
matching,adam,broadcast,1024,ancestry_K5,0.9802640936596367,0.030485091703659876,20,0.9801988123508647,0.03049108551786164,20,0.9794792082182028,0.03075318593939283,20,0.978506378649235,0.03097421420123579,20,0.9513662575802083,0.18508387632025877,20,0.9861460646431242,0.04004550475155049,20,0.019913900746131894,0.07130725431636667,20
matching,adam,broadcast,1024,ancestry_K6,1.0,0.0,20,1.0,0.0,20,1.0,0.0,20,1.0,0.0,20,1.0,1.6108808733817073e-16,20,1.0,1.4408156546142918e-16,20,0.019913900746131894,0.07130725431636667,20
matching,adam,broadcast,1024,best_fixed_rank1_error,0.995126978910742,0.02128578412201412,20,0.9953920259984639,0.02010031021046146,20,0.9980463186164888,0.00828736665647156,20,0.9982895438226718,0.0072229233820073615,20,0.9925784492284004,0.03298181785253774,20,0.998280455690509,0.007573919391340008,20,0.019913900746131894,0.07130725431636667,20
matching,adam,broadcast,1024,best_fixed_rank1_q,0.9967584659402835,0.01401583664360918,20,0.9967072872522094,0.014244582525575495,20,0.996343976852286,0.015874084381524683,20,0.9968059744556863,0.01383430817776296,20,0.9866511985561175,0.05948495203137775,20,0.9971016041219366,0.01284190021982604,20,0.019913900746131894,0.07130725431636667,20
matching,adam,broadcast,1024,initial_mean_fixed,-0.3455184771408181,0.8928677496466184,20,-0.3496379587508601,0.9065980420363003,20,-0.37740748883018244,1.0047409583851155,20,-0.8131238789495698,1.8547644717432028,20,0.007224063032274304,0.5966931598806781,20,0.4237091717310921,0.43391345945034354,20,0.019913900746131894,0.07130725431636667,20
matching,adam,broadcast,1024,initial_mean_projection,0.236058997297318,0.23081394806752897,20,0.23618823515432713,0.23069258783891103,20,0.2377672220034507,0.22904603244087474,20,0.22972646265545055,0.282527324574209,20,0.2800505871723215,0.5221450546892165,20,0.6546204702103581,0.33537247975952195,20,0.019913900746131894,0.07130725431636667,20
matching,adam,broadcast,1024,uniform_projection,0.8897702794325832,0.08444928817869561,20,0.8891054035761196,0.08647584677084977,20,0.8834972460154489,0.10587296233673958,20,0.8756300080333126,0.11808765034911602,20,0.9392290945513864,0.09797920430434309,20,0.959080593556784,0.049898513503393596,20,0.019913900746131894,0.07130725431636667,20
matching,adam,broadcast,1024,unit_broadcast_fixed,-0.37996352385376364,0.9564420171404132,20,-0.38659752586641066,0.9780877964264566,20,-0.4231741923018665,1.1109836646468334,20,-0.6848780111426771,1.626413465332744,20,0.9405329078781044,0.09199678236398517,20,0.8884144084335203,0.11382452472497774,20,0.019913900746131894,0.07130725431636667,20
matching,adam,exact,0,ancestry_K2,0.26287523830894194,0.18219775547803874,20,0.26681302317499156,0.1875900923819576,20,0.26696164789730337,0.19891620221539236,20,0.20008468118518655,0.23482014355174244,20,0.3867829289059314,0.3483163546627749,20,0.6991024973700821,0.22689302689516197,20,1.4186700506404941,0.4662106803515907,20
matching,adam,exact,0,ancestry_K3,0.4570417166977362,0.21976783391004504,20,0.44749852928888867,0.21638072860676547,20,0.462489824519473,0.2365524657849239,20,0.42081275682240155,0.23649705145329986,20,0.6199644600366799,0.2751929965113446,20,0.8121418139477544,0.1653426448636865,20,1.4186700506404941,0.4662106803515907,20
matching,adam,exact,0,ancestry_K4,0.6567939530240962,0.24545459549941076,20,0.6579259433939345,0.2384616684370489,20,0.6648942501108112,0.2523003497051538,20,0.6523673381192366,0.263596784351441,20,0.788990334646767,0.21927616215538595,20,0.8889294932285401,0.146885697676686,20,1.4186700506404941,0.4662106803515907,20
matching,adam,exact,0,ancestry_K5,0.7981319502110875,0.2183949377442907,20,0.7963267737149031,0.21670449345513837,20,0.8075950553518624,0.20888806859344092,20,0.8039319941393455,0.21006345139614105,20,0.868215767565547,0.19506644506965626,20,0.9203279406915531,0.14093284457116872,20,1.4186700506404941,0.4662106803515907,20
matching,adam,exact,0,ancestry_K6,1.0,0.0,20,1.0,0.0,20,1.0,0.0,20,1.0,0.0,20,1.0,1.7646315836095689e-16,20,1.0,1.4408156546142918e-16,20,1.4186700506404941,0.4662106803515907,20
matching,adam,exact,0,best_fixed_rank1_error,0.6554177544222758,0.20953406275418024,20,0.6249254381259953,0.2246882277424405,20,0.7110026542504578,0.1827931614505562,20,0.6986868140173667,0.2011985373014892,20,0.8719202798964941,0.1281126448963722,20,0.936136224301306,0.05943113296531437,20,1.4186700506404941,0.4662106803515907,20
matching,adam,exact,0,best_fixed_rank1_q,0.6869847779302319,0.18736247765499223,20,0.6507614274220596,0.2137504352189483,20,0.6775147889821078,0.207235627268864,20,0.6543975416796975,0.24211802739901564,20,0.8213860737551315,0.2272399083719081,20,0.9041331418999778,0.13774460079128872,20,1.4186700506404941,0.4662106803515907,20
matching,adam,exact,0,initial_mean_fixed,0.5612899616653318,0.2886608698772128,20,0.004014058230899192,1.783023362312155,20,0.5457824983874034,0.2955378633350105,20,0.5677608071600097,0.2918908985573395,20,0.7830424551146711,0.25216354587924134,20,0.9101771761469303,0.08292551112471304,20,1.4186700506404941,0.4662106803515907,20
matching,adam,exact,0,initial_mean_projection,0.6713824296166333,0.20347896455463457,20,0.6641022486466,0.20151770011080514,20,0.6626859245606659,0.2175228845955033,20,0.6644616811344415,0.2150814332814641,20,0.8542158139026501,0.15313145412366924,20,0.9218569936019172,0.08967348919064515,20,1.4186700506404941,0.4662106803515907,20
matching,adam,exact,0,uniform_projection,0.1497505242731211,0.12361781048998144,20,0.15148429598670599,0.12526527222208073,20,0.1501166726312881,0.13230259670423572,20,0.12298372941759421,0.13595173641163008,20,0.3085341361900166,0.32690232294769195,20,0.6747759628302625,0.22499837115752805,20,1.4186700506404941,0.4662106803515907,20
matching,adam,exact,0,unit_broadcast_fixed,-10.045478180452614,9.604402835754891,20,-54.40925237059027,113.83961792738369,20,-9.408216912656423,9.365713959268524,20,-9.7283679125838,11.01218603141585,20,0.10457695182087709,0.38977562819978545,20,0.2758688418579904,0.3185312731954011,20,1.4186700506404941,0.4662106803515907,20
matching,adam,exact,1,ancestry_K2,0.2638815288904514,0.18291834565299606,20,0.2682273335095847,0.1883111436806894,20,0.26660307095968067,0.19850724735025893,20,0.2028562690482257,0.2264778277669692,20,0.38079971723671513,0.34160071275001813,20,0.694460134158843,0.22903345151947993,20,1.3682305308499967,0.43456290022656213,20
matching,adam,exact,1,ancestry_K3,0.4567175090076902,0.22043940834362302,20,0.4458226740319283,0.2171991696222109,20,0.46196444340092413,0.236393769658901,20,0.4217986649732026,0.2355963928989147,20,0.6149274217528481,0.27683026027851837,20,0.8102855812603611,0.16749586582932452,20,1.3682305308499967,0.43456290022656213,20
matching,adam,exact,1,ancestry_K4,0.6580759558877614,0.2454354344013309,20,0.6565393244039311,0.23837092101243024,20,0.6658329399420767,0.2525767311531944,20,0.653101241250287,0.2628605846608788,20,0.7828224265686837,0.22329996146628509,20,0.8867226747619096,0.15112281936294236,20,1.3682305308499967,0.43456290022656213,20
matching,adam,exact,1,ancestry_K5,0.7972699468637797,0.21876927944018726,20,0.7943969617093396,0.21904228978630336,20,0.8065328940708323,0.20899709639501568,20,0.8030446106590763,0.21013815127469568,20,0.8622329773741084,0.2008073132861407,20,0.9179935428101815,0.14591710846007014,20,1.3682305308499967,0.43456290022656213,20
matching,adam,exact,1,ancestry_K6,1.0,0.0,20,1.0,0.0,20,1.0,0.0,20,1.0,0.0,20,1.0,1.4408156546142918e-16,20,1.0,2.278129578503827e-16,20,1.3682305308499967,0.43456290022656213,20
matching,adam,exact,1,best_fixed_rank1_error,0.6676514737843229,0.20119547756229153,20,0.6371759789101293,0.2185265416714684,20,0.7124077796516015,0.18276206420661145,20,0.6947699821097602,0.20754230243362382,20,0.8677513649699066,0.13992399607761594,20,0.9346250667532292,0.06354980880220512,20,1.3682305308499967,0.43456290022656213,20
matching,adam,exact,1,best_fixed_rank1_q,0.6927095192592703,0.1861103649415371,20,0.658166992215205,0.21057570400460657,20,0.6851190604046529,0.1996823332614366,20,0.6614811366343901,0.23280963348087783,20,0.8232946108574757,0.22039416793491534,20,0.90654344577228,0.12901664304823499,20,1.3682305308499967,0.43456290022656213,20
matching,adam,exact,1,initial_mean_fixed,0.5646661232800081,0.2885975649672298,20,-0.15867114927980563,2.350736296634679,20,0.5530092861680759,0.2938165353542862,20,0.5716389645083648,0.29121919535141405,20,0.7912169868488379,0.23760932642089358,20,0.9142615252792747,0.07840707067344761,20,1.3682305308499967,0.43456290022656213,20
