cohort,seed,task_group,optimizer,step,dictionary,sites,field_energy_capture,mean_per_example_capture,error_weighted_capture,test_nmse,source_sha256
saved_conductance,15404,2,adam,0,best_fixed_rank1_q,6,0.9883469904967173,0.9880572903835896,0.989317658315686,0.4443490735514442,5bdd98c31625c7985e4fccbbd5d783b27a7ba8b79cf32865234615b41657713b
saved_conductance,15404,2,adam,0,best_fixed_rank1_error,6,0.987179260152525,0.986775718378983,0.990490006014793,0.4443490735514442,5bdd98c31625c7985e4fccbbd5d783b27a7ba8b79cf32865234615b41657713b
saved_conductance,15404,2,adam,1000,unit_projection,6,0.6978472637278397,0.6946078177885451,0.7019462428608447,0.00019148593821521868,5bdd98c31625c7985e4fccbbd5d783b27a7ba8b79cf32865234615b41657713b
saved_conductance,15404,2,adam,1000,initial_profile_projection,6,0.934741222740644,0.9354879418852546,0.9341848795743505,0.00019148593821521868,5bdd98c31625c7985e4fccbbd5d783b27a7ba8b79cf32865234615b41657713b
saved_conductance,15404,2,adam,1000,best_fixed_rank1_q,6,0.9899633042551969,0.9894895218806158,0.9883009918158487,0.00019148593821521868,5bdd98c31625c7985e4fccbbd5d783b27a7ba8b79cf32865234615b41657713b
saved_conductance,15404,2,adam,1000,best_fixed_rank1_error,6,0.9898859525683528,0.9894109975902246,0.9883782180713927,0.00019148593821521868,5bdd98c31625c7985e4fccbbd5d783b27a7ba8b79cf32865234615b41657713b
saved_conductance,15405,0,sgd,0,unit_projection,6,0.7527125678355847,0.7501466511264948,0.7441589293581528,0.23357815886321298,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,0,sgd,0,initial_profile_projection,6,0.9919184908993732,0.991594219685015,0.9889811927527605,0.23357815886321298,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,0,sgd,0,best_fixed_rank1_q,6,0.9919817469538513,0.991609346453103,0.9889396136588996,0.23357815886321298,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,0,sgd,0,best_fixed_rank1_error,6,0.991535402562398,0.9911537763379883,0.9893835015779613,0.23357815886321298,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,0,sgd,1000,unit_projection,6,0.6648162386916747,0.6622193172274355,0.6718449302482585,0.00016976708218600619,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,0,sgd,1000,initial_profile_projection,6,0.8220904243204437,0.8221971648877304,0.8251283919619601,0.00016976708218600619,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,0,sgd,1000,best_fixed_rank1_q,6,0.9918003554273577,0.9912992736332178,0.9919509723039511,0.00016976708218600619,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,0,sgd,1000,best_fixed_rank1_error,6,0.9916877649567564,0.9911833949018959,0.9920636341226184,0.00016976708218600619,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,0,adam,0,unit_projection,6,0.7527125678355847,0.7501466511264948,0.7441589293581528,0.23357815886321298,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,0,adam,0,initial_profile_projection,6,0.9919184908993732,0.991594219685015,0.9889811927527605,0.23357815886321298,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,0,adam,0,best_fixed_rank1_q,6,0.9919817469538513,0.991609346453103,0.9889396136588996,0.23357815886321298,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,0,adam,0,best_fixed_rank1_error,6,0.991535402562398,0.9911537763379883,0.9893835015779613,0.23357815886321298,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,0,adam,1000,unit_projection,6,0.6697049866756402,0.6670495686744151,0.6820126840714849,1.573006548873123e-07,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,0,adam,1000,initial_profile_projection,6,0.8267749491171238,0.826929381521855,0.8328386830948311,1.573006548873123e-07,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,0,adam,1000,best_fixed_rank1_q,6,0.9916811916345565,0.991159022396455,0.9922034829527147,1.573006548873123e-07,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,0,adam,1000,best_fixed_rank1_error,6,0.9912910910158738,0.9907805063098742,0.9925943875349209,1.573006548873123e-07,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,1,sgd,0,unit_projection,6,0.7527125678355847,0.7501466511264948,0.7472057261631291,0.21742266296765583,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,1,sgd,0,initial_profile_projection,6,0.9919184908993732,0.991594219685015,0.9898210188688825,0.21742266296765583,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,1,sgd,0,best_fixed_rank1_q,6,0.9919817469538513,0.9916093464531031,0.98982705528907,0.21742266296765583,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,1,sgd,0,best_fixed_rank1_error,6,0.9916017822141628,0.9912042440794562,0.9902054623919722,0.21742266296765583,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,1,sgd,1000,unit_projection,6,0.6654774588980771,0.6628848673984833,0.6690356673895279,0.00019489327368670074,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,1,sgd,1000,initial_profile_projection,6,0.8229379978806255,0.8230454137945158,0.8254932611768655,0.00019489327368670074,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,1,sgd,1000,best_fixed_rank1_q,6,0.9918069766903572,0.9913070225803027,0.99090604275684,0.00019489327368670074,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,1,sgd,1000,best_fixed_rank1_error,6,0.9916898755919527,0.9912271998514218,0.9910230279672958,0.00019489327368670074,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,1,adam,0,unit_projection,6,0.7527125678355847,0.7501466511264948,0.7472057261631291,0.21742266296765583,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,1,adam,0,initial_profile_projection,6,0.9919184908993732,0.991594219685015,0.9898210188688825,0.21742266296765583,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,1,adam,0,best_fixed_rank1_q,6,0.9919817469538513,0.9916093464531031,0.98982705528907,0.21742266296765583,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,1,adam,0,best_fixed_rank1_error,6,0.9916017822141628,0.9912042440794562,0.9902054623919722,0.21742266296765583,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,1,adam,1000,unit_projection,6,0.6694704345980595,0.6668145279757025,0.6817488999425281,6.348565745996292e-07,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,1,adam,1000,initial_profile_projection,6,0.8262069934308044,0.826360924433224,0.8322165209257171,6.348565745996292e-07,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,1,adam,1000,best_fixed_rank1_q,6,0.9916805409287419,0.9911581249777568,0.9922308827882473,6.348565745996292e-07,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,1,adam,1000,best_fixed_rank1_error,6,0.9912989483330492,0.9907866317149827,0.9926132630464168,6.348565745996292e-07,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,2,sgd,0,unit_projection,6,0.7527125678355847,0.7501466511264948,0.747568965084713,0.21090124863896975,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,2,sgd,0,initial_profile_projection,6,0.9919184908993732,0.991594219685015,0.9899219631795898,0.21090124863896975,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,2,sgd,0,best_fixed_rank1_q,6,0.9919817469538513,0.9916093464531031,0.9899322355557143,0.21090124863896975,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,2,sgd,0,best_fixed_rank1_error,6,0.9916568535025886,0.9912612174241928,0.9902558331520108,0.21090124863896975,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,2,sgd,1000,unit_projection,6,0.6658516681570243,0.663260620747938,0.6702431263524407,0.000254705006607786,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,2,sgd,1000,initial_profile_projection,6,0.823505044659089,0.8236113355729715,0.8262307911675548,0.000254705006607786,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,2,sgd,1000,best_fixed_rank1_q,6,0.9918083051429761,0.9913091777310487,0.9911225362118096,0.000254705006607786,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,2,sgd,1000,best_fixed_rank1_error,6,0.9916908031760467,0.9912209676331345,0.9912399679855519,0.000254705006607786,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,2,adam,0,unit_projection,6,0.7527125678355847,0.7501466511264948,0.747568965084713,0.21090124863896975,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,2,adam,0,initial_profile_projection,6,0.9919184908993732,0.991594219685015,0.9899219631795898,0.21090124863896975,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,2,adam,0,best_fixed_rank1_q,6,0.9919817469538513,0.9916093464531031,0.9899322355557143,0.21090124863896975,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,2,adam,0,best_fixed_rank1_error,6,0.9916568535025886,0.9912612174241928,0.9902558331520108,0.21090124863896975,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,2,adam,1000,unit_projection,6,0.669375230889981,0.6667196484554678,0.6815452610190322,6.565449164282469e-07,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,2,adam,1000,initial_profile_projection,6,0.8260477942509618,0.8262012193629696,0.8319890367659086,6.565449164282469e-07,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,2,adam,1000,best_fixed_rank1_q,6,0.9916813145762641,0.9911590156271153,0.99221961878701,6.565449164282469e-07,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15405,2,adam,1000,best_fixed_rank1_error,6,0.9913072176579764,0.9907946304770756,0.9925944725352878,6.565449164282469e-07,ed8265a3b1eebdd64f348c4246254f2f17f82ccf61533fdcd8eb4bfa07d97190
saved_conductance,15406,0,sgd,0,unit_projection,6,0.723246351527714,0.7205607017827242,0.7360998143834878,0.18665107829289745,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,0,sgd,0,initial_profile_projection,6,0.9922655551445511,0.9919186630215168,0.9940341929580249,0.18665107829289745,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,0,sgd,0,best_fixed_rank1_q,6,0.9922693202103301,0.9919146521386861,0.9940681888283522,0.18665107829289745,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,0,sgd,0,best_fixed_rank1_error,6,0.9920305139156683,0.9915698764305532,0.9943079103369047,0.18665107829289745,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,0,sgd,1000,unit_projection,6,0.6884338768242281,0.6858528919046479,0.7041856477685757,0.0007437444718880079,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,0,sgd,1000,initial_profile_projection,6,0.9546668001675019,0.954824868076653,0.9559802841550415,0.0007437444718880079,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,0,sgd,1000,best_fixed_rank1_q,6,0.9920809322977485,0.9916130303764168,0.9933691516100706,0.0007437444718880079,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,0,sgd,1000,best_fixed_rank1_error,6,0.9917497721184513,0.9911929216882285,0.9937011311715398,0.0007437444718880079,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,0,adam,0,unit_projection,6,0.723246351527714,0.7205607017827242,0.7360998143834878,0.18665107829289745,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,0,adam,0,initial_profile_projection,6,0.9922655551445511,0.9919186630215168,0.9940341929580249,0.18665107829289745,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,0,adam,0,best_fixed_rank1_q,6,0.9922693202103301,0.9919146521386861,0.9940681888283522,0.18665107829289745,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,0,adam,0,best_fixed_rank1_error,6,0.9920305139156683,0.9915698764305532,0.9943079103369047,0.18665107829289745,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,0,adam,1000,unit_projection,6,0.6855932736429025,0.6829702852051127,0.700343274756799,4.600580584187134e-05,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,0,adam,1000,initial_profile_projection,6,0.9518921440928628,0.9520471691902415,0.9527507481260283,4.600580584187134e-05,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,0,adam,1000,best_fixed_rank1_q,6,0.9919873444635554,0.991511750699609,0.9933842186804552,4.600580584187134e-05,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,0,adam,1000,best_fixed_rank1_error,6,0.9917039924401215,0.9911262988254677,0.9936682843596062,4.600580584187134e-05,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,1,sgd,0,unit_projection,6,0.723246351527714,0.7205607017827242,0.736087851398686,0.1802354681915207,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,1,sgd,0,initial_profile_projection,6,0.9922655551445511,0.9919186630215168,0.9940573517444921,0.1802354681915207,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,1,sgd,0,best_fixed_rank1_q,6,0.9922693202103301,0.9919146521386861,0.9940820047958804,0.1802354681915207,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,1,sgd,0,best_fixed_rank1_error,6,0.9920599123358135,0.9916084323821344,0.9942921573717353,0.1802354681915207,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,1,sgd,1000,unit_projection,6,0.6882236601974985,0.6856448254428213,0.7038844905354015,0.0006020542486366587,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,1,sgd,1000,initial_profile_projection,6,0.9544993889541413,0.9546580633120527,0.9555243580366762,0.0006020542486366587,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,1,sgd,1000,best_fixed_rank1_q,6,0.9920836537384723,0.9916161958242984,0.9934514409588995,0.0006020542486366587,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,1,sgd,1000,best_fixed_rank1_error,6,0.9917624163083566,0.9911953292955975,0.9937734970259955,0.0006020542486366587,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,1,adam,0,unit_projection,6,0.723246351527714,0.7205607017827242,0.736087851398686,0.1802354681915207,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,1,adam,0,initial_profile_projection,6,0.9922655551445511,0.9919186630215168,0.9940573517444921,0.1802354681915207,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,1,adam,0,best_fixed_rank1_q,6,0.9922693202103301,0.9919146521386861,0.9940820047958804,0.1802354681915207,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,1,adam,0,best_fixed_rank1_error,6,0.9920599123358135,0.9916084323821344,0.9942921573717353,0.1802354681915207,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,1,adam,1000,unit_projection,6,0.6858604209746711,0.6832340173061646,0.7007076301599894,3.882851758703733e-05,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,1,adam,1000,initial_profile_projection,6,0.9519747157460828,0.9521305257173648,0.9527798093316678,3.882851758703733e-05,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,1,adam,1000,best_fixed_rank1_q,6,0.9919800750436129,0.9915037727521911,0.9933605372832034,3.882851758703733e-05,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,1,adam,1000,best_fixed_rank1_error,6,0.9916920899836694,0.9911118441727076,0.993649240647996,3.882851758703733e-05,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,2,sgd,0,unit_projection,6,0.723246351527714,0.7205607017827242,0.7317882616312041,0.15665395950615346,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,2,sgd,0,initial_profile_projection,6,0.9922655551445511,0.9919186630215168,0.9932555737846382,0.15665395950615346,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,2,sgd,0,best_fixed_rank1_q,6,0.9922693202103301,0.9919146521386861,0.9932129405723373,0.15665395950615346,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,2,sgd,0,best_fixed_rank1_error,6,0.9920297136190543,0.991667676539211,0.9934529854519025,0.15665395950615346,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,2,sgd,1000,unit_projection,6,0.6905718482255134,0.6879738093003893,0.7027805091838165,0.0002710099970627252,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,2,sgd,1000,initial_profile_projection,6,0.9550875321543095,0.9552448452713409,0.9532839916115361,0.0002710099970627252,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,2,sgd,1000,best_fixed_rank1_q,6,0.9920211789995028,0.9915540454347868,0.9936062086519152,0.0002710099970627252,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,2,sgd,1000,best_fixed_rank1_error,6,0.9915747414559899,0.9909366770825461,0.9940544995827085,0.0002710099970627252,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,2,adam,0,unit_projection,6,0.723246351527714,0.7205607017827242,0.7317882616312041,0.15665395950615346,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,2,adam,0,initial_profile_projection,6,0.9922655551445511,0.9919186630215168,0.9932555737846382,0.15665395950615346,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,2,adam,0,best_fixed_rank1_q,6,0.9922693202103301,0.9919146521386861,0.9932129405723373,0.15665395950615346,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,2,adam,0,best_fixed_rank1_error,6,0.9920297136190543,0.991667676539211,0.9934529854519025,0.15665395950615346,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,2,adam,1000,unit_projection,6,0.6855656263470564,0.6829302061640418,0.6979238272067385,1.0724681927508652e-05,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,2,adam,1000,initial_profile_projection,6,0.9515266961011541,0.9516782397650809,0.9513846209976734,1.0724681927508652e-05,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,2,adam,1000,best_fixed_rank1_q,6,0.9919614116244256,0.9914847258464233,0.9932225280661964,1.0724681927508652e-05,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15406,2,adam,1000,best_fixed_rank1_error,6,0.9917302597679867,0.9911377847615896,0.9934542207661226,1.0724681927508652e-05,3f60c047146aa81fedd8951dff81611998f7911c9d05e3e49d42f70ef37f9fdc
saved_conductance,15407,0,sgd,0,unit_projection,6,0.72379976989979,0.7206288776328764,0.7167155547892364,0.2244579513521225,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,0,sgd,0,initial_profile_projection,6,0.991097497454105,0.9905905131411277,0.9882985214496187,0.2244579513521225,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,0,sgd,0,best_fixed_rank1_q,6,0.9910975390667919,0.9905901913754769,0.9882900367398375,0.2244579513521225,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,0,sgd,0,best_fixed_rank1_error,6,0.9902407541853615,0.9899661931945466,0.9891429960013032,0.2244579513521225,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,0,sgd,1000,unit_projection,6,0.7525326442766551,0.7495851643752665,0.7637447221687019,0.0006286765963909672,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,0,sgd,1000,initial_profile_projection,6,0.9240201649391497,0.9237396280185084,0.9266394253566159,0.0006286765963909672,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,0,sgd,1000,best_fixed_rank1_q,6,0.9913306152216558,0.990932725422534,0.9928697453225885,0.0006286765963909672,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,0,sgd,1000,best_fixed_rank1_error,6,0.9910639575851456,0.99058436119345,0.9931373399234191,0.0006286765963909672,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,0,adam,0,unit_projection,6,0.72379976989979,0.7206288776328764,0.7167155547892364,0.2244579513521225,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,0,adam,0,initial_profile_projection,6,0.991097497454105,0.9905905131411277,0.9882985214496187,0.2244579513521225,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,0,adam,0,best_fixed_rank1_q,6,0.9910975390667919,0.9905901913754769,0.9882900367398375,0.2244579513521225,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,0,adam,0,best_fixed_rank1_error,6,0.9902407541853615,0.9899661931945466,0.9891429960013032,0.2244579513521225,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,0,adam,1000,unit_projection,6,0.7559090445220831,0.7529088186468951,0.7674421536214437,4.826558039580813e-07,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,0,adam,1000,initial_profile_projection,6,0.9323222722567381,0.9320568709557864,0.9352645497955022,4.826558039580813e-07,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,0,adam,1000,best_fixed_rank1_q,6,0.9912152223233662,0.9907993811790594,0.9927406167839394,4.826558039580813e-07,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,0,adam,1000,best_fixed_rank1_error,6,0.9907987696659736,0.9902907531853983,0.9931586635693128,4.826558039580813e-07,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,1,sgd,0,unit_projection,6,0.72379976989979,0.7206288776328764,0.7087714242824136,0.24326532518638597,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,1,sgd,0,initial_profile_projection,6,0.991097497454105,0.9905905131411277,0.986245150776139,0.24326532518638597,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,1,sgd,0,best_fixed_rank1_q,6,0.9910975390667919,0.9905901913754769,0.9862379387522818,0.24326532518638597,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,1,sgd,0,best_fixed_rank1_error,6,0.9899753242391227,0.9897708597317082,0.9873514596730787,0.24326532518638597,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,1,sgd,1000,unit_projection,6,0.7528783966857295,0.749928735701499,0.7645549420308182,0.00035735672033891896,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,1,sgd,1000,initial_profile_projection,6,0.9255392208327243,0.9252650324190831,0.9274782924572825,0.00035735672033891896,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,1,sgd,1000,best_fixed_rank1_q,6,0.9913199484810032,0.9909186410376128,0.9928344138361264,0.00035735672033891896,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
saved_conductance,15407,1,sgd,1000,best_fixed_rank1_error,6,0.9911035124115863,0.9906147774762095,0.993051507279847,0.00035735672033891896,1e028185c7803fdf2137a71662e2ee5e497513c57a1e25c4ffd22d5cba3eb102
