family,optimizer,rule,rate,selected_rate,common_rate,step,dictionary,field_energy_fidelity,error_weighted_energy_fidelity,eligibility_weighted_update_fidelity,population_gradient_cosine_nonroot,population_nmse
matching,sgd,sign_broadcast,0.01,True,False,1024,ancestry_K4,0.6564339835928705,0.6564180465939639,0.6725543846976747,0.7603687497962217,0.0011583619308602852
matching,sgd,sign_broadcast,0.01,True,False,1024,ancestry_K5,0.8634747976813996,0.8634644090313028,0.8628409508618168,0.9295775118692913,0.0011583619308602852
matching,sgd,sign_broadcast,0.01,True,False,1024,ancestry_K6,1.0,1.0,1.0,1.0,0.0011583619308602852
matching,sgd,sign_broadcast,0.01,True,False,1024,best_fixed_rank1_error,0.9999240122825567,0.9999274528018425,0.9999300820735575,0.9999470144852534,0.0011583619308602852
matching,sgd,sign_broadcast,0.01,True,False,1024,best_fixed_rank1_q,0.9999270383196226,0.9999244267294948,0.9999271106950068,0.9999459316133505,0.0011583619308602852
matching,sgd,sign_broadcast,0.01,True,False,1024,initial_mean_fixed,0.62276379289933,0.6228286461774997,0.6341462353019399,0.8024497971905665,0.0011583619308602852
matching,sgd,sign_broadcast,0.01,True,False,1024,initial_mean_projection,0.7628794389015361,0.7629242056052834,0.7692066282904741,0.802421407094478,0.0011583619308602852
matching,sgd,sign_broadcast,0.01,True,False,1024,uniform_projection,0.09379435317614285,0.09378452419632954,0.11075509093336496,0.15861030151534347,0.0011583619308602852
matching,sgd,sign_broadcast,0.01,True,False,1024,unit_broadcast_fixed,-3.9163496934734696,-3.917242331579909,-3.707349597811659,-0.18025730959568734,0.0011583619308602852
matching,sgd,sign_broadcast,0.03,False,True,0,ancestry_K2,0.3083582524673032,0.2973966259416334,0.24846543778421964,0.523086435353941,1.2663796137084464
matching,sgd,sign_broadcast,0.03,False,True,0,ancestry_K3,0.4685330879015724,0.46822168825946153,0.4393112297084353,0.6843914017985346,1.2663796137084464
matching,sgd,sign_broadcast,0.03,False,True,0,ancestry_K4,0.6771816499392043,0.6675946471057911,0.6482608748635483,0.8250851877227223,1.2663796137084464
matching,sgd,sign_broadcast,0.03,False,True,0,ancestry_K5,0.8243736893381384,0.826924151486202,0.8187873243389321,0.9053408013437622,1.2663796137084464
matching,sgd,sign_broadcast,0.03,False,True,0,ancestry_K6,1.0,1.0,1.0,1.0,1.2663796137084464
matching,sgd,sign_broadcast,0.03,False,True,0,best_fixed_rank1_error,0.7541662576003328,0.790313183747259,0.7584250579192309,0.8850269221861945,1.2663796137084464
matching,sgd,sign_broadcast,0.03,False,True,0,best_fixed_rank1_q,0.7637297203220822,0.7720548244719874,0.7353574758093365,0.8603346623017011,1.2663796137084464
matching,sgd,sign_broadcast,0.03,False,True,0,initial_mean_fixed,0.5420018821304391,0.5395803841021466,0.5276623638152905,0.7740700815443589,1.2663796137084464
matching,sgd,sign_broadcast,0.03,False,True,0,initial_mean_projection,0.6954598426394072,0.6760573872980016,0.6440620109151715,0.8267581768803032,1.2663796137084464
matching,sgd,sign_broadcast,0.03,False,True,0,uniform_projection,0.1449354674848665,0.13775560406139797,0.10625292972602633,0.3530227125207723,1.2663796137084464
matching,sgd,sign_broadcast,0.03,False,True,0,unit_broadcast_fixed,-6.198103180492853,-6.0111950896056365,-7.254775238279183,0.0937586679048554,1.2663796137084464
matching,sgd,sign_broadcast,0.03,False,True,1,ancestry_K2,0.30939643010031354,0.2985434510756505,0.24793013832067662,0.5170674618940521,1.223522204884064
matching,sgd,sign_broadcast,0.03,False,True,1,ancestry_K3,0.4690889882008845,0.46886366967053544,0.4377483904463806,0.6805535800117973,1.223522204884064
matching,sgd,sign_broadcast,0.03,False,True,1,ancestry_K4,0.6766158482900014,0.6672892946977933,0.645572909285203,0.8226437813666202,1.223522204884064
matching,sgd,sign_broadcast,0.03,False,True,1,ancestry_K5,0.8245027588269052,0.827033280678809,0.8172325421867705,0.9042594481280389,1.223522204884064
matching,sgd,sign_broadcast,0.03,False,True,1,ancestry_K6,1.0,1.0,1.0,1.0,1.223522204884064
matching,sgd,sign_broadcast,0.03,False,True,1,best_fixed_rank1_error,0.7570111732741812,0.7910188896271768,0.7591175964308488,0.8838114567701577,1.223522204884064
matching,sgd,sign_broadcast,0.03,False,True,1,best_fixed_rank1_q,0.766146194187032,0.7741861162663997,0.7385034979268806,0.8599431028320994,1.223522204884064
matching,sgd,sign_broadcast,0.03,False,True,1,initial_mean_fixed,0.5458582610887874,0.5435566946125769,0.5309512142635376,0.7770785579777444,1.223522204884064
matching,sgd,sign_broadcast,0.03,False,True,1,initial_mean_projection,0.6992349394792228,0.6806248202660847,0.6478838027607445,0.8300364914578775,1.223522204884064
matching,sgd,sign_broadcast,0.03,False,True,1,uniform_projection,0.14523585325120061,0.13802069364134767,0.10564016192313916,0.34574175858137746,1.223522204884064
matching,sgd,sign_broadcast,0.03,False,True,1,unit_broadcast_fixed,-6.357453476309379,-6.199494771940142,-7.4967500553952515,0.09489423123700358,1.223522204884064
matching,sgd,sign_broadcast,0.03,False,True,16,ancestry_K2,0.3207706713265359,0.31460925679337415,0.24608741046594357,0.41360419452979125,0.9070829051161388
matching,sgd,sign_broadcast,0.03,False,True,16,ancestry_K3,0.47500657202128976,0.4782900815619696,0.42371274367725925,0.5999694577443082,0.9070829051161388
matching,sgd,sign_broadcast,0.03,False,True,16,ancestry_K4,0.6766269183238768,0.675143301686377,0.6313317619988847,0.7794633464575852,0.9070829051161388
matching,sgd,sign_broadcast,0.03,False,True,16,ancestry_K5,0.831489836627898,0.8312579522545931,0.8048872767919175,0.8816670541373817,0.9070829051161388
matching,sgd,sign_broadcast,0.03,False,True,16,ancestry_K6,1.0,1.0,1.0,1.0,0.9070829051161388
matching,sgd,sign_broadcast,0.03,False,True,16,best_fixed_rank1_error,0.7874054082554063,0.7953075617842971,0.7599289545118413,0.8860097193454868,0.9070829051161388
matching,sgd,sign_broadcast,0.03,False,True,16,best_fixed_rank1_q,0.7947750568872595,0.7910108151881049,0.7569658503137553,0.8788187612831386,0.9070829051161388
matching,sgd,sign_broadcast,0.03,False,True,16,initial_mean_fixed,0.5635066274056482,0.5667298942320997,0.5501678715697867,0.777898614326258,0.9070829051161388
matching,sgd,sign_broadcast,0.03,False,True,16,initial_mean_projection,0.724785776694678,0.7171654645019385,0.6807909660224373,0.845863319104015,0.9070829051161388
matching,sgd,sign_broadcast,0.03,False,True,16,uniform_projection,0.15013701314018274,0.14553223165523496,0.10800427098209417,0.22570759823084002,0.9070829051161388
matching,sgd,sign_broadcast,0.03,False,True,16,unit_broadcast_fixed,-8.185910632871092,-8.39612898380548,-9.943309176679907,0.1362508677008985,0.9070829051161388
matching,sgd,sign_broadcast,0.03,False,True,64,ancestry_K2,0.3087808348392709,0.31240346603001135,0.2916898315425615,0.4777402818763067,0.5050940752024172
matching,sgd,sign_broadcast,0.03,False,True,64,ancestry_K3,0.4766483877645896,0.4735169584321978,0.45359577522083716,0.6141491202921194,0.5050940752024172
matching,sgd,sign_broadcast,0.03,False,True,64,ancestry_K4,0.6679537130871201,0.6630917345185992,0.6431496821055878,0.7797002861909127,0.5050940752024172
matching,sgd,sign_broadcast,0.03,False,True,64,ancestry_K5,0.8563007551824813,0.8534774341738031,0.8376453707447199,0.9022501245151089,0.5050940752024172
matching,sgd,sign_broadcast,0.03,False,True,64,ancestry_K6,1.0,1.0,1.0,1.0,0.5050940752024172
matching,sgd,sign_broadcast,0.03,False,True,64,best_fixed_rank1_error,0.875031207604492,0.875423372597032,0.860132088934324,0.9350896120639218,0.5050940752024172
matching,sgd,sign_broadcast,0.03,False,True,64,best_fixed_rank1_q,0.8833125304010396,0.8634256785352005,0.847351547714085,0.9217434863312912,0.5050940752024172
matching,sgd,sign_broadcast,0.03,False,True,64,initial_mean_fixed,0.5944426042120071,0.5848027671167634,0.5731820210992925,0.6413153740816299,0.5050940752024172
matching,sgd,sign_broadcast,0.03,False,True,64,initial_mean_projection,0.7477681941016756,0.7392936159417671,0.715961981515887,0.8060304938400767,0.5050940752024172
matching,sgd,sign_broadcast,0.03,False,True,64,uniform_projection,0.1343385879864855,0.1500787326434037,0.1436834589324574,0.2267469081858419,0.5050940752024172
matching,sgd,sign_broadcast,0.03,False,True,64,unit_broadcast_fixed,-5.665949274640596,-5.894536095313365,-5.86901362395774,0.04416764846351508,0.5050940752024172
matching,sgd,sign_broadcast,0.03,False,True,256,ancestry_K2,0.28241334406044716,0.28244067657284566,0.30010963393438284,0.3042185215908948,0.006026438725042734
matching,sgd,sign_broadcast,0.03,False,True,256,ancestry_K3,0.4512406259514208,0.4511044889830986,0.4697326116021695,0.496166609063207,0.006026438725042734
matching,sgd,sign_broadcast,0.03,False,True,256,ancestry_K4,0.6575180852776927,0.6575997421342108,0.6745984136142619,0.7330963926532486,0.006026438725042734
matching,sgd,sign_broadcast,0.03,False,True,256,ancestry_K5,0.8639181628003628,0.8639491921020488,0.8635690467331282,0.8952671486305516,0.006026438725042734
matching,sgd,sign_broadcast,0.03,False,True,256,ancestry_K6,1.0,1.0,1.0,1.0,0.006026438725042734
matching,sgd,sign_broadcast,0.03,False,True,256,best_fixed_rank1_error,0.999710447599653,0.9996949836412101,0.9996973007556971,0.9997021476256329,0.006026438725042734
matching,sgd,sign_broadcast,0.03,False,True,256,best_fixed_rank1_q,0.9997149362723847,0.9996904950886822,0.9996925906653027,0.9996983800674919,0.006026438725042734
matching,sgd,sign_broadcast,0.03,False,True,256,initial_mean_fixed,0.6252882566071385,0.6254156485851871,0.637288080630278,0.7971437398337757,0.006026438725042734
matching,sgd,sign_broadcast,0.03,False,True,256,initial_mean_projection,0.7640788283667421,0.7641628995631012,0.7708217032887683,0.7980602344948762,0.006026438725042734
matching,sgd,sign_broadcast,0.03,False,True,256,uniform_projection,0.09401547387913083,0.09410339814330437,0.1109383851775622,0.1551889982421782,0.006026438725042734
matching,sgd,sign_broadcast,0.03,False,True,256,unit_broadcast_fixed,-3.969938258024365,-3.972201385032985,-3.767970712147477,-0.09676102991673974,0.006026438725042734
matching,sgd,sign_broadcast,0.03,False,True,512,ancestry_K2,0.2821662923605503,0.28213424394620745,0.29697736154063237,0.5241601061190757,0.00029798102334435136
matching,sgd,sign_broadcast,0.03,False,True,512,ancestry_K3,0.4502436735313732,0.450087130569745,0.46853479877879955,0.6640319834744517,0.00029798102334435136
matching,sgd,sign_broadcast,0.03,False,True,512,ancestry_K4,0.6566050182453512,0.6561404969990673,0.673316657885846,0.8140588107067638,0.00029798102334435136
matching,sgd,sign_broadcast,0.03,False,True,512,ancestry_K5,0.8637375489859588,0.8635683085891239,0.8632347573118585,0.9340176615026851,0.00029798102334435136
matching,sgd,sign_broadcast,0.03,False,True,512,ancestry_K6,1.0,1.0,1.0,1.0,0.00029798102334435136
matching,sgd,sign_broadcast,0.03,False,True,512,best_fixed_rank1_error,0.9999474542631723,0.9999489151055945,0.9999547252066655,0.9999853873218869,0.00029798102334435136
matching,sgd,sign_broadcast,0.03,False,True,512,best_fixed_rank1_q,0.9999509747966815,0.9999453946062214,0.9999513733492178,0.9999835017064793,0.00029798102334435136
matching,sgd,sign_broadcast,0.03,False,True,512,initial_mean_fixed,0.6241247570604844,0.6239743830930254,0.6361378406059934,0.8640982417261046,0.00029798102334435136
matching,sgd,sign_broadcast,0.03,False,True,512,initial_mean_projection,0.7628837489574875,0.7628649857908059,0.7697223865915195,0.8639757417343599,0.00029798102334435136
matching,sgd,sign_broadcast,0.03,False,True,512,uniform_projection,0.09343515933660376,0.09348100489553837,0.11042704938602683,0.27457445744489517,0.00029798102334435136
matching,sgd,sign_broadcast,0.03,False,True,512,unit_broadcast_fixed,-3.95227786875416,-3.9465515786222243,-3.7273086668353534,0.01369265225274878,0.00029798102334435136
matching,sgd,sign_broadcast,0.03,False,True,1024,ancestry_K2,0.28198068578601415,0.28177485788920015,0.29646774335789017,0.547858373556392,0.0002684458319201735
matching,sgd,sign_broadcast,0.03,False,True,1024,ancestry_K3,0.45043336224036057,0.450605383994031,0.46889394145880015,0.678544069496658,0.0002684458319201735
matching,sgd,sign_broadcast,0.03,False,True,1024,ancestry_K4,0.6562343099125533,0.6565951551106056,0.6737440349914819,0.8237287669985095,0.0002684458319201735
matching,sgd,sign_broadcast,0.03,False,True,1024,ancestry_K5,0.863208084316649,0.8632030014024303,0.862807029544471,0.9100421299482937,0.0002684458319201735
matching,sgd,sign_broadcast,0.03,False,True,1024,ancestry_K6,1.0,1.0,1.0,1.0,0.0002684458319201735
matching,sgd,sign_broadcast,0.03,False,True,1024,best_fixed_rank1_error,0.9999488600332839,0.9999461388856685,0.9999496051134518,0.9999817960155488,0.0002684458319201735
matching,sgd,sign_broadcast,0.03,False,True,1024,best_fixed_rank1_q,0.999952129972464,0.9999428691245186,0.9999466179801975,0.9999800578831584,0.0002684458319201735
matching,sgd,sign_broadcast,0.03,False,True,1024,initial_mean_fixed,0.6239960547903836,0.6240036622126162,0.6361537375282562,0.8896196710525848,0.0002684458319201735
matching,sgd,sign_broadcast,0.03,False,True,1024,initial_mean_projection,0.762549582881752,0.7626273933892124,0.7694280468580863,0.8895419113773062,0.0002684458319201735
matching,sgd,sign_broadcast,0.03,False,True,1024,uniform_projection,0.09357427289060435,0.09358659012623442,0.11125501539971867,0.3332876563336805,0.0002684458319201735
matching,sgd,sign_broadcast,0.03,False,True,1024,unit_broadcast_fixed,-3.958604917191155,-3.956585842771209,-3.730155545477552,-0.01824583090319081,0.0002684458319201735
matching,sgd,unit_broadcast,0.01,True,False,0,ancestry_K2,0.3083582524673032,0.2973966259416334,0.24846543778421964,0.523086435353941,1.2663796137084464
matching,sgd,unit_broadcast,0.01,True,False,0,ancestry_K3,0.4685330879015724,0.46822168825946153,0.4393112297084353,0.6843914017985346,1.2663796137084464
matching,sgd,unit_broadcast,0.01,True,False,0,ancestry_K4,0.6771816499392043,0.6675946471057911,0.6482608748635483,0.8250851877227223,1.2663796137084464
matching,sgd,unit_broadcast,0.01,True,False,0,ancestry_K5,0.8243736893381384,0.826924151486202,0.8187873243389321,0.9053408013437622,1.2663796137084464
matching,sgd,unit_broadcast,0.01,True,False,0,ancestry_K6,1.0,1.0,1.0,1.0,1.2663796137084464
matching,sgd,unit_broadcast,0.01,True,False,0,best_fixed_rank1_error,0.7541662576003328,0.790313183747259,0.7584250579192309,0.8850269221861945,1.2663796137084464
matching,sgd,unit_broadcast,0.01,True,False,0,best_fixed_rank1_q,0.7637297203220822,0.7720548244719874,0.7353574758093365,0.8603346623017011,1.2663796137084464
matching,sgd,unit_broadcast,0.01,True,False,0,initial_mean_fixed,0.5420018821304391,0.5395803841021466,0.5276623638152905,0.7740700815443589,1.2663796137084464
matching,sgd,unit_broadcast,0.01,True,False,0,initial_mean_projection,0.6954598426394072,0.6760573872980016,0.6440620109151715,0.8267581768803032,1.2663796137084464
matching,sgd,unit_broadcast,0.01,True,False,0,uniform_projection,0.1449354674848665,0.13775560406139797,0.10625292972602633,0.3530227125207723,1.2663796137084464
matching,sgd,unit_broadcast,0.01,True,False,0,unit_broadcast_fixed,-6.198103180492853,-6.0111950896056365,-7.254775238279183,0.0937586679048554,1.2663796137084464
matching,sgd,unit_broadcast,0.01,True,False,1,ancestry_K2,0.30882180638404516,0.2979060535216172,0.2489509694778776,0.5247828587688421,1.2591754168570624
matching,sgd,unit_broadcast,0.01,True,False,1,ancestry_K3,0.4687364873675423,0.46834634434834166,0.4393395929001239,0.6860391088296134,1.2591754168570624
matching,sgd,unit_broadcast,0.01,True,False,1,ancestry_K4,0.676880782697833,0.6671608306253531,0.6477280186915623,0.8258195979416861,1.2591754168570624
matching,sgd,unit_broadcast,0.01,True,False,1,ancestry_K5,0.8244759723765485,0.8269891972712665,0.8186790541128245,0.9058740253811057,1.2591754168570624
matching,sgd,unit_broadcast,0.01,True,False,1,ancestry_K6,1.0,1.0,1.0,1.0,1.2591754168570624
matching,sgd,unit_broadcast,0.01,True,False,1,best_fixed_rank1_error,0.7544819621744654,0.790403487304823,0.7584844219186059,0.8849610797759935,1.2591754168570624
matching,sgd,unit_broadcast,0.01,True,False,1,best_fixed_rank1_q,0.7639511108944393,0.7724316587342657,0.7355446819121382,0.8606327858313245,1.2591754168570624
matching,sgd,unit_broadcast,0.01,True,False,1,initial_mean_fixed,0.5421239991769838,0.5398890104994497,0.5278293745223553,0.7735804049961594,1.2591754168570624
matching,sgd,unit_broadcast,0.01,True,False,1,initial_mean_projection,0.6952870483843123,0.6759426229765502,0.6437901477889023,0.8267763461667494,1.2591754168570624
matching,sgd,unit_broadcast,0.01,True,False,1,uniform_projection,0.14491578329151883,0.1376892473971685,0.10611424726813183,0.3539592278821077,1.2591754168570624
matching,sgd,unit_broadcast,0.01,True,False,1,unit_broadcast_fixed,-6.23740038763709,-6.048526451099534,-7.301328879024001,0.0922668806878364,1.2591754168570624
matching,sgd,unit_broadcast,0.01,True,False,16,ancestry_K2,0.3161711789898523,0.30758545760933087,0.25856400895819237,0.5323369986464523,1.1683149451399224
matching,sgd,unit_broadcast,0.01,True,False,16,ancestry_K3,0.4720659934022186,0.47233663273201654,0.44182695195341787,0.6984680545669104,1.1683149451399224
matching,sgd,unit_broadcast,0.01,True,False,16,ancestry_K4,0.6767521196326718,0.6689550955294256,0.6473566554201653,0.8348786673463062,1.1683149451399224
matching,sgd,unit_broadcast,0.01,True,False,16,ancestry_K5,0.8270421709275748,0.8292408132191845,0.8167073609591821,0.9098201886490733,1.1683149451399224
matching,sgd,unit_broadcast,0.01,True,False,16,ancestry_K6,1.0,1.0,1.0,1.0,1.1683149451399224
matching,sgd,unit_broadcast,0.01,True,False,16,best_fixed_rank1_error,0.7625775667834016,0.7932544631374723,0.7621993073240294,0.8866473671283206,1.1683149451399224
matching,sgd,unit_broadcast,0.01,True,False,16,best_fixed_rank1_q,0.770387476574099,0.7814561501438422,0.7480485965930073,0.8749602997127717,1.1683149451399224
matching,sgd,unit_broadcast,0.01,True,False,16,initial_mean_fixed,0.5445734806055308,0.5466166618796399,0.5326347682310161,0.7704124190734998,1.1683149451399224
matching,sgd,unit_broadcast,0.01,True,False,16,initial_mean_projection,0.6936463780175046,0.6773507099805781,0.6428631987695456,0.8220210464755852,1.1683149451399224
matching,sgd,unit_broadcast,0.01,True,False,16,uniform_projection,0.14808627108073705,0.14124316105492032,0.11111498492565045,0.3615584160219495,1.1683149451399224
matching,sgd,unit_broadcast,0.01,True,False,16,unit_broadcast_fixed,-6.708554328959467,-6.521128026623801,-7.912596531879153,0.07232788886116541,1.1683149451399224
matching,sgd,unit_broadcast,0.01,True,False,64,ancestry_K2,0.3510722164541807,0.3463843229762924,0.3163363716096654,0.5274716392039875,1.0286259052930726
matching,sgd,unit_broadcast,0.01,True,False,64,ancestry_K3,0.5049784582154546,0.5073689655827488,0.48542454363924364,0.701522860502012,1.0286259052930726
matching,sgd,unit_broadcast,0.01,True,False,64,ancestry_K4,0.7082477925348313,0.712473698619388,0.6907778010402301,0.8362533235121878,1.0286259052930726
matching,sgd,unit_broadcast,0.01,True,False,64,ancestry_K5,0.8542738949115295,0.8594202237481114,0.8329924185231985,0.8895919425005863,1.0286259052930726
matching,sgd,unit_broadcast,0.01,True,False,64,ancestry_K6,1.0,1.0,1.0,1.0,1.0286259052930726
matching,sgd,unit_broadcast,0.01,True,False,64,best_fixed_rank1_error,0.7705710390024162,0.7888613003485769,0.7638318766829963,0.890810672141563,1.0286259052930726
matching,sgd,unit_broadcast,0.01,True,False,64,best_fixed_rank1_q,0.7777218697618536,0.7797226455059223,0.757143764427575,0.8900435330880357,1.0286259052930726
matching,sgd,unit_broadcast,0.01,True,False,64,initial_mean_fixed,0.4200335012206936,0.43668584602896826,0.41672312600798733,0.723642865849129,1.0286259052930726
matching,sgd,unit_broadcast,0.01,True,False,64,initial_mean_projection,0.6629968347800571,0.6536841482457738,0.6287992825771935,0.7790395300215038,1.0286259052930726
matching,sgd,unit_broadcast,0.01,True,False,64,uniform_projection,0.169604023630949,0.1615971474673394,0.14306602211861658,0.3450794467519957,1.0286259052930726
matching,sgd,unit_broadcast,0.01,True,False,64,unit_broadcast_fixed,-8.844391555724663,-8.581067167333446,-9.79919465805223,-0.023858079033943613,1.0286259052930726
matching,sgd,unit_broadcast,0.01,True,False,256,ancestry_K2,0.6560707029615792,0.6532200264741599,0.6880661325264883,0.7078928602148801,0.5749010503957527
matching,sgd,unit_broadcast,0.01,True,False,256,ancestry_K3,0.7835606582367557,0.7840414144874774,0.7866060590711996,0.8105930576249525,0.5749010503957527
matching,sgd,unit_broadcast,0.01,True,False,256,ancestry_K4,0.8908695367622101,0.8853105872788237,0.8992229725227314,0.9111933784263794,0.5749010503957527
matching,sgd,unit_broadcast,0.01,True,False,256,ancestry_K5,0.944407490620498,0.9381932690261998,0.9367909947881146,0.9530649297532519,0.5749010503957527
matching,sgd,unit_broadcast,0.01,True,False,256,ancestry_K6,1.0,1.0,1.0,1.0,0.5749010503957527
matching,sgd,unit_broadcast,0.01,True,False,256,best_fixed_rank1_error,0.8726222487048496,0.883089064977122,0.8893661348605845,0.9307845635898367,0.5749010503957527
matching,sgd,unit_broadcast,0.01,True,False,256,best_fixed_rank1_q,0.882947088052313,0.8733763777561576,0.8790203880341629,0.9114244813004294,0.5749010503957527
matching,sgd,unit_broadcast,0.01,True,False,256,initial_mean_fixed,-2.5949733808763167,-2.6314856076606272,-3.40977868982849,0.13599317520345897,0.5749010503957527
matching,sgd,unit_broadcast,0.01,True,False,256,initial_mean_projection,0.4177041537124254,0.41986868069049627,0.45541737075187044,0.6346667448937358,0.5749010503957527
matching,sgd,unit_broadcast,0.01,True,False,256,uniform_projection,0.5215635229437379,0.507002380808386,0.5466367333312143,0.5603006510350534,0.5749010503957527
matching,sgd,unit_broadcast,0.01,True,False,256,unit_broadcast_fixed,-16.15821694531683,-17.081284708361498,-16.186501695231705,0.3920856574015485,0.5749010503957527
matching,sgd,unit_broadcast,0.01,True,False,512,ancestry_K2,0.9351835769308909,0.9335420796589464,0.943898451395017,0.9592501263019372,0.10019081066571725
matching,sgd,unit_broadcast,0.01,True,False,512,ancestry_K3,0.9557224656457765,0.9546633137736193,0.9569756967859473,0.9712330412528127,0.10019081066571725
matching,sgd,unit_broadcast,0.01,True,False,512,ancestry_K4,0.9649306923508252,0.9645089689884836,0.9694325731959215,0.9885946659334763,0.10019081066571725
matching,sgd,unit_broadcast,0.01,True,False,512,ancestry_K5,0.980764240202037,0.9805411902151834,0.9826070003004043,0.9939103003722055,0.10019081066571725
matching,sgd,unit_broadcast,0.01,True,False,512,ancestry_K6,1.0,1.0,1.0,1.0,0.10019081066571725
matching,sgd,unit_broadcast,0.01,True,False,512,best_fixed_rank1_error,0.9937494117521117,0.9959664640620846,0.9974712105934147,0.9966088997776845,0.10019081066571725
matching,sgd,unit_broadcast,0.01,True,False,512,best_fixed_rank1_q,0.9950380131330216,0.9946297487383671,0.9967847533609925,0.9948555195544115,0.10019081066571725
matching,sgd,unit_broadcast,0.01,True,False,512,initial_mean_fixed,-0.9029940046961284,-0.9162372250374536,-1.629178903672297,-0.21093642776709212,0.10019081066571725
matching,sgd,unit_broadcast,0.01,True,False,512,initial_mean_projection,0.26553768639475595,0.2656964082644982,0.2897153901245694,0.19738589042821209,0.10019081066571725
matching,sgd,unit_broadcast,0.01,True,False,512,uniform_projection,0.9008183032431548,0.8956102669383439,0.9046235402374803,0.9578746240705167,0.10019081066571725
matching,sgd,unit_broadcast,0.01,True,False,512,unit_broadcast_fixed,-3.165713986853706,-3.2265015321516053,-3.298154495848805,0.9571478093552477,0.10019081066571725
matching,sgd,unit_broadcast,0.01,True,False,1024,ancestry_K2,0.9552004613845082,0.9552370690834637,0.9573739101071432,0.9843487396658757,0.005631450685539367
matching,sgd,unit_broadcast,0.01,True,False,1024,ancestry_K3,0.9647245331108127,0.9647670987811239,0.9662559003417905,0.9887758686519359,0.005631450685539367
matching,sgd,unit_broadcast,0.01,True,False,1024,ancestry_K4,0.9700396865619705,0.9700521700110591,0.9724454717954261,0.9908122259450355,0.005631450685539367
matching,sgd,unit_broadcast,0.01,True,False,1024,ancestry_K5,0.9821873204595087,0.9821995055025836,0.9844622173254096,0.9947449531878533,0.005631450685539367
matching,sgd,unit_broadcast,0.01,True,False,1024,ancestry_K6,1.0,1.0,1.0,1.0,0.005631450685539367
matching,sgd,unit_broadcast,0.01,True,False,1024,best_fixed_rank1_error,0.9998987023143092,0.9999081024074519,0.9999195036962517,0.9999816448733462,0.005631450685539367
matching,sgd,unit_broadcast,0.01,True,False,1024,best_fixed_rank1_q,0.9999036774588863,0.99990312712458,0.999915210765755,0.9999822450051464,0.005631450685539367
matching,sgd,unit_broadcast,0.01,True,False,1024,initial_mean_fixed,-0.7642888687236984,-0.7637846487671043,-1.4568821164147383,-0.06730488356578002,0.005631450685539367
matching,sgd,unit_broadcast,0.01,True,False,1024,initial_mean_projection,0.2457167672109922,0.24575309254300928,0.29509176295396233,0.021248156741666795,0.005631450685539367
matching,sgd,unit_broadcast,0.01,True,False,1024,uniform_projection,0.9297508881745719,0.9297338661833233,0.9255307632844098,0.9791861629547258,0.005631450685539367
matching,sgd,unit_broadcast,0.01,True,False,1024,unit_broadcast_fixed,-2.416160419915377,-2.4160052422920586,-2.4473064386325927,0.9791263559048687,0.005631450685539367
matching,sgd,unit_broadcast,0.03,False,True,0,ancestry_K2,0.3083582524673032,0.2973966259416334,0.24846543778421964,0.523086435353941,1.2663796137084464
matching,sgd,unit_broadcast,0.03,False,True,0,ancestry_K3,0.4685330879015724,0.46822168825946153,0.4393112297084353,0.6843914017985346,1.2663796137084464
matching,sgd,unit_broadcast,0.03,False,True,0,ancestry_K4,0.6771816499392043,0.6675946471057911,0.6482608748635483,0.8250851877227223,1.2663796137084464
matching,sgd,unit_broadcast,0.03,False,True,0,ancestry_K5,0.8243736893381384,0.826924151486202,0.8187873243389321,0.9053408013437622,1.2663796137084464
matching,sgd,unit_broadcast,0.03,False,True,0,ancestry_K6,1.0,1.0,1.0,1.0,1.2663796137084464
matching,sgd,unit_broadcast,0.03,False,True,0,best_fixed_rank1_error,0.7541662576003328,0.790313183747259,0.7584250579192309,0.8850269221861945,1.2663796137084464
matching,sgd,unit_broadcast,0.03,False,True,0,best_fixed_rank1_q,0.7637297203220822,0.7720548244719874,0.7353574758093365,0.8603346623017011,1.2663796137084464
matching,sgd,unit_broadcast,0.03,False,True,0,initial_mean_fixed,0.5420018821304391,0.5395803841021466,0.5276623638152905,0.7740700815443589,1.2663796137084464
matching,sgd,unit_broadcast,0.03,False,True,0,initial_mean_projection,0.6954598426394072,0.6760573872980016,0.6440620109151715,0.8267581768803032,1.2663796137084464
matching,sgd,unit_broadcast,0.03,False,True,0,uniform_projection,0.1449354674848665,0.13775560406139797,0.10625292972602633,0.3530227125207723,1.2663796137084464
matching,sgd,unit_broadcast,0.03,False,True,0,unit_broadcast_fixed,-6.198103180492853,-6.0111950896056365,-7.254775238279183,0.0937586679048554,1.2663796137084464
matching,sgd,unit_broadcast,0.03,False,True,1,ancestry_K2,0.3097617820777259,0.2989615982541987,0.24996608314912297,0.5278264778331574,1.2452933916956577
matching,sgd,unit_broadcast,0.03,False,True,1,ancestry_K3,0.4691650164991956,0.4686265780583471,0.43940683471923414,0.6890476598885333,1.2452933916956577
matching,sgd,unit_broadcast,0.03,False,True,1,ancestry_K4,0.6762965888189667,0.6663413498663979,0.6466751620950426,0.8271773492235699,1.2452933916956577
matching,sgd,unit_broadcast,0.03,False,True,1,ancestry_K5,0.8247084535706403,0.8271220114082487,0.8183763916262089,0.9067598586261212,1.2452933916956577
matching,sgd,unit_broadcast,0.03,False,True,1,ancestry_K6,1.0,1.0,1.0,1.0,1.2452933916956577
