membrane_resistance_ohm_cm2,background_leak_multiplier,dose_scheme,dose_value,perturbation,n_cells,mean_localization_index,ci95_low_localization_index,ci95_high_localization_index,mean_signed_localization,ci95_low_signed_localization,ci95_high_signed_localization,mean_descendant_attenuated_fraction,ci95_low_descendant_attenuated_fraction,ci95_high_descendant_attenuated_fraction,mean_descendant_enhanced_fraction,ci95_low_descendant_enhanced_fraction,ci95_high_descendant_enhanced_fraction,mean_descendant_sign_flip_fraction,ci95_low_descendant_sign_flip_fraction,ci95_high_descendant_sign_flip_fraction,mean_descendant_gradient_energy_ratio,ci95_low_descendant_gradient_energy_ratio,ci95_high_descendant_gradient_energy_ratio,mean_transport_selectivity,ci95_low_transport_selectivity,ci95_high_transport_selectivity,mean_local_input_resistance_gohm,ci95_low_local_input_resistance_gohm,ci95_high_local_input_resistance_gohm
1000,4,fixed_absolute_ns,0.05,matched additive,8,0.0001977158835,0.0001332919571,0.0002587900138,0.0001977158835,0.0001342993871,0.0002584342861,0,0,0,1,1,1,0,0,0,1.000891018,1.000825671,1.000949836,91.99979287,47.02889636,140.4494623,0.03984146179,0.03789396559,0.04215278966
1000,4,fixed_absolute_ns,0.5,focal shunt,8,0.01634291396,0.0153443042,0.01753717502,-0.01634291396,-0.01754561301,-0.0153262648,1,1,1,0,0,0,0,0,0,0.9698356117,0.9679921593,0.971328775,91.99979287,47.27949115,141.7052633,0.03984146179,0.03787803931,0.04218848262
1000,4,fixed_absolute_ns,0.5,matched additive,8,0.00197302158,0.001341297802,0.002588021272,0.00197302158,0.00133027359,0.002570272855,0,0,0,1,1,1,0,0,0,1.008934673,1.008278144,1.009516269,91.99979287,46.609724,142.1907807,0.03984146179,0.03791259388,0.04218661527
1000,4,fixed_absolute_ns,5,focal shunt,8,0.1512445351,0.1428003991,0.1614171956,-0.1512445351,-0.161275669,-0.1426652806,1,1,1,0,0,0,0,0,0,0.7545612315,0.7425114569,0.764893667,91.99979287,46.94589959,141.189299,0.03984146179,0.03789534823,0.04215138254
1000,4,fixed_absolute_ns,5,matched additive,8,0.01933290183,0.01321168134,0.02519991821,0.01933290183,0.01320603296,0.02521373594,0,0,0,1,1,1,0,0,0,1.091796095,1.084624037,1.097977699,91.99979287,46.60579227,141.3757455,0.03984146179,0.03788283591,0.04220954469
1000,4,input_conductance_normalized,0.25,focal shunt,8,0.1859845595,0.1826949494,0.1890903849,-0.1859845595,-0.1890872557,-0.1827343699,1,1,1,0,0,0,0,0,0,0.6954595007,0.692617268,0.6982106534,91.99979287,47.27949115,141.6744597,0.03984146179,0.03787803931,0.04221141205
1000,4,input_conductance_normalized,0.25,matched additive,8,0.02049690177,0.01452214673,0.02621199301,0.02049690177,0.01453736975,0.02624318991,0,0,0,1,1,1,0,0,0,1.107351247,1.101465533,1.112938246,91.99979287,47.03123511,141.4626584,0.03984146179,0.03791446124,0.04217995743
1000,4,input_conductance_normalized,1,focal shunt,8,0.5983668884,0.588862604,0.6072582738,-0.5983668884,-0.6072155106,-0.5888752255,1,1,1,0,0,0,0,0,0,0.3073952466,0.3047779755,0.3101625616,91.99979287,46.93007517,141.4318549,0.03984146179,0.03787803931,0.04216200516
1000,4,input_conductance_normalized,1,matched additive,8,0.07789495251,0.0560360909,0.09914092089,0.07789495251,0.05563742864,0.09902608013,0,0,0,1,1,1,0,0,0,1.465591409,1.437992968,1.491383227,91.99979287,46.78863025,141.7052633,0.03984146179,0.03788283591,0.04214272468
1000,4,input_conductance_normalized,4,focal shunt,8,1.453357802,1.434659598,1.470582569,-1.453357802,-1.470782406,-1.434659647,1,1,1,0,0,0,0,0,0,0.05562636488,0.05500917144,0.05635098749,91.99979287,46.85036994,142.3750304,0.03984146179,0.03786448792,0.04216386045
1000,4,input_conductance_normalized,4,matched additive,8,0.2652841615,0.1926946816,0.330392827,0.2652841615,0.1922037384,0.3307578873,0,0,0,1,1,1,0,0,0,3.441348368,3.271928893,3.597206519,91.99979287,46.79426054,140.6759653,0.03984146179,0.03789534989,0.04215134646
1000,4,relative_local,0.25,focal shunt,8,0.03319496566,0.02589871406,0.0407849636,-0.03319496566,-0.04074126137,-0.0259309055,1,1,1,0,0,0,0,0,0,0.9431019105,0.9316983698,0.9539837747,91.99979287,47.18829908,141.1345923,0.03984146179,0.03788602098,0.04214903095
1000,4,relative_local,0.25,matched additive,8,0.004796914536,0.002859417924,0.006919576946,0.004796914536,0.002880478559,0.006961049704,0,0,0,1,1,1,0,0,0,1.019951295,1.014689003,1.025728869,91.99979287,47.76274193,142.1162829,0.03984146179,0.03787803931,0.04222205867
1000,4,relative_local,1,focal shunt,8,0.1212849137,0.0968419635,0.1457493905,-0.1212849137,-0.1458373256,-0.09716664367,1,1,1,0,0,0,0,0,0,0.8171464731,0.7892623752,0.8467619639,91.99979287,46.50736669,141.3393117,0.03984146179,0.03788602098,0.04220954469
1000,4,relative_local,1,matched additive,8,0.01856043861,0.01130472034,0.02644038979,0.01856043861,0.011318877,0.02664697468,0,0,0,1,1,1,0,0,0,1.083023681,1.060176934,1.108143553,91.99979287,47.27188104,141.9459582,0.03984146179,0.03789534989,0.04217354693
1000,4,relative_local,2,focal shunt,8,0.2201208287,0.1790455487,0.260641759,-0.2201208287,-0.2605340277,-0.1793658924,1,1,1,0,0,0,0,0,0,0.7054174113,0.669894563,0.7441995487,91.99979287,47.37812208,140.9486041,0.03984146179,0.03790529761,0.04217978672
1000,4,relative_local,2,matched additive,8,0.03568271256,0.02198288163,0.05031744746,0.03568271256,0.02215964842,0.05052486537,0,0,0,1,1,1,0,0,0,1.174630031,1.124935815,1.229142364,91.99979287,47.03123511,140.3938652,0.03984146179,0.03788602098,0.04211728132
15000,0,fixed_absolute_ns,0.05,focal shunt,8,0.002007066394,0.001723663408,0.002275846673,-0.002007066394,-0.002276766676,-0.001725503414,1,1,1,0,0,0,0,0,0,0.9845046246,0.9810488554,0.987644516,1.940802623,1.630754488,2.258358634,0.2127262309,0.1834343224,0.2431452532
15000,0,fixed_absolute_ns,0.05,matched additive,8,0.00255347085,0.001949675083,0.00312666102,0.00255347085,0.00194556783,0.00312666102,0,0,0,1,1,1,0,0,0,1.005601125,1.004297872,1.006753849,1.940802623,1.634501037,2.250946663,0.2127262309,0.1831017616,0.2432029702
15000,0,fixed_absolute_ns,0.5,focal shunt,8,0.02090024754,0.01782198269,0.02383487937,-0.02090024754,-0.02380922917,-0.01784802905,1,1,1,0,0,0,0,0,0,0.8609727041,0.8338717924,0.8860269799,1.940802623,1.636485786,2.256728941,0.2127262309,0.183348447,0.2432911872
15000,0,fixed_absolute_ns,0.5,matched additive,8,0.02481558613,0.01907490352,0.03016571929,0.02481558613,0.01914573936,0.03014963673,0,0,0,1,1,1,0,0,0,1.057606545,1.043778133,1.070248884,1.940802623,1.632997117,2.256728941,0.2127262309,0.1835296217,0.2435363742
15000,0,fixed_absolute_ns,5,focal shunt,8,0.20819389,0.1793714282,0.2306702447,-0.20819389,-0.2306702447,-0.178766428,1,1,1,0,0,0,0,0,0,0.3401050015,0.2832843935,0.3969096828,1.940802623,1.635290122,2.25684051,0.2127262309,0.1833393769,0.2434561605
15000,0,fixed_absolute_ns,5,matched additive,8,0.2020848575,0.159971589,0.2369329461,0.2020848575,0.1601968968,0.2377369812,0,0,0,1,1,1,0,0,0,1.735594629,1.529350887,1.95834482,1.940802623,1.635237562,2.26286944,0.2127262309,0.1834344106,0.2433856142
15000,0,input_conductance_normalized,0.25,focal shunt,8,0.04412871684,0.03663175333,0.05031181151,-0.04412871684,-0.05025220693,-0.03665903272,1,1,1,0,0,0,0,0,0,0.7061734181,0.6898481264,0.7208239469,1.940802623,1.634957163,2.259640905,0.2127262309,0.1830015525,0.2435363742
15000,0,input_conductance_normalized,0.25,matched additive,8,0.05036805787,0.03811012419,0.06187634583,0.05036805787,0.0377285234,0.06185691325,0,0,0,1,1,1,0,0,0,1.118702079,1.088058785,1.146742702,1.940802623,1.632899029,2.258358634,0.2127262309,0.1841850846,0.2435358615
15000,0,input_conductance_normalized,1,focal shunt,8,0.1806099219,0.1490086519,0.2071575037,-0.1806099219,-0.207324149,-0.1485853885,1,1,1,0,0,0,0,0,0,0.3312351412,0.3130791824,0.3480531219,1.940802623,1.636807392,2.26286944,0.2127262309,0.1831017616,0.2431146954
15000,0,input_conductance_normalized,1,matched additive,8,0.1809717676,0.1386140508,0.2199800039,0.1809717676,0.1392261117,0.2199800039,0,0,0,1,1,1,0,0,0,1.531815922,1.389520899,1.662956801,1.940802623,1.627116751,2.25458732,0.2127262309,0.1835850824,0.2435363742
15000,0,input_conductance_normalized,4,focal shunt,8,0.6064128751,0.5092873392,0.6899738143,-0.6064128751,-0.6908153522,-0.5099667558,1,1,1,0,0,0,0,0,0,0.06890007482,0.06358849527,0.07357405798,1.940802623,1.63261796,2.258266742,0.2127262309,0.1831071637,0.2432887715
15000,0,input_conductance_normalized,4,matched additive,8,0.5403047787,0.4287001002,0.6390043111,0.5403047787,0.4293037711,0.6399660247,0,0,0,1,1,1,0,0,0,4.039385402,3.134264553,4.866638965,1.940802623,1.63076498,2.258344298,0.2127262309,0.1833393769,0.2431092659
15000,0,relative_local,0.25,focal shunt,8,0.00172303203,0.0006084498515,0.003165035129,-0.00172303203,-0.003156960814,-0.000598834564,1,1,1,0,0,0,0,0,0,0.9931850946,0.9893099767,0.9963699797,1.940802623,1.635290122,2.259067474,0.2127262309,0.1836062529,0.2437163069
15000,0,relative_local,0.25,matched additive,8,0.002365482324,0.0007617460948,0.0046995292,0.002365482324,0.0007629276033,0.004744914713,0,0,0,1,1,1,0,0,0,1.005130814,1.001645761,1.010198285,1.940802623,1.629507844,2.260637303,0.2127262309,0.1831014055,0.2437964887
15000,0,relative_local,1,focal shunt,8,0.007214582983,0.002448132432,0.013435392,-0.007214582983,-0.0133726382,-0.002453106295,1,1,1,0,0,0,0,0,0,0.9740938006,0.9602069453,0.9857256242,1.940802623,1.629507844,2.257302372,0.2127262309,0.1832534132,0.2434755868
15000,0,relative_local,1,matched additive,8,0.008957368211,0.003023886643,0.01758392587,0.008957368211,0.002975959798,0.01764724294,0,0,0,1,1,1,0,0,0,1.021759422,1.006703257,1.044280178,1.940802623,1.635290122,2.26286944,0.2127262309,0.1834343224,0.243291215
15000,0,relative_local,2,focal shunt,8,0.01444323153,0.004944660585,0.02693104734,-0.01444323153,-0.02706355252,-0.0049489532,1,1,1,0,0,0,0,0,0,0.9520374388,0.9280400962,0.9716752896,1.940802623,1.633257251,2.256112162,0.2127262309,0.1837781802,0.2430511563
15000,0,relative_local,2,matched additive,8,0.01685573049,0.005965152374,0.03229471593,0.01685573049,0.006035221538,0.03236715629,0,0,0,1,1,1,0,0,0,1.046815285,1.013480137,1.096646467,1.940802623,1.636127564,2.260584744,0.2127262309,0.1837781802,0.2435633064
15000,1,fixed_absolute_ns,0.05,focal shunt,8,0.002682346055,0.002291789924,0.003003901518,-0.002682346055,-0.002998847565,-0.002292069145,1,1,1,0,0,0,0,0,0,0.9877741554,0.9859212868,0.9895206201,2.579429441,2.05534564,3.108266129,0.1579184826,0.1417695115,0.1759672288
15000,1,fixed_absolute_ns,0.05,matched additive,8,0.001568213574,0.001212758624,0.001877691089,0.001568213574,0.001212758624,0.001877691089,0,0,0,1,1,1,0,0,0,1.003446668,1.002699312,1.004081209,2.579429441,2.060339759,3.123609244,0.1579184826,0.1418878563,0.1757857324
15000,1,fixed_absolute_ns,0.5,focal shunt,8,0.02670679965,0.02284130012,0.02989275036,-0.02670679965,-0.02985134192,-0.02286573312,1,1,1,0,0,0,0,0,0,0.888119096,0.8723854534,0.9029379619,2.579429441,2.055348136,3.109529046,0.1579184826,0.1415945247,0.1760685582
15000,1,fixed_absolute_ns,0.5,matched additive,8,0.01542658988,0.01188402701,0.01843365681,0.01542658988,0.01187552519,0.01841908832,0,0,0,1,1,1,0,0,0,1.03501824,1.027259516,1.041582983,2.579429441,2.042768537,3.123291174,0.1579184826,0.1417091374,0.1759493434
15000,1,fixed_absolute_ns,5,focal shunt,8,0.2376763359,0.2070280232,0.2600004529,-0.2376763359,-0.2600638328,-0.2067123785,1,1,1,0,0,0,0,0,0,0.4077101667,0.3622374178,0.4525704923,2.579429441,2.063594543,3.118535791,0.1579184826,0.1415945247,0.1755081257
15000,1,fixed_absolute_ns,5,matched additive,8,0.1348979041,0.106427183,0.1576948874,0.1348979041,0.1063241786,0.1577695118,0,0,0,1,1,1,0,0,0,1.405338799,1.307602948,1.49579735,2.579429441,2.06232522,3.113330792,0.1579184826,0.1416554618,0.1755081257
15000,1,input_conductance_normalized,0.25,focal shunt,8,0.07384101868,0.06252946082,0.08329223666,-0.07384101868,-0.08324769231,-0.06252123577,1,1,1,0,0,0,0,0,0,0.69257318,0.6814538132,0.7026286201,2.579429441,2.057989369,3.113330792,0.1579184826,0.1418036038,0.1761060154
15000,1,input_conductance_normalized,0.25,matched additive,8,0.04128248263,0.03174691404,0.04966820171,0.04128248263,0.03167721272,0.04966819453,0,0,0,1,1,1,0,0,0,1.095756173,1.074198757,1.115198165,2.579429441,2.057989369,3.120476842,0.1579184826,0.1415561071,0.1761060154
15000,1,input_conductance_normalized,1,focal shunt,8,0.2728050837,0.2323117985,0.3067656012,-0.2728050837,-0.306944663,-0.2324931383,1,1,1,0,0,0,0,0,0,0.3115341162,0.2999917737,0.3218636576,2.579429441,2.056740729,3.113330792,0.1579184826,0.1414949915,0.1759109258
15000,1,input_conductance_normalized,1,matched additive,8,0.1518290905,0.1187166161,0.1820337109,0.1518290905,0.118596305,0.1812494051,0,0,0,1,1,1,0,0,0,1.417854617,1.318681482,1.505179137,2.579429441,2.05883916,3.123299126,0.1579184826,0.1418027655,0.1761285349
15000,1,input_conductance_normalized,4,focal shunt,8,0.8126814862,0.7088581184,0.9015300014,-0.8126814862,-0.8986894497,-0.7100394634,1,1,1,0,0,0,0,0,0,0.06029670201,0.05725158488,0.06286614576,2.579429441,2.055348136,3.120428944,0.1579184826,0.1416545013,0.1759672288
15000,1,input_conductance_normalized,4,matched additive,8,0.4749701705,0.3803756779,0.554546729,0.4749701705,0.3819492233,0.5563445641,0,0,0,1,1,1,0,0,0,3.228697291,2.649859724,3.752527344,2.579429441,2.06213168,3.105084385,0.1579184826,0.141594224,0.1760675978
15000,1,relative_local,0.25,focal shunt,8,0.003429533383,0.001390337634,0.006079030012,-0.003429533383,-0.006115399289,-0.001390337634,1,1,1,0,0,0,0,0,0,0.9901484375,0.9844921104,0.9946448434,2.579429441,2.06010352,3.1261494,0.1579184826,0.1417700745,0.1762852068
15000,1,relative_local,0.25,matched additive,8,0.002175671874,0.0007918807478,0.004134759295,0.002175671874,0.0008003285218,0.004162429289,0,0,0,1,1,1,0,0,0,1.004705968,1.001762037,1.008855501,2.579429441,2.061496112,3.109839768,0.1579184826,0.1414270941,0.1757246174
15000,1,relative_local,1,focal shunt,8,0.01335467917,0.005548771825,0.02341498119,-0.01335467917,-0.02314832389,-0.005512760193,1,1,1,0,0,0,0,0,0,0.9645866183,0.9467967103,0.978843592,2.579429441,2.057376296,3.1261494,0.1579184826,0.1415438177,0.1758538945
15000,1,relative_local,1,matched additive,8,0.008333424065,0.003184969042,0.01567638446,0.008333424065,0.003210544,0.01562361706,0,0,0,1,1,1,0,0,0,1.019699925,1.007057453,1.037805873,2.579429441,2.062330183,3.113330792,0.1579184826,0.1417091374,0.1756160261
15000,1,relative_local,2,focal shunt,8,0.02551435602,0.0110338451,0.04441829266,-0.02551435602,-0.04385369424,-0.01112717671,1,1,1,0,0,0,0,0,0,0.936692012,0.9098661951,0.9592512343,2.579429441,2.069428335,3.1261494,0.1579184826,0.1414222058,0.1758455051
15000,1,relative_local,2,matched additive,8,0.01586091333,0.006374658137,0.02908881103,0.01586091333,0.006409336875,0.02927417865,0,0,0,1,1,1,0,0,0,1.041735992,1.014257895,1.081947425,2.579429441,2.061496112,3.113330792,0.1579184826,0.1416168343,0.1758550141
15000,4,fixed_absolute_ns,0.05,focal shunt,8,0.002822406381,0.002458200813,0.003097845041,-0.002822406381,-0.003092808308,-0.002458722567,1,1,1,0,0,0,0,0,0,0.9911920071,0.990454502,0.9918933044,4.519725516,3.293885091,5.801544229,0.1087176157,0.1021292804,0.1163828858
15000,4,fixed_absolute_ns,0.05,matched additive,8,0.0008859299258,0.0006852841658,0.001045299908,0.0008859299258,0.0006809343162,0.001045186991,0,0,0,1,1,1,0,0,0,1.001996851,1.001628135,1.002286678,4.519725516,3.278861758,5.801550866,0.1087176157,0.1020472965,0.1165688508
15000,4,fixed_absolute_ns,0.5,focal shunt,8,0.02781141273,0.02432202735,0.03046005679,-0.02781141273,-0.03043903944,-0.02423561942,1,1,1,0,0,0,0,0,0,0.9176770683,0.911038902,0.9242073799,4.519725516,3.289110486,5.796728256,0.1087176157,0.1021037951,0.1167025409
15000,4,fixed_absolute_ns,0.5,matched additive,8,0.008785244162,0.00674897375,0.0103513229,0.008785244162,0.006775597841,0.01034355579,0,0,0,1,1,1,0,0,0,1.020130666,1.0164808,1.023070311,4.519725516,3.293295787,5.774717808,0.1087176157,0.1021849576,0.1165257928
15000,4,fixed_absolute_ns,5,focal shunt,8,0.2415257822,0.2142739133,0.2611050687,-0.2415257822,-0.2612074931,-0.214147014,1,1,1,0,0,0,0,0,0,0.5051861497,0.4766240851,0.532978181,4.519725516,3.305386728,5.81247721,0.1087176157,0.1022197302,0.116368892
15000,4,fixed_absolute_ns,5,matched additive,8,0.08144509148,0.06357252323,0.09528721143,0.08144509148,0.06367453304,0.09520516306,0,0,0,1,1,1,0,0,0,1.217521941,1.175935086,1.251933499,4.519725516,3.28404454,5.785693945,0.1087176157,0.1021609236,0.1165521901
15000,4,input_conductance_normalized,0.25,focal shunt,8,0.1109743324,0.09808379415,0.121803015,-0.1109743324,-0.1217051798,-0.09824938409,1,1,1,0,0,0,0,0,0,0.6833557089,0.676336679,0.6895430581,4.519725516,3.288316271,5.796723398,0.1087176157,0.1021075544,0.1164099136
15000,4,input_conductance_normalized,0.25,matched additive,8,0.03391466348,0.02647361343,0.04021821985,0.03391466348,0.02647361343,0.04016975697,0,0,0,1,1,1,0,0,0,1.080504575,1.066230848,1.092808893,4.519725516,3.283229961,5.785726861,0.1087176157,0.1021993103,0.1165547768
15000,4,input_conductance_normalized,1,focal shunt,8,0.3857859448,0.3438654311,0.4205516057,-0.3857859448,-0.4207343761,-0.3438858526,1,1,1,0,0,0,0,0,0,0.298252813,0.2916866234,0.3038834939,4.519725516,3.30523555,5.780607635,0.1087176157,0.1021599349,0.1165234848
15000,4,input_conductance_normalized,1,matched additive,8,0.1270981348,0.09992392982,0.1497808206,0.1270981348,0.1000633991,0.1500918607,0,0,0,1,1,1,0,0,0,1.344679991,1.282060382,1.400457703,4.519725516,3.309252865,5.799879994,0.1087176157,0.1022340829,0.1164954729
15000,4,input_conductance_normalized,4,focal shunt,8,1.052739639,0.9590014959,1.129089045,-1.052739639,-1.130099821,-0.9606619369,1,1,1,0,0,0,0,0,0,0.05468021115,0.05327452931,0.05586405358,4.519725516,3.304166555,5.787010589,0.1087176157,0.1022197302,0.1164099136
15000,4,input_conductance_normalized,4,matched additive,8,0.4149524772,0.3340170319,0.481848831,0.4149524772,0.3343345718,0.4812533056,0,0,0,1,1,1,0,0,0,2.741307034,2.382893328,3.046197495,4.519725516,3.31004708,5.813033494,0.1087176157,0.1021291864,0.1167192016
15000,4,relative_local,0.25,focal shunt,8,0.006592660298,0.003319594619,0.01067289802,-0.006592660298,-0.01067289802,-0.003325941584,1,1,1,0,0,0,0,0,0,0.9844663696,0.9765131958,0.9906478231,4.519725516,3.299080245,5.794290401,0.1087176157,0.1022029755,0.1165257928
15000,4,relative_local,0.25,matched additive,8,0.002253562178,0.001019167043,0.003927421591,0.002253562178,0.001027641157,0.003925716795,0,0,0,1,1,1,0,0,0,1.004967061,1.002301779,1.008536063,4.519725516,3.293295787,5.787010589,0.1087176157,0.1020661548,0.1166611605
15000,4,relative_local,1,focal shunt,8,0.02486749676,0.01324481043,0.03927554625,-0.02486749676,-0.03944861495,-0.01327264742,1,1,1,0,0,0,0,0,0,0.9464945857,0.9248314393,0.964276832,4.519725516,3.319920368,5.7920969,0.1087176157,0.1021993103,0.11651181
15000,4,relative_local,1,matched additive,8,0.008722967625,0.004052358459,0.01489824367,0.008722967625,0.004105743476,0.01506627577,0,0,0,1,1,1,0,0,0,1.020555192,1.009368052,1.03602868,4.519725516,3.298983773,5.780537069,0.1087176157,0.1021849576,0.1166070258
15000,4,relative_local,2,focal shunt,8,0.04654968815,0.02579629483,0.07186589338,-0.04654968815,-0.07146255,-0.02605238237,1,1,1,0,0,0,0,0,0,0.9068128809,0.8763824639,0.9332871976,4.519725516,3.298983773,5.770700493,0.1087176157,0.1021632316,0.116480709
15000,4,relative_local,2,matched additive,8,0.01678672436,0.007946299116,0.02827900992,0.01678672436,0.008055128901,0.02819285402,0,0,0,1,1,1,0,0,0,1.04294225,1.018702904,1.076746175,4.519725516,3.304164143,5.774690398,0.1087176157,0.1021074967,0.1167048489
