membrane_resistance_ohm_cm2,background_leak_multiplier,dose_scheme,dose_value,perturbation,n_cells,mean_localization_index,ci95_low_localization_index,ci95_high_localization_index,mean_signed_localization,ci95_low_signed_localization,ci95_high_signed_localization,mean_descendant_attenuated_fraction,ci95_low_descendant_attenuated_fraction,ci95_high_descendant_attenuated_fraction,mean_descendant_enhanced_fraction,ci95_low_descendant_enhanced_fraction,ci95_high_descendant_enhanced_fraction,mean_descendant_sign_flip_fraction,ci95_low_descendant_sign_flip_fraction,ci95_high_descendant_sign_flip_fraction,mean_descendant_gradient_energy_ratio,ci95_low_descendant_gradient_energy_ratio,ci95_high_descendant_gradient_energy_ratio,mean_transport_selectivity,ci95_low_transport_selectivity,ci95_high_transport_selectivity,mean_local_input_resistance_gohm,ci95_low_local_input_resistance_gohm,ci95_high_local_input_resistance_gohm
1000,0,relative_local,0.25,focal shunt,8,0.01159143728,0.007687438246,0.01619681713,-0.01159213028,-0.0159605169,-0.007708959909,1,1,1,0,0,0,0,0,0,0.9778269007,0.9708234217,0.9842998959,16.53896615,9.872734339,23.7303683,0.06471322321,0.0625090252,0.06709615913
1000,0,relative_local,0.25,matched additive,8,0.007955545348,0.004249608364,0.01262037575,0.007955545348,0.004251406053,0.01269753807,0,0,0,1,1,1,0,0,0,1.021124564,1.012157549,1.032250895,16.53896615,9.861632335,23.68961136,0.06471322321,0.06252516276,0.06707542564
1000,0,relative_local,1,focal shunt,8,0.04556092714,0.03085502211,0.06238562943,-0.04556273299,-0.06241043025,-0.03068582157,1,1,1,0,0,0,0,0,0,0.9195239534,0.8967056524,0.9403779248,16.53896615,9.846322568,23.59138197,0.06471322321,0.06251878377,0.0670483738
1000,0,relative_local,1,matched additive,8,0.02979025096,0.01655155155,0.04612373144,0.02979025096,0.01674789752,0.04609486364,0,0,0,1,1,1,0,0,0,1.09105398,1.050583953,1.141716828,16.53896615,9.94228072,23.7789702,0.06471322321,0.06253120843,0.06704837933
1000,0,relative_local,2,focal shunt,8,0.08728333262,0.06078616658,0.1172510805,-0.08728579838,-0.1176615026,-0.06078616658,1,1,1,0,0,0,0,0,0,0.8578917028,0.8248599376,0.8897129459,16.53896615,9.885127492,23.7303683,0.06471322321,0.06248594716,0.06705854118
1000,0,relative_local,2,matched additive,8,0.05553425176,0.03219918672,0.08413915048,0.05553425176,0.03222526849,0.0836561022,0,0,0,1,1,1,0,0,0,1.199589892,1.104716139,1.321734509,16.53896615,9.961262665,23.7280655,0.06471322321,0.06251323835,0.06705854581
1000,1,fixed_absolute_ns,0.05,focal shunt,8,0.001839327536,0.00172460484,0.001966466787,-0.001839327536,-0.001965687657,-0.001722808886,1,1,1,0,0,0,0,0,0,0.9962424104,0.9960353583,0.9964346441,30.58245214,17.56491484,44.6466653,0.05330909927,0.05120495167,0.05568414705
1000,1,fixed_absolute_ns,0.05,matched additive,8,0.0004947111329,0.0003465047142,0.0006278520509,0.0004947111329,0.0003459098196,0.0006287107233,0,0,0,1,1,1,0,0,0,1.00156336,1.001374769,1.001723622,30.58245214,17.43612604,44.61675427,0.05330909927,0.05121340245,0.05569994285
1000,1,fixed_absolute_ns,0.5,focal shunt,8,0.01825142698,0.01716516275,0.01947759392,-0.01825142698,-0.01950701816,-0.0171387559,1,1,1,0,0,0,0,0,0,0.9633851703,0.9614355515,0.9651815501,30.58245214,17.44613843,44.61675427,0.05330909927,0.05118848314,0.05568007325
1000,1,fixed_absolute_ns,0.5,matched additive,8,0.004923319531,0.003473993955,0.006252543394,0.004923319531,0.003478067682,0.00624822402,0,0,0,1,1,1,0,0,0,1.015716621,1.013824158,1.017314273,30.58245214,17.53441017,44.55460495,0.05330909927,0.05121340245,0.05571821709
1000,1,fixed_absolute_ns,5,focal shunt,8,0.1687890082,0.1594012792,0.1789432464,-0.1687890082,-0.1789608688,-0.1593572784,1,1,1,0,0,0,0,0,0,0.7119023302,0.6997324196,0.7237105467,30.58245214,17.63316139,44.4941066,0.05330909927,0.05121172488,0.05568403062
1000,1,fixed_absolute_ns,5,matched additive,8,0.04705457247,0.03326932074,0.05928451687,0.04705457247,0.03324625858,0.0591619436,0,0,0,1,1,1,0,0,0,1.165468799,1.144902989,1.183298982,30.58245214,17.39689073,44.49487129,0.05330909927,0.05120664604,0.05566768191
1000,1,input_conductance_normalized,0.25,focal shunt,8,0.1576569667,0.1530963634,0.1617148012,-0.1576569667,-0.1616884229,-0.1530682606,1,1,1,0,0,0,0,0,0,0.7116720263,0.7047638857,0.717715481,30.58245214,17.34897872,44.70002319,0.05330909927,0.05121340245,0.05569991372
1000,1,input_conductance_normalized,0.25,matched additive,8,0.03764479528,0.02735520445,0.04650258457,0.03764479528,0.02736076696,0.04647299278,0,0,0,1,1,1,0,0,0,1.137705709,1.12343644,1.15025357,30.58245214,17.27855961,44.44076355,0.05330909927,0.05118791992,0.05567331684
1000,1,input_conductance_normalized,1,focal shunt,8,0.5248494144,0.5100055048,0.537391859,-0.5248494144,-0.537391362,-0.5104615518,1,1,1,0,0,0,0,0,0,0.3262083702,0.3197887817,0.3320970196,30.58245214,17.48663167,44.700602,0.05330909927,0.05119523955,0.05568007325
1000,1,input_conductance_normalized,1,matched additive,8,0.1392694657,0.1026400696,0.1709211583,0.1392694657,0.102340876,0.1707328537,0,0,0,1,1,1,0,0,0,1.611433435,1.543265406,1.670148079,30.58245214,17.27855961,44.6466653,0.05330909927,0.05120546017,0.05568917953
1000,1,input_conductance_normalized,4,focal shunt,8,1.329235168,1.299139446,1.355487371,-1.329235168,-1.355651987,-1.299117387,1,1,1,0,0,0,0,0,0,0.06142545756,0.05997674598,0.06292487782,30.58245214,17.27855961,44.97135605,0.05330909927,0.05120496848,0.05568307734
1000,1,input_conductance_normalized,4,matched additive,8,0.4432152195,0.3345697431,0.534863351,0.4432152195,0.3324997649,0.5334942328,0,0,0,1,1,1,0,0,0,4.415503336,3.969421127,4.808124196,30.58245214,17.34738721,44.61675427,0.05330909927,0.05119009064,0.05564603646
1000,1,relative_local,0.25,focal shunt,8,0.01917565831,0.01389280011,0.02509100108,-0.01917565831,-0.02532491883,-0.01381748501,1,1,1,0,0,0,0,0,0,0.9650106929,0.9557035924,0.9736277058,30.58245214,17.37909336,44.6466653,0.05330909927,0.05120496848,0.05568007325
1000,1,relative_local,0.25,matched additive,8,0.006160487175,0.003454660252,0.009436738893,0.006160487175,0.003433280547,0.009470475148,0,0,0,1,1,1,0,0,0,1.018580566,1.012057006,1.026194009,30.58245214,17.41186693,44.63792707,0.05330909927,0.05121340245,0.05572449154
1000,1,relative_local,1,focal shunt,8,0.07216250563,0.05325145416,0.09273215716,-0.07216250563,-0.09278819905,-0.05317839742,1,1,1,0,0,0,0,0,0,0.8809989588,0.8556815736,0.9060035642,30.58245214,17.53418512,44.77552682,0.05330909927,0.05118959748,0.05568007325
1000,1,relative_local,1,matched additive,8,0.02350640985,0.01356311051,0.03556439145,0.02350640985,0.01354143999,0.03506223622,0,0,0,1,1,1,0,0,0,1.078337426,1.049064666,1.112259236,30.58245214,17.24910308,44.4203314,0.05330909927,0.05118602311,0.05565655362
1000,1,relative_local,2,focal shunt,8,0.1342750332,0.1018054697,0.168706635,-0.1342750332,-0.1686027601,-0.1023144257,1,1,1,0,0,0,0,0,0,0.7989192724,0.7641823553,0.8339092957,30.58245214,17.20993788,44.83767614,0.05330909927,0.05120496848,0.05570632864
1000,1,relative_local,2,matched additive,8,0.04457013596,0.0263479178,0.06529246748,0.04457013596,0.0263809254,0.0660875517,0,0,0,1,1,1,0,0,0,1.167381952,1.102310575,1.245752995,30.58245214,17.15638896,44.7654543,0.05330909927,0.05119870376,0.05569397497
1000,4,fixed_absolute_ns,0.05,focal shunt,8,0.001647956523,0.001547185614,0.001769051151,-0.001647956523,-0.001770485517,-0.001545104255,1,1,1,0,0,0,0,0,0,0.9969144509,0.9967247463,0.9970708149,91.99979287,47.27949115,141.1331406,0.03984146179,0.03789393965,0.04219047836
