root_id,membrane_resistance_ohm_cm2,background_leak_multiplier,dose_scheme,dose_value,perturbation,localization_index,signed_localization,descendant_attenuated_fraction,descendant_enhanced_fraction,descendant_sign_flip_fraction,descendant_gradient_energy_ratio,transport_selectivity,local_input_resistance_gohm
864691135060651419,300,0,fixed_absolute_ns,0.05,focal shunt,0.001391960566,-0.001391960566,1,0,0,0.9978746841,171.8737847,0.04293869448
864691135060651419,300,0,fixed_absolute_ns,0.05,matched additive,0.0006833539318,0.0006833539318,0,1,0,1.00216945,171.8737847,0.04293869448
864691135060651419,300,0,fixed_absolute_ns,0.5,focal shunt,0.01390597854,-0.01390597854,1,0,0,0.9788306559,171.8737847,0.04293869448
864691135060651419,300,0,fixed_absolute_ns,0.5,matched additive,0.006790094934,0.006790094934,0,1,0,1.021842582,171.8737847,0.04293869448
864691135060651419,300,0,fixed_absolute_ns,5,focal shunt,0.1350477298,-0.1350477298,1,0,0,0.8054064175,171.8737847,0.04293869448
864691135060651419,300,0,fixed_absolute_ns,5,matched additive,0.06403463599,0.06403463599,0,1,0,1.233234071,171.8737847,0.04293869448
864691135060651419,300,0,input_conductance_normalized,0.25,focal shunt,0.1635025609,-0.1635025609,1,0,0,0.765413476,171.8737847,0.04293869448
864691135060651419,300,0,input_conductance_normalized,0.25,matched additive,0.05913217808,0.05913217808,0,1,0,1.246482839,171.8737847,0.04293869448
864691135060651419,300,0,input_conductance_normalized,1,focal shunt,0.5484982086,-0.5484982086,1,0,0,0.3828963705,171.8737847,0.04293869448
864691135060651419,300,0,input_conductance_normalized,1,matched additive,0.2112249081,0.2112249081,0,1,0,2.166671974,171.8737847,0.04293869448
864691135060651419,300,0,input_conductance_normalized,4,focal shunt,1.383801405,-1.383801405,1,0,0,0.07678450103,171.8737847,0.04293869448
864691135060651419,300,0,input_conductance_normalized,4,matched additive,0.6273204482,0.6273204482,0,1,0,8.558537813,171.8737847,0.04293869448
864691135060651419,300,0,relative_local,0.25,focal shunt,0.0260456515,-0.0260456515,1,0,0,0.9595652175,171.8737847,0.04293869448
864691135060651419,300,0,relative_local,0.25,matched additive,0.01648101708,0.01648101708,0,1,0,1.047254401,171.8737847,0.04293869448
864691135060651419,300,0,relative_local,1,focal shunt,0.1018442394,-0.1018442394,1,0,0,0.8549284073,171.8737847,0.04293869448
864691135060651419,300,0,relative_local,1,matched additive,0.06124305738,0.06124305738,0,1,0,1.204125531,171.8737847,0.04293869448
864691135060651419,300,0,relative_local,2,focal shunt,0.1929331149,-0.1929331149,1,0,0,0.7511344197,171.8737847,0.04293869448
864691135060651419,300,0,relative_local,2,matched additive,0.1129189649,0.1129189649,0,1,0,1.448538862,171.8737847,0.04293869448
864691135060651419,300,1,fixed_absolute_ns,0.05,focal shunt,0.001401252123,-0.001401252123,1,0,0,0.9977284868,470.9785547,0.03493076454
864691135060651419,300,1,fixed_absolute_ns,0.05,matched additive,0.0003025141692,0.0003025141692,0,1,0,1.001218616,470.9785547,0.03493076454
864691135060651419,300,1,fixed_absolute_ns,0.5,focal shunt,0.01393241547,-0.01393241547,1,0,0,0.9775927694,470.9785547,0.03493076454
864691135060651419,300,1,fixed_absolute_ns,0.5,matched additive,0.003015907607,0.003015907607,0,1,0,1.012230172,470.9785547,0.03493076454
864691135060651419,300,1,fixed_absolute_ns,5,focal shunt,0.1316241302,-0.1316241302,1,0,0,0.8045462329,470.9785547,0.03493076454
864691135060651419,300,1,fixed_absolute_ns,5,matched additive,0.02928851908,0.02928851908,0,1,0,1.126702808,470.9785547,0.03493076454
864691135060651419,300,1,input_conductance_normalized,0.25,focal shunt,0.1883207249,-0.1883207249,1,0,0,0.726512716,470.9785547,0.03493076454
864691135060651419,300,1,input_conductance_normalized,0.25,matched additive,0.03313354461,0.03313354461,0,1,0,1.169840521,470.9785547,0.03493076454
864691135060651419,300,1,input_conductance_normalized,1,focal shunt,0.6077652833,-0.6077652833,1,0,0,0.3394265259,470.9785547,0.03493076454
864691135060651419,300,1,input_conductance_normalized,1,matched additive,0.1225725618,0.1225725618,0,1,0,1.767644779,470.9785547,0.03493076454
864691135060651419,300,1,input_conductance_normalized,4,focal shunt,1.475121214,-1.475121214,1,0,0,0.06418344428,470.9785547,0.03493076454
864691135060651419,300,1,input_conductance_normalized,4,matched additive,0.3924848282,0.3924848282,0,1,0,5.483102226,470.9785547,0.03493076454
