architecture,core,seed,between,within,broadcast_mode,test_accuracy,run_dir,config_index,config_sha256,result_sha256,checkpoint_sha256,cohort
shunting,dendritic_shunting,42,readout backprop,neuron specific,per_soma_shared,0.9721999764442444,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_shunting_15seed_20260825174136,15,04655d948ee53148853e9b0ac46eb2465bb20a9c735d8e61edd44e11c5d5b77f,16200ff2fab3611e18bd5bcbd1bfd219c70c2025d5c4ec8a03ba508a9eddae76,99cbb0c4fe1dabb231b4ba81606af9172715e5a5abde66cf4923a85a71d7cfb0,matched_current_source_coordinates_2026-08-25
shunting,dendritic_shunting,42,readout backprop,scalar broadcast,scalar,0.8621000051498413,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_shunting_15seed_20260826004509,0,a924c00a09466ce23cda332ede97bc60e7d9e96542126a2f41c07347d707670c,567836da2cacda284a342e65bb8ae4884e642328a0cca245664b413438f3140d,6b0c43c512f9f129db58d8862347f013b15f1af0bf13d7e5e44925aa750e235b,matched_strict_scalar_control_2026-08-26
shunting,dendritic_shunting,43,readout backprop,exact path,path_transport,0.9729999899864196,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517,1,b477e17d317a080e472c4b8380f82ffb5bd7ac74c6254e92aec10ea23cd317c1,fac8aab5b1233f4c44164831d8747a1a8393da7fd0f936672e7e0d1548be61e9,9750f4ab551dcb5678b381395a7d5d03cf4cff79fa1c36bbe87cd6f97e80ed46,matched_current_source_exact_path_2026-08-25
shunting,dendritic_shunting,43,readout backprop,neuron specific,per_soma_shared,0.9713999629020692,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_shunting_15seed_20260825174136,16,fda6eae8a3223f1da2bcfb109c704ca5bb025516226ade34b6ac9fe8ca120cca,bcbbc1929077c2be9857e2168db53cc76cd5d107a2e940b09047196fa29ae502,5769088b9fecd03f0e057320149de8ac885a7d2a1f3b7f9c5868b49e4850c6b8,matched_current_source_coordinates_2026-08-25
shunting,dendritic_shunting,43,readout backprop,scalar broadcast,scalar,0.8585999608039856,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_shunting_15seed_20260826004509,1,4a2b7f3463c464b5a6abbfe7b26890baf84ce7b1fba05433a0e69ad1d2d521e1,5da8a985b5120084f6ff9a5c27e53bc3e987d67d388f426db10f335b1f311e5b,366b0b12b3344a5c9938b79f4fb4518da8d51e5443f676b1c4e76939797e62d4,matched_strict_scalar_control_2026-08-26
shunting,dendritic_shunting,44,readout backprop,exact path,path_transport,0.9716999530792236,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517,2,e76df00ce449da010eb38d31e25949fed3266a5ce81d58087bb6ae90e973f93a,c171556bc4a64ed5322efb50d6a8b7637f7635e0fcaeec9d0ba88952e3871a7e,2e425302107e0a1690f2db9580511cd117ec8ebbb3e731c1fdf1a3b4fca0bf83,matched_current_source_exact_path_2026-08-25
shunting,dendritic_shunting,44,readout backprop,neuron specific,per_soma_shared,0.9710999727249146,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_shunting_15seed_20260825174136,17,0b076ed9cd3b5b83c6a64e8a32f3bbedd32af2866887eed7e07b09f95fdefa27,a3975cafe9f9b41c9a56b887197437edee3e82085df659f3b4d27c245470d795,9e4da31dd257a4399e0f7dff8deb29677b952a269f6131b7d68b92ef02918864,matched_current_source_coordinates_2026-08-25
shunting,dendritic_shunting,44,readout backprop,scalar broadcast,scalar,0.8932999968528748,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_shunting_15seed_20260826004509,2,2ad7e9cedcc451e7669464a3a296f0637dfd91f3a8eeb690bd2a730034b08047,2f14f95ec96e8bc4989cc1e47e4988d965b58f27ff60ecdb439da10f134dc6e3,fda5510a60156cbe7fd2e20342e094ac5b0e3d5f02e1cca47a54fea87967a153,matched_strict_scalar_control_2026-08-26
shunting,dendritic_shunting,45,readout backprop,exact path,path_transport,0.9722999930381776,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517,3,16682c9fdeab8faf9ee684dcfbf049106c9ada28846f31e8cb9e54556422c25c,b63abce3f4bc88585a046df057023263a95ee29dbfc09a2310009e2c1d1fe891,f5f0a1057955c95485973ac3301b27005d3c0017be5020a4d7ece55732b3c0cf,matched_current_source_exact_path_2026-08-25
shunting,dendritic_shunting,45,readout backprop,neuron specific,per_soma_shared,0.971299946308136,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_shunting_15seed_20260825174136,18,01a552e0a28e55d2440bc06adaa4e0e4d584819aa390c9d7b097bb71c4a91266,30fcad20aad5ac9db0729bc7f3dc62b25f414e0fabaa0b07e19a7f0343bb6d8c,72aea033b6477ea4a766726f1f23f7223f611c0a2ff947ff83b903fc08401f38,matched_current_source_coordinates_2026-08-25
shunting,dendritic_shunting,45,readout backprop,scalar broadcast,scalar,0.8379999995231628,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_shunting_15seed_20260826004509,3,7937cc936109b5b4c8a55acac00e3d9ff103870b3ba424fbf4ce0db69e03c425,cbca548fcb320deff8867abbca77d5ce42bedc3af71dbec3bb6bbbf1e99f417f,4bac3180db9b49e53a61662c3dc8c751b7c1afd9afa43c67d1c901b662aa6374,matched_strict_scalar_control_2026-08-26
shunting,dendritic_shunting,46,readout backprop,exact path,path_transport,0.9680999517440796,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517,4,32befe419993061e83e77b3c950f42f7f018b11945b0221fb402619b41c99c50,b5972dbb55bfdac7011a7ec87d6194d663ad61239a302f845e5cb518c4943e4a,33ee56920b6170665709f45c6e807127ed3eb7bd7f3b495ff08ef9fb4b85771d,matched_current_source_exact_path_2026-08-25
shunting,dendritic_shunting,46,readout backprop,neuron specific,per_soma_shared,0.9703999757766724,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_shunting_15seed_20260825174136,19,c78ada0028ebd3362247874abf3afd01b81b6991335e0b6b62e5961f8afd1ada,684d60aad498aa5c2b47a30682a0ffd5d9e7f805649504287783788b629a7eaa,6e2e92dae88ab06d6432a9b6491a64ca6b2f5d4bc43e698486302d881ffb97a4,matched_current_source_coordinates_2026-08-25
shunting,dendritic_shunting,46,readout backprop,scalar broadcast,scalar,0.8580999970436096,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_shunting_15seed_20260826004509,4,6efdc5cccb46729d8e5ae517ce5a88bf2cd1d99f5eaf7e34bf8c328ae43af37c,b3cdd22afda3772d4b181f953a89f06a2ad8f29e07e8e3b3c2e326b3b71c1cfc,4d49687821a5592f948a2464dcdfae36e082ece83d4f48ba4ab15a0df30fe445,matched_strict_scalar_control_2026-08-26
shunting,dendritic_shunting,47,readout backprop,exact path,path_transport,0.9710999727249146,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517,5,ed835dff70029e1f4f01212be9e27d03ecf351490bf2caad599f3773f1c7d269,f8faeacd6a59d787de99032da4e24e33f628df0d3d5ba1aef27c36f63d77015e,89100f3c6588b9fd5250b6242c00ebca02a17c969fc18a7c1ddf3fcaa87dbef1,matched_current_source_exact_path_2026-08-25
shunting,dendritic_shunting,47,readout backprop,neuron specific,per_soma_shared,0.9710999727249146,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_shunting_15seed_20260825174136,20,3cbdd36eac2df4a35a3d48392965a8fcf166ef2d14ff0c01cac08e9d045ebcc8,bd6f77b266e911d5d8158ec4f06b2efec014317cac93f98cf2e4cd7009d04af7,a847a49d5dec2ce5c4bbabf49cc76234b34a401a9343fdd7ccd17f117d8a42f7,matched_current_source_coordinates_2026-08-25
shunting,dendritic_shunting,47,readout backprop,scalar broadcast,scalar,0.8303999900817871,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_shunting_15seed_20260826004509,5,89ca595cf1d5170e49bbc9e01bf00b4d81182fb457be3ea8fc6fa5b351ef1227,220e736d0c478ad6ff48387b913799e695ee6de20b5467641898ebb079d3a44e,bdfdbbdeebd832f3c86817407ef8d254f31ee9ec8223552500306cd4f47b7845,matched_strict_scalar_control_2026-08-26
shunting,dendritic_shunting,48,readout backprop,exact path,path_transport,0.9714999794960022,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517,6,8ae8120aaefa3905ec4ab2d0e20e6069f6a6a04736094c9fc5ee1b238db45c22,f426064d60518edbbee30fbdc10e02044bdd01f94fdf05751e6504c1ea9f12cf,48a3768cbf7f6b81e4c62781b9d3751b244eb81dab5d0b4c3897096e48281ab1,matched_current_source_exact_path_2026-08-25
shunting,dendritic_shunting,48,readout backprop,neuron specific,per_soma_shared,0.9704999923706056,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_shunting_15seed_20260825174136,21,037ad52ed4ab2182888c722d892c586ed5e7c45b026ef6508bcd0f3b53191b7f,0d3d45b4d252fd03fc19ba65e3758e393aa08b9474e61b99cb9a1b80e87bdecc,28e037b14b2fa9bfe51d73b34d6dca235997dea15493f7360934ed5b6a8e9ec7,matched_current_source_coordinates_2026-08-25
shunting,dendritic_shunting,48,readout backprop,scalar broadcast,scalar,0.856499969959259,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_shunting_15seed_20260826004509,6,2642ab18f2be0233b1372a66ad032340b3b0ab97db43a5b954582fad550efd88,b2262d6df896ea32fcd89bb090e41f01998a56e67633df34fc0dcf520924aaae,66a738157546a1a67d3cb648bd3c5a54df5a06bb7f9f1ff78ffefa9060f12de7,matched_strict_scalar_control_2026-08-26
shunting,dendritic_shunting,49,readout backprop,exact path,path_transport,0.9710999727249146,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517,7,81e0daf76f9c951a159588d8e4adba7bb43ea2bcef1daad251317d4f1b73345a,87324f8a5ace5f55b6a6e23d6ef89df897fb54cdebbcc408a683a5584c60fd1f,e318d34298bbb0210c2f6dc6338e651f6e5cc27a00c4f3e84461b54c088328ae,matched_current_source_exact_path_2026-08-25
shunting,dendritic_shunting,49,readout backprop,neuron specific,per_soma_shared,0.972000002861023,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_shunting_15seed_20260825174136,22,ae99619a6b3a07c9230dbdb316617ad89b91522782a923a962976f271d32a4c8,75e1d93b7c945a04559a1c6459fd4c50793077c8dc3a76824d0240516946bce5,22b19fdc4e61d543da16720bbe551f91bcc8451f94fb9dc271f2b58bca7e5f1e,matched_current_source_coordinates_2026-08-25
shunting,dendritic_shunting,49,readout backprop,scalar broadcast,scalar,0.8743000030517578,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_shunting_15seed_20260826004509,7,190936bc9327c1c12718da05b07c9308dc48ba7676b0f57ee98afc3adb1ac745,2bdb2d1d1c93253b51d2d57446f24c2001a3f6e3df2b0d044f6e9298e0b93552,43fb86fd6fbb867a1c2f0468e198f742eca9dc1393f31e0e304eb99d08169847,matched_strict_scalar_control_2026-08-26
shunting,dendritic_shunting,50,readout backprop,exact path,path_transport,0.9714999794960022,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517,8,e0d4139458950cd762f17d5ad2f0595666e0c3defee36a3218fb78e72e8ae8dd,bc1401e95a76dbde71b4a2b3d94aa5787ecf05fda713a9d48a281c3f855e88fb,8f0906be25aba97cee64d7cc759d77e089f3dcdc3bd178e097482b4e3f8d4904,matched_current_source_exact_path_2026-08-25
shunting,dendritic_shunting,50,readout backprop,neuron specific,per_soma_shared,0.9702000021934508,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_shunting_15seed_20260825174136,23,f867be6c965a41ac13befb5eeba1a497023781933853185c0bf5a5517cbdea5c,468787c47c7f5aa1d7d79ad7f049cd6f8dd84475298a597ebc9898c03b628361,80a7ef371c87bce00b4e3827794059fc9a7d1f073eeb2b367de0ef4ce701b223,matched_current_source_coordinates_2026-08-25
shunting,dendritic_shunting,50,readout backprop,scalar broadcast,scalar,0.852899968624115,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_shunting_15seed_20260826004509,8,b02a614fb40e7853af176623f5338039a885471f669e90aebf5ec18fcbb271d3,772cd22e7060b1406aa2f1b35aea43d0fba1cfa3b139d480c590a529b3263fe9,d050166954bd239b8051b27e599ac6c660c9322cca65be3d6dd8d30e8248f4c4,matched_strict_scalar_control_2026-08-26
shunting,dendritic_shunting,51,readout backprop,exact path,path_transport,0.9722999930381776,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517,9,3a0b2ccd7f8f9230b13d1eed4128f2efe82a83bfc04c58deff83693c54ccd047,d7613ccb7d603dc58802d32bb5e390e5ece973ad542867a3a4f4ebda2bb25801,9a6b1900ea8f450f536630a813d64509b9e1b1a12016f33fb6220aaee1923d4d,matched_current_source_exact_path_2026-08-25
shunting,dendritic_shunting,51,readout backprop,neuron specific,per_soma_shared,0.9717999696731568,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_shunting_15seed_20260825174136,24,b76869ac4b6cdc4f255d897c130ec157121612a49ff8607488ba8b26f750dbf7,446d30afdb1ac05e66b71a6026adc5d0f1fd0d325fa939c5a72f1d83fdbb8db8,ea8b46127bca7f7f6ac18b875a098f5c792776702e561a93cd539ce99342aeb8,matched_current_source_coordinates_2026-08-25
shunting,dendritic_shunting,51,readout backprop,scalar broadcast,scalar,0.8545999526977539,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_shunting_15seed_20260826004509,9,3093dbc66ddc395e58bb1dff7cd9d8fb7dff0a1c9c9e2d7d78b3548f0a340812,bd7fadea03356739126243021d8e70c9a90673da7e86f2de7adf3cc6bc99c4a9,536151f2bd2f037eda188891af20f48f757228d6246486dba83443bcf941c667,matched_strict_scalar_control_2026-08-26
shunting,dendritic_shunting,52,readout backprop,exact path,path_transport,0.9703999757766724,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517,10,acb5753db667239d0c6b983fa9d94b12f7971795b095829ac3a311f7f7def1ad,eb52a08cfaba02d8273157f5614aa54b16a2046c2bd76bc6aa55b7a60eb23440,4ebe3fe464a2c634d3c1a6d81757e89a49557238f4850ff48d196f7dd1fb6232,matched_current_source_exact_path_2026-08-25
shunting,dendritic_shunting,52,readout backprop,neuron specific,per_soma_shared,0.9706999659538268,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_shunting_15seed_20260825174136,25,f4d212fa622426de92b3d7e0ffdb86ac579fc1980c0ee116f7d1c72755085ff2,b6f59ec2545ddafd8cdad15b19aaa120d794caeee3df39bd6c7c92b4550fc4a3,cad1d31c3d3fec422a7ad15fc52e498f7cc7c4aa01bef9979ed16d1de1ff264a,matched_current_source_coordinates_2026-08-25
shunting,dendritic_shunting,52,readout backprop,scalar broadcast,scalar,0.8779000043869019,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_shunting_15seed_20260826004509,10,b000dc91c098136372ba6f835a72b3f4b63d10d24e84ffe354190a07a756642e,be588296f59ab949ac963d5f30ed6467cc98bbcd1dd309f834978cf0afd5bdbd,c88026d1ffff728f71ba482584d5b50750d353717be690209ebe861623ced5c3,matched_strict_scalar_control_2026-08-26
shunting,dendritic_shunting,53,readout backprop,exact path,path_transport,0.972599983215332,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517,11,24f01715becba47027fe1948a40051b84e1e80910f9830c10ff60430b45b481e,1478b3af67905d540cc9c48a6e3006f1ca0e7785dfa00748bf8e54a93e8c7145,11f966b848f4074e3391201383b21be0ae9506e5f0d3da43511621f940cfe967,matched_current_source_exact_path_2026-08-25
shunting,dendritic_shunting,53,readout backprop,neuron specific,per_soma_shared,0.9713999629020692,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_shunting_15seed_20260825174136,26,c1486a881be201663b3700b8f827f959cdd4db0cd9c6d0879699e0ce2481d673,26955b4c6380774f36c093bb0c28c68b3d7910b20bacbaa39c106955c35948a1,e53058a6b4f25fe557c9c3e74cbe7475cae81bf851f0d126641f98a3ea82f16f,matched_current_source_coordinates_2026-08-25
shunting,dendritic_shunting,53,readout backprop,scalar broadcast,scalar,0.8659999966621399,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_shunting_15seed_20260826004509,11,df451f3d7b97a45936d1795e6d24eb4ef54bc79d0425b8d88ef07080b8345653,a34e8dea84064a4ee498da22ca6bbcaf5ad0f0eab840e24d848bb38b23303d02,870a4170308a01769fc0967a75e941d958d568afa0269ed1b4907bb5f8bcf633,matched_strict_scalar_control_2026-08-26
shunting,dendritic_shunting,54,readout backprop,exact path,path_transport,0.9723999500274658,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517,12,cc83a192a6996749b280fc1a0a627dc690fcd05ad2d8f895989cf7101df29e07,4e5e79ad5d258bee05f5ff2cfd6d0ddebc118ca1f7ce4073e1f8ba3ca4b0aa55,8bd2e704cb67ad9f0ebe9fece019395336ec92e6ff725f48cb8137e924a8800d,matched_current_source_exact_path_2026-08-25
shunting,dendritic_shunting,54,readout backprop,neuron specific,per_soma_shared,0.9715999960899352,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_shunting_15seed_20260825174136,27,03da95074b35f0b32f9bd533145ab74fdf8b1ec7bd8251e775c4786e47936f2f,57527b656402f09bbccb9a264eddd1ce5829896b60e4a963b54e0998fbe2a240,46c2a4facc07f4c78a59ba36342e09d29b557989407b3b5310cb74f58af2c3df,matched_current_source_coordinates_2026-08-25
shunting,dendritic_shunting,54,readout backprop,scalar broadcast,scalar,0.8693999648094177,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_shunting_15seed_20260826004509,12,1e89d1d241c0b1ffda927937b8d501bc6ab51b24332e8bb49d5c4c110d0abee0,e6f6e6384fd2757e1519abe5c68adde8b2ce12ff022b1938c19ab453dfbe3c0e,275a025d01c88b61e9b8ae2cadee46560acc61cca53df549c4f293edf1e07144,matched_strict_scalar_control_2026-08-26
shunting,dendritic_shunting,55,readout backprop,exact path,path_transport,0.973099946975708,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517,13,04ceb4ff0cb6e1d559b8043f85fb63d5477f620b383a6e57f63bf2dfbb694f24,0aafa2bfeed569cd48849ff807cf625379ce98982b586691d83eb74c34ce9b3e,93ba269dac6de73e90c1fc857103d2205118fa33d4d58f492b94a95780535730,matched_current_source_exact_path_2026-08-25
shunting,dendritic_shunting,55,readout backprop,neuron specific,per_soma_shared,0.9706999659538268,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_shunting_15seed_20260825174136,28,852158eb0193130866700ea76c99b49c95b7b15fd7e5b7045743cec265ebeeff,066160a342537cddc215b6de7654cea9f4eec2eb57fe11d1a9656dad626600fd,0964c9cfd1dff42ce68f83a3df7757723c735bc6612d0fa64272c868707a4e13,matched_current_source_coordinates_2026-08-25
shunting,dendritic_shunting,55,readout backprop,scalar broadcast,scalar,0.8452000021934509,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_shunting_15seed_20260826004509,13,5ecda147e9b31a0728765a5fc5f531f88db34953a7e2adcd1a75fc545c77be5a,efdd1a96b6325701fce4413fe7b5534a744ad5f7b2b13a15c3957b20445679ce,da5bb62bad44a0d8edf9f4bbd4d6f161d2f8ccc8abd9b9e5a19c3dbf122b6456,matched_strict_scalar_control_2026-08-26
shunting,dendritic_shunting,56,readout backprop,exact path,path_transport,0.9711999893188475,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_exact_path_shunting_15seed_20260825173517,14,e7eb19c97da219115c970fa6c9234f4fadcd8e196e2bf89be71c44185d24f70f,841c23d684b990a85302fda3e073e240915947a58f20cdddf9a7aab50b970f96,4055bc31357f810fbe0f7174426095819e0d9178f9aa06c5071fd2ed7ae538c1,matched_current_source_exact_path_2026-08-25
shunting,dendritic_shunting,56,readout backprop,neuron specific,per_soma_shared,0.972599983215332,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_coordinates_shunting_15seed_20260825174136,29,c99838b57699aec7c7ac62e308d8f8991f30a61335ab4dbdee76b627e8dfc274,dce4fd30fc01828a11fbbcfca28db5c614c81c068554a2e240bd1878a98915b3,a8ee210527800e46ee9ee27782244f791e6e7f09d8ba2eac501c860156a21bc5,matched_current_source_coordinates_2026-08-25
shunting,dendritic_shunting,56,readout backprop,scalar broadcast,scalar,0.8443999886512756,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_feedback_ladder/journal_mnist_feedback_ladder_strict_scalar_shunting_15seed_20260826004509,14,7d84c22d768ea77818f34dc567d0ae27fa525d8d064cfd12427f3e8436d009b8,405f5f54609026f93d256d0f0278ee67eb4f17c759de7d608f03b52836845319,c0da6d699c1d93fbf1ee9964b16253452b69c4cf49d6accc1b64de62d6854bac,matched_strict_scalar_control_2026-08-26
additive,dendritic_additive,42,dfa,scalar broadcast,scalar,0.8704999685287476,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_between_within_factorial/journal_mnist_factorial_dfa_additive_15seed_20260904103914,0,c336c0ad7c27300ec1cba3ef6fff834dc3cd60c944810e3cda56546ba5faff94,44847b84ae8ea6a35e9b0af169fbcac984425c95d3b1b983da2c57114f120b8c,44782457981eb8ade993f8c72a7dcd9622e9b735b62ec536514e09488754ccac,between_within_factorial_2026-09-04
additive,dendritic_additive,43,dfa,scalar broadcast,scalar,0.8241999745368958,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/mnist_between_within_factorial/journal_mnist_factorial_dfa_additive_15seed_20260904103914,1,632e1c96ec4fbabb370dcc4d45e707e23ebfd51e8c07464c46f44f9f4996e11e,92c4bfb1464b20510dcf41cb636137dd0f2775cfa5fdfad4cbe631a4f34f6f1d,12a712ebba83ce4361a34a9b367a36283f6019aff10e5274d76256d27a4013ca,between_within_factorial_2026-09-04
