panel,task,subtree,latent,nominal_leaf_voltage
B,opposed,right,0.40000000000000036,0.304470202217432
B,opposed,right,0.42666666666666675,0.2945884973380701
B,opposed,right,0.4533333333333336,0.2849166163758708
B,opposed,right,0.48,0.27546055714423284
B,opposed,right,0.5066666666666668,0.2662255047247348
B,opposed,right,0.5333333333333337,0.25721584174912326
B,opposed,right,0.56,0.24843516388365297
B,opposed,right,0.5866666666666669,0.2398863000421997
B,opposed,right,0.6133333333333333,0.23157133682632355
B,opposed,right,0.6400000000000001,0.22349164667287572
B,opposed,right,0.666666666666667,0.21564791918221735
B,opposed,right,0.6933333333333334,0.20804019510182792
B,opposed,right,0.7200000000000002,0.2006679024501011
B,opposed,right,0.746666666666667,0.19352989428240203
B,opposed,right,0.7733333333333334,0.18662448762489314
B,opposed,right,0.8000000000000003,0.17994950313011615
B,opposed,right,0.8266666666666667,0.17350230504073513
B,opposed,right,0.8533333333333335,0.16727984108313818
B,opposed,right,0.8800000000000003,0.16127868194979295
B,opposed,right,0.9066666666666667,0.15549506006740998
B,opposed,right,0.9333333333333336,0.14992490738631853
B,opposed,right,0.9600000000000004,0.1445638919642649
B,opposed,right,0.9866666666666668,0.1394074531545169
B,opposed,right,1.0133333333333336,0.13445083524321155
B,opposed,right,1.04,0.12968911941391734
B,opposed,right,1.0666666666666669,0.12511725394810885
B,opposed,right,1.0933333333333337,0.12073008259847291
B,opposed,right,1.12,0.11652237109754353
B,opposed,right,1.146666666666667,0.11248883178705982
B,opposed,right,1.1733333333333333,0.10862414637365281
B,opposed,right,1.2000000000000002,0.10492298683405064
B,opposed,right,1.226666666666667,0.10138003450805397
B,opposed,right,1.2533333333333334,0.09798999743018741
B,opposed,right,1.2800000000000002,0.09474762596134881
B,opposed,right,1.306666666666667,0.09164772679011139
B,opposed,right,1.3333333333333335,0.08868517537977029
B,opposed,right,1.3600000000000003,0.08585492694194924
B,opposed,right,1.3866666666666667,0.08315202602077533
B,opposed,right,1.4133333333333336,0.0805716147734719
B,opposed,right,1.4400000000000004,0.0781089400338878
B,opposed,right,1.4666666666666668,0.0757593592451358
B,opposed,right,1.4933333333333336,0.07351834534631246
B,opposed,right,1.52,0.07138149069635707
B,opposed,right,1.5466666666666669,0.06934451011560755
B,opposed,right,1.5733333333333337,0.06740324312265149
B,opposed,right,1.6,0.06555365544074492
B,opposed,right,1.626666666666667,0.06379183984448793
B,opposed,right,1.6533333333333338,0.06211401641367506
B,opposed,right,1.6800000000000002,0.060516532257359035
B,opposed,right,1.706666666666667,0.05899586076723524
B,opposed,right,1.7333333333333334,0.05754860045552779
B,opposed,right,1.7600000000000002,0.05617147342867329
B,opposed,right,1.786666666666667,0.054861323544299255
B,opposed,right,1.8133333333333335,0.05361511429530026
B,opposed,right,1.8400000000000003,0.05242992646125681
B,opposed,right,1.8666666666666667,0.05130295556403201
B,opposed,right,1.8933333333333335,0.05023150916113249
B,opposed,right,1.9200000000000004,0.04921300400734381
B,opposed,right,1.9466666666666668,0.04824496311224797
B,opposed,right,1.9733333333333336,0.047325012718506615
B,opposed,right,2.0,0.046450879223247116
