panel,task,rule,step,mean,ci_low,ci_high,n,phase,optimizer,rate_scope,contrast,n_positive,n_negative,state,source_rule,evaluated_rule,metric
D,opposed_strong,unit_broadcast,12288.0,0.6822506141242535,0.5096785250937605,0.833442190532019,20,,,,,,,,,,
D,opposed_strong,unit_broadcast,16384.0,0.6849352732894447,0.5120342778064474,0.8356265803271049,20,,,,,,,,,,
D,opposed_strong,calibrated_broadcast,0.0,1.4465476765713352,1.2424170292457786,1.6598960683892137,20,,,,,,,,,,
D,opposed_strong,calibrated_broadcast,64.0,0.9707171647122879,0.870281885642133,1.0681210729583497,20,,,,,,,,,,
D,opposed_strong,calibrated_broadcast,256.0,0.7937027544093893,0.6817617914249804,0.8929197771941735,20,,,,,,,,,,
D,opposed_strong,calibrated_broadcast,1024.0,0.7152282248234472,0.5873811948683784,0.8339162213668139,20,,,,,,,,,,
D,opposed_strong,calibrated_broadcast,2048.0,0.7030507710609146,0.5648769424749622,0.8299046809774069,20,,,,,,,,,,
D,opposed_strong,calibrated_broadcast,4096.0,0.7038071942936599,0.5432879976751536,0.8466662286010072,20,,,,,,,,,,
D,opposed_strong,calibrated_broadcast,8192.0,0.695306509550863,0.5188358707519951,0.8492879423991889,20,,,,,,,,,,
D,opposed_strong,calibrated_broadcast,12288.0,0.6822518600497315,0.5096784462275229,0.8334422147046083,20,,,,,,,,,,
D,opposed_strong,calibrated_broadcast,16384.0,0.6849356460329765,0.5120353444071498,0.8356270095736597,20,,,,,,,,,,
D,opposed_strong,ancestry_three_oracle,0.0,1.4465476765713352,1.2424170292457786,1.6598960683892137,20,,,,,,,,,,
D,opposed_strong,ancestry_three_oracle,64.0,0.03007670959490062,0.021031719917126757,0.04011380944901591,20,,,,,,,,,,
D,opposed_strong,ancestry_three_oracle,256.0,0.00029907411964222,0.000231983883629137,0.00038340402250629246,20,,,,,,,,,,
D,opposed_strong,ancestry_three_oracle,1024.0,0.00011080171966233431,8.772684076309985e-05,0.0001367013225034918,20,,,,,,,,,,
D,opposed_strong,ancestry_three_oracle,2048.0,6.195364088467098e-05,4.767618451011504e-05,7.804372489187206e-05,20,,,,,,,,,,
D,opposed_strong,ancestry_three_oracle,4096.0,2.0221603443137874e-05,1.5335300485271598e-05,2.548102724658386e-05,20,,,,,,,,,,
D,opposed_strong,ancestry_three_oracle,8192.0,6.874130547594582e-06,1.8947371628239091e-06,1.3691859605841249e-05,20,,,,,,,,,,
D,opposed_strong,ancestry_three_oracle,12288.0,7.915509962970941e-06,1.8436787545256185e-06,1.535060460411395e-05,20,,,,,,,,,,
D,opposed_strong,ancestry_three_oracle,16384.0,2.713222418869625e-05,2.6289155305814785e-06,6.544164468304626e-05,20,,,,,,,,,,
E,,calibrated_broadcast,,0.6638166948841879,0.5106206056654092,0.8042602021981505,20,fresh,adam,selected,task_difference_in_gap,20.0,0.0,,,,
E,,calibrated_broadcast,,0.6277641531510765,0.4639109828810445,0.7744937655173034,20,extension,adam,selected,task_difference_in_gap,20.0,0.0,,,,
E,,calibrated_broadcast,,0.7485075598713843,0.6225320394476175,0.8653818880758086,20,fresh,sgd,selected,task_difference_in_gap,20.0,0.0,,,,
E,,calibrated_broadcast,,0.7161912170858845,0.5863317475997804,0.8383458043164381,20,extension,sgd,selected,task_difference_in_gap,20.0,0.0,,,,
F,opposed_strong,,,0.6363992139433748,0.6056808024310846,0.6660758273115185,20,,,,,,,initial,calibrated_broadcast,exact,context_cancellation_ratio
F,opposed_strong,,,0.6365432046386197,0.481069046959487,0.7743417437563788,20,,,,,,,extended_best,calibrated_broadcast,exact,context_cancellation_ratio
F,opposed_strong,,,0.3296798033948814,0.26419414803381647,0.3989662995650512,20,,,,,,,initial,calibrated_broadcast,calibrated_broadcast,context_cancellation_ratio
F,opposed_strong,,,0.1722311756705341,0.09398219223453394,0.26949961398022115,20,,,,,,,extended_best,calibrated_broadcast,calibrated_broadcast,context_cancellation_ratio
