budget,metric,contrast,scope,mean,ci95_low,ci95_high,n_seeds,positive_seeds
180,test_loss,depth_gain_exact_bp,descriptive secondary loss contrast; same validation-selected states,-0.28953385949134824,-0.2963853148370981,-0.2828841926157475,10,0
180,test_loss,localca_path_minus_shared,descriptive secondary loss contrast; same validation-selected states,-0.07287798523902893,-0.07893735878169537,-0.06655508659780025,10,0
180,test_loss,bp_exact_minus_broadcast,descriptive secondary loss contrast; same validation-selected states,-0.07173449397087098,-0.08054517194628716,-0.06426320679485797,10,0
180,test_loss,broadcast_bp_minus_localca_recipe,descriptive secondary loss contrast; same validation-selected states,-0.1203363597393036,-0.12374521434307098,-0.11703661382198334,10,0
180,best_valid_loss,depth_gain_exact_bp,descriptive secondary loss contrast; same validation-selected states,-0.28907084193229676,-0.2966935936815739,-0.2811810839557648,10,0
180,best_valid_loss,localca_path_minus_shared,descriptive secondary loss contrast; same validation-selected states,-0.07242899293899537,-0.07852568669295308,-0.06580071547722816,10,0
180,best_valid_loss,bp_exact_minus_broadcast,descriptive secondary loss contrast; same validation-selected states,-0.07153115390777587,-0.08135936354660987,-0.06329579915535448,10,0
180,best_valid_loss,broadcast_bp_minus_localca_recipe,descriptive secondary loss contrast; same validation-selected states,-0.12043670623302458,-0.1237881871045828,-0.11737441344213485,10,0
600,test_loss,depth_gain_exact_bp,descriptive secondary loss contrast; same validation-selected states,-0.5630268312990665,-0.5668800570070743,-0.5588627710938454,10,0
600,test_loss,localca_path_minus_shared,descriptive secondary loss contrast; same validation-selected states,-0.02140461951494217,-0.030950815789401533,-0.011738256327807905,10,1
600,test_loss,bp_exact_minus_broadcast,descriptive secondary loss contrast; same validation-selected states,-0.07213861122727394,-0.07943161744624376,-0.06531758975237609,10,0
600,test_loss,broadcast_bp_minus_localca_recipe,descriptive secondary loss contrast; same validation-selected states,-0.11156880855560303,-0.11896695028990507,-0.10542056392878295,10,0
600,best_valid_loss,depth_gain_exact_bp,descriptive secondary loss contrast; same validation-selected states,-0.562152594294548,-0.5659565497442781,-0.5581989319681823,10,0
600,best_valid_loss,localca_path_minus_shared,descriptive secondary loss contrast; same validation-selected states,-0.021195169758796685,-0.031671632730126374,-0.010151176386475553,10,2
600,best_valid_loss,bp_exact_minus_broadcast,descriptive secondary loss contrast; same validation-selected states,-0.07175688630342483,-0.07928411396503447,-0.06474693337759377,10,0
600,best_valid_loss,broadcast_bp_minus_localca_recipe,descriptive secondary loss contrast; same validation-selected states,-0.11151989979743956,-0.11896940357446668,-0.10527122873401643,10,0
