metric,seed,epoch,exact_minus_shared
test_accuracy,10200,1,0.0
test_accuracy,10200,2,-0.42000412940979004
test_accuracy,10200,3,-0.42000412940979004
test_accuracy,10200,4,10.679996013641357
test_accuracy,10200,5,-0.689995288848877
test_accuracy,10200,6,-0.3099977970123291
test_accuracy,10200,7,0.020003318786621094
test_accuracy,10200,8,-0.5800008773803711
test_accuracy,10200,9,-0.34999847412109375
test_accuracy,10200,10,-0.6500005722045898
test_accuracy,10200,11,-0.7600009441375732
test_accuracy,10200,12,0.8099973201751709
test_accuracy,10200,13,0.1699984073638916
test_accuracy,10200,14,-0.6599962711334229
test_accuracy,10200,15,-0.4400014877319336
test_accuracy,10200,16,-0.20000338554382324
test_accuracy,10200,17,0.8499979972839355
test_accuracy,10200,18,0.1399993896484375
test_accuracy,10200,19,0.1399993896484375
test_accuracy,10200,20,0.23999810218811035
test_accuracy,10200,21,-0.31999945640563965
test_accuracy,10200,22,0.270003080368042
test_accuracy,10200,23,0.12999773025512695
test_accuracy,10200,24,0.37000179290771484
test_accuracy,10200,25,0.18000006675720215
test_accuracy,10200,26,0.40000081062316895
test_accuracy,10200,27,0.31999945640563965
test_accuracy,10200,28,-0.0800013542175293
test_accuracy,10200,29,-0.009995698928833008
test_accuracy,10200,30,-0.12999773025512695
test_accuracy,10200,31,-0.2400040626525879
test_accuracy,10200,32,-0.2400040626525879
test_accuracy,10200,33,0.1399993896484375
test_accuracy,10200,34,-0.4100024700164795
test_accuracy,10200,35,-0.23999810218811035
test_accuracy,10200,36,0.0599980354309082
test_accuracy,10200,37,0.279998779296875
test_accuracy,10200,38,0.5900025367736816
test_accuracy,10200,39,0.42999982833862305
test_accuracy,10200,40,0.34999847412109375
test_accuracy,10200,41,-0.3500044345855713
test_accuracy,10200,42,0.2100050449371338
test_accuracy,10200,43,0.049996376037597656
test_accuracy,10200,44,0.34999847412109375
test_accuracy,10200,45,0.5200028419494629
test_accuracy,10200,46,0.689995288848877
test_accuracy,10200,47,0.7299959659576416
test_accuracy,10200,48,-0.1699984073638916
test_accuracy,10200,49,0.0599980354309082
test_accuracy,10200,50,0.37999749183654785
test_accuracy,10200,51,-0.2200007438659668
test_accuracy,10200,52,-0.23000240325927734
test_accuracy,10200,53,-0.29000043869018555
test_accuracy,10200,54,0.12999773025512695
test_accuracy,10200,55,0.12999773025512695
test_accuracy,10200,56,0.9499967098236084
test_accuracy,10200,57,0.8799970149993896
test_accuracy,10200,58,0.8799970149993896
test_accuracy,10200,59,1.4999985694885254
test_accuracy,10200,60,0.2100050449371338
test_accuracy,10200,61,1.3799965381622314
test_accuracy,10200,62,0.12000203132629395
test_accuracy,10200,63,1.5599966049194336
test_accuracy,10200,64,1.0299980640411377
test_accuracy,10200,65,0.9799957275390625
test_accuracy,10200,66,0.6399989128112793
test_accuracy,10200,67,3.630000352859497
test_accuracy,10200,68,0.7100045680999756
test_accuracy,10200,69,1.2000024318695068
test_accuracy,10200,70,0.45000314712524414
test_accuracy,10200,71,1.8599987030029297
test_accuracy,10200,72,3.420001268386841
test_accuracy,10200,73,2.799999713897705
test_accuracy,10200,74,1.3700008392333984
test_accuracy,10200,75,0.7600009441375732
test_accuracy,10200,76,1.8599987030029297
test_accuracy,10200,77,2.8400003910064697
test_accuracy,10200,78,3.3699989318847656
