metric,epoch,mean,ci95_low,ci95_high,n_seeds,positive_seeds,negative_seeds
test_accuracy,185,11.074000000953674,10.284000635147095,11.815998017787933,10,10,0
test_accuracy,186,10.492000579833984,9.514002203941345,11.409024596214294,10,10,0
test_accuracy,187,11.000000238418579,10.050001114606857,11.808999210596085,10,10,0
test_accuracy,188,10.860999822616577,10.116999134421349,11.572998777031898,10,10,0
test_accuracy,189,10.791000723838806,9.942001089453697,11.65000082552433,10,10,0
test_accuracy,190,9.994999170303345,9.214999675750732,10.744999051094055,10,10,0
test_accuracy,191,10.360999703407288,9.494000658392906,11.230998650193214,10,10,0
test_accuracy,192,9.940000772476196,9.170925170183182,10.75800122320652,10,10,0
test_accuracy,193,9.334999918937683,8.301000595092773,10.289998054504395,10,10,0
test_accuracy,194,10.103000402450562,9.24100099503994,10.89802497625351,10,10,0
test_accuracy,195,9.846000075340271,9.058975011110306,10.618000030517578,10,10,0
test_accuracy,196,9.82800006866455,9.103949770331383,10.566050335764885,10,10,0
test_accuracy,197,9.94200050830841,9.147976085543633,10.729025542736053,10,10,0
test_accuracy,198,9.896000623703003,9.296974018216133,10.443000197410583,10,10,0
test_accuracy,199,9.47399914264679,8.469973862171173,10.476998090744019,10,10,0
test_accuracy,200,9.51799988746643,8.6969745606184,10.364999786019325,10,10,0
test_accuracy,201,9.241999983787537,8.421999782323837,10.08307449519634,10,10,0
test_accuracy,202,9.25100028514862,8.329950615763664,10.252023324370384,10,10,0
test_accuracy,203,8.680000305175781,7.652001351118088,9.639999866485596,10,10,0
test_accuracy,204,8.930999636650085,8.132000535726547,9.670100674033163,10,10,0
test_accuracy,205,7.9610008001327515,6.9070011377334595,9.022052183747292,10,10,0
test_accuracy,206,8.523001074790955,7.971977025270462,9.143025785684586,10,10,0
test_accuracy,207,8.40299904346466,7.825998067855835,9.05502201616764,10,10,0
test_accuracy,208,8.281999826431274,7.430000305175781,9.132024601101875,10,10,0
test_accuracy,209,8.215999603271484,7.423974335193634,8.841999769210815,10,10,0
test_accuracy,210,8.045001029968262,7.243002042174339,8.866025760769844,10,10,0
test_accuracy,211,7.966001629829407,7.504976451396942,8.405001759529114,10,10,0
test_accuracy,212,8.190000653266907,7.638974845409393,8.777050882577896,10,10,0
test_accuracy,213,8.153000473976135,7.518001168966293,8.839074850082396,10,10,0
test_accuracy,214,7.990999221801758,7.2080003917217255,8.73499870300293,10,10,0
test_accuracy,215,7.333999276161194,6.626999959349632,7.901998773217201,10,10,0
test_accuracy,216,7.674999833106995,7.057000994682312,8.328050285577774,10,10,0
test_accuracy,217,7.742999792098999,7.116973459720612,8.4170001745224,10,10,0
test_accuracy,218,7.7199989557266235,7.075972065329552,8.341999664902687,10,10,0
test_accuracy,219,7.2240012884140015,6.445001348853111,7.873001113533974,10,10,0
test_accuracy,220,7.076999545097351,6.171950176358223,7.837025478482246,10,10,0
test_accuracy,221,6.867001056671143,5.8599758595228195,7.844026610255241,10,10,0
test_accuracy,222,6.7910003662109375,5.921000823378563,7.626075625419616,10,10,0
test_accuracy,223,7.037000060081482,6.2020003497600555,7.873026058077812,10,10,0
test_accuracy,224,6.667000651359558,6.016000509262085,7.378027379512787,10,10,0
test_accuracy,225,6.736998558044434,6.020973399281502,7.450023844838142,10,10,0
test_accuracy,226,6.62100076675415,5.989000782370567,7.255001068115234,10,10,0
test_accuracy,227,6.4969998598098755,5.5709743946790695,7.3270004987716675,10,10,0
test_accuracy,228,6.06200098991394,5.727001428604126,6.418025463819504,10,10,0
test_accuracy,229,6.648999452590942,5.921999216079712,7.334024280309677,10,10,0
test_accuracy,230,6.141000986099243,5.555001497268677,6.735000625252724,10,10,0
test_accuracy,231,6.233000159263611,5.355973899364471,7.115025445818901,10,10,0
test_accuracy,232,5.9579998254776,5.1549988985061646,6.694025933742523,10,10,0
test_accuracy,233,5.884999632835388,5.204998850822449,6.551026031374931,10,10,0
test_accuracy,234,5.978000164031982,5.200974985957146,6.752000465989113,10,10,0
test_accuracy,235,5.394999384880066,4.73497399687767,6.134024798870087,10,10,0
test_accuracy,236,5.193000435829163,4.367001041769981,6.040025919675827,10,10,0
test_accuracy,237,5.421000719070435,4.754975512623787,6.063000559806824,10,10,0
test_accuracy,238,5.327001214027405,4.733002185821533,5.872026011347771,10,10,0
test_accuracy,239,5.460001230239868,4.787976786494255,6.110000014305115,10,10,0
test_accuracy,240,5.008000135421753,4.318999633193016,5.5830263793468475,10,10,0
test_accuracy,241,4.950999617576599,4.288000464439392,5.643998995423317,10,10,0
test_accuracy,242,5.218000411987305,4.575973838567734,5.878000870347023,10,10,0
test_accuracy,243,4.538999795913696,3.8869494944810867,5.169000029563904,10,10,0
test_accuracy,244,4.754999876022339,4.183974891901016,5.348998919129372,10,10,0
test_accuracy,245,4.31600034236908,3.6969995498657227,4.932999610900879,10,10,0
test_accuracy,246,4.420000314712524,3.924000859260559,5.042025998234749,10,10,0
test_accuracy,247,4.379000663757324,3.7170004546642303,5.074026539921761,10,10,0
test_accuracy,248,4.3890005350112915,3.7549752295017242,5.048999786376953,10,10,0
test_accuracy,249,4.380999803543091,3.7849731147289276,4.9110245406627655,10,10,0
test_accuracy,250,3.9959990978240967,3.464999198913574,4.565023735165596,10,10,0
test_accuracy,251,3.8639992475509644,3.319973409175873,4.548024490475655,10,10,0
test_accuracy,252,3.6890000104904175,2.9880011081695557,4.3729991018772125,10,10,0
test_accuracy,253,3.87999951839447,3.3560013622045517,4.43302509188652,10,10,0
test_accuracy,254,3.534001111984253,2.9150014966726303,4.05900003015995,10,10,0
test_accuracy,255,3.7119996547698975,3.1929999589920044,4.229997426271439,10,10,0
test_accuracy,256,3.7330007553100586,3.1409758925437927,4.394999757409096,10,10,0
test_accuracy,257,3.7300002574920654,3.2130002975463867,4.22700047492981,10,10,0
test_accuracy,258,3.410000801086426,2.8770017325878143,4.000000953674316,10,10,0
test_accuracy,259,3.518000841140747,2.877000570297241,4.131000056862831,10,10,0
test_accuracy,260,3.313000202178955,2.567000985145569,4.054024785757065,10,10,0
test_accuracy,261,3.127000331878662,2.7210021018981934,3.5069990307092667,10,10,0
test_accuracy,262,3.228999972343445,2.871000751852989,3.592999577522278,10,10,0
test_accuracy,263,3.3259999752044678,2.677999719977379,3.97502651810646,10,10,0
test_accuracy,264,3.4880006313323975,2.904001474380493,4.125025823712349,10,10,0
test_accuracy,265,2.8480005264282227,2.2310012578964233,3.5500008016824722,10,10,0
test_accuracy,266,2.7119994163513184,2.0239990949630737,3.333998918533325,10,10,0
test_accuracy,267,3.0000001192092896,2.3979747891426086,3.603000655770302,10,10,0
test_accuracy,268,2.6959997415542603,2.188975840806961,3.274024665355682,10,10,0
test_accuracy,269,2.630000114440918,2.0670002698898315,3.294025614857673,10,10,0
test_accuracy,270,2.506999969482422,1.9949746876955032,3.1349998861551285,10,10,0
test_accuracy,271,2.5349992513656616,1.9469999969005585,3.048999309539795,10,10,0
test_accuracy,272,2.4949991703033447,1.8939995616674423,3.0660229772329326,10,10,0
test_accuracy,273,2.3950010538101196,1.889001727104187,2.962000995874405,10,10,0
test_accuracy,274,2.1430009603500366,1.549001321196556,2.781001925468445,10,10,0
test_accuracy,275,2.186000943183899,1.7000025361776352,2.665001168847084,10,10,0
test_accuracy,276,1.9640010595321655,1.34197598695755,2.6660500913858405,10,10,0
test_accuracy,277,2.120997905731201,1.806972697377205,2.4919974952936172,10,10,0
test_accuracy,278,2.016000747680664,1.531975343823433,2.5399995297193527,10,10,0
test_accuracy,279,1.9200003147125244,1.2370007932186127,2.5799989849328995,10,9,1
test_accuracy,280,2.1190011501312256,1.4970010370016098,2.8260016441345215,10,10,0
test_accuracy,281,1.6890013217926025,1.3629758954048157,2.0300012826919556,10,10,0
test_accuracy,282,1.8260002136230469,1.3919747322797775,2.3360245823860164,10,10,0
test_accuracy,283,1.5870004892349243,0.8540004193782806,2.322027593851089,10,9,1
test_accuracy,284,1.4399993419647217,0.7300001084804535,2.1179991960525513,10,9,1
test_accuracy,285,1.4520001411437988,1.0319989770650864,1.8900007158517838,10,10,0
test_accuracy,286,1.3489997386932373,1.00499926507473,1.6900003105401993,10,10,0
test_accuracy,287,1.105000376701355,0.5249756872653961,1.6750251650810237,10,8,2
test_accuracy,288,1.165001392364502,0.5380010604858398,1.7140024900436401,10,8,2
test_accuracy,289,1.2019997835159302,0.7100015878677368,1.6609996557235718,10,9,1
test_accuracy,290,1.2300002574920654,0.7269990295171738,1.766025990247726,10,9,1
test_accuracy,291,1.0380017757415771,0.553002342581749,1.51900053024292,10,9,1
test_accuracy,292,1.2580007314682007,0.7820015847682953,1.6980010271072388,10,9,1
test_accuracy,293,1.3070005178451538,0.6879753470420837,1.925000548362732,10,9,1
test_accuracy,294,1.0739988088607788,0.5869746655225754,1.5650230199098583,10,9,1
test_accuracy,295,0.9629994630813599,0.435974657535553,1.4650248587131496,10,9,1
test_accuracy,296,0.7060003280639648,0.22500097751617434,1.2160252928733821,10,7,3
test_accuracy,297,0.49800097942352295,0.005001410841941871,0.9770006090402603,10,7,3
test_accuracy,298,0.7910001277923584,0.14297373592853552,1.444000020623207,10,8,2
test_accuracy,299,0.7309991121292114,0.3519732356071472,1.1279994398355484,10,9,1
test_accuracy,300,0.4579991102218628,-0.11100055277347567,1.0339981466531754,10,6,4
test_accuracy,301,0.6799989938735962,0.1780003160238266,1.200997844338417,10,8,2
test_accuracy,302,0.46199917793273926,0.007973358035087617,0.9490250796079632,10,6,4
test_accuracy,303,0.40199995040893555,-0.03799974918365479,0.8610248118638989,10,7,3
test_accuracy,304,0.33600032329559326,-0.135073572397232,0.8359998613595963,10,7,3
test_accuracy,305,0.29699981212615967,-0.11700035631656648,0.6979996114969254,10,7,3
test_accuracy,306,0.37999987602233887,-0.015025079250335652,0.7309997230768204,10,8,2
test_accuracy,307,0.3410017490386963,-0.059996873140335076,0.7470017671585083,10,8,2
test_accuracy,308,0.25500059127807617,-0.08799852430820465,0.6220001131296158,10,6,4
test_accuracy,309,0.052999258041381836,-0.5010758489370345,0.5670237243175503,10,5,5
test_accuracy,310,0.14899909496307373,-0.26502662897109985,0.528999000787735,10,7,3
test_accuracy,311,0.21800100803375244,-0.14102515578269956,0.5190014839172363,10,7,2
test_accuracy,312,-0.018000006675720215,-0.7620762586593627,0.6200009733438492,10,7,3
test_accuracy,313,0.10300099849700928,-0.21699966490268707,0.43202634155750236,10,6,4
test_accuracy,314,0.011001229286193848,-0.36202365159988403,0.41902539134025535,10,4,6
test_accuracy,315,-0.2399998903274536,-0.6320255696773529,0.18502588570117914,10,2,8
test_accuracy,316,-0.1399993896484375,-0.5559992790222168,0.29800058901309967,10,3,7
test_accuracy,317,-0.13299882411956787,-0.6049996763467789,0.2880018949508667,10,5,5
test_accuracy,318,-0.3040003776550293,-0.6989997774362564,0.05499841272830964,10,4,6
test_accuracy,319,-0.27699947357177734,-0.6279993057250977,0.08799971640110016,10,3,7
test_accuracy,320,-0.19900023937225342,-0.559999942779541,0.1320254206657406,10,4,6
test_accuracy,321,-0.3650003671646118,-0.663999930024147,-0.04600165784358979,10,2,8
test_accuracy,322,-0.5039995908737183,-0.8899992853403091,-0.14197415113449133,10,3,7
test_accuracy,323,-0.4559999704360962,-0.868998184800148,-0.025000572204589833,10,2,8
test_accuracy,324,-0.4749995470046997,-0.8480226695537567,-0.08199988305568698,10,1,9
test_accuracy,325,-0.35500049591064453,-0.7080012559890747,0.03199996054172515,10,3,7
test_accuracy,326,-0.5009996891021729,-0.8709985017776489,-0.11499999463558196,10,1,9
test_accuracy,327,-0.5940008163452148,-1.0450005531311035,-0.14197650551795996,10,2,8
test_accuracy,328,-0.4540008306503296,-0.7930271923542023,-0.08197550475597418,10,3,7
test_accuracy,329,-0.47500014305114746,-0.7590007781982422,-0.22597438097000158,10,2,8
test_accuracy,330,-0.6660014390945435,-1.2280266880989075,-0.09900212287902835,10,2,7
test_accuracy,331,-0.9090012311935425,-1.375001072883606,-0.48600077629089355,10,1,9
test_accuracy,332,-0.938001275062561,-1.4130002409219742,-0.4870021343231201,10,1,9
test_accuracy,333,-0.8579999208450317,-1.282026693224907,-0.4229992628097534,10,1,9
test_accuracy,334,-0.643000602722168,-1.1329990774393082,-0.10700221359729768,10,2,8
test_accuracy,335,-0.8410000801086426,-1.3200008869171143,-0.3069740980863575,10,2,8
test_accuracy,336,-1.0089999437332153,-1.385999321937561,-0.5690002143383026,10,1,9
test_accuracy,337,-0.7880008220672607,-1.1570018529891968,-0.39097431302070657,10,1,9
test_accuracy,338,-0.8219999074935913,-1.1970001459121704,-0.44200003147125244,10,2,8
test_accuracy,339,-0.9340000152587891,-1.2220268845558167,-0.6239986419677734,10,1,9
