unit_index,pre_pt_root_id,nucleus_id,segment_id,major_branch,path_um,depth,x_um,y_um,z_um,n_synapses,contact_size,repeat_reliability,manual_match
0,864691136033227451,296482,8781,8089,61.43086351021584,3.0,697.544,440.584,813.0,2,31192.0,0.20597776823624825,True
1,864691135839950227,256449,9964,9817,107.83768858022748,6.0,719.264,508.2,780.64,1,2372.0,0.07941415008825914,True
2,864691135892048777,255215,9105,7741,144.46371659089817,7.0,762.8960000000001,425.488,872.9200000000001,1,21428.0,0.2798244358570679,False
3,864691135212576960,301119,9584,9533,122.67726511457316,2.0,719.28,486.08,871.0,1,2776.0,0.2512952626305997,False
4,864691135503287618,260639,8471,7741,104.6946901856247,8.0,760.368,400.672,874.8000000000001,1,21988.0,0.13390582510376411,False
5,864691135387753601,305232,9266,8089,137.85891657202896,5.0,694.352,399.864,850.88,2,4148.0,0.05938647965268832,False
