family,architecture,credit,alignment_alpha,seed,config_index,test_accuracy,train_accuracy,test_auc,fallback_mentions,nonfinite_alert,config_sha256,final_sha256,trainable_parameters,active_synapses,candidate_synapse_slots,persistent_state_scalars
nested_factor,grouped_point,local3f,0.0,10501,1,0.5874999761581421,0.5918999910354614,0.6212421655654907,0,False,9618c9ca535dbba77286193e024f7ba0445b6633f4a5c4a4d53e180efba04ba3,dab31585501e94184584a95ed5646e8334d0102ad2220c6bd8ca09e9f2545bd1,66178,14336,21760,2944
nested_factor,grouped_point,local3f,0.0,10502,2,0.5809000134468079,0.5773999691009521,0.6132256984710693,0,False,33f65bd64317e05491cba41da6086bcc2fe05c27a2db11a37c3034218dd9a6df,9662da9b4ca4aba978de39fda86241fd342c2a7c5ea1e3414cb2b9cd1ffde0a9,66178,14336,21760,2944
nested_factor,grouped_point,local3f,0.0,10503,3,0.5778999924659729,0.5891000032424927,0.6132676601409912,0,False,636898e8468bbb250d4d2b5dc2f41d03adfa498ce64492e9e6d9602476695df2,415f04fd0fd7c3b1ed9d391863dd9ad5646dff11883b97ad335aaddee7f967d2,66178,14336,21760,2944
nested_factor,grouped_point,local3f,0.0,10504,4,0.587399959564209,0.5803999900817871,0.6263555884361267,0,False,8fab393ece2d153a3b05fdcbeffbc582df043982d91c01e1104f38f8baf36112,17c3e3f67c3dabc239ac7ea9d59609e67c1ef89b1096e4eb308651d40e89bf83,66178,14336,21760,2944
nested_factor,grouped_point,local3f,0.0,10505,5,0.5898999571800232,0.5805000066757202,0.6243389844894409,0,False,aba39f79d96c33bb64da8b2f6b68b4954daba73ac6ade1484c3689464e060d32,82e0908c70bb932ff4aadd0c1ba30dc14dfd0dbd68e2e36343e72daf208cc8f0,66178,14336,21760,2944
nested_factor,grouped_point,local3f,0.0,10506,6,0.5803999900817871,0.5885999798774719,0.6150524020195007,0,False,0f130c4813de5d0fddb386585b546f431e2a04386775a6d1803e5dbb3316e44a,e6572243786045da2e02cc47bd927616306f10c2e451b94e32b5a1b344e1f88e,66178,14336,21760,2944
nested_factor,grouped_point,local3f,0.0,10507,7,0.5870999693870544,0.5884999632835388,0.6174113750457764,0,False,10c6cfad84e0387658863dc4d1352661c71ed63b891d790f807ff90f3848709b,88a9815c9f290a9b9943e6ef02edc0e21fcc66aa460cc0cd96f4fa87b7b5f2cc,66178,14336,21760,2944
nested_factor,grouped_point,local3f,0.0,10508,8,0.585599958896637,0.583299994468689,0.6179472208023071,0,False,0d329fffd5e0418c57856d776c4ded5a2c05275561fa4ab41f2c92584acc2b81,f4ba5b0e8c813345b98793ac872678d8e310fc08c5b685740a3cc876855e1561,66178,14336,21760,2944
nested_factor,grouped_point,local3f,0.0,10509,9,0.5880999565124512,0.586899995803833,0.6227685809135437,0,False,07810788667336262f4964afc3c9c954c45a1221f58e7d97c512f1f783420701,a6f0eb799bb77ede57c53d1b7939037003181bb42953d8e2ec1688a8f8e4cfd7,66178,14336,21760,2944
nested_factor,grouped_point,local3f,0.5,10500,10,0.5830000042915344,0.590999960899353,0.623121440410614,0,False,6d34b762a43de583e8fd6eb80e3cc5b8bc807b41ff3c8daeed016fbb722d99fb,7dbde7c5c6f3822c56ec614594e52544370cbf14eb8a3e1147cba85e0b473e52,66178,14336,21760,2944
nested_factor,grouped_point,local3f,0.5,10501,11,0.5990999937057495,0.5999000072479248,0.6344287991523743,0,False,98f36e6d3ea5e47ada7320e1ca899e54f862882718bfba0489af9d8bde2cb9e1,7afcacd1dfd7f8aeff69abf6da03d0b0526557abc65d8a8bfb19dba5ecc84f9e,66178,14336,21760,2944
nested_factor,grouped_point,local3f,0.5,10502,12,0.5896999835968018,0.5909000039100647,0.6256285905838013,0,False,e17be7503743e8f8b7811e09ae75f3c215c388e0cd9cdd5c62c747099d244cf3,13b37185f54171e4995fbbc24d936ddf443a21e5d5c779a846cb8c66fdc3c2d7,66178,14336,21760,2944
nested_factor,grouped_point,local3f,0.5,10503,13,0.587399959564209,0.6033999919891357,0.6235719323158264,0,False,5b5bc2f77c426442051855f1e46292d97f0993daed9f6ba4c25aa0065c78e19e,bdd2ea434f7b98f09aaeb37d73c3cd7afabce9cdc44be14557ecebaba9a6583a,66178,14336,21760,2944
nested_factor,grouped_point,local3f,0.5,10504,14,0.5997999906539917,0.5936999917030334,0.6382179856300354,0,False,a3ee2f7af73dc69398620d3659c86c61b1dfdb30f82d48097edbd73f04d92660,c9794412ca0c8bbb6b8f4cf669cfaec8a1b9bdadf535ea48196b4e9b529d2fb1,66178,14336,21760,2944
nested_factor,grouped_point,local3f,0.5,10505,15,0.5953999757766724,0.5900999903678894,0.635284423828125,0,False,b45fef755b9b95d0bebea18822b5b58ea1c1beeff82a350227ac3d773e505241,4f44ce08d9c5e9a18f764cb9d704959b55f271926739a2ccf0cdad915f977f88,66178,14336,21760,2944
nested_factor,grouped_point,local3f,0.5,10506,16,0.5895000100135803,0.6013999581336975,0.6243036389350891,0,False,ec0a092bcb80a2ca2fcad0566dc77a416f4e02a4b72a82074981458ab96c2eac,d9a52678426c205c10ec7a95e598c92b8bf9f25b4941a2bff57b4d4145180bfa,66178,14336,21760,2944
nested_factor,grouped_point,local3f,0.5,10507,17,0.5965999960899353,0.5983999967575073,0.6278315782546997,0,False,c1c981d74ca48db77af594f4c2c1bff3c75fdc1a7a82d4a7833cbd4c4f40e09d,5d9fd30b9f133c1cbea34c2f6f930ffbc82c7acea2123b6d09d24d3f8b77f402,66178,14336,21760,2944
nested_factor,grouped_point,local3f,0.5,10508,18,0.5891000032424927,0.592199981212616,0.6271566152572632,0,False,3191d1246ba4f7c97c304217a6e5af9be680f81474c8aa7dad2c7b3a68184036,f00e314e4d94b13539d546d7dd11fb971be5f773869836ee739bdd930822b9e2,66178,14336,21760,2944
nested_factor,grouped_point,local3f,0.5,10509,19,0.5963000059127808,0.5953999757766724,0.6343435049057007,0,False,ca6c46368328c085d459664bb984febcde9db192194c5a69a296e49358059e88,8fe9172f45aa49a29c2506bacef2be44f813f5add5c149aa28201dc40cc916c3,66178,14336,21760,2944
nested_factor,grouped_point,local3f,1.0,10500,20,0.6049999594688416,0.6173999905586243,0.6446810960769653,0,False,4eb05f88166054d1fdd61fbcd6eb6e60b7be86f113904ff551dff4a9844cdede,2e9dee2b12cd5a183a0b7d24c09c8c58f0ca5a4c75f9bb92720524a576f8b2f8,66178,14336,21760,2944
nested_factor,grouped_point,local3f,1.0,10501,21,0.6119999885559082,0.6172999739646912,0.6577021479606628,0,False,99ac033596e9fcd4f7fd6220445c86bec8291f384a9e5934ed9023f694b6af18,d62936c469381ac2475e94647105438817cd1a53cfbc30d7d48fd9445bebab73,66178,14336,21760,2944
nested_factor,grouped_point,local3f,1.0,10502,22,0.613599956035614,0.6125999689102173,0.6528064608573914,0,False,0c8298b18638aea561ecd98ea7a84d3418f1177fcc55d2d8c7ec8a71c1ddc6a8,78c737c1fedabf79aa754a9bbe3fcec2dd58e0ff7d7e9998763584da03cc5df4,66178,14336,21760,2944
nested_factor,grouped_point,local3f,1.0,10503,23,0.6105999946594238,0.6245999932289124,0.6506544947624207,0,False,9d4c7bba2ce9fd7cfd2f32cbfc46f096407c1647f8d12822e7dcde4a899a998c,00e413c467e4ccd179009da9ac50b30bb0d91f7a4f4c40b62f6a6c772543a25b,66178,14336,21760,2944
nested_factor,grouped_point,local3f,1.0,10504,24,0.6182999610900879,0.6157999634742737,0.6630396246910095,0,False,7871b8aad8940b830111848dc5ccb867dce3c6ab50e885ae7851003061174f37,5a5a5d674ceea08cf218ff3216b698de082478966d16871299023f4516de9113,66178,14336,21760,2944
nested_factor,grouped_point,local3f,1.0,10505,25,0.6125999689102173,0.615399956703186,0.657997727394104,0,False,3f4ffcae79b249eb1cccf0589fbda5417840b1dee65531b18e2fd6de94ba989a,a9e1067e638c7e2e4d5e0a993239c001aad0a24484e6cceab7e71bebceeee717,66178,14336,21760,2944
nested_factor,grouped_point,local3f,1.0,10506,26,0.6046000123023987,0.6256999969482422,0.644593358039856,0,False,3c19fcb980b3ef723db11446b7e9c38b39d0877a3fd45494bba46a5a40eaf189,38a25d0f8fdd3e1fc3cc986f7a75a6187c314c4529b6e7af946b5d364443e600,66178,14336,21760,2944
nested_factor,grouped_point,local3f,1.0,10507,27,0.6132999658584595,0.6202999949455261,0.6537082195281982,0,False,a3723bd989067c528f547c6df68998db3f4aabb651ab6eb4f04896ff3a5fd819,2758e25bd370cce9de5b2a028b38132e508780f9c38590ada8d13cd15a46e373,66178,14336,21760,2944
nested_factor,grouped_point,local3f,1.0,10508,28,0.6128999590873718,0.6114000082015991,0.655167281627655,0,False,d92bafb0537017d1075e9d9ecf3fbfcf0a641137a734f788c459b6ae1d4a4ec4,b2d126789a37aa09a5ae258f132f257e7e7878a33223f0011dcc6488f9175835,66178,14336,21760,2944
nested_factor,grouped_point,local3f,1.0,10509,29,0.6141999959945679,0.6129999756813049,0.6614333987236023,0,False,49e2d81dcc75ada6e7145295a91c0c021f1723b0f091bc9cf3f25280553fa01c,84c7c919874d5721b86f817bd18671ca6106c042730211ee82c9a85538b9ceb9,66178,14336,21760,2944
flat_factor,serial,bp,0.0,10500,0,0.6571999788284302,0.6730999946594238,0.7155657410621643,0,False,524e14718fc9d724a48ba379736c530a6f7a72b6e21044b0a17cfb083a32d9c3,571a83c710514409f6f004d3c10a39be64d19a714ab5427feabce83130929544,66178,14336,21760,2944
flat_factor,serial,bp,0.0,10501,1,0.6559000015258789,0.6722999811172485,0.7174650430679321,0,False,40e74399d010e8f8fbba6c83bfd0eb092eac7dba0f5c8ad0d5b07384a5949568,13cddaf91190494ec4922153af79786a8fd7b6d8bac13b2af5f7bfdd3af9bc6a,66178,14336,21760,2944
flat_factor,serial,bp,0.0,10502,2,0.6520000100135803,0.6653000116348267,0.7105777859687805,0,False,35cf12e8664fa0bc9bd42f69b21eb8971be92d10f9c84639c90f50119cee3bf1,ccaef49891f15badabe1a5ea5f5bb9d766d9c27d2f0e90395450bc358629604e,66178,14336,21760,2944
flat_factor,serial,bp,0.0,10503,3,0.6507999897003174,0.6625999808311462,0.7058824896812439,0,False,cd9075dda6b44be514f10cb9863442dbdd499c0f66cb56c344aba856ac121250,687b7b787329817c64b8d1a2ebd67855a6ea20a03b5da63850cf2fd442f89dd2,66178,14336,21760,2944
flat_factor,serial,bp,0.0,10504,4,0.6556999683380127,0.6574000120162964,0.7117751836776733,0,False,a41bf2e5daf3a1475a6a9b750533f0dbad6946a17ab107fd7aafd0724bdae675,a62c8b3fe7f9cedf7e1f2c74540cab8bdd02f080254a87f98e2fccf6e859a2f8,66178,14336,21760,2944
flat_factor,serial,bp,0.0,10505,5,0.6538000106811523,0.6554999947547913,0.7107983231544495,0,False,24a08f0922a6240676f49a70f013551eaf3dc88bbba2b3e1a741c01940d01c23,cbd1d684bb4d6fac3839eafb45d2b7f967220f5ae84892ff80b70d699dda484f,66178,14336,21760,2944
flat_factor,serial,bp,0.0,10506,6,0.6602999567985535,0.661799967288971,0.7205001711845398,0,False,ef3630f5064332aaa30366ce0dcc7e9d14a5542dc4bf4803952b01b540b39e84,1e07e2c74cff97eb3749d9da9b1ef9cd1a04d99fe27ce7daeb489258b803bcf1,66178,14336,21760,2944
flat_factor,serial,bp,0.0,10507,7,0.6589999794960022,0.6566999554634094,0.7169910669326782,0,False,649d7bcd977ddd255acb2845288dbc5f5b1b194074e268c19499f51277eb608e,d2933fb2b34d435f305c40f45e319808d615f7932c4be81a8580eb93b53c9618,66178,14336,21760,2944
flat_factor,serial,bp,0.0,10508,8,0.6464999914169312,0.6674999594688416,0.7086331248283386,0,False,a5e83b4022916fe38a98e274d2781fe5823ff78e73a9b43d070c62189590a384,da592388834340f13de7e7d6d0eb096b46fca176c8a56978e8862451fbaa3486,66178,14336,21760,2944
flat_factor,serial,bp,0.0,10509,9,0.6567999720573425,0.6628999710083008,0.7079617381095886,0,False,4e8c0214c2df44bb8b1d10f1d12ee71cd0075e2ac07da49b9e2789571626bb71,8806a2b599e30cf14a333d51bc873e94b20eac2788fb64a15d95b0f3232a71a7,66178,14336,21760,2944
flat_factor,serial,bp,0.5,10500,10,0.6891999840736389,0.7010999917984009,0.7604231834411621,0,False,3c5397d40c4c032a55bddec3a1ac1ab95c293b9501b9d539e0025a2b6e313688,f7e8ac34c6652852e981929bc1709fa19a143c1ffdd90bea9c9d9f096bc02141,66178,14336,21760,2944
flat_factor,serial,bp,0.5,10501,11,0.6904999613761902,0.7027999758720398,0.760893702507019,0,False,845020cfd3c3fae3c5e23b186f425051de6356b9039216ed6317e7b73c06b200,c7448dbd9c2df5914161724972fb435649a420d9e0c8e751ddc68fba6f329a6d,66178,14336,21760,2944
flat_factor,serial,bp,0.5,10502,12,0.6801999807357788,0.7038999795913696,0.7542121410369873,0,False,5dcc7ca33c946d25cfb504208e8aaec306a056b22673212f7d85f1facdfd39c1,280a7d20e1d03dc43421b29528f195b196b908efe0ed94752972285708d22ec8,66178,14336,21760,2944
flat_factor,serial,bp,0.5,10503,13,0.6818000078201294,0.6966999769210815,0.7492651343345642,0,False,18bdc7ee77334a437f03da59cd1f018a89a5881f35b1daa2e49fe216e769952f,d0898fc6e13b7762debbc9246a0a97d64f733eb199b91a893f292868959870de,66178,14336,21760,2944
flat_factor,serial,bp,0.5,10504,14,0.6873999834060669,0.6893999576568604,0.7540788650512695,0,False,401cbe2e3d86c3aee23ad71bc11da4e2ccc8d33e69670670300500e2477080b7,097c9395b846a55ddf52aa42075910577fb2398abb2536158dc0f83336ab6195,66178,14336,21760,2944
flat_factor,serial,bp,0.5,10505,15,0.6916999816894531,0.6890000104904175,0.7575137615203857,0,False,47a318936bcdb357e0a2e733b7c3466b5f8f62bc16d0a5fa5a5548785329bdbd,7f4473f2cbaa65c6fddb09b82d0bca2db658eef7157c0d873fd5fbbe554196c8,66178,14336,21760,2944
flat_factor,serial,bp,0.5,10506,16,0.6973999738693237,0.6923999786376953,0.7651177048683167,0,False,f1519b64c2c86c68a954a05d54d56b47a31580b624b0fc2a029c5d890a75c1c4,f8a5ed10d77857985d9b9ecc7de318fb236bf68b649791145da459421a273809,66178,14336,21760,2944
flat_factor,serial,bp,0.5,10507,17,0.6912999749183655,0.69159996509552,0.7569789886474609,0,False,b2ed221e2bc3bdba708f485118c08b5d67ddf29fffc292c251da09428568aff1,b16865b1d8a74489748fc807b5c98f5d6d70a4f18a1102103f296cc3f6ff1291,66178,14336,21760,2944
flat_factor,serial,bp,0.5,10508,18,0.6858999729156494,0.6997999548912048,0.7552430629730225,0,False,6467e14171f859f52ba6d5da46fee727026a8b9fd6a1c08609628848138bc545,d6fdbdb85658a6c4fe9b9b5444ad68c5a1a34444bc3a1bc161ecce820cb1bb49,66178,14336,21760,2944
flat_factor,serial,bp,0.5,10509,19,0.6891999840736389,0.6953999996185303,0.753150224685669,0,False,723da36a0639d4fbcbaebb7e46dac0489dcce7262a59e6d0439af7a7eb36ebeb,e25d05f20ad095080d13e69a9ac7b3653c21b0e05a85011e69a8805eaf6475dc,66178,14336,21760,2944
flat_factor,serial,bp,1.0,10500,20,0.930899977684021,0.9377999901771545,0.9818704128265381,0,False,ea35691aaf3473966ebeb6c310654836fa4913a73b32b995e272227471508054,2043091ebc8a51f8c339890df191a994a05d930c3debfc6718640818093d6bf3,66178,14336,21760,2944
flat_factor,serial,bp,1.0,10501,21,0.9411999583244324,0.9422999620437622,0.9840097427368164,0,False,8c7d40dc4cfd6dbff420abc45938f5a49d4e3d3ed260d0f896b59c458f74f806,986b103628c9b974767fcef2f4d63d9646001a02683c9daf9afe9e9ce7f18a00,66178,14336,21760,2944
flat_factor,serial,bp,1.0,10502,22,0.94159996509552,0.942799985408783,0.98656165599823,0,False,6341d38070ee6412800eb59bd6d4d797e795e50907eba4f9e4c46d9db09bc4da,4a73aba8016fc1a61d91a744cba335bababe3e883abf2d06f894b8b27bcf6851,66178,14336,21760,2944
flat_factor,serial,bp,1.0,10503,23,0.9431999921798706,0.9477999806404114,0.9848862290382385,0,False,fe7051db1a7ef7363b590430ded05076546ad9167e6fb16f88f439e3f06b207e,d737e2146784d70f61680d0618b36c49629657056f489e5362c0f6f7c8e3c221,66178,14336,21760,2944
flat_factor,serial,bp,1.0,10504,24,0.9372999668121338,0.9390999674797058,0.983586311340332,0,False,07370612f094bccf93e0de3feafac475c9da3e4f3415264857e3089f3f8f7e56,1a946a84e7150f97ec284317ef861edfc476d10233ffe26c6bb745676c8dd2f3,66178,14336,21760,2944
flat_factor,serial,bp,1.0,10505,25,0.9526000022888184,0.9556999802589417,0.9896619915962219,0,False,6596184ffab02125ed6638ed0ad908fe368378c2c0ed5ccc6a8a3ced2e336cac,0c052263bf0d95e7505dcff57835e193138226a6045200eb32c8c4def91a39d0,66178,14336,21760,2944
flat_factor,serial,bp,1.0,10506,26,0.9519999623298645,0.9530999660491943,0.9884577393531799,0,False,37f38bfc2f1a92fe3e91693f3e911cce84fc22a2a365dd6cd7dac5ad3d7739fe,a3e1208c5bf7b110658017ab6175a41aa9f869fee970720bbfbc83edab182800,66178,14336,21760,2944
flat_factor,serial,bp,1.0,10507,27,0.9419999718666077,0.9429999589920044,0.9841693639755249,0,False,06b3c9b5176827824b971baf41925237ec8add94cbc6909bc727524a64895faf,a0ac5d4c1f5c7c53d8c5bd6c881d1301562fcc3f6a82508b12d649dea5a008eb,66178,14336,21760,2944
flat_factor,serial,bp,1.0,10508,28,0.944599986076355,0.9497999548912048,0.9867340922355652,0,False,fdd6af70b733bbd61c3a8c607814c23cd8b5608246fe97ac1875ab6597582182,728149a9c9b49c3dacebdc3d08cbbc5021624e2c7b35d7b3e1d816bae60ce11a,66178,14336,21760,2944
flat_factor,serial,bp,1.0,10509,29,0.9365999698638916,0.9376999735832214,0.9832879304885864,0,False,bf9c0ca91fc42fa377a8c8d61b21dac7ca6243e717040b76ac9d1e395bda5eb1,9eaacc61abeb236f5dcb38c98838677a7c1ba37b416757804bc1d6363b29ce20,66178,14336,21760,2944
flat_factor,serial,local3f,0.0,10500,0,0.6581999659538269,0.6721000075340271,0.7163141369819641,0,False,446737384e803b81e4e7337be2063f5103cb62305b75c22dfbd2c9140e9a9ec8,93afd363c3f3ac773a11629ed908bbadcb12710791ed14f6cae627276ba078d6,66178,14336,21760,2944
flat_factor,serial,local3f,0.0,10501,1,0.6578999757766724,0.6699999570846558,0.7178124785423279,0,False,d0e004419b01de341284548062034f18d7fb0a235a1a0a416662a09715cc38dc,fd0ca37ef2853d9d95ec5e7782e3743c50a7f616d62acf756eb143d033c25643,66178,14336,21760,2944
flat_factor,serial,local3f,0.0,10502,2,0.6520999670028687,0.6627999544143677,0.7109243869781494,0,False,73a8f30281693b966dab5e69ff4906f58403b2d38ccfc1cb70f80535d39a166d,4690a3d542f38f9d906a6d046b6b4b8c368fa30ed1510dba8e6d71e84d130fc3,66178,14336,21760,2944
flat_factor,serial,local3f,0.0,10503,3,0.6478999853134155,0.6640999913215637,0.7051353454589844,0,False,b42b5ffcb795e38dee5dfcdc21decb401115d4ed9a3ce501591fe244c1b64139,2585c7b8bf21b1294abee12febb650e63aa60dc3c54a87be0ee5b8f00846883b,66178,14336,21760,2944
flat_factor,serial,local3f,0.0,10504,4,0.6545000076293945,0.6577999591827393,0.7119843363761902,0,False,abaa1deb1eeed9c9841d83c7191fc6c869bc9de50d8ee3e7a90e8451fc8b655a,068cbdf88764c369c1b4965935b7efadf93bfe68f7a06ec5c087332fb89cb3ad,66178,14336,21760,2944
flat_factor,serial,local3f,0.0,10505,5,0.6530999541282654,0.6532999873161316,0.7109030485153198,0,False,24e7f7aaf86cb748b70e1db87078c6e4c7663cfe0f69f0e8f2f454dbe5054964,7653e13b495767ea18eabb118abf401c04fb9610535c95e520c6ecda0bf0a71b,66178,14336,21760,2944
flat_factor,serial,local3f,0.0,10506,6,0.6622999906539917,0.6606000065803528,0.7210204601287842,0,False,1093619fef1b7823bb36d092e57bb017e437bc1b44aa0b984bdec91beefd0e00,adc5caee972cc8cdd08452c06b8b2e50454a7004bb57517fb6d13eaddd63dbe9,66178,14336,21760,2944
flat_factor,serial,local3f,0.0,10507,7,0.6565999984741211,0.6563000082969666,0.7163659334182739,0,False,9979e44779cca2fdf8ced51dab7d584a408dde5d85d982261bb9102bf6fd33d3,89bd3a95592e069ac16194ed9b6312f8eff7ac314993f8a5b734b7131b458976,66178,14336,21760,2944
flat_factor,serial,local3f,0.0,10508,8,0.6471999883651733,0.6676999926567078,0.7084524631500244,0,False,96c044431f4e62efdc7942f8465b97dac07e852238b68c71e4026bbd72682c85,0e13a2a12186615861431d5fa7588f6a8d38b2ceb4fdc2e8ac82de21868478f5,66178,14336,21760,2944
flat_factor,serial,local3f,0.0,10509,9,0.654699981212616,0.6609999537467957,0.7080786228179932,0,False,ad86a3c83e545a021e286f845f336b157a70f39102dd678b55d41d2229dad7cd,f4fc27d8d11abb2cc8f536961407d22402cd1e32f3c379606670acef808f6728,66178,14336,21760,2944
flat_factor,serial,local3f,0.5,10500,10,0.6818999648094177,0.6955999732017517,0.7527723908424377,0,False,7b3bb5e59408ae6ef3b1945a5a2931207c8dc0b6a4b50e362cb05b1052145bbd,43b7af664c380492d364569a33a103a6ec12fc6140847cb980812b79c49fd93d,66178,14336,21760,2944
flat_factor,serial,local3f,0.5,10501,11,0.6865999698638916,0.6990000009536743,0.7549635171890259,0,False,648d527bd1ca101a90e796ea52a85644299c835af0a391291c64d087c523203f,039f257ee5fa3c75f7e4dc9e128c016397b2db84923635d80ee201028e42f4a1,66178,14336,21760,2944
flat_factor,serial,local3f,0.5,10502,12,0.6800999641418457,0.696399986743927,0.7465270161628723,0,False,2734c05bcb8a0881f2a89b39f9c0f85e57d4ae4351432bcfc4d10055f15f362b,d641cc9453bbba7a57c9b44f7e4f89a8d35d1f202d52835db0d987f3c82eb214,66178,14336,21760,2944
flat_factor,serial,local3f,0.5,10503,13,0.6782999634742737,0.6936999559402466,0.742599368095398,0,False,673e64f29b25ddfc441f14a694169ee688a8d9db33159cc2f44bb5a5f1575adf,c5444adb6f7a014d5d26b850344aa5d8f0bc2143ad529d25442654f6b6e25dd7,66178,14336,21760,2944
flat_factor,serial,local3f,0.5,10504,14,0.6843000054359436,0.6836999654769897,0.7478110194206238,0,False,c85504cbf76bbd71d7b78f0dde6d661bc89488ea3159012e9e57b6f399a91ebf,44375ef9548944bb521eaa3b7ce7847f25d4b39f219790ce6daf3dffd256f9d6,66178,14336,21760,2944
flat_factor,serial,local3f,0.5,10505,15,0.6908999681472778,0.6858999729156494,0.7529575824737549,0,False,12781ab432f2f7415c835ddd2c825036cf73167ef5fc12f56702b79ad129af87,9f906ebf209ad93a59eaf1600ccff2f5daacc8acd358a9b9564b3f4b9b59956d,66178,14336,21760,2944
flat_factor,serial,local3f,0.5,10506,16,0.6916999816894531,0.6875999569892883,0.7600829005241394,0,False,4e52df63c15253397c5d171fc09965b69b737d1dbe42482d8c64f9f27a435dd5,21ef7d0079d0e88009530b3745c54ad67e1a8bc466c54c3bcec2728905e3fa2a,66178,14336,21760,2944
flat_factor,serial,local3f,0.5,10507,17,0.6850000023841858,0.6840999722480774,0.7510079741477966,0,False,5803e58b747f87bf2708aff7781605e6418090f9affd50348b116e312ae9c8b7,c648e367b77184c53cf1cea70c52c8e5b3aafc817c34c4801fc7f7ca256309e4,66178,14336,21760,2944
flat_factor,serial,local3f,0.5,10508,18,0.6785999536514282,0.6976000070571899,0.7493706941604614,0,False,f960d58474bc6600e8ae62f3bc2492fc95be7564ea505908fb4699fa7408cf97,502e595977e6a1981a9967008619cf17bea3dc570bb4bf34187efba83b8797d8,66178,14336,21760,2944
flat_factor,serial,local3f,0.5,10509,19,0.6830999851226807,0.6882999539375305,0.7465510368347168,0,False,0769ae8a07f117f3fda52080966a4f9e44bb17872cb7012fae70be8f7b9691fb,54b84417e482870a65d4b16fccdcc3ed8109e5f2d5a3ec7efcfc14712990e7f5,66178,14336,21760,2944
flat_factor,serial,local3f,1.0,10500,20,0.814300000667572,0.824400007724762,0.8995416164398193,0,False,5d497ef12227690fc5ed074aa1631f8a7150da1c174d913db3f589c40b4c212f,7f0972be7e2e4d175111ef6738c04eb4c665b32b0378bb12a33997b91bab121d,66178,14336,21760,2944
flat_factor,serial,local3f,1.0,10501,21,0.8276000022888184,0.840399980545044,0.9081748723983765,0,False,18c2a423aae4a323ad9a61c0b3e20886a549df90a7290e4dacd442b0a9602a87,e2eb9e5d0b3ba5e779c97a4cf0b6cd4084060c440f8e2534358081c7dc10f833,66178,14336,21760,2944
flat_factor,serial,local3f,1.0,10502,22,0.8306999802589417,0.842199981212616,0.913830578327179,0,False,7fc4a4b57451141987fe18bac31217a173199c528c16eec9d2617df3a2840603,76121ada841502dd069c7650bfefee20c218b75b2d6629f40dba74cf09ca2377,66178,14336,21760,2944
flat_factor,serial,local3f,1.0,10503,23,0.8344999551773071,0.8495999574661255,0.9147106409072876,0,False,bebb374affe3840ac929f4fbc51471c1eddff4c257e9086fb79fd369aaad6cac,9d3957fd240ddf010cbeef9bc891f7c84b0d139cecde0b7aa38179e0ac0b8f2c,66178,14336,21760,2944
flat_factor,serial,local3f,1.0,10504,24,0.8190999627113342,0.817799985408783,0.9019574522972107,0,False,e232f39cbcff3dfd9a00354f4115c4b51e6429052dad10f8112da8627d86e412,1d6dcef20cc82163f71e25736d8470629b5f7ff31a1858e146392e381575dba8,66178,14336,21760,2944
flat_factor,serial,local3f,1.0,10505,25,0.8752999901771545,0.8833000063896179,0.9459407329559326,0,False,f93e3300428c9ff66871c34550306a8a429b37f561b26aa2df08d6d6817a887b,6192d448029cef3f66dc8b2b2457ab3351b471eb92fb5f1d8fa80904a487fded,66178,14336,21760,2944
flat_factor,serial,local3f,1.0,10506,26,0.8560999631881714,0.8570999503135681,0.933804452419281,0,False,0014837b61b224bbbaa5b6d4ae723f3a52161bade702073835f4b304fc0a17d7,2d132b3c2ea22dda1982b3886356c8c957f9a4557db2ab446b2154bf984a3b15,66178,14336,21760,2944
flat_factor,serial,local3f,1.0,10507,27,0.8342999815940857,0.8316999673843384,0.9103862643241882,0,False,24275a2d395791253b3b600a77e7ab6912d46f0234491c2f8df9332b2db65cf4,4d8a4f6e7f8d27d2ab48061fff33c505ab37b8d68e1e796fb331de8a37490509,66178,14336,21760,2944
flat_factor,serial,local3f,1.0,10508,28,0.835099995136261,0.840499997138977,0.9143252968788147,0,False,d8cee2fcbf1294d3e8b96a47cfcf093f377825d94a9ca493ec7e2235b68756cb,0a1121c29abc3ee562cc1eba1396c9268b75b51e525662712e312887df563f76,66178,14336,21760,2944
flat_factor,serial,local3f,1.0,10509,29,0.8258999586105347,0.8345999717712402,0.9065399765968323,0,False,23dc023256d93b19721765d6abff655cad52b3fba54e6c5f614b79d279fa4075,86e9b90ae52bfb4bd4cf4803d3e93493ce7e9ed95f77f6ff4178786e9ba09c39,66178,14336,21760,2944
flat_factor,grouped_point,bp,0.0,10500,0,0.6595999598503113,0.671999990940094,0.7185183763504028,0,False,fe7bd407a8e6f9512f66bac44be25ba9b064aef2b07b3c87fe7479af1217fbbd,23d4f652118c65282fe49a3d58ec6d4e479b17b7799d203a3e4f1006b319c7fc,66178,14336,21760,2944
flat_factor,grouped_point,bp,0.0,10501,1,0.6586999893188477,0.670799970626831,0.7171681523323059,0,False,ff43d16a4349262329601612cf596d7a85cbb4b7df94c048d73e54999772123f,a653d82dfd60d4eb83b7bebceafb872497be73cc0e6c7fe5cf3e47573de2371b,66178,14336,21760,2944
