left,right,functional_similarity,tree_distance_um,shared_path_um,shared_path_fraction,lca_depth,euclidean_distance_um,path_depth_difference_um,same_major_branch
0,1,-0.15737681889331828,0.0,211.90719394868609,1.0,3.0,87.6725547933901,0.0,True
0,2,-0.04718465476482284,372.55752600317055,0.0,0.0,0.0,59.36226141244951,51.25686189420159,False
0,3,0.06615976253941047,366.50681175633196,0.0,0.0,0.0,120.38808339698745,57.307576141040215,False
0,4,0.4332091565280237,372.55752600317055,0.0,0.0,0.0,56.137174278725475,51.25686189420159,False
0,5,0.10359095245753848,345.3523145027235,0.0,0.0,0.0,83.75980260244177,78.46207339464863,False
1,2,-0.08249399456241098,372.55752600317055,0.0,0.0,0.0,108.23542399787594,51.25686189420159,False
1,3,-0.044579268212148214,366.50681175633196,0.0,0.0,0.0,166.65693797739115,57.307576141040215,False
1,4,-0.1726433817662633,372.55752600317055,0.0,0.0,0.0,113.78253335200439,51.25686189420159,False
1,5,-0.006304170771278954,345.3523145027235,0.0,0.0,0.0,169.8393684985905,78.46207339464863,False
2,3,-0.13321739253081208,315.2499498621304,0.0,0.0,0.0,110.07373964756543,6.0507142468386235,False
2,4,-0.08519432793976314,0.0,160.6503320544845,1.0,3.0,10.176811288414486,0.0,True
2,5,0.12281433022487567,294.09545260852195,0.0,0.0,0.0,89.6290130928598,27.205211500447035,False
3,4,0.04869955871922941,315.2499498621304,0.0,0.0,0.0,107.59550057507056,6.0507142468386235,False
3,5,-0.08193744760649758,288.04473836168336,0.0,0.0,0.0,107.78362927643519,21.15449725360841,False
4,5,0.044046091192111184,294.09545260852195,0.0,0.0,0.0,79.60442472626772,27.205211500447035,False
