seed,family,family_index,calibration_rows,calibration_noise_sd,alpha_scale,selected_candidate,pilot_candidate,observed_rank995,estimator_seconds,score_seconds,pilot_seconds,coefficient_nonzero,lasso_converged,alpha
820924,matching,0,64,0.0,0.15,mixed_p3,balanced_p0,8,0.001954318955540657,0.04281009896658361,0.058656460023485124,4,True,0.07055153223319312
820924,matching,0,64,0.5,0.15,balanced_p1,mixed_p2,8,0.0028629309963434935,0.045042214915156364,0.05544729600660503,27,True,0.08041785786135397
820924,matching,0,256,0.0,0.15,mixed_p3,balanced_p1,8,0.002426395076327026,0.04321571800392121,0.06825473706703633,4,True,0.03582993088840755
820924,matching,0,256,0.5,0.15,mixed_p3,mixed_p3,8,0.002516330103389919,0.04436936799902469,0.0673821660457179,38,True,0.04411716262186411
820924,matching,0,1024,0.0,0.15,mixed_p3,balanced_p1,8,0.006946022971533239,0.04302852903492749,0.09027927403803915,4,True,0.01736581220351559
820924,matching,0,1024,0.5,0.15,mixed_p3,balanced_p1,8,0.007095560082234442,0.04466176696587354,0.08980048098601401,57,True,0.01964694351746782
820924,quartet,1,64,0.0,0.15,balanced_p0,balanced_p1,8,0.0016240380937233567,0.04229681799188256,0.05539572308771312,2,True,0.06782018555436164
820924,quartet,1,64,0.5,0.15,balanced_p1,mixed_p3,8,0.0018997850129380822,0.04431182402186096,0.05562115600332618,17,True,0.07075195044884092
820924,quartet,1,256,0.0,0.15,balanced_p0,comb_p1,8,0.0023982140701264143,0.042362072970718145,0.06746229599229991,2,True,0.035690156993064735
820924,quartet,1,256,0.5,0.15,balanced_p2,comb_p1,8,0.0025268859462812543,0.047162513015791774,0.0676833379548043,33,True,0.04031572564466154
820924,quartet,1,1024,0.0,0.15,balanced_p0,comb_p3,8,0.00708027696236968,0.04015125997830182,0.09076245001051575,2,True,0.017653529263195133
820924,quartet,1,1024,0.5,0.15,mixed_p1,comb_p0,8,0.007276116986759007,0.04401933401823044,0.0903227849630639,62,True,0.02009342182876087
820924,nested_prefix,2,64,0.0,0.15,mixed_p3,balanced_p1,8,0.0017731839325278997,0.04063914599828422,0.055666937958449125,4,True,0.07108032958969078
820924,nested_prefix,2,64,0.5,0.15,mixed_p3,mixed_p2,8,0.0023287769872695208,0.04322273004800081,0.05533449398353696,26,True,0.09173100218941795
820924,nested_prefix,2,256,0.0,0.15,mixed_p3,balanced_p1,8,0.002480586990714073,0.040916817961260676,0.06770509097259492,4,True,0.035222655977664406
820924,nested_prefix,2,256,0.5,0.15,mixed_p3,balanced_p3,8,0.0025896710576489568,0.043646470992825925,0.0683409059420228,41,True,0.0406806632715129
820924,nested_prefix,2,1024,0.0,0.15,mixed_p3,balanced_p3,8,0.0065007139928638935,0.04090477095451206,0.09022396896034479,4,True,0.01795073332657394
820924,nested_prefix,2,1024,0.5,0.15,mixed_p3,comb_p1,8,0.007101197959855199,0.043913934961892664,0.08923681604210287,61,True,0.020871901294454064
820924,random_interactions,3,64,0.0,0.15,balanced_p0,mixed_p2,8,0.0017017869977280498,0.04069477098528296,0.05504593998193741,4,True,0.07813255369566151
820924,random_interactions,3,64,0.5,0.15,mixed_p0,mixed_p3,8,0.0018840610282495618,0.04160133807454258,0.0561468459200114,16,True,0.08618503955454726
820924,random_interactions,3,256,0.0,0.15,balanced_p0,balanced_p0,8,0.0024636569432914257,0.04067571496125311,0.06650296808220446,4,True,0.04117075497207853
820924,random_interactions,3,256,0.5,0.15,balanced_p0,balanced_p3,8,0.0026306729996576905,0.04371268302202225,0.06584232207387686,45,True,0.042003545686481646
820924,random_interactions,3,1024,0.0,0.15,balanced_p0,comb_p0,8,0.006396038108505309,0.04057910991832614,0.09016349189914763,4,True,0.01856853832534721
820924,random_interactions,3,1024,0.5,0.15,comb_p0,mixed_p0,8,0.006840880028903484,0.04257276700809598,0.0886988720158115,57,True,0.020400090418617754
