seed,family,family_index,calibration_rows,calibration_noise_sd,alpha_scale,selected_candidate,pilot_candidate,observed_rank995,estimator_seconds,score_seconds,pilot_seconds,coefficient_nonzero,lasso_converged,alpha
820929,matching,0,64,0.0,0.15,balanced_p2,balanced_p3,8,0.002836863975971937,0.04397598293144256,0.06011808302719146,4,True,0.0673552587444243
820929,matching,0,64,0.5,0.15,mixed_p2,mixed_p0,8,0.0026604890590533614,0.045344037003815174,0.059620435000397265,19,True,0.07858626798271802
820929,matching,0,256,0.0,0.15,balanced_p2,balanced_p2,8,0.0035672360099852085,0.048737241071648896,0.0735544670606032,4,True,0.03436628494893057
820929,matching,0,256,0.5,0.15,mixed_p2,balanced_p2,8,0.004762302036397159,0.046591899008490145,0.0729799719993025,50,True,0.03843267535499354
820929,matching,0,1024,0.0,0.15,balanced_p2,mixed_p2,8,0.014083595015108585,0.04439869802445173,0.10117677203379571,4,True,0.017396285534408903
820929,matching,0,1024,0.5,0.15,balanced_p2,mixed_p2,8,0.013789087999612093,0.04639937402680516,0.10072360699996352,54,True,0.02014196113559098
820929,quartet,1,64,0.0,0.15,mixed_p0,mixed_p0,8,0.0023533039493486285,0.043475090991705656,0.0591882859589532,2,True,0.0672799900135282
820929,quartet,1,64,0.5,0.15,balanced_p3,balanced_p2,8,0.0025439790915697813,0.04550757899414748,0.05896011693403125,15,True,0.08271778907131024
820929,quartet,1,256,0.0,0.15,mixed_p0,mixed_p1,8,0.003701175912283361,0.043799162027426064,0.07350376097019762,2,True,0.0353694177197648
820929,quartet,1,256,0.5,0.15,balanced_p0,mixed_p0,8,0.0039470919873565435,0.04656408401206136,0.07296083099208772,44,True,0.04088026552192461
820929,quartet,1,1024,0.0,0.15,mixed_p0,mixed_p0,8,0.011964934994466603,0.04199432802852243,0.10129215300548822,2,True,0.01767616447997607
820929,quartet,1,1024,0.5,0.15,mixed_p3,comb_p0,8,0.01277976599521935,0.04523395700380206,0.10045657097361982,52,True,0.02002742058671312
820929,nested_prefix,2,64,0.0,0.15,balanced_p0,mixed_p0,8,0.0023083810228854418,0.042021546978503466,0.059015746926888824,4,True,0.08019519626236003
820929,nested_prefix,2,64,0.5,0.15,balanced_p0,mixed_p0,8,0.003473412012681365,0.04479503491893411,0.06017818197142333,26,True,0.07628189494939461
820929,nested_prefix,2,256,0.0,0.15,balanced_p0,mixed_p0,8,0.0037999689811840653,0.0427313270047307,0.07322926307097077,4,True,0.03464401873522923
820929,nested_prefix,2,256,0.5,0.15,balanced_p0,mixed_p1,8,0.0038914900505915284,0.04589030402712524,0.07534618198405951,50,True,0.03773256905680238
820929,nested_prefix,2,1024,0.0,0.15,balanced_p0,balanced_p0,8,0.01378246198873967,0.04226322995964438,0.10080821497831494,4,True,0.01818564438848205
820929,nested_prefix,2,1024,0.5,0.15,balanced_p0,balanced_p2,8,0.013148750993423164,0.045934344991110265,0.10113780607935041,64,True,0.020822321835651816
820929,random_interactions,3,64,0.0,0.15,mixed_p2,balanced_p1,8,0.0024856189265847206,0.04292235500179231,0.060260066064074636,4,True,0.08255279681214817
820929,random_interactions,3,64,0.5,0.15,mixed_p3,mixed_p0,8,0.004860234912484884,0.045373636996373534,0.061739637050777674,36,True,0.062361660872789264
820929,random_interactions,3,256,0.0,0.15,mixed_p2,comb_p3,8,0.0037116280291229486,0.04297897801734507,0.07362167490646243,4,True,0.034331773269819225
820929,random_interactions,3,256,0.5,0.15,mixed_p2,balanced_p1,8,0.004746438004076481,0.04535449098329991,0.07336602301802486,60,True,0.03375854045407544
820929,random_interactions,3,1024,0.0,0.15,mixed_p2,balanced_p1,8,0.01332535408437252,0.043447687989100814,0.10147998295724392,4,True,0.018433485821227023
820929,random_interactions,3,1024,0.5,0.15,mixed_p2,comb_p1,8,0.013917282922193408,0.045512701966799796,0.10213294206187129,60,True,0.020508881232423677
