seed,family,family_index,calibration_rows,calibration_noise_sd,alpha_scale,candidate_id,estimated_max_tail,estimated_sum_tail,pilot_gate_mse,pilot_status
820916,matching,0,64,0.0,0.15,balanced_p0,0.6450146987475595,2.0806777346128156,1.0163553096242266,completed
820916,matching,0,64,0.0,0.15,balanced_p1,0.45840129894439546,1.3946832744322297,0.977644755619023,completed
820916,matching,0,64,0.0,0.15,balanced_p2,0.499381060377422,1.6222764356684205,1.526357605464519,completed
820916,matching,0,64,0.0,0.15,balanced_p3,0.6450146987475595,2.080677734612816,1.3005677530525017,completed
820916,matching,0,64,0.0,0.15,comb_p0,0.6450146987475595,2.37194501135309,23.75251678643363,completed
820916,matching,0,64,0.0,0.15,comb_p1,0.6450146987475595,1.9987182117467623,4.444348209174049,completed
820916,matching,0,64,0.0,0.15,comb_p2,0.6450146987475595,2.685994460180586,0.6612976265999574,completed
820916,matching,0,64,0.0,0.15,comb_p3,0.6450146987475595,2.4539045342191432,11.372002929798942,completed
820916,matching,0,64,0.0,0.15,mixed_p0,0.6450146987475595,1.9545234738417216,0.9083858329420162,completed
820916,matching,0,64,0.0,0.15,mixed_p1,0.6450146987475595,1.6417558132674637,0.5607434236730982,completed
820916,matching,0,64,0.0,0.15,mixed_p2,0.6450146987475595,2.080677734612816,0.86749928579262,completed
820916,matching,0,64,0.0,0.15,mixed_p3,0.6450146987475595,1.9955032352747484,1.1211225283660657,completed
820916,matching,0,64,0.5,0.15,balanced_p0,0.7538300309374233,2.5749379899804223,3.878002751768278,completed
820916,matching,0,64,0.5,0.15,balanced_p1,0.5360783596745878,1.919674586409819,1.1003320462396033,completed
820916,matching,0,64,0.5,0.15,balanced_p2,0.5398421187931552,2.0866695574062826,1.2550507003935651,completed
820916,matching,0,64,0.5,0.15,balanced_p3,0.6572443503654131,2.3526349863438774,1.9995706779962026,completed
820916,matching,0,64,0.5,0.15,comb_p0,0.7538300309374233,3.0457339075373935,3.120638362232305,completed
820916,matching,0,64,0.5,0.15,comb_p1,0.6992454371313832,2.6512365412543715,46.42035911932564,completed
820916,matching,0,64,0.5,0.15,comb_p2,0.6763147391198531,2.7445464091758187,2.2480905233658035,completed
820916,matching,0,64,0.5,0.15,comb_p3,0.686526103738989,2.812274028027938,1.3748488125921212,completed
