candidate_id,shape,restart,fit_seed,validation_mse,test_nmse,noisy_test_mse,exact_population_nmse,status,fit_seconds,training_curve,dead_coordinate_blocks,minimum_coordinate_rank,final_parameter_norm,maximum_parameter_norm,selected_by_validation,seed,family,family_index,oracle_cut_candidate,parameters,edges
balanced_p0,balanced,0,82091700,0.752265198789347,0.646475054631438,0.7242223525096292,0.6414815756174246,completed,0.11188474704977125,"{""0"": 1.0170391180147076, ""2"": 0.7919881648006918, ""8"": 0.6293535681644132, ""32"": 0.6039003863716468}",0,4,2.5467270520246954,3.19837491540834,False,820917,matching,0,mixed_p3,28,14
balanced_p0,balanced,1,82091701,0.6485671110059333,0.590291271811165,0.6809441986230087,0.586420702062058,completed,0.10907220304943621,"{""0"": 1.0057169216801847, ""2"": 0.7399458841522994, ""8"": 0.5847229861681762, ""32"": 0.5847229859662081}",0,4,2.547357464739324,4.197557017581405,True,820917,matching,0,mixed_p3,28,14
balanced_p1,balanced,0,82091700,0.5169322684968893,0.4329462862909167,0.5184138476579414,0.4308550144440076,completed,0.11061490408610553,"{""0"": 1.0615652428886277, ""2"": 0.648318536286247, ""8"": 0.43890873629349736, ""32"": 0.4381179922756464}",0,4,2.586012073867328,2.9219550296590175,True,820917,matching,0,mixed_p3,28,14
balanced_p1,balanced,1,82091701,0.5170183861950972,0.4329569352378152,0.5184219764952552,0.430849370703041,completed,0.11000132898334414,"{""0"": 1.051515869964236, ""2"": 0.43879156170412953, ""8"": 0.4381858360615368, ""32"": 0.43811763755022537}",0,4,2.5859709389145222,4.883234352137754,False,820917,matching,0,mixed_p3,28,14
balanced_p2,balanced,0,82091700,0.7575963468353644,0.6501391666354717,0.7265347482969199,0.6407643278545035,completed,0.11058561503887177,"{""0"": 1.0310070627582462, ""2"": 0.7813778962887716, ""8"": 0.6085538256645237, ""32"": 0.6054479029815177}",0,4,2.5430354797818158,2.7906926922864232,True,820917,matching,0,mixed_p3,28,14
balanced_p2,balanced,1,82091701,0.7576181110397534,0.6501745262019442,0.7265746432590892,0.6407894519178314,completed,0.10965772799681872,"{""0"": 1.0045270825135528, ""2"": 0.8043107773495956, ""8"": 0.6102708179629849, ""32"": 0.6054478074703359}",0,4,2.5430387003802477,4.376528415442893,False,820917,matching,0,mixed_p3,28,14
balanced_p3,balanced,0,82091700,0.4582715166092004,0.3620669453123921,0.44196214045801574,0.361274592591055,completed,0.10997385904192924,"{""0"": 1.0488875965739324, ""2"": 0.8945225839358852, ""8"": 0.40075425487800337, ""32"": 0.39563232024729444}",0,4,2.5820070556808394,3.5497339180606806,False,820917,matching,0,mixed_p3,28,14
balanced_p3,balanced,1,82091701,0.45827151660920035,0.3620669453123921,0.4419621404580158,0.36127459259105493,completed,0.1090967960190028,"{""0"": 1.0225081344879492, ""2"": 0.48962589384227156, ""8"": 0.39563232044287266, ""32"": 0.39563232024729444}",0,4,2.582007055680838,5.329040386007356,True,820917,matching,0,mixed_p3,28,14
comb_p0,comb,0,82091700,0.9726839831026539,0.811015131958748,0.9073621475795608,0.8071880946704912,completed,0.10992057796102017,"{""0"": 1.1197655290371693, ""2"": 0.8052475225278365, ""8"": 0.8010728753851172, ""32"": 0.8010728387190729}",0,4,2.497616363410826,39.9888063222284,False,820917,matching,0,mixed_p3,28,14
comb_p0,comb,1,82091701,0.8423644580631184,0.7549729676286909,0.8411891014980172,0.7583905421303154,completed,0.10895401996094733,"{""0"": 1.0363455449642929, ""2"": 0.7381676191375192, ""8"": 0.7305992247529572, ""32"": 0.7222964455205548}",0,4,2.5099909024042044,6.334899075547842,True,820917,matching,0,mixed_p3,28,14
comb_p1,comb,0,82091700,0.7628008623793332,0.6494619352412421,0.7269630979315302,0.640538439092226,completed,0.10916368698235601,"{""0"": 1.019555153208868, ""2"": 0.8004264258615859, ""8"": 0.767080027880324, ""32"": 0.605593050029411}",0,4,2.5447841609751776,16.33096286495811,True,820917,matching,0,mixed_p3,28,14
comb_p1,comb,1,82091701,0.9719668724823234,0.8162873723165327,0.9134482425953523,0.814045032942856,completed,0.10853103001136333,"{""0"": 0.9974963256923526, ""2"": 0.7991422286026799, ""8"": 0.7946444870825108, ""32"": 0.7945839176852275}",0,4,2.492496300612534,7.815325497842914,False,820917,matching,0,mixed_p3,28,14
comb_p2,comb,0,82091700,0.7590492991570055,0.6525645108348272,0.7297649964660176,0.6408047476726857,completed,0.10940174700226635,"{""0"": 1.2149169605216237, ""2"": 0.8960204722871986, ""8"": 0.606010113521488, ""32"": 0.6059680313654326}",0,4,2.540379067189955,53.50891775488748,True,820917,matching,0,mixed_p3,28,14
comb_p2,comb,1,82091701,0.9703284389825335,0.8817173796218569,0.971068834827757,0.862035804658285,completed,0.10882015700917691,"{""0"": 1.0521244659055284, ""2"": 0.8342504188319287, ""8"": 0.8337218093352233, ""32"": 0.8337032511416839}",0,4,2.4966166999892487,10.458515399471723,False,820917,matching,0,mixed_p3,28,14
comb_p3,comb,0,82091700,0.760317204416912,0.6463931004069863,0.723013091473998,0.6372896003184186,completed,0.10930127406027168,"{""0"": 1.3042640877210772, ""2"": 0.7313104946913765, ""8"": 0.7284226065849521, ""32"": 0.6051862969871178}",0,4,2.534492301704004,71.39798057132754,True,820917,matching,0,mixed_p3,28,14
comb_p3,comb,1,82091701,0.8182050150190956,0.7222139647177898,0.8077741398101868,0.7274336296733486,completed,0.10841278696898371,"{""0"": 1.0015688805226763, ""2"": 0.736995393369597, ""8"": 0.732022971908148, ""32"": 0.6899762288267404}",0,4,2.518213802288504,4.460738477767449,False,820917,matching,0,mixed_p3,28,14
mixed_p0,mixed,0,82091700,0.7599946395081285,0.6445363794995758,0.7230372067577836,0.6416148572957674,completed,0.10903115896508098,"{""0"": 1.105151554688257, ""2"": 0.603515772456843, ""8"": 0.6030222249098866, ""32"": 0.6027449502521178}",0,4,2.543209551478685,2.910034200358458,True,820917,matching,0,mixed_p3,28,14
mixed_p0,mixed,1,82091701,0.7602690726528458,0.646033123239048,0.7243084733473928,0.6420045489743224,completed,0.10936695395503193,"{""0"": 1.0099728280019489, ""2"": 0.6168027335037461, ""8"": 0.6044424228459379, ""32"": 0.6028553901012477}",0,4,2.545102699646293,4.214995138159416,False,820917,matching,0,mixed_p3,28,14
mixed_p1,mixed,0,82091700,0.8308991425085108,0.7538496697482469,0.84425690392699,0.7529157813750607,completed,0.10968681797385216,"{""0"": 1.082846166875304, ""2"": 0.7953399946210943, ""8"": 0.7420875502966218, ""32"": 0.7307573418528878}",0,4,2.517714064296089,3.6010673527783026,False,820917,matching,0,mixed_p3,28,14
mixed_p1,mixed,1,82091701,0.7600889962121482,0.6522878374073358,0.7298224963647424,0.6416310308068506,completed,0.10896104504354298,"{""0"": 0.9986813213891553, ""2"": 0.6070638230334982, ""8"": 0.605571878942552, ""32"": 0.6055717488520914}",0,4,2.555639325989085,9.178216756827188,True,820917,matching,0,mixed_p3,28,14
mixed_p2,mixed,0,82091700,0.757050067604353,0.6531431598490351,0.7286652313654457,0.6407809449075955,completed,0.108552435063757,"{""0"": 1.0787814207435784, ""2"": 0.7267493050763044, ""8"": 0.7150270710886383, ""32"": 0.6059586498711771}",0,4,2.541222008211677,2.79990897866082,True,820917,matching,0,mixed_p3,28,14
mixed_p2,mixed,1,82091701,0.9827305571474405,0.8169085642614893,0.9140630472968279,0.8167219857564543,completed,0.10762366105336696,"{""0"": 1.020212119424126, ""2"": 0.7976889927467457, ""8"": 0.7932841079040246, ""32"": 0.7932741641258744}",0,4,2.5010010480312417,4.012284800658277,False,820917,matching,0,mixed_p3,28,14
mixed_p3,mixed,0,82091700,0.30662054856749654,0.20590487625106002,0.2876373095199597,0.206155556376795,completed,0.10874359600711614,"{""0"": 1.1116021398756957, ""2"": 0.2495365170479757, ""8"": 0.24745890621959743, ""32"": 0.24745890621898028}",0,4,2.6115459447979292,4.297322279509529,True,820917,matching,0,mixed_p3,28,14
mixed_p3,mixed,1,82091701,0.30662054856749665,0.20590487625106002,0.2876373095199597,0.20615555637679503,completed,0.10799885599408299,"{""0"": 1.015165988015727, ""2"": 0.24838093164738126, ""8"": 0.24745890621944494, ""32"": 0.24745890621898026}",0,4,2.6115459447979297,6.566889097329091,False,820917,matching,0,mixed_p3,28,14
estimated_adaptive_dp,adaptive,0,82091700,0.0866808683547454,0.001192068626963029,0.09146681677460343,0.0011693926192845156,completed,0.109582609962672,"{""0"": 1.0855980550652689, ""2"": 0.35905925380943254, ""8"": 0.07060325632784029, ""32"": 0.0706032563270771}",0,4,2.6457004648056177,3.159766766677673,False,820917,matching,0,mixed_p3,28,14
