seed,family,family_index,calibration_rows,calibration_noise_sd,alpha_scale,candidate_id,estimated_max_tail,estimated_sum_tail,pilot_gate_mse,pilot_status
820917,matching,0,64,0.0,0.15,balanced_p0,0.43807146824721427,1.5757950065206914,1.1186547826050122,completed
820917,matching,0,64,0.0,0.15,balanced_p1,0.4064297527504551,1.1060818227767175,1.416521021454912,completed
820917,matching,0,64,0.0,0.15,balanced_p2,0.43807146824721427,1.481216993374019,1.6418485230916937,completed
820917,matching,0,64,0.0,0.15,balanced_p3,0.3656468927615109,1.4625875710460436,1.0153619676217374,completed
820917,matching,0,64,0.0,0.15,comb_p0,0.6050740568795901,2.347871652032657,1.1833690877219945,completed
820917,matching,0,64,0.0,0.15,comb_p1,0.6050740568795901,2.2307930678814105,1.2999427471691345,completed
820917,matching,0,64,0.0,0.15,comb_p2,0.6050740568795901,2.6798612975031535,1.5358323572355959,completed
820917,matching,0,64,0.0,0.15,comb_p3,0.43807146824721427,1.6390784375142093,1.0962265804915028,completed
820917,matching,0,64,0.0,0.15,mixed_p0,0.6050740568795901,1.9414418992822022,0.9794654709345435,completed
820917,matching,0,64,0.0,0.15,mixed_p1,0.6050740568795901,1.909800183785443,1.0975242096831088,completed
820917,matching,0,64,0.0,0.15,mixed_p2,0.6050740568795901,1.9822247592711462,1.0993977080385278,completed
820917,matching,0,64,0.0,0.15,mixed_p3,0.198644304129135,0.993221520645675,1.4146698184846729,completed
820917,matching,0,64,0.5,0.15,balanced_p0,0.34209618480194914,1.3322747450932895,2.6860383166418984,completed
820917,matching,0,64,0.5,0.15,balanced_p1,0.4470679342538146,1.1669970304168458,1.4451698863282276,completed
820917,matching,0,64,0.5,0.15,balanced_p2,0.42902299792013243,1.3013472431060262,2.0682371539841147,completed
820917,matching,0,64,0.5,0.15,balanced_p3,0.30177162079722836,1.2522527823261904,1.3385160122088768,completed
820917,matching,0,64,0.5,0.15,comb_p0,0.5114751043575928,1.9728615411925956,1.5848123137052916,completed
820917,matching,0,64,0.5,0.15,comb_p1,0.5105745531578517,2.2151355659045513,1.3219594081946306,completed
820917,matching,0,64,0.5,0.15,comb_p2,0.5140338039275993,2.3345392272023453,1.0408141842048468,completed
820917,matching,0,64,0.5,0.15,comb_p3,0.3420986111030223,1.2512109586562596,1.9256794761476042,completed
820917,matching,0,64,0.5,0.15,mixed_p0,0.5114751043575928,1.6103872590497015,1.019349180168014,completed
820917,matching,0,64,0.5,0.15,mixed_p1,0.5105745531578517,1.6905478083810723,2.089741299724346,completed
820917,matching,0,64,0.5,0.15,mixed_p2,0.5140338039275993,1.7233712048293177,2.6467690440995013,completed
820917,matching,0,64,0.5,0.15,mixed_p3,0.13424432310447146,0.6997414703207029,0.9163769649391491,completed
820917,matching,0,256,0.0,0.15,balanced_p0,0.4665529332127586,1.5608052508426729,0.9270176516973075,completed
