seed,family,family_index,calibration_rows,calibration_noise_sd,alpha_scale,selected_candidate,pilot_candidate,observed_rank995,estimator_seconds,score_seconds,pilot_seconds,coefficient_nonzero,lasso_converged,alpha
820927,matching,0,64,0.0,0.15,balanced_p1,balanced_p1,8,0.0018801920814439654,0.041617716080509126,0.05608536198269576,4,True,0.06966948166456367
820927,matching,0,64,0.5,0.15,balanced_p1,balanced_p1,8,0.0020211830269545317,0.04327869997359812,0.05399726494215429,24,True,0.08412922250682969
820927,matching,0,256,0.0,0.15,balanced_p1,balanced_p1,8,0.0023651489755138755,0.04176572698634118,0.06657119700685143,4,True,0.03671079592323729
820927,matching,0,256,0.5,0.15,balanced_p1,balanced_p1,8,0.0024971930542960763,0.04294086794834584,0.06570678506977856,38,True,0.0415068399286394
820927,matching,0,1024,0.0,0.15,balanced_p1,balanced_p1,8,0.006803879048675299,0.041638161055743694,0.08772392000537366,4,True,0.018415497572823642
820927,matching,0,1024,0.5,0.15,balanced_p1,balanced_p1,8,0.007080922950990498,0.04373408399987966,0.08777763496618718,61,True,0.020103347056000764
820927,quartet,1,64,0.0,0.15,mixed_p0,mixed_p2,8,0.0016182149993255734,0.04100529698189348,0.053241870016790926,2,True,0.07207738617890751
820927,quartet,1,64,0.5,0.15,mixed_p3,balanced_p1,8,0.0020237070275470614,0.043960219947621226,0.052933116094209254,20,True,0.07752119283008146
820927,quartet,1,256,0.0,0.15,mixed_p0,balanced_p1,8,0.0024347830330953,0.04096569702960551,0.06605835305526853,2,True,0.03748876678667615
820927,quartet,1,256,0.5,0.15,mixed_p2,balanced_p0,8,0.0026494849007576704,0.044425164931453764,0.06559139001183212,45,True,0.04270304691227458
820927,quartet,1,1024,0.0,0.15,mixed_p0,mixed_p2,8,0.007108594058081508,0.038725593010894954,0.08819283999036998,2,True,0.01807195556752634
820927,quartet,1,1024,0.5,0.15,balanced_p1,mixed_p2,8,0.00701969291549176,0.04305604798719287,0.08697876299265772,54,True,0.01975290240878542
820927,nested_prefix,2,64,0.0,0.15,mixed_p3,mixed_p1,8,0.0017825709655880928,0.039634485030546784,0.05366952205076814,4,True,0.06888899122434602
820927,nested_prefix,2,64,0.5,0.15,balanced_p0,balanced_p2,8,0.0019979189382866025,0.04187132092192769,0.05370590998791158,22,True,0.08223355348185149
820927,nested_prefix,2,256,0.0,0.15,mixed_p3,balanced_p2,8,0.002376203890889883,0.03987852192949504,0.06613543094135821,4,True,0.03506983251025722
820927,nested_prefix,2,256,0.5,0.15,mixed_p3,balanced_p0,8,0.002645196975208819,0.04153526702430099,0.06595690897665918,42,True,0.03813405778431494
820927,nested_prefix,2,1024,0.0,0.15,mixed_p3,balanced_p1,8,0.006333526922389865,0.03912933706305921,0.08639631303958595,4,True,0.018289788118694913
820927,nested_prefix,2,1024,0.5,0.15,balanced_p0,balanced_p0,8,0.007073170971125364,0.0426725740544498,0.08648723608348519,67,True,0.020445023649187898
820927,random_interactions,3,64,0.0,0.15,balanced_p1,balanced_p1,8,0.0017241750610992312,0.03983832395169884,0.053779106005094945,5,True,0.062688337889209
820927,random_interactions,3,64,0.5,0.15,balanced_p0,comb_p0,8,0.0018430969212204218,0.0418120720423758,0.053846331080421805,13,True,0.09606767373620838
820927,random_interactions,3,256,0.0,0.15,balanced_p1,comb_p2,8,0.0024355609202757478,0.04185550706461072,0.06786869105417281,4,True,0.035280144103321
820927,random_interactions,3,256,0.5,0.15,balanced_p3,comb_p3,8,0.002758466056548059,0.04427139298059046,0.06764136801939458,50,True,0.037761621621321136
820927,random_interactions,3,1024,0.0,0.15,balanced_p1,mixed_p2,8,0.0065386430360376835,0.04174162307754159,0.08897779800463468,4,True,0.018205981606710935
820927,random_interactions,3,1024,0.5,0.15,mixed_p3,comb_p2,8,0.007745636045001447,0.04344918089918792,0.08964422391727567,57,True,0.019873915869026957
