task_id,split,seed,rank,noise_sd,angle_pi,arm,candidate_id,tree_id,shape,budget_k,resource_cost,channel_cost,cable_cost,parameter_count,decoder_coefficients,encoder_coefficients,checkpoint,test_loss,penalized_test_loss,weight_norm
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,16,9.074564400747354e-07,0.01390025471501594,0.9993279087658861
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_contiguous_k2,balanced_contiguous,balanced,2,0.2987418407321983,0.25,0.487418407321983,64,64,16,16,9.074564400747354e-07,0.023900254715015938,0.9993279087658861
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,16,9.074564400747354e-07,0.04390025471501594,0.9993279087658861
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,16,9.074564400747354e-07,0.08390025471501593,0.9993279087658861
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_interleaved_k1,balanced_interleaved,balanced,1,0.19088469787505546,0.125,0.6588469787505544,64,64,8,16,9.074564400747354e-07,0.015271683286444512,0.9993279087658861
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_interleaved_k2,balanced_interleaved,balanced,2,0.31588469787505546,0.25,0.6588469787505544,64,64,16,16,9.074564400747354e-07,0.025271683286444514,0.9993279087658861
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_interleaved_k4,balanced_interleaved,balanced,4,0.5658846978750555,0.5,0.6588469787505544,64,64,32,16,9.074564400747354e-07,0.045271683286444514,0.9993279087658861
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_interleaved_k8,balanced_interleaved,balanced,8,1.0658846978750554,1.0,0.6588469787505544,64,64,64,16,9.074564400747354e-07,0.08527168328644451,0.9993279087658861
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_permutation_a_k1,balanced_permutation_a,balanced,1,0.18899250811836066,0.125,0.6399250811836067,64,64,8,16,9.074564400747354e-07,0.015120308105908928,0.9993279087658861
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_permutation_a_k2,balanced_permutation_a,balanced,2,0.31399250811836066,0.25,0.6399250811836067,64,64,16,16,9.074564400747354e-07,0.02512030810590893,0.9993279087658861
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_permutation_a_k4,balanced_permutation_a,balanced,4,0.5639925081183607,0.5,0.6399250811836067,64,64,32,16,9.074564400747354e-07,0.045120308105908925,0.9993279087658861
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_permutation_a_k8,balanced_permutation_a,balanced,8,1.0639925081183608,1.0,0.6399250811836067,64,64,64,16,9.074564400747354e-07,0.08512030810590894,0.9993279087658861
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_permutation_b_k1,balanced_permutation_b,balanced,1,0.18840039778945986,0.125,0.6340039778945984,64,64,8,16,9.074564400747354e-07,0.015072939279596863,0.9993279087658861
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_permutation_b_k2,balanced_permutation_b,balanced,2,0.31340039778945983,0.25,0.6340039778945984,64,64,16,16,9.074564400747354e-07,0.025072939279596862,0.9993279087658861
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_permutation_b_k4,balanced_permutation_b,balanced,4,0.5634003977894598,0.5,0.6340039778945984,64,64,32,16,9.074564400747354e-07,0.04507293927959686,0.9993279087658861
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_permutation_b_k8,balanced_permutation_b,balanced,8,1.06340039778946,1.0,0.6340039778945984,64,64,64,16,9.074564400747354e-07,0.08507293927959687,0.9993279087658861
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,comb_contiguous_k1,comb_contiguous,comb,1,0.225,0.125,1.0,64,64,8,16,9.074564400747354e-07,0.018000907456440077,0.9993279087658861
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,comb_contiguous_k2,comb_contiguous,comb,2,0.35,0.25,1.0,64,64,16,16,9.074564400747269e-07,0.02800090745644007,0.9993279087658861
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,comb_contiguous_k4,comb_contiguous,comb,4,0.6,0.5,1.0,64,64,32,16,9.07456440074689e-07,0.048000907456440076,0.9993279087658861
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,comb_contiguous_k8,comb_contiguous,comb,8,1.1,1.0,1.0,64,64,64,16,9.074564400747354e-07,0.08800090745644008,0.9993279087658861
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,64,1.0217388691295622e-23,0.013899347258575865,0.9999999999972032
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_contiguous_k2,balanced_contiguous,balanced,2,0.2987418407321983,0.25,0.487418407321983,64,64,16,64,1.0217388691295622e-23,0.023899347258575863,0.9999999999972032
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,64,1.0217388691295622e-23,0.04389934725857587,0.9999999999972032
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_contiguous_k8,balanced_contiguous,balanced,8,1.0487418407321982,1.0,0.487418407321983,64,64,64,64,1.0217388691295622e-23,0.08389934725857585,0.9999999999972032
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_interleaved_k1,balanced_interleaved,balanced,1,0.19088469787505546,0.125,0.6588469787505544,64,64,8,64,1.0217388691295622e-23,0.015270775830004437,0.9999999999972032
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_interleaved_k2,balanced_interleaved,balanced,2,0.31588469787505546,0.25,0.6588469787505544,64,64,16,64,1.0217388691295622e-23,0.02527077583000444,0.9999999999972032
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_interleaved_k4,balanced_interleaved,balanced,4,0.5658846978750555,0.5,0.6588469787505544,64,64,32,64,1.0217388691295622e-23,0.04527077583000444,0.9999999999972032
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_interleaved_k8,balanced_interleaved,balanced,8,1.0658846978750554,1.0,0.6588469787505544,64,64,64,64,1.0217388691295622e-23,0.08527077583000443,0.9999999999972032
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_permutation_a_k1,balanced_permutation_a,balanced,1,0.18899250811836066,0.125,0.6399250811836067,64,64,8,64,1.0217388691295622e-23,0.015119400649468854,0.9999999999972032
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_permutation_a_k2,balanced_permutation_a,balanced,2,0.31399250811836066,0.25,0.6399250811836067,64,64,16,64,1.0217388691295622e-23,0.025119400649468854,0.9999999999972032
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_permutation_a_k4,balanced_permutation_a,balanced,4,0.5639925081183607,0.5,0.6399250811836067,64,64,32,64,1.0217388691295622e-23,0.04511940064946885,0.9999999999972032
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_permutation_a_k8,balanced_permutation_a,balanced,8,1.0639925081183608,1.0,0.6399250811836067,64,64,64,64,1.0217388691295622e-23,0.08511940064946887,0.9999999999972032
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_permutation_b_k1,balanced_permutation_b,balanced,1,0.18840039778945986,0.125,0.6340039778945984,64,64,8,64,1.0217388691295622e-23,0.015072031823156789,0.9999999999972032
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_permutation_b_k2,balanced_permutation_b,balanced,2,0.31340039778945983,0.25,0.6340039778945984,64,64,16,64,1.0217388691295622e-23,0.025072031823156787,0.9999999999972032
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_permutation_b_k4,balanced_permutation_b,balanced,4,0.5634003977894598,0.5,0.6340039778945984,64,64,32,64,1.0217388691295622e-23,0.045072031823156784,0.9999999999972032
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_permutation_b_k8,balanced_permutation_b,balanced,8,1.06340039778946,1.0,0.6340039778945984,64,64,64,64,1.0217388691295622e-23,0.0850720318231568,0.9999999999972032
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,comb_contiguous_k1,comb_contiguous,comb,1,0.225,0.125,1.0,64,64,8,64,1.0217388691295622e-23,0.018000000000000002,0.9999999999972032
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,comb_contiguous_k2,comb_contiguous,comb,2,0.35,0.25,1.0,64,64,16,64,1.02167382980015e-23,0.027999999999999997,0.9999999999972033
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,comb_contiguous_k4,comb_contiguous,comb,4,0.6,0.5,1.0,64,64,32,64,1.0217455226015019e-23,0.048,0.9999999999972032
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,comb_contiguous_k8,comb_contiguous,comb,8,1.1,1.0,1.0,64,64,64,64,1.0217388691295622e-23,0.08800000000000001,0.9999999999972032
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_contiguous_k1,balanced_contiguous,balanced,1,0.1737418407321983,0.125,0.487418407321983,64,64,8,256,5.651926643110779e-32,0.013899347258575865,0.9999999999999999
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_contiguous_k2,balanced_contiguous,balanced,2,0.2987418407321983,0.25,0.487418407321983,64,64,16,256,5.651926643110779e-32,0.023899347258575863,0.9999999999999999
s6103_r1_n000_a000,development,6103,1,0.0,0.0,feedback_only,balanced_contiguous_k4,balanced_contiguous,balanced,4,0.5487418407321983,0.5,0.487418407321983,64,64,32,256,5.651926643110779e-32,0.04389934725857587,0.9999999999999999
