seed,task,phase,step,optimizer,rule,rate,selected_rate,common_rate,validation_nmse,test_nmse,gradient_clipped_steps,projected_steps,bound
2101,aligned_strong,bound_sensitivity,0,adam,exact,0.03,True,True,0.9982099454895734,0.997876907545583,0,0,7.0
2101,aligned_strong,bound_sensitivity,0,adam,unit_broadcast,0.03,True,True,0.9982099454895734,0.997876907545583,0,0,7.0
2101,aligned_strong,bound_sensitivity,0,adam,calibrated_broadcast,0.03,True,True,0.9982099454895734,0.997876907545583,0,0,7.0
2101,aligned_strong,bound_sensitivity,0,adam,ancestry_three_oracle,0.03,True,True,0.9982099454895734,0.997876907545583,0,0,7.0
2101,aligned_strong,bound_sensitivity,0,sgd,exact,0.3,True,True,0.9982099454895734,0.997876907545583,0,0,7.0
2101,aligned_strong,bound_sensitivity,0,sgd,unit_broadcast,0.3,True,True,0.9982099454895734,0.997876907545583,0,0,7.0
2101,aligned_strong,bound_sensitivity,0,sgd,calibrated_broadcast,0.3,True,True,0.9982099454895734,0.997876907545583,0,0,7.0
2101,aligned_strong,bound_sensitivity,0,sgd,ancestry_three_oracle,0.3,True,True,0.9982099454895734,0.997876907545583,0,0,7.0
2101,aligned_strong,bound_sensitivity,64,adam,exact,0.03,True,True,0.0162271499695417,0.016255676507498,0,0,7.0
2101,aligned_strong,bound_sensitivity,64,adam,unit_broadcast,0.03,True,True,0.0166321084625931,0.0168138501528565,0,0,7.0
2101,aligned_strong,bound_sensitivity,64,adam,calibrated_broadcast,0.03,True,True,0.0166321112924769,0.0168138533547102,0,0,7.0
2101,aligned_strong,bound_sensitivity,64,adam,ancestry_three_oracle,0.03,True,True,0.0161128207205338,0.0161504567081958,0,0,7.0
2101,aligned_strong,bound_sensitivity,64,sgd,exact,0.3,True,True,0.040866487564273,0.0410295207664041,0,0,7.0
2101,aligned_strong,bound_sensitivity,64,sgd,unit_broadcast,0.3,True,True,0.0051336940634158,0.0050824309281917,0,0,7.0
2101,aligned_strong,bound_sensitivity,64,sgd,calibrated_broadcast,0.3,True,True,0.0480500709854172,0.048060512695262,0,0,7.0
2101,aligned_strong,bound_sensitivity,64,sgd,ancestry_three_oracle,0.3,True,True,0.0406055836265697,0.040773229171659,0,0,7.0
2101,aligned_strong,bound_sensitivity,256,adam,exact,0.03,True,True,0.001654318475886,0.001646526225261,0,0,7.0
2101,aligned_strong,bound_sensitivity,256,adam,unit_broadcast,0.03,True,True,0.0019556469787191,0.0019633949900506,0,0,7.0
2101,aligned_strong,bound_sensitivity,256,adam,calibrated_broadcast,0.03,True,True,0.0019556490706182,0.0019633971582847,0,0,7.0
2101,aligned_strong,bound_sensitivity,256,adam,ancestry_three_oracle,0.03,True,True,0.0016391096632406,0.0016309506847169,0,0,7.0
2101,aligned_strong,bound_sensitivity,256,sgd,exact,0.3,True,True,0.008025480276259,0.0082417032229845,0,0,7.0
2101,aligned_strong,bound_sensitivity,256,sgd,unit_broadcast,0.3,True,True,0.0011289650823662,0.0011465458386169,0,0,7.0
2101,aligned_strong,bound_sensitivity,256,sgd,calibrated_broadcast,0.3,True,True,0.0103272613889215,0.0106638004438879,0,0,7.0
2101,aligned_strong,bound_sensitivity,256,sgd,ancestry_three_oracle,0.3,True,True,0.0080599075550075,0.0082779502381034,0,0,7.0
2101,aligned_strong,bound_sensitivity,1024,adam,exact,0.03,True,True,7.834144124381422e-05,7.609748862656116e-05,0,0,7.0
2101,aligned_strong,bound_sensitivity,1024,adam,unit_broadcast,0.03,True,True,0.0003142236375548,0.0003076238702429,0,0,7.0
2101,aligned_strong,bound_sensitivity,1024,adam,calibrated_broadcast,0.03,True,True,0.0003142241336824,0.0003076243693962,0,0,7.0
2101,aligned_strong,bound_sensitivity,1024,adam,ancestry_three_oracle,0.03,True,True,6.916554714583495e-05,6.670550880496675e-05,0,0,7.0
2101,aligned_strong,bound_sensitivity,1024,sgd,exact,0.3,True,True,0.0016746594479141,0.0016968747406457,0,0,7.0
2101,aligned_strong,bound_sensitivity,1024,sgd,unit_broadcast,0.3,True,True,0.0004449861024964,0.0004468710864802,0,0,7.0
2101,aligned_strong,bound_sensitivity,1024,sgd,calibrated_broadcast,0.3,True,True,0.0023872662387867,0.0024543123156301,0,0,7.0
2101,aligned_strong,bound_sensitivity,1024,sgd,ancestry_three_oracle,0.3,True,True,0.0016806951631056,0.0017031627140582,0,0,7.0
2101,aligned_strong,bound_sensitivity,2048,adam,exact,0.03,True,True,3.081976545236114e-05,3.106449264796496e-05,0,0,7.0
2101,aligned_strong,bound_sensitivity,2048,adam,unit_broadcast,0.03,True,True,0.0004119628523644,0.0004127140135457,0,0,7.0
2101,aligned_strong,bound_sensitivity,2048,adam,calibrated_broadcast,0.03,True,True,0.000411963040082,0.0004127140416103,0,0,7.0
2101,aligned_strong,bound_sensitivity,2048,adam,ancestry_three_oracle,0.03,True,True,3.125426520324277e-05,3.136859328545022e-05,0,0,7.0
2101,aligned_strong,bound_sensitivity,2048,sgd,exact,0.3,True,True,0.0007303595654093,0.0007350480407185,0,0,7.0
2101,aligned_strong,bound_sensitivity,2048,sgd,unit_broadcast,0.3,True,True,0.0004124711725001,0.0004071072923389,0,0,7.0
2101,aligned_strong,bound_sensitivity,2048,sgd,calibrated_broadcast,0.3,True,True,0.0011335606868419,0.0011542531535587,0,0,7.0
2101,aligned_strong,bound_sensitivity,2048,sgd,ancestry_three_oracle,0.3,True,True,0.0007331955881548,0.000738002525932,0,0,7.0
2101,aligned_strong,bound_sensitivity,4096,adam,exact,0.03,True,True,5.082822894201372e-06,5.0460161546472725e-06,0,0,7.0
2101,aligned_strong,bound_sensitivity,4096,adam,unit_broadcast,0.03,True,True,0.0002470440673332,0.000246730432025,0,0,7.0
2101,aligned_strong,bound_sensitivity,4096,adam,calibrated_broadcast,0.03,True,True,0.0002470412637024,0.0002467269290286,0,0,7.0
2101,aligned_strong,bound_sensitivity,4096,adam,ancestry_three_oracle,0.03,True,True,1.7697805854317995e-05,1.6853608568439582e-05,0,0,7.0
2101,aligned_strong,bound_sensitivity,4096,sgd,exact,0.3,True,True,0.0003809583247829,0.0003767880193679,0,0,7.0
2101,aligned_strong,bound_sensitivity,4096,sgd,unit_broadcast,0.3,True,True,0.0003947416975281,0.0003903906961646,0,0,7.0
2101,aligned_strong,bound_sensitivity,4096,sgd,calibrated_broadcast,0.3,True,True,0.000658480395235,0.0006591030893894,0,0,7.0
2101,aligned_strong,bound_sensitivity,4096,sgd,ancestry_three_oracle,0.3,True,True,0.0003809407901207,0.0003768782587374,0,0,7.0
2101,aligned_strong,bound_sensitivity,8192,adam,exact,0.03,True,True,4.856575957435734e-07,4.7586041419221946e-07,0,0,7.0
2101,aligned_strong,bound_sensitivity,8192,adam,unit_broadcast,0.03,True,True,0.0003306342948057,0.0003322698858518,0,0,7.0
2101,aligned_strong,bound_sensitivity,8192,adam,calibrated_broadcast,0.03,True,True,0.0003307892999298,0.000332434226034,0,0,7.0
2101,aligned_strong,bound_sensitivity,8192,adam,ancestry_three_oracle,0.03,True,True,3.430164294965035e-07,3.440541668943787e-07,0,0,7.0
2101,aligned_strong,bound_sensitivity,8192,sgd,exact,0.3,True,True,0.0002874196114654,0.000279266656882,0,0,7.0
2101,aligned_strong,bound_sensitivity,8192,sgd,unit_broadcast,0.3,True,True,0.0003713585145344,0.0003676593549148,0,0,7.0
2101,aligned_strong,bound_sensitivity,8192,sgd,calibrated_broadcast,0.3,True,True,0.0005350138474688,0.0005232171668497,0,0,7.0
2101,aligned_strong,bound_sensitivity,8192,sgd,ancestry_three_oracle,0.3,True,True,0.0002849367454018,0.0002769852574816,0,0,7.0
2101,aligned_strong,bound_sensitivity,12288,adam,exact,0.03,True,True,7.095607363702008e-08,7.31610896968388e-08,0,0,7.0
2101,aligned_strong,bound_sensitivity,12288,adam,unit_broadcast,0.03,True,True,0.0004374801173946,0.0004254109250107,0,0,7.0
2101,aligned_strong,bound_sensitivity,12288,adam,calibrated_broadcast,0.03,True,True,0.0004375859925896,0.0004255007946336,0,0,7.0
2101,aligned_strong,bound_sensitivity,12288,adam,ancestry_three_oracle,0.03,True,True,6.569595729855944e-06,6.603939501809178e-06,0,0,7.0
2101,aligned_strong,bound_sensitivity,12288,sgd,exact,0.3,True,True,0.0002635712486546,0.0002544666756442,0,0,7.0
2101,aligned_strong,bound_sensitivity,12288,sgd,unit_broadcast,0.3,True,True,0.0003633361523867,0.0003554991362843,0,0,7.0
2101,aligned_strong,bound_sensitivity,12288,sgd,calibrated_broadcast,0.3,True,True,0.0005604076141011,0.000542643746112,0,0,7.0
2101,aligned_strong,bound_sensitivity,12288,sgd,ancestry_three_oracle,0.3,True,True,0.0002588624679688,0.0002500701837658,0,0,7.0
2101,aligned_strong,bound_sensitivity,16384,adam,exact,0.03,True,True,3.85904097278602e-07,3.93475658392666e-07,0,0,7.0
2101,aligned_strong,bound_sensitivity,16384,adam,unit_broadcast,0.03,True,True,0.0005062848754363,0.0004963298153064,0,2994,7.0
2101,aligned_strong,bound_sensitivity,16384,adam,calibrated_broadcast,0.03,True,True,0.0005057250162534,0.0004957843271154,0,2995,7.0
2101,aligned_strong,bound_sensitivity,16384,adam,ancestry_three_oracle,0.03,True,True,4.971435735484016e-08,5.110394948774482e-08,0,0,7.0
2101,aligned_strong,bound_sensitivity,16384,sgd,exact,0.3,True,True,0.0002468240252435,0.0002402406909194,0,0,7.0
2101,aligned_strong,bound_sensitivity,16384,sgd,unit_broadcast,0.3,True,True,0.0003565778504437,0.0003522701151677,0,0,7.0
2101,aligned_strong,bound_sensitivity,16384,sgd,calibrated_broadcast,0.3,True,True,0.0006117466705482,0.0005924169033567,0,0,7.0
2101,aligned_strong,bound_sensitivity,16384,sgd,ancestry_three_oracle,0.3,True,True,0.0002399094987879,0.0002336982345766,0,0,7.0
2101,opposed_strong,bound_sensitivity,0,adam,exact,0.03,True,True,1.0757724534142932,1.0537063356033565,0,0,7.0
2101,opposed_strong,bound_sensitivity,0,adam,unit_broadcast,0.03,True,True,1.0757724534142932,1.0537063356033565,0,0,7.0
2101,opposed_strong,bound_sensitivity,0,adam,calibrated_broadcast,0.03,True,True,1.0757724534142932,1.0537063356033565,0,0,7.0
2101,opposed_strong,bound_sensitivity,0,adam,ancestry_three_oracle,0.03,True,True,1.0757724534142932,1.0537063356033565,0,0,7.0
2101,opposed_strong,bound_sensitivity,0,sgd,exact,0.3,True,True,1.0757724534142932,1.0537063356033565,0,0,7.0
2101,opposed_strong,bound_sensitivity,0,sgd,unit_broadcast,0.3,True,True,1.0757724534142932,1.0537063356033565,0,0,7.0
2101,opposed_strong,bound_sensitivity,0,sgd,calibrated_broadcast,0.3,True,True,1.0757724534142932,1.0537063356033565,0,0,7.0
2101,opposed_strong,bound_sensitivity,0,sgd,ancestry_three_oracle,0.3,True,True,1.0757724534142932,1.0537063356033565,0,0,7.0
2101,opposed_strong,bound_sensitivity,64,adam,exact,0.03,True,True,0.0154547853179947,0.0153569901185906,0,0,7.0
2101,opposed_strong,bound_sensitivity,64,adam,unit_broadcast,0.03,True,True,0.8861664819967182,0.8759831956417351,0,0,7.0
2101,opposed_strong,bound_sensitivity,64,adam,calibrated_broadcast,0.03,True,True,0.8861664751129517,0.8759831856059026,0,0,7.0
2101,opposed_strong,bound_sensitivity,64,adam,ancestry_three_oracle,0.03,True,True,0.0153603728950744,0.0152596003891098,0,0,7.0
2101,opposed_strong,bound_sensitivity,64,sgd,exact,0.3,True,True,0.0938476904687338,0.0939329743090823,0,0,7.0
2101,opposed_strong,bound_sensitivity,64,sgd,unit_broadcast,0.3,True,True,0.8740059872044482,0.8674691991560023,0,0,7.0
2101,opposed_strong,bound_sensitivity,64,sgd,calibrated_broadcast,0.3,True,True,0.8435762386699851,0.8369164857633569,0,0,7.0
2101,opposed_strong,bound_sensitivity,64,sgd,ancestry_three_oracle,0.3,True,True,0.093742643712,0.093720911936443,0,0,7.0
2101,opposed_strong,bound_sensitivity,256,adam,exact,0.03,True,True,0.0003309270890322,0.0003128788890642,0,0,7.0
2101,opposed_strong,bound_sensitivity,256,adam,unit_broadcast,0.03,True,True,0.901644016419297,0.8958749532771425,0,0,7.0
2101,opposed_strong,bound_sensitivity,256,adam,calibrated_broadcast,0.03,True,True,0.9016423265636082,0.8958733977194249,0,0,7.0
2101,opposed_strong,bound_sensitivity,256,adam,ancestry_three_oracle,0.03,True,True,0.0003174729646216,0.0002996815420195,0,0,7.0
2101,opposed_strong,bound_sensitivity,256,sgd,exact,0.3,True,True,0.0052477235807663,0.0051852937799959,0,0,7.0
2101,opposed_strong,bound_sensitivity,256,sgd,unit_broadcast,0.3,True,True,0.957334586516414,0.9481068860824564,0,0,7.0
2101,opposed_strong,bound_sensitivity,256,sgd,calibrated_broadcast,0.3,True,True,0.8534729507619585,0.8448655852005745,0,0,7.0
2101,opposed_strong,bound_sensitivity,256,sgd,ancestry_three_oracle,0.3,True,True,0.0056577519727596,0.0055748984878239,0,0,7.0
2101,opposed_strong,bound_sensitivity,1024,adam,exact,0.03,True,True,0.0001316710525156,0.0001238045612485,0,0,7.0
2101,opposed_strong,bound_sensitivity,1024,adam,unit_broadcast,0.03,True,True,0.8283189782728008,0.8299466942190781,0,110,7.0
2101,opposed_strong,bound_sensitivity,1024,adam,calibrated_broadcast,0.03,True,True,0.8283187132912261,0.8299463302828569,0,110,7.0
2101,opposed_strong,bound_sensitivity,1024,adam,ancestry_three_oracle,0.03,True,True,0.0001049795982123,0.0001019457890737,0,0,7.0
2101,opposed_strong,bound_sensitivity,1024,sgd,exact,0.3,True,True,0.0002486107824976,0.0002283042950938,0,0,7.0
2101,opposed_strong,bound_sensitivity,1024,sgd,unit_broadcast,0.3,True,True,0.987202848268346,0.9808718287336348,0,0,7.0
2101,opposed_strong,bound_sensitivity,1024,sgd,calibrated_broadcast,0.3,True,True,0.8768927522279687,0.8690477269747039,0,0,7.0
2101,opposed_strong,bound_sensitivity,1024,sgd,ancestry_three_oracle,0.3,True,True,0.0002359196081894,0.0002169916079149,0,0,7.0
2101,opposed_strong,bound_sensitivity,2048,adam,exact,0.03,True,True,4.596224926049639e-05,4.449656099119692e-05,0,0,7.0
2101,opposed_strong,bound_sensitivity,2048,adam,unit_broadcast,0.03,True,True,0.7905552620149338,0.7842227162777192,0,1052,7.0
2101,opposed_strong,bound_sensitivity,2048,adam,calibrated_broadcast,0.03,True,True,0.7905549167737767,0.7842225509244358,0,1052,7.0
2101,opposed_strong,bound_sensitivity,2048,adam,ancestry_three_oracle,0.03,True,True,4.627064130211196e-05,4.470817165640932e-05,0,0,7.0
2101,opposed_strong,bound_sensitivity,2048,sgd,exact,0.3,True,True,0.000227115329291,0.0002105762032423,0,0,7.0
2101,opposed_strong,bound_sensitivity,2048,sgd,unit_broadcast,0.3,True,True,0.7937307168148653,0.7914325751341436,0,0,7.0
2101,opposed_strong,bound_sensitivity,2048,sgd,calibrated_broadcast,0.3,True,True,0.903670983844956,0.8970596320893376,0,0,7.0
2101,opposed_strong,bound_sensitivity,2048,sgd,ancestry_three_oracle,0.3,True,True,0.0002145136042635,0.0001987991307978,0,0,7.0
2101,opposed_strong,bound_sensitivity,4096,adam,exact,0.03,True,True,9.731760998243996e-06,9.205395784769317e-06,0,0,7.0
2101,opposed_strong,bound_sensitivity,4096,adam,unit_broadcast,0.03,True,True,0.8566441182559029,0.8574198461652931,0,3100,7.0
2101,opposed_strong,bound_sensitivity,4096,adam,calibrated_broadcast,0.03,True,True,0.8566437718791317,0.8574193710726015,0,3100,7.0
2101,opposed_strong,bound_sensitivity,4096,adam,ancestry_three_oracle,0.03,True,True,8.83664652361145e-06,8.335381998314637e-06,0,0,7.0
2101,opposed_strong,bound_sensitivity,4096,sgd,exact,0.3,True,True,0.0002181663198001,0.0002035518157903,0,0,7.0
2101,opposed_strong,bound_sensitivity,4096,sgd,unit_broadcast,0.3,True,True,0.8867131060922919,0.8829560221427767,0,0,7.0
2101,opposed_strong,bound_sensitivity,4096,sgd,calibrated_broadcast,0.3,True,True,0.9960861169937948,0.9892564939578606,0,0,7.0
2101,opposed_strong,bound_sensitivity,4096,sgd,ancestry_three_oracle,0.3,True,True,0.0002067610412779,0.0001927991517452,0,0,7.0
2101,opposed_strong,bound_sensitivity,8192,adam,exact,0.03,True,True,1.6328794623365775e-06,1.6345401111185176e-06,0,0,7.0
2101,opposed_strong,bound_sensitivity,8192,adam,unit_broadcast,0.03,True,True,0.8382102583921163,0.8332602314097526,0,7196,7.0
2101,opposed_strong,bound_sensitivity,8192,adam,calibrated_broadcast,0.03,True,True,0.8382105076100789,0.833260442147603,0,7196,7.0
2101,opposed_strong,bound_sensitivity,8192,adam,ancestry_three_oracle,0.03,True,True,1.7817262000182715e-08,1.7806242652934284e-08,0,0,7.0
2101,opposed_strong,bound_sensitivity,8192,sgd,exact,0.3,True,True,0.0002023844346677,0.0001875554749302,0,0,7.0
2101,opposed_strong,bound_sensitivity,8192,sgd,unit_broadcast,0.3,True,True,0.8112322401847732,0.8081121535618159,0,0,7.0
2101,opposed_strong,bound_sensitivity,8192,sgd,calibrated_broadcast,0.3,True,True,0.8509002783106566,0.8416267725822743,0,0,7.0
2101,opposed_strong,bound_sensitivity,8192,sgd,ancestry_three_oracle,0.3,True,True,0.0001927031902372,0.0001785178305924,0,0,7.0
2101,opposed_strong,bound_sensitivity,12288,adam,exact,0.03,True,True,1.947061265429612e-08,1.8875049520974342e-08,0,0,7.0
2101,opposed_strong,bound_sensitivity,12288,adam,unit_broadcast,0.03,True,True,0.837785168332434,0.832100711059443,0,11292,7.0
2101,opposed_strong,bound_sensitivity,12288,adam,calibrated_broadcast,0.03,True,True,0.837785376966094,0.8321009490098554,0,11292,7.0
2101,opposed_strong,bound_sensitivity,12288,adam,ancestry_three_oracle,0.03,True,True,4.987097609173621e-05,4.822830221739605e-05,0,0,7.0
2101,opposed_strong,bound_sensitivity,12288,sgd,exact,0.3,True,True,0.0001863510537258,0.0001728496784728,0,0,7.0
