seed,bound,optimizer,rule,contrast,value
2101,7.0,adam,unit_broadcast,target_gap,0.7842226974026697
2102,7.0,adam,unit_broadcast,target_gap,0.45127204817565164
2103,7.0,adam,unit_broadcast,target_gap,0.9954179133319851
2104,7.0,adam,unit_broadcast,target_gap,0.7911677280137708
2105,7.0,adam,unit_broadcast,target_gap,0.7541606152208928
2106,7.0,adam,unit_broadcast,target_gap,0.009304330569633769
2107,7.0,adam,unit_broadcast,target_gap,0.6893324886220032
2108,7.0,adam,unit_broadcast,target_gap,0.5603517619043873
2109,7.0,adam,unit_broadcast,target_gap,0.9945664805116442
2110,7.0,adam,unit_broadcast,target_gap,0.6897436756416812
2111,7.0,adam,unit_broadcast,target_gap,0.5953471874789195
2112,7.0,adam,unit_broadcast,target_gap,1.0015054256126215
2113,7.0,adam,unit_broadcast,target_gap,1.0023198243004292
2114,7.0,adam,unit_broadcast,target_gap,0.8602360230186411
2115,7.0,adam,unit_broadcast,target_gap,0.0005050088375543841
2116,7.0,adam,unit_broadcast,target_gap,0.7879773735748536
2117,7.0,adam,unit_broadcast,target_gap,0.9939293350112348
2118,7.0,adam,unit_broadcast,target_gap,0.6023224819782093
2119,7.0,adam,unit_broadcast,target_gap,0.0002974914074345524
2120,7.0,adam,unit_broadcast,target_gap,0.0005316022048837001
2101,7.0,adam,unit_broadcast,control_gap,0.00024665727093530317
2102,7.0,adam,unit_broadcast,control_gap,0.0013884708813444665
2103,7.0,adam,unit_broadcast,control_gap,0.0002903048816576973
2104,7.0,adam,unit_broadcast,control_gap,0.00034076589454659
2105,7.0,adam,unit_broadcast,control_gap,0.0006187695524774697
2106,7.0,adam,unit_broadcast,control_gap,0.00011638683977532012
2107,7.0,adam,unit_broadcast,control_gap,3.889691739942729e-06
2108,7.0,adam,unit_broadcast,control_gap,0.0004757345827924462
2109,7.0,adam,unit_broadcast,control_gap,5.959544984570876e-06
2110,7.0,adam,unit_broadcast,control_gap,5.697580106783988e-05
2111,7.0,adam,unit_broadcast,control_gap,0.0003530635459939529
2112,7.0,adam,unit_broadcast,control_gap,1.086370295433176e-05
2113,7.0,adam,unit_broadcast,control_gap,0.0006156381592065532
2114,7.0,adam,unit_broadcast,control_gap,6.908974519395212e-05
2115,7.0,adam,unit_broadcast,control_gap,0.0002501056833529396
2116,7.0,adam,unit_broadcast,control_gap,0.0025474460110740736
2117,7.0,adam,unit_broadcast,control_gap,0.00011044433008814292
2118,7.0,adam,unit_broadcast,control_gap,0.0013128195457197476
2119,7.0,adam,unit_broadcast,control_gap,1.3929872611461772e-06
2120,7.0,adam,unit_broadcast,control_gap,0.00040980204280217144
2101,7.0,adam,unit_broadcast,task_difference_in_gap,0.7839760401317344
2102,7.0,adam,unit_broadcast,task_difference_in_gap,0.44988357729430717
2103,7.0,adam,unit_broadcast,task_difference_in_gap,0.9951276084503274
2104,7.0,adam,unit_broadcast,task_difference_in_gap,0.7908269621192242
2105,7.0,adam,unit_broadcast,task_difference_in_gap,0.7535418456684154
2106,7.0,adam,unit_broadcast,task_difference_in_gap,0.009187943729858448
2107,7.0,adam,unit_broadcast,task_difference_in_gap,0.6893285989302633
2108,7.0,adam,unit_broadcast,task_difference_in_gap,0.5598760273215948
2109,7.0,adam,unit_broadcast,task_difference_in_gap,0.9945605209666596
2110,7.0,adam,unit_broadcast,task_difference_in_gap,0.6896866998406133
2111,7.0,adam,unit_broadcast,task_difference_in_gap,0.5949941239329255
2112,7.0,adam,unit_broadcast,task_difference_in_gap,1.0014945619096671
2113,7.0,adam,unit_broadcast,task_difference_in_gap,1.0017041861412226
2114,7.0,adam,unit_broadcast,task_difference_in_gap,0.8601669332734472
2115,7.0,adam,unit_broadcast,task_difference_in_gap,0.0002549031542014445
2116,7.0,adam,unit_broadcast,task_difference_in_gap,0.7854299275637796
2117,7.0,adam,unit_broadcast,task_difference_in_gap,0.9938188906811467
2118,7.0,adam,unit_broadcast,task_difference_in_gap,0.6010096624324895
2119,7.0,adam,unit_broadcast,task_difference_in_gap,0.0002960984201734062
2120,7.0,adam,unit_broadcast,task_difference_in_gap,0.00012180016208152868
2101,7.0,adam,calibrated_broadcast,target_gap,0.7842225320493863
2102,7.0,adam,calibrated_broadcast,target_gap,0.45127216300376244
2103,7.0,adam,calibrated_broadcast,target_gap,0.9954179220988915
2104,7.0,adam,calibrated_broadcast,target_gap,0.7911676623515789
2105,7.0,adam,calibrated_broadcast,target_gap,0.7541605285433639
2106,7.0,adam,calibrated_broadcast,target_gap,0.00930432694358537
2107,7.0,adam,calibrated_broadcast,target_gap,0.6893325453142093
2108,7.0,adam,calibrated_broadcast,target_gap,0.5603517891848485
2109,7.0,adam,calibrated_broadcast,target_gap,0.9945664849082476
2110,7.0,adam,calibrated_broadcast,target_gap,0.6897438993390601
2111,7.0,adam,calibrated_broadcast,target_gap,0.5953470974315195
2112,7.0,adam,calibrated_broadcast,target_gap,1.0015053745986513
2113,7.0,adam,calibrated_broadcast,target_gap,1.0023198129989537
2114,7.0,adam,calibrated_broadcast,target_gap,0.8602337263956314
2115,7.0,adam,calibrated_broadcast,target_gap,0.000505010828661384
2116,7.0,adam,calibrated_broadcast,target_gap,0.7879771977660421
2117,7.0,adam,calibrated_broadcast,target_gap,0.9939292679237074
2118,7.0,adam,calibrated_broadcast,target_gap,0.6023226713690576
2119,7.0,adam,calibrated_broadcast,target_gap,0.0002976522347378524
2120,7.0,adam,calibrated_broadcast,target_gap,0.0005316130944181001
2101,7.0,adam,calibrated_broadcast,control_gap,0.00024665376793890317
2102,7.0,adam,calibrated_broadcast,control_gap,0.0013884727428680665
2103,7.0,adam,calibrated_broadcast,control_gap,0.00029032492195889725
2104,7.0,adam,calibrated_broadcast,control_gap,0.00034077084126669
2105,7.0,adam,calibrated_broadcast,control_gap,0.0006197912841402698
2106,7.0,adam,calibrated_broadcast,control_gap,0.00011636564481292011
2107,7.0,adam,calibrated_broadcast,control_gap,4.655675396281527e-06
2108,7.0,adam,calibrated_broadcast,control_gap,0.0004770487894822462
2109,7.0,adam,calibrated_broadcast,control_gap,5.95531295017774e-06
2110,7.0,adam,calibrated_broadcast,control_gap,5.697655891194058e-05
2111,7.0,adam,calibrated_broadcast,control_gap,0.0003519624548119529
2112,7.0,adam,calibrated_broadcast,control_gap,1.0783247443097708e-05
2113,7.0,adam,calibrated_broadcast,control_gap,0.0006156377994305532
2114,7.0,adam,calibrated_broadcast,control_gap,6.908810740854182e-05
2115,7.0,adam,calibrated_broadcast,control_gap,0.0002500314995377396
2116,7.0,adam,calibrated_broadcast,control_gap,0.0025474521073856737
2117,7.0,adam,calibrated_broadcast,control_gap,0.0001104371610160429
2118,7.0,adam,calibrated_broadcast,control_gap,0.0013128426245930477
2119,7.0,adam,calibrated_broadcast,control_gap,8.480806947167928e-07
2120,7.0,adam,calibrated_broadcast,control_gap,0.00041011673473927146
2101,7.0,adam,calibrated_broadcast,task_difference_in_gap,0.7839758782814474
2102,7.0,adam,calibrated_broadcast,task_difference_in_gap,0.44988369026089436
2103,7.0,adam,calibrated_broadcast,task_difference_in_gap,0.9951275971769326
2104,7.0,adam,calibrated_broadcast,task_difference_in_gap,0.7908268915103122
2105,7.0,adam,calibrated_broadcast,task_difference_in_gap,0.7535407372592237
2106,7.0,adam,calibrated_broadcast,task_difference_in_gap,0.00918796129877245
2107,7.0,adam,calibrated_broadcast,task_difference_in_gap,0.689327889638813
2108,7.0,adam,calibrated_broadcast,task_difference_in_gap,0.5598747403953662
2109,7.0,adam,calibrated_broadcast,task_difference_in_gap,0.9945605295952974
2110,7.0,adam,calibrated_broadcast,task_difference_in_gap,0.6896869227801482
2111,7.0,adam,calibrated_broadcast,task_difference_in_gap,0.5949951349767075
2112,7.0,adam,calibrated_broadcast,task_difference_in_gap,1.001494591351208
2113,7.0,adam,calibrated_broadcast,task_difference_in_gap,1.001704175199523
2114,7.0,adam,calibrated_broadcast,task_difference_in_gap,0.8601646382882229
2115,7.0,adam,calibrated_broadcast,task_difference_in_gap,0.0002549793291236445
2116,7.0,adam,calibrated_broadcast,task_difference_in_gap,0.7854297456586564
2117,7.0,adam,calibrated_broadcast,task_difference_in_gap,0.9938188307626914
2118,7.0,adam,calibrated_broadcast,task_difference_in_gap,0.6010098287444645
2119,7.0,adam,calibrated_broadcast,task_difference_in_gap,0.00029680415404313563
2120,7.0,adam,calibrated_broadcast,task_difference_in_gap,0.00012149635967882862
2101,7.0,adam,ancestry_three_oracle,target_gap,-1.068806868040058e-09
2102,7.0,adam,ancestry_three_oracle,target_gap,-1.7606217398116419e-07
2103,7.0,adam,ancestry_three_oracle,target_gap,1.260793242683361e-07
2104,7.0,adam,ancestry_three_oracle,target_gap,7.213977277796191e-09
2105,7.0,adam,ancestry_three_oracle,target_gap,-3.785828527426804e-09
2106,7.0,adam,ancestry_three_oracle,target_gap,-1.3014206717640184e-07
2107,7.0,adam,ancestry_three_oracle,target_gap,-1.675662334825595e-07
2108,7.0,adam,ancestry_three_oracle,target_gap,-5.825516404183689e-09
2109,7.0,adam,ancestry_three_oracle,target_gap,-7.343940315609441e-08
2110,7.0,adam,ancestry_three_oracle,target_gap,-1.820532179150221e-08
2111,7.0,adam,ancestry_three_oracle,target_gap,-4.452594403859705e-07
2112,7.0,adam,ancestry_three_oracle,target_gap,2.050888792378806e-07
2113,7.0,adam,ancestry_three_oracle,target_gap,-9.322881681119743e-08
2114,7.0,adam,ancestry_three_oracle,target_gap,-9.772443011532784e-08
2115,7.0,adam,ancestry_three_oracle,target_gap,-4.927272115440928e-09
2116,7.0,adam,ancestry_three_oracle,target_gap,-8.85069412249172e-08
2117,7.0,adam,ancestry_three_oracle,target_gap,1.646673037644814e-05
2118,7.0,adam,ancestry_three_oracle,target_gap,-7.005361959792279e-07
2119,7.0,adam,ancestry_three_oracle,target_gap,-4.894360595709441e-07
2120,7.0,adam,ancestry_three_oracle,target_gap,-1.2094131500584646e-06
2101,7.0,adam,ancestry_three_oracle,control_gap,-2.205714020909399e-08
2102,7.0,adam,ancestry_three_oracle,control_gap,7.84016227694611e-08
2103,7.0,adam,ancestry_three_oracle,control_gap,-1.161860948090059e-07
2104,7.0,adam,ancestry_three_oracle,control_gap,-6.718590862011242e-07
2105,7.0,adam,ancestry_three_oracle,control_gap,5.912753573189907e-09
2106,7.0,adam,ancestry_three_oracle,control_gap,2.3426510489884415e-07
2107,7.0,adam,ancestry_three_oracle,control_gap,-8.473509364171616e-08
2108,7.0,adam,ancestry_three_oracle,control_gap,2.1170956107228583e-06
2109,7.0,adam,ancestry_three_oracle,control_gap,-9.996807109176578e-07
2110,7.0,adam,ancestry_three_oracle,control_gap,-4.2088893755524566e-08
2111,7.0,adam,ancestry_three_oracle,control_gap,-7.411031989212521e-08
2112,7.0,adam,ancestry_three_oracle,control_gap,-1.1088883145272966e-07
2113,7.0,adam,ancestry_three_oracle,control_gap,-3.1779846359232006e-07
2114,7.0,adam,ancestry_three_oracle,control_gap,-4.2770685258655075e-07
2115,7.0,adam,ancestry_three_oracle,control_gap,-3.051466071819483e-08
