seed,task,phase,optimizer,rule,rate,selected_rate,common_rate,best_step,validation_nmse,test_nmse,path_ancestry_three_oracle_capture,path_rank_one_capture,path_effective_rank,path_unit_oracle_capture,path_calibrated_oracle_capture,credit_ancestry_three_oracle_capture,credit_rank_one_capture,credit_effective_rank,credit_unit_oracle_capture,credit_calibrated_oracle_capture,eligibility_calibrated_oracle_capture,loss_eligibility_calibrated_oracle_capture,bound
2101,aligned_strong,bound_sensitivity,adam,exact,0.03,True,True,12288,7.095607363702008e-08,7.31610896968388e-08,0.9721872771594344,0.9168257123020482,1.1799586168816965,0.5537062248896235,0.8849986968614231,0.9718140205775522,0.917710407831686,1.1779062902344986,0.5593427187595047,0.8797862622428716,0.8460477165792781,0.8236683137001835,7.0
2101,aligned_strong,bound_sensitivity,adam,unit_broadcast,0.03,True,True,4096,0.0002470440673332,0.000246730432025,0.9878854661693078,0.9479426366057916,1.1095020725225069,0.5748692191651594,0.935904731517604,0.9879232120345638,0.947918442965671,1.1095554365998146,0.5749434237173462,0.9358342794130704,0.9116595495257012,0.91250021720574,7.0
2101,aligned_strong,bound_sensitivity,adam,calibrated_broadcast,0.03,True,True,4096,0.0002470412637024,0.0002467269290286,0.9878867405043996,0.9479400391339156,1.1095078016761113,0.5748661442876958,0.9359033581017834,0.9879242204338808,0.9479159974947332,1.1095608307170275,0.574939853925421,0.9358333854047076,0.9116540160970684,0.9124930282317448,7.0
2101,aligned_strong,bound_sensitivity,adam,ancestry_three_oracle,0.03,True,True,16384,4.971435735484016e-08,5.110394948774482e-08,0.9747309257119549,0.9137505497236784,1.187114064686315,0.5465857887100868,0.8854173024862856,0.9745369154576352,0.913664944201393,1.1873137349393368,0.5497219853557473,0.8828055562614918,0.8432181731669265,0.8375796481449979,7.0
2101,aligned_strong,bound_sensitivity,sgd,exact,0.3,True,True,16384,0.0002468240252435,0.0002402406909194,0.9944851396220648,0.9465356992982906,1.1126091014316897,0.5412735003728518,0.9337279005181176,0.994385768738315,0.9466652621707649,1.1123226617785538,0.5490989677584948,0.9351582514394235,0.919391280182321,0.922312685143838,7.0
2101,aligned_strong,bound_sensitivity,sgd,unit_broadcast,0.3,True,True,16384,0.0003565778504437,0.0003522701151677,0.9681783788736084,0.9141419489794992,1.1862014764849929,0.5573120466623063,0.8725114482441589,0.9680796359045636,0.9140573028054134,1.1863987920379253,0.5581156048005648,0.8705066567092176,0.8273859580392074,0.8193389758426339,7.0
2101,aligned_strong,bound_sensitivity,sgd,calibrated_broadcast,0.3,True,True,8192,0.0005350138474688,0.0005232171668497,0.9979027467202684,0.9672385018110512,1.0676647080773574,0.541218739432108,0.944881205639571,0.9978803852807284,0.9675788202817937,1.06693990986124,0.5493013381789873,0.9481036368671836,0.941792247837088,0.9524250674090696,7.0
2101,aligned_strong,bound_sensitivity,sgd,ancestry_three_oracle,0.3,True,True,16384,0.0002399094987879,0.0002336982345766,0.9945912448741918,0.9470337053482424,1.1115084538512732,0.5414809585493151,0.9341963119672722,0.9944879739207269,0.9472539394610218,1.111022016123949,0.549784731641863,0.935759923993725,0.920137561185256,0.923274965043944,7.0
2101,opposed_strong,bound_sensitivity,adam,exact,0.03,True,True,12288,1.947061265429612e-08,1.8875049520974342e-08,0.9257342795609196,0.881882559156473,1.263154845120777,0.5415699677062363,0.7814477356992315,0.926015091858022,0.8838125605695732,1.2584565712734508,0.5408269335483671,0.7983669486396663,0.6462351140939331,0.7215416122127943,7.0
2101,opposed_strong,bound_sensitivity,adam,unit_broadcast,0.03,True,True,2048,0.7905552620149338,0.7842227162777192,0.5425812823861709,0.8498622564344187,1.342629346344423,0.4834610573273745,0.4760430888147395,0.5503484452763933,0.8469638846761746,1.349950550463742,0.4833472704724603,0.4851767181143652,0.1322474701747846,0.1758324874020512,7.0
2101,opposed_strong,bound_sensitivity,adam,calibrated_broadcast,0.03,True,True,2048,0.7905549167737767,0.7842225509244358,0.542581866637683,0.8498622058983306,1.342629473832917,0.4834611692546632,0.4760435852642415,0.5503490175898157,0.8469638442838454,1.3499506526232723,0.4833473843664231,0.4851772016505845,0.1322482604927021,0.1758335142036127,7.0
2101,opposed_strong,bound_sensitivity,adam,ancestry_three_oracle,0.03,True,True,8192,1.7817262000182715e-08,1.7806242652934284e-08,0.9244905044243258,0.881572690987552,1.2639102214401263,0.5411643271662017,0.7794840786916111,0.924772895534712,0.883641052504811,1.2588736202339614,0.5404160939406752,0.7970435526634626,0.6452842520883859,0.6279957629878636,7.0
