root_id,n_skeleton_nodes,n_dendrite_nodes,n_segments,n_branchpoints,n_leaves,max_topological_depth,max_path_length_um,total_cable_um,n_synapses,mapping_pass_fraction,mapping_distance_median_um,n_e_synapses,n_i_synapses,typed_proxy_validation_n,typed_proxy_concordance,e_path_distance_median_um,i_path_distance_median_um,e_topological_depth_median,i_topological_depth_median,n_e_segments,n_i_segments,credit_kernel_participation_rank,credit_kernel_rank_fraction,credit_domain_weighted_mean,credit_domain_median,credit_domain_p10,credit_domain_p90,credit_domain_depthmatched_null_mean,credit_domain_depthmatched_null_sd,credit_domain_depthmatched_z,scalar_broadcast_cosine_no_inhibition,scalar_broadcast_cosine_actual_inhibition,scalar_broadcast_cosine_change,scalar_broadcast_cosine_depthmatched_null_mean,scalar_broadcast_cosine_actual_minus_null,log_update_gain_sd_no_inhibition,log_update_gain_sd_actual_inhibition,kernel_singular_value_1_fraction,cell_type,functional_area,has_coregistration,has_digital_twin
864691135740320660,2954,2954,109,47,62,10,266.39248744413544,4504.718118806545,5127,0.9859566998244588,1.1418546317285445,28,105,0,,102.1160172890818,89.07362170534816,3.0,3.0,25,54,4.943436961165847,0.19773747844663386,0.021140738778482666,0.0,0.0,0.07002795320426546,0.027519286545595968,0.005732981277774273,-1.1126057208387847,0.5622333449801401,0.5515387801473423,-0.010694564832797848,0.5889410394708845,-0.03740225932354224,1.0346448707454237,1.0216761438265258,0.3797629123575608,L2IT,V1,True,False
864691135992368833,2388,2388,96,45,51,9,229.1966408150712,3554.3952296637417,3974,0.9864116758933065,1.1737356377137096,23,85,0,,99.27076708451008,111.47102180264838,4.0,4.0,19,45,2.6164940587214898,0.1377102136169205,0.05518921282743633,0.0049862448418156805,0.0,0.19098054627628233,0.05415769390340599,0.016449958128014298,0.06270647718389401,0.6071069722618305,0.589619988702738,-0.017486983559092506,0.5854771748209403,0.004142813881797713,0.980088837911902,1.045007059208532,0.5726009870613639,L2IT,V1,True,True
864691135082534135,3166,3166,106,47,59,9,284.3216830560939,4775.209159593313,6234,0.9855630413859481,1.2355152757085057,26,145,0,,118.60090301482434,104.6910065377886,3.0,3.0,19,64,4.698389438955863,0.24728365468188754,0.02362844463733537,0.0,0.0,0.09350348372528337,0.02973269976275361,0.006620584513382234,-0.9220115101740137,0.6877340846097915,0.6570458601902873,-0.03068822441950414,0.7017416887057797,-0.044695828515492364,0.9231708862549524,0.7810090757375289,0.32371594717709645,L2IT,V1,True,True
864691135416557754,3310,3310,111,49,62,11,294.083140076198,4953.820177563189,4435,0.9801578354002255,1.0346980235798824,21,122,0,,111.49682061768556,110.54845486388389,3.0,3.0,16,63,2.18847274278667,0.13677954642416687,0.027484319826281096,0.0,0.0,0.18118417973320855,0.03245759221248993,0.007611700591269151,-0.6533720456521012,0.6211872083641895,0.6197781769822068,-0.0014090313819826727,0.6148015017261819,0.004976675256024965,1.0976451536776524,1.1327867725908207,0.6585277720629525,L2IT,V1,True,True
864691136419314071,2669,2669,99,44,55,10,216.64891853634168,4057.3715197829156,4603,0.9902237671084075,1.1637740330493473,27,98,0,,110.0249925142543,101.81717034927152,3.0,3.0,20,49,5.4462579415866355,0.27231289707933176,0.08081884552893508,0.0,0.0,0.08010282916957241,0.041499770763577984,0.017575309732864537,2.2371767759991914,0.5957580385028016,0.6121164736147505,0.0163584351119489,0.6281245666569891,-0.016008093042238603,1.3581744299940055,1.3346534258871796,0.3597139676421152,L2IT,V1,True,True
864691136389026167,2766,2766,108,49,59,10,235.04982825447922,4148.214550141662,4985,0.9869608826479438,1.2356775469353174,35,168,0,,107.9090797045193,103.62023137409199,4.0,3.0,23,65,7.882225836554868,0.34270547115455946,0.036388033502893796,0.003033822790076799,0.0,0.14187888979422017,0.044700660390829594,0.007717573507985614,-1.0771036880095102,0.5610460969976936,0.521824886540552,-0.03922121045714155,0.5428259202357448,-0.021001033695192795,0.9296987152267289,0.9272463289394716,0.22145628611512821,L2IT,V1,True,False
864691136486753554,3402,3402,123,56,67,12,237.45605051537413,5101.840207697787,4658,0.9858308286818377,1.1782961571911432,40,106,0,,103.41588420115427,101.72757464118303,3.0,3.0,30,54,5.374280729810444,0.17914269099368146,0.0236481176934304,0.006831566548881037,0.0,0.07657350894100015,0.038010499185143744,0.01304633794857644,-1.1008745556281183,0.5909112362360811,0.6161306636887998,0.025219427452718657,0.5488894085691381,0.06724125511966161,1.130533111826649,1.1651006211101962,0.34889682736368294,L2IT,V1,True,True
864691135716174106,2636,2636,104,48,56,9,236.79607062631408,3940.741137929256,5012,0.9838387869114126,1.1348363152158298,44,129,0,,107.92449010535296,94.45450636068738,4.0,3.0,30,62,8.338468672204735,0.2779489557401578,0.04581949276996199,0.016362657240303228,0.0,0.1312699355159415,0.04501129103506105,0.011357785840152138,0.07115838828759904,0.7501794792532512,0.6839037895699694,-0.06627568968328179,0.7142721158499036,-0.030368326279934132,0.6567591513717713,0.6873747750559756,0.23540357774145218,L2IT,V1,False,True
864691135502788957,3561,3561,124,53,71,13,251.3138240832975,5345.7335904823385,5213,0.9823518127757529,1.2778892753286362,50,132,0,,114.48953367850896,111.44515676323708,3.0,3.0,38,61,9.406680039742438,0.24754421157216944,0.030724060946906755,0.011131428378822479,0.0,0.0750886890868184,0.035900613352801515,0.010716406509216722,-0.4830492760276151,0.685215481330153,0.646618994722464,-0.038596486607688996,0.6780536241727225,-0.031434629450258544,1.0762048484190399,1.0861273141056897,0.1945198950739838,L2IT,V1,True,True
864691135867632406,3024,3024,108,48,60,12,229.34277322707464,4545.001450103202,4456,0.9831687612208259,1.3007759215991723,64,160,0,,126.6033533196994,117.68184649174746,4.0,3.0,39,62,8.803168188818088,0.22572226125174583,0.03712523090072384,0.02082732009661689,0.0,0.10181992191653881,0.04648777453311434,0.009132583975080422,-1.0251801306111783,0.6803818226658773,0.705768375026962,0.02538655236108467,0.6744470320083622,0.03132134301859979,1.2450014100911966,1.2094238329872373,0.2585540196738622,L2IT,V1,True,True
864691135938349828,6129,3136,120,50,70,11,325.07745115455356,4738.150930358375,6780,0.976401179941003,1.1678135549345448,47,254,0,,108.74717016473076,110.24184666808227,3.0,3.0,29,65,10.0194618408122,0.34549868416593793,0.03781523082472695,0.020772353885374375,0.0,0.08606278057699075,0.03660582579432646,0.007378334731982468,0.16391300670572032,0.6734279081783838,0.6549849754324709,-0.01844293274591291,0.6741929922616063,-0.01920801682913542,1.5556292068594648,1.5790269972754174,0.2158378145159379,L2IT,V1,True,True
864691136619341965,2847,2847,98,42,56,9,252.59126622828452,4306.0317932606995,4699,0.9825494786124708,1.1972088372544545,21,121,0,,113.10237470523823,105.99337096605869,3.0,3.0,16,56,5.717709655172249,0.35735685344826557,0.057007682067833305,0.0,0.0,0.11986739937428068,0.03978992840024265,0.00796769334996192,2.1609458235077468,0.5817319267793276,0.5520274789505137,-0.029704447828813874,0.5866791742715367,-0.03465169532102297,1.2043799481364081,1.2374767266243076,0.3226668482022882,L2IT,V1,True,True
864691136066733720,6397,2842,94,41,53,10,248.18593699167988,4348.731459961124,4472,0.9879248658318426,1.135628179788577,29,106,0,,109.3510082774896,93.089728834682,4.0,3.0,23,50,9.557407114631985,0.41553943976660807,0.053337365880248254,0.006733580198791659,0.0,0.10089261352562856,0.04686150277692721,0.01067990172063764,0.6063598029939928,0.761633553498857,0.7950946553779328,0.033461101879075805,0.7785736812061873,0.016520974171745473,1.0472701243090827,0.9521111086995785,0.18449614261432198,L2IT,V1,True,True
864691135919106224,2970,2970,120,53,67,8,274.99055493251876,4446.73679732544,4048,0.987401185770751,1.1896207374592431,23,97,0,,110.30281854349491,108.06425987445698,3.0,3.0,14,49,4.834266303205381,0.3453047359432415,0.10625585850292134,0.0,0.0,0.15356350966107082,0.05485560121562233,0.02035368665516091,2.52535366973756,0.7509756982747512,0.6904677755419139,-0.06050792273283734,0.7342428243389642,-0.0437750487970503,1.1010754696048959,1.2610132717492675,0.2573397026086223,L2IT,V1,True,True
864691135455195242,5361,2770,105,47,58,9,242.16957570365963,4219.774619607886,4117,0.9878552343939762,1.2358988631761043,22,113,0,,100.29322889746233,102.95116480463413,4.0,3.0,21,53,4.885868020935658,0.23266038194931704,0.05289570468573556,0.0,0.0,0.10632464983198606,0.04914824990384522,0.012169474047148842,0.30793892713615867,0.706514238738649,0.7416695252003436,0.035155286461694524,0.7112065125290318,0.030463012671311795,1.0179406153709605,1.1069003427882715,0.26494464547437147,L2IT,V1,True,True
864691135687601120,3460,3460,118,50,68,9,265.7182258531384,5257.16077726024,5808,0.9789944903581267,1.1688883606625762,49,151,0,,108.49929422447025,106.60528326912566,4.0,3.0,36,70,12.182939470212107,0.33841498528366964,0.04599193628019702,0.013564092494079284,0.0,0.07754471776928845,0.04157038422028152,0.007028890879378301,0.629054019445325,0.7771665828408172,0.7771324584982285,-3.412434258864838e-05,0.7667592267669867,0.010373231731241828,1.1915350099120827,1.2478140812682321,0.16076525026588007,L2IT,V1,True,True
864691137197373249,2837,2837,96,39,57,10,287.0025068390196,4370.46951567759,3317,0.9834187518842328,1.0255964118502126,32,81,0,,152.2129265692569,77.65385787546117,6.0,3.0,20,43,3.7906800819524102,0.1895340040976205,0.12762009409436095,0.0,0.0,0.23347815354233548,0.09153371506221572,0.029545441507416968,1.2213856754547483,0.4518356842173589,0.4444346158182532,-0.007401068399105704,0.5155067984437444,-0.07107218262549114,2.809742571992363,2.920127930313599,0.3912111490045645,L2IT,V1,True,True
864691135495249040,3370,3370,104,46,58,8,303.62000825707804,5078.416994445582,5680,0.9880281690140845,1.2751609897965808,58,156,0,,100.55955192611907,107.11427389120074,3.0,3.0,37,63,9.80168220611694,0.2649103298950524,0.05160802173447442,0.015353012293108799,0.0,0.11289546042988444,0.046311821962753644,0.00935767563179276,0.5659738571966427,0.798752834934003,0.7928908083095667,-0.005862026624436245,0.8018319148884577,-0.008941106578891023,0.8084894875797494,0.8275698270914298,0.19455417986793103,L2IT,V1,True,False
864691135468547212,2980,2980,117,49,68,10,205.93531164101515,4480.890490032052,5290,0.9839319470699432,1.1971965143338437,49,130,0,,113.43600248584652,108.03783906124306,3.0,3.0,33,64,11.216803168322647,0.3399031263128075,0.020957573706644902,0.005807500198208198,0.0,0.08389201617378898,0.028284974303620102,0.006285794702742144,-1.1657079086242923,0.3180492898379906,0.2982213120785702,-0.019827977759420357,0.3178603383612589,-0.019639026282688654,1.4180491992424507,1.4196669271244953,0.18463889277013001,L2IT,V1,True,True
864691135516884435,3076,3076,98,44,54,9,360.63462366765407,4617.819523348549,3789,0.9912905779889153,1.1929149173349034,35,89,0,,114.74390401315367,87.31211781566867,3.0,3.0,24,47,3.099506037002465,0.1291460848751027,0.04807669416828713,0.008885613371527101,0.0,0.1654698667853269,0.06154977369403139,0.02444029452893862,-0.5512650230049974,0.6704899547700603,0.6462341128817458,-0.024255841888314533,0.6731966135342813,-0.02696250065253547,0.8893829643108626,0.9441018407054473,0.5165779164250088,L2IT,V1,True,True
864691136137737085,5099,2225,76,33,43,9,241.42455273167025,3375.8104031416833,2390,0.9803347280334728,1.1751493185564377,33,42,0,,100.45896293584246,84.64822737033559,3.0,3.0,21,25,4.467277084843368,0.21272748023063656,0.17668756763255627,0.04474514137847381,0.0,0.20608641742365041,0.11142244524799318,0.032970004542306294,1.9795302818601832,0.5629432741604012,0.5352328989265829,-0.027710375233818363,0.5832624844147648,-0.048029585488181925,1.4239833491950058,1.399796540561429,0.3286367354151295,L2IT,V1,False,False
864691135952698659,2676,2676,81,35,46,8,309.696671886162,4073.6198558086658,4130,0.9898305084745763,1.2820762439764644,27,103,0,,131.01162156202693,101.64570621462059,3.0706012541497603,2.0,17,47,1.8778091928210172,0.11045936428358925,0.07815533402249561,0.0,0.0,0.206357282639083,0.06529903409961799,0.011091252147320206,1.1591387295242292,0.624970196659803,0.6000253522450836,-0.024944844414719447,0.6043460301400896,-0.004320677895006009,1.4600462268457735,1.4663704796903712,0.7229196422998657,L2IT,V1,False,False
864691136024229689,2645,2645,73,32,41,8,340.5143586628891,4000.8719635057964,6680,0.9883233532934131,1.1543002139357532,58,199,0,,127.60014628640833,117.0568051684689,3.0,3.0,28,53,13.845714846266539,0.49448981593809066,0.0713094235049055,0.02563567186340015,0.0,0.14727635486265783,0.06682697967909061,0.009947277566172962,0.4506201617473746,0.6173227131348097,0.6115760148400372,-0.005746698294772479,0.5873076853571049,0.024268329482932338,1.482371297709986,1.4730814497547997,0.11935623678529557,L2IT,V1,True,False
864691136663284190,4381,2468,83,37,46,10,274.40828918175305,3718.2257049859045,3920,0.9801020408163266,1.3136245062145733,26,121,0,,102.68740523492852,102.18634993678214,4.0,3.0,20,53,4.911413556294445,0.24557067781472225,0.058154812146527644,0.002069192241496007,0.0,0.12292548974106089,0.05024153948250235,0.010680864633395393,0.7408831527817709,0.8386060094009565,0.834008194544707,-0.004597814856249549,0.8659704108377198,-0.03196221629301277,1.0421308952140287,1.1397956743415705,0.3780052689225922,L2IT,V1,True,True
864691135572379429,5483,3117,101,46,55,9,234.14878706510143,4715.472699194873,5066,0.9814449269640743,1.3947164582060554,73,129,0,,122.68535036984545,125.67116042529734,4.0,3.0,42,53,7.302197982580194,0.17386185672809984,0.04740085288160709,0.022431239351829172,0.0,0.11014985004109581,0.04653176993883371,0.013320667119725809,0.06524319953063053,0.5919721259040431,0.5555651118352753,-0.036407014068767785,0.5790511087432318,-0.023485996907956497,1.1001474713440562,1.110983580285881,0.26308355871568007,L2IT,V1,True,True
864691135404277230,4701,2801,92,42,50,8,248.9538301191048,4230.529982346742,5897,0.9835509581142954,1.1516878917484823,43,155,0,,116.77531709386648,104.2138286194446,4.0,3.0,30,62,3.645986154360152,0.12153287181200506,0.0690331241081013,0.009088052476015594,0.0,0.11643017763681175,0.04457949149231887,0.009522026143009803,2.568112316487813,0.6924707709481887,0.6760202285365825,-0.01645054241160615,0.6693112393172728,0.006708989219309736,1.1443323265854946,1.017680907361873,0.4863890531298764,L2IT,V1,False,False
