channels,method,residual,wiring_nonzeros,root_id,residual_sd,actual_channels
8,shuffled ancestry,0.8759208600117643,16.0,864691135687601120,0.04276587086345074,
8,depth-only bins,0.8508599003923579,36.0,864691135687601120,,8.0
16,dense PCA oracle,0.2665152845066933,576.0,864691135687601120,,
16,morphology-aware paths,0.4496236034681031,34.0,864691135687601120,,
16,random paths,0.7585623555895217,27.890625,864691135687601120,0.07360310205342593,
16,shuffled ancestry,0.749538392639746,34.0,864691135687601120,0.06534068569136278,
16,depth-only bins,0.7132463324984059,36.0,864691135687601120,,16.0
1,dense PCA oracle,0.7971895342326277,20.0,864691137197373249,,
1,morphology-aware paths,0.8010233015805699,8.0,864691137197373249,,
1,random paths,0.9706538679925251,0.875,864691137197373249,0.061784314958626,
1,shuffled ancestry,0.9190508534234035,8.0,864691137197373249,0.03981804151992157,
1,depth-only bins,0.8960541769251249,20.0,864691137197373249,,1.0
2,dense PCA oracle,0.6093408944528024,40.0,864691137197373249,,
2,morphology-aware paths,0.7999833724821461,15.0,864691137197373249,,
2,random paths,0.924260850697368,2.84375,864691137197373249,0.0778261790864582,
2,shuffled ancestry,0.8614247493904655,15.0,864691137197373249,0.04624551266558474,
2,depth-only bins,0.7892748368301531,20.0,864691137197373249,,2.0
4,dense PCA oracle,0.3038928104629092,80.0,864691137197373249,,
4,morphology-aware paths,0.40773932090651416,17.0,864691137197373249,,
4,random paths,0.897082880207716,5.84375,864691137197373249,0.09617010731628013,
4,shuffled ancestry,0.8108977949436286,17.0,864691137197373249,0.07017514074980725,
4,depth-only bins,0.760411928582608,20.0,864691137197373249,,4.0
8,dense PCA oracle,0.13621538779331366,160.0,864691137197373249,,
8,morphology-aware paths,0.2505927220261264,25.0,864691137197373249,,
8,random paths,0.7674580785444736,10.328125,864691137197373249,0.1299742628975248,
8,shuffled ancestry,0.6759046221231231,25.0,864691137197373249,0.11565511955104435,
8,depth-only bins,0.42396664573919707,20.0,864691137197373249,,8.0
16,dense PCA oracle,0.0,320.0,864691137197373249,,
16,morphology-aware paths,0.08475251170503624,53.0,864691137197373249,,
16,random paths,0.5356786496414039,20.625,864691137197373249,0.1704765121662299,
16,shuffled ancestry,0.4054312719289689,53.0,864691137197373249,0.1313401515179848,
16,depth-only bins,0.1840497311960918,20.0,864691137197373249,,16.0
1,dense PCA oracle,0.9052356034666046,37.0,864691135495249040,,
1,morphology-aware paths,0.9658433942814701,3.0,864691135495249040,,
1,random paths,0.9852617120456373,2.203125,864691135495249040,0.02148230843517238,
1,shuffled ancestry,0.9784002516913901,3.0,864691135495249040,0.019088240966970357,
1,depth-only bins,0.9742790626573222,37.0,864691135495249040,,1.0
2,dense PCA oracle,0.8123731399501886,74.0,864691135495249040,,
2,morphology-aware paths,0.8812536285994917,5.0,864691135495249040,,
2,random paths,0.9639472497417396,3.453125,864691135495249040,0.03473854581299291,
2,shuffled ancestry,0.9645949132196243,5.0,864691135495249040,0.02648272725151743,
2,depth-only bins,0.9424673422100116,37.0,864691135495249040,,2.0
4,dense PCA oracle,0.6702771368388719,148.0,864691135495249040,,
4,morphology-aware paths,0.6815659965095278,9.0,864691135495249040,,
4,random paths,0.9281223256298883,8.765625,864691135495249040,0.04978111230197211,
4,shuffled ancestry,0.9388140074051505,9.0,864691135495249040,0.027956246566645547,
4,depth-only bins,0.8884245642425631,37.0,864691135495249040,,4.0
8,dense PCA oracle,0.4786797794155288,296.0,864691135495249040,,
8,morphology-aware paths,0.5563649184817899,15.0,864691135495249040,,
8,random paths,0.8752884562847945,18.71875,864691135495249040,0.05124707187019095,
8,shuffled ancestry,0.8711233449682358,15.0,864691135495249040,0.05216190119065931,
8,depth-only bins,0.8282406472738081,37.0,864691135495249040,,8.0
16,dense PCA oracle,0.19144479194567793,592.0,864691135495249040,,
16,morphology-aware paths,0.2613543238156002,30.0,864691135495249040,,
16,random paths,0.7759547700898289,29.125,864691135495249040,0.08479968027588036,
16,shuffled ancestry,0.7500303549285308,30.0,864691135495249040,0.05921805702448621,
16,depth-only bins,0.6516676651897523,37.0,864691135495249040,,16.0
1,dense PCA oracle,0.906804117080127,33.0,864691135468547212,,
1,morphology-aware paths,0.9531550103557418,2.0,864691135468547212,,
1,random paths,0.9842802854565464,0.6875,864691135468547212,0.025344725574653386,
1,shuffled ancestry,0.9802358065644419,2.0,864691135468547212,0.020033507232340896,
1,depth-only bins,0.9736736305200215,33.0,864691135468547212,,1.0
2,dense PCA oracle,0.8360747300193232,66.0,864691135468547212,,
2,morphology-aware paths,0.9302822382582463,3.0,864691135468547212,,
2,random paths,0.9665003490994235,1.9375,864691135468547212,0.03676527227420841,
2,shuffled ancestry,0.9633100503517631,3.0,864691135468547212,0.028120709939339954,
2,depth-only bins,0.9486981721196291,33.0,864691135468547212,,2.0
4,dense PCA oracle,0.7106829640167378,132.0,864691135468547212,,
4,morphology-aware paths,0.7856852670220509,5.0,864691135468547212,,
4,random paths,0.9488259602543774,3.203125,864691135468547212,0.04007182176478604,
4,shuffled ancestry,0.9355885992488944,5.0,864691135468547212,0.04218105665507362,
4,depth-only bins,0.9004285336951326,33.0,864691135468547212,,4.0
8,dense PCA oracle,0.4793684256122237,264.0,864691135468547212,,
8,morphology-aware paths,0.6166309710694632,12.0,864691135468547212,,
8,random paths,0.8964283796507029,7.046875,864691135468547212,0.050829340856677584,
8,shuffled ancestry,0.8611472075485908,12.0,864691135468547212,0.049326190122275994,
8,depth-only bins,0.7999631287547515,33.0,864691135468547212,,8.0
16,dense PCA oracle,0.1878796837213669,528.0,864691135468547212,,
16,morphology-aware paths,0.2923023789125206,24.0,864691135468547212,,
16,random paths,0.7494025168958899,15.171875,864691135468547212,0.0833187851545995,
16,shuffled ancestry,0.7071271231418104,24.0,864691135468547212,0.08657517495447169,
16,depth-only bins,0.5708089901288229,33.0,864691135468547212,,16.0
1,dense PCA oracle,0.6900737071559075,24.0,864691135516884435,,
1,morphology-aware paths,0.9237732646541572,2.0,864691135516884435,,
1,random paths,0.9681247489223779,2.78125,864691135516884435,0.08263262384388126,
1,shuffled ancestry,0.9707528652391502,2.0,864691135516884435,0.05745728562202686,
1,depth-only bins,0.962931696160741,24.0,864691135516884435,,1.0
2,dense PCA oracle,0.5738888537534383,48.0,864691135516884435,,
2,morphology-aware paths,0.576773642406515,3.0,864691135516884435,,
2,random paths,0.9445398289725753,3.515625,864691135516884435,0.10004828951580944,
2,shuffled ancestry,0.9445911860084656,3.0,864691135516884435,0.08555823231981553,
2,depth-only bins,0.9327153181406298,24.0,864691135516884435,,2.0
4,dense PCA oracle,0.29962516761168734,96.0,864691135516884435,,
4,morphology-aware paths,0.42848268894814073,5.0,864691135516884435,,
4,random paths,0.9101111005640229,5.71875,864691135516884435,0.13672353547735627,
4,shuffled ancestry,0.9125853178432544,5.0,864691135516884435,0.09904287667977918,
4,depth-only bins,0.9000725157643797,24.0,864691135516884435,,4.0
8,dense PCA oracle,0.18156459288183238,192.0,864691135516884435,,
8,morphology-aware paths,0.22751587805834236,18.0,864691135516884435,,
8,random paths,0.8075016338156774,12.1875,864691135516884435,0.17105794916889527,
8,shuffled ancestry,0.7765703239021775,18.0,864691135516884435,0.15066512753047903,
8,depth-only bins,0.8181435823813288,24.0,864691135516884435,,8.0
16,dense PCA oracle,0.019224051578846785,384.0,864691135516884435,,
16,morphology-aware paths,0.06809148813139351,31.0,864691135516884435,,
16,random paths,0.6293385321112236,23.265625,864691135516884435,0.1924388044773846,
16,shuffled ancestry,0.6010314023661615,31.0,864691135516884435,0.17761269444663652,
16,depth-only bins,0.6405310888840958,24.0,864691135516884435,,16.0
1,dense PCA oracle,0.8061969170462073,21.0,864691136137737085,,
1,morphology-aware paths,0.8604958650425429,1.0,864691136137737085,,
1,random paths,0.9780045442915068,2.1875,864691136137737085,0.041304201119091936,
1,shuffled ancestry,0.9765218292757064,1.0,864691136137737085,0.05204081446334885,
1,depth-only bins,0.9685239345597446,21.0,864691136137737085,,1.0
2,dense PCA oracle,0.6230341702098505,42.0,864691136137737085,,
2,morphology-aware paths,0.6251368058773026,2.0,864691136137737085,,
2,random paths,0.9342448041714344,4.21875,864691136137737085,0.06833631343358669,
2,shuffled ancestry,0.9570770191101781,2.0,864691136137737085,0.06029935256964386,
2,depth-only bins,0.9336571190501167,21.0,864691136137737085,,2.0
4,dense PCA oracle,0.40386498061026166,84.0,864691136137737085,,
4,morphology-aware paths,0.40590141794502455,4.0,864691136137737085,,
4,random paths,0.8843586750544913,7.5625,864691136137737085,0.08261038600408165,
4,shuffled ancestry,0.8968135392624341,4.0,864691136137737085,0.10562302665359609,
4,depth-only bins,0.8589349560788188,21.0,864691136137737085,,4.0
8,dense PCA oracle,0.2025748583674057,168.0,864691136137737085,,
8,morphology-aware paths,0.24224712967261539,15.0,864691136137737085,,
8,random paths,0.7802628335552986,16.1875,864691136137737085,0.09613009867772562,
8,shuffled ancestry,0.768980603532724,15.0,864691136137737085,0.13740594210740273,
8,depth-only bins,0.7066337956128921,21.0,864691136137737085,,8.0
16,dense PCA oracle,0.005660603614557646,336.0,864691136137737085,,
16,morphology-aware paths,0.019097275168290052,45.0,864691136137737085,,
16,random paths,0.49065777099072627,30.796875,864691136137737085,0.15889019554561848,
16,shuffled ancestry,0.5873988614211341,45.0,864691136137737085,0.14977012497645728,
16,depth-only bins,0.3358816647734891,21.0,864691136137737085,,16.0
1,dense PCA oracle,0.5196831498452097,17.0,864691135952698659,,
1,morphology-aware paths,0.5201611150556981,2.0,864691135952698659,,
1,random paths,0.9701481351537684,1.546875,864691135952698659,0.08442726847656254,
1,shuffled ancestry,0.9380833069623215,2.0,864691135952698659,0.1259856852977308,
1,depth-only bins,0.9047582403874205,17.0,864691135952698659,,1.0
2,dense PCA oracle,0.46199151995030097,34.0,864691135952698659,,
2,morphology-aware paths,0.48735557237318394,8.0,864691135952698659,,
2,random paths,0.9226890353229626,2.53125,864691135952698659,0.13990540657550754,
2,shuffled ancestry,0.875887451591111,8.0,864691135952698659,0.13201339424844372,
2,depth-only bins,0.8392872178554905,17.0,864691135952698659,,2.0
4,dense PCA oracle,0.365717070626747,68.0,864691135952698659,,
4,morphology-aware paths,0.40002688682085186,10.0,864691135952698659,,
4,random paths,0.8528752972536551,5.125,864691135952698659,0.18345613730355306,
4,shuffled ancestry,0.8289831007732431,10.0,864691135952698659,0.17175536707298,
4,depth-only bins,0.7508406606135606,17.0,864691135952698659,,4.0
8,dense PCA oracle,0.19603329056914504,136.0,864691135952698659,,
8,morphology-aware paths,0.2711398416586035,17.0,864691135952698659,,
8,random paths,0.7413448796080311,8.953125,864691135952698659,0.2171331483246165,
8,shuffled ancestry,0.650816980280897,17.0,864691135952698659,0.2168968890197673,
8,depth-only bins,0.5611696105211222,17.0,864691135952698659,,8.0
16,dense PCA oracle,0.0,272.0,864691135952698659,,
16,morphology-aware paths,0.1539706124775264,49.0,864691135952698659,,
16,random paths,0.510187616569359,19.75,864691135952698659,0.22551300012248057,
16,shuffled ancestry,0.29481738357344617,49.0,864691135952698659,0.12493498787745258,
16,depth-only bins,0.1277904138147268,17.0,864691135952698659,,16.0
1,dense PCA oracle,0.9355084645845617,28.0,864691136024229689,,
1,morphology-aware paths,0.9644324878639543,1.0,864691136024229689,,
1,random paths,0.9815753165053863,1.25,864691136024229689,0.01774868218046895,
1,shuffled ancestry,0.9832779063631317,1.0,864691136024229689,0.0169224372266874,
1,depth-only bins,0.9669927850028459,28.0,864691136024229689,,1.0
2,dense PCA oracle,0.8694036966934447,56.0,864691136024229689,,
2,morphology-aware paths,0.9002550259422908,2.0,864691136024229689,,
2,random paths,0.9624702010237585,3.828125,864691136024229689,0.026164009503991448,
2,shuffled ancestry,0.9644725725120482,2.0,864691136024229689,0.022548824225571105,
2,depth-only bins,0.9385239827621518,28.0,864691136024229689,,2.0
4,dense PCA oracle,0.7627064087802067,112.0,864691136024229689,,
4,morphology-aware paths,0.8140815284114711,6.0,864691136024229689,,
4,random paths,0.9289992844000088,7.40625,864691136024229689,0.04154110574641816,
4,shuffled ancestry,0.9162890568880404,6.0,864691136024229689,0.03180821366977962,
4,depth-only bins,0.8921024665804149,28.0,864691136024229689,,4.0
8,dense PCA oracle,0.5473925168943826,224.0,864691136024229689,,
8,morphology-aware paths,0.6966425873894821,14.0,864691136024229689,,
8,random paths,0.8515353458968838,17.984375,864691136024229689,0.04729048728648554,
8,shuffled ancestry,0.8324052273835724,14.0,864691136024229689,0.039903978511659347,
8,depth-only bins,0.7755400434021967,28.0,864691136024229689,,8.0
16,dense PCA oracle,0.24036342205189037,448.0,864691136024229689,,
16,morphology-aware paths,0.3708339629106794,37.0,864691136024229689,,
16,random paths,0.7034257029022236,29.59375,864691136024229689,0.07003982699707298,
16,shuffled ancestry,0.6604133878160762,37.0,864691136024229689,0.05851496776146815,
16,depth-only bins,0.6025367868464362,28.0,864691136024229689,,16.0
1,dense PCA oracle,0.7767726971736624,20.0,864691136663284190,,
1,morphology-aware paths,0.7911419168456354,1.0,864691136663284190,,
1,random paths,0.9802634569385693,1.21875,864691136663284190,0.04033822765276358,
1,shuffled ancestry,0.9772713590035444,1.0,864691136663284190,0.039999579997901304,
1,depth-only bins,0.9235935912394041,20.0,864691136663284190,,1.0
2,dense PCA oracle,0.6782282740470182,40.0,864691136663284190,,
2,morphology-aware paths,0.6803389902065856,3.0,864691136663284190,,
2,random paths,0.9627513093112999,1.640625,864691136663284190,0.05856839919595249,
2,shuffled ancestry,0.937943813727761,3.0,864691136663284190,0.06439950927345674,
2,depth-only bins,0.84710595521128,20.0,864691136663284190,,2.0
4,dense PCA oracle,0.4854019319288311,80.0,864691136663284190,,
4,morphology-aware paths,0.5816344406454009,6.0,864691136663284190,,
4,random paths,0.9300231839059822,4.171875,864691136663284190,0.07339218009896706,
4,shuffled ancestry,0.8915134866117861,6.0,864691136663284190,0.08035418879636172,
4,depth-only bins,0.7096842908977617,20.0,864691136663284190,,4.0
8,dense PCA oracle,0.26542198153564434,160.0,864691136663284190,,
8,morphology-aware paths,0.3132993854079163,11.0,864691136663284190,,
8,random paths,0.8527185420309067,9.40625,864691136663284190,0.11243983942899591,
8,shuffled ancestry,0.74972912573369,11.0,864691136663284190,0.13375995989557923,
8,depth-only bins,0.5602422702534009,20.0,864691136663284190,,8.0
16,dense PCA oracle,0.050787518182811194,320.0,864691136663284190,,
16,morphology-aware paths,0.2044284705118414,22.0,864691136663284190,,
16,random paths,0.6819830422421932,20.4375,864691136663284190,0.1442147890570755,
16,shuffled ancestry,0.5761892930758181,22.0,864691136663284190,0.15288566862773287,
16,depth-only bins,0.32609087433633444,20.0,864691136663284190,,16.0
1,dense PCA oracle,0.8570777915029452,42.0,864691135572379429,,
1,morphology-aware paths,0.8951164854555334,2.0,864691135572379429,,
1,random paths,0.9814079626886811,3.609375,864691135572379429,0.027372752284387226,
1,shuffled ancestry,0.9799345117822857,2.0,864691135572379429,0.02538395824426293,
1,depth-only bins,0.9601127613882927,42.0,864691135572379429,,1.0
2,dense PCA oracle,0.731482012709568,84.0,864691135572379429,,
2,morphology-aware paths,0.7337335730146389,4.0,864691135572379429,,
2,random paths,0.9653524831108137,4.328125,864691135572379429,0.04624981552981529,
2,shuffled ancestry,0.9677582493805998,4.0,864691135572379429,0.028831597430793183,
2,depth-only bins,0.9220921015613049,42.0,864691135572379429,,2.0
4,dense PCA oracle,0.5936207274539644,168.0,864691135572379429,,
4,morphology-aware paths,0.635917113635623,12.0,864691135572379429,,
4,random paths,0.925181374622323,8.484375,864691135572379429,0.06262516642959061,
4,shuffled ancestry,0.9275825727023319,12.0,864691135572379429,0.04256667852169847,
4,depth-only bins,0.8669019575198227,42.0,864691135572379429,,4.0
8,dense PCA oracle,0.39595168689700616,336.0,864691135572379429,,
8,morphology-aware paths,0.5084414336820762,17.0,864691135572379429,,
8,random paths,0.8728891401650525,15.671875,864691135572379429,0.07440737247052448,
8,shuffled ancestry,0.8793022233977854,17.0,864691135572379429,0.061352013193924367,
8,depth-only bins,0.8203947617977196,42.0,864691135572379429,,8.0
16,dense PCA oracle,0.16204125198677868,672.0,864691135572379429,,
16,morphology-aware paths,0.28234329552334403,31.0,864691135572379429,,
16,random paths,0.7150974670964443,39.671875,864691135572379429,0.10740468957293178,
16,shuffled ancestry,0.7894820308222015,31.0,864691135572379429,0.08587349724716047,
16,depth-only bins,0.6613467946900747,42.0,864691135572379429,,16.0
1,dense PCA oracle,0.684988970854127,30.0,864691135404277230,,
1,morphology-aware paths,0.687023561936756,2.0,864691135404277230,,
1,random paths,0.9803344878750404,1.109375,864691135404277230,0.05576241397851792,
1,shuffled ancestry,0.977651571323085,2.0,864691135404277230,0.038533478296159704,
1,depth-only bins,0.9307448289826238,30.0,864691135404277230,,1.0
2,dense PCA oracle,0.5807178900055928,60.0,864691135404277230,,
2,morphology-aware paths,0.5825628369720747,4.0,864691135404277230,,
2,random paths,0.9684863159117914,3.46875,864691135404277230,0.057560789450615754,
2,shuffled ancestry,0.9483728177368744,4.0,864691135404277230,0.06815838456865285,
2,depth-only bins,0.8759116193769928,30.0,864691135404277230,,2.0
4,dense PCA oracle,0.4526640704632548,120.0,864691135404277230,,
4,morphology-aware paths,0.4656317874070161,6.0,864691135404277230,,
4,random paths,0.9047618875477992,6.96875,864691135404277230,0.11454256921407051,
4,shuffled ancestry,0.9050765158700309,6.0,864691135404277230,0.09053020393180065,
4,depth-only bins,0.8080374388681473,30.0,864691135404277230,,4.0
8,dense PCA oracle,0.3341623754836094,240.0,864691135404277230,,
8,morphology-aware paths,0.4054935084618726,39.0,864691135404277230,,
8,random paths,0.8414867032606149,13.28125,864691135404277230,0.1287490367003022,
8,shuffled ancestry,0.7751932123012695,39.0,864691135404277230,0.09972404879671733,
8,depth-only bins,0.7386301808361795,30.0,864691135404277230,,8.0
16,dense PCA oracle,0.13881746001123102,480.0,864691135404277230,,
16,morphology-aware paths,0.2599316316251302,52.0,864691135404277230,,
16,random paths,0.7310907081443261,23.875,864691135404277230,0.16895216890080136,
16,shuffled ancestry,0.6095161196777594,52.0,864691135404277230,0.10737109188128453,
16,depth-only bins,0.4033430102249101,30.0,864691135404277230,,16.0
1,dense PCA oracle,0.9239026652441797,48.0,864691135334986985,,
1,morphology-aware paths,0.9251154728547052,2.0,864691135334986985,,
1,random paths,0.9891737852334679,1.734375,864691135334986985,0.016133815521283294,
1,shuffled ancestry,0.9895148567734393,2.0,864691135334986985,0.008809752263004919,
1,depth-only bins,0.9721763980521168,48.0,864691135334986985,,1.0
2,dense PCA oracle,0.8704060759756914,96.0,864691135334986985,,
2,morphology-aware paths,0.8799620158737403,5.0,864691135334986985,,
2,random paths,0.9724514527102046,4.3125,864691135334986985,0.02016304408921892,
2,shuffled ancestry,0.9697401070722644,5.0,864691135334986985,0.019326927297778077,
2,depth-only bins,0.9528031493405533,48.0,864691135334986985,,2.0
4,dense PCA oracle,0.7751737946639821,192.0,864691135334986985,,
4,morphology-aware paths,0.807992845645492,12.0,864691135334986985,,
4,random paths,0.9405472865137051,12.3125,864691135334986985,0.029979094349925194,
4,shuffled ancestry,0.9370406736848276,12.0,864691135334986985,0.025617713419890345,
4,depth-only bins,0.9228996896786295,48.0,864691135334986985,,4.0
8,dense PCA oracle,0.6170814060796614,384.0,864691135334986985,,
8,morphology-aware paths,0.6997054609942479,18.0,864691135334986985,,
8,random paths,0.8854042141151608,20.671875,864691135334986985,0.044398454762113175,
8,shuffled ancestry,0.8976564193248572,18.0,864691135334986985,0.03104393420808015,
8,depth-only bins,0.864152646485086,48.0,864691135334986985,,8.0
16,dense PCA oracle,0.3825075848857506,768.0,864691135334986985,,
16,morphology-aware paths,0.5155259881819061,32.0,864691135334986985,,
16,random paths,0.7872089062188898,42.0625,864691135334986985,0.051742563215968845,
16,shuffled ancestry,0.7972862930624969,32.0,864691135334986985,0.04888965809489956,
16,depth-only bins,0.7398524416955696,48.0,864691135334986985,,16.0
1,dense PCA oracle,0.8503952424006438,34.0,864691135404231406,,
1,morphology-aware paths,0.8566578135190127,3.0,864691135404231406,,
1,random paths,0.980317345419085,0.953125,864691135404231406,0.037156004000872496,
1,shuffled ancestry,0.974186072476077,3.0,864691135404231406,0.02969267047563475,
1,depth-only bins,0.9592774192460289,34.0,864691135404231406,,1.0
2,dense PCA oracle,0.7221378192483847,68.0,864691135404231406,,
2,morphology-aware paths,0.7295167089785655,4.0,864691135404231406,,
2,random paths,0.9524658358412343,4.234375,864691135404231406,0.05591956321759576,
2,shuffled ancestry,0.9544909111506457,4.0,864691135404231406,0.04652340448845576,
2,depth-only bins,0.9334398955933416,34.0,864691135404231406,,2.0
4,dense PCA oracle,0.5618265694506676,136.0,864691135404231406,,
4,morphology-aware paths,0.6177560805981485,8.0,864691135404231406,,
4,random paths,0.9121542863977389,6.734375,864691135404231406,0.0626891657715443,
4,shuffled ancestry,0.9179144216956692,8.0,864691135404231406,0.04937421396827605,
4,depth-only bins,0.9017570405336655,34.0,864691135404231406,,4.0
8,dense PCA oracle,0.3907498896420618,272.0,864691135404231406,,
8,morphology-aware paths,0.5044069274640939,15.0,864691135404231406,,
8,random paths,0.8605886351261209,12.34375,864691135404231406,0.08869617868617985,
8,shuffled ancestry,0.844288653720858,15.0,864691135404231406,0.0722931129203577,
8,depth-only bins,0.8113115377236522,34.0,864691135404231406,,8.0
16,dense PCA oracle,0.14355401618576363,544.0,864691135404231406,,
16,morphology-aware paths,0.2293332310688047,29.0,864691135404231406,,
16,random paths,0.7321140342508828,25.578125,864691135404231406,0.11292649779786561,
16,shuffled ancestry,0.6971040311444845,29.0,864691135404231406,0.11283252289694627,
16,depth-only bins,0.5951144648319191,34.0,864691135404231406,,16.0
1,dense PCA oracle,0.916836759223415,34.0,864691135947212897,,
1,morphology-aware paths,0.9230912595940688,1.0,864691135947212897,,
1,random paths,0.9868214497680754,3.5625,864691135947212897,0.016345059847068338,
1,shuffled ancestry,0.9874684633361452,1.0,864691135947212897,0.018731803938105716,
1,depth-only bins,0.9663034989008004,34.0,864691135947212897,,1.0
2,dense PCA oracle,0.8301984859409111,68.0,864691135947212897,,
2,morphology-aware paths,0.8427587795545087,3.0,864691135947212897,,
2,random paths,0.9640725343665301,4.140625,864691135947212897,0.03409845310640244,
2,shuffled ancestry,0.9646976606328224,3.0,864691135947212897,0.029779372304592946,
2,depth-only bins,0.941714473544881,34.0,864691135947212897,,2.0
4,dense PCA oracle,0.6829012684661879,136.0,864691135947212897,,
4,morphology-aware paths,0.7337054020635042,5.0,864691135947212897,,
4,random paths,0.9385243581604586,9.140625,864691135947212897,0.03387958989039244,
4,shuffled ancestry,0.941963203224246,5.0,864691135947212897,0.036713220422620756,
4,depth-only bins,0.8749258433419493,34.0,864691135947212897,,4.0
8,dense PCA oracle,0.4913057757936019,272.0,864691135947212897,,
8,morphology-aware paths,0.6297579517111925,32.0,864691135947212897,,
8,random paths,0.8600325041619513,20.046875,864691135947212897,0.062364240211284006,
8,shuffled ancestry,0.8454107610298718,32.0,864691135947212897,0.05229124314949361,
8,depth-only bins,0.7729439229928521,34.0,864691135947212897,,8.0
16,dense PCA oracle,0.264966948016507,544.0,864691135947212897,,
16,morphology-aware paths,0.42957521565187456,50.0,864691135947212897,,
16,random paths,0.7589744752356147,35.40625,864691135947212897,0.08150060048241023,
16,shuffled ancestry,0.6850367230416619,50.0,864691135947212897,0.076210657975733,
16,depth-only bins,0.5907107145606383,34.0,864691135947212897,,16.0
1,dense PCA oracle,0.8505852233097959,47.0,864691136953057759,,
1,morphology-aware paths,0.9308855789402628,11.0,864691136953057759,,
1,random paths,0.9895041215697362,1.6875,864691136953057759,0.016682265256066448,
1,shuffled ancestry,0.979811645937493,11.0,864691136953057759,0.010840652786881037,
1,depth-only bins,0.9660857211593854,47.0,864691136953057759,,1.0
2,dense PCA oracle,0.751672659698034,94.0,864691136953057759,,
2,morphology-aware paths,0.7704130471277765,13.0,864691136953057759,,
2,random paths,0.9685683694682148,3.109375,864691136953057759,0.031571427001339775,
2,shuffled ancestry,0.967448296940308,13.0,864691136953057759,0.021139575236570424,
2,depth-only bins,0.9365506124917301,47.0,864691136953057759,,2.0
4,dense PCA oracle,0.6191537063558515,188.0,864691136953057759,,
4,morphology-aware paths,0.6550144288581867,26.0,864691136953057759,,
4,random paths,0.9419772783730591,7.375,864691136953057759,0.047369080119343834,
4,shuffled ancestry,0.9286093866535832,26.0,864691136953057759,0.03545671938811571,
4,depth-only bins,0.8848376340136601,47.0,864691136953057759,,4.0
8,dense PCA oracle,0.47675900706612623,376.0,864691136953057759,,
8,morphology-aware paths,0.5374106791935037,49.0,864691136953057759,,
8,random paths,0.8831047972410472,16.671875,864691136953057759,0.07363626424669661,
8,shuffled ancestry,0.8667693583331332,49.0,864691136953057759,0.04055862316722456,
8,depth-only bins,0.7835850059088452,47.0,864691136953057759,,8.0
16,dense PCA oracle,0.30935470486145317,752.0,864691136953057759,,
16,morphology-aware paths,0.3604069108074528,59.0,864691136953057759,,
16,random paths,0.7802892513607382,35.203125,864691136953057759,0.08531823353818883,
16,shuffled ancestry,0.7755761876009877,59.0,864691136953057759,0.05396411621781429,
16,depth-only bins,0.6872872943302953,47.0,864691136953057759,,16.0
1,dense PCA oracle,0.8889972663479139,46.0,864691135573814980,,
1,morphology-aware paths,0.8986162781983167,4.0,864691135573814980,,
1,random paths,0.9884303587730756,2.609375,864691135573814980,0.021873290558730645,
1,shuffled ancestry,0.9823362316884453,4.0,864691135573814980,0.01809359136968108,
1,depth-only bins,0.9722715177893295,46.0,864691135573814980,,1.0
2,dense PCA oracle,0.8084878010883854,92.0,864691135573814980,,
2,morphology-aware paths,0.821161591801643,7.0,864691135573814980,,
2,random paths,0.9748349819363786,5.484375,864691135573814980,0.029726482612364644,
2,shuffled ancestry,0.9610488016692832,7.0,864691135573814980,0.0193670645784055,
2,depth-only bins,0.9561156805908618,46.0,864691135573814980,,2.0
4,dense PCA oracle,0.6836499847967143,184.0,864691135573814980,,
4,morphology-aware paths,0.7256370896943569,9.0,864691135573814980,,
4,random paths,0.9470533820042746,8.375,864691135573814980,0.04396878346609404,
4,shuffled ancestry,0.9436675929371192,9.0,864691135573814980,0.03499539027417911,
4,depth-only bins,0.9209983385379465,46.0,864691135573814980,,4.0
8,dense PCA oracle,0.48421415904113113,368.0,864691135573814980,,
8,morphology-aware paths,0.5654731406525119,14.0,864691135573814980,,
8,random paths,0.9008550751419444,17.484375,864691135573814980,0.0557802255715628,
8,shuffled ancestry,0.8786069596902886,14.0,864691135573814980,0.047207022874269394,
8,depth-only bins,0.838235395005268,46.0,864691135573814980,,8.0
16,dense PCA oracle,0.2753538528684867,736.0,864691135573814980,,
16,morphology-aware paths,0.39016338167118836,30.0,864691135573814980,,
16,random paths,0.7864210851925316,39.046875,864691135573814980,0.07507024010722957,
16,shuffled ancestry,0.7819906695515141,30.0,864691135573814980,0.07282250875698598,
16,depth-only bins,0.7478212338251365,46.0,864691135573814980,,16.0
1,dense PCA oracle,0.7974554874457296,28.0,864691136100511093,,
1,morphology-aware paths,0.8025195084031838,3.0,864691136100511093,,
1,random paths,0.9894177395211342,0.921875,864691136100511093,0.016711633168847294,
1,shuffled ancestry,0.9599242127226246,3.0,864691136100511093,0.051280381040099535,
1,depth-only bins,0.9420124859311408,28.0,864691136100511093,,1.0
2,dense PCA oracle,0.7238985520828863,56.0,864691136100511093,,
2,morphology-aware paths,0.7797546342265215,4.0,864691136100511093,,
2,random paths,0.9706810008493116,2.8125,864691136100511093,0.03601783703156059,
2,shuffled ancestry,0.951990211380878,4.0,864691136100511093,0.049341674856269176,
2,depth-only bins,0.8861724830943598,28.0,864691136100511093,,2.0
4,dense PCA oracle,0.5764952944232272,112.0,864691136100511093,,
