channels,method,residual,wiring_nonzeros,root_id,residual_sd,actual_channels
16,shuffled ancestry,0.5109495920121419,50.0,864691135455195242,0.12903025950939687,
16,depth-only bins,0.30203953129774874,21.0,864691135455195242,,16.0
1,dense PCA oracle,0.9173319225673617,36.0,864691135687601120,,
1,morphology-aware paths,0.9354453512786233,2.0,864691135687601120,,
1,random paths,0.9897155961089016,1.0,864691135687601120,0.016087673208235218,
1,shuffled ancestry,0.9862506911550728,2.0,864691135687601120,0.014543469411518148,
1,depth-only bins,0.9779980687206601,36.0,864691135687601120,,1.0
2,dense PCA oracle,0.8434410582177657,72.0,864691135687601120,,
2,morphology-aware paths,0.852298287302318,5.0,864691135687601120,,
2,random paths,0.9625357182940093,2.25,864691135687601120,0.033898752651180385,
2,shuffled ancestry,0.9721502705478565,5.0,864691135687601120,0.014069448783861472,
2,depth-only bins,0.9623034950512471,36.0,864691135687601120,,2.0
4,dense PCA oracle,0.7216546032741501,144.0,864691135687601120,,
4,morphology-aware paths,0.786240396110337,12.0,864691135687601120,,
4,random paths,0.942019908539532,4.734375,864691135687601120,0.04491043285300764,
4,shuffled ancestry,0.9329061911794972,12.0,864691135687601120,0.028231136374850307,
4,depth-only bins,0.9165803554981313,36.0,864691135687601120,,4.0
8,dense PCA oracle,0.5418896659297362,288.0,864691135687601120,,
8,morphology-aware paths,0.6530621278368248,16.0,864691135687601120,,
8,random paths,0.8664551088067599,13.25,864691135687601120,0.058396251933169545,
