budgets,cohort,common_capture,elapsed_seconds,n_e_sites,n_i_sites,rank_one_capture,residual_rank,residual_weighted_energy,response_rank,root_id,total_weighted_energy
"[1, 2, 4, 8, 16]",original8,0.29208613601090017,3.4846232190029696,128,138,0.2957271342242059,127,13.02769312045737,128,864691135060651419,18.402935417942267
"[1, 2, 4, 8, 16]",original8,0.34527196460129694,2.4762807600200176,21,22,0.36073053030248037,20,1.9625879386819054,21,864691135196576298,2.9975620907798275
"[1, 2, 4, 8, 16]",original8,0.26259665672922006,2.8066003690473735,95,101,0.2742202120723155,94,9.284089505025841,95,864691135277186789,12.590246016306242
"[1, 2, 4, 8, 16]",original8,0.286332650337656,1.7921605940209702,34,40,0.3233649707479597,33,3.5045402511203676,34,864691135324623260,4.910607515922458
"[1, 2, 4, 8, 16]",original8,0.26744536772525596,2.2862576640909538,70,76,0.27476584414058264,69,6.75750524698858,70,864691135409937097,9.224575136471437
"[1, 2, 4, 8, 16]",original8,0.521105340668591,2.411376534961164,32,34,0.5298802396567205,31,1.9478520503446897,32,864691135739661169,4.067391465722569
"[1, 2, 4, 8, 16]",original8,0.19504634175292013,3.1087067041080445,116,123,0.20305304774211957,115,18.563459547444893,116,864691135810666525,23.06152578754646
"[1, 2, 4, 8, 16]",original8,0.34019116189703347,3.095188300940208,55,59,0.34663937871270384,54,3.8485972777563044,55,864691136043380566,5.832897432567751
