condition,feedback,seed,config_index,validation_accuracy,test_accuracy,n_epochs_recorded,best_epoch,best_validation_loss,final10_validation_slope,right_censored,active_group_learning_rates,sparse_active_weight_maintenance_rate,adam_weight_decay,calibration_converged,calibration_reverted,pairing_projection_sha256,calibration_signature_sha256,generated_config_sha256,resolved_config_sha256,result_sha256,checkpoint_sha256,training_summary_sha256,calibration_sha256
cifar10_shunting_strict_scalar_confirmatory,strict scalar,22006,6,0.3511999845504761,0.3628999888896942,391,341,1.7504256843566894,0.00036848131584403505,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,2a1d441d19efefd2f350282a914d50e377de6c1b4054dea3f39ff300d6ecbac9,e22b4504d05667607dc7d3ede1b01eb0f902171d4d5b6a6b5dc0dfcf8c9684ab,3b157f1ddd6fa3a4959d853b51e8660056ff0a916cc30433b70a0de676c122fe,3b1ee85c6cb9425f601c2c3d954a592fec9a3105ad19c16379b0b89dd1a65fc2,cfd199d335a93b161de2e7af5a3cecc3bccd485310453b1f1552f6f03e5f636e,3f024f1672edc6ccc53f11ec0935e4b9d5ac23117003906551e2057e36bc6e41,9c53a97b6d2b10894d0863852c933baa0191d1c9496f80c800119ad2ba5f5338,69d6b0b92fb58546446acbdbb4e998013bb8235f86b4984a6f00c795879871b0
cifar10_shunting_matched_bp_confirmatory,backpropagation,22007,67,0.48019999265670776,0.494299978017807,137,87,1.4756254957199098,0.0006430626054242817,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,989df1d2f709da82a24bd275e50062c68c2f22c985fb18634210fed0d0037e11,76a8421aed91f2a0e602128d33b5200646f12ef420092f7e2ad7350a318646ce,bd41819322f50dc04e10d2747ac25cfd352bee30030009a667351b94aa4b11de,9a065a57a57d3da5d7eb23f405ac8681fc6bd52515daac22852b51615dffc1e4,bfd621c088c8c350d31833023ac3ff919ff92b4ee51b535ab3c4701c1bbe2fc3,b1037eee31f56609c2a1989f5cea01ec3d9e3c6168ede1c811b7ff46f2d314ee,9b938cb58811b77617018851f8e85f634fbc6587c5f7cb1ec323199406c296d9,974c01106de17060bbba7dd429fb93a1c04944e7f5ba1effc6bb91ed19186e01
cifar10_shunting_exact_path_confirmatory,exact path,22007,47,0.491599977016449,0.48659998178482056,136,86,1.4718593370437623,-0.0028804332871870753,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,989df1d2f709da82a24bd275e50062c68c2f22c985fb18634210fed0d0037e11,76a8421aed91f2a0e602128d33b5200646f12ef420092f7e2ad7350a318646ce,bad947063afaf46bd0fa70e41c692ae268dfafa40de5d701e7b9e3c2b3df03c6,3f7f5b75b5b2dd754039ccda7b3167867eb2acc29b24e30046fe6741dc0edac4,8ea8a46b97362976f37294cb81b3ca6cac75efa84ce9500e97f0aa5f79d98005,a0495c6ce8108904f954ae373f04a1f94c81c29f389ac3bea01940a6550aca89,5ae2b4022e66fc0fc4eb8b8b01d2112e0845f2a04d6190d4b4852a85d11188e0,974c01106de17060bbba7dd429fb93a1c04944e7f5ba1effc6bb91ed19186e01
cifar10_shunting_neuron_specific_confirmatory,neuron specific,22007,27,0.4919999837875366,0.49969998002052307,224,174,1.4720909986495971,0.002001807706428358,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,989df1d2f709da82a24bd275e50062c68c2f22c985fb18634210fed0d0037e11,76a8421aed91f2a0e602128d33b5200646f12ef420092f7e2ad7350a318646ce,f7a452cec74578f93f4339e1ab800be13c67de7f0f4c5a6bff86cb2cd153deec,9ce3f5dafcfd39627fb62a2536fb93be971d7342380b2b2f8bf9da7d4c4e4db2,c8a722806015b5fe44681de7942909ed84c314a2fef6baa9bbf1f5894e07a874,aa73b9d8bb18250be318173bcab04dffc399ccebe8634b2bae08d3b6115c1bbe,1d8fbfde15d56fe4c881a035ae2ee724625693e07e1d3be6cafa10e37807e4a4,974c01106de17060bbba7dd429fb93a1c04944e7f5ba1effc6bb91ed19186e01
cifar10_shunting_strict_scalar_confirmatory,strict scalar,22007,7,0.375,0.37779998779296875,388,338,1.7112464736938477,-0.00040867291768386234,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,989df1d2f709da82a24bd275e50062c68c2f22c985fb18634210fed0d0037e11,76a8421aed91f2a0e602128d33b5200646f12ef420092f7e2ad7350a318646ce,342923d278818da9b175a68a2e11591d40121c20ce49f5764f398965054f7c3f,3c30669dda7521c959f6fda85d4b9e2def36cdfa6d2396cc788eafad6856dbd2,58e0c9dc2b9f3e0c5f2cf7ebdb9e15f0c8ab8755a75d069a5c307ae9d623986d,b825052d1a73385f63b97bee27763651609be053c0116de58b2a0ee27e4ac0b0,062569628d705891f2a6925e8809a1246f767fbeacc972aa4ca929c1169a4fb7,974c01106de17060bbba7dd429fb93a1c04944e7f5ba1effc6bb91ed19186e01
cifar10_shunting_matched_bp_confirmatory,backpropagation,22008,68,0.4931999742984772,0.4935999810695648,151,101,1.4493733474731445,0.0029299171239678973,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,d4e0f4e28c9fd9bde6f8d22b70216850363d05d60536c2055a044b6f62990f70,a41c5ebd67c8d96d6d734ce4e0e6b672ae4d4e9c2d8bca2c592b6e8eaf31c609,289586fd10f93d6f50f8668b78a54c025ffa549ee4e57f1c7568aa79ddbea3cd,f58e5ab60d80e1e6087c4796965f275550d3e22081191dbc9940d5939e41fa8b,f7bae5d56cee6bd53e40e3712bdda809de2bc10cdd2bda3e65546b941c790e99,008a49f8940fa7021f37ab722f30248fb686347ea42f912c412c48a4c991f933,1c1dd0fe3094257f7459a31ed86cdba4781060c52356245fc3409cd55c85fcc2,ebaaa0de0691633b4d9b743ed2a37ba84f7a8885f5738ffc637bdbaf8f0d047a
cifar10_shunting_exact_path_confirmatory,exact path,22008,48,0.48539999127388,0.49289998412132263,144,94,1.4574053413391113,0.0009372944132486868,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,d4e0f4e28c9fd9bde6f8d22b70216850363d05d60536c2055a044b6f62990f70,a41c5ebd67c8d96d6d734ce4e0e6b672ae4d4e9c2d8bca2c592b6e8eaf31c609,a09ea84b1c0768bd9e56b5cd072ce5570f23ecf8fbf9e8b35cd37fad29405094,01ce71214473f34436d4b8ccb7f000f8840b7d1dcd8f58685811bfecb6e40fdb,93fa466c9461f8f9a1c4b0aa3b150ac8943f12c299912e8b9426df7dee5e92f4,23618c4f85d89d39a643b6d944655dce7ff93f66871796e353400f28586994a4,4d08441a45913d637553846ad93b7108f66443021850a7d446932b794ead87d6,ebaaa0de0691633b4d9b743ed2a37ba84f7a8885f5738ffc637bdbaf8f0d047a
cifar10_shunting_neuron_specific_confirmatory,neuron specific,22008,28,0.4949999749660492,0.4950999915599823,221,171,1.461198016166687,-0.0007912350359829823,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,d4e0f4e28c9fd9bde6f8d22b70216850363d05d60536c2055a044b6f62990f70,a41c5ebd67c8d96d6d734ce4e0e6b672ae4d4e9c2d8bca2c592b6e8eaf31c609,c0bdb13c9fee0012eecd1fc3987f4339746bb46864c8459c7167fc9ba58fea18,71ea0911e4f91707007f356a0dec4e0f5d7a80e27ef9bbb91b291b51949291a4,7dac9532426a79584372e3694e2fc5e2e2a8dedc2d665904e20fc8e0351cdd66,a3ac841ab7ba598491043e16126d48764ed9b619c3d108959cc2d7dfc4c9bbed,f65d06d032886febdba22ed59c3dd6666c5b1d45213f39c3f209ba310cf801b3,ebaaa0de0691633b4d9b743ed2a37ba84f7a8885f5738ffc637bdbaf8f0d047a
cifar10_shunting_strict_scalar_confirmatory,strict scalar,22008,8,0.33820000290870667,0.3407999873161316,400,366,1.7684452938079833,-0.000396706825025119,True,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,d4e0f4e28c9fd9bde6f8d22b70216850363d05d60536c2055a044b6f62990f70,a41c5ebd67c8d96d6d734ce4e0e6b672ae4d4e9c2d8bca2c592b6e8eaf31c609,554cad7f41a0d564136ce8497a38fc407ff403f921ee4bc4b934519adca614d2,aa7782f593acdaa218234330e9993c3b05e2e6b790c3e5f43608f2f6edb11be1,da0c55f00a2cba4c6e72c9e03706295a72e0f953f04c9d56e18adeb75b55f4c7,837d12164e67b087b96f98eff1dae96989dbefb65e7599e2e51459565163793d,c42edbd41ed2605535141ddb812bcca9d508a77d8a64f5cb60d39561e57eff33,ebaaa0de0691633b4d9b743ed2a37ba84f7a8885f5738ffc637bdbaf8f0d047a
cifar10_shunting_matched_bp_confirmatory,backpropagation,22009,69,0.4885999858379364,0.49549999833106995,155,105,1.457807220840454,-0.0007270897801716835,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,53926817b36a6baadc61ec5e0709e53ffc56dc40c5fca9fb78e522d4ff05ee8c,8ea5378457f85f316c70037f2a31bdb9bde6f13684afb73b1901aadcf9e18713,1bce648a0cf59f7e769ca7e2b2b39258b1302d08531ca84d31622fb2645e424b,877f923e82924d85b41b178e30654708dabb77c495574757a37094d0affe8517,5902b36d59c70a033c4bf05ee3ef140d1a43750990edc9a97ed599c8e691b989,75d77394950025d27f8def5abc589005d1defbd2202475e9c745aae20439e044,5eb83694d3dfa8fa27dc0f66f8f8cbf70eca07cecb8cb62f65ab4ea4c77a8dd5,ed10f489e735aee82b844edf9515cce0f6ac3bf96acde2f20e28ace7948e0360
cifar10_shunting_exact_path_confirmatory,exact path,22009,49,0.4883999824523926,0.4887000024318695,136,86,1.4376187496185302,0.002417013297803452,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,53926817b36a6baadc61ec5e0709e53ffc56dc40c5fca9fb78e522d4ff05ee8c,8ea5378457f85f316c70037f2a31bdb9bde6f13684afb73b1901aadcf9e18713,5bbeb68f2643acc6c91d7b1cf36626cefed5e529b68b153aa9a31ee514397d2b,847d15fba9bdb75ede1469339c17a103951a000ce97a793bf35beb084541b0f0,39c736f3a887d64dd27c631a2128530ffea53234dac54cc6da32d08f60cda95e,6f2cab14c94df44284b5ab43a999e8f1ab874efa9f07158b945df74df38c9f7b,0eec56de48cf71222db47ec5a2e8d15821bbbb3bcbe1affd0af7fdc53f13594d,ed10f489e735aee82b844edf9515cce0f6ac3bf96acde2f20e28ace7948e0360
cifar10_shunting_neuron_specific_confirmatory,neuron specific,22009,29,0.49879997968673706,0.4997999966144562,252,202,1.4439325830459595,5.992860505034771e-06,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,53926817b36a6baadc61ec5e0709e53ffc56dc40c5fca9fb78e522d4ff05ee8c,8ea5378457f85f316c70037f2a31bdb9bde6f13684afb73b1901aadcf9e18713,df8ff3ac0e600de9aaee0c2b29bda528e4a132f8b5b6f1a352a0a1fbe10e3ee1,16a7e4d9b7ef9f737d21c724514a841ea3419c98d5f16de47706a53e29150aa3,6b1e9ae3df1f5d3330195d0d7359f0db360355976f6f4a958ed076c13c166e04,886a8807ca0251eb0f1573bc5274581475d1fd28e4851d0cf0c4c919677dd29c,9d2a5e17e9678c55b235f27ae52680cd4f2ca5f87112abb2f8be4e6de3c2528d,ed10f489e735aee82b844edf9515cce0f6ac3bf96acde2f20e28ace7948e0360
cifar10_shunting_strict_scalar_confirmatory,strict scalar,22009,9,0.35339999198913574,0.3637000024318695,349,299,1.7447827074050903,-0.00023198611866340394,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,53926817b36a6baadc61ec5e0709e53ffc56dc40c5fca9fb78e522d4ff05ee8c,8ea5378457f85f316c70037f2a31bdb9bde6f13684afb73b1901aadcf9e18713,05ee923913b9d077105395a23400f7796bc26d15c46469e089d9ced7207e54b6,a833d6166ead4381b613ac6a718311e7536fc2b3601d9df635949f2c0739b7ec,bba2e95b14e60ba4698a5a8e9bf53744ede0fa3b54278038a8690a8b477368b4,54039dc05b6c1319393e7ba65bc6a86371a2746393360235582000018d759869,fb6cde72e967a5773a0fb984d2be205dd34209af2b18a930f78d6617ca606326,ed10f489e735aee82b844edf9515cce0f6ac3bf96acde2f20e28ace7948e0360
cifar10_shunting_matched_bp_confirmatory,backpropagation,22010,70,0.4899999797344208,0.48989999294281006,144,94,1.4684327171325684,0.0003609370699796412,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,639f7efdf9334a3aa473774d9e5d0ab00788962792c909da0d895f11b110619b,fe8f47e5c43ad4b9bc4ee4c01839712f65fe0d6cdf5a0c993ff69c04135075d8,a8ab1564045bcb093d67295f930fa23d3b413a08cc51bd9ad03baa30f4fe2db4,29e58636e44c9f7582b82f1e5faf0ce357a9f1744c3730f93bae7645cf8a2a6e,93e81f555ad773e74778fd121646863c191ed909d37cec1f2902a20e02771b2d,ad3e7612665047a05649bcd8b25ef4b778a3b2290ba4a745e5aaef386d01386c,57a748277e265a0153c1822c6c86600b56f4b39748c5d4bda4b5b8e6b2f8d741,487192574bea0363f45e4932e0dd680fa5f18be01fe4fb119eb21d9794196493
cifar10_shunting_exact_path_confirmatory,exact path,22010,50,0.47839999198913574,0.48979997634887695,144,94,1.478487056541443,0.0009131321589152307,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,639f7efdf9334a3aa473774d9e5d0ab00788962792c909da0d895f11b110619b,fe8f47e5c43ad4b9bc4ee4c01839712f65fe0d6cdf5a0c993ff69c04135075d8,60dba8d2e910a0a1bb839ed2fe4ed422954e878cd83747c07c3df5e987accbb0,c82a0794e569cbc544956a50c95e0232ad6ebeea9e6d61c46fe0a018d61bebf9,efcb637980ca5cc1c28a6f38f399bc391543d0516d806504b065b71452782f25,c43db229dc2c1e543823f905c22c89fff5f0722198f2297662d522640d81f539,726e9b95f7e5ec624d87a3d1a77ec2e103b6086eebda473f0f1a53bd464d7804,487192574bea0363f45e4932e0dd680fa5f18be01fe4fb119eb21d9794196493
cifar10_shunting_neuron_specific_confirmatory,neuron specific,22010,30,0.4973999857902527,0.5008000135421753,255,205,1.4724620677947997,0.0007563762329564371,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,639f7efdf9334a3aa473774d9e5d0ab00788962792c909da0d895f11b110619b,fe8f47e5c43ad4b9bc4ee4c01839712f65fe0d6cdf5a0c993ff69c04135075d8,67bd39debc04129eb47d9f6668522f12857fad1cf484a46a261d7800595749fa,874bfaedfa1dbf58923d7a0d7c477f5da854754c3e1f9070593bf2b32b07b6cf,8c3abce8f1f2bf5832c1937809daa3f63aa8b2733809c904924d0b515e956b11,f11e9b2b892fdc40f2eaabfce5a665d245ffb25e70f3beb558b995cedc7496ec,3c50ed7998ff34b5846a8a5f79760d69a821d9edf3570597b0b6ff28d34537c3,487192574bea0363f45e4932e0dd680fa5f18be01fe4fb119eb21d9794196493
cifar10_shunting_strict_scalar_confirmatory,strict scalar,22010,10,0.36059999465942383,0.36969998478889465,370,320,1.7533630859375,0.0004315301883582271,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,639f7efdf9334a3aa473774d9e5d0ab00788962792c909da0d895f11b110619b,fe8f47e5c43ad4b9bc4ee4c01839712f65fe0d6cdf5a0c993ff69c04135075d8,0be038e912c5eb5fbf5a95ce8e1bbdc333bb1fd0ee844f8807a59d728fa67f17,aa3d5dd0d2555fbd934f220a50209c63e425523a1ddc4f1fd147ae1d173dc6ca,0032620a54bbdb4642718086b556ea8f0a0c7f09eb4b623e40e6da0d08190b3f,60366ea8c1ca11009e46a037fd6149b3e307ceffe4774fbd7bad8319aeb7540b,9c04658704e127c4a593bcea0f10440b1afd2ac09d5a207f3837e87433b0f871,487192574bea0363f45e4932e0dd680fa5f18be01fe4fb119eb21d9794196493
cifar10_shunting_matched_bp_confirmatory,backpropagation,22011,71,0.4781999886035919,0.49129998683929443,144,94,1.4913298263549806,-0.001171713370120895,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,71a81c461db45ee55d38ed1807c33a5c89ba2dee29e53c0ac1cf8920e88afc89,f5ea8d4e50b82cf8df13162c705f270bf74095b0e50a0e045e4420c4138ecb2c,e3eb207dd93ab398030b693eb5568af7f418540fc5f6f3845532b73697d29114,243a8f112193db61a93674f603b7b113f5841b21a2cdea65e67522a57326b50e,6d83d71629a04a22f2b1c9ae8791a0a1134470f0f2ef234ea7a85f8af825d9b1,abbf84c0b709aaecde88b10b73e9c92bbe1a2589774c417bedb624bdfd686a4a,e3442a3bf9c13c06461814070f76e774b6ddfbc8825dd3b032259568c89d58b6,c3cc4f04be41107bd26768edd7e740bfd610907318160b95b43d2e6b40d34d01
cifar10_shunting_exact_path_confirmatory,exact path,22011,51,0.4755999743938446,0.4997999966144562,149,99,1.4814408208847045,-0.000407180001229981,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,71a81c461db45ee55d38ed1807c33a5c89ba2dee29e53c0ac1cf8920e88afc89,f5ea8d4e50b82cf8df13162c705f270bf74095b0e50a0e045e4420c4138ecb2c,c1bc41baf3c4fe33c953bc8e4f347d6a5a49cdcfb9c30e622787b1a85a615cb5,3cba0659ce6cae973cf90f178ad39a72879b122e051883dd378f82fcf2e62139,c4ded86a7e5b54e0fcb66ac4771eaea39d1246852f9979b20deed427caecc40b,510f77166f97d6e3f89ef2da61af94bbe00b507b7ea85fa820cac2bbfed89060,a14b6174e9ed0d3756e072d79f6e5c12ecb155c110a8c8b6f4f8d3f7bf847ce4,c3cc4f04be41107bd26768edd7e740bfd610907318160b95b43d2e6b40d34d01
cifar10_shunting_neuron_specific_confirmatory,neuron specific,22011,31,0.4925999939441681,0.498199999332428,238,188,1.459427027130127,-0.00022948294784081528,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,71a81c461db45ee55d38ed1807c33a5c89ba2dee29e53c0ac1cf8920e88afc89,f5ea8d4e50b82cf8df13162c705f270bf74095b0e50a0e045e4420c4138ecb2c,82e1bbd9a7c43a8943b6c84cce7d241714fc06a2658c5e4f06c8ef1d17bb461a,183deec2d7c0f98e268261bff57db13adb09e261fc87b9cdd583bfe3433d8c53,9183f46c10ff67df6edb68f94dfdddce30c5d6636c69ed88f73bf093b8b80e23,aa7e2ac92eff1d19a5b61cbaece6732a229a67da3faa79f210fb36f37e70d0ce,f8e4ed97d616bf8001ee7e7b3403be00c374391de52809be1c10f51be56dfae5,c3cc4f04be41107bd26768edd7e740bfd610907318160b95b43d2e6b40d34d01
cifar10_shunting_strict_scalar_confirmatory,strict scalar,22011,11,0.3540000021457672,0.35569998621940613,393,343,1.7527188171386718,0.00045456439740733384,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,71a81c461db45ee55d38ed1807c33a5c89ba2dee29e53c0ac1cf8920e88afc89,f5ea8d4e50b82cf8df13162c705f270bf74095b0e50a0e045e4420c4138ecb2c,283edd01c163c9aaaa2ee032519f2b9541ea0e8b700a3e23094584a809d2e393,e0c9d5db1225d8524f385c9e993fe1b6f38f85b56b4df0fc7a8a40609fb098b5,c74374a2f3c606e282cd0f287b969589eeed803620bb78bf100fedb287915c89,25af0534f899eeb0dc4133d7d90bdf8103bcb3aeacf516958630e9d266ffab83,488beb16f424e1544a059ade2394134c32c8963fc34b464266b3cbc037005428,c3cc4f04be41107bd26768edd7e740bfd610907318160b95b43d2e6b40d34d01
cifar10_shunting_matched_bp_confirmatory,backpropagation,22012,72,0.49480000138282776,0.49549999833106995,160,110,1.4435013658523559,0.0007063582495487113,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,6f15020b73288f93120444860e53d60f3905be39060ec488dc3f6e0b71b37a8b,deaea0c08c8b68602254d905dddde9d1ffd463133299247a039b83ee4b042b0b,ddfc076e658a4f7e8252778dff86a39e0537e6cd581aedac7d4defdb240ac594,7c9d79785d77dfe6e8f1bcced14e2796d2098a237a71c3228fd554360737e4d4,4a8044a8308accf7041db102af7d96faee32978dc8a575aed75780407bec0893,c5b43ca7f721a23a447c1e5a2e59bcbe326a7ecf43b1c670805a6414327980b8,e5530d4abcf140019c2b994bc06fc475bf9477ff85070f845a0715f8fcfba2b7,327b7010a6612c8da7bacc42a385bb74319941ba3ddbd52deb7c78efd42c8cf3
cifar10_shunting_exact_path_confirmatory,exact path,22012,52,0.4883999824523926,0.4910999834537506,148,98,1.4523351152420043,0.0007268040720621402,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,6f15020b73288f93120444860e53d60f3905be39060ec488dc3f6e0b71b37a8b,deaea0c08c8b68602254d905dddde9d1ffd463133299247a039b83ee4b042b0b,14037d70968e246b92550ebc08892cc62101b377e2f1b645ddf53cd5746b821f,64101a8c851a9287ebb9a3da407d84826266020a86aab3c2e0581a38e9dc6a62,3552d271db105d70bc509b219d6d19f68358470b12a3fdb45ccb556472f671e5,4f0cb181518348c75a3fdee4a9d3b5c64676b592c2a33759ef0c3532f813b465,9395c6e4088244d0f4754fb0e40260006440765b8e2ed8b557058ed08cfbca98,327b7010a6612c8da7bacc42a385bb74319941ba3ddbd52deb7c78efd42c8cf3
cifar10_shunting_neuron_specific_confirmatory,neuron specific,22012,32,0.5015999674797058,0.49859997630119324,257,207,1.4436179733276366,0.0015468518586592493,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,6f15020b73288f93120444860e53d60f3905be39060ec488dc3f6e0b71b37a8b,deaea0c08c8b68602254d905dddde9d1ffd463133299247a039b83ee4b042b0b,092ade0bbd4929aeec047fc27ca340f33c089c21647772152f3f807aca39bbb0,9fcc586800409430445aeaab7cc6164cd09570f18e737a4e6ef4e31f4bd13905,fa4ce278c43aecd9d6dd3a9019eaaccc81f9975a761429c56bd7520bc5cd6e53,74ab2e448d883bbe0ac427b9189c90e87f156700cf6ada40330ee758a2a57d6c,828895b2fe1b79d45f1b1a497d215e91fa5944490e094f6645400835e0b86c8d,327b7010a6612c8da7bacc42a385bb74319941ba3ddbd52deb7c78efd42c8cf3
cifar10_shunting_strict_scalar_confirmatory,strict scalar,22012,12,0.36739999055862427,0.37039998173713684,382,332,1.7145837957382202,7.586623798711963e-05,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,6f15020b73288f93120444860e53d60f3905be39060ec488dc3f6e0b71b37a8b,deaea0c08c8b68602254d905dddde9d1ffd463133299247a039b83ee4b042b0b,e400b5be5fb538f539fb77d870edeed0e793cbe3eb9613b519678a24d0028375,518278b6858ae376a76a622961bbe797556ec40d6ef2488afa324f5cb54b25a1,7ac6e44464b5ed3ceb8d96a50bb1e915da0c36e31bd1b68ebc933e642abad2e7,021dccc2ef2e14697b81a52dea80b52637006023bf498a988817120f21b17414,19d3497e2d4ba0efc1888d47840ec1ae7a4e6225d8c56bf6721ab681eda9e21c,327b7010a6612c8da7bacc42a385bb74319941ba3ddbd52deb7c78efd42c8cf3
cifar10_shunting_matched_bp_confirmatory,backpropagation,22013,73,0.48399999737739563,0.4943999946117401,143,93,1.4572051385879516,0.0011013091902299299,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,7552c8da1a386436d6e7c9e06b106ccd122f36bc5b83c3d0d41d1e1e594b867b,dd98cd7ea2848b3cb42b9c6c5e4283ce4199e9f1ca73c9e5a8a60d03dc42fa99,0d5d3ae22692ba1b9022d818c01ba2947c0b05110fbe23603d29ef034bdea09c,3f00ce27235d1236fb6c488e146a52a2c5a36da32966b57828f7de99d8c162ea,7695570cfae6621725c6dd49078f3532c44d4400c83b177456d3aa2b84e9e743,234f8e78a727200eb9c2ccc0317c4b932cddd4469e8b80e153882f4c0a56dab6,35efb456f7ef198eb6f90db8e13338e983a9dceceda8bff3a70456a431f01a61,5397cecece96cdfec09c22076bb095f91f23f47ac14fc06e5e91cc67a99c54b7
cifar10_shunting_exact_path_confirmatory,exact path,22013,53,0.4919999837875366,0.5008999705314636,143,93,1.4412154495239258,0.000146713913426258,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,7552c8da1a386436d6e7c9e06b106ccd122f36bc5b83c3d0d41d1e1e594b867b,dd98cd7ea2848b3cb42b9c6c5e4283ce4199e9f1ca73c9e5a8a60d03dc42fa99,652f63a04013672902982362eb4da8795b5ebe5c355fa11793391e0c415dac26,eaafc231721f42b1ffa867d1ea8fdf0b64186ee709d41f61e58a6524509e8e74,a9ccab9c7d2c448130500c7d0e7c8f530e923b55f5773345e5f287325f9b392e,34f58b0d042f0708e85b05ed10b17000b692b5bddac9aaa8669b41a44d83141e,4f3446e6a44c57e24b42738ebab5bd041e16d0b887eb4218a18749865052afaa,5397cecece96cdfec09c22076bb095f91f23f47ac14fc06e5e91cc67a99c54b7
cifar10_shunting_neuron_specific_confirmatory,neuron specific,22013,33,0.4901999831199646,0.4912000000476837,249,199,1.4462151597976685,-0.00048249920122550685,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,7552c8da1a386436d6e7c9e06b106ccd122f36bc5b83c3d0d41d1e1e594b867b,dd98cd7ea2848b3cb42b9c6c5e4283ce4199e9f1ca73c9e5a8a60d03dc42fa99,25c38dc524c1cecde8ce5e7a32d0e6a082a3868cf56b93f335153d46b7c1e7d3,cb595289c62b69b914b6f33e6688a1fe16bd1bd9f5216c973cb695e99da9e26b,980571d4792381381f0a9c646c02184301a526d1790f8ca5c1139b224ad5bed8,20b37ab254f9b7b328907dfea5a3f1aaa557b45c2771cc043f7437201cb1a2b5,350faab228d347b811d48ff3c3bb6ff6b8bde3b1843a35352854ed7e9150f9d5,5397cecece96cdfec09c22076bb095f91f23f47ac14fc06e5e91cc67a99c54b7
